Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24),HOCO(73),CHO2(74)
3.483384269806358e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44478820432022365,0.11136063678442377,0.022578432826077258,1.2741501881168575e-10,1.1607527184945593e-07,6.877263174364473e-05,1.3856149758307552e-05,9.315561495575041e-08,1.5107675750885046e-17,0.00030498609394027205,6.833103164400808e-16,0.0002064423883917442,3.3511444493584757e-12,1.245441069827139e-09,4.956846425649771e-13,4.3798085004405235e-15,1.2418847154944452e-06,8.253912979081106e-11,0.006979049805374871,0.00046994149955317945,5.7586835815456573e-05,1.5081414737122138e-08,1.712857179932208e-09,3.9491015744140575e-09,2.452466240359421e-12,4.554861693539258e-08,1.1194457074862339e-05,1.935212228656097e-09,5.744665240222766e-12,1.2321258128582634e-06,1.301589445234643e-10,9.492287297382442e-10,4.310025213854646e-11,5.050953465650927e-14,1.0921318698748321e-06,1.0574168793559031e-14,2.179156764438156e-12,2.339408759610154e-17,2.3865984901663775e-10,3.8337295918514585e-13,2.0073827102463956e-18,1.1199893734213752e-19
3.499294324945736e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447768488469105,0.11134989100215374,0.02257733680076966,1.2978959294172044e-10,1.1766383394829172e-07,6.948357744042146e-05,1.4043022016932759e-05,9.439957215434249e-08,1.5447791628491956e-17,0.0003063546250443868,6.989596872624819e-16,0.00020705851100044062,3.3977176142103228e-12,1.2670532221062198e-09,5.040225583572277e-13,4.46261162062422e-15,1.251842896526802e-06,8.407044967164515e-11,0.006988205453574155,0.0004719267974214956,5.775552562495405e-05,1.5189849734356992e-08,1.720460945682411e-09,3.966065692360439e-09,2.465884661413199e-12,4.581333779095837e-08,1.1226350561102688e-05,1.9517764995759287e-09,5.821219707727171e-12,1.2456548499388994e-06,1.3257587626849525e-10,9.534642235196873e-10,4.3680529888483355e-11,5.109239890175447e-14,1.10029837103952e-06,1.076487180198376e-14,2.2277259025224763e-12,2.3827502860294867e-17,2.4192844475218766e-10,3.88296000644366e-13,2.0508981121640547e-18,1.1442672219259941e-19
3.515204380085115e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447655850392098,0.1113392335844065,0.022576240854382645,1.3219454670503805e-10,1.1926595277613585e-07,7.019766898161092e-05,1.423121251316397e-05,9.565416586630336e-08,1.5793472546483065e-17,0.0003077228105946771,7.148916978831156e-16,0.00020767240454837145,3.444715084681661e-12,1.288933938532346e-09,5.124459420509348e-13,4.546508443165222e-15,1.2618291362749396e-06,8.56229151702704e-11,0.0069972721277130655,0.0004739105610340958,5.792337722886942e-05,1.529838939132597e-08,1.72806203066716e-09,3.983025243219714e-09,2.4792926781023073e-12,4.607658736997873e-08,1.1257860613682035e-05,1.9683626439258114e-09,5.8984021602921516e-12,1.2592495461395496e-06,1.350262128665529e-10,9.576986217497295e-10,4.426488930760572e-11,5.1677641755097724e-14,1.108480978317411e-06,1.095785750224202e-14,2.277139187763789e-12,2.4266893999853492e-17,2.4522575255074886e-10,3.9325001278048993e-13,2.0950958733902646e-18,1.1689257546197737e-19
3.5311144352244935e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447544120271173,0.1113286636811649,0.02257514498656983,1.3463007012795244e-10,1.2088166877709394e-07,7.091489512448707e-05,1.4420718663247347e-05,9.691943393148263e-08,1.6144773025299888e-17,0.0003090906489182158,7.311100672932006e-16,0.0002082840768829628,3.4921386080240887e-12,1.311085185609478e-09,5.209549445941462e-13,4.631506318068086e-15,1.2718433073805591e-06,8.719671710141714e-11,0.007006250679659175,0.000475892793886622,5.8090403190127594e-05,1.5407033913361716e-08,1.7356604258268035e-09,3.999980208155703e-09,2.4926900800163783e-12,4.633836582149863e-08,1.1288989560162278e-05,1.984970215813632e-09,5.976214427676361e-12,1.2729096519276646e-06,1.3751025604444647e-10,9.61931920054537e-10,4.485332232326364e-11,5.2265248787162536e-14,1.1166795574647004e-06,1.1153136887714796e-14,2.3274070864826385e-12,2.4712314862177086e-17,2.485518783343633e-10,3.982349321618792e-13,2.139982138333038e-18,1.1939683993855618e-19
3.547024490363872e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447433289489244,0.1113181804505725,0.02257404919698875,1.3709635284462488e-10,1.225110222818193e-07,7.163524473938188e-05,1.4611537838883244e-05,9.819541408421233e-08,1.6501747717184525e-17,0.00031045813834473796,7.476185444193995e-16,0.0002088935358344296,3.539989927626293e-12,1.3335089328845451e-09,5.295497117611479e-13,4.717612575684727e-15,1.281885282859213e-06,8.879204704792069e-11,0.007015141953117656,0.0004778734995104841,5.825661585673158e-05,1.551578351116313e-08,1.74325612211822e-09,4.016930568370436e-09,2.506076664539249e-12,4.6598673658411525e-08,1.1319739771387165e-05,2.0015987802367934e-09,6.0546583354916465e-12,1.2866349199711968e-06,1.4002830874506726e-10,9.661641140524304e-10,4.544582072612439e-11,5.285520585501481e-14,1.1248939748331642e-06,1.1350720871844172e-14,2.378540140254006e-12,2.5163819511303527e-17,2.5190692773818193e-10,4.0325069609480674e-13,2.185563055210978e-18,1.219398586235325e-19
3.5629345455032507e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447323349511413,0.11130778305885548,0.022572953485300862,1.3959358410174444e-10,1.2415405350884683e-07,7.235870680887234e-05,1.4803667368759366e-05,9.948214395321041e-08,1.686445140488176e-17,0.0003118252772066907,7.644209081882845e-16,0.00020950078921557527,3.5882707829974023e-12,1.3562071529060819e-09,5.382303842095954e-13,4.804834526465919e-15,1.2919549360998608e-06,9.040909735890222e-11,0.007023946783709594,0.00047985268147141094,5.842202736362852e-05,1.562463840012729e-08,1.750849110515104e-09,4.0338763051044565e-09,2.51945223678273e-12,4.6857511748602744e-08,1.1350113659957204e-05,2.018247913026893e-09,6.133735705255268e-12,1.3004251051453726e-06,1.425806751245131e-10,9.703951993543175e-10,4.6042376174913e-11,5.3447499103031284e-14,1.1331240973683683e-06,1.1550620288556254e-14,2.430548965990659e-12,2.5621462227396e-17,2.552910061101305e-10,4.082972426661276e-13,2.231844775885493e-18,1.245219747218422e-19
3.578844600642629e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447214291884197,0.11129747068024487,0.022571857851171495,1.4212195276343845e-10,1.2581080256586516e-07,7.308527042691892e-05,1.4997104540070874e-05,1.0077966106148563e-07,1.7232939000357987e-17,0.000313192063839282,7.815209675899709e-16,0.00021010584482159415,3.636982909750503e-12,1.3791818211830288e-09,5.469970975383852e-13,4.893179460722022e-15,1.3020521408644e-06,9.204806114794322e-11,0.007032665999049546,0.0004818303433680133,5.858664963467529e-05,1.5733598799428082e-08,1.758439382008314e-09,4.050817399636819e-09,2.5328166093590367e-12,4.711488130514234e-08,1.1380113678718663e-05,2.0349172007832215e-09,6.213448354389206e-12,1.3142799645373766e-06,1.4516766054920131e-10,9.746251715640999e-10,4.6642980201112624e-11,5.404211495799795e-14,1.141369792607869e-06,1.1752845892748556e-14,2.4834442560245686e-12,2.6085297506227753e-17,2.5870421851057893e-10,4.1337451077540543e-13,2.2788334556979332e-18,1.2714353163297299e-19
3.594754655782008e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44471061082347785,0.11128724249689963,0.022570762294269804,1.4468164731640523e-10,1.2748130945092507e-07,7.381492479795852e-05,1.5191846600026898e-05,1.0208800282624361e-07,1.7607265543537493e-17,0.00031455849658052805,7.989225617409211e-16,0.0002107087104298767,3.686128039586337e-12,1.4024349161436915e-09,5.558499823462278e-13,4.98265464839284e-15,1.3121767712871732e-06,9.370913229125357e-11,0.0070413004188223435,0.0004838064888303605,5.87504943846941e-05,1.584266493115174e-08,1.7660269276060635e-09,4.067753833285034e-09,2.5461696021983634e-12,4.737078387737911e-08,1.1409742319265263e-05,2.0516062408218386e-09,6.2937980961519205e-12,1.3281992574490496e-06,1.4778957159297154e-10,9.788540262789917e-10,4.7247624213620346e-11,5.463904012996387e-14,1.1496309286794093e-06,1.1957408360674809e-14,2.537236778186422e-12,2.6555380058665182e-17,2.6214666971201466e-10,4.1848244016918566e-13,2.3265352533035403e-18,1.2980487294158806e-19
3.6106647109213864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44469987902702407,0.11127709769883064,0.022569666814268738,1.4727285587526297e-10,1.2916561405359218e-07,7.454765923595581e-05,1.538789075734313e-05,1.0340720655879415e-07,1.798748620106486e-17,0.0003159245737713008,8.16629559945915e-16,0.00021130939379981808,3.735707900277167e-12,1.4259684190948613e-09,5.647891642908795e-13,5.073267338826502e-15,1.3223287018744593e-06,9.539250542583223e-11,0.007049850854859165,0.00048578112151856904,5.891357312161107e-05,1.595183701981652e-08,1.7736117383341723e-09,4.0846855874054106e-09,2.5595110425452266e-12,4.762522134275896e-08,1.1439002110453153e-05,2.0683146411103926e-09,6.374786739707344e-12,1.3421827453976928e-06,1.5044671603417755e-10,9.830817590899219e-10,4.785629950336065e-11,5.5238261614547394e-14,1.1579073742991104e-06,1.2164318290419643e-14,2.5919373758832193e-12,2.7031764810148903e-17,2.6561846419871944e-10,4.236209714825707e-13,2.374956330525722e-18,1.325063424096676e-19
3.626574766060765e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44468923297768304,0.11126703548382538,0.022568571410844982,1.4989576618810534e-10,1.308637561560451e-07,7.528346316341581e-05,1.558523418372003e-05,1.047373094644601e-07,1.837365626508353e-17,0.00031729029375537383,8.346458617591907e-16,0.00021190790267262963,3.785724215650809e-12,1.4497843141810962e-09,5.738147641489853e-13,5.1650247605673144e-15,1.3325078075039355e-06,9.709837594762115e-11,0.007058318111212874,0.00048775424512140534,5.9075897148673615e-05,1.6061115291571227e-08,1.7811938052364202e-09,4.101612643393094e-09,2.5728407647185346e-12,4.787819589726391e-08,1.1467895616931738e-05,2.085042020185825e-09,6.456416090143841e-12,1.3562301921150754e-06,1.5313940285276904e-10,9.873083655819555e-10,4.8468997247855524e-11,5.583976668582601e-14,1.166198998769655e-06,1.2373586202476955e-14,2.647556968173972e-12,2.751450690017255e-17,2.691197061664493e-10,4.2879004626664477e-13,2.424102852217685e-18,1.3524828396869156e-19
3.6424848212001436e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44467867186192145,0.11125705505737307,0.022567476083678952,1.52550565642256e-10,1.3257577543411387e-07,7.602232611036104e-05,1.578387401530619e-05,1.0607834864248725e-07,1.8765831152028815e-17,0.00031865565487946786,8.529753970447503e-16,0.00021250424477115394,3.8361787055748354e-12,1.473884588344164e-09,5.829268978764983e-13,5.257934121152467e-15,1.3427139634241306e-06,9.882694000965383e-11,0.00706670298423264,0.000489725863354904,5.923747756673725e-05,1.61704999733565e-08,1.7887731193747338e-09,4.1185349826818996e-09,2.5861586098751604e-12,4.8129710046754586e-08,1.1496425437688413e-05,2.101788007093874e-09,6.538687948355856e-12,1.3703413635447399e-06,1.5586794222736255e-10,9.915338413345775e-10,4.9085708515745664e-11,5.6443542896626705e-14,1.1745056719784678e-06,1.258522254018356e-14,2.704106549843511e-12,2.800366168175977e-17,2.7265049952211867e-10,4.3398960701649495e-13,2.47398098611532e-18,1.3803104171120739e-19
3.658394876339522e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446681948739744,0.1112471556325909,0.022566380832454717,1.5523744127021578e-10,1.3430171145826922e-07,7.676423771327606e-05,1.598380735414659e-05,1.0743036108595561e-07,1.916406640145111e-17,0.0003200206554932953,8.716221260358395e-16,0.0002130984277996835,3.88707308594094e-12,1.4982712312826436e-09,5.921256766696282e-13,5.352002606917509e-15,1.3529470452538497e-06,1.005783945201965e-10,0.0070750062626378325,0.0004916959799609971,5.939832527661515e-05,1.6279991292614326e-08,1.7963496718293886e-09,4.135452586744684e-09,2.599464426094963e-12,4.837976659955269e-08,1.1524594204607293e-05,2.1185522413165034e-09,6.621604111129607e-12,1.384516027837684e-06,1.5863264553230207e-10,9.957581819220657e-10,4.9706424271265144e-11,5.704957808343231e-14,1.1828272643958898e-06,1.279923767022946e-14,2.7615971914744016e-12,2.8499284720939715e-17,2.762109478834878e-10,4.3921959721263897e-13,2.5245969027118672e-18,1.4085495988421559e-19
3.674304931478901e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446578012157724,0.11123733643015071,0.022565285656859998,1.5795657975579442e-10,1.360416036945643e-07,7.750918771402264e-05,1.618503126961529e-05,1.0879338368169205e-07,1.9568417674855338e-17,0.00032138529394960396,8.905900393935913e-16,0.0002136904594437829,3.938409068649485e-12,1.5229462354116856e-09,6.014112070262824e-13,5.447237382810502e-15,1.3632069289815865e-06,1.0235293714088244e-10,0.007083228727591206,0.0004936645987061616,5.9558450981487934e-05,1.6389589476620173e-08,1.8039234536993692e-09,4.152365437093466e-09,2.612758068141461e-12,4.862836865712378e-08,1.1552404581045453e-05,2.1353343726738094e-09,6.70516637120511e-12,1.3987539553465212e-06,1.614338253347105e-10,9.999813829139201e-10,5.0331135378670074e-11,5.765786035654304e-14,1.191163647073347e-06,1.3015641883329053e-14,2.8200400395169917e-12,2.900143179621986e-17,2.7980115457885353e-10,4.4447996134430945e-13,2.5759567751443123e-18,1.4372038288276946e-19
3.6902149866182794e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446474900968702,0.11122759667820648,0.022564190556586098,1.6070816744041734e-10,1.3779549150552115e-07,7.82571659587277e-05,1.638754279983222e-05,1.1016745321018422e-07,1.9978940754549375e-17,0.00032274956860422045,9.098831582648394e-16,0.00021428034737011435,3.990188361594194e-12,1.5479115958229327e-09,6.107835908079563e-13,5.543645592214751e-15,1.373493490964915e-06,1.0415076628484114e-10,0.007091371152771392,0.0004956317233800813,5.971786518936552e-05,1.649929475161925e-08,1.8114944561025664e-09,4.169273515279137e-09,2.6260393971246415e-12,4.887551960553016e-08,1.1579859260424291e-05,2.152134061254395e-09,6.789376517086363e-12,1.4130549186181858e-06,1.642717953915298e-10,1.0042034398751298e-09,5.0959832606614936e-11,5.826837809890652e-14,1.1995146916415147e-06,1.3234445394701802e-14,2.8794463163575747e-12,2.951015889805722e-17,2.8342122264674485e-10,4.497706449296374e-13,2.6280667790641656e-18,1.466276552423704e-19
3.706125041757658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446372607343739,0.11121793561232254,0.022563095531327893,1.6349239032960267e-10,1.3956341415097252e-07,7.90081623966473e-05,1.6591338953063738e-05,1.1155260634549585e-07,2.0395691542528543e-17,0.00032411347781609133,9.295055343391036e-16,0.00021486809922626788,4.042412668647027e-12,1.5731693102446005e-09,6.202429253020369e-13,5.641234356780018e-15,1.3838066079298653e-06,1.0597208111482111e-10,0.007099434304444684,0.0004975973577943212,5.9876578215593055e-05,1.660910734272442e-08,1.8190626701759202e-09,4.1861768028918345e-09,2.639308280705121e-12,4.912122310888355e-08,1.160696096483521e-05,2.1689509773383767e-09,6.874236333135924e-12,1.4274186923852796e-06,1.671468706465516e-10,1.0084243483664974e-09,5.159250663247812e-11,5.88811199752929e-14,1.2078802703084785e-06,1.3455658344598057e-14,2.939827320384696e-12,3.00255222283284e-17,2.8707125483562053e-10,4.550915945579445e-13,2.6809330925303553e-18,1.4957712163349155e-19
3.7220350968970365e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462711235287095,0.11120835247540241,0.022562000580783767,1.663094340996003e-10,1.413454107888652e-07,7.976216707900865e-05,1.6796416709106677e-05,1.1294887965518313e-07,2.0818726059377845e-17,0.0003254770199473263,9.494612499047401e-16,0.00021545372264059474,4.095083689643204e-12,1.5987213790017109e-09,6.297893032844786e-13,5.740010776262098e-15,1.3941461569702822e-06,1.0781708154130504e-10,0.007107418941536135,0.0004995615057810232,6.003460018540159e-05,1.671902747341208e-08,1.8266280870757808e-09,4.203075281561196e-09,2.6525645928872286e-12,4.936548310030254e-08,1.1633712443664407e-05,2.1857848012834333e-09,6.959747599717516e-12,1.4418450535561281e-06,1.7005936722743877e-10,1.0126441039450888e-09,5.222914804663939e-11,5.949607491931168e-14,1.216260255857886e-06,1.3679290799065223e-14,3.001194426053603e-12,3.0547578199796805e-17,2.9075135360357214e-10,4.604427579100417e-13,2.73456189592075e-18,1.52569126856676e-19
3.737945152036415e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446170441843593,0.1111988465176183,0.022560905704655587,1.691594841041831e-10,1.4314152047601047e-07,8.051917015783294e-05,1.700277302065551e-05,1.1435630960021269e-07,2.1248100443173946e-17,0.00032684019336323705,9.697544179042658e-16,0.00021603722522204499,4.148203120366413e-12,1.624569804976493e-09,6.394228130828089e-13,5.839981928370707e-15,1.404512015547168e-06,1.0968596822062038e-10,0.007115325815699973,0.0005015241711916125,6.0191941036495296e-05,1.6829055364572294e-08,1.8341906979781262e-09,4.2199689329559194e-09,2.6658082135092647e-12,4.960830377327891e-08,1.1660116472234084e-05,2.2026352234459616e-09,7.045912092909228e-12,1.4563337812036284e-06,1.7300960244273676e-10,1.0168627021644833e-09,5.286974735670223e-11,6.011323212911692e-14,1.2246545216471008e-06,1.3905352750478236e-14,3.063559083948843e-12,3.107638343557796e-17,2.944616211180295e-10,4.658240837684029e-13,2.788959371820086e-18,1.5560401583563766e-19
3.753855207175794e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446070554681781,0.11118941699634134,0.02255981090264868,1.7204272538158588e-10,1.4495178216879425e-07,8.12791618847408e-05,1.7210404814652353e-05,1.1577493253488068e-07,2.168387094843069e-17,0.0003282029964323786,9.903891819888484e-16,0.00021661861456000916,4.2017726525341555e-12,1.6507165935689311e-09,6.491435386394385e-13,5.941154868625484e-15,1.4149040614880115e-06,1.115789425530439e-10,0.0071231556713893425,0.0005034853578955243,6.034861052166676e-05,1.693919123458493e-08,1.8417504940786513e-09,4.2368577387840996e-09,2.6790390285971473e-12,4.984968957611879e-08,1.1686175850457835e-05,2.2195019441031525e-09,7.132731584584756e-12,1.4708846565529577e-06,1.7599789477887435e-10,1.0210801385750449e-09,5.351429499166135e-11,6.073258108314067e-14,1.2330629416053472e-06,1.4133854118056388e-14,3.1269328208450184e-12,3.161199476860451e-17,2.9820215925547016e-10,4.712355220612503e-13,2.8441317049282793e-18,1.5868213361276996e-19
3.769765262315172e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44459714545093826,0.11118006317607258,0.022558716174471773,1.7495934266158508e-10,1.4677623472385796e-07,8.20421326097432e-05,1.7419308993619618e-05,1.1720478470673329e-07,2.2126093945067413e-17,0.00032956542752658773,1.0113697165719692e-15,0.00021719789822416402,4.255793973783268e-12,1.6771637526574796e-09,6.589515595752237e-13,6.043536630220121e-15,1.4253221729860985e-06,1.1349620668089924e-10,0.00713090924592537,0.0005054450697789442,6.05046182114429e-05,1.7049435299032312e-08,1.849307466593111e-09,4.253741680793717e-09,2.692256930254275e-12,5.008964520326207e-08,1.1711893401516592e-05,2.236384673323216e-09,7.220207842693461e-12,1.48549746296822e-06,1.790245638971571e-10,1.025296408724393e-09,5.4162781306020495e-11,6.135411152391017e-14,1.241485390231852e-06,1.436480474872564e-14,3.1913272397657106e-12,3.215446924108808e-17,3.019730696011334e-10,4.76677023881885e-13,2.9000850819975117e-18,1.6180382534586209e-19
3.785675317454551e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44458731338645396,0.11117078432837445,0.022557621519836986,1.7790952037270739e-10,1.4861491689872943e-07,8.280807278001926e-05,1.7629482436974955e-05,1.1864590225648856e-07,2.2574825917361807e-17,0.00033092748502102173,1.0327002268822566e-15,0.00021777508376432221,4.310268767655611e-12,1.7039132925599264e-09,6.688469512532546e-13,6.147134223894399e-15,1.4357662285998151e-06,1.1543796348664874e-10,0.007138587269565567,0.0005074033107435688,6.06599734967554e-05,1.715978776959226e-08,1.8568616067575774e-09,4.270620740771987e-09,2.705461815874703e-12,5.03281755862911e-08,1.173727197055259e-05,2.2532831308764334e-09,7.308342630850489e-12,1.5001719859380915e-06,1.8208993063074994e-10,1.0295115081576469e-09,5.481519658385311e-11,6.197781344779461e-14,1.2499217425939848e-06,1.459821441770837e-14,3.2567540200405705e-12,3.270386410397875e-17,3.0577445344873687e-10,4.821485414859953e-13,2.9568256917370428e-18,1.6496943630179475e-19
3.8015853725939295e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444577558535675,0.1111615797318029,0.022556526938459758,1.8089344264956528e-10,1.5046786735241443e-07,8.35769729386834e-05,1.7840922002328247e-05,1.2009832121795939e-07,2.3030123462955005e-17,0.00033228916729419633,1.0543849490154867e-15,0.00021835017871028666,4.365198713583901e-12,1.7309672259944196e-09,6.788297848428323e-13,6.251954637814102e-15,1.4462361072519282e-06,1.174044165909809e-10,0.007146190465571586,0.0005093600847053815,6.08146855916238e-05,1.7270248854265095e-08,1.8644129058284766e-09,4.287494900545614e-09,2.718653588666369e-12,5.0565285889479116e-08,1.1762314423376751e-05,2.270197046160426e-09,7.397137708357614e-12,1.5149080130605366e-06,1.8519431698165046e-10,1.033725432417636e-09,5.5471531042804195e-11,6.260367713027656e-14,1.2583718743253902e-06,1.483409282900174e-14,3.3232249173605965e-12,3.326023681642517e-17,3.096064118001981e-10,4.876500283381455e-13,3.0143597247334234e-18,1.6817931185281058e-19
3.817495427733308e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445678801666194,0.11115244867184051,0.02255543243005884,1.8391129334031134e-10,1.5233512464597188e-07,8.434882372354303e-05,1.8053624526760566e-05,1.2156207751797812e-07,2.3492043291891172e-17,0.000333650472728022,1.076428149985762e-15,0.0002189231905717085,4.420585486877714e-12,1.7583275680406447e-09,6.889001273835973e-13,6.358004837458659e-15,1.4567316882288612e-06,1.1939577035089037e-10,0.007153719550276307,0.0005113153955934442,6.096876353585806e-05,1.7380818757387096e-08,1.8719613550828907e-09,4.304364141981603e-09,2.73183215775495e-12,5.080098150164778e-08,1.1787023645197963e-05,2.2871261580548294e-09,7.486594830702802e-12,1.5297053340266585e-06,1.8833804611765358e-10,1.0379381770453812e-09,5.6131774838041236e-11,6.323169310732259e-14,1.2668356616241203e-06,1.507244961633432e-14,3.3907517638315912e-12,3.3823645045231414e-17,3.134690453653583e-10,4.93181439133358e-13,3.072693373413498e-18,1.7143379747501666e-19
3.8334054828726866e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445582775543065,0.11114339044082969,0.022554337994356268,1.8696325601420025e-10,1.5421672724303898e-07,8.512361586584964e-05,1.8267586828084677e-05,1.2303720697632207e-07,2.3960642225617753e-17,0.00033501139970784134,1.098834127775855e-15,0.00021949412683794966,4.476430758709644e-12,1.785996336101165e-09,6.990580418497738e-13,6.465291765516403e-15,1.4672528511799529e-06,1.2141222985775255e-10,0.007161175233150298,0.0005132692473487114,6.112221619777506e-05,1.7491497678287865e-08,1.8795069458188743e-09,4.321228446986397e-09,2.7449974369757337e-12,5.1035268026456935e-08,1.181140253937228e-05,2.3040702148203216e-09,7.576715749008224e-12,1.5445637406037428e-06,1.915214423693079e-10,1.0421497375803592e-09,5.6795918066146735e-11,6.386185215463835e-14,1.2753129812507646e-06,1.531329434383398e-14,3.4593464680258195e-12,3.439414666431073e-17,3.173624545617126e-10,4.987427297779646e-13,3.131832831966627e-18,1.747332387425918e-19
3.849315538012065e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454874998069105,0.11113440433790706,0.022553243631077306,1.9004951396925623e-10,1.5611271351031788e-07,8.590134018904404e-05,1.8482805706087023e-05,1.2452374530564065e-07,2.4435977196046673e-17,0.0003363719466224639,1.1216072113867275e-15,0.00022006299497794946,4.532736196101611e-12,1.8139755498629066e-09,7.093035872145043e-13,6.573822341787363e-15,1.4777994761167047e-06,1.2345400093539355e-10,0.007168558216867619,0.0005152216439228572,6.127505227691495e-05,1.7602285811612054e-08,1.8870496693554505e-09,4.3380877975059425e-09,2.7581493455568542e-12,5.126815127915713e-08,1.1835454026164297e-05,2.3210289740318565e-09,7.667502209903848e-12,1.559483026617555e-06,1.9474483122686139e-10,1.0463601095606382e-09,5.7463950768948274e-11,6.449414532610582e-14,1.2838037105265716e-06,1.5556636506433213e-14,3.529021015031866e-12,3.497179975414085e-17,3.2128673951414046e-10,5.043338574384242e-13,3.1917842962724724e-18,1.7807798132450194e-19
3.865225593151444e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44453929673459774,0.11112548966893825,0.02255214933995041,1.9317025024003897e-10,1.5802312171805773e-07,8.668198760749739e-05,1.869927794375099e-05,1.2602172811138402e-07,2.4918105244672817e-17,0.0003377321118642015,1.1447517608862237e-15,0.0002206298024400958,4.589503461911347e-12,1.842267231258811e-09,7.196368185142322e-13,6.6836034630934275e-15,1.4883714434120187e-06,1.2552129013815424e-10,0.007175869197371014,0.0005171725892771227,6.142728030676611e-05,1.7713183347757e-08,1.8945895170328437e-09,4.354942175526923e-09,2.7712878086356585e-12,5.1499637279293376e-08,1.1859181041531331e-05,2.338002202418566e-09,7.758955956358569e-12,1.5744629879339474e-06,1.9800853933719928e-10,1.0505692885233591e-09,5.813586293729616e-11,6.512856393498793e-14,1.292307727331572e-06,1.5802485530912433e-14,3.5997874665027004e-12,3.55566626012162e-17,3.252420000546432e-10,5.09954780569999e-13,3.2525539638899584e-18,1.814683709850054e-19
3.8811356482908224e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445299171116561,0.11111664574645305,0.02255105512070723,1.9632564760549642e-10,1.5994799004049118e-07,8.746554912525029e-05,1.891700030846128e-05,1.2753119089173215e-07,2.5407083521618165e-17,0.00033909189382890246,1.1682721674569327e-15,0.00022119455665210014,4.646734214819019e-12,1.8708734044296295e-09,7.300577869131008e-13,6.794642003195821e-15,1.4989686337994225e-06,1.2761430474894744e-10,0.007183108863936462,0.0005191220873811829,6.157890865749724e-05,1.7824190471214996e-08,1.9021264802128687e-09,4.371791563075752e-09,2.784412755442355e-12,5.172973223981134e-08,1.1882586535930145e-05,2.3549896757474866e-09,7.851078726988643e-12,1.589503422439834e-06,2.0131289450077414e-10,1.0547772700050446e-09,5.881164451478299e-11,6.576509951580147e-14,1.3008249101026983e-06,1.6050850776677037e-14,3.6716579607019595e-12,3.6148793697496045e-17,3.2922833572208404e-10,5.156054588768363e-13,3.3141480339985746e-18,1.849047535783494e-19
3.897045703430201e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445206104142364,0.1111078718895818,0.022549960973082525,1.995158885969021e-10,1.6188735655622472e-07,8.825201583475057e-05,1.91359695531892e-05,1.2905216903752654e-07,2.5902969284741664e-17,0.00034045129091598496,1.1921728534432292e-15,0.00022175726502087704,4.7044301093140105e-12,1.899796095685884e-09,7.405665397673481e-13,6.906944812719718e-15,1.5095909283722829e-06,1.2973325277731146e-10,0.007190277899237105,0.0005210701422120298,6.172994553867675e-05,1.7935307360887668e-08,1.9096605502789013e-09,4.388635942218223e-09,2.7975241200700402e-12,5.195844256505007e-08,1.1905673473133839e-05,2.371991178770196e-09,7.943872255636998e-12,1.6046041300235808e-06,2.0465822566852582e-10,1.0589840495416502e-09,5.949128540139687e-11,6.64037438799306e-14,1.3093551378319015e-06,1.6301741536051072e-14,3.744644712548458e-12,3.6748251739855024e-17,3.332458457619315e-10,5.212858533618336e-13,3.376572707328571e-18,1.8838747504548827e-19
