Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24),HOCO(73),CHO2(74)
3.004741165542085e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44391229379133057,0.08389819139262297,0.00912218129819273,3.1236252166119146e-05,0.0015344736989647372,0.051104867604275225,0.025739279230970108,4.621463707535281e-05,1.6415657470071796e-10,0.002001021083069384,5.3503906495017373e-11,0.0005201962733415736,2.8227127451060096e-09,6.6316454166826e-06,2.435093334208554e-09,1.4031441334243216e-10,1.3086234864205019e-05,1.788268145260785e-05,0.006042090722207819,3.526046405822408e-05,0.0005274598880464818,1.0397538303378905e-08,4.54120472975526e-09,2.4379274670820628e-08,3.5566602987318888e-09,2.739983931885805e-05,0.0007340240958964955,8.365412908051173e-07,6.905631473187912e-08,0.001025550954157489,2.8299696409948238e-05,6.216295310857488e-09,7.993959488880072e-08,2.0038161428628605e-10,6.560729629138397e-06,1.2888653020446804e-10,2.0388500186265865e-06,5.058566668617289e-12,1.2780611097082417e-07,9.644544674364116e-11,1.2388831251730729e-12,6.918390974436358e-14
3.006374253141267e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390871683384503,0.08388591528230568,0.009117592270983268,3.1236210344305766e-05,0.0015344811774875096,0.0511310313150189,0.02574867697945212,4.620094202687371e-05,1.6439369436289979e-10,0.0020007328307066912,5.349280035841449e-11,0.0005202502984878108,2.822558353237511e-09,6.6267430638874335e-06,2.4362353359764965e-09,1.4035627118623712e-10,1.3079170309693895e-05,1.789187597905989e-05,0.006041158991409893,3.504774737783718e-05,0.0005275819977712116,1.0337406954989147e-08,4.538266375728152e-09,2.4379785153420482e-08,3.5773395239832943e-09,2.755304942966253e-05,0.0007379517242570519,8.368321408497525e-07,6.905608414125998e-08,0.0010260681254524037,2.831424716853165e-05,6.2153497542459425e-09,7.99681376120443e-08,2.0049930431075363e-10,6.558069696386804e-06,1.2891501516784565e-10,2.0398950769354184e-06,5.06112679014589e-12,1.2776720189461714e-07,9.63737805862352e-11,1.2390101183190987e-12,6.919100221193053e-14
3.0080073407404493e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390513321714803,0.08387364108151348,0.009113005613866122,3.123616407078487e-05,0.0015344884356266433,0.0511571911265214,0.025758068030840117,4.61872554817657e-05,1.6463096523448183e-10,0.0020004447095889337,5.34817048940571e-11,0.0005203043059083573,2.822404271791724e-09,6.621845203368633e-06,2.437376804483692e-09,1.4039805727360334e-10,1.3072120341118717e-05,1.790106781476104e-05,0.006040227311131968,3.483719658696396e-05,0.0005277040490188742,1.0277882360837945e-08,4.53533015697749e-09,2.438031017219729e-08,3.598057826817162e-09,2.7706490534642947e-05,0.0007418837251376728,8.371227827321544e-07,6.90558427020522e-08,0.00102658519443517,2.8328793668854427e-05,6.214404526555486e-09,7.999665786537383e-08,2.0061695938196627e-10,6.555410621924858e-06,1.2894346150786943e-10,2.040939770203907e-06,5.063686032662379e-12,1.2772831502760154e-07,9.630281295832485e-11,1.2391368923344219e-12,6.919808244082571e-14
3.0096404283396315e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390154300195794,0.08386136878866945,0.00910842132572384,3.123611339037293e-05,0.001534495475128228,0.051183347039392695,0.025767452416867873,4.617357743093894e-05,1.6486838724232228e-10,0.0020001567192676423,5.347062009182828e-11,0.0005203582955814083,2.8222505001588654e-09,6.616951841909106e-06,2.4385177423584568e-09,1.4043977199178225e-10,1.3065084819239292e-05,1.7910256961527766e-05,0.00603929568231836,3.462878049157877e-05,0.0005278260418918863,1.0218955810151107e-08,4.532396070972032e-09,2.4380849702581805e-08,3.6188150901180556e-09,2.7860161604148968e-05,0.0007458200688707016,8.374132171544292e-07,6.905559050089262e-08,0.0010271021612392836,2.8343335913791276e-05,6.213459627273295e-09,8.002515575748714e-08,2.007345796263961e-10,6.552752405502806e-06,1.289718693781964e-10,2.0419840989761646e-06,5.066244397274973e-12,1.2768945036373166e-07,9.623253380432333e-11,1.2392634488899627e-12,6.920515052438175e-14
3.0112735159388137e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438979462479134,0.08384909840222117,0.009103839405438149,3.12360583472467e-05,0.0015345022977141197,0.05120949905424612,0.02577683016872855,4.615990786512477e-05,1.6510596031355954e-10,0.0019998688592950363,5.345954594132229e-11,0.0005204122674857153,2.8220970377240415e-09,6.612062986094506e-06,2.4396581521814643e-09,1.4048141572483457e-10,1.3058063606244067e-05,1.791944342117541e-05,0.006038364105895765,3.442246846400245e-05,0.0005279479764914471,1.016061874982519e-08,4.529464115184512e-09,2.4381403720490587e-08,3.6396111989861487e-09,2.8014061626706186e-05,0.0007497607263046992,8.377034448084387e-07,6.905532762318783e-08,0.0010276190259960463,2.8357873906215174e-05,6.2125150558730874e-09,8.005363139522279e-08,2.0085216516826333e-10,6.550095046868101e-06,1.2900023892967562e-10,2.0430280637899853e-06,5.0688018850807175e-12,1.276506078961257e-07,9.616293325060438e-11,1.239389789633363e-12,6.921220655463102e-14
3.012906603537996e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44389434301359626,0.08383682992063995,0.00909925985188999,3.1235998984954765e-05,0.0015345089050823658,0.05123564717169821,0.025786201317086227,4.614624677487865e-05,1.6534368437560623e-10,0.0019995811292240684,5.344848243184851e-11,0.0005204662216005806,2.821943883867364e-09,6.607178642315639e-06,2.4407980364867903e-09,1.405229888536333e-10,1.3051056565744292e-05,1.7928627195518122e-05,0.006037432582773653,3.421823043093383e-05,0.0005280698529175642,1.0102862781109051e-08,4.5265342870917574e-09,2.4381972202316467e-08,3.66044604069002e-09,2.8168189608628788e-05,0.0007537056687934166,8.379934663760023e-07,6.90550541531362e-08,0.0010281357888346175,2.837240764899718e-05,6.211570811815602e-09,8.008208488359981e-08,2.0096971612958252e-10,6.547438545765564e-06,1.2902857031041124e-10,2.0440716651769643e-06,5.0713584971656905e-12,1.2761178761708151e-07,9.60940016016824e-11,1.239515916189414e-12,6.921925062232968e-14
3.014539691137178e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438907333565537,0.08382456334242047,0.009094682663959552,3.123593534642882e-05,0.0015345152989076232,0.051261791392368646,0.025795565892087074,4.613259415058303e-05,1.6558155935614356e-10,0.00199929352860846,5.3437429552435545e-11,0.0005205201579058479,2.821791037964049e-09,6.602298816770842e-06,2.4419373977629227e-09,1.405644917558676e-10,1.3044063562767804e-05,1.7937808286368807e-05,0.006036501113844622,3.401603686175488e-05,0.0005281916712690765,1.0045679656361398e-08,4.523606584174778e-09,2.4382555124918987e-08,3.681319504620274e-09,2.8322544573639693e-05,0.0007576548681850196,8.382832825290959e-07,6.905477017374961e-08,0.0010286524498820536,2.8386937145006408e-05,6.210626894549019e-09,8.011051632585602e-08,2.010872326302052e-10,6.5447829019375496e-06,1.2905686366582256e-10,2.0451149036626136e-06,5.073914234605218e-12,1.275729895180915e-07,9.602572933647862e-11,1.2396418301604719e-12,6.922628281698079e-14
3.0161727787363602e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438871173333206,0.0838122986660803,0.009090107840526277,3.123586747399462e-05,0.001534521480841564,0.051287931716880064,0.025804923923370318,4.611894998245022e-05,1.65819585183116e-10,0.0019990060570027383,5.342638729183496e-11,0.0005205740763818984,2.821638499384519e-09,6.597423515468374e-06,2.4430762384537534e-09,1.4060592480604823e-10,1.3037084463752516e-05,1.7946986695539097e-05,0.006035569699984763,3.38158587571033e-05,0.0005283134316436788,9.989061275881273e-09,4.520681003918847e-09,2.438315246561519e-08,3.702231482244471e-09,2.8477125562500825e-05,0.0007616082968115653,8.38572893930041e-07,6.905447576687443e-08,0.0010291690092633558,2.840146239710993e-05,6.209683303509412e-09,8.01389258234858e-08,2.0120471478786374e-10,6.542128115124094e-06,1.2908511913870358e-10,2.0461577797664812e-06,5.076469098464079e-12,1.2753421358985735e-07,9.595810710467099e-11,1.2397675331268654e-12,6.923330322685719e-14
3.0178058663355424e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44388349499944,0.08380003589015944,0.009085535380468909,3.1235795409382987e-05,0.0015345274525132742,0.05131406814585805,0.025814275440078957,4.6105314260525405e-05,1.6605776178472537e-10,0.0019987187139622726,5.341535563852543e-11,0.0005206279770096421,2.8214862674945213e-09,6.5925527442287665e-06,2.444214560959547e-09,1.4064728837551318e-10,1.3030119136539623e-05,1.7956162424839257e-05,0.006034638342054018,3.3617667637706696e-05,0.0005284351341379448,9.93299968481135e-09,4.517757543813595e-09,2.438376420217052e-08,3.7231818670628357e-09,2.8631931632650417e-05,0.0007655659274787178,8.388623012316968e-07,6.905417101321226e-08,0.0010296854671015096,2.8415983408172672e-05,6.208740038121153e-09,8.016731347627689e-08,2.013221627182128e-10,6.539474185063077e-06,1.291133368692811e-10,2.0472002940022617e-06,5.079023089796694e-12,1.2749545982230503e-07,9.589112572312817e-11,1.2398930266473037e-12,6.924031193902413e-14
3.0194389539347246e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438798664094853,0.08378777501321981,0.00908096528266548,3.1235719193740194e-05,0.0015345332155296473,0.051340200679931,0.025823620470870237,4.609168697468931e-05,1.6629608908942613e-10,0.0019984314990433107,5.3404334580716526e-11,0.0005206818597705118,2.8213343416552166e-09,6.5876865086871735e-06,2.445352367637886e-09,1.4068858283243422e-10,1.3023167450366499e-05,1.7965335476078176e-05,0.006033707040896515,3.3421435533472484e-05,0.0005285567788473495,9.877487070111003e-09,4.51483620135308e-09,2.4384390312790034e-08,3.7441705545651784e-09,2.8786961857849833e-05,0.0007695277334557001,8.391515050776414e-07,6.90538559923404e-08,0.0010302018235175273,2.8430500181057377e-05,6.207797097797341e-09,8.019567938234645e-08,2.0143957653487049e-10,6.536821111490364e-06,1.291415169952713e-10,2.048242446877905e-06,5.0815762096473385e-12,1.274567282045992e-07,9.582477617242244e-11,1.2400183122592596e-12,6.924730903936072e-14
3.0210720415339068e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438762316170796,0.08377551603384482,0.009076397545993363,3.123563886763848e-05,0.0015345387714757659,0.05136632931973002,0.025832959043925813,4.6078068114661184e-05,1.6653456702591973e-10,0.0019981444118030126,5.339332410635264e-11,0.000520735724646456,2.8211827212232877e-09,6.582824814295691e-06,2.446489660804592e-09,1.407298085418247e-10,1.3016229275859346e-05,1.797450585106329e-05,0.006032775797340915,3.3227134972827544e-05,0.0005286783658662912,9.822515757598946e-09,4.511916974035887e-09,2.4385030776109683e-08,3.765197442188619e-09,2.8942215327837495e-05,0.0007734936884654804,8.394405061023525e-07,6.905353078273148e-08,0.0010307180786304903,2.844501271862449e-05,6.206854481940191e-09,8.022402363817593e-08,2.015569563494579e-10,6.534168894139958e-06,1.2916965965193482e-10,2.049284238895728e-06,5.084128459050312e-12,1.2741801872515745e-07,9.575904959342338e-11,1.2401433914793569e-12,6.925429461258164e-14
3.022705129133089e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438725906749163,0.08376325895063895,0.009071832169329282,3.123555447108618e-05,0.0015345441219152764,0.05139245406588886,0.025842291186961807,4.606445767000154e-05,1.6677319552314958e-10,0.0019978574517994802,5.3382324203116905e-11,0.0005207895716199333,2.82103140555104e-09,6.577967666325673e-06,2.447626442734625e-09,1.4077096586554755e-10,1.3009304485025579e-05,1.7983673551600532e-05,0.0060318446122007395,3.303473897230219e-05,0.0005287998952881144,9.76807820906252e-09,4.508999859365186e-09,2.4385685571187853e-08,3.786262429276448e-09,2.9097691147991557e-05,0.0007774637666751806,8.397293049313821e-07,6.905319546177308e-08,0.0010312342325575874,2.8459521023732096e-05,6.205912189941431e-09,8.025234633864571e-08,2.0167430227163908e-10,6.531517532744136e-06,1.2919776497213125e-10,2.0503256705525207e-06,5.086679839030143e-12,1.2737933137166432e-07,9.569393728396721e-11,1.2402682658037462e-12,6.926126874225804e-14
3.024338216732271e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438689436347782,0.08375100376222729,0.00906726915154933,3.12354660435376e-05,0.0015345492683907596,0.051418574919043766,0.025851616927238513,4.6050855630115026e-05,1.6701197451029642e-10,0.0019975706185917943,5.337133485843502e-11,0.0005208434006739039,2.8208803939865037e-09,6.573115069870014e-06,2.4487627156629657e-09,1.4081205516232417e-10,1.3002392951245948e-05,1.799283857949432e-05,0.0060309134862746895,3.2844221026352696e-05,0.0005289213672051294,9.71416701943351e-09,4.506084854848818e-09,2.4386354677497094e-08,3.807365417037727e-09,2.9253388438999484e-05,0.0007814379426867104,8.400179021815283e-07,6.905285010578675e-08,0.0010317502854141531,2.8474025099235843e-05,6.204970221182685e-09,8.028064757706848e-08,2.017916144091581e-10,6.528867027033594e-06,1.2922583308637132e-10,2.0513667423396515e-06,5.089230350601762e-12,1.273406661310853e-07,9.562943069560273e-11,1.240392936708469e-12,6.92682315108379e-14
3.0259713043314533e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44386529054755675,0.08373875046725524,0.009062708491528999,3.123537362390282e-05,0.0015345542124240888,0.05144469187983347,0.025860936291569946,4.603726198425316e-05,1.67250903916773e-10,0.00199728391174004,5.3360356059479064e-11,0.0005208972117918247,2.8207296858735294e-09,6.568267029845433e-06,2.449898481785474e-09,1.4085307678774408e-10,1.2995494549266507e-05,1.8002000936547462e-05,0.006029982420346961,3.265555509741699e-05,0.0005290427817086332,9.660774914027614e-09,4.503171957999363e-09,2.4387038074915962e-08,3.8285063085080064e-09,2.9409306336536042e-05,0.0007854161915276125,8.403062984610023e-07,6.905249479004667e-08,0.001032266237313707,2.8488524947988862e-05,6.204028575035836e-09,8.030892744522202e-08,2.0190889286787685e-10,6.52621737673758e-06,1.2925386412286892e-10,2.052407454743166e-06,5.091779994770679e-12,1.2730202298968072e-07,9.556552143041038e-11,1.2405174056498186e-12,6.927518299966622e-14
3.0276043919306355e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438616314632708,0.0837264990643878,0.00905815018814319,3.123527725055726e-05,0.001534558955516784,0.051470804948899024,0.025870249306333155,4.60236767215171e-05,1.6748998367221955e-10,0.0019969973308053427,5.334938779317138e-11,0.0005209510049576411,2.820579280551884e-09,6.5634235509947265e-06,2.451033743259724e-09,1.4089403109427535e-10,1.2988609155190257e-05,1.8011160624561138e-05,0.0060290514151875646,3.2468715606198005e-05,0.0005291641388889302,9.60789474584731e-09,4.500261166334208e-09,2.4387735743721187e-08,3.849685008510783e-09,2.956544399094789e-05,0.0007893984886421213,8.405944943695923e-07,6.905212958879789e-08,0.0010327820883679912,2.8503020572841704e-05,6.203087250863397e-09,8.033718603338124e-08,2.0202613775181173e-10,6.523568581584025e-06,1.2928185820759125e-10,2.053447808243893e-06,5.094328772533157e-12,1.2726340193301899e-07,9.550220123789403e-11,1.240641674064691e-12,6.92821232890045e-14
3.0292374795298177e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438579664310844,0.08371424955230955,0.009053594240266237,3.1235176961350936e-05,0.0015345634991503596,0.051496914126883814,0.025879555997477325,4.601009983086043e-05,1.6772921370649902e-10,0.0019967108753498894,5.333843004618831e-11,0.0005210047801557816,2.820429177357356e-09,6.558584637889003e-06,2.4521685022058253e-09,1.4093491843127543e-10,1.2981736646468695e-05,1.8020317645334864e-05,0.006028120471552612,3.228367742216961e-05,0.000529285438835352,9.555519492945781e-09,4.49735247737561e-09,2.438844766457982e-08,3.8709014236199285e-09,2.9721800566946044e-05,0.000793384809882428,8.408824904988229e-07,6.905175457527448e-08,0.001033297838687005,2.8517511976642266e-05,6.2021462480188604e-09,8.036542343034952e-08,2.0214334916316872e-10,6.520920641299675e-06,1.2930981546430782e-10,2.054487803317536e-06,5.096876684876389e-12,1.2722480294598985e-07,9.543946201194239e-11,1.2407657433709283e-12,6.928905245805008e-14
3.030870567129e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385429549932476,0.08370200192972402,0.00904904064677193,3.1235072793617706e-05,0.0015345678447866613,0.051523019414433345,0.025888856390532657,4.599653130109185e-05,1.679685939496925e-10,0.001996424544936965,5.3327482804964026e-11,0.0005210585373711504,2.820279375621845e-09,6.553750294929909e-06,2.4533027607072234e-09,1.4097573914500258e-10,1.2974876901893095e-05,1.802947200066641e-05,0.00602718959018462,3.2100415854299754e-05,0.0005294066816362759,9.503642255851093e-09,4.494445888650772e-09,2.4389173818541723e-08,3.892155462122929e-09,2.9878375243304868e-05,0.000797375131500145,8.411702874321119e-07,6.90513698217167e-08,0.0010338134883790414,2.8531999162235715e-05,6.201205565847042e-09,8.039363972348913e-08,2.022605272023786e-10,6.518273555610213e-06,1.2933773601463895e-10,2.055527440434776e-06,5.099423732778649e-12,1.2718622601281784e-07,9.537729578786045e-11,1.2408896149676574e-12,6.929597058495494e-14
3.032503654728182e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385061871549963,0.08368975619535332,0.009044489406533528,3.123496478418411e-05,0.0015345719938682008,0.05154912081219526,0.025898150510619042,4.598297112087792e-05,1.682081243320948e-10,0.0019961383391309717,5.331654605569422e-11,0.0005211122765891213,2.820129874673459e-09,6.548920526351826e-06,2.454436520811476e-09,1.4101649357862815e-10,1.2968029801585657e-05,1.80386236923518e-05,0.0060262587718128,3.191890664198576e-05,0.0005295278673791447,9.45225625504876e-09,4.491541397691886e-09,2.43899141870321e-08,3.913447033984948e-09,3.003516721256822e-05,0.0008013694301379682,8.414578857449233e-07,6.905097539938866e-08,0.001034329037550721,2.854648213246443e-05,6.2002652036844215e-09,8.042183499875128e-08,2.0237767196813052e-10,6.515627324240391e-06,1.2936561997810212e-10,2.056566720061363e-06,5.101969917209473e-12,1.2714767111707525e-07,9.531569473946689e-11,1.2410132902356146e-12,6.930287774684384e-14
3.0341367423273642e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384693612631454,0.0836775123479378,0.00903994051842378,3.123485296937833e-05,0.0015345759478184824,0.05157521832081927,0.025907438382454576,4.596941927874568e-05,1.6844780478420997e-10,0.0019958522574974606,5.330561978433988e-11,0.0005211659977955311,2.819980673836605e-09,6.5440953362240645e-06,2.455569784531016e-09,1.4105718207224887e-10,1.296119522699045e-05,1.804777272218523e-05,0.006025328017153331,3.173912594619701e-05,0.0005296489961504838,9.401354828521682e-09,4.488639002036209e-09,2.4390668751844275e-08,3.934776050813795e-09,3.0192175680762413e-05,0.0008053676828215302,8.417452860049155e-07,6.905057137859493e-08,0.0010348444863070285,2.8560960890167918e-05,6.199325160859459e-09,8.045000934070516e-08,2.0249478355740555e-10,6.512981946914134e-06,1.2939346747215818e-10,2.0576056426582085e-06,5.1045152391298e-12,1.2710913824169458e-07,9.525465117625873e-11,1.2411367705374754e-12,6.930977401983278e-14
3.0357698299265464e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438432477776885,0.08366527038623574,0.009035393981314942,3.123473738503859e-05,0.0015345797080423182,0.05160131194095703,0.025916720030363834,4.595587576308539e-05,1.6868763523674697e-10,0.001995566299603156,5.3294703976631035e-11,0.0005212197009766725,2.819831772432087e-09,6.539274728453013e-06,2.4567025538439013e-09,1.4109780496290046e-10,1.295437306086425e-05,1.8056919091959082e-05,0.006024397326909646,3.1561050340819754e-05,0.0005297700680359206,9.350931429346022e-09,4.485738699226114e-09,2.439143749513263e-08,3.956142425825567e-09,3.0349399867115487e-05,0.0008093698669514416,8.420324887720874e-07,6.905015782869684e-08,0.0010353598347513419,2.857543543818279e-05,6.198385436692922e-09,8.04781628325665e-08,2.026118620655093e-10,6.51033742335467e-06,1.2942127861225614e-10,2.0586442086814756e-06,5.107059699492138e-12,1.2707062736898138e-07,9.519415754063849e-11,1.241260057218161e-12,6.93166594790461e-14
3.0374029175257286e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438395537147714,0.08365303030902291,0.009030849794078801,3.12346180665217e-05,0.001534583275926148,0.051627401673262026,0.025925995478285977,4.594234056215315e-05,1.6892761562061563e-10,0.0019952804650159766,5.3283798618070334e-11,0.0005212733861192882,2.819683169777198e-09,6.5344587067842955e-06,2.4578348306945325e-09,1.411383625845711e-10,1.2947563187267177e-05,1.8066062803463828e-05,0.006023466701772692,3.1384656804199715e-05,0.0005298910831202015,9.300979623341644e-09,4.48284048680914e-09,2.4392220399405557e-08,3.977546073811142e-09,3.0506839003782975e-05,0.0008133759602955151,8.423194945989243e-07,6.90497348181292e-08,0.0010358750829854684,2.8589905779342647e-05,6.197446030498196e-09,8.050629555622554e-08,2.0272890758610374e-10,6.507693753284636e-06,1.2944905351187667e-10,2.0596824185826692e-06,5.109603299240718e-12,1.2703213848062658e-07,9.51342064052059e-11,1.2413831516051546e-12,6.932353419863412e-14
3.0390360051249108e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438358539819588,0.08364079211509219,0.009026307955586687,3.123449504871131e-05,0.0015345866528383414,0.05165348751838959,0.025935264749782652,4.5928813664073494e-05,1.6916774586692228e-10,0.0019949947533050632,5.327290369393677e-11,0.0005213270532105651,2.8195348651858035e-09,6.529647274804901e-06,2.458966616994367e-09,1.4117885526821553e-10,1.2940765491553222e-05,1.8075203858488005e-05,0.006022536142421203,3.12099227108774e-05,0.0005300120414872084,9.251493086775795e-09,4.479944362338049e-09,2.4393017447518794e-08,3.998986911103455e-09,3.066449233558011e-05,0.0008173859409811671,8.426063040305327e-07,6.904930241441571e-08,0.0010363902311096734,2.8604371916478042e-05,6.196506941581587e-09,8.053440759227395e-08,2.028459202112376e-10,6.505050936426197e-06,1.294767922825748e-10,2.0607202728087253e-06,5.112146039311624e-12,1.2699367155771882e-07,9.507479047010915e-11,1.241506055008801e-12,6.933039825178991e-14
3.040669092724093e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438321486229078,0.08362855580325329,0.009021768464709477,3.123436836602597e-05,0.0015345898401295003,0.05167956947699683,0.025944527868045734,4.591529505684205e-05,1.6940802590696593e-10,0.0019947091640407986,5.326201918928937e-11,0.0005213807022381263,2.8193868579684413e-09,6.524840435945282e-06,2.460097914622612e-09,1.412192833417697e-10,1.293397986036064e-05,1.8084342258818205e-05,0.006021605649521946,3.1036825823511915e-05,0.0005301329432199765,9.202465604119055e-09,4.4770503233708695e-09,2.43938286226687e-08,4.02046485554547e-09,3.082235911971998e-05,0.0008213997874879959,8.428929176047799e-07,6.90488606841846e-08,0.001036905279222713,2.8618833852416422e-05,6.195568169242601e-09,8.056249902003183e-08,2.0296290003137766e-10,6.502408972501137e-06,1.295044950340218e-10,2.0617577718020853e-06,5.114687920632954e-12,1.2695522658075664e-07,9.501590256045781e-11,1.2416287687226026e-12,6.93372517107658e-14
3.042302180323275e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44382843768055247,0.08361632137233245,0.009017231320317641,3.123423805242705e-05,0.0015345928391327552,0.05170564754974244,0.02595378485590492,4.5901784728328094e-05,1.6964845567223415e-10,0.0019944236967948314,5.3251145088970686e-11,0.0005214343331900263,2.8192391474324066e-09,6.520038193481456e-06,2.4612287254269007e-09,1.412596471301658e-10,1.2927206181602251e-05,1.8093478006239006e-05,0.006020675223729979,3.086534428498844e-05,0.0005302537884007104,9.153891065851938e-09,4.4741583674709554e-09,2.4394653908385813e-08,4.0419798264588675e-09,3.098043862555759e-05,0.0008254174786405266,8.431793358524278e-07,6.9048409693184e-08,0.001037420227421864,2.863329158998207e-05,6.1946297127742516e-09,8.059056991757341e-08,2.030798471354383e-10,6.4997678612309785e-06,1.2953216187404592e-10,2.0627949160007964e-06,5.11722894412496e-12,1.2691680352965997e-07,9.495753562379204e-11,1.2417512940235114e-12,6.934409464688965e-14
3.0439352679224573e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438247211971177,0.08360408882117201,0.009012696521281236,3.123410414142646e-05,0.0015345956511640538,0.05173172173728676,0.025963035735835045,4.588828266627707e-05,1.6988903509439916e-10,0.001994138351140098,5.324028137761051e-11,0.0005214879460547438,2.8190917328818353e-09,6.515240550537066e-06,2.462359051223951e-09,1.412999469553478e-10,1.292044434445559e-05,1.8102611102532947e-05,0.006019744865688898,3.0695456610705406e-05,0.0005303745771107998,9.105763466321296e-09,4.471268492207026e-09,2.4395493288528475e-08,4.063531744613504e-09,3.113873013433994e-05,0.0008294389936011255,8.43465559297262e-07,6.904794950629676e-08,0.0010379350758029538,2.8647745131996027e-05,6.193691571463336e-09,8.061862036175249e-08,2.0319676161081003e-10,6.497127602337079e-06,1.2955979290867225e-10,2.063831705838578e-06,5.1197691107001806e-12,1.2687840238378238e-07,9.489968272761098e-11,1.241873632172207e-12,6.935092713058045e-14
3.0455683555216395e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438209992141347,0.08359185814863015,0.009008164066469931,3.123396666609438e-05,0.0015345982775224435,0.051757792040291684,0.02597228052996335,4.5874788858313214e-05,1.701297641053142e-10,0.00199385312665084,5.322942803962937e-11,0.0005215415408211759,2.8189446136178004e-09,6.5104475100854395e-06,2.4634888938002104e-09,1.4134018313628693e-10,1.2913694239352968e-05,1.81117415494805e-05,0.006018814576031075,3.052714168103662e-05,0.0005304953094308352,9.058076901645048e-09,4.468380695153213e-09,2.4396346747276633e-08,4.085120532197517e-09,3.1297232938961735e-05,0.0008334643118630755,8.43751588456221e-07,6.904748018755504e-08,0.0010384498244603876,2.8662194481276076e-05,6.192753744590699e-09,8.064665042822737e-08,2.0331364354338868e-10,6.494488195540731e-06,1.295873882421613e-10,2.064868141744908e-06,5.122308421263578e-12,1.268400231219222e-07,9.484233705695563e-11,1.241995784413383e-12,6.935774923136428e-14
3.0472014431208217e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438172717724543,0.08357962935358056,0.009003633954753017,3.12338256590666e-05,0.0015346007194903517,0.05178385845942052,0.025981519260076528,4.586130329194201e-05,1.7037064263700972e-10,0.001993568022902626,5.321858505924207e-11,0.0005215951174786317,2.8187977889383928e-09,6.505659074951619e-06,2.4646182549124904e-09,1.4138035598899858e-10,1.2906955757971487e-05,1.8120869348860013e-05,0.00601788435537789,3.0360378733964655e-05,0.0005306159854406236,9.010825567664345e-09,4.46549497388909e-09,2.4397214269125726e-08,4.10674611278812e-09,3.145594634372658e-05,0.0008374934132438075,8.440374238395202e-07,6.904700180015474e-08,0.0010389644734871786,2.867663964063664e-05,6.191816231431493e-09,8.067466019148514e-08,2.0343049301760298e-10,6.491849640563248e-06,1.296149479770473e-10,2.0659042241451057e-06,5.124846876712667e-12,1.2680166572233443e-07,9.478549191204616e-11,1.242117751976013e-12,6.936456101788918e-14
