Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CHO2X(213)
9.718251007843552e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486171239745696,0.11504306985283878,0.022753010761804422,0.0,1.4453629589447372e-08,3.4114445017373532e-06,1.740363958942156e-07,2.149915595033569e-09,1.0355217521155524e-20,8.57394852515448e-05,1.1187750239565654e-18,7.551236523062796e-05,6.758196913926662e-14,1.5332711808175432e-11,1.9442333192705824e-15,1.449273093408903e-17,2.854114892803746e-07,4.672186173690595e-13,0.0035387689743488866,0.00013659724197078626,1.249486723709072e-05,3.4876475565922376e-08,4.8503557534471e-10,1.398713115128292e-10,6.416826615199701e-14,2.238553762461503e-10,2.2016589518406966e-06,6.855106567494041e-09,1.4764987822889683e-12,4.7985522678376144e-08,7.30158668657405e-13,5.452142259166097e-13,4.368888620279992e-15,5.400425786953864e-17
9.740425347261765e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44861084282016966,0.11503694285038758,0.02275285604504811,0.0,1.4620745289414395e-08,3.4279529967513998e-06,1.7548251997605675e-07,2.1645634416992153e-09,1.0498628055484036e-20,8.593488987004131e-05,1.1317600465102293e-18,7.566440462438731e-05,6.805734324338089e-14,1.552988337865572e-11,1.9652189221798173e-15,1.4645211252176656e-17,2.8776060469808215e-07,4.715790156184642e-13,0.003544690945855499,0.00013690246376698721,1.254020967020774e-05,3.508135601676238e-08,4.861383715087905e-10,1.4014826639437823e-10,6.42960114251766e-14,2.2547024004638933e-10,2.2097645798812954e-06,6.897164968106806e-09,1.4915194612319826e-12,4.824970826314224e-08,7.369941439825076e-13,5.497392723392852e-13,4.411707067375508e-15,5.4655552055561944e-17
9.762599686679978e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4486045696235908,0.11503082379743616,0.022752701335789407,0.0,1.4789395197315479e-08,3.4445104174090943e-06,1.7693729189261162e-07,2.1792771868407913e-09,1.0643689959374025e-20,8.613029289777802e-05,1.1448654457777757e-18,7.58163640153964e-05,6.853496149472268e-14,1.5729126839347473e-11,1.9863795474250983e-15,1.479894427490652e-17,2.901233567469358e-07,4.759699908026648e-13,0.003550604950470852,0.0001372076459274959,1.258558907909949e-05,3.5286898134151706e-08,4.872411437903683e-10,1.404252186481131e-10,6.442376232160002e-14,2.2709264314892898e-10,2.2178802428648233e-06,6.9393813182381e-09,1.5066631231645482e-12,4.85147616962749e-08,7.438777011521316e-13,5.542913217268366e-13,4.454835682693168e-15,5.531305343870471e-17
9.78477402609819e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44859830437455783,0.11502471268329163,0.02275254663402706,0.0,1.495958944476465e-08,3.4611168499246777e-06,1.784007422621766e-07,2.194056973904503e-09,1.079041831269702e-20,8.632569433201011e-05,1.1580920575145774e-18,7.596824347089403e-05,6.90148293345057e-14,1.593045897323573e-11,2.007716209257693e-15,1.4953937363364485e-17,2.924997880877593e-07,4.803916868204307e-13,0.0035565109988907146,0.00013751278837155018,1.2631005153968284e-05,3.5493101620841965e-08,4.883438921751458e-10,1.4070216825208738e-10,6.455151880488249e-14,2.287225964437284e-10,2.2260059094662303e-06,6.9817557807734944e-09,1.5219304851014523e-12,4.878068442946627e-08,7.508095671455749e-13,5.58870469254037e-13,4.49827544626928e-15,5.597680237418667e-17
9.810669452100111e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485909977973226,0.11501758609477482,0.022752365981174576,0.0,1.5160312480831496e-08,3.4805721702008576e-06,1.8012080104501728e-07,2.2114007514399947e-09,1.096389890160378e-20,8.655388415437536e-05,1.1736927860370852e-18,7.614550879864172e-05,6.957807882145291e-14,1.616824314548191e-11,2.03285757285379e-15,1.513654477660777e-17,2.9529238168768e-07,4.855944689024841e-13,0.003563398087498359,0.00013786908653528297,1.2684088519821853e-05,3.573474496377484e-08,4.896316630302668e-10,1.410255895536444e-10,6.470072169789697e-14,2.3063564153790728e-10,2.235507768743112e-06,7.031441476700082e-09,1.539917412197808e-12,4.9092334086136065e-08,7.589661261700213e-13,5.642524737396776e-13,4.549401310169046e-15,5.675990098718658e-17
9.836564878102032e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485837020284922,0.11501047030151014,0.02275218533854175,0.0,1.5363171778880086e-08,3.5000945870677517e-06,1.8185278595111288e-07,2.2288350196583207e-09,1.1139697218364734e-20,8.678207179546754e-05,1.1894613109635476e-18,7.632266530994996e-05,7.014441234554173e-14,1.640892586957346e-11,2.0582420247199975e-15,1.5320892525335918e-17,2.98103756831625e-07,4.908395745515632e-13,0.003570274357148442,0.0001382253302955694,1.2737220974186405e-05,3.597728935209025e-08,4.909194012532992e-10,1.413490072311721e-10,6.484993242451242e-14,2.3255901038923695e-10,2.245023178077592e-06,7.081343280407308e-09,1.5580751725131782e-12,4.940517358565069e-08,7.671892415114943e-13,5.696717158101324e-13,4.600955865712145e-15,5.755164594336865e-17
9.862460304103953e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44857641705177664,0.1150033652865422,0.022752004706126608,0.0,1.5568183657977794e-08,3.5196842380976105e-06,1.8359674584280673e-07,2.24636000685932e-09,1.1317837798155451e-20,8.701025725095202e-05,1.2053989834002841e-18,7.649971311117416e-05,7.071383857696264e-14,1.6652534358897154e-11,2.083871195865085e-15,1.550699246351018e-17,3.009339813048823e-07,4.961272347475979e-13,0.0035771398248010474,0.00013858151952365555,1.279040202371396e-05,3.622073426974062e-08,4.922071068216812e-10,1.416724212715038e-10,6.499915111512796e-14,2.344927177732655e-10,2.254552087490613e-06,7.131461446356102e-09,1.576404919710266e-12,4.9719205257297904e-08,7.75479277515856e-13,5.75128347339408e-13,4.6529413280786646e-15,5.835210475941326e-17
9.888355730105874e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485691428509127,0.11499627103294222,0.022751824083927143,0.0,1.5775364502633167e-08,3.539341260948187e-06,1.8535272961688886e-07,2.2639759412860623e-09,1.1498345363673763e-20,8.723844051650715e-05,1.221507161690609e-18,7.667665230840753e-05,7.12863661874457e-14,1.6899096001705013e-11,2.1097467229133976e-15,1.5694856491974294e-17,3.037831228337237e-07,5.014576811176309e-13,0.0035839945073896117,0.00013893765409074484,1.2843631175094134e-05,3.646507918543257e-08,4.934947797129255e-10,1.4199583166328788e-10,6.514837782043997e-14,2.364367782400319e-10,2.264094446971162e-06,7.181796227225765e-09,1.594907810747451e-12,5.003443143644842e-08,7.838365995528413e-13,5.806225203046113e-13,4.705359856228926e-15,5.916134531581869e-17
9.914251156107794e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44856187940966336,0.11498918752380806,0.022751643471941408,0.0,1.5984730762626852e-08,3.55906579335775e-06,1.871207862041065e-07,2.2816830511248458e-09,1.1681244825338306e-20,8.746662158782448e-05,1.2377872114340488e-18,7.685348300748139e-05,7.186200385025671e-14,1.7148638361634707e-11,2.1358702480975287e-15,1.588449655847794e-17,3.066512490841938e-07,5.068311459359331e-13,0.0035908384218209756,0.00013929373386799979,1.2896907935065355e-05,3.6710323552665985e-08,4.947824199046209e-10,1.4231923839397516e-10,6.529761258974173e-14,2.383912061396211e-10,2.2736502064767385e-06,7.23234787391314e-09,1.6135850063035472e-12,5.035085446449203e-08,7.922615740162359e-13,5.861543867844284e-13,4.7582135739757515e-15,5.997943574333522e-17
9.966042008111636e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485473847411944,0.11497505267146116,0.02275128227860325,0.0,1.6410085653075545e-08,3.5987179381795236e-06,1.906933137077894e-07,2.3173717094998665e-09,1.2054320024999286e-20,8.792297713057662e-05,1.2708684240747073e-18,7.720681933316793e-05,7.30226440335821e-14,1.765677636744547e-11,2.1888678898000648e-15,1.6269152831268433e-17,3.12444726105835e-07,5.177080632512376e-13,0.003604494013706692,0.0001400057285374646,1.3003602308046493e-05,3.720350837992565e-08,4.973576021000859e-10,1.4296604082300458e-10,6.559610652108179e-14,2.4233122059371637e-10,2.2928017252384763e-06,7.33410275941134e-09,1.651466969972793e-12,5.098730046252468e-08,8.09315950918727e-13,5.973318091014337e-13,4.865235130877056e-15,6.164244003602145e-17
9.999999999999999e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485379042060628,0.11496580802204545,0.022751045475150885,0.0,1.6693825043346525e-08,3.6248642815723467e-06,1.9306223926392496e-07,2.3409712171834485e-09,1.2304281551624778e-20,8.822219348153308e-05,1.2929404258082832e-18,7.743825836448904e-05,7.379045199207693e-14,1.799658950217241e-11,2.2241655341179664e-15,1.6525291016682968e-17,3.162849923319697e-07,5.249345964060237e-13,0.0036134243723779866,0.00014047244625251678,1.3073659592734921e-05,3.752882697936835e-08,4.990460147989197e-10,1.4339012529515952e-10,6.57918394831374e-14,2.4493718483878406e-10,2.305387698932233e-06,7.401293284366815e-09,1.6766907097844878e-12,5.1407215216588195e-08,8.206471886063711e-13,6.04743325892264e-13,4.936364270255337e-15,6.275245860341719e-17
1.0017832860115477e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485329329170065,0.11496096059481431,0.022750921126096543,0.0,1.6844381226429378e-08,3.63864177588965e-06,1.943147204603942e-07,2.353427806339276e-09,1.2437266469917531e-20,8.837932384499965e-05,1.3046536919727801e-18,7.755972292965706e-05,7.419582854363959e-14,1.8177172412814457e-11,2.2428773707142236e-15,1.6661057802858526e-17,3.1831495244785714e-07,5.287598578365023e-13,0.0036181067351824664,0.00014071750250060656,1.3110481197969859e-05,3.770028407675794e-08,4.999326532302581e-10,1.436128284599937e-10,6.589463330807232e-14,2.463128717795056e-10,2.3120062428246273e-06,7.436728074346366e-09,1.6900601622474309e-12,5.162856210043394e-08,8.266453598614506e-13,6.08661832893795e-13,4.974023080312882e-15,6.33416678506021e-17
1.0069623712119319e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44851852380815893,0.11494691115960308,0.02275056001440585,0.0,1.728775141289457e-08,3.6788384107834585e-06,1.979853990804817e-07,2.3898531650895062e-09,1.2830290291449263e-20,8.883566169709059e-05,1.3391542031076593e-18,7.791219463420003e-05,7.538162682146563e-14,1.871005337342966e-11,2.2979120298295815e-15,1.7060308746142704e-17,3.24262467147792e-07,5.399884111975561e-13,0.003631676720549633,0.00014142905472545062,1.3217540661650825e-05,3.820064572752275e-08,5.025075731184926e-10,1.4425960120658233e-10,6.619319334950518e-14,2.5033626701299923e-10,2.3312633578113504e-06,7.540225761646256e-09,1.7293739869735242e-12,5.227465831938729e-08,8.442527688787871e-13,6.201456782929829e-13,5.0845944945421475e-15,6.507767348385475e-17
1.012141456412316e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485041572861315,0.11493290423198438,0.02275019894351589,0.0,1.7740331169880205e-08,3.7193089479649226e-06,2.0170574268300047e-07,2.4266496082884705e-09,1.3233600703923785e-20,8.929199065305045e-05,1.374381263402122e-18,7.826423527988555e-05,7.658010833231554e-14,1.925564898053633e-11,2.3539852951327383e-15,1.7467003686599656e-17,3.302878081645366e-07,5.51395615206643e-13,0.0036452041036879215,0.00014214038417955068,1.3324776757768754e-05,3.870458817701047e-08,5.050823615893096e-10,1.4490635896377982e-10,6.649178704344743e-14,2.5440151026675197e-10,2.350572668317705e-06,7.644597735649937e-09,1.7694179002796395e-12,5.292560815054561e-08,8.621411624070522e-13,6.31784566910031e-13,5.19696643521614e-15,6.68510152783425e-17
1.0224996268130843e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4484755514905514,0.1149050173662513,0.022749476924077687,0.0,1.867366432395284e-08,3.801076152689673e-06,2.0929699968335094e-07,2.5013630336413204e-09,1.407193371092651e-20,9.020462174239088e-05,1.4470608485633733e-18,7.896702670628624e-05,7.901539903450517e-14,2.038591743403751e-11,2.4693017996703573e-15,1.830312142757642e-17,3.4257411536439074e-07,5.747535945112591e-13,0.0036721315966967427,0.00014356237064374114,1.3539763093520019e-05,3.97231936614542e-08,5.102315435825283e-10,1.461998291135956e-10,6.708907697830691e-14,2.6265793991989813e-10,2.3893462661731903e-06,7.855972058066251e-09,1.851734071680942e-12,5.424214521097111e-08,8.987729227851078e-13,6.555323673487729e-13,5.4271800835885574e-15,7.051196073757821e-17
1.0318219801737758e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448449950640696,0.11488006322892512,0.022748827245971322,0.0,1.9546535598907884e-08,3.875614480066811e-06,2.1630293856373236e-07,2.569892490370582e-09,1.48637763381317e-20,9.102595896307468e-05,1.5150731308915127e-18,7.959807304142515e-05,8.125123469061901e-14,2.1449006834573632e-11,2.5767752094108255e-15,1.9082084686906257e-17,3.5390333123276865e-07,5.964059527356206e-13,0.0036962219752782834,0.00014484138622055694,1.373381539023587e-05,4.0652128354552825e-08,5.148653561919212e-10,1.4736389998882668e-10,6.762675699173348e-14,2.702328209255372e-10,2.424416972440662e-06,8.04921762741564e-09,1.9284114274965037e-12,5.5443820604922673e-08,9.327327500367667e-13,6.774479193296601e-13,5.640701059799956e-15,7.39401841698699e-17
1.0411443335344674e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44842448579244415,0.11485524475379112,0.02274817769982802,0.0,2.0451391027041157e-08,3.951057457473569e-06,2.234759267476557e-07,2.6396525632933376e-09,1.5692344597702878e-20,9.184726684379694e-05,1.5856207178228936e-18,8.022773551286278e-05,8.352924544006728e-14,2.2556996689990412e-11,2.6878265750732047e-15,1.9886725450642258e-17,3.654930174246602e-07,6.18667035634422e-13,0.003720176385606503,0.00014611966394840396,1.3928378804004136e-05,4.1592573855928587e-08,5.194987403319747e-10,1.48527920751682e-10,6.816455219828048e-14,2.7794475219324033e-10,2.459650522887926e-06,8.24532434891901e-09,2.0076036210972146e-12,5.666152155579536e-08,9.676501313120463e-13,6.998848723315939e-13,5.860320417266686e-15,7.749824113442287e-17
1.0504666868951589e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4483991562112527,0.11483056117533914,0.022747528285563735,0.0,2.1389053979628237e-08,4.027411538031153e-06,2.3081827277339225e-07,2.71065384859343e-09,1.6558973196715315e-20,9.26685451945942e-05,1.6587738910791051e-18,8.085601882998931e-05,8.584983726472894e-14,2.3711332159125014e-11,2.802537391368625e-15,2.0717642692439607e-17,3.7734626737749753e-07,6.415482519046455e-13,0.003743995593397952,0.00014739719779695689,1.4123430464018258e-05,4.2544491621091847e-08,5.241316950200861e-10,1.4969189081870547e-10,6.870246488973825e-14,2.857942174134057e-10,2.495044559260986e-06,8.444302351104939e-09,2.0893675731201075e-12,5.7895362014734826e-08,1.0035430656494128e-12,7.228503979060746e-13,6.086137024050879e-15,8.118952920962571e-17
1.0597890402558504e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44837396116685624,0.11480601173237766,0.022746879003095844,0.0,2.236035807917457e-08,4.104683170598599e-06,2.383322891468317e-07,2.7829069329137834e-09,1.7465031077323026e-20,9.34897938275081e-05,1.7346042194746373e-18,8.148292765932435e-05,8.821341639159719e-14,2.4913489641959208e-11,2.9209900651428976e-15,2.157544332897896e-17,3.8946616024872127e-07,6.650611193450985e-13,0.0037676803600484167,0.00014867398173573117,1.4318947547806508e-05,4.350784070567062e-08,5.287642192850972e-10,1.5085580960411617e-10,6.92404973452248e-14,2.937816641822758e-10,2.5305967197425667e-06,8.646161461304605e-09,2.1737606853711467e-12,5.914545669692791e-08,1.040429724711637e-12,7.463516792789365e-13,6.3182494697375805e-15,8.501748532309807e-17
1.069111393616542e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4483488999332353,0.11478159566800934,0.02274622985234317,0.0,2.3366147058517178e-08,4.1828787967676126e-06,2.4602029204834226e-07,2.8564223933557866e-09,1.8411921848139232e-20,9.431101255655241e-05,1.8131845705005218e-18,8.21084666247283e-05,9.062038929066873e-14,2.6164977068629803e-11,3.0432679096241108e-15,2.2460742227464764e-17,4.0185576023814363e-07,6.892172649210963e-13,0.003791231442657441,0.0001499500097352041,1.4514907288008481e-05,4.4482577795496355e-08,5.333963121671029e-10,1.5201967652017863e-10,6.977865182956834e-14,3.01907503824633e-10,2.566304639243205e-06,8.850911205550917e-09,2.2608408239376016e-12,6.04119210365137e-08,1.0783284528884469e-12,7.703959104413564e-13,6.556756025977784e-15,8.898558493975024e-17
1.0784337469772335e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4483239717885829,0.11475731222960679,0.022745580833225938,0.0,2.440727461424262e-08,4.262004847867985e-06,2.538846010402612e-07,2.9312107974787643e-09,1.940108420947979e-20,9.513220119768064e-05,1.894589121902021e-18,8.273264030762011e-05,9.30711626728516e-14,2.7467334184112457e-11,3.1694551384735566e-15,2.3374162212095864e-17,4.145181159198942e-07,7.140284248285674e-13,0.00381464959405269,0.0001512252757679291,1.4711286979126281e-05,4.546865723796105e-08,5.380279727172637e-10,1.5318349097795102e-10,7.031693059186697e-14,3.101721112448967e-10,2.6021659496916603e-06,9.05856080853945e-09,2.3506663024976327e-12,6.169487114069496e-08,1.1172577673982697e-12,7.949902952430577e-13,6.801754609575646e-15,9.309734121934751e-17
1.087756100337925e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448299176015273,0.11473316066878818,0.022744931945665736,0.0,2.548460425466992e-08,4.342067741985872e-06,2.619275387750617e-07,3.0072827032995383e-09,2.0433992373256056e-20,9.595335956875263e-05,1.9788933732503908e-18,8.335545324720153e-05,9.556614348789092e-14,2.8822132828579863e-11,3.2996368596427808e-15,2.431633406953378e-17,4.274562595840792e-07,7.395064445576033e-13,0.0038379355628141874,0.0001524997738096444,1.4908063984245596e-05,4.6466031074185535e-08,5.426591999976233e-10,1.5434725238635363e-10,7.085533586340494e-14,3.185758247948939e-10,2.6381782803245957e-06,9.269119193651809e-09,2.4432958666629976e-12,6.299442374311879e-08,1.1572363583890844e-12,8.201420464877671e-13,7.05334273649805e-15,9.735630415268191e-17
1.0970784536986165e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.448274511899828,0.11470914024139332,0.022744283189585546,0.0,2.6599009142380288e-08,4.4230738809971985e-06,2.70151430704261e-07,3.0846486592920743e-09,2.1512156476608905e-20,9.677448748950177e-05,2.0661741575085203e-18,8.397690994068699e-05,9.810573892231149e-14,3.023097721327242e-11,3.4338990690363147e-15,2.5287896553348443e-17,4.4067320658861227e-07,7.656632789554391e-13,0.0038610900932984087,0.00015377349784037448,1.5105215741721558e-05,4.7474649072172975e-08,5.472899930809207e-10,1.5551096015237566e-10,7.13938698559758e-14,3.2711894616471436e-10,2.6743392579754787e-06,9.482594983039321e-09,2.5387886762645325e-12,6.431069615655606e-08,1.1982830890383782e-12,8.458583850311701e-13,7.31161748232039e-15,1.0176605967359005e-16
1.106400807059308e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44824997873288625,0.11468525020745973,0.022743634564909684,0.0,2.775137193150849e-08,4.505029647618497e-06,2.785586047881203e-07,3.1633192043872025e-09,2.2637122988858262e-20,9.759558478150187e-05,2.1565096525904238e-18,8.459701484354012e-05,1.0069035639737637e-13,3.169550419185653e-11,3.572328643985293e-15,2.6289496387459265e-17,4.541719547213927e-07,7.925109922888806e-13,0.0038841139256622277,0.00015504644184552433,1.5302719771823703e-05,4.849445876122096e-08,5.519203510503958e-10,1.5667461368223407e-10,7.19325347606221e-14,3.3580174030449544e-10,2.7106465073626243e-06,9.698996497765648e-09,2.6372042874923875e-12,6.564380622494663e-08,1.2404169956522205e-12,8.72146538881567e-13,7.576675448477735e-15,1.0633022874249602e-16
1.1157231604199996e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44822557580917144,0.1146614898311988,0.022742986071563814,0.0,2.894258459993807e-08,4.587941402477518e-06,2.8715139120619084e-07,3.2433048679724283e-09,2.381047511114754e-20,9.841665126813396e-05,2.2499793929145214e-18,8.521577236971597e-05,1.0332040356706042e-13,3.321738352720087e-11,3.7150133365354844e-15,2.7321788268576565e-17,4.679554835731135e-07,8.2006175830618e-13,0.003907007795886738,0.00015631859981696605,1.550055368333539e-05,4.9525405467117754e-08,5.565502729996088e-10,1.5783821238023885e-10,7.247133274551346e-14,3.4462443536148584e-10,2.7470976513763587e-06,9.91833175800867e-09,2.7386026367911967e-12,6.699387227486577e-08,1.2836572877634654e-12,8.990137423033074e-13,7.848612716047919e-15,1.110524664113074e-16
1.1250455137806911e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482013024274599,0.11463785838097222,0.022742337709474866,0.0,3.017354827656249e-08,4.67181548120588e-06,2.9593212206875996e-07,3.3246161698918e-09,2.503383316856701e-20,9.923768677455293e-05,2.3466642809506188e-18,8.583318689190934e-05,1.059962883160384e-13,3.479831815351382e-11,3.8620417665524416e-15,2.838543486765098e-17,4.820267539209383e-07,8.483278602983692e-13,0.003929772435800929,0.00015758996575411752,1.569869518010246e-05,5.056743234813362e-08,5.611797580322497e-10,1.5900175564873147e-10,7.301026595418402e-14,3.5358722263805236e-10,2.7836903113652315e-06,1.014060848332213e-08,2.843044022562583e-12,6.836101306646699e-08,1.32802334822909e-12,9.26467234923181e-13,8.127524805778586e-15,1.1593646086604176e-16
1.1343678671413827e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481771578905499,0.1146143551292684,0.02274168947857112,0.0,3.144517306374177e-08,4.7566581915559486e-06,3.0490313112924983e-07,3.407263620445865e-09,2.6308854995151138e-20,0.00010005869112765438,2.4466465987605117e-18,8.644926274180905e-05,1.0871841875768699e-13,3.6440044433766074e-11,4.013503414645511e-15,2.948110683033235e-17,4.963887071233209e-07,8.773216911600501e-13,0.003952408573105221,0.00015886053366501185,1.589712206752575e-05,5.162048043222667e-08,5.658088052619443e-10,1.6016524288978087e-10,7.354933650451847e-14,3.626902565840887e-10,2.8204221074212206e-06,1.0365834092956764e-08,2.9505890861712504e-12,6.974534774394856e-08,1.3735347333266745e-12,9.545142608400104e-13,8.413506648529267e-15,1.2098593244324716e-16
1.1436902205020742e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44815314150523033,0.1145909793526792,0.022741041378782082,0.0,3.275837785509778e-08,4.842475810544098e-06,3.140667534976231e-07,3.4912577203916845e-09,2.7637236311328455e-20,0.00010087966415604111,2.5500100195321082e-18,8.70640042103579e-05,1.1148720323209985e-13,3.814433241233216e-11,4.169488614912972e-15,3.0609482776441433e-17,5.110442645262256e-07,9.07055753449645e-13,0.003974916931394885,0.0001601302975673585,1.6095812258993167e-05,5.2684488655038345e-08,5.704374138120693e-10,1.6132867350386642e-10,7.408854648662829e-14,3.719336548033207e-10,2.85729065866389e-06,1.0594015706240013e-08,3.0612987955636026e-12,7.114699578559353e-08,1.420211172850025e-12,9.83162067737523e-13,8.70665253918618e-15,1.2620463263176047e-16
1.1530125738627657e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481292525822494,0.11456773033187657,0.022740393410038546,0.0,3.4114090148802e-08,4.9292745816225036e-06,3.234253253548496e-07,3.5766089609429136e-09,2.9020711093097066e-20,0.00010170060568998979,2.656839619106992e-18,8.767741554801864e-05,1.1430305030411532e-13,3.9912986062790795e-11,4.330088547511103e-15,3.177124929845907e-17,5.259963268809961e-07,9.375426594491125e-13,0.003997298230183296,0.00016139925148959475,1.6294743782246385e-05,5.37593938984833e-08,5.750655828155649e-10,1.6249204688934024e-10,7.462789796093363e-14,3.8131749807670133e-10,2.894293583523444e-06,1.082516014301378e-08,3.175234426712075e-12,7.25660769534339e-08,1.4680725702039504e-12,1.0124179060006447e-12,9.007056095400587e-15,1.315963430530973e-16
1.1623349272234572e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481054904362845,0.11454460735158956,0.022739745572272516,0.0,3.551324585652281e-08,5.017060711881583e-06,3.329811836684831e-07,3.6633278237699515e-09,3.046105193344055e-20,0.00010252151556141764,2.7672218875013497e-18,8.828950096504525e-05,1.1716636876135565e-13,4.174784353083108e-11,4.4953952310501945e-15,3.2967100959038775e-17,5.412477737740872e-07,9.687951312231315e-13,0.0040195531849250895,0.00016266738947192728,1.6493894785677115e-05,5.484513103045485e-08,5.796933114147392e-10,1.6365536244481514e-10,7.516739295746854e-14,3.908418304245278e-10,2.9314285000226167e-06,1.1059273924130096e-08,3.292457543501748e-12,7.400271124258995e-08,1.5171390024981904e-12,1.0422890278354807e-12,9.314810233455206e-15,1.3716487441782896e-16
1.1716572805841488e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4480818543859113,0.1145216097005812,0.02273909786541724,0.0,3.6956789108199565e-08,5.105840369285127e-06,3.4273666590940304e-07,3.751424781000146e-09,3.1960070395553733e-20,0.00010334239360384875,2.8812447404201778e-18,8.890026463176026e-05,1.2007756761227728e-13,4.365077737221286e-11,4.665501514820311e-15,3.4197740287548034e-17,5.5680146306888e-07,1.000826000677755e-12,0.004041682507039148,0.00016393470556736337,1.6693243544548428e-05,5.594163294535349e-08,5.843205987610803e-10,1.6481861956776673e-10,7.5707033473828e-14,4.0050665918156735e-10,2.9686930260573513e-06,1.1296363272004409e-08,3.413029981181548e-12,7.545701883033617e-08,1.5674307206405097e-12,1.0727826863930693e-12,9.630007123078371e-15,1.42914065473726e-16
1.1809796339448403e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44805834375357323,0.11449873667162594,0.022738450289407144,0.0,3.8445672052810056e-08,5.195619679940174e-06,3.5269410976976977e-07,3.8409102952180505e-09,3.3519617356845946e-20,0.0001041632396523808,2.998997530764688e-18,8.950971067883734e-05,1.2303705608423192e-13,4.56236947857308e-11,4.840501070849445e-15,3.5463877775643955e-17,5.726602303598032e-07,1.0336482096185379e-12,0.004063686903931489,0.00016520119384273206,1.689276846713694e-05,5.704883060502318e-08,5.88947444015072e-10,1.6598181765323253e-10,7.624682147299205e-14,4.103119550832111e-10,3.0060847796762443e-06,1.1536434111226117e-08,3.5370138279393922e-12,7.692912002494204e-08,1.6189681494289573e-12,1.1039061348970069e-12,9.952738143521397e-15,1.4884778193200913e-16
1.1903019873055318e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44803495786555186,0.11447598756148657,0.022737802844177857,0.0,3.998085465530038e-08,5.286404725403571e-06,3.6285585288224564e-07,3.93179481946575e-09,3.514158334479337e-20,0.00010498405354365171,3.1205710601328215e-18,9.011784319758928e-05,1.2604524362153688e-13,4.766853784113403e-11,5.020488385796699e-15,3.6766231871887776e-17,5.888268884389538e-07,1.0672748098081446e-12,0.004085567079017996,0.00016646684837969347,1.7092448100790982e-05,5.816665308064428e-08,5.935738463459972e-10,1.6714495609704834e-10,7.67867588830149e-14,4.2025765239562717e-10,3.043601379358644e-06,1.1779492069225757e-08,3.6644714036879965e-12,7.841913521433673e-08,1.6717718876432954e-12,1.1356666257752215e-12,1.0283093866126275e-14,1.5496991537003572e-16
