Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),CHO2X(213),C2H4X(222),C2H6X(52),C2H4X(70),CH2(T)(34),CH2O2(186),CH2OX(54),CH2OH(40),S(223),HOCO(73),CHO2(74)
8.347689679227536e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435577453035221,0.10995899828255659,0.02227200763520334,2.3150763415446276e-07,6.135492026949484e-05,0.0003066521824194462,0.00011720807109820108,1.1351334709191398e-06,2.2807012345390146e-08,0.0007146506227377694,5.488610065348861e-14,0.00031530981601857877,5.230377312379424e-11,6.293165894844415e-07,6.890702096269697e-12,1.0536598052292547e-13,0.0001202685279010681,3.0105581102230166e-09,0.007858122420109134,0.000793490775426025,7.308549406453421e-05,1.1917170543589202e-06,3.959535933597439e-09,1.0179135025347706e-09,4.869790314928309e-13,1.0081632731326747e-08,1.7093630849466253e-05,5.886497662303614e-07,3.2079600514427955e-09,5.938085314420222e-06,3.889875797060069e-06,2.2182400650167824e-09,4.75706578315163e-09,3.72607811932961e-10,3.6368086306823596e-10,2.281389769262784e-10,2.219610437887076e-12,6.9840141539996414e-12,2.0960373746776424e-13,1.602651297282097e-13,1.4654132955391522e-10,3.0392331791867245e-09,8.509274992705961e-16,1.1045340165358546e-07,7.131149724327961e-16,3.809264731380485e-11,6.508492566156021e-11,1.5321654653562928e-26,5.679243602258187e-15,3.1084039989968067e-16
8.359543630853471e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355689073768617,0.10995739157224332,0.0222712871721992,2.3255301275953722e-07,6.159524794635118e-05,0.00030736836256291044,0.00011756372359578927,1.1396036223419062e-06,2.2956910813997772e-08,0.0007156068367410775,5.527088876198916e-14,0.000315451022202476,5.2534298703167696e-11,6.328464483773744e-07,6.916360585060239e-12,1.0585638843040287e-13,0.0001205837077885081,3.0280756406563465e-09,0.007858390479794756,0.0007940051414794804,7.312945254931429e-05,1.1932054501163003e-06,3.964706019258582e-09,1.0192260391561796e-09,4.876187074716694e-13,1.0094299774264984e-08,1.7104785023170374e-05,5.899218585966401e-07,3.2198507149339465e-09,5.952307318367529e-06,3.896718391532387e-06,2.221203971691314e-09,4.784755892878483e-09,3.7358362635728456e-10,3.6478378348931355e-10,2.2878272962709943e-10,2.2257496925304707e-12,7.023176446202018e-12,2.1052106620909817e-13,1.6081237406376332e-13,1.475209971078801e-10,3.0513445690636057e-09,8.558771466116065e-16,1.1100420350035217e-07,7.166478466035036e-16,3.834473239952724e-11,6.545801336305311e-11,1.5480427562128094e-26,5.7072709236461774e-15,3.123837804715766e-16
8.371397582479406e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435560402514187,0.1099557871864357,0.022270566842284442,2.336013328628301e-07,6.183610165927671e-05,0.0003080849777134401,0.0001179198375345178,1.1440843460724598e-06,2.3107573459957304e-08,0.0007165628243945997,5.565779815395601e-14,0.00031559182765468664,5.276550493395863e-11,6.36389994283443e-07,6.942073303963591e-12,1.0634823071807403e-13,0.00012089907699670179,3.045669959753845e-09,0.007858655928358684,0.0007945180469575019,7.317338522278089e-05,1.1946921483860364e-06,3.969874531801487e-09,1.0205382001069291e-09,4.882582553313114e-13,1.0106976750829143e-08,1.7115948816839954e-05,5.911949717763853e-07,3.231765102013817e-09,5.966538248148365e-06,3.903558900345228e-06,2.224167184796841e-09,4.812567428694961e-09,3.7456002714447784e-10,3.658881350129684e-10,2.2942710905635073e-10,2.231897790037646e-12,7.062490565573162e-12,2.114408576139508e-13,1.6136053349800913e-13,1.4850573474008989e-10,3.063485009796113e-09,8.608484869012436e-16,1.1155687354950629e-07,7.201925554724171e-16,3.8598112574456466e-11,6.58325962296979e-11,1.5640597473144603e-26,5.735385073117191e-15,3.1393197223053236e-16
8.383251534105342e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435551938244961,0.10995418510670636,0.022269846645211148,2.3465259729555367e-07,6.207748150930603e-05,0.00030880202726049535,0.00011827641275678032,1.1485756482153582e-06,2.325900294337118e-08,0.0007175185855417178,5.6046837241044994e-14,0.0003157322335112692,5.2997392772435775e-11,6.39947253999125e-07,6.967840329820705e-12,1.0684150910021519e-13,0.00012121463463685004,3.063341292373201e-09,0.00785891878447382,0.0007950294932753623,7.3217292213833e-05,1.1961771486607954e-06,3.975041470530689e-09,1.0218499852401485e-09,4.88897675117778e-13,1.0119663694192657e-08,1.7127122250891546e-05,5.924691055284199e-07,3.2437032124874528e-09,5.980778090711683e-06,3.910397315044497e-06,2.227129703831533e-09,4.8405007463129034e-09,3.755370115470754e-10,3.6699391715560797e-10,2.3007211359203884e-10,2.2380547352883845e-12,7.101956809443343e-12,2.1236311405955322e-13,1.6190960745285876e-13,1.4949556084317614e-10,3.0756545187831847e-09,8.658415836677757e-16,1.1211141454472882e-07,7.237491156365874e-16,3.885279238983066e-11,6.620867741220946e-11,1.580217446579479e-26,5.763586137461424e-15,3.154849800419104e-16
8.395105485731277e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435543514368278,0.10995258531476096,0.02226912658073115,2.3570680888142998e-07,6.231938759620379e-05,0.0003095195105962694,0.00011863344910514671,1.1530775348524665e-06,2.3411201928478568e-08,0.0007184741200262822,5.643801445408224e-14,0.00031587224090517,5.3229963174087014e-11,6.435182542993064e-07,6.993661739886721e-12,1.0733622529100838e-13,0.00012153037982102214,3.0810898636820625e-09,0.007859179066679722,0.0007955394818490596,7.326117365076159e-05,1.197660450439399e-06,3.980206834753144e-09,1.0231613944096798e-09,4.895369668772309e-13,1.0132360637376121e-08,1.7138305345518873e-05,5.937442596088047e-07,3.2556650461122683e-09,5.9950268330638405e-06,3.917233627229332e-06,2.2300915282951027e-09,4.868556201934776e-09,3.765145768202892e-10,3.681011294341736e-10,2.3071774161017977e-10,2.24422053315701e-12,7.141575474904266e-12,2.132878379199595e-13,1.6245959534701696e-13,1.5049049384617974e-10,3.087853113360809e-09,8.708565005271421e-16,1.1266782922387403e-07,7.273175436534255e-16,3.9108776404092605e-11,6.658626005960888e-11,1.596516867546585e-26,5.791874203177916e-15,3.170428087549116e-16
8.418813388983148e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355267869955417,0.10994939252170373,0.022267686848557077,2.3782408477002496e-07,6.280477887332595e-05,0.00031095577621635716,0.00011934890455132857,1.1621130858234272e-06,2.3717919081367846e-08,0.0007203845083854875,5.722681707715689e-14,0.0003161510648212061,5.3697155484936927e-11,6.507015836439709e-07,7.045468023739804e-12,1.0832997795485124e-13,0.00012216242927406574,3.1168196245870444e-09,0.007859691982860994,0.000796555091431556,7.334886037239131e-05,1.2006219565348213e-06,3.990532836917422e-09,1.0257830842765786e-09,4.90815166500469e-13,1.0157784654534502e-08,1.716070059618588e-05,5.962976277653274e-07,3.279659881601956e-09,6.023550965446071e-06,3.930899910717287e-06,2.2360130915154825e-09,4.9250349544507386e-09,3.7847143901283856e-10,3.7031984246948633e-10,2.3201086158807783e-10,2.2565787062184895e-12,7.221271257763652e-12,2.151446973654776e-13,1.6356231061224566e-13,1.524957544501232e-10,3.112337628317224e-09,8.809520494260292e-16,1.1378629055612649e-07,7.344900692760122e-16,3.9624675298995734e-11,6.734594233659038e-11,1.6295449569723236e-26,5.848711683265228e-15,3.201729482017679e-16
8.442521292235018e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435510218815066,0.10994620866353332,0.0222662476437717,2.399531829682504e-07,6.329227626344063e-05,0.0003123937697655689,0.0001200662026170023,1.1711910471871595e-06,2.4027746314979065e-08,0.0007222939882323378,5.802427385319088e-14,0.00031642830840445887,5.41670894946552e-11,6.57940196079742e-07,7.097492781865544e-12,1.0932950242144676e-13,0.0001227952182698103,3.1528610499988297e-09,0.007860194822587993,0.0007975648870473134,7.34364464019644e-05,1.2035766627875495e-06,4.000852532797157e-09,1.028403268552476e-09,4.920928545732707e-13,1.0183249063497331e-08,1.7183134726087276e-05,5.988550742408995e-07,3.303749605566211e-09,6.0521105424871926e-06,3.94455768465963e-06,2.241931870486558e-09,4.982006545658881e-09,3.804305918175755e-10,3.7254427026479327e-10,2.3330645595927517e-10,2.2689723481115264e-12,7.301580286058796e-12,2.1701145487919553e-13,1.6466867457989182e-13,1.545216647122731e-10,3.1369386920962637e-09,8.911356442759479e-16,1.1491227933199962e-07,7.417102640032537e-16,4.01458458703036e-11,6.811166821832581e-11,1.663152237122159e-26,5.905898199536226e-15,3.2332242904141735e-16
8.466229195486889e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354938082666784,0.10994303359858676,0.02226480896438047,2.4209412579533556e-07,6.378188051915967e-05,0.00031383348647893305,0.00012078534204868799,1.1803114667836571e-06,2.4340705091356955e-08,0.0007242025583343629,5.883045291890631e-14,0.00031670398060735323,5.463977281866124e-11,6.652343050151455e-07,7.149736647263343e-12,1.103348124015889e-13,0.00012342873973621987,3.1892159523894033e-09,0.007860687729472888,0.0007985688800499891,7.352393274426234e-05,1.2065245654114792e-06,4.011165916932735e-09,1.0310219460934398e-09,4.933700314703283e-13,1.0208754123153553e-08,1.720560788915717e-05,6.014165969891047e-07,3.3279342143074306e-09,6.080705462286231e-06,3.9582068837464445e-06,2.2478478612614027e-09,5.039473842797815e-09,3.823920133730999e-10,3.74774408973873e-10,2.346045116626699e-10,2.2814014976452434e-12,7.38250492778802e-12,2.188881293386809e-13,1.657786824857365e-13,1.5656837337525898e-10,3.1616564411250615e-09,9.01407797152806e-16,1.1604581724305853e-07,7.489782588582684e-16,4.067232484358742e-11,6.88834628343733e-11,1.6973470208222976e-26,5.9634344334790185e-15,3.264912894855161e-16
8.48993709873876e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435477553810648,0.10993986718723954,0.022263370808384836,2.442469354498324e-07,6.427359237297606e-05,0.00031527492163436506,0.00012150632159537447,1.1894743920917145e-06,2.465681693798627e-08,0.0007261102174664553,5.964542271771926e-14,0.0003169780903333462,5.511521305953043e-11,6.725841235008061e-07,7.2022002596038136e-12,1.1134592160525003e-13,0.00012406298661528966,3.2258861491639044e-09,0.007861170845084002,0.0007995670818044398,7.361132039466009e-05,1.209465660718244e-06,4.021472983901916e-09,1.0336391157666842e-09,4.946466975688608e-13,1.0234300090155562e-08,1.7228120236137637e-05,6.039821939235215e-07,3.3522137033530253e-09,6.109335623843327e-06,3.971847443501306e-06,2.253761059917454e-09,5.097439720914838e-09,3.843556818613032e-10,3.770102547580475e-10,2.3590501560757056e-10,2.29386619355189e-12,7.464047546994904e-12,2.2077473957026251e-13,1.6689232951555744e-13,1.5863602976383984e-10,3.1864910108287105e-09,9.117690215279123e-16,1.1718692588623299e-07,7.562941842213991e-16,4.1204149058427284e-11,6.966135128565639e-11,1.732137712881674e-26,6.021321061913473e-15,3.2967956748704734e-16
8.5373529052425e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354455071172183,0.10993355977686516,0.022260496058566896,2.485882434303156e-07,6.526334170467667e-05,0.00031816292859588804,0.0001229537960414099,1.2079279479554574e-06,2.5298586277621104e-08,0.0007299227979569674,6.130200982159877e-14,0.0003175216577252342,5.607439463724114e-11,6.874517395113752e-07,7.307789317237103e-12,1.1338559252028599e-13,0.00012533362844980783,3.300179720097486e-09,0.007862108258711822,0.0008015461570832632,7.378580355484598e-05,1.2153274151112822e-06,4.04206814483725e-09,1.0388689270341463e-09,4.971984988922798e-13,1.0285515762010481e-08,1.727326306952298e-05,6.091256018130191e-07,3.4010573006060175e-09,6.166701272703515e-06,3.999102391240948e-06,2.2655790653039167e-09,5.214878759231157e-09,3.882896725806048e-10,3.814990522327559e-10,2.385133157154894e-10,2.3189023790479742e-12,7.62899615397095e-12,2.2457784239816618e-13,1.691305214425511e-13,1.628347859265102e-10,3.2365111489612125e-09,9.327607456201402e-16,1.1949194128072752e-07,7.710703447629016e-16,4.2283981138569366e-11,7.123550995141437e-11,1.8035409053641442e-26,6.138148186195808e-15,3.3611452668100153e-16
8.584768711746242e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354140668148245,0.10992728535509155,0.02225762337825304,2.5297728207467974e-07,6.626152971863264e-05,0.0003210577537208123,0.0001244086159923603,1.226552087408612e-06,2.5953227852946392e-08,0.0007337317200486112,6.29945888449143e-14,0.0003180590808386491,5.704469478708451e-11,7.025447412032583e-07,7.414265206096047e-12,1.1544862483861195e-13,0.00012660708759160193,3.3757564003645377e-09,0.007863008156234606,0.0008035022040213687,7.395990366133393e-05,1.2211618983866694e-06,4.062637972962346e-09,1.0440926935126368e-09,4.997482616145319e-13,1.0336898090000858e-08,1.73185643726607e-05,6.14285280467015e-07,3.4502803461505123e-09,6.2242066988741075e-06,4.026322028509265e-06,2.277385855747377e-09,5.3343468166237045e-09,3.9223239030170575e-10,3.8601063211810195e-10,2.41131250993122e-10,2.3440812130446945e-12,7.796444938523423e-12,2.284209129445029e-13,1.7138321086218308e-13,1.6711913943482852e-10,3.2870001699199976e-09,9.541149521361862e-16,1.21827496380856e-07,7.86039775709947e-16,4.338563909125872e-11,7.2834344431076e-11,1.877430918932793e-26,6.256384893585785e-15,3.4262760507396635e-16
8.632184518249983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44353832212923766,0.10992104287539907,0.02225475275131955,2.574142246007841e-07,6.726816155727691e-05,0.00032395936074861915,0.00012587077151838728,1.2453471773424337e-06,2.6620916213791735e-08,0.0007375369742011281,6.472371837256286e-14,0.0003185904291657607,5.802617385540261e-11,7.178648196818041e-07,7.52163328515113e-12,1.175351282338304e-13,0.00012788330808615164,3.4526309058849415e-09,0.007863871599532772,0.0008054353139265308,7.413362834898706e-05,1.226969084480107e-06,4.08318242621778e-09,1.0493104065334878e-09,5.022959888515303e-13,1.0388449053310523e-08,1.7364025247967527e-05,6.194612118838775e-07,3.4998827766110473e-09,6.281851126216002e-06,4.053505868891171e-06,2.2891814007300714e-09,5.45586717313754e-09,3.961836620522226e-10,3.905449639438684e-10,2.4375871572280656e-10,2.36940300296222e-12,7.966412666034972e-12,2.323040999640838e-13,1.7365035750119895e-13,1.714903058266303e-10,3.3379591212103635e-09,9.758357988248996e-16,1.24193760508839e-07,8.012034966850175e-16,4.450942169359474e-11,7.445805444971107e-11,1.953878373990478e-26,6.3760364306271515e-15,3.4921909697903246e-16
8.679600324753724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44353529592388985,0.10991483132119649,0.022251884161586157,2.61899242271832e-07,6.828324204749553e-05,0.00032686771407908216,0.0001273402527195986,1.2643135789294086e-06,2.7301826932488135e-08,0.0007413385509878669,6.648996189243727e-14,0.0003191157714407958,5.901889197186455e-11,7.3341365993802e-07,7.629899021444553e-12,1.196452123884728e-13,0.00012916223420748652,3.5308180306386253e-09,0.007864699620475849,0.0008073455782719902,7.43069851118609e-05,1.2327489488185112e-06,4.1037014631176765e-09,1.054522057599216e-09,5.048416837660921e-13,1.044017060121697e-08,1.7409646757062896e-05,6.246533775398005e-07,3.549864516518132e-09,6.339633792466766e-06,4.080653438738084e-06,2.3009656701105354e-09,5.579463232380781e-09,4.001433155653134e-10,3.951020173313833e-10,2.463956037809739e-10,2.3948680552891523e-12,8.13891803431928e-12,2.3622755138182303e-13,1.759319203240563e-13,1.759495099368631e-10,3.389389034472758e-09,9.97927465517858e-16,1.265909014296657e-07,8.165625167659691e-16,4.565562950523666e-11,7.610683922605251e-11,2.0329554293247336e-26,6.4971079692431005e-15,3.558892925733694e-16
8.727016131257465e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435323269635068,0.10990864970497533,0.022249017592818294,2.6643250438924146e-07,6.930677570272985e-05,0.00032978277876387623,0.0001288170497232947,1.2834516476435116e-06,2.7996136595515373e-08,0.0007451364410944007,6.829388779314073e-14,0.00031963517564835065,6.002290904575495e-11,7.491929407221784e-07,7.739067990509628e-12,1.2177898700141475e-13,0.00013044381045944838,3.6103326463657215e-09,0.007865493221769106,0.0008092330886915977,7.44799813062548e-05,1.2385014682959678e-06,4.124195042741866e-09,1.0597276383811644e-09,5.073853495698024e-13,1.04920646548388e-08,1.745542992375861e-05,6.298617584237014e-07,3.6002254784132238e-09,6.397553949065259e-06,4.107764276982364e-06,2.312738634119123e-09,5.7051585210506255e-09,4.041111792836857e-10,3.996817619851175e-10,2.4904180865933963e-10,2.4204766756704064e-12,8.313979672222304e-12,2.401914142898218e-13,1.782278575449137e-13,1.8049798589085627e-10,3.4412909255390307e-09,1.0203941540453967e-15,1.2901908533730246e-07,8.321178344030121e-16,4.682456485423942e-11,7.778089745670377e-11,2.1147358045796824e-26,6.619604606787569e-15,3.626384779006514e-16
8.774431937761207e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352941417449604,0.10990249706748798,0.022246153028729364,2.710141782858862e-07,7.03387667250695e-05,0.0003327045204982978,0.0001303011526814038,1.3027617332805185e-06,2.8704022795067827e-08,0.0007489306353171449,7.013606936125257e-14,0.0003201487090316072,6.103828476226841e-11,7.652043344188339e-07,7.849145876777496e-12,1.2393656179532563e-13,0.0001317279815769127,3.6911897022620013e-09,0.007866253377777006,0.0008110979369748493,7.465262415368155e-05,1.2442266212498904e-06,4.144663124728097e-09,1.0649271407171518e-09,5.099269895247126e-13,1.0544133108783744e-08,1.7501375736859392e-05,6.350863350701785e-07,3.6509655629531737e-09,6.455610860978597e-06,4.134837934953817e-06,2.324500263353519e-09,5.832976688451873e-09,4.080870823634715e-10,4.042841676848597e-10,2.5169722348547915e-10,2.446229168989134e-12,8.491616138239316e-12,2.44195834944691e-13,1.805381266393227e-13,1.8513697709706678e-10,3.493665794488832e-09,1.0432400881513216e-15,1.3147847684117332e-07,8.478704373374777e-16,4.8016531822746395e-11,7.94804273004766e-11,2.1992948028533275e-26,6.743531366108461e-15,3.694669348741533e-16
8.821847744264948e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352655651080514,0.10989637247694789,0.022243290452983035,2.756444293196996e-07,7.137921900733743e-05,0.0003356329056130962,0.00013179255176809287,1.3222441799783701e-06,2.9425664120540498e-08,0.0007527211245619897,7.201708477814513e-14,0.00032065643810045625,6.206507857881025e-11,7.81449506923252e-07,7.960138473969775e-12,1.2611804652415433e-13,0.000133014692526968,3.773404224669605e-09,0.007866981035324018,0.0008129402150618173,7.482492074375746e-05,1.2499243874375782e-06,4.16510566926438e-09,1.0701205566091323e-09,5.124666069449376e-13,1.059637783271369e-08,1.7547485152784757e-05,6.403270875906827e-07,3.702084659013526e-09,6.51380380653143e-06,4.161873976198174e-06,2.336250528774262e-09,5.9629415060080235e-09,4.1207085467796746e-10,4.089092042784318e-10,2.543617410428668e-10,2.47212583944475e-12,8.671845919147459e-12,2.482409587650291e-13,1.8286268435568588e-13,1.8986773623929963e-10,3.5465146257061647e-09,1.0664695134062884e-15,1.339692389529108e-07,8.638213025223781e-16,4.923183623254158e-11,8.120562636285896e-11,2.2867093334171096e-26,6.868893195622987e-15,3.7637494128053423e-16
8.869263550768689e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435237529531424,0.1098902750282526,0.02224042984919544,2.8032342086764214e-07,7.242813613516594e-05,0.0003385679010664164,0.0001332912371775527,1.3418993262375844e-06,3.016124014993385e-08,0.0007565078998429359,7.393751711633799e-14,0.0003211584286395244,6.310334972130453e-11,7.97930117519281e-07,8.072051685476236e-12,1.2832355098065398e-13,0.00013430388851005403,3.85699131676294e-09,0.007867677114472817,0.0008147600150379868,7.49968780370128e-05,1.2555947480130143e-06,4.185522637081316e-09,1.075307878220866e-09,5.150042051981071e-13,1.0648800672817584e-08,1.759375909801557e-05,6.455839957028422e-07,3.7535826437909385e-09,6.572132077237541e-06,4.188871976297631e-06,2.347989401700275e-09,6.095076866764704e-09,4.160623268212418e-10,4.135568416749401e-10,2.5703525379031875e-10,2.498166990625423e-12,8.854687428654357e-12,2.523269303291174e-13,1.852014867264432e-13,1.9469152526838896e-10,3.5998383879360507e-09,1.0900866971198277e-15,1.3649153307338376e-07,8.799713960447796e-16,5.0470785630459345e-11,8.295669168061669e-11,2.3770579345560653e-26,6.995694969404598e-15,3.8336277078427854e-16
8.91667935727243e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352100250822213,0.10988420384222926,0.022237571200937417,2.85051314320028e-07,7.348552138906391e-05,0.00034150947443585474,0.0001347971991219475,1.3617275049417199e-06,3.09109314411781e-08,0.0007602909522807429,7.58979543353828e-14,0.0003216547457161059,6.41531571805102e-11,8.146478187586884e-07,8.184891524717495e-12,1.3055318500394904e-13,0.0001355955149610584,3.941966158229677e-09,0.007868342509280032,0.0008165574291290091,7.516850286762388e-05,1.2612376855039241e-06,4.205913989444546e-09,1.0804890978756041e-09,5.175397877066882e-13,1.0701403453199122e-08,1.764019847137287e-05,6.508570387579482e-07,3.805459382904501e-09,6.63059497763375e-06,4.215831522693465e-06,2.359716853804417e-09,6.229406784885371e-09,4.200613301116086e-10,4.182270498385323e-10,2.597176538808101e-10,2.5243529255753497e-12,9.040159006062943e-12,2.564538933728008e-13,1.875544890789028e-13,1.9960961539333223e-10,3.653638034341346e-09,1.1140959282509919e-15,1.3904551898000347e-07,8.963216730500173e-16,5.173368927365232e-11,8.473381970653149e-11,2.470420796526904e-26,7.123941487281364e-15,3.904306929327887e-16
8.964095163776171e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435183042080313,0.10987815806490142,0.02223471449173671,2.898282690751928e-07,7.455137774647518e-05,0.0003444575939106208,0.00013631042782951831,1.3817290433778816e-06,3.167491952337917e-08,0.0007640702731015837,7.789898927728236e-14,0.000322145453688001,6.521455970834535e-11,8.316042563419382e-07,8.298664115492674e-12,1.3280705848714585e-13,0.00013688951755037214,4.028344004946937e-09,0.007868978088530544,0.0008183325496953778,7.533980194607082e-05,1.2668531837891215e-06,4.226279688147244e-09,1.0856642080537843e-09,5.20073357949196e-13,1.0754187977185176e-08,1.7686804146141877e-05,6.561461957667632e-07,3.857714730496175e-09,6.689191825116056e-06,4.242752214510629e-06,2.37143285710905e-09,6.3659553951393564e-09,4.240676965949719e-10,4.229197987826263e-10,2.6240883317973515e-10,2.550683946857421e-12,9.228278914952278e-12,2.606219907875467e-13,1.8992164604584042e-13,2.046232870718815e-10,3.7079145025596683e-09,1.1385015173176479e-15,1.416313548143049e-07,9.128730776677128e-16,5.3020858114721426e-11,8.653720629427411e-11,2.566879784631638e-26,7.253637474945387e-15,3.9757897316210445e-16
9.011510970279913e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351565710911617,0.10987213686677674,0.022231859705080164,2.946544425344926e-07,7.562570788382784e-05,0.0003474122282838064,0.00013783091354282591,1.401904263257268e-06,3.2453386887988655e-08,0.0007678458536357103,7.994121966144737e-14,0.00032263061621126384,6.628761581421989e-11,8.488010690003952e-07,8.413375692311534e-12,1.3508528138498936e-13,0.00013818584218490605,4.116140188652686e-09,0.007869584696451123,0.0008200854692270444,7.551078186172527e-05,1.2724412280761615e-06,4.246619695502677e-09,1.0908332013907433e-09,5.226049194612894e-13,1.0807156028560547e-08,1.773357697205352e-05,6.614514454237932e-07,3.91034852933025e-09,6.7479219497779855e-06,4.269633662384345e-06,2.3831373839816194e-09,6.504746952382365e-09,4.280812590480411e-10,4.2763505856456825e-10,2.651086832826451e-10,2.5771603566115978e-12,9.419065341874156e-12,2.648313646186706e-13,1.923029115758191e-13,2.097338300005983e-10,3.762668714760435e-09,1.1633077963044197e-15,1.4424919706979735e-07,9.296265429395682e-16,5.433260478671243e-11,8.83670466834109e-11,2.666518462404367e-26,7.38478758407285e-15,4.0480787280322443e-16
9.058926776783654e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435130602918902,0.10986613944215447,0.022229006824415923,2.995299900976194e-07,7.670851417857466e-05,0.00035037334694475544,0.00013935864651712585,1.4222534807357605e-06,3.324651697989954e-08,0.0007716176853161284,8.202524807919098e-14,0.00032311029624786054,6.737238376137754e-11,8.662398883799485e-07,8.52903260071036e-12,1.3738796372156612e-13,0.00013948443500906788,4.205370116612384e-09,0.007870163153404103,0.0008218162803379825,7.568144908536919e-05,1.2780018048792986e-06,4.266933974336863e-09,1.095996070674443e-09,5.251344758367696e-13,1.0860309372732792e-08,1.778051777713192e-05,6.667727661300736e-07,3.963360610891876e-09,6.806784694251044e-06,4.296475488288636e-06,2.3948304071302516e-09,6.64580583102945e-09,4.321018509814236e-10,4.323727992806944e-10,2.678170955324594e-10,2.6037824566090195e-12,9.612536395065398e-12,2.69082156063721e-13,1.9469823894325744e-13,2.1494254310437092e-10,3.8179015777020114e-09,1.1885191185692984e-15,1.4689920058008343e-07,9.465829907489238e-16,5.5669243587981346e-11,9.022353548454327e-11,2.7694221149087665e-26,7.517396392454229e-15,4.121176490890068e-16
9.106342583287395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435105128599618,0.10986016500845233,0.02222615583315554,3.0445506515822994e-07,7.77997987112247e-05,0.00035334091987153707,0.00014089361701886765,1.4427770064345457e-06,3.405449418846836e-08,0.0007753857596772814,8.415168198775789e-14,0.0003235845560732386,6.84689215632473e-11,8.839223389260573e-07,8.645641297551078e-12,1.3971521559805665e-13,0.00014078524240570127,4.296049271280864e-09,0.007870714256561363,0.0008235250757607029,7.58518099716475e-05,1.283534901997739e-06,4.287222487981252e-09,1.1011528088432102e-09,5.276620307284748e-13,1.0913649757830498e-08,1.7827627369415e-05,6.721101360145188e-07,4.016750795484707e-09,6.86577941354729e-06,4.323277325366808e-06,2.406511899599382e-09,6.789156524520428e-09,4.36129306642593e-10,4.371329910617752e-10,2.705339610361633e-10,2.630550548302045e-12,9.808710103175992e-12,2.733745054710165e-13,1.9710758075823693e-13,2.202507345253921e-10,3.873613982788955e-09,1.214139858748908e-15,1.4958151850724618e-07,9.637433317520713e-16,5.7031090466930626e-11,9.210686666458149e-11,2.875677772143674e-26,7.651468404134541e-15,4.195085551616385e-16
9.153758389791136e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435080139394803,0.10985421280555327,0.022223306714676143,3.094298190998775e-07,7.889956326736541e-05,0.00035631491762351774,0.00014243581532431135,1.4634751454607694e-06,3.487750383846531e-08,0.000779150068353744,8.632113370388619e-14,0.00032405345728380797,6.957728697980472e-11,9.018500377702216e-07,8.763208351303549e-12,1.4206714720053724e-13,0.00014208821099698642,4.388193209959438e-09,0.007871238780559288,0.000825211948340734,7.602187076145544e-05,1.2890405084941872e-06,4.307485200265515e-09,1.1063034089834925e-09,5.30187587849085e-13,1.096717891573832e-08,1.7874906538555705e-05,6.774635329539264e-07,4.070518892327578e-09,6.924905474903983e-06,4.350038817763843e-06,2.4181818347653876e-09,6.934823644777753e-09,4.401634610187355e-10,4.4191560406881763e-10,2.7325917068101947e-10,2.6574649328704493e-12,1.0007604414012903e-11,2.777085523383289e-13,1.9953088897606987e-13,2.2565972161159536e-10,3.9298068061293305e-09,1.2401744126624257e-15,1.522963023305025e-07,9.81108465311326e-16,5.8418463006618e-11,9.401723353215265e-11,2.985374232554338e-26,7.78700804956318e-15,4.2698084008065e-16
