Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CO2X(24),CHOX(53),CH4OX(63),acetyl(44),CHO2X(213),C2H4X(222),C2H6X(52),C2H4X(70),CH2(T)(34),CH2O2(186),CH2OX(54),CH2OH(40),S(223),HOCO(73),CHO2(74)
3.9604174547237833e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394803021177,0.10620491476250539,0.020398469199128196,1.0997106148196705e-05,0.0017334359791774587,0.0035650974948519135,0.0021932028399909665,4.124173890271015e-05,1.061511147860154e-05,0.002312669262776695,4.0191106772799165e-11,0.00038097266717333257,2.974239132012442e-09,6.476460751928879e-05,6.255734894641114e-10,1.4654293610493975e-11,0.0004679435119874048,1.093805637437792e-06,0.007651071073920129,0.00033151182127501045,0.00017665620628142382,1.2011421660958226e-06,1.173624035349145e-08,3.1466545919664313e-09,2.2866719228958107e-12,1.7166014312236217e-07,0.00012089017759710945,6.357635054150254e-06,7.852536730017722e-08,7.105095615655913e-05,1.5030686609859202e-05,7.185000297395419e-09,1.7305746786914042e-06,1.4511623008782492e-09,6.8119413287548184e-09,1.0719451291323496e-09,5.794080580505733e-11,7.194986665974289e-10,1.2692589502939229e-11,1.7430802658529437e-12,1.0504495056994157e-07,1.1363994144219023e-07,3.0943494668426793e-13,5.679100184590506e-06,3.3580512745337224e-14,1.8256893851463613e-08,7.3439708468637316e-09,2.6477072053292013e-22,3.207768984525929e-13,1.7838746769250913e-14
3.9646907060163466e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439485522614388,0.10619988967713355,0.020395832225971244,1.1014272912416646e-05,0.0017358215045763638,0.0035715154474720155,0.0021969885339209556,4.130709893173192e-05,1.0645967408017164e-05,0.0023136426515070565,4.0304612577692864e-11,0.00038101280206531474,2.9784724462240767e-09,6.486779334162189e-05,6.268998355428586e-10,1.4700363371100353e-11,0.0004675969380424187,1.097285744176727e-06,0.007650717266526304,0.00033077714528737467,0.00017678084803364791,1.1993262145215545e-06,1.1739662468514514e-08,3.147927257493272e-09,2.2905712396476887e-12,1.7221273035810907e-07,0.00012119419653010551,6.367367759726911e-06,7.863151292973321e-08,7.117953800662164e-05,1.5038181670139522e-05,7.188032956420449e-09,1.7360814942047573e-06,1.4500892601439922e-09,6.823707663765081e-09,1.0712967553041805e-09,5.8070414198094854e-11,7.206458838121041e-10,1.2719849760911586e-11,1.7431073265985032e-12,1.0541058710232821e-07,1.1382112390869334e-07,3.104198258092913e-13,5.6835148396748185e-06,3.360227277313442e-14,1.8310133267300804e-08,7.355490462140706e-09,2.660278694465125e-22,3.2130937695639864e-13,1.786847505845095e-14
3.96896395730891e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394907191763483,0.10619486575871175,0.02039319533891493,1.1031428054848801e-05,0.001738204946195858,0.0035779378520513117,0.002200775357031194,4.137240750377959e-05,1.0676850525392481e-05,0.0023146133958177723,4.041814279023186e-11,0.00038105293790008566,2.9826978758381877e-09,6.497082292043649e-05,6.282247600432297e-10,1.4746484266931665e-11,0.00046724952766208843,1.1007706771346127e-06,0.0076503634943411855,0.0003300442613587617,0.00017690540774589292,1.1975124487557355e-06,1.1743069939210726e-08,3.14919644247929e-09,2.2944788713037825e-12,1.7276663090423674e-07,0.00012149876797062201,6.377102264259016e-06,7.873756794727272e-08,7.130820988648528e-05,1.504565191511871e-05,7.191057367943457e-09,1.7415959485178161e-06,1.4490136149782793e-09,6.8354774969774445e-09,1.070647194814514e-09,5.820013722184876e-11,7.217913640684589e-10,1.2747120438440099e-11,1.743130001723303e-12,1.0577683151446405e-07,1.1400216526415658e-07,3.1140607090118525e-13,5.687904697782141e-06,3.3623879610156125e-14,1.836341996623355e-08,7.366991044423525e-09,2.672885395106765e-22,3.218416200725283e-13,1.7898190402068086e-14
3.972809883472217e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439495375636733,0.10619034523088175,0.020390822215176293,1.104685773077601e-05,0.0017403482603501048,0.003583721815560842,0.0022041844596444797,4.143114104139457e-05,1.070466847091648e-05,0.0023154848082052783,4.052034010670834e-11,0.0003810890608638327,2.9864940113295435e-09,6.506341559216192e-05,6.294159689482449e-10,1.478803654659047e-11,0.00046693614875151473,1.1039112352938594e-06,0.007650045129608614,0.0003293861962657361,0.00017701744134519673,1.195881936414051e-06,1.1746124164551934e-08,3.150335737712697e-09,2.298002862991375e-12,1.7326626500762302e-07,0.0001217733545561161,6.385864849387146e-06,7.883293991378197e-08,7.14240914118753e-05,1.5052353914646935e-05,7.193772297498732e-09,1.7465654760409253e-06,1.4480433248702947e-09,6.84607332642289e-09,1.0700615887004395e-09,5.831698581707815e-11,7.22820807171727e-10,1.2771672899775128e-11,1.743146679441334e-12,1.061069704429452e-07,1.1416498132516413e-07,3.122948571370961e-13,5.691834379513198e-06,3.364319489839618e-14,1.8411418239026252e-08,7.377325258436238e-09,2.684261531561489e-22,3.223204370168273e-13,1.792492310833324e-14
3.976655809635524e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395000127451884,0.10618582565014664,0.02038844916303038,1.1062277964131155e-05,0.001742489883552922,0.0035895093720493274,0.0022075944701330555,4.1489832561528286e-05,1.0732508241669741e-05,0.0023163540851069884,4.062255580999984e-11,0.00038112518441718585,2.990283742109055e-09,6.515588103673426e-05,6.306060120910795e-10,1.4829629785139637e-11,0.00046662210271293693,1.1070556879333696e-06,0.007649726793637837,0.0003287295794348846,0.00017712940849735188,1.194253209347733e-06,1.17491665700967e-08,3.1514722222906675e-09,2.3015336156251617e-12,1.737669642460242e-07,0.00012204838847438923,6.3946288785469864e-06,7.892823834421738e-08,7.154004559694925e-05,1.5059035806747716e-05,7.1964805666912075e-09,1.751541167640724e-06,1.447070957402191e-09,6.856671968193255e-09,1.069475045399436e-09,5.843392700992761e-11,7.238488358637818e-10,1.2796233694618044e-11,1.7431598416974956e-12,1.0643760030025574e-07,1.1432768214032819e-07,3.1318474561670203e-13,5.695743996162013e-06,3.366238631413016e-14,1.8459454469860385e-08,7.387643987429018e-09,2.6956661892328125e-22,3.2279906217746783e-13,1.7951645264680642e-14
3.980501735798831e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395046305186303,0.10618130701737527,0.020386076183349193,1.1077688741478672e-05,0.0017446298143734894,0.0035953005153010935,0.002211005385305895,4.154848190533706e-05,1.0760369744364532e-05,0.002317221229601491,4.0724789245952624e-11,0.0003811613084781231,2.994067059728586e-09,6.524821894011999e-05,6.317948827721632e-10,1.4871263763920536e-11,0.0004663073944466767,1.1102040280496274e-06,0.007649408486543221,0.0003280744092804903,0.0001772413092057275,1.1926262744478583e-06,1.175219717579004e-08,3.152605900281005e-09,2.305071141404703e-12,1.742687292524292e-07,0.00012232386962724508,6.4033943455508735e-06,7.902346317345973e-08,7.165607231629501e-05,1.506569758833767e-05,7.199182185056808e-09,1.7565230122350771e-06,1.4460965277827155e-09,6.867273412273373e-09,1.0688875762071174e-09,5.855096068059928e-11,7.248754466404752e-10,1.2820802772755288e-11,1.7431695060140979e-12,1.0676872039485533e-07,1.1449026726421604e-07,3.1407573435172905e-13,5.699633557803645e-06,3.3681453959982606e-14,1.850752849714168e-08,7.397947199463948e-09,2.7070993678203464e-22,3.2327749503133097e-13,1.7978356841199616e-14
3.984347661962138e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395092289741295,0.10617678933342704,0.020383703277001647,1.1093090049551465e-05,0.0017467680514019026,0.0036010952390963533,0.002214417201979264,4.160708891458143e-05,1.0788252885738106e-05,0.002318086244768892,4.082703976115022e-11,0.0003811974329648958,2.9978439558464394e-09,6.534042899038358e-05,6.329825743343823e-10,1.4912938263988366e-11,0.00046599202884105084,1.113356248630763e-06,0.007649090208438747,0.00032742068420428706,0.00017735314347425932,1.1910011385365793e-06,1.1755216001576133e-08,3.1537367757529785e-09,2.308615452502512e-12,1.747715606545649e-07,0.0001225997979137722,6.412161244229064e-06,7.91186143372917e-08,7.177217144441101e-05,1.5072339256491945e-05,7.2018771621366804e-09,1.7615109987286155e-06,1.4451200511835417e-09,6.877877648671041e-09,1.068299192370527e-09,5.866808670938713e-11,7.259006360210338e-10,1.284538008407219e-11,1.7431756898594285e-12,1.0710033003336094e-07,1.1465273625307281e-07,3.149678213515285e-13,5.703503074753958e-06,3.370039793997009e-14,1.8555640159315683e-08,7.408234862865774e-09,2.7185610668636108e-22,3.2375573505982844e-13,1.8005057808235437e-14
3.988193588125445e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439513808128904,0.10617227259915199,0.02038133044485351,1.110848187525021e-05,0.0017489045932490878,0.0036068935372113023,0.002217829916976716,4.166565343162595e-05,1.0816157572553819e-05,0.0023189491336907857,4.092930670292413e-11,0.00038123355779602934,3.0016144222270822e-09,6.543251087768486e-05,6.341690801630967e-10,1.495465306611769e-11,0.0004656760107723367,1.1165123426566647e-06,0.007648771959437999,0.00032676840259557424,0.0001774649113074473,1.1893778083667856e-06,1.1758223067398134e-08,3.1548648527772977e-09,2.3121665610651194e-12,1.7527545907510584e-07,0.00012287617323034877,6.420929568429669e-06,7.921369177237611e-08,7.188834285570813e-05,1.5078960808444113e-05,7.204565507477079e-09,1.7665051160129112e-06,1.4441415427391532e-09,6.88848466741692e-09,1.06770990508802e-09,5.878530497676772e-11,7.269244005480225e-10,1.286996557855337e-11,1.7431784106700561e-12,1.0743242852056084e-07,1.1481508866482181e-07,3.1586100462310694e-13,5.707352557568532e-06,3.371921835949321e-14,1.8603789294869693e-08,7.418506946221391e-09,2.7300512857427005e-22,3.2423378174891985e-13,1.8031748136388914e-14
3.992039514288752e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439518368000323,0.10616775681539077,0.02037895768776748,1.1123864205642598e-05,0.0017510394385467172,0.0036126954034182133,0.002221243527129096,4.1724175299439294e-05,1.0844083711602223e-05,0.0023198098994502278,4.1031589419364485e-11,0.00038126968289032496,3.0053784507408574e-09,6.552446429427649e-05,6.353543936861593e-10,1.4996407950808054e-11,0.0004653593451047385,1.1196723030990917e-06,0.007648453739654173,0.00032611756283132875,0.00017757661271035116,1.187756290624495e-06,1.1761218393198064e-08,3.1559901354260856e-09,2.315724479214293e-12,1.7578042513166638e-07,0.00012315299547064758,6.429699312018655e-06,7.930869541624241e-08,7.200458642451168e-05,1.5085562241586073e-05,7.2072472306293035e-09,1.771505352966658e-06,1.443161017546746e-09,6.899094458564616e-09,1.067119725508957e-09,5.890261536340339e-11,7.279467367873214e-10,1.2894559206282986e-11,1.7431776858580058e-12,1.0776501515942862e-07,1.1497732405906437e-07,3.1675528217115973e-13,5.711182017041571e-06,3.3737915325329266e-14,1.8651975742334767e-08,7.428763418379303e-09,2.741570023678851e-22,3.2471163458911984e-13,1.805842779651556e-14
3.995885440452059e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395229086059035,0.10616324198297473,0.020376585006603158,1.1139237027962612e-05,0.001753172585947122,0.0036185008314855256,0.0022246580292745303,4.1782654361594214e-05,1.0872031209702212e-05,0.0023206685451317064,4.1133887259330634e-11,0.0003813058081668615,3.0091360333637036e-09,6.56162889345009e-05,6.365385083739285e-10,1.5038202698289546e-11,0.00046504203669035413,1.122836122921787e-06,0.007648135549200069,0.00032546816327632045,0.00017768824768858802,1.1861365919283077e-06,1.1764201998916655e-08,3.15711262777284e-09,2.319289219045983e-12,1.7628645943680474e-07,0.0001234302645256407,6.438470468879799e-06,7.940362520728855e-08,7.212090202506314e-05,1.5092143553467935e-05,7.209922341149591e-09,1.7765116984558472e-06,1.4421784906661188e-09,6.909707012190641e-09,1.066528664733865e-09,5.902001775014249e-11,7.289676413280908e-10,1.2919160917444941e-11,1.7431735328056682e-12,1.0809808925113717e-07,1.1513944199707992e-07,3.176506519981014e-13,5.71499146420481e-06,3.3756488945624986e-14,1.8700199340287638e-08,7.439004248449091e-09,2.753117279735016e-22,3.2518929307547227e-13,1.808509675972472e-14
3.999731366615366e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439527429963313,0.1061587281027259,0.020374212402217044,1.1154600329609766e-05,0.0017553040341232113,0.003624309815177934,0.0022280734202584293,4.1841090462267446e-05,1.089999997370212e-05,0.00232152507382112,4.123619957246177e-11,0.0003813419335449958,3.012887162176865e-09,6.570798449478767e-05,6.377214177392834e-10,1.5080037088528314e-11,0.00046472409036914215,1.1260037950805895e-06,0.007647817388188089,0.00032482020228322465,0.0001777998162483298,1.1845187188296743e-06,1.1767173904493195e-08,3.1582323338924183e-09,2.322860792630748e-12,1.7679356259802034e-07,0.00012370798028360486,6.447243032914654e-06,7.949848108477634e-08,7.223728953152211e-05,1.5098704741797888e-05,7.212590848599068e-09,1.7815241413339476e-06,1.4411939771195722e-09,6.920322318394412e-09,1.0659367338144758e-09,5.913751201802008e-11,7.299871107827448e-10,1.2943770662323098e-11,1.7431659688669526e-12,1.0843165009507257e-07,1.15301442041826e-07,3.1854711210409945e-13,5.718780910326423e-06,3.377493932988914e-14,1.8748459927352626e-08,7.4492294058008544e-09,2.764693052816434e-22,3.2566675670753484e-13,1.811175499737863e-14
4.003577292778673e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395319320903637,0.10615421517545709,0.020371839875462545,1.1169954098148414e-05,0.0017574337817683795,0.0036301223482564835,0.002231489696933483,4.189948344623975e-05,1.092798991048082e-05,0.002322379488605745,4.133852570918726e-11,0.0003813780589443654,3.0166318293666136e-09,6.579955067365056e-05,6.389031153376344e-10,1.5121910901232134e-11,0.00046440551096888904,1.129175312523544e-06,0.0076474992567302485,0.0003241736781927361,0.00017791131839630048,1.1829026778132721e-06,1.177013412986539e-08,3.159349257860988e-09,2.3264392120134905e-12,1.7730173521775356e-07,0.0001239861426301266,6.45601699804251e-06,7.959326298882773e-08,7.235374881796814e-05,1.5105245804442112e-05,7.215252762543629e-09,1.786542670442079e-06,1.4402074918918062e-09,6.93094036729824e-09,1.0653439437536568e-09,5.925509804825881e-11,7.310051417869139e-10,1.2968388391301488e-11,1.7431550113672355e-12,1.0876569698884808e-07,1.154633237579381e-07,3.194446604871044e-13,5.7225503669099385e-06,3.379326658898524e-14,1.8796757342203648e-08,7.459438860064673e-09,2.776297341671214e-22,3.2614402498936607e-13,1.8138402481091638e-14
4.011269145105287e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439540878725361,0.10614519218306433,0.020367095058246697,1.1200632986977212e-05,0.0017616881703414798,0.003641758037598465,0.002238324894804204,4.201613944622405e-05,1.0984032930049375e-05,0.002324081988816484,4.154321685915277e-11,0.00038145030948676497,3.024101748144338e-09,6.598229369156401e-05,6.4126284966768e-10,1.520577591160745e-11,0.00046376647218135766,1.1355298550157937e-06,0.007646863082923048,0.0003228849340231266,0.0001781341234865686,1.1796761176331203e-06,1.1776019619738813e-08,3.161574775656198e-09,2.3336166362240274e-12,1.7832129121723907e-07,0.00012454380661776793,6.4735691073429e-06,7.978260464139317e-08,7.25868822267502e-05,1.5118267544927158e-05,7.220556848204965e-09,1.7965979426522345e-06,1.438228666142809e-09,6.952184653809801e-09,1.0641558299750216e-09,5.949054492165255e-11,7.330368751022341e-10,1.3017647603597211e-11,1.7431229848387092e-12,1.0943524610759141e-07,1.1578673047119224e-07,3.212430140650459e-13,5.730029358646906e-06,3.382955218185704e-14,1.889346201021864e-08,7.479810539145385e-09,2.7995914609110663e-22,3.270979735409629e-13,1.8191665074407196e-14
4.018960997431901e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44395497486562807,0.10613617301211425,0.020362350561721435,1.123127359823212e-05,0.0017659357416201528,0.0036534078495302187,0.0022451635978537146,4.213262113187049e-05,1.1040159524091346e-05,0.002325776070488734,4.1747955528862894e-11,0.00038152255915680286,3.03154572927651e-09,6.616451561792685e-05,6.436176606583204e-10,1.5289795962120684e-11,0.000463124958705415,1.1418996938312634e-06,0.007646227028666645,0.00032160191725769463,0.0001783566630241224,1.1764569619378183e-06,1.1781858628001495e-08,3.163789213793053e-09,2.340821587521663e-12,1.7934513215359958e-07,0.00012510325551964963,6.491126748488805e-06,7.997164970304817e-08,7.28203012425148e-05,1.5131208761007014e-05,7.2258346747531274e-09,1.806677425575009e-06,1.436242132540914e-09,6.973439793161502e-09,1.0629644104443031e-09,5.972635742388358e-11,7.350628148222876e-10,1.3066938159415525e-11,1.7430775912300156e-12,1.1010673095334447e-07,1.1610965868748405e-07,3.230456966724055e-13,5.737428536109154e-06,3.3865346637964584e-14,1.8990312054787712e-08,7.50011904791043e-09,2.822999624318641e-22,3.280511348520933e-13,1.824488431759357e-14
4.026652849758515e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439558542030774,0.10612715766877817,0.020357606392603565,1.1261875838286281e-05,0.0017701764858805127,0.003665071734017833,0.0022520057811653304,4.2248927283162106e-05,1.10963689488487e-05,0.0023274617583676827,4.195273655125956e-11,0.00038159480732177987,3.0389637140045218e-09,6.63462141155855e-05,6.45967498284781e-10,1.537396928169688e-11,0.0004624810087219668,1.148284772285084e-06,0.007645591094842866,0.00032032461420211097,0.00017857893708235088,1.1732452602236418e-06,1.1787651314083502e-08,3.1659926049252697e-09,2.348054161335732e-12,1.803732626642247e-07,0.00012566448832415249,6.508689873469695e-06,8.016039772541381e-08,7.305400485520459e-05,1.5144069441284746e-05,7.231086318878678e-09,1.8167810295127633e-06,1.4342480095999931e-09,6.994705707155354e-09,1.0617697714269643e-09,5.996253461155884e-11,7.37082934864757e-10,1.3116259665455463e-11,1.7430189680661874e-12,1.107801458446075e-07,1.1643210498429712e-07,3.248526922162202e-13,5.744747999685439e-06,3.390065089223846e-14,1.9087306187280982e-08,7.520364152703034e-09,2.846521816280845e-22,3.2900350511554215e-13,1.829805999254933e-14
4.042036554411743e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439575899712223,0.10610913848890582,0.02034811906321303,1.1322964843094076e-05,0.0017786374560463554,0.0036884415202786945,0.0022657004894889887,4.248100815089286e-05,1.1209033318475568e-05,0.0023308080518231783,4.236240505435422e-11,0.00038173929662876536,3.0537214674657446e-09,6.670803164139347e-05,6.506520567511688e-10,1.5542768625892786e-11,0.00046118595096676136,1.1611004208013597e-06,0.007644319591988658,0.00031778709354168236,0.0001790226890971596,1.1668444115024977e-06,1.17990983572259e-08,3.1703663768804873e-09,2.362602556142825e-12,1.8244241055317167e-07,0.00012679230138210265,6.543832384295396e-06,8.053700092591943e-08,7.352226182566512e-05,1.5169549161412972e-05,7.241511366963028e-09,1.8370602407442789e-06,1.4302374666991204e-09,7.037269548104814e-09,1.0593711760917796e-09,6.043597928503455e-11,7.411056134284215e-10,1.3214993963111265e-11,1.742862580683197e-12,1.1213274290293317e-07,1.1707553826359426e-07,3.284795575801284e-13,5.759148205000314e-06,3.3969792639630017e-14,1.928172156645549e-08,7.560663236254138e-09,2.8939082111424416e-22,3.3090585762219997e-13,1.8404279785074533e-14
4.057420259064971e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439592952994923,0.106091134689921,0.020338633122835504,1.1383899303293733e-05,0.0017870710093922874,0.003711866995164262,0.002279408822763538,4.271237248235416e-05,1.1322020101335897e-05,0.002334121067519626,4.277218131037469e-11,0.0003818837724386736,3.0683745713337954e-09,6.706772823124562e-05,6.553161384883247e-10,1.571215970667098e-11,0.0004598816003923002,1.1739763448668163e-06,0.007643048581287456,0.00031527225893045576,0.00017946538028796547,1.1604739466660344e-06,1.1810362023743851e-08,3.1746963530972296e-09,2.3772625756969104e-12,1.8452877036485651e-07,0.00012792723685144214,6.578996261324486e-06,8.091241092303362e-08,7.399164503662523e-05,1.5194706664335193e-05,7.2518326073000515e-09,1.8574348552495943e-06,1.4261979732803722e-09,7.079875558378728e-09,1.0569607184921802e-09,6.091087145669036e-11,7.451047094823786e-10,1.331384738269985e-11,1.7426549127830612e-12,1.134929912978252e-07,1.1771700346554759e-07,3.321234807820547e-13,5.773230850268468e-06,3.4036985318680267e-14,1.9476697859278263e-08,7.60070600232813e-09,2.9417504717557993e-22,3.32805002002627e-13,1.851032278561821e-14
4.072803963718199e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439609703138069,0.10607314631601088,0.0203291486234583,1.1444678560716984e-05,0.0017954770794558984,0.0037353477567956,0.002293130585830788,4.29430108648094e-05,1.1435323370943134e-05,0.002337401004065427,4.318202449462958e-11,0.00038202822985762666,3.0829226143898047e-09,6.742528637157485e-05,6.59959367807325e-10,1.5882128237239392e-11,0.0004585682552686081,1.1869120871250101e-06,0.007641778069563727,0.00031277999452848887,0.00017990701154468807,1.1541342245589947e-06,1.1821443587373997e-08,3.1789827953947296e-09,2.3920349682681423e-12,1.866323762864653e-07,0.0001290692851205351,6.614181130493521e-06,8.12866246070626e-08,7.446214637167127e-05,1.5219541949056913e-05,7.262050655695364e-09,1.8779041493029839e-06,1.4221304552727758e-09,7.122523125529252e-09,1.0545390606935137e-09,6.138720369122417e-11,7.490800275561672e-10,1.3412816836584185e-11,1.7423970460272e-12,1.1486084463312124e-07,1.1835647417560349e-07,3.3578433197561045e-13,5.786996868032802e-06,3.4102237148311286e-14,1.9672224795726703e-08,7.640490728252332e-09,2.9900483859426274e-22,3.3470091030059415e-13,1.8616187389614207e-14
4.0881876683714273e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439626151433678,0.10605517340910503,0.020319665616301608,1.1505301996385484e-05,0.001803855604672497,0.00375888340272001,0.0023068655853817283,4.317291403968728e-05,1.1548937212974065e-05,0.002340648060313909,4.3591894025691573e-11,0.00038217266406789216,3.0973652110759994e-09,6.778068906960424e-05,6.645813798962549e-10,1.6052659887088085e-11,0.00045724621063248554,1.199907188670324e-06,0.007640508063538932,0.000310310181876708,0.0001803475838873872,1.1478255879309974e-06,1.1832344320869716e-08,3.1832259658051678e-09,2.4069204752775957e-12,1.8875326121322857e-07,0.0001302184359126018,6.649386622133211e-06,8.165963907512557e-08,7.493375770129469e-05,1.5244055054379626e-05,7.272166128832646e-09,1.8984673967234638e-06,1.4180358286099896e-09,7.1652116429273035e-09,1.0521068523322887e-09,6.18649686040234e-11,7.530313779822459e-10,1.3511899263527886e-11,1.7420900533287726e-12,1.1623625611522721e-07,1.1899392440781599e-07,3.394619808738813e-13,5.800447246567962e-06,3.416555666420661e-14,1.9868292126067484e-08,7.680015755538642e-09,3.0388017036894746e-22,3.3659355564526955e-13,1.8721872053377275e-14
4.1035713730246553e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439642299205476,0.10603721600890498,0.020310184151824628,1.1565769029764257e-05,0.001812206528288796,0.0037824735299980383,0.0023206136299518086,4.34020729023895e-05,1.1662855726303258e-05,0.002343862435336737,4.400174957504643e-11,0.00038231707032875987,3.1117020011764743e-09,6.813391984983566e-05,6.691818208013884e-10,1.6223740287494393e-11,0.0004559157582626226,1.212961189156e-06,0.007639238569831142,0.00030786270000451735,0.00018078709846344924,1.1415483636949626e-06,1.1843065495860815e-08,3.1874261265429942e-09,2.4219198312330787e-12,1.908914567506187e-07,0.0001313746782923192,6.684612370930029e-06,8.203145162778995e-08,7.540647088467682e-05,1.5268246058698167e-05,7.2821796441888565e-09,1.9191238690457995e-06,1.413914999151713e-09,7.207940509748322e-09,1.0496647306511663e-09,6.23441588617235e-11,7.569585768571082e-10,1.3611091628856941e-11,1.7417349985506295e-12,1.176191785670145e-07,1.196293286043815e-07,3.4315629678016923e-13,5.813583028743641e-06,3.422695271130532e-14,2.0064889622667458e-08,7.719279489256607e-09,3.088010137753769e-22,3.3848291223449396e-13,1.8827375293182626e-14
4.1189550776778834e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439658147807764,0.10601927415291341,0.020300704279731848,1.1626079118017488e-05,0.0018205297982769127,0.003806117735289184,0.0023343745299158236,4.3630478502068596e-05,1.1777073024017217e-05,0.002347044328397546,4.44115510765077e-11,0.0003824614439773298,3.1259326494932913e-09,6.848496275042271e-05,6.737603474023629e-10,1.6395355036981714e-11,0.00045457718665640085,1.22607362690079e-06,0.0076379695949547,0.0003054374255356747,0.00018122555654477533,1.1353028631871514e-06,1.1853608382715028e-08,3.191583539974461e-09,2.4370337636688453e-12,1.930469932171351e-07,0.0001325380006726847,6.71985801588689e-06,8.240205976571192e-08,7.588027777144736e-05,1.529211507978274e-05,7.29209181995011e-09,1.939872835689333e-06,1.4097688626103449e-09,7.250709130956666e-09,1.0472133205402013e-09,6.282476718272195e-11,7.608614460010968e-10,1.371039092461064e-11,1.7413329362169785e-12,1.1900956444162598e-07,1.2026266163508859e-07,3.4686714861833816e-13,5.826405310886235e-06,3.428643443630743e-14,2.0262007081769883e-08,7.75828039739428e-09,3.1376733642721e-22,3.403689553180137e-13,1.893269568434255e-14
4.1343387823311115e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439673698624331,0.10600134787646356,0.020291226048979424,1.1686231755267153e-05,0.0018288253672486992,0.003829815614936269,0.0023481480974823885,4.3858122041376556e-05,1.1891583234408342e-05,0.0023501939389258025,4.482125873539872e-11,0.0003826057804292134,3.1400568455181227e-09,6.88338023194337e-05,6.783166273811471e-10,1.656748970672947e-11,0.0004532307810083482,1.2392440389942166e-06,0.007636701145319904,0.0003030342327924429,0.00018166295952497073,1.1290893824291373e-06,1.1863974250401253e-08,3.195698468587373e-09,2.4522629930886358e-12,1.952198996476113e-07,0.00013370839082213265,6.755123200283839e-06,8.277146118628383e-08,7.635517020341657e-05,1.5315662274546396e-05,7.301903274928306e-09,1.960713564124605e-06,1.4055983044827989e-09,7.293516917288789e-09,1.0447532345847162e-09,6.330678633765346e-11,7.647398129169854e-10,1.3809794169681665e-11,1.7408849112397449e-12,1.2040736583618772e-07,1.2089389879668547e-07,3.505944049627673e-13,5.838915241639462e-06,3.434401128019383e-14,2.04596343252357e-08,7.797017010207712e-09,3.1877910233708066e-22,3.4225166118069583e-13,1.9037831860281525e-14
4.1497224869843395e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439688953067361,0.1059834372127489,0.02028174950778177,1.1746226471854732e-05,0.0018370931923704556,0.0038535667650484405,0.0023619341466880263,4.408499487618398e-05,1.2006380501948243e-05,0.0023533114664908935,4.5230833037494376e-11,0.0003827500751791495,3.154074303099788e-09,6.918042361100456e-05,6.828503391849794e-10,1.6740129845930443e-11,0.00045187682319027206,1.2524719614003968e-06,0.007635433227232753,0.00030065299389796273,0.00018209930891653292,1.1229082023909578e-06,1.1874164366354588e-08,3.199771174961064e-09,2.467608232912307e-12,1.974102037970739e-07,0.00013488583587190048,6.790407571638156e-06,8.313965378028997e-08,7.683114001627942e-05,1.5338887838797857e-05,7.3116146284784165e-09,1.981645320037711e-06,1.4014041999875381e-09,7.336363285235094e-09,1.0422850731189547e-09,6.379020914982352e-11,7.685935107473197e-10,1.3909298409945578e-11,1.740391958658662e-12,1.2181253450541967e-07,1.215230158121631e-07,3.54337934067892e-13,5.851114020824374e-06,3.4399692970763725e-14,2.065776120224841e-08,7.835487919559286e-09,3.2383627197779764e-22,3.4413100712572213e-13,1.9142782511609633e-14
