Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CH3X(55),C2H4X(215),C2H4X(70)
5.9605200431059904e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999694,0.1186699660299624,0.022821567693054243,0.0,2.1375395744856748e-54,1.770306347838654e-30,3.027681475813672e-72,8.899663195750454e-46,2.3315206931123498e-110,5.2606316163438025e-17,1.0612387388553095e-89,5.2606316163429816e-17,6.481928598029015e-61,4.487747004134517e-59,3.238687974578669e-93,3.755251317637026e-94,2.7550733072437058e-43,3.0837055272862543e-71,2.872975343858981e-15,8.506369370489945e-17,3.40538490172661e-19,5.369787106881854e-32,1.9883402417382607e-31,3.4053848950132684e-19,1.0688886663306773e-45,3.331748976977566e-28,6.09769554118979e-34,1.05586770735938e-38,6.151339011239175e-64,6.913333910631986e-44,1.5847489007088142e-61,5.703634329418074e-87,4.071652250527428e-90,1.7888345637498666e-31,1.474909763938949e-75,2.858298270613445e-85
1.1926218644025279e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799994,0.11866996602995947,0.022821567693054202,0.0,3.4228487147422143e-53,7.085838984462069e-30,1.9694090771309307e-70,7.126948500726699e-45,6.065885001771608e-108,1.0525833720625788e-16,6.802425427172737e-88,1.0525833720622506e-16,1.0382350712251116e-59,7.188751415255172e-58,4.213124036944773e-91,4.8851077079004636e-92,2.2057338455527013e-42,1.4999114547211663e-69,5.748446756651292e-15,1.7020129157461456e-16,6.813728441729204e-19,2.149314246778488e-31,7.958542726626496e-31,6.813728414858316e-19,8.557608603561661e-45,1.333565427278104e-27,4.881854442597946e-33,8.583895931634603e-38,2.000816314048008e-62,5.53487076181946e-43,5.077447459025816e-60,7.419707937602969e-85,5.29953125362425e-88,7.160000085818227e-31,9.45124593085166e-74,2.7769733588415876e-83
2.3857615845863856e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998806,0.11866996602995361,0.022821567693054115,0.0,5.478787346279584e-52,2.8352586003588156e-29,1.298690747409517e-68,5.704447388854119e-44,1.599763555666347e-105,2.1056237929191074e-16,4.356914502063073e-86,2.1056237929177944e-16,1.662077824122399e-58,1.150869157689324e-56,5.5559523438918075e-89,6.442114063472695e-90,1.765257439569573e-41,8.081144089072855e-68,1.1499389582231747e-14,3.404764873140394e-16,1.3630415541953373e-18,8.60005657550845e-31,3.184453735211138e-30,1.3630415434434634e-18,6.848687670348214e-44,5.335979213419266e-27,3.9069518030528437e-32,7.0786583475952295e-37,6.598408540435662e-61,4.42957881822029e-42,1.6257793311132524e-58,9.784554948033709e-83,6.991631183396679e-86,2.8649326622493634e-30,6.052566236825328e-72,2.9892961822161533e-81
4.772041024954101e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997623,0.1186699660299419,0.022821567693053945,0.0,8.767843638515374e-51,1.1342880877438495e-28,8.794098240075194e-67,4.564713627981532e-43,4.3318340390899637e-103,4.2117046346326904e-16,2.7895016788721753e-84,4.2117046346274376e-16,2.660046091762151e-57,1.841925960956357e-55,7.522939205059958e-87,8.722830833491672e-88,1.4124741489107976e-40,4.685645776022889e-66,2.3001275233376008e-14,6.810268787928672e-16,2.7263789823278697e-18,3.4405826138068946e-30,1.27398885034987e-29,2.7263789393132174e-18,5.479990620245738e-43,2.1347235050000565e-26,3.12613032657514e-31,5.99835427575006e-36,2.2349598579530667e-59,3.544336140162412e-41,5.204057886264833e-57,1.3248603882111164e-80,9.471731176859443e-84,1.1461596138880214e-29,3.8748264293030276e-70,3.464224032539577e-79
9.544599905689531e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995253,0.11866996602991847,0.022821567693053605,0.0,1.4029976843159515e-49,4.537521832380192e-28,6.243423962081168e-65,3.652233244587907e-42,1.2295336719514934e-100,8.423866318061962e-16,1.7856255985870418e-82,8.423866318040949e-16,4.256651085870684e-56,2.9475098171940377e-54,1.067825338305167e-84,1.2381410400486354e-85,1.1300866010070926e-39,2.8431049453371085e-64,4.6005046535597894e-14,1.3621276617504365e-15,5.453053870944548e-18,1.3763450391481725e-29,5.0963701260094e-29,5.453053698870686e-18,4.384408648861383e-42,8.539463865241998e-26,2.5011021733126083e-30,5.334140940284954e-35,7.939112126068252e-58,2.835738268368037e-40,1.665529363433153e-55,1.8805408960856041e-78,1.3454437353953327e-81,4.5850115547567323e-29,2.480239142038982e-68,4.2023329344799164e-77
1.9089717667160392e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999051,0.11866996602987162,0.022821567693052925,0.0,2.244910379278161e-48,1.8150827597826075e-27,4.7824588422579424e-63,2.9219715422391767e-41,3.7643673253177314e-98,1.684818968492893e-15,1.142910642315915e-80,1.6848189684844864e-15,6.811103636044976e-55,4.71635823959517e-53,1.6350602048035654e-82,1.8958485659864128e-83,9.041121822733063e-39,1.7697101491961314e-62,9.201258913977522e-14,2.7243292276652277e-15,1.0906403777590923e-17,5.505604063246242e-29,2.0386309843142783e-28,1.0906403089257461e-17,3.507693252425925e-41,3.4158244488746556e-25,2.0009134436401438e-29,5.123519678358075e-34,3.0438557528210684e-56,2.26869851212421e-39,5.329938859817605e-54,2.879494832985991e-76,2.0623558393473488e-79,1.8340792241258182e-28,1.5874283517741722e-66,5.230435914310489e-75
3.8179953190102114e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981036,0.1186699660297779,0.02282156769305156,0.0,3.5919476068957905e-47,7.260480118682468e-27,4.06737515272432e-61,2.3376512121148197e-40,1.2793540626531326e-95,3.369683641869655e-15,7.314980948513252e-79,3.369683641836028e-15,1.0898135332207816e-53,7.546446837177195e-52,2.779352248714441e-80,3.2226525527782643e-81,7.233068851425118e-38,1.1166011647949601e-60,1.8402767434706391e-13,5.4487323594934236e-15,2.1813104108588174e-17,2.2022863365679057e-28,8.154689696311689e-28,2.1813101355118405e-17,2.8062209184582216e-40,1.3662775093703324e-24,1.600667501256331e-28,5.468426732626651e-33,1.2960665609772926e-54,1.815002208491563e-38,1.7055399589510096e-52,4.894700644801712e-74,3.51033707066667e-77,7.336465941406824e-28,1.0159311646045485e-64,6.599570417439129e-73
7.636042423598555e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962085,0.11866996602959048,0.022821567693048838,0.0,5.747188107271723e-46,2.9042226820987494e-26,3.891258395393309e-59,1.8701505573738286e-39,4.89101593561088e-93,6.739412988636654e-15,4.68170070333437e-77,6.739412988502146e-15,1.7437312092286583e-52,1.2074532641215323e-50,5.314521735109951e-78,6.162175677896935e-79,5.786523291806276e-37,7.094349342879678e-59,3.680578447573777e-13,1.089753862314427e-14,4.3626506841820486e-17,8.809234202736624e-28,3.261908941254954e-27,4.362649582719009e-17,2.2450029119759317e-39,5.4645251796889956e-24,1.2803872240523548e-27,6.565638880679159e-32,6.207925385334521e-53,1.4520195083412618e-37,5.457153363491276e-51,9.35937201644132e-72,6.72117592605514e-75,2.9346160560492643e-27,6.501283424057622e-63,8.385617586172189e-71
1.5272136632775244e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992418,0.11866996602921565,0.022821567693043388,0.0,9.195555753272756e-45,1.1616958543022402e-25,4.138597887090508e-57,1.496132274503799e-38,2.079112625837965e-90,1.3478871682224554e-14,2.9963245583122353e-75,1.3478871681686521e-14,2.7899935618726837e-51,1.931942246651038e-49,1.1298680991494614e-75,1.3100794195100125e-76,4.629245361821532e-36,4.522940523477798e-57,7.361181855609508e-13,2.1795151150423773e-14,8.725332059659908e-17,3.523710998970741e-27,1.3047701175767892e-26,8.725327653273404e-17,1.7960122409307022e-38,2.185308993025218e-23,1.0240567808771117e-26,8.756628948266662e-31,3.30476314889298e-51,1.161623313993559e-36,1.7458710408401322e-49,1.9898036619273584e-69,1.4304418192743083e-72,1.173852254535689e-26,4.159834157364164e-61,1.0692017353956327e-68
3.054432505112862e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984837,0.11866996602846595,0.02282156769303249,0.0,1.4712924173753002e-43,4.646802212244056e-25,4.7568468265798324e-55,1.1969105405696192e-37,9.553746338163026e-88,2.6957789069615956e-14,1.917659247516588e-73,2.6957789067463817e-14,4.464008543281145e-50,3.091119958722652e-48,2.5963912770261074e-73,3.0105094686212097e-74,3.703406091127754e-35,2.888031792026118e-55,1.4722388670998782e-12,4.3590376204894026e-14,1.745069812862119e-16,1.4094875003743875e-26,5.219092980480177e-26,1.7450680498943684e-16,1.4368128619318865e-37,8.73716330586948e-23,8.188336001329929e-26,1.2607763765038942e-29,1.9005704203626073e-49,9.293027104569772e-36,5.584032904289347e-48,4.572487566877538e-67,3.289414495969381e-70,4.695419851938452e-26,2.6609919244730555e-59,1.3654060716848163e-66
6.108870188783538e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679696753,0.11866996602696658,0.022821567693010695,0.0,2.3540678310632997e-42,1.8587288231737753e-24,5.738881908922632e-53,9.575303040565514e-37,4.609001514487464e-85,5.391562384526118e-14,1.2273055767244824e-71,5.39156238366526e-14,7.142428560760084e-49,4.9457978085e-47,6.263517118012412e-71,7.262532390321441e-72,2.962727370032729e-34,1.8448469121273167e-53,2.9444802299048605e-12,8.71808263134795e-14,3.49014435600094e-16,5.637953300704637e-26,2.087639236624943e-25,3.490137300854026e-16,1.1494500846394387e-36,3.491598136528923e-22,6.544059006322842e-25,1.9036992966403316e-28,1.146944310227954e-47,7.434453518795061e-35,1.7851170568610225e-46,1.1030634297133092e-64,7.938554583139408e-68,1.8781694431674143e-25,1.7013579887116266e-57,1.7443822696236826e-64
1.2217745556124889e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767939352,0.11866996602396783,0.022821567692967105,0.0,3.7664994308495e-41,7.434964501334034e-24,7.11183265404025e-51,7.660249650233414e-36,2.284279290534786e-82,1.0783129340000131e-13,7.854766996227329e-70,1.0783129336556695e-13,1.1427897021794437e-47,7.91326833972225e-46,1.5522246976349047e-68,1.7998002922760444e-69,2.370180617224225e-33,1.1778416485115014e-51,5.888962954423331e-12,1.7436172652923048e-13,6.980298776783724e-16,2.255179658243247e-25,8.350557374534473e-25,6.980270530083734e-16,9.19557693629825e-36,1.394029683229368e-21,5.224687240839974e-24,2.950888828475512e-27,7.108248652392561e-46,5.947600432269603e-34,5.70103285945094e-45,2.733609398721756e-62,1.9677111188020172e-65,7.512675462506462e-25,1.0867242453408886e-55,2.227336556444656e-62
2.443549629080759e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678787047,0.11866996601797034,0.022821567692879925,0.0,6.0263627883646726e-40,2.9740221455932283e-23,8.927949338347116e-49,6.128202177494995e-35,1.1469528124259179e-79,2.1566263252328016e-13,5.027053981415052e-68,2.1566263238554277e-13,1.8284642410885747e-46,1.2661181689665535e-44,3.897016420351597e-66,4.518578116136122e-67,1.8961403380636433e-32,7.506862211991522e-50,1.1777928399094294e-11,3.4872352695505225e-13,1.3960629092596295e-15,9.02069673413247e-25,3.340220106759409e-24,1.396051589784861e-15,7.356415379256597e-35,5.5553457176017836e-21,4.1629362892494266e-23,4.632051782027242e-26,4.462191392217159e-44,4.758134971158315e-33,1.8171056421782556e-43,6.862990682340861e-60,4.940360970190547e-63,3.0050654710233938e-24,6.927707968049468e-54,2.838996971042656e-60
4.8870997760172994e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276775741,0.11866996600597535,0.022821567692705564,0.0,9.642058552203869e-39,1.1896370734134915e-22,1.1251190845476349e-46,4.902562037236892e-34,5.781528076545098e-77,4.313253108250323e-13,3.21731488362707e-66,4.3132531027408283e-13,2.9255427570576634e-45,2.025772096336468e-43,9.822060156698326e-64,1.138863853595892e-64,1.516904777514387e-31,4.76632409458336e-48,2.3555859270972327e-11,6.97447127783975e-13,2.7921376698540324e-15,3.6082594542292976e-24,1.336085131172614e-23,2.7920922271111748e-15,5.885055159017388e-34,2.2056909987067834e-20,3.303721086104853e-22,7.297580824159614e-25,2.8117610410442784e-42,3.806592410957667e-32,5.768963479949602e-42,1.729746143142825e-57,1.2450610987691977e-60,1.2020218440770412e-23,4.3991042602868944e-52,3.604759363575594e-58
9.77420006989038e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675148213,0.11866996598198537,0.02282156769235684,0.0,1.5426899002195042e-37,4.758768293094041e-22,1.412730732391754e-44,3.9220486476160346e-33,2.9038478522153748e-74,8.626506676493096e-13,2.0590807914632863e-64,8.626506654455168e-13,4.680866459521745e-44,3.2411727734159996e-42,2.4666097410519677e-61,2.860019424633449e-62,1.2135114961889096e-30,3.003195327634185e-46,4.711172094487279e-11,1.3948943293509373e-12,5.584322823500019e-15,1.4432880466070138e-23,5.344315958408586e-23,5.5841397572658224e-15,4.707919391217453e-33,8.693874982992315e-20,2.6012329913490567e-21,1.1453245577765987e-23,1.765210927144969e-40,3.0454055224573817e-31,1.8173526323688042e-40,4.3438761959603396e-55,3.1259098618894644e-58,4.808051475687024e-23,2.7719760066917837e-50,4.541707607425369e-56
1.954840065763654e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670296433,0.11866996593400542,0.022821567691659394,0.0,2.4681771823289107e-36,1.9036760789575846e-21,1.7513366181698516e-42,3.1376367648550374e-32,1.4400557592228075e-71,1.725301382180937e-12,1.3178103942355257e-62,1.7253013733657998e-12,7.489378601732132e-43,5.185685415497993e-41,6.115955253888195e-59,7.09139183418057e-60,9.707893419063634e-30,1.8640866005155515e-44,9.422344401325133e-11,2.7897887321213324e-12,1.1168842123894799e-14,5.773025626013088e-23,2.1377064757605026e-22,1.1168099842855245e-14,3.766135426051169e-32,3.3785506898320066e-19,2.0168303314402886e-20,1.7743857893140942e-22,1.094036969978169e-38,2.4365265119136077e-30,5.6389605980572236e-39,1.0770496596862739e-52,7.7462648825414535e-56,1.9231916411219545e-22,1.7206217777837663e-48,5.635819242482696e-54
3.9096801833128864e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766059288,0.1186699658380455,0.0228215676902645,0.0,3.9486779515067323e-35,7.61595140701003e-21,2.1130344595394154e-40,2.510105734208806e-31,6.95107890135547e-69,3.450602814776312e-12,8.433968534503455e-61,3.450602779516028e-12,1.1982979826270085e-41,8.296485615691994e-40,1.4759857943863151e-56,1.7113807826432107e-57,7.765996553667671e-29,1.1243894727599643e-42,1.8844688903231879e-10,5.579577536208006e-12,2.233852429298576e-14,2.3091088773163436e-22,8.550666136728163e-22,2.2335480141326172e-14,3.012588037837003e-31,1.2782359783874176e-18,1.518530364919648e-19,2.6746776314905616e-21,6.598449418749693e-37,1.949520643068279e-29,1.6998927576446846e-37,2.5992166034486954e-50,1.8672712071937834e-53,7.692534522538734e-22,1.0378737031330592e-46,6.793383764881545e-52
5.864520300862119e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727650889324,0.11866996574208558,0.022821567688869605,0.0,1.453321221628425e-34,1.618561377822239e-20,1.3575355537538146e-39,7.4518701272452425e-31,5.826844882652619e-68,5.1759042509038065e-12,4.788554127166424e-60,5.175904175975918e-12,4.533399967303951e-41,3.162942686550442e-39,1.091929830992897e-55,1.2660721576691075e-56,2.220537400638401e-28,6.181603958778314e-42,2.826703329336967e-10,8.369366338840565e-12,3.350889385243891e-14,4.906707572720775e-22,1.816993074541978e-21,3.3502320593258295e-14,8.613592932473648e-31,2.6154788639470844e-18,4.195138813800367e-19,9.571988288441449e-21,3.609295375894737e-36,5.574874561289407e-29,7.774609746822675e-37,1.9228793599455302e-49,1.3879071585153174e-52,1.6346294931396627e-21,5.705986635700618e-46,4.381833812997208e-51
9.774200535960583e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763148221,0.11866996555016575,0.022821567686079815,0.0,1.1180268462372103e-33,4.47591817232048e-20,5.528351475061685e-38,3.490602749124155e-30,7.390426142762926e-66,8.626507137284864e-12,1.287288841062134e-58,8.626506930134372e-12,3.5777906986209065e-40,2.6006107545526467e-38,7.80060474645945e-54,9.044503168819288e-55,1.0204039303001314e-27,1.3934974013834913e-40,4.711172162656944e-10,1.3948943938289317e-11,5.585268407645812e-14,1.3564542324255336e-21,5.023284018193538e-21,5.5833842320316696e-14,3.957756945769643e-30,6.6017890031071365e-18,1.748084867065325e-18,6.703782696037024e-20,8.490199624613781e-35,2.5625749232279035e-28,1.0236316667200101e-35,1.3736101606092097e-47,1.2079982616891914e-50,4.5190267055073605e-21,1.2862992341983033e-44,1.7100901494801916e-49
1.3221188609560285e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727614371835,0.11866996538095873,0.022821567683620186,0.0,3.0003854537667184e-33,7.880672506187229e-20,2.4301016724621897e-37,7.91143933279601e-30,3.7326042870869725e-65,1.1668747505707815e-11,5.372947868715962e-58,1.1668747141035712e-11,9.785275359740608e-40,7.398770710131396e-38,3.7135476881123773e-53,4.305678826683386e-54,2.2553864313194236e-27,5.2710674986423754e-40,6.372622989217813e-10,1.8868204917936497e-11,7.555473240293267e-14,2.3878320788542267e-21,8.842984453820237e-21,7.552086250658326e-14,8.747254525376965e-30,1.0975201652639894e-17,3.668997440596747e-18,1.727732372284866e-19,3.371079628765167e-34,5.664861158827025e-28,3.399305823198158e-35,6.539105542059482e-47,6.887482729793131e-50,7.955185953678072e-21,4.865595244707673e-44,7.184648399321265e-49
1.6668176683159987e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072759726146,0.11866996521175173,0.022821567681160556,0.0,6.707001601858545e-33,1.2234428509796618e-19,8.24105624601497e-37,1.5115237309472762e-29,1.6891411057845134e-64,1.471098788584563e-11,1.6130289657246817e-57,1.4710987319785622e-11,2.223027448299173e-39,1.6781624111889957e-37,1.461778442461749e-52,1.6948567803381928e-53,4.2325375231076655e-27,1.5727855369375878e-39,8.034073778695001e-10,2.378746589275918e-11,9.525969597389094e-14,3.7063426868488124e-21,1.3726299574457724e-20,9.520609204454568e-14,1.641433233439284e-29,1.610596947805564e-17,6.524055722019066e-18,3.6900555085960233e-19,9.705402534086162e-34,1.063246418944975e-27,8.588637980820549e-35,2.5739750976635058e-46,2.5117435256532875e-49,1.2348070349544362e-20,1.4518070200040965e-43,2.4935752195948143e-48
