Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),C2H4X(215),C2H4X(70)
3.245846769802075e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44497709644095335,0.11153197002076586,0.02259493704078868,0.0,1.6625165938789402e-06,5.6428340450484904e-05,1.1120986211870586e-05,7.589701571835e-08,1.0235632176582097e-17,0.00028474414154112964,4.821831579595254e-16,0.00019672286807691485,2.7136271558462747e-12,3.399478393832257e-09,3.7727763944651904e-13,3.2425611816433733e-15,4.731919684367515e-06,6.240243282577494e-11,0.006831222617460054,0.00043453685639734336,5.243659799704176e-05,2.2964583982379295e-07,1.6003226922360025e-09,5.2934422868581e-09,9.647790084950385e-11,3.473527937384478e-12,5.6872413420349885e-08,1.0686852395437738e-05,8.098849935046539e-10,1.0035823507967113e-06,8.865975699007359e-10,9.838075009000238e-11,9.718235539314654e-07,3.4605607677417444e-11,1.4703805196737837e-11,3.7833257816147555e-14,2.7649501853158262e-14,1.93385183335998e-10,7.923523525067501e-15,1.5551591545352961e-12,1.7694234903648698e-17
3.260778894353477e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449651424048208,0.11152053980592738,0.022593908966738574,0.0,1.6906125041707205e-06,5.701215624441972e-05,1.1275854338446336e-05,7.692118743349039e-08,1.0471229186811248e-17,0.00028603658881794176,4.933453567920457e-16,0.00019732989409356632,2.7517967875690023e-12,3.4722008859831275e-09,3.838384009381304e-13,3.3051634577114084e-15,4.787190066669612e-06,6.357108562799095e-11,0.006841166339856634,0.0004363456297309423,5.258839096476206e-05,2.312739188612443e-07,1.6075147496244995e-09,5.316355411814177e-09,9.80160712042933e-11,3.4937716109573995e-12,5.7234110404452293e-08,1.0723493267708504e-05,8.171389708478743e-10,1.0146600412334823e-06,8.905983574870626e-10,1.0022492031426064e-10,9.792392632319071e-07,3.508667661894936e-11,1.4875176908176922e-11,3.86416680202594e-14,2.7978663156094677e-14,1.9606609057594467e-10,8.070334368801708e-15,1.5902119356331592e-12,1.8025123603662872e-17
3.275711018904879e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44495328209209506,0.11150919952094841,0.022592880981540307,0.0,1.7190002804698131e-06,5.759850313253722e-05,1.1431895202670052e-05,7.795425010592719e-08,1.0710788611616407e-17,0.0002873287893852225,5.047118741933589e-16,0.0001979348297445623,2.790321171669134e-12,3.5460978697813875e-09,3.904706434203721e-13,3.3686203207229447e-15,4.8427843603772715e-06,6.47560612656126e-11,0.006851019536176773,0.00043815241925588183,5.273926526991569e-05,2.3290244751772365e-07,1.6147047658160652e-09,5.33926337187135e-09,9.956904873779458e-11,3.5140011576932814e-12,5.7594082485892264e-08,1.0759786954914062e-05,8.244055889086926e-10,1.0257912823453575e-06,8.945983491433482e-10,1.0209487285791535e-10,9.866709102456243e-07,3.557137806328404e-11,1.50475493606488e-11,3.946311709258487e-14,2.8309211046478114e-14,1.9877094396674313e-10,8.218983084837384e-15,1.6258821239417476e-12,1.836062649204374e-17
3.290643143456281e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44494151467315984,0.11149794835331119,0.022591853084896456,0.0,1.747680902456146e-06,5.818736962874013e-05,1.158910741946897e-05,7.899623679262286e-08,1.0954350744067898e-17,0.00028862074201978075,5.162854529560171e-16,0.00019853768180192204,2.829201866385624e-12,3.621181761421631e-09,3.971745545968551e-13,3.432937968987276e-15,4.898702123810201e-06,6.595750977400131e-11,0.00686078302027234,0.00043995722652080216,5.288923418317662e-05,2.345314256991273e-07,1.6218927341891564e-09,5.362166147080304e-09,1.0113687808859997e-10,3.5342161102525883e-12,5.795232429120265e-08,1.079573465733895e-05,8.31684613040811e-10,1.0369758242629448e-06,8.985975419895643e-10,1.0399084493927485e-10,9.94118376163059e-07,3.605970765188592e-11,1.5220921181610698e-11,4.0297742663779946e-14,2.8641135271132896e-14,2.0149983586206943e-10,8.369479725201208e-15,1.6621775175654625e-12,1.8700785915710103e-17
3.3055752680076826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444929839325814,0.1114867854978199,0.022590825276512964,0.0,1.7766553474267163e-06,5.877874434655719e-05,1.174748955275698e-05,8.004718047444518e-08,1.1201955982961158e-17,0.000289912445499463,5.28068858911687e-16,0.00019913845702660763,2.8684404278109387e-12,3.6974650320557085e-09,4.039503177048629e-13,3.4981225896499383e-15,4.954942916013238e-06,6.717558183198562e-11,0.006870457598672843,0.00044176005311941547,5.3038310785534084e-05,2.36160853581147e-07,1.6290786481291421e-09,5.385063717526828e-09,1.0271960384676443e-10,3.5544160161294143e-12,5.830883096882457e-08,1.0831337625187287e-05,8.389758126786724e-10,1.0482134187965078e-06,9.025959331333805e-10,1.0591307479525427e-10,1.0015815426634812e-06,3.6551660869296715e-11,1.539529100113821e-11,4.114568297282426e-14,2.897442572854712e-14,2.042528584097029e-10,8.521834280757654e-15,1.699105972842583e-12,1.9045644403145467e-17
3.3205073925590845e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449182552352067,0.1114757101565348,0.02258979755609915,0.0,1.8059245903971534e-06,5.937261599907916e-05,1.1907040116614018e-05,8.110711405609845e-08,1.1453644831680736e-17,0.00029120389860319985,5.400648809961469e-16,0.00019973716216834797,2.9080384098790646e-12,3.774960207625186e-09,4.107981115450553e-13,3.564180358418518e-15,5.011506296813558e-06,6.841042876091882e-11,0.006880044070651394,0.000443560900689256,5.318650796835244e-05,2.3779073159004891e-07,1.6362625010285344e-09,5.4079560633312865e-09,1.0431727056514363e-10,3.5746004370544683e-12,5.86635981777336e-08,1.0866597157413366e-05,8.462789613431634e-10,1.0595038194635557e-06,9.065935196705109e-10,1.0786180167988593e-10,1.0090602919137208e-06,3.704723304678653e-11,1.557065745209409e-11,4.200707686518221e-14,2.9309072469643544e-14,2.070301035512933e-10,8.676056681202274e-15,1.736675404440881e-12,1.9395244664134835e-17
3.335439517110486e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449067615937756,0.11146472153870665,0.022588769923367655,0.0,1.8354896041988923e-06,5.996897339882423e-05,1.2067757576461844e-05,8.21760703660558e-08,1.1709457897075527e-17,0.0002924951001110524,5.522763313137897e-16,0.00020033380396546202,2.9479973643536322e-12,3.8536798686948524e-09,4.1771811051209176e-13,3.6311174392951545e-15,5.068391826873405e-06,6.966220252373208e-11,0.006889543228290077,0.0004453597709104437,5.333383843359195e-05,2.394210603824373e-07,1.643444286287278e-09,5.430843164647884e-09,1.0592992275163164e-10,3.5947689491907014e-12,5.9016622075991935e-08,1.0901514600556023e-05,8.535938366426343e-10,1.0708467815139927e-06,9.105902986850809e-10,1.098372658628227e-10,1.0165545065668983e-06,3.7546419365994136e-11,1.5747019170283206e-11,4.288206379097388e-14,2.9645065697823924e-14,2.0983166302212997e-10,8.832156795103304e-15,1.7748937854519861e-12,1.9749629589499957e-17
3.350371641661888e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444895357601183,0.11145381886071191,0.022587742378034386,0.0,1.8653513595719942e-06,6.0567805457536664e-05,1.222964035023567e-05,8.325408215649198e-08,1.1969435888343681e-17,0.0002937860488042572,5.64706045201632e-16,0.00020092838914468236,2.9883188408161554e-12,3.933636650287205e-09,4.2471048462614326e-13,3.69893998431571e-15,5.125599067738452e-06,7.093105572398278e-11,0.006898955856544746,0.0004471566655044584,5.34803146941789e-05,2.4105184082653333e-07,1.6506239973130178e-09,5.4537250016651365e-09,1.0755760486861766e-10,3.6149211428404824e-12,5.936789930917215e-08,1.0936091347577226e-05,8.609202202727497e-10,1.0822420619529055e-06,9.145862672499745e-10,1.1183970862783359e-10,1.024064069761147e-06,3.804921486255357e-11,1.5924374794593923e-11,4.377078380315662e-14,2.998239576809319e-14,2.1265762835091265e-10,8.990144429966968e-15,1.8137691474844969e-12,2.0108842250832275e-17
3.36530376621329e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448840424642539,0.11144300134598858,0.022586714919818538,0.0,1.8955108252538118e-06,6.116910118592174e-05,1.2392686809551347e-05,8.434118210321689e-08,1.2233619615928202e-17,0.00029507674346527103,5.773568812928294e-16,0.00020152092442097858,3.0290043866543745e-12,4.0148432417179215e-09,4.317753995652637e-13,3.7676541332955915e-15,5.1831275818820395e-06,7.221714160489847e-11,0.006908282733309211,0.0004489515862329239,5.362594907451645e-05,2.4268307398556103e-07,1.6578016275213084e-09,5.4766015546055435e-09,1.0920036134831918e-10,3.6350566216651258e-12,5.971742699949112e-08,1.0970328836704523e-05,8.682578980174453e-10,1.0936894195610853e-06,9.185814224271594e-10,1.1386937227129235e-10,1.0315888651183332e-06,3.8555614429705997e-11,1.6102722967126924e-11,4.4673377555719147e-14,3.032105318784575e-14,2.1550809085952398e-10,9.150029332286572e-15,1.853309580755848e-12,2.0472925900225653e-17
3.380235890764692e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44487281539691415,0.11143226822497247,0.022585687548442524,0.0,1.925968968063582e-06,6.177284969332082e-05,1.2556895280867587e-05,8.543740280561017e-08,1.2502049990424443e-17,0.00029636718287781507,5.902317215796948e-16,0.00020211141649738122,3.070055547050717e-12,4.0973123864322094e-09,4.389130166985886e-13,3.837266013582178e-15,5.240976932745404e-06,7.352061404841602e-11,0.006917524629478869,0.00045074453489640613,5.3770753711132415e-05,2.4431476109968234e-07,1.6649771703358903e-09,5.499472803724643e-09,1.1085823658387387e-10,3.6551750029967196e-12,6.00652027349011e-08,1.1004228550278451e-05,8.756066597446272e-10,1.105188614913357e-06,9.225757612680426e-10,1.1592650010065872e-10,1.0391287767427688e-06,3.9065612821897126e-11,1.6282062333311768e-11,4.558998630188347e-14,3.0661028616947626e-14,2.1838314166280423e-10,9.311821187642464e-15,1.89352323418294e-12,2.0841923970007682e-17
3.395168015316094e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44486167562012896,0.1114216187350341,0.022584660263631925,0.0,1.9567267529829647e-06,6.237904018732987e-05,1.2722264046642989e-05,8.654277678655603e-08,1.2774768021496744e-17,0.0002976573658269186,6.033334714762239e-16,0.0002026998720648065,3.1114738649708637e-12,4.181056881842046e-09,4.461234931203346e-13,3.907781739813826e-15,5.299146684774093e-06,7.484162757421628e-11,0.006926682309013745,0.00045253551333322234,5.391474055345473e-05,2.459469035690218e-07,1.6721506191889574e-09,5.522338729311602e-09,1.1253127492343864e-10,3.675275917673247e-12,6.041122455785405e-08,1.1037792013605573e-05,8.829662994002122e-10,1.116739410394807e-06,9.265692808138093e-10,1.1801133643295244e-10,1.0466836892199203e-06,3.9579204658357424e-11,1.64623915420115e-11,4.652075189231566e-14,3.1002312866169824e-14,2.2128287166832752e-10,9.475529620834992e-15,1.934418315471526e-12,2.1215880072468256e-17
3.4101001398674955e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485062236184175,0.11141105212041623,0.022583633065115502,0.0,1.9877851432327166e-06,6.29876619733642e-05,1.288879134648728e-05,8.765733649237926e-08,1.3051814816805524e-17,0.000298947291098962,6.166650598801233e-16,0.00020328629780188187,3.1532608811524227e-12,4.266089579164214e-09,4.534069816845679e-13,3.979207413685443e-15,5.35763640345071e-06,7.618033733875451e-11,0.006935756529000968,0.00045432452341826054,5.405792136470403e-05,2.4757950293955223e-07,1.6793219675213554e-09,5.545199311689163e-09,1.1421952069048533e-10,3.695359009005867e-12,6.075549095493847e-08,1.1071020793816406e-05,8.903366150047772e-10,1.128341570214989e-06,9.305619780957316e-10,1.2012412659322026e-10,1.0542534876151136e-06,4.009638442666366e-11,1.6643709245616154e-11,4.7465816773347906e-14,3.134489689802322e-14,2.2420737157618006e-10,9.641164195985369e-15,1.9760030912043723e-12,2.159483799958823e-17
3.4250322644188974e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448396548569139,0.1114005676321719,0.022582605952625148,0.0,2.0191451003456606e-06,6.359870445417304e-05,1.3056475378306598e-05,8.878111429278182e-08,1.3333231580947309e-17,0.0003002369574817182,6.302294392343452e-16,0.00020387070037477257,3.195418134093709e-12,4.352423383259152e-09,4.607636310407137e-13,4.051549123720551e-15,5.416445655324158e-06,7.753689913428605e-11,0.006944748039716689,0.00045611156706181307,5.4200307722902074e-05,2.4921256088717846e-07,1.6864912087828286e-09,5.568054531212451e-09,1.1592301817532186e-10,3.715423933204256e-12,6.109800084656035e-08,1.1103916498729333e-05,8.97717408644411e-10,1.1399948604201816e-06,9.345538501355042e-10,1.2226511691299567e-10,1.0618380574722313e-06,4.061714648628249e-11,1.6826014100125616e-11,4.84253239852075e-14,3.1688771827111536e-14,2.271567318787402e-10,9.808734416687482e-15,2.0182858869281847e-12,2.1978841722767022e-17
3.439964388970299e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44482877234706386,0.11139016452810296,0.022581578925895837,0.0,2.050807584235857e-06,6.421215712930688e-05,1.3225314299442312e-05,8.99141424807802e-08,1.3619059614403429e-17,0.0003015263637643956,6.440295855881236e-16,0.00020445308643700946,3.2379471600426366e-12,4.440071252470507e-09,4.681935856697759e-13,4.124812945049843e-15,5.475574008035531e-06,7.891146938788764e-11,0.00695365758468743,0.0004578966462084229,5.4341911021987877e-05,2.508460792022041e-07,1.693658336432301e-09,5.5909043682696226e-09,1.1764181162135824e-10,3.735470359432347e-12,6.143875357601544e-08,1.1136480775721583e-05,9.051084864589588e-10,1.1516990489037863e-06,9.385448939455833e-10,1.2443455472875202e-10,1.069437284812405e-06,4.1141485072093777e-11,1.7009304765221883e-11,4.939941716025232e-14,3.203392891767094e-14,2.3013104286046073e-10,9.978249726207941e-15,2.0612750872393176e-12,2.2367935392546883e-17
3.454896513521701e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44481797408080825,0.11137984207269933,0.022580551984665614,0.0,2.0827735532642348e-06,6.482800959454008e-05,1.3395306227803114e-05,9.105645327264353e-08,1.390934031249846e-17,0.0003028155087376778,6.580684986575169e-16,0.00020503346262931878,3.2808494929857118e-12,4.52904619846541e-09,4.756969859212393e-13,4.199004939196173e-15,5.53502103034079e-06,8.030420516047451e-11,0.006962485900750887,0.00045967976283573875,5.448274247302992e-05,2.5248005977756687e-07,1.7008233439380536e-09,5.613748803282168e-09,1.193759452509659e-10,3.755497968438501e-12,6.177774889960386e-08,1.1168715310605984e-05,9.125096586348101e-10,1.163453905414936e-06,9.425351065294732e-10,1.266326883803482e-10,1.0770510561327084e-06,4.166939429789156e-11,1.7193579904331657e-11,5.0388240521216495e-14,3.238035958442969e-14,2.3313039459765263e-10,1.0149719507635165e-14,2.104979135868258e-12,2.2762163338337452e-17
3.469828638073103e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44480725931340187,0.11136959953707869,0.022579525128675566,0.0,2.115043964300848e-06,6.544625154125213e-05,1.3566449242989998e-05,9.220807880783259e-08,1.420411516437342e-17,0.00030410439119376523,6.723492018854519e-16,0.0002056118355794527,3.324126664637134e-12,4.619361286075396e-09,4.832739680506265e-13,4.2741311538659435e-15,5.594786292130389e-06,8.171526414581291e-11,0.0069712337181161805,0.0004614609189533863,5.462281310553419e-05,2.5411450459510944e-07,1.7079862247779527e-09,5.636587816703465e-09,1.211254632600762e-10,3.775506453068294e-12,6.211498697696456e-08,1.1200621826514582e-05,9.199207393914664e-10,1.175259201565389e-06,9.465244848820463e-10,1.2885976720946773e-10,1.084679258404835e-06,4.2200868159863785e-11,1.7378838184679717e-11,5.139193887946237e-14,3.272805539358998e-14,2.361548769582712e-10,1.0323153084075321e-14,2.149406535762891e-12,2.3161570068139905e-17
3.484760762624505e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447966273067794,0.1113594361989266,0.022578498357669754,0.0,2.1476197727836348e-06,6.606687275576978e-05,1.3738741387413786e-05,9.336905114893933e-08,1.4503425751966997e-17,0.0003053930099264139,6.868747425012739e-16,0.00020618821190202284,3.367780204427999e-12,4.7110296331379525e-09,4.909246642576763e-13,4.350197622746828e-15,5.6548693644459824e-06,8.314480466952854e-11,0.006979901760423568,0.0004632401166018508,5.4762133768842976e-05,2.557494157111673e-07,1.7151469724397284e-09,5.659421389019379e-09,1.2289040979356055e-10,3.795495518675688e-12,6.245046836041678e-08,1.1232202082790768e-05,9.27341546963943e-10,1.187114710834787e-06,9.505130259898781e-10,1.3111604155805098e-10,1.0923217790737832e-06,4.27359005400489e-11,1.7565078277333118e-11,5.241065763323663e-14,3.3077008059210005e-14,2.3920457960170405e-10,1.0498559718919137e-14,2.194565849170569e-12,2.3566200268266964e-17
3.4996928871759066e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447860773294964,0.11134935134243756,0.022577471671395254,0.0,2.1805019327739026e-06,6.668986311867309e-05,1.3912180667404953e-05,9.453940228162744e-08,1.4807313749005293e-17,0.00030668136373097514,7.016481915797971e-16,0.0002067625981983343,3.4118116394955994e-12,4.804064410338633e-09,4.986492027251223e-13,4.427210365311832e-15,5.715269819494349e-06,8.459298568811041e-11,0.006988490744803607,0.00046501735785137177,5.4900715133609936e-05,2.573847952469466e-07,1.7223055804211515e-09,5.6822495007490205e-09,1.2467082897647118e-10,3.815464881316851e-12,6.278419398550093e-08,1.1263457873887968e-05,9.347719035920947e-10,1.1990202085743473e-06,9.545007268315179e-10,1.3340176276672045e-10,1.099978506056525e-06,4.3274485209767117e-11,1.7752298857236836e-11,5.344454276593536e-14,3.342720944395521e-14,2.4227959197856096e-10,1.0675948616036897e-14,2.2404656977189525e-12,2.397609880306333e-17
3.5146250117273084e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44477560865667193,0.11133934425825609,0.022576445069602047,0.0,2.213691397008807e-06,6.731521260406749e-05,1.4086765054315322e-05,9.57191641145735e-08,1.5115820920008818e-17,0.0003079694514044345,7.166726440998621e-16,0.00020733500105622345,3.456222494672843e-12,4.898478841053725e-09,5.064477076580379e-13,4.505175386629584e-15,5.775987230658653e-06,8.605996678791088e-11,0.006997001381935792,0.000466792644800849,5.50385676933533e-05,2.590206453770862e-07,1.7294620422302292e-09,5.705072132443061e-09,1.264667649157953e-10,3.835414268285267e-12,6.311616516204733e-08,1.1294391028275896e-05,9.4221163550361e-10,1.210975472009055e-06,9.584875843777906e-10,1.3571718317319958e-10,1.1076493277406796e-06,4.381661583302675e-11,1.794049860324168e-11,5.449374084437523e-14,3.3778651561247005e-14,2.453800033304663e-10,1.085532892000898e-14,2.2871147624956652e-12,2.439131071462668e-17
3.52955713627871e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44476522056993056,0.11132941424341863,0.022575418552043043,0.0,2.2471891169506117e-06,6.794291127882467e-05,1.4262492485611435e-05,9.690836847940894e-08,1.5428989119307272e-17,0.0003092572717454491,7.319512190023924e-16,0.0002079054270498964,3.5010142924777588e-12,4.994286201193429e-09,5.14320299323722e-13,4.5840986771808635e-15,5.837021172507229e-06,8.754590818414105e-11,0.00700543437610666,0.000468565979576767,5.517570176608445e-05,2.6065696831605575e-07,1.7366163513854827e-09,5.727889264684158e-09,1.2827826166149349e-10,3.855343419069066e-12,6.344638356374946e-08,1.1325003407356734e-05,9.496605728904274e-10,1.222980280238432e-06,9.624735955921266e-10,1.3806255611072458e-10,1.1153341329831758e-06,4.436228596990563e-11,1.8129676198124158e-11,5.5558399017066535e-14,3.413132657017559e-14,2.485059026898525e-10,1.1036709716459394e-14,2.334521784126744e-12,2.4811881222523485e-17
3.544489260830112e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44475491235734577,0.11131956060129614,0.02257439211847405,0.0,2.2809960428329223e-06,6.857294930179426e-05,1.443936086595925e-05,9.810704713066292e-08,1.5746860290060187e-17,0.00031054482355438517,7.474870592479572e-16,0.0002084738827397712,3.5461885531031097e-12,5.0914998190454915e-09,5.222670940920976e-13,4.663986212681276e-15,5.89837122079992e-06,8.905097071986227e-11,0.007013790425267377,0.00047033736433212565,5.5312127495995696e-05,2.6229376631038353e-07,1.7437685014161293e-09,5.750700878088259e-09,1.301053632415561e-10,3.875252083000776e-12,6.377485121904366e-08,1.1355296904388657e-05,9.571185498949425e-10,1.2350344142359443e-06,9.664587574308207e-10,1.4043813590644987e-10,1.1230328111089136e-06,4.491148907990362e-11,1.831983032859902e-11,5.6638665012493657e-14,3.4485226775817647e-14,2.516573788797568e-10,1.1220100032296026e-14,2.3826955628538966e-12,2.5237855723505165e-17
3.559421385381514e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447446833133824,0.11130978264153664,0.02257336576865369,0.0,2.315113123704278e-06,6.920531692298911e-05,1.46173680682999e-05,9.931523174570577e-08,1.606947646329851e-17,0.0003118321056333553,7.632833318738353e-16,0.00020904037467232102,3.5917467944061036e-12,5.19013307511928e-09,5.302882044765968e-13,4.7448439539100436e-15,5.960036952492173e-06,9.057531586497346e-11,0.007022070221090793,0.00047210680124538555,5.5447854855208966e-05,2.6393104162968797e-07,1.7509184858622414e-09,5.773506953302708e-09,1.319481136767721e-10,3.8951400196876336e-12,6.410157050301469e-08,1.1385273443417328e-05,9.645854045903057e-10,1.2471376568471152e-06,9.70443066843309e-10,1.4284417787984686e-10,1.1307452519094192e-06,4.546421852526766e-11,1.851095968532518e-11,5.773468713740184e-14,3.484034463333765e-14,2.548345205136193e-10,1.1405508835964326e-14,2.4316449586105608e-12,2.566927979122627e-17
3.574353509932916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447345327388411,0.11130007968000893,0.022572339502343455,0.0,2.3495413074688164e-06,6.984000448274546e-05,1.479651193491623e-05,1.0053295392469342e-07,1.63968797569744e-17,0.0003131191167862542,7.793432280505828e-16,0.00020960490937992163,3.6376905318982112e-12,5.290199401990278e-09,5.383837391755049e-13,4.826677846544851e-15,6.022017945736994e-06,9.211910571519422e-11,0.007030274449027991,0.00047387429251943207,5.55828936455875e-05,2.6556879655361035e-07,1.758066298275024e-09,5.796307471006364e-09,1.3380655692396961e-10,3.9150070007776065e-12,6.442654412717478e-08,1.1414934978218774e-05,9.720609789506243e-10,1.259289792786405e-06,9.74426520772501e-10,1.4528093834109648e-10,1.1384713456414984e-06,4.6020467574289364e-11,1.8703062962904864e-11,5.884661427508379e-14,3.5196672741110104e-14,2.580374159950831e-10,1.1592945037847215e-14,2.4813788910967944e-12,2.610619917595624e-17
3.5892856344843176e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447244599408027,0.11129045103874644,0.02257131331930759,0.0,2.384281540924111e-06,7.0477002410861e-05,1.4976790278489893e-05,1.0176024519051241e-07,1.672911237501205e-17,0.0003144058558187945,7.956699631381027e-16,0.00021016749338069986,3.6840212787350664e-12,5.39171228414491e-09,5.465538031137356e-13,4.909493821002708e-15,6.0843137798848416e-06,9.368250299104393e-11,0.007038403788364324,0.00047563984038054524,5.571725350059127e-05,2.6720703336549123e-07,1.7652119322170015e-09,5.819102411911549e-09,1.3568073691113216e-10,3.934852806961672e-12,6.474977513054674e-08,1.144428349125042e-05,9.795451188342756e-10,1.2714906086329264e-06,9.784091161550264e-10,1.4774867458947453e-10,1.1462109830258812e-06,4.658022940457181e-11,1.8896138859876452e-11,5.997459588367177e-14,3.555420383996309e-14,2.612661535177973e-10,1.1782417490552627e-14,2.5319063398529687e-12,2.654865980429108e-17
3.6042177590357195e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44471446423257216,0.11128089604589148,0.022570287219313142,0.0,2.4193347697967354e-06,7.11163012257121e-05,1.5158200883148669e-05,1.0299713698872589e-07,1.7066216606384547e-17,0.0003156923215385418,8.122667767412173e-16,0.0002107281331783861,3.730740545706487e-12,5.494685257825743e-09,5.547984974850123e-13,4.993297792286733e-15,6.146924035481583e-06,9.526567103681703e-11,0.007046458912274945,0.0004774034470773837,5.585094388717721e-05,2.688457543461174e-07,1.7723553812621469e-09,5.841891756761968e-09,1.3757069757308958e-10,3.9546772280777204e-12,6.507126687253315e-08,1.1473320992610142e-05,9.870376739626088e-10,1.2837398928250465e-06,9.823908499214867e-10,1.502476449117317e-10,1.1539640552458683e-06,4.714349710626524e-11,1.9090186078701656e-11,6.111878199443669e-14,3.591293082033963e-14,2.6452082106522113e-10,1.1973934989176601e-14,2.58323634433229e-12,2.699670777886914e-17
3.619149883587121e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447045449336241,0.11127141403564052,0.022569261202129882,0.0,2.454701938775209e-06,7.175789153335258e-05,1.5340741505503855e-05,1.0424366068752025e-07,1.7408234824200772e-17,0.00031697851275494895,8.291369327647457e-16,0.00021128683526216874,3.7778498412265735e-12,5.599131910876967e-09,5.631179197944307e-13,5.078095659838853e-15,6.209848294264679e-06,9.686877381955394e-11,0.007054440487879842,0.00047916511487998886,5.598397410775211e-05,2.704849617609902e-07,1.7794966389961458e-09,5.864675486332409e-09,1.3947648277423582e-10,3.974480066036416e-12,6.539102302290156e-08,1.1502049519008188e-05,9.945384978836262e-10,1.2960374356539422e-06,9.863717189967833e-10,1.527781085804664e-10,1.161730453945968e-06,4.7710263685273816e-11,1.9285203325747217e-11,6.227932321008503e-14,3.6272846713384586e-14,2.6780150641043097e-10,1.2167506271768173e-14,2.635378003972149e-12,2.7450389378078923e-17
3.634082008138523e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44469470136954836,0.11126200434818934,0.0225682352675303,0.0,2.490383991540248e-06,7.240176402659569e-05,1.552440987567747e-05,1.054998475776526e-07,1.77552094847853e-17,0.0003182644282793902,8.462837194680798e-16,0.00021184360610655204,3.825350671323909e-12,5.705065882590167e-09,5.715121639013728e-13,5.163893307398324e-15,6.273086139157598e-06,9.849197592800819e-11,0.007062349176298363,0.00048092484607879603,5.6116353302156285e-05,2.7212465785491436e-07,1.786635699016602e-09,5.887453581431379e-09,1.4139813633674823e-10,3.994261131100718e-12,6.570904755287308e-08,1.1530471132748186e-05,1.0020474479524297e-09,1.3083830292561586e-06,9.903517203003631e-10,1.5534032585249172e-10,1.1695100712305331e-06,4.828052206642964e-11,1.9481189311261022e-11,6.345637070305941e-14,3.663394468797636e-14,2.7110829711592936e-10,1.2363140019670032e-14,2.6883404782643044e-12,2.7909751055766004e-17
3.649014132689925e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44468493287199573,0.11125266632967903,0.02256720941528955,0.0,2.5263818707931305e-06,7.304790948408069e-05,1.570920369831897e-05,1.0676572887239904e-07,1.8107183126790802e-17,0.0003195500669251946,8.637104495192664e-16,0.00021239845217121676,3.873244539631875e-12,5.812500863550323e-09,5.79981320062753e-13,5.250696602866016e-15,6.336637154262635e-06,1.0013544257160979e-10,0.007070185632703264,0.0004826826429836559,5.624809044967616e-05,2.7376484484875436e-07,1.7937725549331334e-09,5.910226022898933e-09,1.433357021072113e-10,4.0140202413025844e-12,6.602534472910488e-08,1.1558587920715777e-05,1.0095643853097167e-09,1.320776467605234e-06,9.943308507464413e-10,1.5793455796719588e-10,1.1773027996623908e-06,4.885426509663262e-11,1.967814274934368e-11,6.465007621384647e-14,3.699621806245127e-14,2.7444128053345607e-10,1.256084485777497e-14,2.742132986823893e-12,2.837483944094673e-17
