Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,1.2445029849866396e-65,2.889736781113166e-36,3.8426691882752375e-89,1.7681578265249979e-54,1.2715115769038735e-132,5.4889784659455013e-20,-6.1793308399181162e-106,5.4889784659455013e-20,2.5176321309321026e-72,1.4942969618950198e-70,8.5040618030791935e-113,9.8604402610030376e-114,8.2063827815680876e-52,1.1657757407025723e-85,2.9976818271489012e-18,8.8756031030454665e-20,3.5532015428180702e-22,8.7653029319815345e-38,3.2456416223579106e-37,3.5532015428071118e-22,3.1838388986545123e-54,5.43854753126831e-34,1.8162900499218848e-42,3.0965891633832431e-47,3.8032625332961467e-78,2.0592360949952727e-52,1.9089650285814235e-98,1.4976453199009934e-106,-1.6303082973966423e-109
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,2.7841175928805483e-64,1.7454010158104098e-35,4.2463686212917114e-87,2.67204010877485e-53,4.5881030404637483e-130,1.5369139704647406e-19,1.1929282735659541e-104,1.5369139704647396e-19,7.1001254337786748e-71,4.6983087224999592e-69,1.7000492603287252e-110,1.9712032391561912e-111,9.7426176382565696e-51,6.0343909801305266e-84,8.3935091160169208e-18,2.4851688688527303e-19,9.9489643199083954e-22,5.2942429709043481e-37,1.960367539902207e-36,9.9489643198422085e-22,3.7798535404614346e-53,3.2848826982883973e-33,2.1562995398999512e-41,3.6763703083849235e-46,2.3137718859065409e-76,2.4447250920015425e-51,1.7977331496987823e-96,2.993946748370359e-104,1.6499587830321656e-107
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,0.0,5.5011365845336642e-63,8.4033545597479541e-35,3.8420148697746889e-85,2.8744588169477094e-52,1.661337286530807e-127,3.5129462182051214e-19,1.2596063142233815e-102,3.5129462182051176e-19,1.5444323680589851e-69,1.0481668305288344e-67,3.0779414448559321e-108,3.5688660838307314e-109,9.5653597701304512e-50,2.634851263986452e-82,1.9185163693752944e-17,5.6803859859490978e-19,2.2740489874160244e-21,2.5489500926014781e-36,9.4383258377872346e-36,2.2740489873841574e-21,3.7110826202059691e-52,1.5815296061963311e-32,2.1170676593502845e-40,3.609693255047933e-45,1.0446074179572821e-74,2.4002455923982706e-50,1.5712280532482957e-94,5.4205445662743701e-102,3.455464614637033e-105
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,0.0,9.7891333830470259e-62,3.6699657122936211e-34,2.9080287818364543e-83,2.6421228784260775e-51,5.0380305498501718e-125,7.4650107136858846e-19,9.9561381365026894e-101,7.4650107136858682e-19,2.8631173234854451e-68,1.9631004706710853e-66,4.6644441400550604e-106,5.4084123397353782e-107,8.4604523923482739e-49,9.8088906198973037e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.832354098294872e-21,1.1131934723422767e-35,4.1219648603639916e-35,4.8323540981557002e-21,3.282410550818821e-51,6.9069552004469887e-32,1.8725223419062719e-39,3.1931083089099637e-44,3.9446954653219483e-73,2.122990044647067e-49,1.1721848786766563e-92,8.2145251269069036e-100,5.55376649736579e-103
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,0.0,1.6510930208420214e-60,1.5321384415981119e-33,2.0207425984278689e-81,2.2603917487379256e-50,1.4015918078505124e-122,1.536913970464742e-18,7.0565581207846037e-99,1.5369139704647349e-18,4.9209671494318002e-67,3.390767874366728e-65,6.4863631652154615e-104,7.5209232931755457e-105,7.1115200161335444e-48,3.379311542529709e-79,8.3935091160168672e-17,2.4851688688527302e-18,9.9489643201664798e-21,4.6473636143622025e-35,1.7208391881466654e-34,9.9489643195854658e-21,2.7590638479011831e-50,2.8835177532410731e-31,1.5739678096061985e-38,2.6846316323646983e-43,1.3689151186656255e-71,1.7845010524188721e-48,8.0856653815407135e-91,1.1423096000813204e-97,7.9421269080150582e-101
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,0.0,2.7119354302055594e-59,6.2592854594952152e-33,1.3474353181914019e-79,1.8689356095445709e-49,3.7400603803633767e-120,3.1177397686570521e-18,4.7487401208831018e-97,3.1177397686570229e-18,8.1561421635126027e-66,5.6338115361254837e-64,8.6528989949756247e-102,1.0033016645356847e-102,5.8304537689492494e-47,1.1214702926677442e-77,1.7026832778205523e-16,5.0413425625298211e-18,2.0182184764365348e-20,1.898599676131261e-34,7.0301895794593077e-34,2.0182184761991708e-20,2.2620472379054018e-49,1.1780110242938618e-30,1.2904338288591801e-37,2.2020591427459103e-42,4.5611706308812859e-70,1.4630417780260947e-47,5.3697306492871056e-89,1.5238569501117323e-95,1.0740700569718849e-98
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,0.0,4.3961723946029905e-58,2.5301032609845146e-32,8.8073525425659592e-78,1.5197873991803671e-48,9.7808348427812135e-118,6.2793913650416858e-18,3.115822087216638e-95,6.2793913650415671e-18,1.3280163171361305e-64,9.1845347033309216e-63,1.1313465685538889e-99,1.3117937653530885e-100,4.7216526264624163e-46,3.6541476717014403e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.0648625654585682e-20,7.6744434502758835e-34,2.8417150309807099e-33,4.0648625644991054e-20,1.8318645004338746e-48,4.761708384291218e-30,1.0450266473215149e-36,1.784962475153894e-41,1.4902206977866088e-68,1.1848091641550337e-46,3.5003024859209217e-87,1.992407784253474e-93,1.4138492679556325e-96
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996463,0.022821567693054278,0.0,7.0799066914197773e-57,1.0173433941610637e-31,5.7041201677655084e-76,1.2257635955118069e-47,2.5341132116053431e-115,1.2602694557811003e-17,2.0190063424557536e-93,1.2602694557810522e-17,2.1434236899992027e-63,1.4833048075248537e-61,1.4655483386396656e-97,1.6992999553307558e-98,3.8003968077006472e-45,1.1799021401289095e-74,6.8826774751334837e-16,2.0378384724592344e-17,8.1581507442316777e-20,3.085859957430582e-33,1.1426411155622531e-32,8.1581507403737199e-20,1.4744439179841885e-47,1.914661577440581e-29,8.4112816134251502e-36,1.4393941242967016e-40,4.8250468433311885e-67,9.5363749200729152e-46,2.260778878886699e-85,2.5809685546341687e-91,1.8376901597889066e-94
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996392,0.022821567693054268,0.0,1.1364823465718443e-55,4.0800020342958188e-31,3.6824558636702507e-74,9.845999797882092e-47,6.5441228077085108e-113,2.5249300943349844e-17,1.3001835655249051e-91,2.5249300943347915e-17,3.4444243280123958e-62,2.3843691553032609e-60,1.892300265686534e-95,2.1941178411020573e-96,3.0495790966323368e-44,3.7926899973983226e-73,1.3789336404883359e-15,4.0827774274008945e-17,1.6344727104694064e-19,1.2375678609910861e-32,4.5825019315061285e-32,1.6344727089221918e-19,1.1831483860254607e-46,7.6786459010239487e-29,6.749520566058891e-35,1.1593579601881901e-39,1.5573940784906111e-65,7.6523403035163752e-45,1.4535193077723409e-83,3.3325188613551329e-89,2.3768503887045515e-92
