Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,5.9340163044793057e-74,6.6652340176605894e-42,0.0,2.9602142767959127e-57,0.0,6.6636267510534944e-25,-4.7753793316324418e-118,6.663626751014378e-25,8.7308095972119939e-80,1.1792917732251598e-73,0.0,0.0,7.4381002547887097e-59,5.1262558019150126e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602265875e-23,5.3149568439913004e-38,4.897705660226973e-23,4.1872156424917853e-58,3.2641961617465762e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.8523325138013632e-72,4.0258013466670026e-41,0.0,4.4734758150810462e-56,0.0,1.865815490307652e-24,9.2172568695831098e-117,1.8658154902840256e-24,2.4622279993604675e-78,3.7078813374717238e-72,0.0,0.0,8.8305110959042667e-58,2.653497639231046e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848633195e-22,3.2102333277534324e-37,1.3713575848635524e-22,4.971062410766237e-57,1.9715744817060541e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,4.1240104327116363e-71,1.93825005233571e-40,0.0,4.812361145485128e-55,0.0,4.2647211207629505e-24,9.7325365934942862e-115,4.2647211206492009e-24,5.3558837164769839e-77,8.2720760902337041e-71,0.0,0.0,8.6698449245826806e-57,1.1586209165674673e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225441408e-22,1.5455885412070414e-36,3.1345316225452627e-22,4.8806185528883963e-56,9.4922824385258739e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,7.7177011180528663e-70,8.4648472024290528e-40,0.0,4.4233889895122815e-54,0.0,9.0625323818763249e-24,7.6927596960618916e-113,9.0625323813795448e-24,9.928905770352565e-76,1.5492670979064225e-69,0.0,0.0,7.6683739006461976e-56,4.313255171480318e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.660879697903782e-22,6.7499857986111641e-36,6.6608796979086833e-22,4.3168518387832669e-55,4.1455291255905417e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.332566567886047e-68,3.5339070761637389e-39,0.0,3.7843024088635564e-53,0.0,1.8658154904914172e-23,5.4523556443050127e-111,1.8658154902840224e-23,1.7065252172825196e-74,2.6759694706921537e-68,0.0,0.0,6.4457206407947612e-55,1.485981804842868e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848615063e-21,2.8179816647648716e-35,1.3713575848635521e-21,3.6285740803329831e-54,1.7306768051131857e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,2.2136994138477811e-67,1.4437163491614346e-38,0.0,3.1289344128728138e-52,0.0,3.7849399954234278e-23,3.6691853961413604e-109,3.7849399945761514e-23,2.8284403970003147e-73,4.446149454453883e-67,0.0,0.0,5.284575346181025e-54,4.9314318274757788e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150005602e-21,1.1512337546056972e-34,2.781896815008918e-21,2.9749242602688263e-53,7.0703794555031666e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,3.6085695512529722e-66,5.8357323136953492e-38,0.0,2.5443975005061121e-51,0.0,7.6231890065852111e-23,2.4074867459835062e-107,7.6231890031603848e-23,4.6053819611700095e-72,7.2483006229277625e-66,0.0,0.0,4.2795604242638255e-53,1.6068352633504932e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752658612e-21,4.6534409579158756e-34,5.6029752752996432e-21,2.4091707960855494e-52,2.8579604221054435e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,5.8275401472469511e-65,2.3465222968540125e-37,0.0,2.0521487612645638e-50,0.0,1.529968703409983e-22,1.5600155833519367e-105,1.5299687020328756e-22,7.4331050527492346e-71,1.1705879072870225e-64,0.0,0.0,3.4445211673585236e-52,5.1883736958878856e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.124513219574523e-20,1.8711040615984512e-33,1.1245132195881069e-20,1.9391102498117228e-51,1.1491733164039764e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,9.3671782640788371e-64,9.4106039181351663e-37,0.0,1.6483974856475664e-49,0.0,3.0652683109893276e-22,1.0046063660277548e-103,3.0652683054665114e-22,1.1944800272419121e-69,1.8816390021908772e-63,0.0,0.0,2.7639449083127191e-51,1.6677563630211621e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036499046e-20,7.5037710141088513e-33,2.2529446037043826e-20,1.5560138545755571e-50,4.6086989826529087e-37
