Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.4798369673842844e-120,1.3121010683452077e-65,2.97000724972737e-36,1.779476023278624e-88,1.7990161858721238e-54,6.0517180305466e-132,5.564692090377849e-20,-6.55094698043465e-106,5.564692090377849e-20,2.596904190839814e-72,8.675451726637952e-72,3.9924102508584325e-112,4.6291905782895304e-113,2.0046062198287203e-52,1.2191918353190008e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345602607e-22,9.00878356890772e-38,3.335798334090026e-37,3.602213534512525e-22,2.3842608966413454e-33,3.4433192637542823e-41,2.504016328420978e-45,3.160887903243235e-76,3.3174158811947725e-54,2.145630714322877e-52,5.855865278005463e-77,7.031010199335399e-106,-3.2685460827435054e-108,-1.0157080415553372e-107
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,4.492617496480293e-118,2.9353438664442188e-64,1.793884380295663e-35,1.9663828753475323e-86,2.718673283008069e-53,2.183649072255285e-129,1.5581137853057977e-19,1.2646700272452602e-104,1.558113785305797e-19,7.323685382387229e-71,2.7277008476590374e-70,7.981077949330738e-110,9.254041675613937e-111,2.3798685041583898e-51,6.311609777832234e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896846164e-21,5.441305275564669e-37,2.0148221937883227e-36,1.0086197896557839e-21,1.4400935614792736e-32,4.087908575783428e-40,2.972787302116223e-44,1.9229345295705813e-74,3.9384361341038207e-53,2.547292785943096e-51,3.562408568275301e-75,1.4055429411655895e-103,3.307874696772912e-106,1.0279294975728031e-105
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.8965509167205105e-115,5.799944884717562e-63,8.636781104112161e-35,1.7790595184483136e-84,2.9246246592873783e-52,7.906579263650848e-127,3.5614029378418233e-19,1.3353579944211799e-102,3.561402937841821e-19,1.59306154124626e-69,6.08535054153708e-69,1.44491236084253e-107,1.6753725862253911e-108,2.336569009763326e-50,2.7565313175507214e-82,1.944979914233304e-17,5.758739838827048e-19,2.30541666217277e-21,2.6197542617549704e-36,9.70050155550299e-36,2.3054166620339533e-21,6.933430386051553e-32,4.013532765980459e-39,2.9187406951518373e-43,8.681164317510548e-73,3.86677995096372e-52,2.500947166501572e-50,1.6082414691032533e-73,2.5446266560388124e-101,6.927292015909336e-104,2.1526715654757574e-103
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,6.100420238144514e-113,1.032085550458052e-61,3.7719092297888903e-34,1.34645575854163e-82,2.6882339304757684e-51,2.397473328323353e-124,7.567981242913874e-19,1.0554892033736055e-100,7.567981242913862e-19,2.953267615215757e-68,1.1397188084827273e-67,2.1894909144198555e-105,2.5387097205427346e-106,2.0666688282496532e-49,1.0266598095089311e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407272971e-21,1.1441155131651047e-35,4.236463884262496e-35,4.8990104066667216e-21,3.0280110273069963e-31,3.549924075671915e-38,2.581665125705087e-42,3.2779324951216614e-71,3.420123076547055e-51,2.212059453600647e-49,6.072413438824396e-72,3.855899565220444e-99,1.1132852724619508e-101,3.4595590096686133e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.745143184489595e-110,1.7407764377765472e-60,1.574697864177067e-33,9.354665629789253e-81,2.299840724583623e-50,6.66866449059979e-122,1.558113785305798e-18,7.48093367870285e-99,1.5581137853057924e-18,5.0759124674649604e-67,1.968580813334107e-66,3.0441685419527536e-103,3.529706479942727e-104,1.737159676141042e-48,3.5402541248254716e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897968943e-20,4.7764570474592837e-35,1.7686402767058784e-34,1.008619789543797e-20,1.2641348471145116e-30,2.9839247413470032e-37,2.1701662769666083e-41,1.1373295610499637e-69,2.874819523391464e-50,1.859369269369578e-48,2.1068020753367034e-70,5.36106730561322e-97,1.5917661015046957e-99,4.946448943044958e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.7194583457576895e-108,2.8592412851982787e-59,6.433154675679105e-33,6.235524974751301e-79,1.901552785645223e-49,1.7788717880819933e-119,3.16074510733462e-18,5.034325416687343e-97,3.1607451073345965e-18,8.412952665017445e-66,3.2708264630743304e-65,4.059546190877753e-101,4.7070345475331064e-102,1.4242284570358535e-47,1.1770422902705622e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572881343174e-20,1.9513385555030194e-34,7.225472623329761e-34,2.046057287100332e-20,5.1644020994841674e-30,2.4464012212341033e-36,1.7794321573081127e-40,3.788198650350898e-68,2.3569507340299207e-49,1.524423285129186e-47,7.016528946796874e-69,7.14924290790481e-95,2.1519008515195638e-97,6.687080274166014e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.2417444013558665e-105,4.6349619939729264e-58,2.6003840493626437e-32,4.072924705688948e-77,1.5463111450963022e-48,4.64878697830588e-117,6.366007751392267e-18,3.303205045608307e-95,6.36600775139217e-18,1.3698312499311573e-64,5.33227264586183e-64,5.304062242563801e-99,6.150048070355007e-100,1.1533771297490229e-46,3.849304276446622e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322856020784e-20,7.88762243078838e-34,2.920651559616296e-33,4.120932281422544e-20,2.0875329074863156e-29,1.9811582245291581e-35,1.4413521728155497e-39,1.2368029495064722e-66,1.9087198116395822e-48,1.234517531613717e-46,2.2903108731735172e-67,9.340952802591002e-93,2.8306583486466527e-95,8.796334465797911e-95
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,3.223622687798185e-103,7.464470346527048e-57,1.0456030473745189e-31,2.6341621766165864e-75,1.2471559574867472e-47,1.2027798075021663e-114,1.2776533039507568e-17,2.1404277108449916e-93,1.2776533039507187e-17,2.2109131601237588e-63,8.611634556845969e-63,6.861330052591373e-97,7.955696543378929e-98,9.283382549609631e-46,1.2520119659769655e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682283709266e-20,3.171578286186909e-33,1.1743811465478657e-32,8.270682266903535e-20,8.393870023811978e-29,1.5946070283967976e-34,1.1606437747366118e-38,3.998890346949167e-65,1.5363037579063023e-47,9.936471615108769e-46,7.401882275173654e-66,1.208344797763249e-90,3.674066947343935e-93,1.1417245675709417e-92
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,8.315712577623011e-101,1.1982133584966705e-55,4.193336342819861e-31,1.6958256497041937e-73,1.001783488301137e-46,3.0974793474033955e-112,2.5597583615738207e-17,1.3783755277715953e-91,2.5597583615736684e-17,3.5528780947253196e-62,1.3842951007316765e-61,8.834718857208996e-95,1.0243836360010454e-95,7.44932983936366e-45,4.082950347775656e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182292610336e-19,1.2719447432947253e-32,4.7097936518078645e-32,1.6570182225211777e-19,3.366310900555495e-28,1.279569360176448e-33,9.321751007832013e-38,1.287113209602217e-63,1.2327870104869061e-46,7.973393520031621e-45,2.3803300984252718e-64,1.555877138535524e-88,4.738726463033594e-91,1.4725699132504274e-90
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,2.1397530162279338e-98,1.9202660951816845e-54,1.6795221425982367e-30,1.0899496380471022e-71,8.030534617917484e-46,7.963466415740153e-110,5.123968476819965e-17,8.848907549025987e-90,5.123968476819354e-17,5.696966800616596e-61,2.2200325316407948e-60,1.1356738583812578e-92,1.3168112478224598e-93,5.968528899203083e-44,1.3469845573945363e-71,2.7983398516025134e-15,8.285386943112332e-17,3.316918236115961e-19,5.094413387536641e-32,1.8863740755231884e-31,3.3169182091213313e-19,1.3482750888038825e-27,1.0252088140071171e-32,7.482069620341254e-37,4.136192254226629e-62,9.87729775720947e-46,6.38841891275265e-44,7.635855313542182e-63,2.000028547566195e-86,6.096654253305091e-89,1.8945490470632922e-88
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,5.5061442244303716e-96,3.074928011132671e-53,6.722468516110565e-30,7.008720655231704e-70,6.430940744423613e-45,2.0482932362436512e-107,1.0252388707312311e-16,5.672053941526326e-88,1.0252388707309867e-16,9.125047650181055e-60,3.5561857392555274e-59,1.4605431006113901e-90,1.6934963927052952e-91,4.778452215596565e-43,4.555484476222112e-70,5.599110928096502e-15,1.657797231102302e-16,6.636718270124936e-19,2.039092986095719e-31,7.550412330612728e-31,6.636718162075661e-19,5.396572996311848e-27,8.207843788955465e-32,6.0115414661880215e-36,1.3298611923584946e-60,7.907843969165149e-45,5.1146216818282975e-43,2.4464726591478146e-61,2.572153855957509e-84,7.844144326744602e-87,2.4375855684831245e-86
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999884,0.11866996602995392,0.022821567693054122,1.4205615533438526e-93,4.9218875728279625e-52,2.689865437000571e-29,4.519506033533134e-68,5.147359088707259e-44,5.283116033554091e-105,2.0509229168297247e-16,3.632918043803665e-86,2.050922916828747e-16,1.4608001371570394e-58,5.693206226523524e-58,1.883593176849169e-88,2.1840219900401716e-89,3.824214001874487e-42,1.6124450973103675e-68,1.1200653081080526e-14,3.316314304684389e-16,1.3276318419341535e-18,8.159027895056385e-31,3.0211484156355773e-30,1.3276317987000409e-18,2.1592992725575099e-26,6.568672837168666e-31,4.84521060489689e-35,4.287930920140824e-59,6.328678440126036e-44,4.0932551757177765e-42,7.833429167540743e-60,3.3171848495732494e-82,1.0118879761318588e-84,3.144464855121064e-84
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,3.6883605795891545e-91,7.87662255678916e-51,1.0761232393340625e-28,2.9332253136441535e-66,4.118930122754171e-43,1.3714249998237772e-102,4.1022910090268084e-16,2.3259650789517163e-84,4.1022910090228976e-16,2.3379144104015083e-57,9.111777824939336e-57,2.4448365302402894e-86,2.8347823753926896e-87,3.059952169651628e-41,6.146288021510851e-67,2.2403737387032777e-14,6.633348451848357e-16,2.6555519042586547e-18,3.264142369249893e-30,1.2086560889365791e-29,2.655551731291426e-18,8.638340212658903e-26,5.25578149734461e-30,3.931553324751095e-34,1.3916058144914994e-57,5.063904154922077e-43,3.2752314776571804e-41,2.507397740346094e-58,4.305587200426518e-80,1.3136704547761011e-82,4.082261048679114e-82
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.1186699660299197,0.022821567693053622,9.701192620097924e-89,1.2603877680229182e-49,4.304858578007876e-28,1.928550769033544e-64,3.295561289637914e-42,3.606225842226149e-100,8.205027193421364e-16,1.4889049248421526e-82,8.205027193405718e-16,3.7411704809418323e-56,1.4580962389313234e-55,3.21456492747333e-84,3.727280689214298e-85,2.4481940714020804e-40,2.597532694357455e-65,4.480990599887407e-14,1.326741674617547e-15,5.311392158846174e-18,1.30576315384789e-29,4.835017813000078e-29,5.3113914668999484e-18,3.455406964524943e-25,4.204776776588998e-29,3.232980025343364e-33,4.575719950796783e-56,4.0515077524760264e-42,2.62044265826492e-40,8.024444606733711e-57,5.661151308489894e-78,1.727705490377646e-80,5.3688851773326395e-80
