Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),S(216),CHO2(74)
3.1378370529248966e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44505997837163475,0.11161757145730397,0.022602257615067307,7.873262306111005e-10,3.793597849690857e-07,5.39841051159963e-05,1.0156165645508172e-05,6.866383408462327e-08,8.98999998157187e-18,0.00027512347395851447,4.060884302448513e-16,0.00019247915463398198,2.4402772566193576e-12,9.494007589377271e-10,3.3625181536048577e-13,2.8440931533459984e-15,1.2124702317069546e-06,5.409716978139574e-11,0.006756487465282274,0.00042587947653186724,5.3438240373516094e-05,5.403563553238674e-08,1.5467440566811999e-09,1.210147998447519e-09,6.131220685156661e-13,1.3304317928326977e-08,1.0456838528083392e-05,1.3976226385527681e-08,1.9470736248606904e-11,9.527942132329932e-07,8.567984091704292e-10,8.527427509641692e-11,3.160849861044531e-11,9.189974342497457e-07,1.1397743881077213e-13,6.991589166014099e-15,1.3121537769249753e-12,2.6961967072550253e-12,1.5342125277954733e-17,1.744849143787764e-10,1.056866900996628e-14,1.1553026362626542e-17,9.340558481929698e-31,6.452240876976589e-19
3.1473976056017975e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44505181272742717,0.11160981147040966,0.02260159790440189,7.97343231749463e-10,3.835391277169052e-07,5.436562329472247e-05,1.0251049754805165e-05,6.927682453873391e-08,9.129009022236112e-18,0.0002759498498933384,4.122926334034081e-16,0.00019287971708816925,2.462938088944141e-12,9.608450245784656e-10,3.4017666265735275e-13,2.880680909737869e-15,1.2196239915136406e-06,5.476624916354638e-11,0.006763300128645287,0.0004270876125732698,5.3550825929093015e-05,5.430396488248228e-08,1.5513455710403816e-09,1.2136132276546475e-09,6.150977237942321e-13,1.3364002233881322e-08,1.0481492559031021e-05,1.4060868006864332e-08,1.967704527412617e-11,9.599786020088727e-07,8.59356478274956e-10,8.632998680182332e-11,3.190328028202434e-11,9.236713052142831e-07,1.1491139870411548e-13,7.078107274471433e-15,1.3316972826760411e-12,2.72026176408518e-12,1.5531593876204016e-17,1.7608654841831155e-10,1.0695886173738944e-14,1.1724372296281347e-17,9.576505747074954e-31,6.547930433240106e-19
3.1569581582786983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450436879922062,0.11160209099435363,0.022600938225402413,8.074494131530454e-10,3.8774725196606066e-07,5.474835401608122e-05,1.0346426257199533e-05,6.989334188144109e-08,9.269600987465724e-18,0.00027677611425763103,4.1857186961388826e-16,0.00019327940891666784,2.4857378189892826e-12,9.723906848737847e-10,3.4413071221821523e-13,2.9176042852296997e-15,1.226796034673013e-06,5.544150875146094e-11,0.006770073045477508,0.00042829513835545527,5.3662986122712e-05,5.457243423997273e-08,1.555946189119327e-09,1.2170779450488745e-09,6.170730465431889e-13,1.3423518773397324e-08,1.050599422248126e-05,1.4145618968825946e-08,1.988471053744136e-11,9.671884301274833e-07,8.619141847213908e-10,8.739545965554256e-11,3.2199587262347094e-11,9.283521151452372e-07,1.158482680991429e-13,7.165355937429491e-15,1.3514687351369493e-12,2.7444373057834045e-12,1.5722809628717813e-17,1.7769767277006533e-10,1.0824228633904485e-14,1.189759071834232e-17,9.81757620858709e-31,6.644665629525459e-19
3.166518710955599e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44503560393238345,0.11159440980038142,0.022600278577972026,8.176451825542399e-10,3.9198422306588705e-07,5.513229421165514e-05,1.0442294890882374e-05,7.05133948200181e-08,9.411786916350624e-18,0.00027760226668152094,4.249268045865462e-16,0.00019367823189563185,2.5086768437993168e-12,9.840383026801327e-10,3.4811402431055593e-13,2.9548649546958065e-15,1.2339863295291275e-06,5.612298612184106e-11,0.0067768064449371225,0.00042950205433251636,5.3774724786247265e-05,5.4841043387385216e-08,1.5605459089061148e-09,1.2205421491723356e-09,6.190480260229056e-13,1.3482866795439556e-08,1.0530343729841754e-05,1.4230477944720576e-08,2.009373498090421e-11,9.744236327991653e-07,8.644715276327761e-10,8.84707530686052e-11,3.249741871884144e-11,9.330398318977905e-07,1.1678803350153277e-13,7.253337937846728e-15,1.3714700455230223e-12,2.768723187663547e-12,1.5915783140345125e-17,1.7931831176416969e-10,1.0953702626269582e-14,1.2072693902357595e-17,1.0063862474044349e-30,6.742453319076405e-19
3.1760792636325e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445027560315701,0.11158676766106095,0.022599618962014546,8.279309471441363e-10,3.962501062391832e-07,5.5517440827717703e-05,1.053865538343656e-05,7.113699204831315e-08,9.555577869167675e-18,0.00027842830679530693,4.3135810771596376e-16,0.00019407618779960158,2.5317555599740012e-12,9.95788441917938e-10,3.5212665839405626e-13,2.9924645914815037e-15,1.241194844470074e-06,5.681071895674006e-11,0.0067835005548599605,0.00043070836096781865,5.3886045723313216e-05,5.510979212789374e-08,1.5651447283899825e-09,1.224005838569028e-09,6.210226516643615e-13,1.3542045575312379e-08,1.0554541302978382e-05,1.4315443620377035e-08,2.0304121543198543e-11,9.81684145410529e-07,8.67028506129765e-10,8.9555926618825e-11,3.279677378625702e-11,9.377344234099373e-07,1.1773068152325628e-13,7.342056047948691e-15,1.391703134549346e-12,2.793119264514067e-12,1.611052504564625e-17,1.8094848969446096e-10,1.108431439842003e-14,1.2249694133307605e-17,1.0315458476386729e-30,6.841300361517638e-19
3.185639816309401e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450195569112245,0.11157916435027465,0.02259895937743445,8.383071135706722e-10,4.005449665860615e-07,5.590379082534758e-05,1.0635507451969133e-05,7.176414224673954e-08,9.700984927242945e-18,0.0002792542342294633,4.378664520875909e-16,0.00019447327840148935,2.554974363666688e-12,1.0076416675674372e-09,3.5616867312284217e-13,3.0304048673660605e-15,1.2484215479286483e-06,5.750474504343488e-11,0.006790155601767138,0.0004319140587338723,5.399695270903453e-05,5.5378680284615134e-08,1.5697426455613555e-09,1.2274690117848136e-09,6.229969130677099e-13,1.3601054414731258e-08,1.0578587174082957e-05,1.4400514694191872e-08,2.051587315947449e-11,9.889699035309988e-07,8.695851193306658e-10,9.065104005059639e-11,3.309765156707569e-11,9.424358577023544e-07,1.186761988831859e-13,7.431513029207447e-15,1.4121699324409248e-12,2.817625390646454e-12,1.6307046008856847e-17,1.8258823081844862e-10,1.1216070209674741e-14,1.2428603707340078e-17,1.0572459487669674e-30,6.941213622706862e-19
3.195200368986302e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450115934893361,0.11157159964321225,0.022598299824136834,8.48774087936963e-10,4.0486886908771415e-07,5.62913411805351e-05,1.0732850803243765e-05,7.239485408226618e-08,9.848019192814922e-18,0.00028008004861464566,4.444525144842443e-16,0.00019486950547256416,2.578333650582725e-12,1.0195985456645121e-09,3.6024012634781736e-13,3.0686874525261238e-15,1.2556664083829942e-06,5.820510227429755e-11,0.006796771810872645,0.00043311914811220407,5.410744948983337e-05,5.564770769991858e-08,1.5743396584118801e-09,1.2309316673674218e-09,6.249708000008273e-13,1.3659892641495636e-08,1.0602481585540878e-05,1.4485689877173604e-08,2.0728992761478974e-11,9.962808429191308e-07,8.72141366351481e-10,9.175615327469132e-11,3.340005113192192e-11,9.471441028782715e-07,1.1962457240767393e-13,7.52171163232274e-15,1.4328723789427391e-12,2.8422414199432008e-12,1.6505356723851952e-17,1.8423755935728412e-10,1.1348976331039843e-14,1.2609434931508717e-17,1.0834962132904513e-30,7.042199974588914e-19
3.2047609216632026e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44500366982172707,0.11156407331636281,0.022597640302027454,8.593322757998088e-10,4.092218786100943e-07,5.668008888428087e-05,1.0830685133813284e-05,7.302913620840817e-08,9.99669178889876e-18,0.0002809057495816959,4.51116975392571e-16,0.00019526487078243645,2.601833815977849e-12,1.0316596432965463e-09,3.643410751190791e-13,3.1073140154996444e-15,1.2629293943572261e-06,5.891182864666635e-11,0.0068033494060909085,0.00043432362959322924,5.421753978323272e-05,5.591687423474883e-08,1.5789357649344523e-09,1.2343938038664515e-09,6.26944302397851e-13,1.3718559609163478e-08,1.0626224789798728e-05,1.4570967892984218e-08,2.09434832776826e-11,1.0036168995286951e-06,8.746972463059518e-10,9.287132636805562e-11,3.370397151997361e-11,9.518591271233416e-07,1.2057578903109508e-13,7.612654597204893e-15,1.4538124233297069e-12,2.8669672059052956e-12,1.670546791410982e-17,1.8589649949572996e-10,1.1483039045162975e-14,1.279220012351563e-17,1.1103064403985191e-30,7.144266295051958e-19
3.2143214743401034e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44499578568139064,0.1115565851475075,0.0225969808110127,8.699820821683734e-10,4.1360405990751576e-07,5.707003094268675e-05,1.0929010130152207e-05,7.366699726521729e-08,1.014701385915147e-17,0.00028173133676164794,4.57860519009471e-16,0.00019565937609904337,2.625475254656603e-12,1.0438255285982865e-09,3.6847157568841793e-13,3.146286223150274e-15,1.2702104744220238e-06,5.962496226271647e-11,0.006809888610044301,0.00043552750367612344,5.432722727767604e-05,5.618617976796281e-08,1.58353096312325e-09,1.2378554198333762e-09,6.289174103577112e-13,1.3777054696727592e-08,1.0649817049231848e-05,1.465634747797789e-08,2.1159347633402958e-11,1.0109780095145449e-06,8.772527583055964e-10,9.399661957360457e-11,3.4009411739372744e-11,9.565808987055107e-07,1.2152983579636006e-13,7.704344652959439e-15,1.4749920244165444e-12,2.891802601699209e-12,1.6907390332675655e-17,1.8756507538212876e-10,1.1618264646287629e-14,1.2976911611457447e-17,1.1376865673702315e-30,7.247419467785783e-19
3.223882027017004e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44498794084261556,0.11154913491571197,0.022596321350999576,8.807239115030406e-10,4.180154776261691e-07,5.746116437703953e-05,1.1027825468789266e-05,7.430844587927259e-08,1.029899656773811e-17,0.00028255680978573293,4.646838332484831e-16,0.00019605302318863224,2.6492583609707472e-12,1.0560967707477218e-09,3.7263168351189874e-13,3.1856057406322575e-15,1.2775096171952088e-06,6.034454132933044e-11,0.006816389644070595,0.000436730770868695,5.443651563236238e-05,5.6455624195679545e-08,1.5881252509737609e-09,1.2413165138215424e-09,6.308901141426532e-13,1.3835377308293732e-08,1.0673258636011943e-05,1.4741827381237104e-08,2.1376588750924466e-11,1.0183641092382574e-06,8.798079014597548e-10,9.513209330001794e-11,3.431637076763602e-11,9.613093859748884e-07,1.2248669985539784e-13,7.796784517873414e-15,1.4964131505675306e-12,2.916747460203423e-12,1.7111134762125294e-17,1.8924331112837276e-10,1.1754659440207743e-14,1.3163581733575137e-17,1.1656466709843823e-30,7.351666382142118e-19
3.233442579693905e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449801350809785,0.11154172240131899,0.022595661921895726,8.915581677144381e-10,4.2245619630755793e-07,5.7853486223887375e-05,1.1127130816439943e-05,7.495349066367108e-08,1.0452651099198945e-17,0.0002833821682853845,4.715876097461309e-16,0.00019644581381574516,2.6731835288176935e-12,1.068473939961974e-09,3.7682145325252126e-13,3.225274231355798e-15,1.2848267913422926e-06,6.107060415796791e-11,0.0068228527282304064,0.00043793343168725647,5.454540847709674e-05,5.672520743064369e-08,1.5927186264828143e-09,1.244777084386175e-09,6.328624041767493e-13,1.3893526872760537e-08,1.0696549831974684e-05,1.4827406364605969e-08,2.1595209549614735e-11,1.0257751352735619e-06,8.823626748756264e-10,9.627780812153437e-11,3.4624847552065445e-11,9.660445573636167e-07,1.2344636846960816e-13,7.889976899403397e-15,1.518077779706177e-12,2.941801634054473e-12,1.7316712014528636e-17,1.909312308098731e-10,1.1892229744222315e-14,1.335222283800756e-17,1.1941969689383708e-30,7.457013932997069e-19
3.243003132370806e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449723681733374,0.11153434738594105,0.022595002523609405,9.024852541626339e-10,4.269262803918536e-07,5.824699353510927e-05,1.1226925830138905e-05,7.560214021801851e-08,1.0607988658317545e-17,0.00028420741189224435,4.785725438682313e-16,0.00019683774974320272,2.6972511516389456e-12,1.0809576074931994e-09,3.8104093878296076e-13,3.2652933569529112e-15,1.2921619655770068e-06,6.180318916453536e-11,0.006829278081314547,0.00043913548665649733,5.46539094121551e-05,5.6994929401601815e-08,1.5973110876486118e-09,1.2482371300843803e-09,6.348342710444137e-13,1.3951502843501303e-08,1.0719690928487377e-05,1.491308320272098e-08,2.181521294603757e-11,1.0332110244115565e-06,8.849170776583125e-10,9.743382477774508e-11,3.493484101015871e-11,9.707863813857402e-07,1.244088290102816e-13,7.983924494165152e-15,1.539987899324795e-12,2.9669649756924303e-12,1.7524132931413128e-17,1.9262885846552927e-10,1.2030981887090208e-14,1.3542847282548794e-17,1.223347821275751e-30,7.563469020615643e-19
3.262124237724607e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44495695003383856,0.11151970898498494,0.022593683819125535,9.24619528453666e-10,4.3595480204256307e-07,5.903755283519686e-05,1.1427983436210506e-05,7.691028796747158e-08,1.0923757779096889e-17,0.00028585755295522375,4.92788685132997e-16,0.00019761906454172852,2.7458153336815108e-12,1.106246727665894e-09,3.8956926876951564e-13,3.346390150204768e-15,1.3068861894083126e-06,6.328807989653269e-11,0.006842016463114019,0.00044153778118689223,5.4869749806030415e-05,5.753478934288967e-08,1.6064932589502689e-09,1.2551556411193349e-09,6.387766984109042e-13,1.4066931937786733e-08,1.0765524035496784e-05,1.5084725605862885e-08,2.2259379184966115e-11,1.0481571402761585e-06,8.900247677342732e-10,9.977700737813388e-11,3.555937347076592e-11,9.8028986179507e-07,1.2634207590808082e-13,8.174096055592482e-15,1.5845526078716945e-12,3.0176185713763926e-12,1.794454927180186e-17,1.960533336721681e-10,1.2312057061450791e-14,1.393009566998684e-17,1.2834933496337132e-30,7.779729433353696e-19
3.2793332325430285e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449432043763791,0.11150666050563046,0.022592497089578372,9.4486188994246e-10,4.4418154570928664e-07,5.975308123383994e-05,1.1610606305402754e-05,7.810003524989871e-08,1.1213818758638522e-17,0.00028734228328762074,5.058678238326319e-16,0.00019831934243637014,2.790014231147826e-12,1.1293769119145068e-09,3.973469181290852e-13,3.4205930673048028e-15,1.3201992382970397e-06,6.464717492607172e-11,0.0068533541356245375,0.0004436977796902499,5.506270133885833e-05,5.80211373586718e-08,1.6147540660148748e-09,1.2613804915710463e-09,6.423233445842874e-13,1.417021943831183e-08,1.080626360516307e-05,1.5239526401935775e-08,2.2663886489613258e-11,1.0616930468767766e-06,8.946204122179451e-10,1.0192171671088424e-10,3.612662825384931e-11,9.888654319748223e-07,1.280914220768617e-13,8.347860120345538e-15,1.625520557776547e-12,3.0635786785624292e-12,1.8329338674703577e-17,1.9916880303937525e-10,1.2569130330405557e-14,1.4285526404557078e-17,1.3397851185229681e-30,7.978220909669668e-19
3.29654222736145e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449295811933825,0.11149373018398381,0.022591310458481437,9.654112692409515e-10,4.5250443116145844e-07,6.0472405394500216e-05,1.179480993031573e-05,7.930159511043276e-08,1.1509507916077158e-17,0.00028882663564870094,5.192208986729731e-16,0.00019901687843909145,2.8346807805321252e-12,1.1528610816998003e-09,4.0522164865907384e-13,3.495957798316088e-15,1.3335701231608414e-06,6.6028004016202e-11,0.0068645729048194,0.0004458558237711512,5.525443771492534e-05,5.8507934439159414e-08,1.6230118795410863e-09,1.2676036191017615e-09,6.458684804370506e-13,1.4272937079436048e-08,1.0846521805631921e-05,1.5394625777920465e-08,2.307291865240623e-11,1.075308537347973e-06,8.992148418408836e-10,1.041007561457677e-10,3.669877890563177e-11,9.974620707466833e-07,1.2984962274730063e-13,8.524112517504293e-15,1.6673152446560256e-12,3.109890190255786e-12,1.8720271500435622e-17,2.0231609842383974e-10,1.2830131701130694e-14,1.4647575765916094e-17,1.3981904618287783e-30,8.18040835043843e-19
3.313751222179871e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449160792288972,0.11148091679136218,0.022590123925321774,9.862699987919298e-10,4.609238309637265e-07,6.119550868482579e-05,1.1980591978156675e-05,8.051501721294923e-08,1.1810891312640492e-17,0.0002903106078983851,5.328521006900211e-16,0.0001997116827662303,2.879817259697636e-12,1.1767026054538176e-09,4.1319374635676526e-13,3.572493965256138e-15,1.346998663343636e-06,6.743079496777836e-11,0.006875674001730241,0.000448011916775676,5.5444978850600415e-05,5.899518066996079e-08,1.6312666879077956e-09,1.2738250153647457e-09,6.494120566570082e-13,1.4375082516985227e-08,1.0886300663401882e-05,1.5550017053144798e-08,2.3486492595058383e-11,1.0890032515284352e-06,9.038080513133336e-10,1.0631448586755763e-10,3.7275818089250386e-11,1.0060795974286694e-06,1.3161660828775341e-13,8.702868580985356e-15,1.709948606783938e-12,3.1565522445963344e-12,1.9117412037054572e-17,2.0549535869625996e-10,1.3095098491406881e-14,1.50163161432134e-17,1.4587751377515866e-30,8.386332175765191e-19
3.3309602169982927e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449026972398728,0.11146821911183742,0.022588937489592637,1.007440405251265e-09,4.694401168576845e-07,6.192237463671093e-05,1.2167950025035112e-05,8.174035107897753e-08,1.2118035211869081e-17,0.0002917941978991781,5.467656605582176e-16,0.000200403765614713,2.925425941600118e-12,1.200904862151188e-09,4.212634891673941e-13,3.650211168919382e-15,1.3604846787304387e-06,6.885577666755251e-11,0.006886658644633028,0.0004501660621276962,5.5634344346207096e-05,5.94828762593375e-08,1.6395184795105692e-09,1.2800446720331603e-09,6.52954025494981e-13,1.4476653639020675e-08,1.0925602294515224e-05,1.5705693682792746e-08,2.3904625217737377e-11,1.1027768318853783e-06,9.084000353266251e-10,1.0856326778016579e-10,3.785773818757242e-11,1.0147178321880423e-06,1.3339231024443475e-13,8.884143530636653e-15,1.7534326836135259e-12,3.2035639811165216e-12,1.9520824878889668e-17,2.0870672234166838e-10,1.3364068135753498e-14,1.5391820008879287e-17,1.521606515739157e-30,8.596032852235247e-19
3.348169211816714e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44488943399603303,0.1114556359421035,0.022587751150793492,1.028924809499767e-09,4.780536598124311e-07,6.265298694657813e-05,1.2356881558439422e-05,8.297764608753517e-08,1.2431006077283019e-17,0.0002932774035162605,5.609658487030916e-16,0.00020109313716172816,2.9715090942598638e-12,1.2254712412336754e-09,4.294311470480611e-13,3.729118988313394e-15,1.3740279897539528e-06,7.030317908564315e-11,0.006897528039180428,0.0004523182633264942,5.582255348564327e-05,5.997102152860594e-08,1.6477672427621654e-09,1.2862625808000762e-09,6.564943407365243e-13,1.4577648560193391e-08,1.0964428902084418e-05,1.5861649258058074e-08,2.4327333400679513e-11,1.1166289235804958e-06,9.12990788553867e-10,1.1084746550264312e-10,3.8444531310863144e-11,1.02337659603879e-06,1.3517666134524607e-13,9.06795247230783e-15,1.797779615942037e-12,3.2509245415133913e-12,1.993057492583196e-17,2.1195032745887916e-10,1.3637078184595623e-14,1.5774159914674424e-17,1.5867536049592877e-30,8.809550890708959e-19
3.3653782066351355e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448762882797497,0.11144316609134532,0.022586564908429863,1.0507255266602075e-09,4.867648300726935e-07,6.338732947548095e-05,1.2547383979704415e-05,8.422695147496451e-08,1.2749870570080317e-17,0.00029476022261757875,5.754569754125685e-16,0.0002017798075643986,3.018068980734e-12,1.250405142535103e-09,4.376969820338462e-13,3.809226980111564e-15,1.3876284174005446e-06,7.177323327299403e-11,0.0069082833785327905,0.00045446852394439034,5.600962523637638e-05,6.045961690289618e-08,1.6560129660930305e-09,1.2924787333784924e-09,6.600329576733059e-13,1.467806561615241e-08,1.1002782773827826e-05,1.6017877506204917e-08,2.475463400569708e-11,1.1305591745299643e-06,9.175803056506376e-10,1.1316744436515988e-10,3.9036189304424714e-11,1.0320557108390938e-06,1.369695955022478e-13,9.254310397984205e-15,1.8430016460720196e-12,3.2986330703990468e-12,2.0346727382619175e-17,2.1522631175994095e-10,1.3914166303434988e-14,1.6163408487870802e-17,1.6542870831458592e-30,9.026926844190042e-19
3.382587201453557e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44486325888591666,0.1114308083811091,0.022585378762013338,1.0728448661192538e-09,4.955739972046219e-07,6.412538624904241e-05,1.2739454606468641e-05,8.5488316334771e-08,1.307469554686597e-17,0.00029624265307393434,5.902433909469699e-16,0.000202463786959452,3.065107859089099e-12,1.2757099762066523e-09,4.460612483060653e-13,3.89054467812178e-15,1.4012857832156519e-06,7.326617135881869e-11,0.006918925843487771,0.00045661684762438357,5.619557824978462e-05,6.094866290221724e-08,1.6642556379518175e-09,1.2986931215013895e-09,6.635698330745903e-13,1.4777903358020092e-08,1.1040666279615643e-05,1.6174372290569474e-08,2.518654387758236e-11,1.1445672354588482e-06,9.221685812556945e-10,1.1552357140496697e-10,3.963270375620204e-11,1.0407549992887906e-06,1.387710478135867e-13,9.44323218595421e-15,1.88911111796942e-12,3.3466887160355774e-12,2.076934775811784e-17,2.185348125695947e-10,1.4195370272024901e-14,1.6559638427533635e-17,1.7242793256661672e-30,9.248201305749618e-19
3.399796196271978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485034462182693,0.11141856164517408,0.022584192711061456,1.095285131554321e-09,5.044815301392624e-07,6.486714145723228e-05,1.2933090675120425e-05,8.676178961746379e-08,1.3405548057412475e-17,0.0002977246927590701,6.053294856476744e-16,0.0002031450854628911,3.1126279823740775e-12,1.3013891626425308e-09,4.5452419226259366e-13,3.973081592771419e-15,1.4149999093086137e-06,7.478222654803353e-11,0.0069294566026085955,0.0004587632380778027,5.638043086183459e-05,6.143816013305332e-08,1.6724952468058722e-09,1.3049057369217295e-09,6.671049251593762e-13,1.4877160546982277e-08,1.1078081869027274e-05,1.6331127610482208e-08,2.5623079845441418e-11,1.1586527599499778e-06,9.267556099916388e-10,1.179162153623374e-10,4.0234066004353136e-11,1.0494742849268164e-06,1.405809545652613e-13,9.634732601024658e-15,1.9361204774184276e-12,3.3950906310532174e-12,2.11985018646014e-17,2.2187596682473668e-10,1.4480727983549297e-14,1.6962922500945863e-17,1.7968044349034902e-30,9.473414906530844e-19
3.4170051910903997e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44483754430704875,0.1114064247294254,0.022583006755097668,1.1180486209651375e-09,5.13487797213811e-07,6.56125794539968e-05,1.3128289343231402e-05,8.804742013039803e-08,1.3742495342451312e-17,0.0002992063395497567,6.20719690044457e-16,0.00020382371316966439,3.160631598593385e-12,1.3274461324059906e-09,4.630860525901279e-13,4.056847210608308e-15,1.4287706183569762e-06,7.632163311867871e-11,0.006939876812350978,0.0004609076990819717,5.656420109406787e-05,6.192810928030693e-08,1.680731781141706e-09,1.3111165714124669e-09,6.706381935682177e-13,1.4975836148933415e-08,1.1115032068921255e-05,1.648813760109619e-08,2.606425872393776e-11,1.1728154044876294e-06,9.313413864655668e-10,1.2034574667648804e-10,4.0840267144780386e-11,1.0582133921286473e-06,1.4239925323143657e-13,9.828826294802073e-15,1.9840422721731157e-12,3.4438379731449486e-12,2.1634255817023925e-17,2.25249911073886e-10,1.4770277443805314e-14,1.7373333540169205e-17,1.8719382700513515e-30,9.702608313829636e-19
3.434214185908821e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44482485677330336,0.11139439649172853,0.022581820893651235,1.1411376267098807e-09,5.225931662107197e-07,6.636168475675005e-05,1.3325047691976538e-05,8.934525653761955e-08,1.4085604831495065e-17,0.00030068759132587645,6.364184749615104e-16,0.00020449968015333737,3.209120950680482e-12,1.3538843261557047e-09,4.717470603382874e-13,4.1418509938175644e-15,1.4425977336102924e-06,7.788462641932701e-11,0.006950187617188724,0.00046305023447789034,5.6746906654877127e-05,6.241851109946434e-08,1.6889652294654826e-09,1.3173256167665991e-09,6.741695993350227e-13,1.5073929329179136e-08,1.1151519481018835e-05,1.6645396533158865e-08,2.6510097314426458e-11,1.1870548284962384e-06,9.359259052697533e-10,1.2281253748148322e-10,4.14512980386182e-11,1.0669721461037205e-06,1.4422588247416213e-13,1.0025527806001461e-14,2.032889152105918e-12,3.4929299057420306e-12,2.207667603229145e-17,2.2865678147665798e-10,1.5064056770389714e-14,1.7790944438695795e-17,1.949758477114871e-30,9.935822229224492e-19
3.4514231807272425e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44481228086434405,0.11138247580180476,0.022580635126257215,1.1645544355457366e-09,5.317980043947179e-07,6.71144420457359e-05,1.352336272853951e-05,9.065534735971119e-08,1.4434944140690326e-17,0.00030216844597050625,6.52430351622148e-16,0.00020517299646576566,3.258098276471604e-12,1.3807071945724768e-09,4.805074389954832e-13,4.228102379754152e-15,1.4564810788934359e-06,7.947144286648055e-11,0.00696039014973804,0.0004651908481679289,5.6928564941051454e-05,6.290936640928926e-08,1.697195580303491e-09,1.323532864797166e-09,6.776991048598749e-13,1.5171439447266396e-08,1.1187546779502202e-05,1.68028988127186e-08,2.6960612406036933e-11,1.2013706943743768e-06,9.405091609822886e-10,1.2531696160211946e-10,4.206714931967506e-11,1.0757503728928542e-06,1.4606078214341343e-13,1.0224851560794353e-14,2.082673869352932e-12,3.5423655986760815e-12,2.2525829228529634e-17,2.320967138032422e-10,1.536210419188909e-14,1.8215828148237577e-17,2.0303445192090713e-30,1.0173097386785262e-18
3.468632175545664e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444799815435836,0.1113706615411082,0.02257944945245633,1.1883013286737921e-09,5.411026785478102e-07,6.787083616326814e-05,1.3723231388502487e-05,9.197774097364137e-08,1.4790581070701363e-17,0.0003036489013699987,6.687598717521852e-16,0.00020584367213677003,3.307565808679824e-12,1.4079181982862973e-09,4.893674045664875e-13,4.315610780491112e-15,1.470420478609457e-06,8.108231994195675e-11,0.006970485530880551,0.00046732954411354084,5.7109193039575744e-05,6.34006760848669e-08,1.7054228222025796e-09,1.3297383073372373e-09,6.812266738815928e-13,1.526836605186989e-08,1.1223116708628451e-05,1.696063898073883e-08,2.741582077668904e-11,1.215762667524175e-06,9.450911481676912e-10,1.278593945497912e-10,4.268781140182687e-11,1.084547899365648e-06,1.4790389327551125e-13,1.0426811873227714e-14,2.13340927845608e-12,3.592144228817987e-12,2.298178242434664e-17,2.3556984343388646e-10,1.5664458047073515e-14,1.864805767566086e-17,2.1137777073219683e-30,1.0414474551362901e-18
