Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27)
1.5398072407581353e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553412026929353,0.0,0.17647058694918535,1.3247092567969767e-37,1.1303160825761456e-17,1.0896514906598332e-15,1.9792857326311377e-17,0.0,5.60735790639164e-11,0.0,0.0,5.190858814946814e-16,0.0,0.11762123040678783,1.7977743677888502e-19,0.0,5.008674182014068e-14,0.0,2.5790072161181594e-05,5.988585058151323e-09,3.952050522183226e-08,8.536804614560327e-11,3.556994772611124e-08,2.4453260202983927e-10,3.5651236381158483e-09,5.641595423624573e-11,5.233568881904979e-15,6.357089175436944e-15,2.0154537167692808e-19,1.4937618720882395e-13,8.667286199103728e-22,5.1565599832978065e-25,3.593877699876772e-20
1.5642831824436308e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553387905380906,0.0,0.17647058694737897,1.3897223051826754e-37,1.2007223563807235e-17,1.1424327070324278e-15,2.0754377494360716e-17,0.0,5.7873590835418214e-11,0.0,0.0,5.357108772795784e-16,0.0,0.11762098919128773,1.8850358034950735e-19,0.0,5.234244563808933e-14,0.0,2.6030659600872368e-05,5.988579995851616e-09,4.014855367390539e-08,8.536816050115828e-11,3.613569248564544e-08,2.4452922012984654e-10,3.625642318181772e-09,5.822135354662998e-11,5.468832370816722e-15,6.664765956878851e-15,2.1302099767063443e-19,1.5350780585310173e-13,9.328667111017118e-22,5.3222333756386535e-25,3.709311301405753e-20
1.5887591241291263e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855336415279775,0.0,0.17647058694554413,1.456807383031094e-37,1.2742720333940163e-17,1.1968911414349441e-15,2.174653377825644e-17,0.0,5.970200355879168e-11,0.0,0.0,5.525976633511694e-16,0.0,0.1176207516654406,1.9750736042163418e-19,0.0,5.465996108834203e-14,0.0,2.6267557391093667e-05,5.988575010959784e-09,4.0776598514043695e-08,8.536827972534445e-11,3.670140650007836e-08,2.445258512350523e-10,3.6861598103003077e-09,6.00551504540877e-11,5.710501148823372e-15,6.982210169275604e-15,2.249408891460997e-19,1.576781661136521e-13,1.002832485531809e-21,5.49052453201256e-25,3.826567230961728e-20
1.6132350658146218e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855334076352144,0.0,0.17647058694368076,1.5259969711189897e-37,1.3510504659404766e-17,1.2530530128341707e-15,2.2769806012648307e-17,0.0,6.155881563410717e-11,0.0,0.0,5.697462281025268e-16,0.0,0.117620517772662,2.0679310873417384e-19,0.0,5.703985989163946e-14,0.0,2.6500822116246672e-05,5.988570102276829e-09,4.1404639777892626e-08,8.53684037431102e-11,3.726708980325399e-08,2.4452249555793074e-10,3.746676117726694e-09,6.191734326388233e-11,5.958632376688749e-15,7.309574235404497e-15,2.373141211381294e-19,1.6188669200744048e-13,1.07677702764818e-21,5.661433379142816e-25,3.945645385175635e-20
1.6377110075001173e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553317731980327,0.0,0.17647058694178888,1.5973235493035375e-37,1.43114378578226e-17,1.3109445396519423e-15,2.3824674005276767e-17,0.0,6.344402546403584e-11,0.0,0.0,5.871565599419576e-16,0.0,0.1176202874572353,2.1636515629240385e-19,0.0,5.948270523723477e-14,0.0,2.6730509492954956e-05,5.988565268648099e-09,4.203267750055011e-08,8.536853248055588e-11,3.783274242851897e-08,2.4451915321730574e-10,3.807191243756815e-09,6.380793028297067e-11,6.213282301296986e-15,7.647010568887674e-15,2.5014977893077098e-19,1.6613281612421082e-13,1.1548545073537017e-21,5.83495984432044e-25,4.0665456609037884e-20
1.6621869491856128e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855329505268817,0.0,0.17647058693986856,1.670819596528436e-37,1.5146388924802157e-17,1.3705919397701523e-15,2.491161753704676e-17,0.0,6.535763145381033e-11,0.0,0.0,6.048286472927732e-16,0.0,0.11762006066429827,2.2622783336853876e-19,0.0,6.198905190987016e-14,0.0,2.695667438337225e-05,5.988560508923431e-09,4.266071171657508e-08,8.536866586491581e-11,3.839836440873043e-08,2.445158242595227e-10,3.867705191706852e-09,6.572690981997822e-11,6.474506270138656e-15,7.994671574205912e-15,2.6345695743396225e-19,1.7041597949887942e-13,1.2372221727190996e-21,6.011103855077296e-25,4.189267955223463e-20
1.6866628908711082e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553272720242895,0.0,0.17647058693791973,1.7465175908291779e-37,1.6016234419277067e-17,1.4320214305356347e-15,2.6031116362099733e-17,0.0,6.729963201118604e-11,0.0,0.0,6.227624785930657e-16,0.0,0.11761983733983013,2.363854695022891e-19,0.0,6.455944641487022e-14,0.0,2.7179370808286957e-05,5.988555821952105e-09,4.328874245999571e-08,8.536880382454056e-11,3.8963955776263364e-08,2.4451250867526387e-10,3.928217964897287e-09,6.767428018517468e-11,6.742358745568077e-15,8.352709646712124e-15,2.772447605972662e-19,1.747356314857866e-13,1.3240403420169071e-21,6.189865339276796e-25,4.313812165428512e-20
1.7111388325566037e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553250729325264,0.0,0.17647058693594242,1.8244500093390406e-37,1.6921858350553345e-17,1.4952592287649303e-15,2.7183650207884078e-17,0.0,6.927002554640317e-11,0.0,0.0,6.409580422954866e-16,0.0,0.1176196174306385,2.4684239350141175e-19,0.0,6.719442710137353e-14,0.0,2.7398651960025623e-05,5.988551206633244e-09,4.391676976431753e-08,8.536894628888011e-11,3.952951656301806e-08,2.445092064126234e-10,3.988729566640619e-09,6.965003969045014e-11,7.016893318834535e-15,8.721277172644552e-15,2.9152230085873007e-19,1.7909122963486334e-13,1.4154723950996917e-21,6.371244225396052e-25,4.44017818902497e-20
1.7356147742420992e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855322907469763,0.0,0.17647058693393664,1.904649328295024e-37,1.7864152067042243e-17,1.560331550748927e-15,2.836969877522396e-17,0.0,7.126881047214936e-11,0.0,0.0,6.594153268670297e-16,0.0,0.11761940088434676,2.5760293344225184e-19,0.0,6.989452428372715e-14,0.0,2.7614570215158355e-05,5.988546661874577e-09,4.454479366253156e-08,8.536909318846709e-11,4.0095046800427425e-08,2.445059173871263e-10,4.0492400002321375e-09,7.165418664929132e-11,7.298162723890756e-15,9.100526529139702e-15,3.0629869862687014e-19,1.8348223956964787e-13,1.511684764146874e-21,6.555240442108673e-25,4.568365923726899e-20
1.7600907159275947e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855320775120263,0.0,0.17647058693190232,1.987148023042342e-37,1.8844014146653583e-17,1.6272646122573867e-15,2.958974173838653e-17,0.0,7.329598520352247e-11,0.0,0.0,6.781343207888163e-16,0.0,0.11761918764938156,2.6867141667027642e-19,0.0,7.266026036107213e-14,0.0,2.78271771470091e-05,5.988542186570543e-09,4.517281418712209e-08,8.53692444548999e-11,4.066054651946409e-08,2.445026414894549e-10,4.109749268942961e-09,7.368671937675843e-11,7.586218850982146e-15,9.49061008424501e-15,3.215830817937889e-19,1.8790813486705868e-13,1.6128469238051055e-21,6.741853918322136e-25,4.698375267452298e-20
1.7845666576130902e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553186753762055,0.0,0.17647058692983955,2.071978568039994e-37,1.986235028882253e-17,1.6960846285433594e-15,3.084425874514767e-17,0.0,7.535154815799479e-11,0.0,0.0,6.971150125558844e-16,0.0,0.11761897767496055,2.8005216980059985e-19,0.0,7.54921499351487e-14,0.0,2.8036523537974096e-05,5.9885377796697995e-09,4.580083137007454e-08,8.536940002082648e-11,4.122601575064753e-08,2.4449937859151466e-10,4.170257376014727e-09,7.574763618946209e-11,7.881112760020544e-15,9.891680196931195e-15,3.3738458527747156e-19,1.923683969390142e-13,1.7191313807475696e-21,6.931084583624719e-25,4.830206118318955e-20
1.8090425992985857e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855316607737552,0.0,0.1764705869277483,2.159173436866783e-37,2.0920073208144764e-17,1.7668178143474895e-15,3.2133729416856175e-17,0.0,7.74354977553769e-11,0.0,0.0,7.1635739067698085e-16,0.0,0.11761877091107996,2.917495187185012e-19,0.0,7.839069992634895e-14,0.0,2.8242659391651515e-05,5.988533440138032e-09,4.64288452428831e-08,8.53695598199281e-11,4.1791454524050985e-08,2.444961285512329e-10,4.23076432465555e-09,7.783693540554102e-11,8.182894693746075e-15,1.0303889217104418e-14,3.5371235059148054e-19,1.9686251491584231e-13,1.830713662676171e-21,7.122932367773299e-25,4.963858374640516e-20
1.8335185409840812e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855314571711936,0.0,0.1764705869256286,2.2487651022249784e-37,2.2018102529596133e-17,1.8394903839022154e-15,3.345863334849657e-17,0.0,7.954783241778258e-11,0.0,0.0,7.358614436743572e-16,0.0,0.11761856730850312,3.0376778857993405e-19,0.0,8.135640968804244e-14,0.0,2.844563394478516e-05,5.988529166912377e-09,4.7056855836558305e-08,8.536972378690357e-11,4.235686286930831e-08,2.4449289121631047e-10,4.2912701180369845e-09,7.995461534463963e-11,8.491614090680336e-15,1.0727389485618108e-14,3.705755254404275e-19,2.013899855313209e-13,1.9477723067892466e-21,7.317397200624438e-25,5.099331934922674e-20
1.8579944826695767e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855312566814539,0.0,0.1764705869234804,2.3407860359452755e-37,2.3157364685314063e-17,1.914128550935866e-15,3.4819450108750354e-17,0.0,8.168855056959429e-11,0.0,0.0,7.55627160083568e-16,0.0,0.11761836681874832,3.1611130381202863e-19,0.0,8.43897711192e-14,0.0,2.864549567902495e-05,5.988524958986015e-09,4.7684863181634356e-08,8.536989185745361e-11,4.292224081562071e-08,2.4448966642711166e-10,4.351774759291874e-09,8.210067432788626e-11,8.807319597874224e-15,1.1162333334284609e-14,3.8798326333971174e-19,2.0595031300949446e-13,2.0704888477365995e-21,7.514479012804007e-25,5.2366266978592666e-20
1.8824704243550721e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553105925679817,0.0,0.1764705869213037,2.43526870899322e-37,2.433879281291758e-17,1.9907585286766597e-15,3.6216659240055935e-17,0.0,8.385765063742892e-11,0.0,0.0,7.756545284532726e-16,0.0,0.11761816939407739,3.28784388113586e-19,0.0,8.74912687753403e-14,0.0,2.884229233250708e-05,5.988520815382979e-09,4.831286730817653e-08,8.53700639682655e-11,4.3487588391763385e-08,2.4448645401888524e-10,4.412278251512821e-09,8.427511067787162e-11,9.130059083453535e-15,1.1608873085886524e-14,4.059447232580837e-19,2.105430089532521e-13,2.1990478050833375e-21,7.714177735107683e-25,5.3757425623285425e-20
1.9069463660405676e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553086485022017,0.0,0.17647058691909862,2.532245591472053e-37,2.5563326655342678e-17,2.069406529856602e-15,3.765074025866721e-17,0.0,8.605513105010433e-11,0.0,0.0,7.959435373450398e-16,0.0,0.11761797498748429,3.41791364455565e-19,0.0,9.066137997782497e-14,0.0,2.9036070911256445e-05,5.988516735081651e-09,4.894086824578835e-08,8.537024005699799e-11,4.4052905626092056e-08,2.444832538234888e-10,4.472780597751182e-09,8.647792271862753e-11,9.45987964896564e-15,1.2067161054187858e-14,4.2446906928165305e-19,2.1516759223440451e-13,2.3336366703036295e-21,7.91649329824698e-25,5.516679427389622e-20
1.931422307726063e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855306734154348,0.0,0.176470586916865,2.631749152626739e-37,2.6831912462170278e-17,2.1500987667152954e-15,3.912217265471072e-17,0.0,8.828099023860626e-11,0.0,0.0,8.164941753331557e-16,0.0,0.1176177835526838,3.551365550815626e-19,0.0,9.390057492152669e-14,0.0,2.9226877700414326e-05,5.988512717113739e-09,4.956886602361869e-08,8.537042006226618e-11,4.461819254654946e-08,2.444800656707395e-10,4.533281801016384e-09,8.87091087756061e-11,9.79682764153041e-15,1.2537349543944893e-14,4.435654702980523e-19,2.198235888854569e-13,2.4744458933249244e-21,8.121425633809577e-25,5.659437192278823e-20
1.9558982494115586e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855304849068668,0.0,0.17647058691460293,2.733811860851162e-37,2.8145502892424356e-17,2.232861451003653e-15,4.063143589224163e-17,0.0,9.053522663605573e-11,0.0,0.0,8.373064310044343e-16,0.0,0.11761759504410063,3.6882428150828575e-19,0.0,9.72093167808946e-14,0.0,2.9414758275293823e-05,5.988508760562084e-09,5.019686067036867e-08,8.537060392362697e-11,4.5183449180671554e-08,2.4447688938946747e-10,4.593781864275559e-09,9.096866717565927e-11,1.0140948665798484e-14,1.3019590850916862e-14,4.63243099699542e-19,2.2451053199314128e-13,2.621668868642474e-21,8.328974673601855e-25,5.80401575640612e-20
1.980374191097054e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855302992796395,0.0,0.17647058691231243,2.8384661836903e-37,2.950505691881846e-17,2.317720793987526e-15,4.217900940929825e-17,0.0,9.281783867767704e-11,0.0,0.0,8.583802929580315e-16,0.0,0.1176174094168584,3.8285886452601787e-19,0.0,1.0058806181444125e-13,0.0,2.9599757512265804e-05,5.9885048644462355e-09,5.082485221429864e-08,8.537079158156468e-11,4.574867555559391e-08,2.4447372480832497e-10,4.654280790453393e-09,9.325659624701832e-11,1.0492287595719924e-14,1.3514037261876382e-14,4.835111351039355e-19,2.29227961593315e-13,2.7755019210233422e-21,8.539140349097638e-25,5.950415019351824e-20
2.0048501327825496e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553011648956506,0.0,0.17647058690999343,2.945744587842808e-37,3.091153973342904e-17,2.4047030064512395e-15,4.376537261795549e-17,0.0,9.512882480076638e-11,0.0,0.0,8.797157498052612e-16,0.0,0.11761722662676886,3.9724462419907716e-19,0.0,1.0403725946767354e-13,0.0,2.978191959947786e-05,5.9885010278294086e-09,5.1452840683234893e-08,8.537098297747678e-11,4.6313871698057754e-08,2.44470571756404e-10,4.714778582432176e-09,9.557289431927419e-11,1.0850888586126303e-14,1.402084105461966e-14,5.04378758092273e-19,2.3397542456744453e-13,2.9361442908185787e-21,8.751922592763703e-25,6.098634880863194e-20
2.029326074468045e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552993649313274,0.0,0.17647058690764603,3.055679539169346e-37,3.236592265477425e-17,2.493834298701053e-15,4.539100490437695e-17,0.0,9.746818344466052e-11,0.0,0.0,9.013127901694151e-16,0.0,0.11761704663032155,4.119858798662691e-19,0.0,1.07557352474492e-13,0.0,2.9961288047408903e-05,5.98849724985334e-09,5.208082610457628e-08,8.537117805365955e-11,4.687903763441603e-08,2.444674300637071e-10,4.775275243051957e-09,9.791755972335767e-11,1.1216795084129109e-14,1.454015449797649e-14,5.258551539622485e-19,2.3875247454089116e-13,3.103798118901711e-21,8.967321337408332e-25,6.24867524085101e-20
2.0538020161535405e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552975924749935,0.0,0.1764705869052701,3.168303502694486e-37,3.386918303627744e-17,2.5851408805685323e-15,4.705638562886593e-17,0.0,9.983591305070642e-11,0.0,0.0,9.23171402685584e-16,0.0,0.11761686938467324,4.2708695014133153e-19,0.0,1.1114877695708018e-13,0.0,3.013790569926183e-05,5.988493529580523e-09,5.2708808505300884e-08,8.537137675329484e-11,4.7444173390639376e-08,2.444642995615081e-10,4.835770775110836e-09,1.0029059079152024e-10,1.1590049840337423e-14,1.507212985182008e-14,5.479495114964417e-19,2.435586717824346e-13,3.2786684312512385e-21,9.185336515178571e-25,6.400535999386485e-20
2.078277957839036e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552958471047885,0.0,0.17647058690286574,3.2836489426070817e-37,3.542230417609421e-17,2.678648961413843e-15,4.876199412591513e-17,0.0,1.0223201206223118e-10,0.0,0.0,9.452915760004832e-16,0.0,0.11761669484763772,4.425521529133742e-19,0.0,1.1481196252430748e-13,0.0,3.0311814741196934e-05,5.988489866097696e-09,5.33367879119723e-08,8.537157902043639e-11,4.800927899232202e-08,2.444611800826279e-10,4.896265181365304e-09,1.0269198585731483e-10,1.1970694919897773e-14,1.5616919367076568e-14,5.706710227444642e-19,2.4839358310522693e-13,3.460963123194289e-21,9.405968059324156e-25,6.554217056698155e-20
2.1027538995245315e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855294128405319,0.0,0.17647058690043294,3.4017483222700288e-37,3.7026275228283206e-17,2.774384750128967e-15,5.0508309704255383e-17,0.0,1.0465647892451223e-10,0.0,0.0,9.676732987722804e-16,0.0,0.11761652297767582,4.58385805347311e-19,0.0,1.1854733236866677e-13,0.0,3.0483056712408227e-05,5.988486258604581e-09,5.3964764350746223e-08,8.53717847999958e-11,4.8574354464687465e-08,2.444580714616409e-10,4.956758464530655e-09,1.051217432555773e-10,1.2358771713358926e-14,1.617467528573446e-14,5.940288828181947e-19,2.532567817696339e-13,3.650892943328056e-21,9.629215903668805e-25,6.709718313168551e-20
2.127229841210027e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552924359675635,0.0,0.17647058689797168,3.5226341042226416e-37,3.868209111530009e-17,2.872374455140846e-15,5.2295811646903134e-17,0.0,1.0710931208474837e-10,0.0,0.0,9.903165596704239e-16,0.0,0.11761635373388532,4.745922238842872e-19,0.0,1.2235530336176968e-13,0.0,3.065167251504537e-05,5.9884827062107264e-09,5.459273784737652e-08,8.53719940377299e-11,4.9139399832594284e-08,2.444549735350268e-10,5.017250627281437e-09,1.0757986132240791e-10,1.2754320947364407e-14,1.6745549840853772e-14,6.180322896993113e-19,2.5814784738721053e-13,3.848671477135181e-21,9.855079980951216e-25,6.86703966933132e-20
2.1517057828955225e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855290769388773,0.0,0.17647058689548198,3.646338750177825e-37,4.0390752441795465e-17,2.9726442844144445e-15,5.412497921120687e-17,0.0,1.0959050999203088e-10,0.0,0.0,1.013221347375479e-15,0.0,0.11761618707599131,4.911757242420987e-19,0.0,1.2623628614841962e-13,0.0,3.0817702423983304e-05,5.9884792080177e-09,5.522070842722146e-08,8.537220668022809e-11,4.970441512054159e-08,2.4445188614128016e-10,5.077741672251947e-09,1.1006633839515305e-10,1.3157382695175518e-14,1.7329695256575058e-14,6.42690444058393e-19,2.6306636582588587e-13,4.0545151303087464e-21,1.0083560225086086e-24,7.02618102586837e-20
2.176181724581018e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855289128272375,0.0,0.17647058689296383,3.772894721033342e-37,4.215326540969685e-17,3.0752204454557492e-15,5.599629162889252e-17,0.0,1.1210007109731538e-10,0.0,0.0,1.0363876505789597e-15,0.0,0.11761602296433658,5.081406214156072e-19,0.0,1.301906852392851e-13,0.0,3.098118609644221e-05,5.988475763280514e-09,5.584867611524983e-08,8.537242267489889e-11,5.02694003526747e-08,2.444488091209877e-10,5.138231602036732e-09,1.1258117281238747e-10,1.3567996387027495e-14,1.7927263748128145e-14,6.68012549084891e-19,2.6801192911716077e-13,4.26864311180213e-21,1.0314656570950915e-24,7.187142283606688e-20
2.2006576662665135e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552875122278804,0.0,0.17647058689041722,3.9023344768758675e-37,4.397064173455581e-17,3.180129145314696e-15,5.791022810610775e-17,0.0,1.1463799385339406e-10,0.0,0.0,1.0598154579831686e-15,0.0,0.11761586135987204,5.254912296771493e-19,0.0,1.3421889910219327e-13,0.0,3.114216258145977e-05,5.988472371162615e-09,5.6476640936046814e-08,8.53726419699576e-11,5.0834355552790425e-08,2.444457423168819e-10,5.198720419191116e-09,1.1512436291389669e-10,1.3986200820321472e-14,1.853840752184083e-14,6.940078103273225e-19,2.7298413536439155e-13,4.4912774166184666e-21,1.0548368951809185e-24,7.349923343515596e-20
2.225133607952009e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855285920870783,0.0,0.17647058688784217,4.0346904769738225e-37,4.584389856314136e-17,3.2873965905880248e-15,5.986726782346535e-17,0.0,1.1720427671486803e-10,0.0,0.0,1.0835047583010373e-15,0.0,0.1176157022241475,5.432318625769373e-19,0.0,1.3832132025206426e-13,0.0,3.130067032921831e-05,5.9884690307715665e-09,5.710460291381996e-08,8.5372864514414e-11,5.139928074434251e-08,2.4444268557387403e-10,5.259208126231743e-09,1.1769590704065959e-10,1.441203416965487e-14,1.9163278775147244e-14,7.206854355430712e-19,2.779825886519686e-13,4.7226428083540625e-21,1.0784697302089719e-24,7.514524106704141e-20
2.2496095496375044e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855284353822482,0.0,0.17647058688523867,4.169995179789763e-37,4.7774058392260775e-17,3.397048987422072e-15,6.18678899360854e-17,0.0,1.1979891813812063e-10,0.0,0.0,1.1074555402559675e-15,0.0,0.11761554551930244,5.613668329434585e-19,0.0,1.4249833533950748e-13,0.0,3.145674720022881e-05,5.988465741412164e-09,5.7732562072404956e-08,8.537309025806038e-11,5.1964175950446857e-08,2.4443963873907336e-10,5.319694725637107e-09,1.2029580353483126e-10,1.4845533996692733e-14,1.980202969659617e-14,7.480546345572231e-19,2.830068989566638e-13,4.962966801509714e-21,1.1023641557788277e-24,7.680944474418106e-20
2.274085491323e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855282810710176,0.0,0.17647058688260672,4.308281042987961e-37,4.976214898878993e-17,3.5091125415154995e-15,6.391257357363679e-17,0.0,1.2242191658129073e-10,0.0,0.0,1.1316677925816788e-15,0.0,0.1176153912080569,5.799004528838652e-19,0.0,1.4675032523809848e-13,0.0,3.161043047437406e-05,5.988462502311616e-09,5.836051843527131e-08,8.537331915145903e-11,5.252904119388668e-08,2.44436601661793e-10,5.380180219848111e-09,1.2292405073972642e-10,1.5286737259882596e-14,2.0454812465859064e-14,7.7612461912989165e-19,2.880566820601068e-13,5.2124796435833365e-21,1.1265201652652207e-24,7.84918434803734e-20
2.2985614330084954e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552812911667824,0.0,0.17647058687994638,4.44958052342171e-37,5.180920331089476e-17,3.623613458121958e-15,6.600179784037745e-17,0.0,1.2507327050424664e-10,0.0,0.0,1.1561415040220537e-15,0.0,0.11761523925370278,5.98837033784361e-19,0.0,1.5107766513035701e-13,0.0,3.176175685981322e-05,5.988459312575422e-09,5.8988472025528015e-08,8.537355114593063e-11,5.30938764971177e-08,2.444335741935479e-10,5.4406646112686e-09,1.2558064699980257e-10,1.5735680324015298e-14,2.1121779253738007e-14,8.049046028315281e-19,2.931315594617329e-13,5.471414296957086e-21,1.1509377521427384e-24,8.019243629073385e-20
2.323037374693991e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552797948308517,0.0,0.17647058687725756,4.593926077145716e-37,5.391625943042616e-17,3.740577942052686e-15,6.813604181519398e-17,0.0,1.2775297836856038e-10,0.0,0.0,1.1808766633309904e-15,0.0,0.11761508962009479,6.181808863105831e-19,0.0,1.5548072459244512e-13,0.0,3.191076250174977e-05,5.98845617154867e-09,5.961642286592901e-08,8.537378619354292e-11,5.365868188227305e-08,2.4443055618804554e-10,5.501147902265921e-09,1.28265590660644e-10,1.6192398969634228e-14,2.1803082222173453e-14,8.344038009257345e-19,2.982311582940504e-13,5.740006420591578e-21,1.1756169101317102e-24,8.191122219166701e-20
2.3475133163794864e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855278321346474,0.0,0.17647058687454034,4.741350159429783e-37,5.608436045647108e-17,3.860032197679061e-15,7.031578455164e-17,0.0,1.304610386374824e-10,0.0,0.0,1.2058732592722522e-15,0.0,0.11761494227164204,6.37936320407975e-19,0.0,1.5995986767760462e-13,0.0,3.2057482991064917e-05,5.988453078535195e-09,6.024437097887868e-08,8.537402424709888e-11,5.422345737116832e-08,2.444275475011714e-10,5.561630095171445e-09,1.3097888006894535e-10,1.6656928402295402e-14,2.2498873524251802e-14,8.646314302591326e-19,3.0335511123923047e-13,6.018494351539584e-21,1.2005576326554668e-24,8.364820020084023e-20
2.371989258064982e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552768703631964,0.0,0.17647058687179468,4.891885224739605e-37,5.831455446004213e-17,3.9820024289350725e-15,7.254150507797406e-17,0.0,1.331974497759164e-10,0.0,0.0,1.2311312806193242e-15,0.0,0.11761479717329944,6.581076453021591e-19,0.0,1.645154529983524e-13,0.0,3.2201953372818766e-05,5.988450032632515e-09,6.087231638643725e-08,8.537426526012522e-11,5.4788202985306357e-08,2.4442454799097105e-10,5.622111192281123e-09,1.3372051357249616e-10,1.7129303261680736e-14,2.3209305304212834e-14,8.955967091578642e-19,3.0850305644561604e-13,6.307119086291077e-21,1.2257599131943789e-24,8.540336933716226e-20
2.3964651997504774e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552754415359455,0.0,0.1764705868690206,5.045563726746991e-37,6.060789439988901e-17,4.106514839319759e-15,7.481368239719623e-17,0.0,1.3596221025039508e-10,0.0,0.0,1.2566507161552683e-15,0.0,0.11761465429055938,6.786991694993016e-19,0.0,1.6914783380745257e-13,0.0,3.2344208154620934e-05,5.988447033211276e-09,6.150025911032594e-08,8.537450918686201e-11,5.5352918745882125e-08,2.444215575176279e-10,5.682591195856004e-09,1.3649048952016527e-10,1.76095576305668e-14,2.3934529697456984e-14,9.27308857330326e-19,3.136746374466488e-13,6.60612426196124e-21,1.2512237456003333e-24,8.717672862075756e-20
2.420941141435973e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855274034524935,0.0,0.17647058686621803,5.20241811835291e-37,6.296543804941514e-17,4.2335956318995715e-15,7.713279548708415e-17,0.0,1.3875531852905592e-10,0.0,0.0,1.2824315546725846e-15,0.0,0.11761451358944343,6.997152007864717e-19,0.0,1.7385735807768267e-13,0.0,3.248428131487295e-05,5.988444079667357e-09,6.212819917193234e-08,8.537475598225123e-11,5.591760467378737e-08,2.4441857594344016e-10,5.7430701081227686e-09,1.3928880626188516e-10,1.8097725043651444e-14,2.4674698830552473e-14,9.597770957757625e-19,3.1886950308152253e-13,6.915756137332588e-21,1.2769491233522387e-24,8.896827707294036e-20
2.4454170831214683e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855272648995592,0.0,0.17647058686338707,5.362480851661496e-37,6.538824792468255e-17,4.363271009310694e-15,7.949932330022819e-17,0.0,1.4157677308161714e-10,0.0,0.0,1.3084737849730705e-15,0.0,0.11761437503649425,7.211600462319984e-19,0.0,1.7864436858041347e-13,0.0,3.262220631088414e-05,5.9884411710883986e-09,6.275613659231541e-08,8.537500560192582e-11,5.648226078961531e-08,2.444156031327952e-10,5.8035479312742556e-09,1.421154621486372e-10,1.8593838496240434e-14,2.542996482124225e-14,9.930106466983736e-19,3.2408730741508404e-13,7.23626357376212e-21,1.3029360399023482e-24,9.077801371619502e-20
