Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147),HOOHX(163),CH4O3(153),SX(168),SX(167),SX(137),OCO(154),SX(194),SX(193),SX(164),CH4O4(184)
1.3662175712826404e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553594202877697,0.0,0.17647058696117893,9.336555839418661e-38,7.139216706551152e-18,7.61162881429018e-16,1.3809969639654354e-17,0.0,4.412257159298192e-11,0.0,0.0,4.0869053327537862e-16,0.0,0.11762305216638347,1.2547961005580034e-19,0.0,3.581004403346871e-14,0.0,2.397276703541322e-05,5.988623289896521e-09,3.506611729944905e-08,8.5367381567645e-11,3.1556655157470124e-08,2.44556903625171e-10,3.1358752580548113e-09,4.4426638862153285e-11,3.74364794927184e-15,4.441995233562754e-15,1.32119335006464e-19,1.2123406223414459e-13,4.950326668700554e-22,4.0566878512369015e-25,2.827495829583018e-20,9.414618865257906e-22,9.854450046132431e-18,6.210463262202253e-22,1.701769754042222e-25,6.643083732351958e-30,2.2120286504250256e-32,2.778251944210732e-18,4.168227445712347e-18,2.342572310480232e-22,8.116746274394137e-25,1.960478413140111e-30,2.3476390326460687e-45
1.380395025852763e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855357856580769,0.0,0.17647058696025317,9.631190122451388e-38,7.428600669518153e-18,7.851013073196199e-16,1.424571226924234e-17,0.0,4.504504741353878e-11,0.0,0.0,4.172128299105949e-16,0.0,0.11762289579567423,1.2943578418682377e-19,0.0,3.6865659007026344e-14,0.0,2.4128773931179658e-05,5.988620008331442e-09,3.542992427894117e-08,8.53674258303962e-11,3.188448805887946e-08,2.4455490402508057e-10,3.17093519779052e-09,4.53522476317613e-11,3.8538823742940734e-15,4.5815725672383656e-15,1.3704580112660302e-19,1.234527042363717e-13,5.196332852930565e-22,4.141578165811632e-25,2.88664939480053e-20,9.796172203566367e-22,1.0164167762049726e-17,6.462011630803496e-22,1.77344563342058e-25,6.987800123980805e-30,2.3290972696700456e-32,2.807160277383513e-18,4.291111175750749e-18,2.4341297731592783e-22,8.445781961733866e-25,2.0018428856896517e-30,2.5438703867478343e-45
1.3945724804228857e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855356306777275,0.0,0.1764705869593179,9.9319576028837e-38,7.72646717886626e-18,8.095363746644475e-16,1.4690522955744743e-17,0.0,4.597705636831716e-11,0.0,0.0,4.258229917099188e-16,0.0,0.1176227408153156,1.3347418363387255e-19,0.0,3.7940475149413786e-14,0.0,2.4283390477613904e-05,5.988616755934841e-09,3.579372995054397e-08,8.536747192880909e-11,3.22123105538055e-08,2.4455290574999004e-10,3.205994732646688e-09,4.6287388632313824e-11,3.966111509316921e-15,4.724042742776797e-15,1.420985856705333e-19,1.256858916181075e-13,5.451705256702274e-22,4.227346980445959e-25,2.946414649671147e-20,1.0188881363634954e-21,1.048030753471333e-17,6.720928252027479e-22,1.8473619548177097e-25,7.346539805531006e-30,2.4510705436763134e-32,2.836068612015336e-18,4.416230664309351e-18,2.528204878458909e-22,8.784463978509106e-25,2.0436539788844754e-30,2.7541898560916787e-45
1.4087499349930083e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855354770753379,0.0,0.176470586958373,1.0238921420157258e-37,8.032969609600481e-18,8.344731798796927e-16,1.5144494974229812e-17,0.0,4.691859814220359e-11,0.0,0.0,4.3452101639315417e-16,0.0,0.11762258721291664,1.3759565136109272e-19,0.0,3.903461723688532e-14,0.0,2.443662906563685e-05,5.9886135324407026e-09,3.615753432206472e-08,8.536751984644774e-11,3.254012264962452e-08,2.4455090932885245e-10,3.241053862853693e-09,4.7232061531667646e-11,4.0803479347414466e-15,4.869435396819057e-15,1.4727943194973108e-19,1.2793349869388486e-13,5.716690870168665e-22,4.313994279727049e-25,3.006791573735811e-20,1.0592946270962022e-21,1.0802935250177269e-17,6.987346268065635e-22,1.92356491496172e-25,7.71971797760029e-30,2.578100978739603e-32,2.8649769489000806e-18,4.5436004601678645e-18,2.624836893736171e-22,9.1329668058405e-25,2.0859124550242384e-30,2.979445220446488e-45
1.422927389563131e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855353248386272,0.0,0.17647058695741855,1.0552144712620074e-37,8.34826232527553e-18,8.599168193151599e-16,1.5607721596540608e-17,0.0,4.7869672420414905e-11,0.0,0.0,4.433069016820382e-16,0.0,0.11762243497619687,1.4180103024952074e-19,0.0,4.014820896394713e-14,0.0,2.4588501975740352e-05,5.988610337601672e-09,3.652133740124091e-08,8.536756956702277e-11,3.2867924353649447e-08,2.445489152136328e-10,3.276112588712112e-09,4.818626599789383e-11,4.196604114188346e-15,5.017780164961751e-15,1.5259008516968782e-19,1.301954008653793e-13,5.99154019092791e-22,4.401520049002382e-25,3.067780146565214e-20,1.100856807991481e-21,1.1132116794166085e-17,7.261399679027135e-22,2.0021011815698783e-25,8.107757553030765e-30,2.71034420941842e-32,2.89388528882506e-18,4.673234986536029e-18,2.724065172392139e-22,9.491466051475172e-25,2.1286190920659084e-30,3.220525546042077e-45
1.4371048441332536e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553517395542477,0.0,0.17647058695645457,1.08716906175312e-37,8.672500669418616e-18,8.858723892546709e-16,1.6080296091301964e-17,0.0,4.883027888849542e-11,0.0,0.0,4.521806453002246e-16,0.0,0.1176222840929852,1.4609116309712577e-19,0.0,4.128137295271403e-14,0.0,2.4739021378971413e-05,5.988607171160302e-09,3.688513919574098e-08,8.536762107439014e-11,3.319571567313058e-08,2.445469237896552e-10,3.3111709105824373e-09,4.915000169927588e-11,4.3148923955738795e-15,5.1691066817581705e-15,1.580322923627141e-19,1.324714746120042e-13,6.276507223591602e-22,4.489924273910514e-25,3.129380347759472e-20,1.1435949161916899e-21,1.146791805207909e-17,7.543223335510658e-22,2.0830178933368185e-25,8.511089213047081e-30,2.847959030262855e-32,2.9227936325710816e-18,4.805148542141363e-18,2.8259291500352425e-22,9.860138440062458e-25,2.1717746837822493e-30,3.4783627255286744e-45
1.4512822987033762e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855350244136678,0.0,0.17647058695548098,1.1197622271061333e-37,9.005840957026574e-18,9.123449859164645e-16,1.6562311723927394e-17,0.0,4.980041723231396e-11,0.0,0.0,4.611422449732658e-16,0.0,0.11762213455121907,1.504668926188515e-19,0.0,4.2434230762185306e-14,0.0,2.4888199337907495e-05,5.988604032853737e-09,3.724893971316489e-08,8.536767435254974e-11,3.3523496615256e-08,2.445449353845669e-10,3.3462288288761795e-09,5.0123268304307924e-11,4.435225012175883e-15,5.323444580719338e-15,1.6360780232310413e-19,1.347615974815559e-13,6.571849479000928e-22,4.579206939044975e-25,3.1915921569478036e-20,1.1875293093748439e-21,1.1810404908994449e-17,7.832952931240523e-22,2.166362659922801e-25,8.930151463037783e-30,2.991107427542641e-32,2.951701980912505e-18,4.939355302307435e-18,2.9304683407003477e-22,1.0239161803513964e-24,2.21538003991993e-30,3.753933057757092e-45
1.465459753273499e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553487620140133,0.0,0.17647058695449783,1.153000280830114e-37,9.348440466136659e-18,9.393397054535884e-16,1.705386175662589e-17,0.0,5.07800871380611e-11,0.0,0.0,4.701916984285987e-16,0.0,0.11762198633894341,1.5492906144665798e-19,0.0,4.3606902897440237e-14,0.0,2.5036047807623287e-05,5.988600922442114e-09,3.7612738961044756e-08,8.536772938564412e-11,3.3851267187152193e-08,2.445429502761037e-10,3.381286344048167e-09,5.110606548169298e-11,4.557614083689963e-15,5.4808234943150565e-15,1.6931836554457777e-19,1.370656480809987e-13,6.8778279730979785e-22,4.669368029841627e-25,3.254415553788154e-20,1.2326804645958113e-21,1.2159643249673317e-17,8.130724995766661e-22,2.252183561942016e-25,9.365390687982198e-30,3.139954610974456e-32,2.9806103346172965e-18,5.075869320022802e-18,3.037722333122946e-22,1.0628715071447158e-24,2.259435986358353e-30,4.048258867941028e-45
1.4796372078436215e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553472930677676,0.0,0.17647058695350515,1.1868895363267358e-37,9.70045742947039e-18,9.668616439542881e-16,1.7555039448408643e-17,0.0,5.176928829224631e-11,0.0,0.0,4.793290033955254e-16,0.0,0.11762183944430966,1.5947851212956262e-19,0.0,4.47995088187541e-14,0.0,2.5182578636648745e-05,5.98859783967839e-09,3.797653694684546e-08,8.536778615795727e-11,3.417902739588463e-08,2.4454096869881625e-10,3.416343456589885e-09,5.209839290034108e-11,4.682071617275939e-15,5.641273053974942e-15,1.7516573415992097e-19,1.3938350606731295e-13,7.194707225459409e-22,4.760407532354482e-25,3.317850517966877e-20,1.2790689771385717e-21,1.2515698958563805e-17,8.436676887227848e-22,2.340529150950941e-25,9.817261207525034e-30,3.294669045448449e-32,3.009518694447088e-18,5.214704527000645e-18,3.147730787067792e-22,1.1028978261711804e-24,2.3039433652682865e-30,4.362410168763464e-45
1.4938146624137442e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285534583718051,0.0,0.17647058695250287,1.2214363068901476e-37,1.0062051026149757e-17,9.949158974423853e-16,1.8065938055095656e-17,0.0,5.27680203816951e-11,0.0,0.0,4.885541576051994e-16,0.0,0.11762169385557489,1.6411608713368083e-19,0.0,4.6012166950635273e-14,0.0,2.5327803567918603e-05,5.9885947843024824e-09,3.834033367796522e-08,8.536784465391319e-11,3.4506777248458207e-08,2.445389908498969e-10,3.451400167023703e-09,5.3100250229367605e-11,4.8086095085946616e-15,5.804822890089436e-15,1.811516618827468e-19,1.4171505213836916e-13,7.52275525749945e-22,4.852325431163389e-25,3.381897029198425e-20,1.3267155593794328e-21,1.2878637919804984e-17,8.750946785177667e-22,2.431448449436739e-25,1.0286225330700974e-29,3.455422482754005e-32,3.0384270611572373e-18,5.355874734729221e-18,3.2605334297113904e-22,1.1440132470998529e-24,2.3489030352698133e-30,4.6975063629884915e-45
1.5079921169838668e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855344394235861,0.0,0.17647058695149107,1.2566469057077551e-37,1.0433381373485273e-17,1.0235075618776542e-15,1.8586650829322326e-17,0.0,5.377628309354635e-11,0.0,0.0,4.978671587906074e-16,0.0,0.11762154956110081,1.6884262884226687e-19,0.0,4.7244994690784283e-14,0.0,2.5471734239713504e-05,5.98859175608049e-09,3.870412916173623e-08,8.536790485807497e-11,3.483451675181792e-08,2.445370168942283e-10,3.4864564758978947e-09,5.4111637138091486e-11,4.937239542835259e-15,5.971502632010823e-15,1.8727790395130261e-19,1.4406016802394705e-13,7.86224359034927e-22,4.945121711705822e-25,3.446555067225002e-20,1.3756410396610978e-21,1.3248526017230779e-17,9.073673683472644e-22,2.5249909508057056e-25,1.0772753410311459e-29,3.6223899933047406e-32,3.0673354354968766e-18,5.499393635513178e-18,3.376170052077667e-22,1.186235986552876e-24,2.3943158715911166e-30,5.054717988141321e-45
1.5363470261241118e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855341546714026,0.0,0.1764705869494387,1.329084840324307e-37,1.120589743171218e-17,1.082323507110762e-15,1.96578918750516e-17,0.0,5.582139913456176e-11,0.0,0.0,5.167566930296506e-16,0.0,0.11762126480889926,1.785659814917911e-19,0.0,4.977162350566614e-14,0.0,2.5755758840297257e-05,5.988585780131784e-09,3.943171641623408e-08,8.536803032995494e-11,3.548996473837899e-08,2.445330811848256e-10,3.5565678912661573e-09,5.6162998372914587e-11,5.200822634553745e-15,6.314370345498484e-15,1.9995835938313147e-19,1.4879064126406178e-13,8.576644725874099e-22,5.133349362045646e-25,3.577705642768885e-20,1.4774125808959816e-21,1.4009413154469104e-17,9.745058485952338e-22,2.720145890345087e-25,1.1800423391854966e-29,3.975684299260246e-32,3.1251522100303858e-18,5.793531695709981e-18,3.616104698423248e-22,1.2740768167764614e-24,2.4865046280974094e-30,5.84043623015936e-45
1.5618664443503324e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553390270616374,0.0,0.1764705869475589,1.3966126058359564e-37,1.193608679079081e-17,1.1371469246299344e-15,2.0656508714655392e-17,0.0,5.769459516778727e-11,0.0,0.0,5.340576877961207e-16,0.0,0.11762101284364403,1.876297140993198e-19,0.0,5.211572652211131e-14,0.0,2.60070692587123e-05,5.988580492235728e-09,4.008654075157459e-08,8.536814894464716e-11,3.607983260043544e-08,2.445295534962414e-10,3.6196667976539842e-09,5.8041811333534893e-11,5.445318548846564e-15,6.633952785938094e-15,2.1186828222525254e-19,1.5309331027289453e-13,9.261527038098459e-22,5.3057581689934615e-25,3.697832379728125e-20,1.5735920843896583e-21,1.4718638564244184e-17,1.0379638560174345e-21,2.905262849023602e-25,1.2790280279668445e-29,4.3167266801026266e-32,3.1771873405932813e-18,6.0664234374240975e-18,3.84213845856616e-22,1.3571054998292118e-24,2.571033463702018e-30,6.63607138726007e-45
1.587385862576553e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855336547580164,0.0,0.17647058694564813,1.4663893527509386e-37,1.2700355393666953e-17,1.1937908030954575e-15,2.1688373577193222e-17,0.0,5.959866556601228e-11,0.0,0.0,5.516432715895448e-16,0.0,0.11762076489548033,1.9699479579066052e-19,0.0,5.4526958838350625e-14,0.0,2.6254362589416113e-05,5.988575288616398e-09,4.074136115657889e-08,8.53682728600684e-11,3.666966703636226e-08,2.4452603991458504e-10,3.6827644123001815e-09,5.995149499874539e-11,5.69677134690161e-15,6.964136869532527e-15,2.2426018516460273e-19,1.5743815237090716e-13,9.987858287543458e-22,5.481012709099641e-25,3.819940149688987e-20,1.6742443234622105e-21,1.5451403787097106e-17,1.104381742727128e-21,3.0996702289274426e-25,1.3844732634402168e-29,4.6807803873678207e-32,3.229222507247713e-18,6.347132548189145e-18,4.077975695446917e-22,1.4440099914341823e-24,2.6570449455737588e-30,7.524095580455072e-45
1.6129052808027735e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285533410762749,0.0,0.17647058694370632,1.5384518957750155e-37,1.3499669911243446e-17,1.2522848598762498e-15,2.2754030197717433e-17,0.0,6.153360851560276e-11,0.0,0.0,5.695134312529525e-16,0.0,0.11762052090019684,2.0666613635401268e-19,0.0,5.700596914284258e-14,0.0,2.649770304374156e-05,5.988570167916597e-09,4.139617767169705e-08,8.536840199105111e-11,3.725946808456348e-08,2.445225406914594e-10,3.745860738888268e-09,6.18920474471501e-11,5.955245897436694e-15,7.30509535725407e-15,2.3714435316114357e-19,1.618245139596696e-13,1.0757348137531116e-21,5.659112902214014e-25,3.9440288354700766e-20,1.779494817647504e-21,1.6208093047008697e-17,1.1738434228220336e-21,3.303673701777424e-25,1.4966821445031292e-29,5.068990609032441e-32,3.2812577141448773e-18,6.6357347060196075e-18,4.323850328077201e-22,1.5349002783914146e-24,2.7445447994536778e-30,8.513430170815151e-45
1.638424699028994e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855331706571768,0.0,0.17647058694173356,1.6128370485260985e-37,1.4335006232273058e-17,1.3126588116968869e-15,2.3854022278344114e-17,0.0,6.349942220600077e-11,0.0,0.0,5.876681536473902e-16,0.0,0.11762028079460846,2.1664864471083075e-19,0.0,5.955339603332633e-14,0.0,2.6737153806623293e-05,5.988565128817809e-09,4.205099033673163e-08,8.53685362537903e-11,3.78492357828551e-08,2.445190559651068e-10,3.808955781152428e-09,6.386346675935583e-11,6.220805988209576e-15,7.657000999252833e-15,2.50531083332687e-19,1.6625175158145101e-13,1.1571742715655075e-21,5.840058663108644e-25,4.070098320156737e-20,1.8894702176820804e-21,1.6989090565049372e-17,1.2464336105870088e-21,3.517583881908013e-25,1.6159676360452757e-29,5.4825399014787e-32,3.333292965374954e-18,6.932304417780823e-18,4.579996679175636e-22,1.629887398729006e-24,2.8335389380706882e-30,9.613687784485294e-45
1.6639441172552146e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553293437912475,0.0,0.1764705869397299,1.6895816235422845e-37,1.520734931982328e-17,1.374942374643783e-15,2.498889348836362e-17,0.0,6.5496104829676e-11,0.0,0.0,6.061074256516404e-16,0.0,0.1176200445165403,2.2694722891652844e-19,0.0,6.21698681734301e-14,0.0,2.6972777053009545e-05,5.9885601700245515e-09,4.2705799190848035e-08,8.536867556582124e-11,3.843897016847432e-08,2.4451558578752126e-10,3.872049542851413e-09,6.586575101794175e-11,6.493514343883616e-15,8.020026534873769e-15,2.6443068418361976e-19,1.7071923176185296e-13,1.2432824524495364e-21,6.023849908353603e-25,4.198148487095491e-20,2.0042982859817066e-21,1.7794780559443965e-17,1.322237808063715e-21,3.741716326055928e-25,1.742651665991311e-29,5.922648788834013e-32,3.3853282649680915e-18,7.236915037387219e-18,4.846649416312032e-22,1.729083425430702e-24,2.924033464136345e-30,1.0835212890391828e-44
1.6894635354814351e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553270186741164,0.0,0.1764705869376952,1.768722432288872e-37,1.6117693070004013e-17,1.4391652641712112e-15,2.6159187464348532e-17,0.0,6.752365458207825e-11,0.0,0.0,6.248312341619448e-16,0.0,0.11761981200481116,2.3756679616117174e-19,0.0,6.485600444681399e-14,0.0,2.720463396400796e-05,5.988555290239378e-09,4.3360604272584725e-08,8.536881984599756e-11,3.902867127808892e-08,2.4451213014539777e-10,3.935142027748602e-09,6.789889830742937e-11,6.7734326435938756e-15,8.394344692673279e-15,2.7885347488236746e-19,1.752263308548699e-13,1.3342412343436982e-21,6.210486560825031e-25,4.3281792198885563e-20,2.124107877456973e-21,1.8625547245634902e-17,1.4013422928163127e-21,3.976391533149983e-25,1.877065221219815e-29,6.390576362285483e-32,3.437363616895369e-18,7.549638783713175e-18,5.124043494676124e-22,1.8326014504200857e-24,3.0160346733389095e-30,1.2189124030694228e-44
1.7149829537076557e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553247306183444,0.0,0.17647058693562956,1.8502962851651418e-37,1.7067040172873428e-17,1.505357195107167e-15,2.7365447810259202e-17,0.0,6.958206966159061e-11,0.0,0.0,6.438395660917322e-16,0.0,0.11761958319921793,2.485122527701605e-19,0.0,6.761241410893981e-14,0.0,2.743278474277513e-05,5.988550488201889e-09,4.401540561986326e-08,8.536896901447109e-11,3.9618339147806326e-08,2.445086889761458e-10,3.998233239596968e-09,6.996290671425303e-11,7.060621538225109e-15,8.780128190435504e-15,2.9380978458364267e-19,1.7977243489032806e-13,1.43023611221344e-21,6.39996853660836e-25,4.4601904023886426e-20,2.2490289206547384e-21,1.9481774836343748e-17,1.4838341058858507e-21,4.221934944102125e-25,2.0195484423959332e-29,6.887620879370075e-32,3.489399025069738e-18,7.870546758227233e-18,5.412414101401227e-22,1.9405555687917523e-24,3.109549057337235e-30,1.36873577051487e-44
1.7405023719338763e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855322479031521,0.0,0.17647058693353293,1.9343399915113252e-37,1.805640197554047e-17,1.573547881659073e-15,2.860821809754691e-17,0.0,7.167134826948324e-11,0.0,0.0,6.6313240837135135e-16,0.0,0.11761935804051965,2.5978850420489998e-19,0.0,7.043969693644671e-14,0.0,2.765728863014812e-05,5.988545762682463e-09,4.4670203269998215e-08,8.536912299267072e-11,4.0207973813182566e-08,2.4450526217981855e-10,4.061323182128118e-09,7.205777432673083e-11,7.355140667399481e-15,9.177549735188196e-15,3.0930995179402804e-19,1.8435693942374741e-13,1.5314561865736598e-21,6.592295752134721e-25,4.594181918693763e-20,2.379192399227733e-21,2.036384754163107e-17,1.5698010399349406e-21,4.478676941599619e-25,2.170450717704499e-29,7.415120363239969e-32,3.5414344933469524e-18,8.19970896234734e-18,5.711996601448241e-22,2.0530608632915536e-24,3.2045833067547716e-30,1.534271397487107e-44
1.7660217901600968e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553202633307084,0.0,0.17647058693140538,2.0208903596148667e-37,1.908679834739497e-17,1.6437670374193378e-15,2.9888041865254645e-17,0.0,7.379148860986822e-11,0.0,0.0,6.827097479478066e-16,0.0,0.1176191364704224,2.7140045506346005e-19,0.0,7.333844337420767e-14,0.0,2.787820392002593e-05,5.9885411124424334e-09,4.532499725970679e-08,8.536928170328128e-11,4.0797575309231095e-08,2.445018496282714e-10,4.124411859044072e-09,7.418349923503587e-11,7.657048676183425e-15,9.586782023218267e-15,3.253643237772335e-19,1.8897924938851606e-13,1.638094151236475e-21,6.787468133121639e-25,4.73015365314204e-20,2.5147303337214514e-21,2.1272149568954842e-17,1.6593316275767497e-21,4.746952849898338e-25,2.33013077551299e-29,7.974453201903697e-32,3.593470025526494e-18,8.537194314525797e-18,6.023026484991193e-22,2.1702333890380962e-24,3.301144314173269e-30,1.7168903799931152e-44
1.7915412083863174e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855318082942285,0.0,0.17647058692924683,2.1099841967167377e-37,2.0159257547430042e-17,1.7160443753707697e-15,3.120546262011566e-17,0.0,7.594248888965481e-11,0.0,0.0,7.025715717844991e-16,0.0,0.11761891843156407,2.8335300908122643e-19,0.0,7.630923468010579e-14,0.0,2.809558797450538e-05,5.988536536277302e-09,4.597978762511849e-08,8.536944507022436e-11,4.1387143670431476e-08,2.444984511723595e-10,4.18749927401101e-09,7.634007953116839e-11,7.96640323151861e-15,1.0007997740087001e-14,3.419832559963713e-19,1.9363877895036747e-13,1.7503462803185524e-21,6.985485597044618e-25,4.868105490306843e-20,2.6557757636725045e-21,2.2207065123227173e-17,1.752515129885232e-21,5.027102934617098e-25,2.498956775977484e-29,8.567038747443198e-32,3.645505625352461e-18,8.883070667068548e-18,6.345739316270192e-22,2.2921901584814464e-24,3.3992391771265156e-30,1.9180598145358214e-44
1.817060626612538e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855315937301796,0.0,0.1764705869270574,2.201658309018459e-37,2.1274816093617746e-17,1.7904096078918535e-15,3.256102383664979e-17,0.0,7.812434731850562e-11,0.0,0.0,7.227178668609723e-16,0.0,0.11761870386749941,2.9565106913153845e-19,0.0,7.935264306757311e-14,0.0,2.8309497238775914e-05,5.9885320330223765e-09,4.663457440178446e-08,8.536961301863847e-11,4.197667893073791e-08,2.444950666476018e-10,4.2505854306545075e-09,7.852751330892792e-11,8.283261038382414e-15,1.0441369560644893e-14,3.5917711159079464e-19,1.9833495136414768e-13,1.8684124145418886e-21,7.186348059447279e-25,5.008037314991957e-20,2.8024627300121677e-21,2.3168978406869728e-17,1.8494415250832352e-21,5.319472402533009e-25,2.677306401606687e-29,9.194337915206997e-32,3.697541296514462e-18,9.237404822693747e-18,6.68037068387591e-22,2.4190491265946517e-24,3.49887520109451e-30,2.139347888649482e-44
1.8425800448387585e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553138258538163,0.0,0.17647058692483691,2.2959495016877654e-37,2.243451863431398e-17,1.866892446761893e-15,3.3955268957257564e-17,0.0,8.033706210879334e-11,0.0,0.0,7.431486201726596e-16,0.0,0.11761849272268547,3.0829953722632077e-19,0.0,8.246923184591723e-14,0.0,2.8519987255776407e-05,5.988527601495821e-09,4.728935762468672e-08,8.536978547485895e-11,4.256618112358764e-08,2.4449169587852615e-10,4.3136703325561e-09,8.074579866388603e-11,8.607677855681334e-15,1.0887070149046217e-14,3.769562608855934e-19,2.0306719883275123e-13,1.9924959468546487e-21,7.39005544916735e-25,5.1499490122266696e-20,2.9549262577710636e-21,2.415827361986756e-17,1.950201497406388e-21,5.624411401377776e-25,2.8655669467921255e-29,9.857853782979547e-32,3.749577042648486e-18,9.600262550832702e-18,7.027156152440807e-22,2.5509291762953225e-24,3.600059902496868e-30,2.3824291552573543e-44
1.868099463064979e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553117480517903,0.0,0.17647058692258552,2.392894578863968e-37,2.3639417821663588e-17,1.945522603166018e-15,3.5388741392312306e-17,0.0,8.258063147555851e-11,0.0,0.0,7.638638187306385e-16,0.0,0.11761828494246711,3.2130331451670148e-19,0.0,8.565955555846838e-14,0.0,2.872711268061733e-05,5.9885232405435076e-09,4.794413732824737e-08,8.536996236639907e-11,4.315565028190919e-08,2.444883386819404e-10,4.376753983250891e-09,8.299493369335951e-11,8.939708511881384e-15,1.1345272158763228e-14,3.9533108093181226e-19,2.0783496236823985e-13,2.1228038074002226e-21,7.596607685587734e-25,5.293840467261212e-20,3.113302339080233e-21,2.517533495982161e-17,2.0548864261402605e-21,5.942275019634942e-25,3.0641354063150497e-29,1.0559132190126867e-31,3.801612867337767e-18,9.971708603676834e-18,7.386331215708911e-22,2.687950104093983e-24,3.702801011686052e-30,2.649089994418963e-44
1.8936188812911996e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855309703357905,0.0,0.17647058692030318,2.492530343664899e-37,2.489057418697445e-17,2.0263297877000713e-15,3.686198452024997e-17,0.0,8.485505363646745e-11,0.0,0.0,7.848634495613877e-16,0.0,0.11761808047306278,3.3466730129362308e-19,0.0,8.892416011857938e-14,0.0,2.8930927294772102e-05,5.9885189490635004e-09,4.859891354633746e-08,8.537014362193157e-11,4.374508643813058e-08,2.4448499486941355e-10,4.439836386225944e-09,8.527491649638407e-11,9.279406920379889e-15,1.1816148232600054e-14,4.143119550754647e-19,2.126376916551986e-13,2.259546447863296e-21,7.806004682351605e-25,5.439711565562275e-20,3.2777279164634866e-21,2.6220546621999736e-17,2.163588374828085e-21,6.27342328633802e-25,3.2734185628416886e-29,1.1299762336718557e-31,3.8536487741136164e-18,1.0351806731974629e-17,7.758131250954481e-22,2.8302326059656646e-24,3.8071064759414896e-30,2.941234265927984e-44
1.91913829951742e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28553076912429415,0.0,0.1764705869179899,2.5948935981921466e-37,2.6189056018027436e-17,2.109343710375367e-15,3.8375541687657154e-17,0.0,8.716032681177134e-11,0.0,0.0,8.061474997065469e-16,0.0,0.11761787926155068,3.483963969884433e-19,0.0,9.22635829435159e-14,0.0,2.9131484020041704e-05,5.988514725930068e-09,4.92536863122858e-08,8.537032917126988e-11,4.433448962418724e-08,2.4448166424919974e-10,4.502917544919206e-09,8.75857451736882e-11,9.626826094623215e-15,1.2299871002706313e-14,4.339092725534613e-19,2.1747484491614427e-13,2.402937825222073e-21,8.018246371526639e-25,5.587562192808364e-20,3.448340866415683e-21,2.7294292799386497e-17,2.2764000806461735e-21,6.618221170869485e-25,3.493833073419546e-29,1.2081377382626353e-31,3.905684766456267e-18,1.0740619700582877e-17,8.14279147471854e-22,2.9778982634409505e-24,3.912984462462765e-30,3.260889156081698e-44
