Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147),HOOHX(163),CH4O3(153),SX(168),SX(167),SX(137),OCO(154),SX(194),SX(193),SX(164),CH4O4(184)
3.5175728086928984e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28463530961541195,0.0,0.17570665110894693,9.455312401374965e-25,3.2633578033346994e-05,0.00023730057533043268,9.54277458712896e-06,0.0,0.0007368401751613716,0.0,0.0,3.066842299779003e-09,0.0,0.11684628795550397,8.667691774779954e-09,0.0,2.5867564450595564e-06,0.0,4.1082621420804995e-05,5.956130841009819e-09,0.00023430725358756653,7.987249112151358e-11,1.013422262352274e-05,4.5315187737209876e-11,2.893976552706192e-06,9.526100281353683e-05,2.5905868002047657e-07,0.000648888596530562,8.34326959081209e-08,3.784110268919225e-09,1.1473194115160821e-08,1.5769995414422334e-16,4.731045221031164e-13,3.354910530444975e-09,2.1636797148597457e-06,7.60701747409561e-10,1.0788665625929167e-09,3.7927211262170674e-13,5.477915284278189e-12,9.206015563979761e-11,5.840769643145355e-09,2.0534228479628205e-12,4.486038881006537e-11,2.739056652228031e-12,7.421281853344387e-16
3.526351393592436e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846331848816849,0.0,0.17570476229337992,9.525289497049012e-25,3.276381952615414e-05,0.00023797354856616308,9.590780531101174e-06,0.0,0.0007386123129247402,0.0,0.0,3.0723457166157146e-09,0.0,0.11684447102556249,8.698050488101471e-09,0.0,2.590067436779444e-06,0.0,4.108167592655237e-05,5.956053512446975e-09,0.00023460387329050006,7.985536269126127e-11,1.0132944993353123e-05,4.5259646284691194e-11,2.8922896633643734e-06,9.524906234627947e-05,2.5967981918887155e-07,0.0006507167287777311,8.366868553869846e-08,3.7888737028219865e-09,1.1518899606752767e-08,1.5847431866182687e-16,4.742407483219998e-13,3.3717633231974152e-09,2.169483088152264e-06,7.627365049010541e-10,1.0847104317100747e-09,3.813238104325586e-13,5.5227555614958815e-12,9.263813820099809e-11,5.861959693774831e-09,2.0608576317944717e-12,4.51404751175385e-11,2.761478335177622e-12,7.511558512134138e-16
3.5351299784919736e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.284631060772692,0.0,0.1757028736318445,9.595608863488261e-25,3.289423353985919e-05,0.00023864653708485534,9.638905015098076e-06,0.0,0.0007403840814311016,0.0,0.0,3.0778477968692204e-09,0.0,0.11684265433273407,8.72843604375531e-09,0.0,2.5933733893094334e-06,0.0,4.108073061538865e-05,5.9559762009601346e-09,0.0002349001110729975,7.983826018947268e-11,1.0131669409329964e-05,4.52043250137508e-11,2.890614180536949e-06,9.523712887793203e-05,2.603008197968134e-07,0.0006525446180668384,8.390467719475113e-08,3.793630454351374e-09,1.1564665097855457e-08,1.5925054333278663e-16,4.753767277885309e-13,3.388657548991486e-09,2.175284595447311e-06,7.647705775129509e-10,1.0905691087736595e-09,3.833806848227365e-13,5.567837665576255e-12,9.321822678605766e-11,5.883169712221237e-09,2.068299329784184e-12,4.542157200796546e-11,2.784020949821565e-12,7.602685298746185e-16
3.5439085633915112e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846289372869357,0.0,0.1757009851240588,9.666271315301344e-25,3.302481983504277e-05,0.00023931954056726986,9.687148024741897e-06,0.0,0.000742155481081681,0.0,0.0,3.083348550198242e-09,0.0,0.1168408378767255,8.75884838425593e-09,0.0,2.59667432118772e-06,0.0,4.107978548696617e-05,5.955898906513677e-09,0.00023519596828896274,7.982118352093795e-11,1.0130395863809743e-05,4.514922229863776e-11,2.8889500184292055e-06,9.522520265268139e-05,2.609216819908999e-07,0.000654372264541685,8.41406707650275e-08,3.798380547406074e-09,1.1610490503176945e-08,1.6002862789578272e-16,4.765124607578259e-13,3.4055932019283518e-09,2.1810842411670807e-06,7.668039668241599e-10,1.0964425844704624e-09,3.854427324121857e-13,5.613162202618407e-12,9.380042337235805e-11,5.904399652390136e-09,2.075747925604215e-12,4.570368040698388e-11,2.80668479936114e-12,7.694667848636922e-16
3.552687148291049e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28462681442292237,0.0,0.17569909676974188,9.737277666951612e-25,3.315557817317603e-05,0.00023999255869690866,9.735509545656844e-06,0.0,0.0007439265122762171,0.0,0.0,3.0888479861899665e-09,0.0,0.11683902165724448,8.789287452323838e-09,0.0,2.5999702508385143e-06,0.0,4.107884054096847e-05,5.955821629067632e-09,0.00023549144628441068,7.980413259101236e-11,1.0129124349192837e-05,4.509433682525495e-11,2.8872970919410934e-06,9.521328390863545e-05,2.615424059173439e-07,0.0006561996683506863,8.43766661392339e-08,3.803124005769004e-09,1.1656375737731467e-08,1.6080857208947213e-16,4.776479474841821e-13,3.4225702761160687e-09,2.1868820297219356e-06,7.688366744093967e-10,1.1023308495004645e-09,3.875099498262033e-13,5.658729778308799e-12,9.438472993221e-11,5.9256494683583244e-09,2.0832034029889487e-12,4.598680123799726e-11,2.829470186792046e-12,7.787511818447626e-16
3.5614657331905865e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846246921791608,0.0,0.17569720856861415,9.80862873275717e-25,3.328650831661524e-05,0.00024066559115998963,9.783989563469134e-06,0.0,0.000745697175412973,0.0,0.0,3.0943461143607254e-09,0.0,0.1168372056739994,8.819753190884489e-09,0.0,2.603261196573023e-06,0.0,4.107789577709064e-05,5.955744368576234e-09,0.00023578654639750418,7.978710730561039e-11,1.012785485792321e-05,4.503966723977432e-11,2.885655316634902e-06,9.520137287794769e-05,2.6216299172187786e-07,0.0006580268296467561,8.461266320804691e-08,3.8078608530892e-09,1.1702320716845453e-08,1.615903756524743e-16,4.787831882211145e-13,3.439588765665576e-09,2.1926779655102317e-06,7.708687018390951e-10,1.108233894576836e-09,3.8958233369526633e-13,5.704540997921825e-12,9.497114843287034e-11,5.946919114372801e-09,2.090665745733874e-12,4.6270935422183074e-11,2.8523774149046917e-12,7.881222886019282e-16
3.570244318090124e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28462257055416396,0.0,0.17569532052039685,9.880325326890908e-25,3.341761002859627e-05,0.00024133863764542183,9.832588063806955e-06,0.0,0.0007474674708887433,0.0,0.0,3.0998429441566957e-09,0.0,0.11683538992669938,8.85024554306719e-09,0.0,2.6065471765905065e-06,0.0,4.1076951194982755e-05,5.955667125005868e-09,0.00023608126995864958,7.977010757118786e-11,1.0126587382488056e-05,4.498521196380657e-11,2.884024608763331e-06,9.518946978693898e-05,2.627834395494705e-07,0.000659853748587195,8.484866186307772e-08,3.812591112838719e-09,1.1748325356169506e-08,1.6237403832359495e-16,4.79918183220901e-13,3.4566486646803917e-09,2.1984720529181456e-06,7.729000506792295e-10,1.1141517104259328e-09,3.91659880653543e-13,5.750596466320389e-12,9.555968083655916e-11,5.9682085448497696e-09,2.0981349376919282e-12,4.655608387850118e-11,2.875406786284479e-12,7.975806750406173e-16
3.5790229029896617e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28462044954644783,0.0,0.17569343262481243,9.952368263380577e-25,3.354888307322918e-05,0.0002420116978447805,9.881305032300477e-06,0.0,0.0007492373990988617,0.0,0.0,3.1053384849545627e-09,0.0,0.1168335744150543,8.880764452204028e-09,0.0,2.609828208979206e-06,0.0,4.1076006794325205e-05,5.955589898318116e-09,0.00023637561829054958,7.975313329475352e-11,1.0125321915417509e-05,4.4930969715066753e-11,2.8824048852531845e-06,9.51775748562172e-05,2.6340374954471147e-07,0.0006616804253335773,8.50846619968668e-08,3.817314808377319e-09,1.179438957165422e-08,1.6315955984161032e-16,4.81052932735027e-13,3.4737499672708404e-09,2.204264296319513e-06,7.749307224914011e-10,1.1200842877872892e-09,3.937425873404508e-13,5.796896787956478e-12,9.61503291004767e-11,5.989517714373635e-09,2.1056109627769546e-12,4.684224752370191e-11,2.898558603312098e-12,8.07126913188987e-16
3.5878014878891993e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.284618329154532,0.0,0.1756915448815843,1.002475835610872e-24,3.3680327215492836e-05,0.0002426847714522828,9.930140454581813e-06,0.0,0.0007510069604372119,0.0,0.0,3.110832746062195e-09,0.0,0.11683175913877476,8.911309861828772e-09,0.0,2.6131043117172706e-06,0.0,4.1075062574825755e-05,5.955512688464334e-09,0.0002366695927082443,7.973618438386416e-11,1.0124058449284287e-05,4.487693916231658e-11,2.880796063680036e-06,9.51656883007941e-05,2.6402392185179845e-07,0.0006635068600516442,8.532066350290463e-08,3.822031962944801e-09,1.1840513279552646e-08,1.639469399452039e-16,4.821874370143273e-13,3.4908926675530097e-09,2.210054700075669e-06,7.769607188327877e-10,1.1260316174136135e-09,3.958304504009724e-13,5.8434425668717455e-12,9.674309517682025e-11,6.010846577695994e-09,2.1130938049637283e-12,4.712942727233426e-11,2.9218331681638108e-12,8.167615771994013e-16
3.596580072788737e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846162093769392,0.0,0.175689657290437,1.009749641881275e-24,3.381194222122959e-05,0.0002433578581647633,9.979094316285061e-06,0.0,0.0007527761552962342,0.0,0.0,3.116325736719302e-09,0.0,0.11682994409757214,8.941881715675819e-09,0.0,2.616375502673798e-06,0.0,4.1074118536134e-05,5.955435495412059e-09,0.00023696319451921267,7.97192607466013e-11,1.0122796976703393e-05,4.482311877946093e-11,2.879198062303171e-06,9.51538103302004e-05,2.646439566141079e-07,0.0006653330529111962,8.555666627558991e-08,3.826742599598051e-09,1.1886696396440594e-08,1.6473617837329586e-16,4.833216963083102e-13,3.508076759633004e-09,2.215843268535299e-06,7.789900412559195e-10,1.1319936900707835e-09,3.9792346648356916e-13,5.890234406698072e-12,9.733798101280081e-11,6.032195089734676e-09,2.1205834482828383e-12,4.741762403675397e-11,2.9452307828117422e-12,8.26485243349759e-16
3.6053586576882745e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846140902121967,0.0,0.17568776985109616,1.0170583265085036e-24,3.394372785714001e-05,0.00024403095768165062,1.0028166603046247e-05,0.0,0.0007545449840669348,0.0,0.0,3.1218174660981113e-09,0.0,0.1168281292911585,8.972479957679134e-09,0.0,2.61964179960974e-06,0.0,4.1073174677923416e-05,5.955358319125896e-09,0.0002372564250234169,7.970236229158665e-11,1.012153749033179e-05,4.4769507316450924e-11,2.8776108000442685e-06,9.51419411485983e-05,2.652638539746149e-07,0.0006671590040859899,8.57926702102173e-08,3.8314467412823045e-09,1.1932938839188883e-08,1.6552727486479853e-16,4.844557108656629e-13,3.5253022376226766e-09,2.2216300060342958e-06,7.810186913087827e-10,1.1379704965378398e-09,4.0002163224166584e-13,5.9372729106581506e-12,9.793498855065995e-11,6.053563205572753e-09,2.1280798768242066e-12,4.7706838727131585e-11,2.968751749024165e-12,8.362984900448459e-16
3.614137242587812e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28461197165883423,0.0,0.17568588256328832,1.0244019708372818e-24,3.407568389077768e-05,0.0002447040697049432,1.0077357300503344e-05,0.0,0.0007563134471388925,0.0,0.0,3.127307943304003e-09,0.0,0.11682631471924665,9.003104531971194e-09,0.0,2.622903220178771e-06,0.0,4.107223099991589e-05,5.955281159553918e-09,0.00023754928551333938,7.968548892798e-11,1.012027998286807e-05,4.4716103460042224e-11,2.876034196459362e-06,9.513008095489192e-05,2.658836140760172e-07,0.0006689847137536352,8.6028675203013e-08,3.836144410839121e-09,1.197924052495942e-08,1.663202291584539e-16,4.855894809345973e-13,3.542569095643565e-09,2.2274149168956187e-06,7.830466705348291e-10,1.1439620276069727e-09,4.021249443347098e-13,5.984558681566057e-12,9.853411972768613e-11,6.074950880457557e-09,2.1355830747387654e-12,4.7997072251460436e-11,2.992396368365791e-12,8.462018978178367e-16
3.6229158274873497e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28460985371538583,0.0,0.17568399542674115,1.0317806561978255e-24,3.420781009054394e-05,0.00024537719393918624,1.0126666394296256e-05,0.0,0.0007580815449002698,0.0,0.0,3.132797177376153e-09,0.0,0.11682450038155008,9.03375538288192e-09,0.0,2.6261597819283037e-06,0.0,4.107128750176339e-05,5.955204016664456e-09,0.0002378417772740834,7.966864056544959e-11,1.0119024447052168e-05,4.4662905747346776e-11,2.8744681717752385e-06,9.511822994283544e-05,2.665032370601405e-07,0.0006708101820954952,8.626468115108862e-08,3.840835630921649e-09,1.20256013712359e-08,1.6711504099329164e-16,4.867230067619098e-13,3.559877327804813e-09,2.2331980054291636e-06,7.850739804726973e-10,1.14996827408352e-09,4.0423339942551643e-13,6.032092321827819e-12,9.913537647623139e-11,6.096358069799744e-09,2.1430930262318267e-12,4.8288325515564646e-11,3.0161649421980595e-12,8.561960493315927e-16
3.6316944123868873e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28460773638038916,0.0,0.1756821084411834,1.0391944639058602e-24,3.43401062256828e-05,0.0002460503300914483,1.0176093870066814e-05,0.0,0.0007598492777378186,0.0,0.0,3.1382851772881702e-09,0.0,0.1168226862777831,9.064432454937692e-09,0.0,2.629411502300399e-06,0.0,4.107034418312793e-05,5.955126890426583e-09,0.00023813390158341287,7.965181711419131e-11,1.0117770875665049e-05,4.4609912953340464e-11,2.8729126468647596e-06,9.510638830113943e-05,2.6712272306834916e-07,0.0006726354092965897,8.650068795241709e-08,3.845520424069004e-09,1.2072021295794045e-08,1.679117101083769e-16,4.878562885935002e-13,3.577226928218907e-09,2.2389792759316333e-06,7.871006226563147e-10,1.1559892267859568e-09,4.063469941814134e-13,6.079874433441996e-12,9.973876072372771e-11,6.1177847291723406e-09,2.1506097155660973e-12,4.8580599423106966e-11,3.040057771679419e-12,8.66281529379958e-16
3.640472997286425e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28460561965238534,0.0,0.1756802216063447,1.0466434752626035e-24,3.447257206627583e-05,0.00024672347787129827,1.0225639713458756e-05,0.0,0.0007616166460368884,0.0,0.0,3.1437719519487105e-09,0.0,0.11682087240766063,9.095135692860247e-09,0.0,2.63265839863255e-06,0.0,4.106940104374656e-05,5.955049780784129e-09,0.00023842565971179312,7.96350184849303e-11,1.0116519261528377e-05,4.455712377807002e-11,2.8713675432246758e-06,9.509455621357457e-05,2.677420722418735e-07,0.0006744603955454976,8.673669550588525e-08,3.850198812734636e-09,1.2118500216687458e-08,1.6871023624249706e-16,4.8898932667503e-13,3.594617891013032e-09,2.244758732686419e-06,7.891265986149932e-10,1.1620248765458833e-09,4.0846572527625427e-13,6.127905618000248e-12,1.0034427439270319e-10,6.139230814309763e-09,2.158133127065585e-12,4.8873894875596735e-11,3.0640751577656185e-12,8.76458924889282e-16
3.6492515821859625e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2846035035299195,0.0,0.17567833492195586,1.05412777155477e-24,3.46052073832371e-05,0.0002473966369907828,1.0275303910117736e-05,0.0,0.0007633836501814362,0.0,0.0,3.149257510202097e-09,0.0,0.11681905877089839,9.125865041565698e-09,0.0,2.635900488158677e-06,0.0,4.106845808327812e-05,5.954972687705213e-09,0.00023871705292248798,7.961824458888397e-11,1.0115269597504235e-05,4.450453682750733e-11,2.8698327830100683e-06,9.50827338590738e-05,2.683612847210371e-07,0.0006762851410342636,8.697270371124674e-08,3.854870819179269e-09,1.2165038052290364e-08,1.695106191347791e-16,4.901221212506545e-13,3.612050210300141e-09,2.2505363799634807e-06,7.9115190987309e-10,1.168075214208016e-09,4.105895893872989e-13,6.176186476687912e-12,1.0095191940079832e-10,6.160696281106919e-09,2.1656632451075637e-12,4.916821277239761e-11,3.088217401209996e-12,8.86728824919703e-16
3.6580301670855e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28460138801154045,0.0,0.17567644838774857,1.0616474340545984e-24,3.473801194830815e-05,0.00024806980716440363,1.0325086445691319e-05,0.0,0.0007651502905540328,0.0,0.0,3.1547418608289452e-09,0.0,0.11681724536721273,9.15662044616352e-09,0.0,2.6391377880100595e-06,0.0,4.106751530136812e-05,5.954895611165447e-09,0.0002390080824715934,7.960149533778443e-11,1.0114021876494836e-05,4.445215089449632e-11,2.868308289005962e-06,9.50709214118322e-05,2.6898036064559417e-07,0.0006781096459583069,8.720871246907835e-08,3.859536465544441e-09,1.2211634721268866e-08,1.703128585244651e-16,4.912546725634817e-13,3.6295238801923224e-09,2.2563122220192403e-06,7.931765579500843e-10,1.1741402306301777e-09,4.127185831956741e-13,6.2247176102845595e-12,1.0156169766078209e-10,6.18218108561828e-09,2.173200054124299e-12,4.946355401073536e-11,3.1124848025637615e-12,8.97091820666365e-16
3.6668087519850378e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845992730958008,0.0,0.17567456200345566,1.0692025440198262e-24,3.4870985534053085e-05,0.0002487429881090955,1.0374987305828936e-05,0.0,0.0007669165675358716,0.0,0.0,3.160225012546747e-09,0.0,0.1168154321963207,9.187401851955521e-09,0.0,2.6423703152160293e-06,0.0,4.106657269776816e-05,5.9548185511036114e-09,0.00023929874960808403,7.958477064388549e-11,1.0112776091442177e-05,4.439996469459368e-11,2.8667939846124455e-06,9.505911904140518e-05,2.695993001553323e-07,0.0006799339105163302,8.744472168085418e-08,3.864195773904851e-09,1.2258290142551717e-08,1.71116954150377e-16,4.92386980856689e-13,3.6470388948223605e-09,2.262086263096471e-06,7.95200544360782e-10,1.1802199166832828e-09,4.148527033895275e-13,6.2734996191645934e-12,1.0217361108056808e-10,6.2036851840569195e-09,2.1807435386097754e-12,4.975991948570565e-11,3.1368776621762865e-12,9.075485054609776e-16
3.6755873368845754e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.284597158781257,0.0,0.1756726757688108,1.0767931826936886e-24,3.500412791385359e-05,0.00024941617954420375,1.042500647618193e-05,0.0,0.0007686824815067754,0.0,0.0,3.165706974010476e-09,0.0,0.11681361925794014,9.218209204434822e-09,0.0,2.6455980867049294e-06,0.0,4.106563027215055e-05,5.954741507485887e-09,0.0002395890555739021,7.956807041991751e-11,1.0111532235327786e-05,4.4347976902268393e-11,2.865289793872511e-06,9.504732691280417e-05,2.702181033891319e-07,0.0006817579349102322,8.768073124890171e-08,3.868848766139531e-09,1.2305004235386146e-08,1.7192290575171811e-16,4.935190463718803e-13,3.6645952483081854e-09,2.2678585074242037e-06,7.972238706149257e-10,1.1863142632513295e-09,4.169919466606742e-13,6.322533103297788e-12,1.0278766156323023e-10,6.225208532793622e-09,2.1882936831106213e-12,5.0057310090281643e-11,3.1613962801953866e-12,9.180994747730875e-16
3.684365921784113e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28459504506646954,0.0,0.17567078968354882,1.0844194313049614e-24,3.5137438861904045e-05,0.0002500893811914631,1.0475143942403517e-05,0.0,0.0007704480328452061,0.0,0.0,3.1711877538131796e-09,0.0,0.1168118065517896,9.249042449284899e-09,0.0,2.6488211193050983e-06,0.0,4.106468802413899e-05,5.954664480297145e-09,0.0002398790016039885,7.955139457911179e-11,1.011029030117243e-05,4.42961863221953e-11,2.86379564144327e-06,9.503554518659119e-05,2.7083677048513456e-07,0.0006835817193450213,8.791674107632981e-08,3.873495464001455e-09,1.23517769193148e-08,1.727307130679394e-16,4.946508693493473e-13,3.682192934760366e-09,2.273628959217627e-06,7.992465382172068e-10,1.1924232612313834e-09,4.1913630970395566e-13,6.371818662249883e-12,1.0340385100701885e-10,6.2467510883560115e-09,2.1958504722255397e-12,5.0355726715321724e-11,3.1860409565676107e-12,9.287453262112094e-16
3.6931445066836506e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845929319500027,0.0,0.17566890374740543,1.092081371067929e-24,3.527091815320671e-05,0.0002507625927749756,1.0525399690148772e-05,0.0,0.0007722132219282709,0.0,0.0,3.176667360486554e-09,0.0,0.11680999407758819,9.2799015323786e-09,0.0,2.6520394297454643e-06,0.0,4.106374595349693e-05,5.954587469470577e-09,0.00024016858892633657,7.953474303521552e-11,1.0109050282035792e-05,4.4244591692201256e-11,2.8623114525896083e-06,9.502377401897092e-05,2.7145530158169895e-07,0.0006854052640287296,8.815275106712734e-08,3.8781358891954044e-09,1.2398608114125917e-08,1.7354037583788931e-16,4.95782450029845e-13,3.6998319483168626e-09,2.279397622677995e-06,8.012685486676045e-10,1.1985469015335654e-09,4.212857892216425e-13,6.421356895183142e-12,1.0402218130537626e-10,6.268312807427583e-09,2.203413890615337e-12,5.0655170249577005e-11,3.2108119910385265e-12,9.394866595244183e-16
3.701923091583188e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845908194304247,0.0,0.17566701796011736,1.099779083182369e-24,3.540456556356694e-05,0.0002514358140211892,1.057577370507464e-05,0.0,0.00077397804913173,0.0,0.0,3.1821458025015184e-09,0.0,0.11680818183505577,9.31078639977708e-09,0.0,2.655253034656449e-06,0.0,4.1062804059918975e-05,5.954510474967621e-09,0.00024045781876206904,7.951811570243704e-11,1.010781217101621e-05,4.419319174847959e-11,2.8608371532021747e-06,9.50120135618814e-05,2.7207369681633196e-07,0.0006872285691723324,8.838876112613056e-08,3.882770063228185e-09,1.244549773992178e-08,1.7435189380081437e-16,4.969137886525395e-13,3.7175122831021892e-09,2.2851645019925435e-06,8.03289903460965e-10,1.2046851750810364e-09,4.2344038192022913e-13,6.47114840085692e-12,1.0464265434695253e-10,6.289893646846841e-09,2.210983922993544e-12,5.0955641579698974e-11,3.235709683153001e-12,9.503240766036271e-16
3.710701676482726e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845887075063079,0.0,0.17566513232142245,1.107512648833618e-24,3.553838086958833e-05,0.0002521090446588768,1.0626265972839948e-05,0.0,0.0007757425148300057,0.0,0.0,3.187623088268793e-09,0.0,0.116806369823913,9.341696997728906e-09,0.0,2.6584619505710233e-06,0.0,4.106186234300212e-05,5.954433496785848e-09,0.00024074669232547065,7.950151249547066e-11,1.0106575961250393e-05,4.4141985305159915e-11,2.8593726697715496e-06,9.500026396308253e-05,2.726919563255625e-07,0.0006890516349896655,8.862477115891146e-08,3.887398007474026e-09,1.2492445717108373e-08,1.7516526669641487e-16,4.98044885454865e-13,3.735233933224329e-09,2.2909296013344095e-06,8.053106040868983e-10,1.2108380728099888e-09,4.25600084508227e-13,6.5211937776282345e-12,1.0526527201562103e-10,6.311493563606455e-09,2.2185605541223258e-12,5.1257141590246904e-11,3.2607343322554932e-12,9.612581814826113e-16
3.7194802613822634e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845865961762281,0.0,0.1756632468310592,1.115282149192534e-24,3.5672363848668154e-05,0.00025278228441911544,1.067687647910533e-05,0.0,0.0007775066193961881,0.0,0.0,3.193099226139454e-09,0.0,0.1168045580438811,9.3726332726691e-09,0.0,2.6616661939252263e-06,0.0,4.106092080251597e-05,5.954356534852935e-09,0.00024103521082404636,7.948493332952242e-11,1.0105341645913124e-05,4.409097113017507e-11,2.857917929388264e-06,9.49885253662432e-05,2.7331008024631695e-07,0.0006908744616973463,8.886078107190148e-08,3.8920197432768e-09,1.2539451966318879e-08,1.7598049426356444e-16,4.991757406751964e-13,3.7529968928254295e-09,2.2966929248625478e-06,8.073306520302761e-10,1.2170055856696217e-09,4.277648937017913e-13,6.571493623452333e-12,1.0589003619049395e-10,6.333112514852316e-09,2.226143768826062e-12,5.155967116369543e-11,3.2858862374903316e-12,9.722895803396483e-16
3.728258846281801e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845844854387659,0.0,0.17566136148876743,1.1230876654154595e-24,3.5806514278992556e-05,0.000253455533035265,1.0727605209533285e-05,0.0,0.0007792703632020435,0.0,0.0,3.198574224405488e-09,0.0,0.11680274649468193,9.403595171218068e-09,0.0,2.664865781058953e-06,0.0,4.1059979438188344e-05,5.9542795891212735e-09,0.0002413233754585863,7.946837812024499e-11,1.0104109218216977e-05,4.404014801045953e-11,2.856472859750379e-06,9.497679791102656e-05,2.739280687148097e-07,0.0006926970495146958,8.909679077238347e-08,3.8966352917782685e-09,1.2586516408492162e-08,1.7679757624150227e-16,5.003063545504136e-13,3.770801156038659e-09,2.302454476721667e-06,8.09350048770813e-10,1.2231877046221321e-09,4.299348062222172e-13,6.622048535883262e-12,1.0651694874593761e-10,6.354750457882681e-09,2.233733551982861e-12,5.1863231180441864e-11,3.311165697802002e-12,9.834188814987988e-16
3.7370374311813386e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28458237529250546,0.0,0.1756594762942877,1.1309292786443137e-24,3.594083193953185e-05,0.00025412879024294856,1.0778452149788167e-05,0.0,0.0007810337466180241,0.0,0.0,3.204048091300347e-09,0.0,0.1168009351760383,9.434582640180732e-09,0.0,2.6680607282171307e-06,0.0,4.1059038249586286e-05,5.954202659605272e-09,0.00024161118742320296,7.94518467837604e-11,1.0102878671412071e-05,4.398951477190979e-11,2.855037389143737e-06,9.496508173317345e-05,2.745459218659638e-07,0.0006945193986636631,8.933280016832689e-08,3.901244673984533e-09,1.263363896488472e-08,1.7761651237022723e-16,5.014367273150309e-13,3.788646716968568e-09,2.3082142610421515e-06,8.113687957827928e-10,1.2293844206427011e-09,4.3210981879170437e-13,6.672859112074423e-12,1.0714601155158792e-10,6.37640735014736e-09,2.241329888515574e-12,5.2167822518813654e-11,3.3365730119354306e-12,9.946466954308144e-16
3.7458160160808763e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2845802657360351,0.0,0.17565759124736158,1.1388070700065586e-24,3.607531661003614e-05,0.00025480205578003125,1.0829417285536136e-05,0.0,0.0007827967700132703,0.0,0.0,3.209520834999481e-09,0.0,0.11679912408767343,9.465595626545624e-09,0.0,2.6712510515501857e-06,0.0,4.1058097236475875e-05,5.954125746228347e-09,0.00024189864790538995,7.943533923670063e-11,1.010164999878575e-05,4.393907021769823e-11,2.853611446444598e-06,9.495337696458449e-05,2.751636398352495e-07,0.0006963415093687499,8.956880916853366e-08,3.905847910889144e-09,1.2680819556961614e-08,1.7843730238864986e-16,5.025668592050609e-13,3.806533569759766e-09,2.313972281940004e-06,8.133868945357326e-10,1.23559572471947e-09,4.342899281399854e-13,6.723925948779151e-12,1.0777722647236564e-10,6.398083149246809e-09,2.2489327634087962e-12,5.247344605507569e-11,3.362108478436267e-12,1.0059736347548449e-15
3.754594600980414e-06,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28457815676794707,0.0,0.17565570634773173,1.1467211206151191e-24,3.620996807103059e-05,0.0002554753293866004,1.0880500602445157e-05,0.0,0.0007845594337556228,0.0,0.0,3.2149924636208848e-09,0.0,0.1167973132293112,9.496634077483801e-09,0.0,2.6744367671146445e-06,0.0,4.10571563986309e-05,5.9540488489275105e-09,0.00024218575808607784,7.941885539612966e-11,1.0100423193662342e-05,4.388881317419317e-11,2.8521949611190215e-06,9.49416837334003e-05,2.7578122275768e-07,0.0006981633818569386,8.980481768267376e-08,3.9104450232724514e-09,1.2728058106479169e-08,1.7925994603592838e-16,5.036967504552938e-13,3.82446170855657e-09,2.3197285435167785e-06,8.154043464940241e-10,1.2418216078535268e-09,4.364751310032536e-13,6.775249642351267e-12,1.0841059536849126e-10,6.4197778129312434e-09,2.2565421617029643e-12,5.2780102663437624e-11,3.387772395651169e-12,1.017400314239708e-15
