Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57)
2.7873623568288946e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987716429054,0.0,0.1764705870156505,0.0,0.0,5.280988327874061e-24,1.1057843449671694e-41,0.0,1.100467465434557e-27,0.0,0.0,1.538482884889141e-21,0.0,0.11764698699772491,8.5392493839680075e-47,0.0,0.0,0.0,7.2937615102418e-08,5.968698964486926e-09,6.466001339967279e-11,4.534260221660724e-11,1.9317411184614553e-11
2.819750919614935e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598763149675,0.0,0.17647058701492274,0.0,0.0,5.4672275653734775e-24,1.1807191509804494e-41,0.0,1.1608624022031463e-27,0.0,0.0,1.5744442672915128e-21,0.0,0.11764698615020815,9.308344029547666e-47,0.0,0.0,0.0,7.37843805395006e-08,5.970154480450487e-09,6.54113486716043e-11,4.569335760461742e-11,1.9717991068572224e-11
2.852139482400976e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598754657684,0.0,0.1764705870142468,0.0,0.0,5.6577947284603126e-24,1.259740303030828e-41,0.0,1.22377155925934e-27,0.0,0.0,1.610821098484113e-21,0.0,0.11764698530270867,1.013608688734322e-46,0.0,0.0,0.0,7.463112865950821e-08,5.971506432207321e-09,6.61626839333103e-11,4.6041039730208803e-11,2.01216442047236e-11
2.8845280451870164e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987461668586,0.0,0.17647058701361892,0.0,0.0,5.8527395289652346e-24,1.3430168087837517e-41,0.0,1.2892659257397476e-27,0.0,0.0,1.6476133784402717e-21,0.0,0.11764698445522653,1.1026146020672965e-46,0.0,0.0,0.0,7.547785946279536e-08,5.972762167468209e-09,6.69140191847896e-11,4.63856755207715e-11,2.052834366567737e-11
2.916916607973057e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559873767713,0.0,0.17647058701303575,0.0,0.0,6.05211167871642e-24,1.4307224148707763e-41,0.0,1.3574174938601507e-27,0.0,0.0,1.6848211071333202e-21,0.0,0.11764698360776171,1.1982368459024064e-46,0.0,0.0,0.0,7.632457294971638e-08,5.9739285161144625e-09,6.766535442604098e-11,4.6727291667765954e-11,2.0938062759971936e-11
2.9493051707590976e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598729188436,0.0,0.17647058701249407,0.0,0.0,6.255960889539553e-24,1.5230356730971723e-41,0.0,1.42829925532245e-27,0.0,0.0,1.7224442845365867e-21,0.0,0.11764698276031421,1.3008786506798122e-46,0.0,0.0,0.0,7.717126912062573e-08,5.975011824490397e-09,6.841668965706332e-11,4.7065914628776954e-11,2.1350775030021277e-11
2.981693733545138e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987207007166,0.0,0.17647058701199103,0.0,0.0,6.4643368732578175e-24,1.6201400068328478e-41,0.0,1.5019851978257016e-27,0.0,0.0,1.7604829106234006e-21,0.0,0.11764698191288403,1.410962395690723e-46,0.0,0.0,0.0,7.801794797587777e-08,5.976017991676173e-09,6.916802487785534e-11,4.7401570629581886e-11,2.1766454250046816e-11
3.014082296331179e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987122139154,0.0,0.1764705870115238,0.0,0.0,6.677289341691907e-24,1.7222237767978117e-41,0.0,1.5785503012730928e-27,0.0,0.0,1.79893698536709e-21,0.0,0.11764698106547114,1.528930261470984e-46,0.0,0.0,0.0,7.886460951582682e-08,5.9769524996345194e-09,6.991936008841586e-11,4.7734285666173336e-11,2.2185074424054777e-11
3.0464708591172195e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987037279834,0.0,0.17647058701108978,0.0,0.0,6.894868006660018e-24,1.8294803465336316e-41,0.0,1.6580705338567385e-27,0.0,0.0,1.8378065087409824e-21,0.0,0.11764698021807558,1.6552448969603848e-46,0.0,0.0,0.0,7.971125374082724e-08,5.9778204411117165e-09,7.06706952887437e-11,4.806408550676062e-11,2.2606609783834633e-11
3.07885942190326e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559869524287,0.0,0.17647058701068674,0.0,0.0,7.117122579977849e-24,1.9421081480664832e-41,0.0,1.740622848232641e-27,0.0,0.0,1.877091480718403e-21,0.0,0.11764697937069735,1.790390077569254e-46,0.0,0.0,0.0,8.055788065123334e-08,5.978626549030141e-09,7.142203047883763e-11,4.839099569378438e-11,2.303103478694455e-11
3.1112479846893007e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598686758533,0.0,0.17647058701031237,0.0,0.0,7.344102773458601e-24,2.060310746765962e-41,0.0,1.8262851773716572e-27,0.0,0.0,1.9167919012726794e-21,0.0,0.1176469785233364,1.9348714005185066e-46,0.0,0.0,0.0,8.14044902473994e-08,5.979375220226901e-09,7.217336565869648e-11,4.871504154587831e-11,2.3458324114749607e-11
3.1436365474753413e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598678274932,0.0,0.17647058700996476,0.0,0.0,7.575858298912986e-24,2.1842969066270666e-41,0.0,1.915136430589798e-27,0.0,0.0,1.956907770377137e-21,0.0,0.11764697767599279,2.0892169613475014e-46,0.0,0.0,0.0,8.225108252967967e-08,5.980070541727831e-09,7.292470082831908e-11,4.903624815985727e-11,2.388845267043381e-11
3.176025110261382e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986697920277,0.0,0.17647058700964185,0.0,0.0,7.812438868149214e-24,2.314280654480832e-41,0.0,2.0072564891602855e-27,0.0,0.0,1.9974390880051e-21,0.0,0.1176469768286665,2.2539780785963906e-46,0.0,0.0,0.0,8.309765749842838e-08,5.9807163102842245e-09,7.367603598770418e-11,4.935464041263769e-11,2.4321395577079527e-11
3.2084136730474226e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986613097845,0.0,0.176470587009342,0.0,0.0,8.053894192972993e-24,2.4504813440888617e-41,0.0,2.1027262019238163e-27,0.0,0.0,2.0383858541298926e-21,0.0,0.1176469759813575,2.4297300226170557e-46,0.0,0.0,0.0,8.39442151539998e-08,5.98131605177474e-09,7.44273711368507e-11,4.96702429631529e-11,2.4757128175752234e-11
3.273190798619504e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598644347152,0.0,0.17647058700880483,0.0,0.0,8.551627956593582e-24,2.7424379834005695e-41,0.0,2.3040427972093565e-27,0.0,0.0,2.1215257317632607e-21,0.0,0.11764697428679145,2.81663157695118e-46,0.0,0.0,0.0,8.563727852702748e-08,5.982390324092878e-09,7.593004140442312e-11,5.029317651473647e-11,2.563686489182525e-11
3.3130466154659566e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598633911595,0.0,0.17647058700851173,0.0,0.0,8.867832194856057e-24,2.935682347481804e-41,0.0,2.4350170863944133e-27,0.0,0.0,2.1735054901458192e-21,0.0,0.1176469732441999,3.079929776591772e-46,0.0,0.0,0.0,8.667894553607489e-08,5.9829765344973065e-09,7.685459847788635e-11,5.067103981692539e-11,2.618355866315215e-11
3.3529024323124095e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598623476852,0.0,0.17647058700824414,0.0,0.0,9.191736535395172e-24,3.1398378202837126e-41,0.0,2.5715976661431808e-27,0.0,0.0,2.2261143448543517e-21,0.0,0.11764697220163453,3.363984912461729e-46,0.0,0.0,0.0,8.772058633076199e-08,5.983511740650595e-09,7.777915553583824e-11,5.104483315778622e-11,2.673432238029648e-11
3.3927582491588623e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598613042876,0.0,0.17647058700799986,0.0,0.0,9.523433609889556e-24,3.355368222411503e-41,0.0,2.7139446836526338e-27,0.0,0.0,2.2793522958391455e-21,0.0,0.11764697115909539,3.670131211456445e-46,0.0,0.0,0.0,8.876220091174875e-08,5.9840003762571405e-09,7.87037125782768e-11,5.141460037474944e-11,2.7289112205825728e-11
3.432614066005315e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986026096286,0.0,0.17647058700777682,0.0,0.0,9.863016050012116e-24,3.5827505253399936e-41,0.0,2.8622204363706992e-27,0.0,0.0,2.3332193430504844e-21,0.0,0.11764697011658247,3.999769154573385e-46,0.0,0.0,0.0,8.980378927969498e-08,5.984446490017236e-09,7.962826960519994e-11,5.178038483306944e-11,2.78478847744834e-11
3.472469882851768e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559859217707,0.0,0.17647058700757318,0.0,0.0,1.0210576487430029e-23,3.8224750264838565e-41,0.0,3.0165893582331164e-27,0.0,0.0,2.3877154864386525e-21,0.0,0.11764696907409576,4.354367762634251e-46,0.0,0.0,0.0,9.084535143526058e-08,5.984853779725099e-09,8.055282661660563e-11,5.214222943092265e-11,2.8410597188091098e-11
3.512325699698221e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598581745167,0.0,0.17647058700738721,0.0,0.0,1.0566207553804732e-23,4.075045522654812e-41,0.0,3.1772180055475363e-27,0.0,0.0,2.4428407259539328e-21,0.0,0.11764696803163527,4.735466943237023e-46,0.0,0.0,0.0,9.188688737910531e-08,5.9852256217302045e-09,8.147738361249193e-11,5.250017660442559e-11,2.8977207010530274e-11
3.5521815165446737e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985713138876,0.0,0.1764705870072175,0.0,0.0,1.093000188079194e-23,4.3409794827310627e-41,0.0,3.344275042784325e-27,0.0,0.0,2.498595061546605e-21,0.0,0.11764696698920096,5.144679865114369e-46,0.0,0.0,0.0,9.292839711188893e-08,5.985565099205521e-09,8.240194059285684e-11,5.2854268332618215e-11,2.9547672262759044e-11
3.5920373333911265e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598560883205,0.0,0.17647058700706253,0.0,0.0,1.130205210004164e-23,4.62080821890284e-41,0.0,3.517931228098833e-27,0.0,0.0,2.5549784931669505e-21,0.0,0.11764696594679289,5.583695384348464e-46,0.0,0.0,0.0,9.396988063427122e-08,5.985875027170012e-09,8.332649755769847e-11,5.3204546142380726e-11,3.012195141789529e-11
3.6318931502375793e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985504530923,0.0,0.1764705870069211,0.0,0.0,1.1682450843198073e-23,4.915077057008474e-41,0.0,3.6983593987504294e-27,0.0,0.0,2.6119910207652475e-21,0.0,0.11764696490441102,6.054280501634171e-46,0.0,0.0,0.0,9.501133794691188e-08,5.986157976231281e-09,8.425105450701494e-11,5.355105111331132e-11,3.070000339633892e-11
3.671748967084032e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598540023524,0.0,0.17647058700679194,0.0,0.0,1.2071290741899764e-23,5.224345505436799e-41,0.0,3.885734456281293e-27,0.0,0.0,2.6696326442917714e-21,0.0,0.11764696386205535,6.558282870285956e-46,0.0,0.0,0.0,9.605276905047065e-08,5.986416293527967e-09,8.517561144080436e-11,5.3893823882539705e-11,3.1281787560958386e-11
3.711604783930485e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559852959448,0.0,0.17647058700667406,0.0,0.0,1.2468664427779494e-23,5.549187422986678e-41,0.0,4.080233351584062e-27,0.0,0.0,2.7279033636967997e-21,0.0,0.1176469628197259,7.097633339229334e-46,0.0,0.0,0.0,9.709417394560715e-08,5.9866521223354325e-09,8.610016835906496e-11,5.4232904649496885e-11,3.1867263712320884e-11
3.751460600776938e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598519165941,0.0,0.1764705870065664,0.0,0.0,1.2874664532464314e-23,5.89019118532859e-41,0.0,4.282035069770668e-27,0.0,0.0,2.786803178930607e-21,0.0,0.11764696177742265,7.67434854378714e-46,0.0,0.0,0.0,9.813555263298104e-08,5.986867419496717e-09,8.702472526179497e-11,5.456833318062541e-11,3.245639208398206e-11
3.7913164176233907e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985087378866,0.0,0.17647058700646814,0.0,0.0,1.3289383687575545e-23,6.247959850374006e-41,0.0,4.491320614943045e-27,0.0,0.0,2.846332089943466e-21,0.0,0.1176469607351456,8.29053353202212e-46,0.0,0.0,0.0,9.917690511325199e-08,5.987063971754526e-09,8.794928214899264e-11,5.490014881404577e-11,3.304913333781973e-11
3.8311722344698435e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984983103017,0.0,0.1764705870063784,0.0,0.0,1.371291452472877e-23,6.623111322282303e-41,0.0,4.708272994801045e-27,0.0,0.0,2.9064900966856497e-21,0.0,0.11764695969289476,8.948384436159286e-46,0.0,0.0,0.0,1.0021823138707951e-07,5.9872434103936815e-09,8.887383902065626e-11,5.522839046416735e-11,3.3645448559422776e-11
3.8710280513162964e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598487883171,0.0,0.17647058700629653,0.0,0.0,1.4145349675533843e-23,7.016278514315751e-41,0.0,4.933077205159089e-27,0.0,0.0,2.9672771991074293e-21,0.0,0.11764695865067015,9.650191180704943e-46,0.0,0.0,0.0,1.0125953145512326e-07,5.987407224878346e-09,8.97983958767842e-11,5.5553096626254695e-11,3.4245299253525014e-11
3.910883868162749e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984774564785,0.0,0.17647058700622173,0.0,0.0,1.4586781771594872e-23,7.428109510334014e-41,0.0,5.165920214324744e-27,0.0,0.0,3.0286933971590746e-21,0.0,0.11764695760847173,1.0398340234396141e-45,0.0,0.0,0.0,1.0230080531804274e-07,5.987556775084169e-09,9.072295271737481e-11,5.587430538094034e-11,3.4848647339492283e-11
3.950739685009202e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984670302137,0.0,0.17647058700615348,0.0,0.0,1.5037303444510248e-23,7.859267725085163e-41,0.0,5.4069909473945505e-27,0.0,0.0,3.0907386907908557e-21,0.0,0.1176469565662995,1.1195317399689746e-45,0.0,0.0,0.0,1.0334205297649754e-07,5.987693302629484e-09,9.164750954242652e-11,5.6192054398692304e-11,3.545545514685498e-11
3.990595501855655e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598456604364,0.0,0.1764705870060912,0.0,0.0,1.5497007325872616e-23,8.310432063143441e-41,0.0,5.656480270436385e-27,0.0,0.0,3.1534130799530392e-21,0.0,0.11764695552415351,1.2043710644670717e-45,0.0,0.0,0.0,1.0438327443114712e-07,5.987817941079664e-09,9.257206635193778e-11,5.6506380944230584e-11,3.6065685410891554e-11
4.030451318702108e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598446178919,0.0,0.1764705870060343,0.0,0.0,1.5965986047268877e-23,8.782297076611795e-41,0.0,5.914580974601257e-27,0.0,0.0,3.2167165645958936e-21,0.0,0.1176469544820337,1.29462129726156e-45,0.0,0.0,0.0,1.0542446968265101e-07,5.9879317253893305e-09,9.349662314590708e-11,5.681732188089851e-11,3.667930126825718e-11
4.0703071355485606e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984357538683,0.0,0.17647058700598234,0.0,0.0,1.6444332240280223e-23,9.27557312147675e-41,0.0,6.1814877601433756e-27,0.0,0.0,3.2806491446696824e-21,0.0,0.1176469534399401,1.3905625332732717e-45,0.0,0.0,0.0,1.0646563873166868e-07,5.988035600434526e-09,9.442117992433297e-11,5.712491367498498e-11,3.729626625266147e-11
4.1101629523950134e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984253292027,0.0,0.17647058700593496,0.0,0.0,1.6932138536482083e-23,9.790986512699957e-41,0.0,6.457397220380922e-27,0.0,0.0,3.345210820124673e-21,0.0,0.11764695239787269,1.4924859568622667e-45,0.0,0.0,0.0,1.0750678157885955e-07,5.988130428884134e-09,9.534573668721398e-11,5.7429192400002076e-11,3.7916544290590945e-11
4.1500187692414663e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598414904915,0.0,0.17647058700589163,0.0,0.0,1.7429497567444172e-23,1.032927967796178e-40,0.0,6.742507825583415e-27,0.0,0.0,3.4104015909111286e-21,0.0,0.11764695135583149,1.600694140698126e-45,0.0,0.0,0.0,1.085478982248831e-07,5.988216998320175e-09,9.627029343454876e-11,5.7730193740914844e-11,3.8540099697079115e-11
4.189874586087919e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984044809973,0.0,0.17647058700585216,0.0,0.0,1.793650196473045e-23,1.0891211310119282e-40,0.0,7.037019906811229e-27,0.0,0.0,3.476221456979311e-21,0.0,0.11764695031381649,1.7155013483922416e-45,0.0,0.0,0.0,1.0958898867039868e-07,5.988296027791163e-09,9.71948501663359e-11,5.802795299832702e-11,3.916689717152091e-11
4.229730402934372e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598394057442,0.0,0.17647058700581605,0.0,0.0,1.8453244359899156e-23,1.1477556518316676e-40,0.0,7.341135639698726e-27,0.0,0.0,3.542670418279483e-21,0.0,0.11764694927182769,1.837233841063528e-45,0.0,0.0,0.0,1.1063005291606576e-07,5.988368173751975e-09,9.811940688257408e-11,5.832250509262044e-11,3.9796901793533195e-11
4.269586219780825e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983836342447,0.0,0.1764705870057831,0.0,0.0,1.8979817384502778e-23,1.208910697779464e-40,0.0,7.655059028201241e-27,0.0,0.0,3.609748474761907e-21,0.0,0.11764694822986509,1.9662301876362727e-45,0.0,0.0,0.0,1.1167109096254363e-07,5.988434035525005e-09,9.904396358326205e-11,5.861388456805066e-11,4.0430079018859056e-11
4.3094420366272776e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983732113965,0.0,0.17647058700575308,0.0,0.0,1.9516313670088085e-23,1.272667107835255e-40,0.0,7.978995888301022e-27,0.0,0.0,3.6774556263768434e-21,0.0,0.11764694718792869,2.1028415789871448e-45,0.0,0.0,0.0,1.1271210281049173e-07,5.9884941602577575e-09,9.996852026839857e-11,5.890212559679816e-11,4.106639467531685e-11
4.3492978534737305e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598362788895,0.0,0.17647058700572563,0.0,0.0,2.0062825848196098e-23,1.339107407149761e-40,0.0,8.31315383168827e-27,0.0,0.0,3.745791873074549e-21,0.0,0.11764694614601849,2.2474321457872572e-45,0.0,0.0,0.0,1.1375308846056936e-07,5.988549047474103e-09,1.0089307693798237e-10,5.918726198297587e-11,4.170581495879237e-11
4.3891536703201833e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598352366732,0.0,0.17647058700570056,0.0,0.0,2.0619446550362103e-23,1.408315821624704e-40,0.0,8.657742249414914e-27,0.0,0.0,3.814757214805286e-21,0.0,0.11764694510413447,2.400379280116194e-45,0.0,0.0,0.0,1.1479404791343582e-07,5.988599153209179e-09,1.0181763359201231e-10,5.946932716659376e-11,4.234830642927451e-11
4.429009487166636e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598341944906,0.0,0.1764705870056777,0.0,0.0,2.1186268408115652e-23,1.4803782923608788e-40,0.0,9.012972295534315e-27,0.0,0.0,3.88435165151931e-21,0.0,0.11764694406227666,2.562073960726216e-45,0.0,0.0,0.0,1.1583498116975045e-07,5.988644893801074e-09,1.0274219023048726e-10,5.974835422748047e-11,4.2993836006933476e-11
4.468865304013089e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598331523413,0.0,0.17647058700565682,0.0,0.0,2.1763384052980552e-23,1.5553824899716256e-40,0.0,9.379056870726398e-27,0.0,0.0,3.9545751831668774e-21,0.0,0.11764694302044505,2.732921082002957e-45,0.0,0.0,0.0,1.1687588823017248e-07,5.988686649339126e-09,1.0366674685340606e-10,6.002437588916278e-11,4.364237096824136e-11
4.508721120859542e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598321102248,0.0,0.17647058700563778,0.0,0.0,2.235088611647489e-23,1.6334178287636477e-40,0.0,9.75621060591912e-27,0.0,0.0,4.025427809698248e-21,0.0,0.11764694197863962,2.913339786524357e-45,0.0,0.0,0.0,1.1791676909536122e-07,5.988724766823781e-09,1.0459130346076769e-10,6.02974245227035e-11,4.4293878942134296e-11
4.548576937705995e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983106814053,0.0,0.17647058700562038,0.0,0.0,2.2948867230110997e-23,1.7145754807834166e-40,0.0,1.0144649845907e-26,0.0,0.0,4.096909531063676e-21,0.0,0.1176469409368604,3.103763801242433e-45,0.0,0.0,0.0,1.1895762376597593e-07,5.988759563042459e-09,1.055158600525711e-10,6.056753215049763e-11,4.494832790621622e-11
4.588432754552448e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598300260886,0.0,0.17647058700560447,0.0,0.0,2.3557420025395482e-23,1.7989483897306664e-40,0.0,1.054459263297581e-26,0.0,0.0,4.169020347213417e-21,0.0,0.11764693989510736,3.3046417772070875e-45,0.0,0.0,0.0,1.1999845224267577e-07,5.9887913272028746e-09,1.0644041662881526e-10,6.083473045002805e-11,4.560568618300328e-11
4.668144388245353e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555982794207985,0.0,0.17647058700557675,0.0,0.0,2.4806611186907304e-23,1.9777206937612025e-40,0.0,1.1379869406785954e-26,0.0,0.0,4.3151292636668494e-21,0.0,0.11764693781167987,3.739630907415482e-45,0.0,0.0,0.0,1.2208003061696784e-07,5.988846792053327e-09,1.0828952973462199e-10,6.136052407184157e-11,4.692900566714511e-11
4.739884858568968e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598260665791,0.0,0.17647058700555582,0.0,0.0,2.5967967662662172e-23,2.1505811150989244e-40,0.0,1.2173182211161474e-26,0.0,0.0,4.448778792138234e-21,0.0,0.11764693593668471,4.1716923167727033e-45,0.0,0.0,0.0,1.2395336157725498e-07,5.988888757847931e-09,1.0995373147662603e-10,6.182409928592984e-11,4.812963219519686e-11
4.811625328892583e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555982419117854,0.0,0.17647058700553794,0.0,0.0,2.7165016991886253e-23,2.335386847339678e-40,0.0,1.3007233357697333e-26,0.0,0.0,4.5844665869371284e-21,0.0,0.11764693406177441,4.645320742658801e-45,0.0,0.0,0.0,1.2582660767950964e-07,5.98892437092845e-09,1.1161793316820396e-10,6.227872554905001e-11,4.9339207623792715e-11
4.883365799216198e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555982231587695,0.0,0.1764705870055228,0.0,0.0,2.8398299401318615e-23,2.5327457838245225e-40,0.0,1.388335369470412e-26,0.0,0.0,4.722192647773395e-21,0.0,0.11764693218694895,5.163718389366567e-45,0.0,0.0,0.0,1.2769976892757574e-07,5.988954593018856e-09,1.1328213480935111e-10,6.272457561335864e-11,5.055755920077143e-11
4.955106269539813e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555982044067346,0.0,0.17647058700551002,0.0,0.0,2.966835511763812e-23,2.7432854783191708e-40,0.0,1.4802890590497382e-26,0.0,0.0,4.861956974356897e-21,0.0,0.11764693031220835,5.730272470928503e-45,0.0,0.0,0.0,1.295728453252971e-07,5.9889802381227e-09,1.1494633640006307e-10,6.316181889573576e-11,5.178451750924855e-11
5.026846739863428e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598185655672,0.0,0.17647058700549914,0.0,0.0,3.0975724367463385e-23,2.9676533861086107e-40,0.0,1.576720762862752e-26,0.0,0.0,5.0037595663974875e-21,0.0,0.1176469284375526,6.348562186884791e-45,0.0,0.0,0.0,1.3144583687651738e-07,5.9890019965917e-09,1.1661053794033568e-10,6.359062154241375e-11,5.3019916402987574e-11
5.098587210187043e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598166905574,0.0,0.17647058700548993,0.0,0.0,3.23209473773528e-23,3.206517101891358e-40,0.0,1.6777684304464953e-26,0.0,0.0,5.147600423605016e-21,0.0,0.1176469265629817,7.022365774476528e-45,0.0,0.0,0.0,1.3331874358508004e-07,5.989020456846366e-09,1.1827473943016522e-10,6.401114649272497e-11,5.426359294265244e-11
5.170327680510658e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981481564324,0.0,0.17647058700548204,0.0,0.0,3.370456437380457e-23,3.4605645913839087e-40,0.0,1.7835715723637038e-26,0.0,0.0,5.293479545689328e-21,0.0,0.11764692468849562,7.755667717058476e-45,0.0,0.0,0.0,1.3519156545482828e-07,5.989036120143892e-09,1.199389408695482e-10,6.442355354104674e-11,5.551538733386226e-11
5.242068150834272e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598129408242,0.0,0.17647058700547544,0.0,0.0,3.512711558325667e-23,3.73050441598949e-40,0.0,1.8942712302869144e-26,0.0,0.0,5.441396932360268e-21,0.0,0.11764692281409439,8.552666123369522e-45,0.0,0.0,0.0,1.370643024896053e-07,5.989049409814111e-09,1.216031422584813e-10,6.482799939680404e-11,5.677514286718888e-11
5.313808621157887e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981106609984,0.0,0.1764705870054698,0.0,0.0,3.658914123208684e-23,4.017065954028092e-40,0.0,2.0100099473214428e-26,0.0,0.0,5.59135258332767e-21,0.0,0.117646920939778,9.417780183867967e-45,0.0,0.0,0.0,1.389369546932539e-07,5.9890606820767855e-09,1.2326734359696172e-10,6.522463774362634e-11,5.804270585899987e-11
5.385549091481502e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598091914698,0.0,0.17647058700546503,0.0,0.0,3.809118154661262e-23,4.320999621127675e-40,0.0,2.130931738525716e-26,0.0,0.0,5.743346498301369e-21,0.0,0.1176469190655464,1.0355657635302403e-44,0.0,0.0,0.0,1.4080952206961683e-07,5.989070240554458e-09,1.249315448849867e-10,6.56136192984166e-11,5.931792559238958e-11
5.457289561805117e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598073169335,0.0,0.176470587005461,0.0,0.0,3.963377675309136e-23,4.643077086902651e-40,0.0,2.2571820616379433e-26,0.0,0.0,5.897378676991196e-21,0.0,0.11764691719139965,1.1371182308715764e-44,0.0,0.0,0.0,1.4268200462253676e-07,5.989078347296474e-09,1.2659574612255383e-10,6.599509186941651e-11,6.060065425911394e-11
5.529030032128732e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598054424905,0.0,0.17647058700545754,0.0,0.0,4.121746707772021e-23,4.984091481901785e-40,0.0,2.388907788151778e-26,0.0,0.0,6.053449119106981e-21,0.0,0.11764691531733772,1.2469481914568782e-44,0.0,0.0,0.0,1.4455440235585597e-07,5.98908522360106e-09,1.2825994730966104e-10,6.636920041151537e-11,6.189074690428144e-11
5.600770502452347e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555980356814065,0.0,0.17647058700545462,0.0,0.0,4.2842792746636064e-23,5.344857602367631e-40,0.0,2.526257174567871e-26,0.0,0.0,6.2115578243585486e-21,0.0,0.1176469134433606,1.3655935875972272e-44,0.0,0.0,0.0,1.464267152734167e-07,5.989091053773968e-09,1.299241484463063e-10,6.673608708105994e-11,6.318806137154352e-11
5.672510972775962e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598016938836,0.0,0.17647058700545218,0.0,0.0,4.451029398591565e-23,5.7262121120509496e-40,0.0,2.669379834010367e-26,0.0,0.0,6.371704792455723e-21,0.0,0.11764691156946831,1.4936183215330426e-44,0.0,0.0,0.0,1.4829894337906096e-07,5.989095994082707e-09,1.3158834953248796e-10,6.709589129008479e-11,6.449245824886379e-11
