Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57)
8.837399622276818e-21,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618060404,0.0,0.17647058999999973,0.0,0.0,2.8870587893033867e-46,2.341148869765538e-85,0.0,2.5235098871057752e-64,0.0,0.0,2.0629228290124862e-36,0.0,0.11764705999999768,2.682156125703742e-105,0.0,0.0,0.0,2.3145403514024593e-15,6.050081613684094e-16,2.0500625755465224e-18,2.050062542714231e-18,3.2832291630804626e-26
1.768247726333928e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561806011,0.0,0.17647058999999943,0.0,0.0,2.311988474270709e-45,1.2896507233552896e-83,0.0,6.994823672253571e-63,0.0,0.0,8.257067448097414e-36,0.0,0.11764705999999536,5.837229805207933e-103,0.0,0.0,0.0,4.631091597811804e-15,1.210541959714511e-15,4.101906265407051e-18,4.101906133992322e-18,1.3141472813981443e-25
3.537263254546421e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618059526,0.0,0.17647058999999882,0.0,0.0,1.8505278142640942e-44,7.92297799925871e-82,0.0,2.1527427294508495e-61,0.0,0.0,3.303902512080039e-35,0.0,0.11764705999999073,1.4293312765969694e-100,0.0,0.0,0.0,9.264194090112956e-15,2.4216095564065118e-15,8.205593645127776e-18,8.205593119297704e-18,5.258300737267673e-25
7.075294310971407e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618058355,0.0,0.1764705899999976,0.0,0.0,1.4807971568971861e-43,5.018774521391146e-80,0.0,6.821626502639574e-60,0.0,0.0,1.3217761420430345e-34,0.0,0.11764705999998146,3.6186569678393335e-98,0.0,0.0,0.0,1.8530399072645095e-14,4.843744749789109e-15,1.641296840456791e-17,1.6412966300905336e-17,2.1036625793268846e-24
1.415135642382138e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561805601,0.0,0.17647058999999518,0.0,0.0,1.1847877060214856e-42,3.2040245026528845e-78,0.0,2.1777610625967433e-58,0.0,0.0,5.287534873234151e-34,0.0,0.1176470599999629,9.23940120485398e-96,0.0,0.0,0.0,3.706280902942872e-14,9.688015136543937e-15,3.282771792344289e-17,3.282770950810866e-17,8.415334241435682e-24
2.8303480649521323e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618051333,0.0,0.17647058999999032,0.0,0.0,9.478901606799653e-42,2.0493982913898092e-76,0.0,6.965046292145001e-57,0.0,0.0,2.115100013367797e-33,0.0,0.11764705999992581,2.3639214742822236e-93,0.0,0.0,0.0,7.412762890987341e-14,1.9376555909974086e-14,6.565721696117173e-17,6.565718329847243e-17,3.3662699314922006e-23
5.66077291009212e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561804197,0.0,0.17647058999998064,0.0,0.0,7.58336127620333e-41,1.3114582601898971e-74,0.0,2.2285647232880098e-55,0.0,0.0,8.46057218466309e-33,0.0,0.11764705999985162,6.05100956608e-91,0.0,0.0,0.0,1.482572685382725e-13,3.8753637456212133e-14,1.3131621503654494e-16,1.3131608038306703e-16,1.3465347762402456e-22
1.1321622600372096e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561802324,0.0,0.17647058999996126,0.0,0.0,6.066785018714443e-40,8.393175493292747e-73,0.0,7.131284801348851e-54,0.0,0.0,3.3842633003934923e-32,0.0,0.11764705999970322,1.549047403060899e-88,0.0,0.0,0.0,2.965165472651093e-13,7.750780054376519e-14,2.6263421118695347e-16,2.6263367256803784e-16,5.3861891621246565e-22
2.2643321980932047e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617985785,0.0,0.17647058999992252,0.0,0.0,4.853466414335677e-39,5.371626364440833e-71,0.0,2.2820092472144677e-52,0.0,0.0,1.3537122054804478e-31,0.0,0.11764705999940644,3.9655812297150546e-86,0.0,0.0,0.0,5.930351025989382e-13,1.5501612667970725e-13,5.252702034864191e-16,5.252680490035878e-16,2.154482835846906e-21
4.528672074205196e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617910873,0.0,0.176470589999845,0.0,0.0,3.882788491225488e-38,3.4378324861164644e-69,0.0,7.302411621355361e-51,0.0,0.0,5.414862592492582e-31,0.0,0.11764705999881288,1.015188151921528e-83,0.0,0.0,0.0,1.1860722047872166e-12,3.100327786391597e-13,1.0505421880799438e-15,1.050533570156991e-15,8.617922961669711e-21
9.057351826429176e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617761054,0.0,0.17647058999968998,0.0,0.0,3.1062369368192234e-37,2.2001916772536862e-67,0.0,2.3367490290632827e-49,0.0,0.0,2.1659477910294948e-30,0.0,0.11764705999762576,2.5988513405316983e-81,0.0,0.0,0.0,2.372146375246257e-12,6.20066080062133e-13,2.101086157245369e-15,2.1010516857520643e-15,3.4471493295288866e-20
1.811471133087714e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561746141,0.0,0.17647058999937995,0.0,0.0,2.484992006872186e-36,1.6278065849820233e-65,0.0,8.662709774040917e-48,0.0,0.0,8.663796671507872e-30,0.0,0.1176470599952515,1.107098187332813e-78,0.0,0.0,0.0,4.744294580494277e-12,1.2401326629547201e-12,4.202174095489719e-15,4.202036211367906e-15,1.3788412180994513e-19
3.622943033977307e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561686213,0.0,0.1764705899987599,0.0,0.0,1.987994588271233e-35,1.048331123992306e-63,0.0,2.7837682537280447e-46,0.0,0.0,3.465519769538959e-29,0.0,0.11764705999050301,2.8511092924317343e-76,0.0,0.0,0.0,9.488590448310136e-12,2.4802656691694125e-12,8.404349971632418e-15,8.403798450481567e-15,5.515211508754538e-19
7.245886835756493e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561566356,0.0,0.17647058999751974,0.0,0.0,1.5903960634165389e-34,6.710122444862157e-62,0.0,8.908260387064423e-45,0.0,0.0,1.3862081275687959e-28,0.0,0.11764705998100601,7.298868711783455e-74,0.0,0.0,0.0,1.8977180013221645e-11,4.960530405261337e-12,1.680870172253381e-14,1.680649576166358e-14,2.205960870352164e-18
1.0868830637535678e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995614465,0.0,0.17647058999627965,0.0,0.0,4.721469396780981e-34,3.5910742003578004e-61,0.0,3.938157882262715e-44,0.0,0.0,2.9456924079412285e-28,0.0,0.11764705997150901,4.570151525624268e-73,0.0,0.0,0.0,2.8465767407413428e-11,7.440793014276247e-12,2.521305347205119e-14,2.5208365987218666e-14,4.6874848313204714e-18
1.4491774439314864e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561326644,0.0,0.17647058999503953,0.0,0.0,1.0287798660092926e-33,1.3569143744455474e-60,0.0,1.345697927601844e-43,0.0,0.0,5.02500481769146e-28,0.0,0.11764705996201204,2.760026204343535e-72,0.0,0.0,0.0,3.7954352630885994e-11,9.921052645478106e-12,3.361740522018455e-14,3.360940920855799e-14,7.996011624080298e-18
2.1737662042873235e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995610869306,0.0,0.17647058999255927,0.0,0.0,2.9862125120599776e-33,9.802235590048987e-60,0.0,8.273182636468638e-43,0.0,0.0,1.040363442945166e-27,0.0,0.11764705994301806,7.017238880405611e-71,0.0,0.0,0.0,5.6931517983287554e-11,1.4881561585668092e-11,5.0426108713203004e-14,5.040955497548385e-14,1.6553737716426918e-17
2.8983549646431607e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995608472184,0.0,0.176470589990079,0.0,0.0,6.530482690483792e-33,3.7561564660759214e-59,0.0,2.777115120081139e-42,0.0,0.0,1.7693857470093897e-27,0.0,0.11764705992402409,3.8446376984573864e-70,0.0,0.0,0.0,7.590867535318445e-11,1.9842051122676127e-11,6.723481220113183e-14,6.720666022912226e-14,2.8151972006825814e-17
3.622943724998998e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995606075063,0.0,0.1764705899875988,0.0,0.0,1.2252040677267508e-32,1.1420011851210753e-58,0.0,7.504460393098211e-42,0.0,0.0,2.7032216324857243e-27,0.0,0.11764705990503016,1.7035426431262415e-69,0.0,0.0,0.0,9.488582417040111e-11,2.4802514037117757e-11,8.40435156836074e-14,8.400050833393563e-14,4.3007349669279117e-17
4.347532485354835e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995603677947,0.0,0.17647058998511855,0.0,0.0,2.0740459719697538e-32,2.9967643637197028e-58,0.0,1.74987698332594e-41,0.0,0.0,3.845603230178012e-27,0.0,0.1176470598860362,6.513390413203951e-69,0.0,0.0,0.0,1.1386296427909378e-10,2.976294312054333e-11,1.0085221916053032e-13,1.0079104057664858e-13,6.117858387996753e-17
