Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20)
5.399925175090587e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599387511685,0.0,0.17647058835535515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704585985171,0.0,0.0,0.0,0.0,1.4140148292069628e-08,3.2892898971514562e-09
5.5178411835601047e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599383864912,0.0,0.176470588327376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704555113271,0.0,0.0,0.0,0.0,1.4448867272031154e-08,3.3452482145647506e-09
5.635757192029622e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993802265245,0.0,0.176470588299815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704524241604,0.0,0.0,0.0,0.0,1.4757583953359415e-08,3.4003703090022728e-09
5.75367320049914e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599376596531,0.0,0.17647058827267254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704493370166,0.0,0.0,0.0,0.0,1.5066298336072428e-08,3.454655206638742e-09
5.871589208968658e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599372974937,0.0,0.17647058824594886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704462498957,0.0,0.0,0.0,0.0,1.537501042018821e-08,3.5081025620376123e-09
5.989505217438175e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599369361739,0.0,0.17647058821964381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704431627979,0.0,0.0,0.0,0.0,1.568372020572479e-08,3.5607126394771867e-09
6.107421225907693e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599365756927,0.0,0.17647058819375697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704400757231,0.0,0.0,0.0,0.0,1.599242769270018e-08,3.6124862938297644e-09
6.22533723437721e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993621604886,0.0,0.17647058816828767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704369886711,0.0,0.0,0.0,0.0,1.6301132881132397e-08,3.663424951061841e-09
6.343253242846728e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993585724027,0.0,0.17647058814323485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704339016423,0.0,0.0,0.0,0.0,1.6609835771039462e-08,3.713530588421405e-09
6.461169251316245e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993549926456,0.0,0.17647058811859725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704308146362,0.0,0.0,0.0,0.0,1.6918536362439378e-08,3.762805714376169e-09
6.579085259785763e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599351421187,0.0,0.17647058809437344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704277276533,0.0,0.0,0.0,0.0,1.7227234655350163e-08,3.8112533483641485e-09
6.814917276724797e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599344303017,0.0,0.1764705880471598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704215537564,0.0,0.0,0.0,0.0,1.784462434577637e-08,3.905680650435154e-09
7.050749293663832e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599337217557,0.0,0.17647058800157708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704153799513,0.0,0.0,0.0,0.0,1.8462004842462068e-08,3.996846093955978e-09
7.286581310602867e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599330164404,0.0,0.17647058795760504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704092062384,0.0,0.0,0.0,0.0,1.9079376145551173e-08,4.08479014707604e-09
7.522413327541902e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993231430893,0.0,0.17647058791522038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764704030326172,0.0,0.0,0.0,0.0,1.9696738255187515e-08,4.16955949759162e-09
7.758245344480937e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599316153091,0.0,0.17647058787439693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703968590881,0.0,0.0,0.0,0.0,2.0314091171514797e-08,4.25120641457948e-09
7.994077361419972e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993091938353,0.0,0.17647058783510605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703906856508,0.0,0.0,0.0,0.0,2.0931434894676608e-08,4.329788126117151e-09
8.206326176665104e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599302956286,0.0,0.17647058780102928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470385129636,0.0,0.0,0.0,0.0,2.148703638548433e-08,4.3979417340412495e-09
8.418574991910237e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992967426636,0.0,0.17647058776814523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703795736955,0.0,0.0,0.0,0.0,2.2042630430048718e-08,4.46370989125937e-09
8.609598925630855e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992911704525,0.0,0.1764705877395488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703745734129,0.0,0.0,0.0,0.0,2.2542658703704896e-08,4.520902693323576e-09
8.800622859351473e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992856168466,0.0,0.17647058771187965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703695731905,0.0,0.0,0.0,0.0,2.3042680946064546e-08,4.576240996601289e-09
8.991646793072091e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992800814617,0.0,0.1764705876851185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703645730283,0.0,0.0,0.0,0.0,2.354269715720364e-08,4.629763331886995e-09
9.18267072679271e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599274563902,0.0,0.1764705876592456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703595729266,0.0,0.0,0.0,0.0,2.4042707337198084e-08,4.681509090642441e-09
9.373694660513328e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599269063768,0.0,0.17647058763424092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470354572885,0.0,0.0,0.0,0.0,2.4542711486123677e-08,4.731518368025189e-09
9.564718594233946e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992635806526,0.0,0.17647058761008425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703495729038,0.0,0.0,0.0,0.0,2.504270960405619e-08,4.7798318126374575e-09
9.755742527954564e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992581141454,0.0,0.17647058758675488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703445729831,0.0,0.0,0.0,0.0,2.5542701691071298e-08,4.826490488200652e-09
9.946766461675182e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992526638313,0.0,0.17647058756423226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703395731224,0.0,0.0,0.0,0.0,2.60426877472446e-08,4.871535741309816e-09
1.01377903953958e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599247229298,0.0,0.1764705875424956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703345733223,0.0,0.0,0.0,0.0,2.6542667772651637e-08,4.915009079698915e-09
1.0328814329116419e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599241810129,0.0,0.17647058752152409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703295735822,0.0,0.0,0.0,0.0,2.704264176736786e-08,4.956952057500528e-09
1.0519838262837037e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599236405908,0.0,0.17647058750129702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703245739026,0.0,0.0,0.0,0.0,2.7542609731468667e-08,4.997406170769752e-09
1.0710862196557655e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992310162226,0.0,0.1764705874817937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703195742832,0.0,0.0,0.0,0.0,2.8042571665029357e-08,5.036412760247639e-09
1.0901886130278273e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599225640662,0.0,0.17647058746299366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703145747242,0.0,0.0,0.0,0.0,2.8542527568125172e-08,5.074012923289508e-09
1.1092910063998892e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599220278819,0.0,0.17647058744487643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764703095752253,0.0,0.0,0.0,0.0,2.9042477440831282e-08,5.110247432564726e-09
1.128393399771951e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599214930288,0.0,0.17647058742742178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470304575787,0.0,0.0,0.0,0.0,2.954242128322278e-08,5.145156662965292e-09
1.1474957931440128e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992095946714,0.0,0.17647058741060984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470299576409,0.0,0.0,0.0,0.0,3.004235909537468e-08,5.178780524987535e-09
1.1665981865160746e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599204271574,0.0,0.17647058739442087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470294577091,0.0,0.0,0.0,0.0,3.054229087736196e-08,5.211158405556401e-09
1.1857005798881365e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991989606094,0.0,0.17647058737883553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702895778337,0.0,0.0,0.0,0.0,3.104221662925946e-08,5.242329114848201e-09
1.2048029732601983e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991936613956,0.0,0.17647058736383464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702845786364,0.0,0.0,0.0,0.0,3.1542136351142044e-08,5.272330839673858e-09
1.22390536663226e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599188373556,0.0,0.17647058734939955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702795794996,0.0,0.0,0.0,0.0,3.204205004308443e-08,5.301201102252585e-09
1.243007760004322e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599183096723,0.0,0.17647058733551177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702745804229,0.0,0.0,0.0,0.0,3.254195770516129e-08,5.328976724728114e-09
1.2621101533763837e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599177830537,0.0,0.17647058732215323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702695814065,0.0,0.0,0.0,0.0,3.304185933744727e-08,5.355693798496702e-09
1.2812125467484456e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599172574642,0.0,0.1764705873093063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702645824504,0.0,0.0,0.0,0.0,3.354175494001689e-08,5.381387658532332e-09
1.3003149401205074e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991673286935,0.0,0.1764705872969537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702595835548,0.0,0.0,0.0,0.0,3.404164451294467e-08,5.406092861932484e-09
1.3194173334925692e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991620923554,0.0,0.17647058728507853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702545847193,0.0,0.0,0.0,0.0,3.454152805630503e-08,5.429843170745882e-09
1.338519726864631e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599156865296,0.0,0.17647058727366433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702495859443,0.0,0.0,0.0,0.0,3.5041405570172336e-08,5.45267153843857e-09
1.3576221202366929e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599151647196,0.0,0.17647058726269507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702445872294,0.0,0.0,0.0,0.0,3.554127705462091e-08,5.474610099990124e-09
1.3767245136087547e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599146437741,0.0,0.17647058725215503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470239588575,0.0,0.0,0.0,0.0,3.604114250972499e-08,5.495690165087937e-09
1.3958269069808165e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991412366266,0.0,0.176470587242029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702345899807,0.0,0.0,0.0,0.0,3.65410019355588e-08,5.5159422143642405e-09
1.4149293003528783e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599136043556,0.0,0.1764705872323022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702295914466,0.0,0.0,0.0,0.0,3.704085533219649e-08,5.535395898229743e-09
1.4340316937249401e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991308582407,0.0,0.17647058722296013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470224592973,0.0,0.0,0.0,0.0,3.754070269971213e-08,5.554080038219632e-09
1.453134087097002e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991256804014,0.0,0.1764705872139888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702195945595,0.0,0.0,0.0,0.0,3.804054403817978e-08,5.572022630478992e-09
1.4722364804690638e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991205097664,0.0,0.17647058720537473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702145962065,0.0,0.0,0.0,0.0,3.854037934767343e-08,5.589250851290859e-09
1.4913388738411256e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599115346072,0.0,0.1764705871971046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702095979136,0.0,0.0,0.0,0.0,3.904020862826705e-08,5.605791064335659e-09
1.5104412672131874e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991101890615,0.0,0.17647058718916572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764702045996812,0.0,0.0,0.0,0.0,3.9540031880034524e-08,5.621668829581282e-09
1.5295436605852493e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991050384877,0.0,0.1764705871815457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470199601509,0.0,0.0,0.0,0.0,4.003984910304969e-08,5.636908913543563e-09
1.548646053957311e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990998941116,0.0,0.17647058717423247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701946033969,0.0,0.0,0.0,0.0,4.05396602973864e-08,5.6515353008184694e-09
1.567748447329373e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599094755701,0.0,0.1764705871672145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701896053453,0.0,0.0,0.0,0.0,4.103946546311841e-08,5.665571206669287e-09
1.5868508407014347e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599089623031,0.0,0.1764705871604806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701846073539,0.0,0.0,0.0,0.0,4.153926460031944e-08,5.679039090576477e-09
1.6059532340734965e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990844958834,0.0,0.1764705871540198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701796094229,0.0,0.0,0.0,0.0,4.2039057709063183e-08,5.6919606705705165e-09
1.6250556274455584e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559907937405,0.0,0.17647058714782168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470174611552,0.0,0.0,0.0,0.0,4.2538844789423296e-08,5.704356938263863e-09
1.6441580208176202e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990742573273,0.0,0.17647058714187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701696137414,0.0,0.0,0.0,0.0,4.303862584147339e-08,5.71624817443362e-09
1.663260414189682e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990691455185,0.0,0.17647058713617322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701646159913,0.0,0.0,0.0,0.0,4.3538400865287054e-08,5.727653965080672e-09
1.6823628075617438e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990640384366,0.0,0.1764705871307036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701596183012,0.0,0.0,0.0,0.0,4.4038169860937825e-08,5.738593217843408e-09
1.7014652009338057e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990589358965,0.0,0.17647058712545807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701546206717,0.0,0.0,0.0,0.0,4.4537932828499214e-08,5.749084178701823e-09
1.7205675943058675e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599053837724,0.0,0.17647058712042799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701496231023,0.0,0.0,0.0,0.0,4.50376897680447e-08,5.7591444488726895e-09
1.758772381049991e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599043653809,0.0,0.1764705871109801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701396281443,0.0,0.0,0.0,0.0,4.603718556338174e-08,5.778040200651277e-09
1.7969771677941148e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599033485404,0.0,0.17647058710229563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701296334275,0.0,0.0,0.0,0.0,4.703665724753614e-08,5.795409035894759e-09
1.8351819545382384e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599023331316,0.0,0.176470587094315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701196389517,0.0,0.0,0.0,0.0,4.8036104821094715e-08,5.8113702919392205e-09
1.8718744471996426e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990135916154,0.0,0.17647058708726143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701100403233,0.0,0.0,0.0,0.0,4.899596767431016e-08,5.825477504263833e-09
1.9085669398610467e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990038631907,0.0,0.1764705870807605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764701004419169,0.0,0.0,0.0,0.0,4.995580828899358e-08,5.838479416139813e-09
1.945259432522451e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598994145196,0.0,0.17647058707476992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700908437332,0.0,0.0,0.0,0.0,5.09156266656638e-08,5.850460443662705e-09
1.981951925183855e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598984436849,0.0,0.1764705870692507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700812457718,0.0,0.0,0.0,0.0,5.18754228048393e-08,5.861498890154558e-09
2.0186444178452592e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989747374266,0.0,0.1764705870641665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700716480327,0.0,0.0,0.0,0.0,5.283519670703838e-08,5.871667337022303e-09
2.051667661240523e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598966015017,0.0,0.17647058705993476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700630102579,0.0,0.0,0.0,0.0,5.369897420683083e-08,5.880130763685185e-09
2.0846909046357866e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598957298834,0.0,0.17647058705600538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470054372663,0.0,0.0,0.0,0.0,5.456273369546942e-08,5.887989559132877e-09
2.1177141480310503e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989485884536,0.0,0.1764705870523571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700457352481,0.0,0.0,0.0,0.0,5.542647517333149e-08,5.895286194527506e-09
2.150737391426314e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598939883477,0.0,0.17647058704897006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700370980134,0.0,0.0,0.0,0.0,5.629019864079422e-08,5.902060258936888e-09
2.1837606348215778e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559893118354,0.0,0.17647058704582588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700284609589,0.0,0.0,0.0,0.0,5.715390409823469e-08,5.908348640662439e-09
2.2167838782168415e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989224882944,0.0,0.17647058704290736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700198240845,0.0,0.0,0.0,0.0,5.8017591546029846e-08,5.9141856988629126e-09
2.2498071216121052e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598913797423,0.0,0.1764705870401985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700111873902,0.0,0.0,0.0,0.0,5.888126098455655e-08,5.919603426367255e-09
2.282830365007369e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598905110626,0.0,0.17647058703768442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764700025508758,0.0,0.0,0.0,0.0,5.974491241419156e-08,5.9246316037243825e-09
2.315853608402633e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988964276285,0.0,0.17647058703535123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699939145416,0.0,0.0,0.0,0.0,6.060854583531148e-08,5.9292979445295944e-09
2.348876851797897e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988877481714,0.0,0.17647058703318608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699852783876,0.0,0.0,0.0,0.0,6.147216124829292e-08,5.933628232173154e-09
2.381900095193161e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988790720155,0.0,0.176470587031177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699766424135,0.0,0.0,0.0,0.0,6.23357586535123e-08,5.937646448417737e-09
2.414923338588425e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598870398936,0.0,0.17647058702931273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699680066196,0.0,0.0,0.0,0.0,6.31993380513461e-08,5.941374894249079e-09
2.4479465819836887e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598861728728,0.0,0.176470587027583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699593710055,0.0,0.0,0.0,0.0,6.40628994421706e-08,5.944834303381316e-09
2.4809698253789527e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598853061198,0.0,0.1764705870259782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699507355718,0.0,0.0,0.0,0.0,6.492644282636208e-08,5.948043948728054e-09
2.5139930687742167e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598844396167,0.0,0.17647058702448928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699421003179,0.0,0.0,0.0,0.0,6.578996820429671e-08,5.9510217421504515e-09
2.5470163121694806e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598835733468,0.0,0.17647058702310803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699334652441,0.0,0.0,0.0,0.0,6.665347557635066e-08,5.953784327824479e-09
2.5800395555647446e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988270729454,0.0,0.1764705870218266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699248303503,0.0,0.0,0.0,0.0,6.751696494289997e-08,5.956347169585816e-09
2.6130627989600086e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988184144565,0.0,0.17647058702063784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699161956368,0.0,0.0,0.0,0.0,6.838043630432073e-08,5.9587246325973455e-09
2.6460860423552725e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988097578694,0.0,0.17647058701953514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764699075611032,0.0,0.0,0.0,0.0,6.924388966098882e-08,5.960930059660118e-09
2.6791092857505365e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598801103058,0.0,0.1764705870185123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764698989267498,0.0,0.0,0.0,0.0,7.010732501328023e-08,5.9629758424713205e-09
