Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44)
1.6579831875598083e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599069780871,0.0,0.176470587137725,0.0,0.0,1.3613067995382143e-24,5.5984272037703975e-43,0.0,9.568016922191149e-29,0.0,0.0,6.024325653033342e-22,0.0,0.11764701655710025,1.66900649349579e-48,0.0,0.0,0.0,4.3400333620032315e-08,5.72455042272572e-09,4.25661717600768e-11,3.096453590660091e-11,7.496642482574354e-12,4.1049933715066864e-12
1.6813790899219345e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599063514934,0.0,0.1764705871309798,0.0,0.0,1.4197522609422634e-24,6.072249165624309e-43,0.0,1.0228735825744835e-28,0.0,0.0,6.1955443566794e-22,0.0,0.11764701594439986,1.8582687894612715e-48,0.0,0.0,0.0,4.401243334508113e-08,5.7380409700850575e-09,4.316682540078862e-11,3.13093252720743e-11,7.694580966040187e-12,4.16291916329652e-12
1.7047749922840608e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599057255849,0.0,0.17647058712457145,0.0,0.0,1.4798470686322017e-24,6.578542720486832e-43,0.0,1.0924534472565325e-28,0.0,0.0,6.369162206619953e-22,0.0,0.11764701533170853,2.0657999228500478e-48,0.0,0.0,0.0,4.4624524027718966e-08,5.750857633502439e-09,4.376747903556239e-11,3.165192976040311e-11,7.894704321297595e-12,4.220844954501551e-12
1.728170894646187e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990510032914,0.0,0.17647058711848396,0.0,0.0,1.5416141727527054e-24,7.119018736560054e-43,0.0,1.165671899694162e-28,0.0,0.0,6.5451792027436205e-22,0.0,0.11764701471902622,2.2930606315665773e-48,0.0,0.0,0.0,4.523660566808083e-08,5.763032680953698e-09,4.436813266439918e-11,3.199236321680295e-11,8.096998703132175e-12,4.278770745121651e-12
1.7749626993704393e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990385165414,0.0,0.17647058710721028,0.0,0.0,1.6702570708599624e-24,8.309678952158896e-43,0.0,1.3235607884738697e-28,0.0,0.0,6.90441063309481e-22,0.0,0.11764701349368877,2.8130828234526474e-48,0.0,0.0,0.0,4.6460741822516275e-08,5.785580017953504e-09,4.5569439904265596e-11,3.2666771976550334e-11,8.508045603802552e-12,4.394622324606475e-12
1.8217545040946916e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599026052373,0.0,0.17647058709704333,0.0,0.0,1.8058645564048355e-24,9.659204533366782e-43,0.0,1.4976403409371909e-28,0.0,0.0,7.273238646842021e-22,0.0,0.11764701226838747,3.431958860440517e-48,0.0,0.0,0.0,4.768484180946612e-08,5.805913854493159e-09,4.677074712039422e-11,3.333266056831925e-11,8.927612651056166e-12,4.510473901749722e-12
1.8638671283465186e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990148521826,0.0,0.1764705870887521,0.0,0.0,1.9340177619865443e-24,1.1022849416698086e-42,0.0,1.669099961662141e-28,0.0,0.0,7.613388937281769e-22,0.0,0.11764701116564723,4.086097217084385e-48,0.0,0.0,0.0,4.8786500875411494e-08,5.822496244100251e-09,4.785192359461812e-11,3.392476454972183e-11,9.312418726486076e-12,4.614740319175391e-12
1.9059797525983456e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990036671675,0.0,0.1764705870812017,0.0,0.0,2.068094845518919e-24,1.254063337928069e-42,0.0,1.8554657190912402e-28,0.0,0.0,7.96131245890121e-22,0.0,0.11764701006293628,4.845153807790233e-48,0.0,0.0,0.0,4.988813064735141e-08,5.8375970489937005e-09,4.8933100049620696e-11,3.4510131927695546e-11,9.703961388023378e-12,4.719006734702035e-12
1.9480923768501726e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598992496039,0.0,0.17647058707432758,0.0,0.0,2.208229652205975e-24,1.4225787220153382e-42,0.0,2.0576322231537293e-28,0.0,0.0,8.317009211050911e-22,0.0,0.11764700896025462,5.722901059814618e-48,0.0,0.0,0.0,5.098973112607032e-08,5.851345301093933e-09,5.0014276485403494e-11,3.508883934717778e-11,1.0102163990733444e-11,4.823273148328379e-12
1.985993738676817e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989824529143,0.0,0.17647058706867008,0.0,0.0,2.3396409545756576e-24,1.589709333357336e-42,0.0,2.253854863527475e-28,0.0,0.0,8.64378239955226e-22,0.0,0.11764700796786619,6.626877651893988e-48,0.0,0.0,0.0,5.1981146511861336e-08,5.862660344021486e-09,5.0987335261175754e-11,3.560404440438866e-11,1.0466177938689943e-11,4.917112918966207e-12
2.0238951005034615e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989724192804,0.0,0.17647058706347263,0.0,0.0,2.476165000450232e-24,1.7726086569692046e-42,0.0,2.464318366928486e-28,0.0,0.0,8.976851903783657e-22,0.0,0.11764700697550146,7.651404057594987e-48,0.0,0.0,0.0,5.29725381713495e-08,5.873055263086998e-09,5.196039402138065e-11,3.6113970923427506e-11,1.083547041079313e-11,5.010952688062637e-12
2.0580063261474414e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598963396517,0.0,0.17647058705915789,0.0,0.0,2.603488681630702e-24,1.951634916025324e-42,0.0,2.6665008106170266e-28,0.0,0.0,9.281997807149815e-22,0.0,0.1176470060823935,8.687428268026281e-48,0.0,0.0,0.0,5.386477037937179e-08,5.881684754720793e-09,5.283614689225467e-11,3.6568436350045824e-11,1.1172302064211609e-11,5.095408478930622e-12
2.0921175517914213e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989543803484,0.0,0.17647058705516122,0.0,0.0,2.7351038501018847e-24,2.145214386345532e-42,0.0,2.8813297468961813e-28,0.0,0.0,9.592243725528695e-22,0.0,0.11764700518930475,9.842169564455683e-48,0.0,0.0,0.0,5.475698336996722e-08,5.889678046483911e-09,5.371189975051826e-11,3.7018709014947855e-11,1.151332646798673e-11,5.17986426854835e-12
2.1262287774354011e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598945370315,0.0,0.17647058705145965,0.0,0.0,2.8710816366718754e-24,2.3542489543607295e-42,0.0,3.1093516245490666e-28,0.0,0.0,9.907589658575163e-22,0.0,0.11764700429623523,1.1126814436132747e-47,0.0,0.0,0.0,5.5649177143551634e-08,5.897081269594153e-09,5.4587652596170636e-11,3.746482759924604e-11,1.1858504941006115e-11,5.264320056914957e-12
2.160340003079381e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598936365987,0.0,0.1764705870480316,0.0,0.0,3.011493172145003e-24,2.5796791020800904e-42,0.0,3.3511256908298565e-28,0.0,0.0,1.0228035605944078e-21,0.0,0.11764700340318493,1.25533787812618e-47,0.0,0.0,0.0,5.6541351700540736e-08,5.9039373218761365e-09,5.5463405429210775e-11,3.7906830427195715e-11,1.2207799159014325e-11,5.348775844029554e-12
2.194451228723361e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989273669646,0.0,0.17647058704485719,0.0,0.0,3.1564095873218277e-24,2.822484801169191e-42,0.0,3.6072239994834146e-28,0.0,0.0,1.0553581567290286e-21,0.0,0.11764700251015382,1.4134752905591733e-47,0.0,0.0,0.0,5.7433507041350085e-08,5.910286077567979e-09,5.633915824963749e-11,3.8344755469484023e-11,1.2561171151323898e-11,5.433231629891227e-12
2.2285624543673408e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989183728775,0.0,0.17647058704191795,0.0,0.0,3.3059020129991413e-24,3.0836864072417003e-42,0.0,3.8782314157398607e-28,0.0,0.0,1.0884227542268638e-21,0.0,0.11764700161714195,1.5884747939035372e-47,0.0,0.0,0.0,5.832564316639509e-08,5.916164586249337e-09,5.721491105744938e-11,3.877864034649066e-11,1.2918583297554693e-11,5.517687414499039e-12
2.2626736800113207e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598909383381,0.0,0.1764705870391966,0.0,0.0,3.460041579969963e-24,3.3643455542221854e-42,0.0,4.164745618400948e-28,0.0,0.0,1.1219973530533962e-21,0.0,0.1176470007241493,1.7818143657161066e-47,0.0,0.0,0.0,5.92177600760911e-08,5.9216072614167614e-09,5.80906638526449e-11,3.920852233152099e-11,1.3279998324400767e-11,5.602143197852033e-12
2.2967849056553006e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989003981547,0.0,0.17647058703667717,0.0,0.0,3.618899419023543e-24,3.6655660488108256e-42,0.0,4.467377098752642e-28,0.0,0.0,1.156081953174109e-21,0.0,0.11764699983117584,1.9950737829726299e-47,0.0,0.0,0.0,6.01098577708533e-08,5.9266460582624734e-09,5.896641663522232e-11,3.9634438354009035e-11,1.3645379302427362e-11,5.6865989799492315e-12
2.3308961312992807e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598891416903,0.0,0.1764705870343449,0.0,0.0,3.7825466609453516e-24,3.9884947648772536e-42,0.0,4.786749156259244e-28,0.0,0.0,1.1906765545544834e-21,0.0,0.11764699893822161,2.229939716383368e-47,0.0,0.0,0.0,6.100193625109674e-08,5.931310640582249e-09,5.984216940517981e-11,4.0056425002689616e-11,1.4014689642898793e-11,5.771054760789637e-12
2.365007356943261e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598882439348,0.0,0.17647058703218593,0.0,0.0,3.951054436517093e-24,4.3343225374506187e-42,0.0,5.123497891282386e-28,0.0,0.0,1.2257811571599996e-21,0.0,0.11764699804528658,2.4882109813679085e-47,0.0,0.0,0.0,6.189399551723647e-08,5.935628537466976e-09,6.071792216251541e-11,4.047451852874088e-11,1.4387893094635965e-11,5.855510540372237e-12
2.399118582587241e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598873465235,0.0,0.17647058703018756,0.0,0.0,4.124493876516688e-24,4.704285056039217e-42,0.0,5.478272195040753e-28,0.0,0.0,1.2613957609561375e-21,0.0,0.11764699715237079,2.771803942569205e-47,0.0,0.0,0.0,6.278603556968736e-08,5.939625290517428e-09,6.159367490722705e-11,4.0888754848898484e-11,1.476495374090218e-11,5.939966318696004e-12
2.433229808231221e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988644943275,0.0,0.17647058702833793,0.0,0.0,4.302936111718283e-24,5.0996637571317034e-42,0.0,5.85173373685463e-28,0.0,0.0,1.2975203659083746e-21,0.0,0.11764699625947417,3.082758073913752e-47,0.0,0.0,0.0,6.36780564088642e-08,5.943324591971414e-09,6.246942763931252e-11,4.129916954854144e-11,1.51458359963173e-11,6.024422095759896e-12
2.4673410338752013e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988555264045,0.0,0.176470587026626,0.0,0.0,4.486452272892245e-24,5.521786715513949e-42,0.0,6.244556948171815e-28,0.0,0.0,1.3341549719821872e-21,0.0,0.1176469953665968,3.423241707634124e-47,0.0,0.0,0.0,6.457005803518175e-08,5.946748412495539e-09,6.334518035876959e-11,4.170579788474398e-11,1.553050460380585e-11,6.108877871562853e-12
2.5014522595191815e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988465612625,0.0,0.17647058702504168,0.0,0.0,4.675113490805162e-24,5.972029535164284e-42,0.0,6.657429005695925e-28,0.0,0.0,1.3712995791430517e-21,0.0,0.11764699447373862,3.7955578432264233e-47,0.0,0.0,0.0,6.546204044905467e-08,5.9499171257271935e-09,6.422093306559586e-11,4.210867478931697e-11,1.591892463155572e-11,6.193333646103808e-12
2.5355634851631616e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598837598712,0.0,0.17647058702357546,0.0,0.0,4.86899089621984e-24,6.451816238270537e-42,0.0,7.09104981051026e-28,0.0,0.0,1.4089541873564414e-21,0.0,0.11764699358089968,4.2021502006024065e-47,0.0,0.0,0.0,6.635400365089757e-08,5.95284962034405e-09,6.509668575978895e-11,4.2507834871806077e-11,1.631106147001988e-11,6.277789419381682e-12
2.5696747108071417e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598828638577,0.0,0.17647058702221854,0.0,0.0,5.0681556198953006e-24,6.962620152269465e-42,0.0,7.546131964039704e-28,0.0,0.0,1.4471187965878292e-21,0.0,0.11764699268807993,4.645609482653206e-47,0.0,0.0,0.0,6.724594764112493e-08,5.955563402376734e-09,6.597243844134636e-11,4.29033124224541e-11,1.670688082895412e-11,6.362245191395381e-12
2.603785936451122e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988196806953,0.0,0.1764705870209629,0.0,0.0,5.27267879258679e-24,7.505964795328229e-42,0.0,8.023400742480722e-28,0.0,0.0,1.4857934068026854e-21,0.0,0.11764699179527939,5.128679756633085e-47,0.0,0.0,0.0,6.813787242015125e-08,5.958074693218949e-09,6.684819111026554e-11,4.329514141514399e-11,1.710634873447407e-11,6.446700962143805e-12
2.637897162095102e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988107249175,0.0,0.176470587019801,0.0,0.0,5.482631545045759e-24,8.083424761184609e-42,0.0,8.52359407036374e-28,0.0,0.0,1.5249780179664805e-21,0.0,0.11764699090249808,5.654264897709715e-47,0.0,0.0,0.0,6.902977798839089e-08,5.9603985249682075e-09,6.77239437665439e-11,4.368335551033126e-11,1.750943152612273e-11,6.5311567316258414e-12
2.672008387739082e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598801771102,0.0,0.17647058701872584,0.0,0.0,5.6980850080198825e-24,8.696626601234075e-42,0.0,9.047462490982449e-28,0.0,0.0,1.5646726300446822e-21,0.0,0.11764699000973597,6.225435261500011e-47,0.0,0.0,0.0,6.992166434625825e-08,5.962548826793595e-09,6.859969641017879e-11,4.4067988057938675e-11,1.7916095853975816e-11,6.615612499840374e-12
2.7061196133830623e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598792819121,0.0,0.17647058701773102,0.0,0.0,5.919110312253039e-24,9.347249703641625e-42,0.0,9.59576913350645e-28,0.0,0.0,1.6048772430027571e-21,0.0,0.11764698911699306,6.845434600863681e-47,0.0,0.0,0.0,7.081353149416758e-08,5.964538501917963e-09,6.947544904116758e-11,4.444907210021063e-11,1.8326308675787404e-11,6.700068266786271e-12
2.7402308390270425e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598783868854,0.0,0.17647058701681054,0.0,0.0,6.145778588485326e-24,1.003702717027251e-41,0.0,1.0169289678320088e-27,0.0,0.0,1.6455918568061703e-21,0.0,0.11764698822426936,7.517687129251098e-47,0.0,0.0,0.0,7.170537943253313e-08,5.966379500090141e-09,7.035120165950752e-11,4.482664037454428e-11,1.8740037254158723e-11,6.7845240324624016e-12
2.7743420646710226e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559877492019,0.0,0.17647058701595886,0.0,0.0,6.378160967453049e-24,1.0767746692993324e-41,0.0,1.076881232219307e-27,0.0,0.0,1.6868164714203847e-21,0.0,0.1176469873315649,8.245804613353024e-47,0.0,0.0,0.0,7.259720816176914e-08,5.968082889695237e-09,7.122695426519592e-11,4.5200725316316724e-11,1.915724915371114e-11,6.868979796867623e-12
2.808453290315003e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987659730264,0.0,0.17647058701517082,0.0,0.0,6.616328579888728e-24,1.1541251425474762e-41,0.0,1.139513773984193e-27,0.0,0.0,1.7285510868108626e-21,0.0,0.11764698643887962,9.033593762653082e-47,0.0,0.0,0.0,7.348901768228978e-08,5.9696589208536405e-09,7.210270685823e-11,4.5571359061665126e-11,1.9577912238305876e-11,6.953435560000789e-12
2.842564515958983e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598757027267,0.0,0.17647058701444174,0.0,0.0,6.860352556521085e-24,1.2359440853880017e-41,0.0,1.2049079044932649e-27,0.0,0.0,1.770795702943064e-21,0.0,0.11764698554621356,9.885063685318923e-47,0.0,0.0,0.0,7.438080799450912e-08,5.971117086834765e-09,7.297845943860699e-11,4.593857345025701e-11,2.000199466827375e-11,7.037891321860743e-12
2.876675741602963e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987480828243,0.0,0.1764705870137672,0.0,0.0,7.110304028075053e-24,1.3224271662302274e-41,0.0,1.2731461747238941e-27,0.0,0.0,1.813550319782447e-21,0.0,0.1176469846535667,1.0804433667408252e-46,0.0,0.0,0.0,7.527257909884128e-08,5.9724661765241164e-09,7.38542120063241e-11,4.630240002801035e-11,2.0429464897695193e-11,7.1223470824463265e-12
2.910786967246943e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598739139617,0.0,0.17647058701314314,0.0,0.0,7.366254125271774e-24,1.4137758598043775e-41,0.0,1.3443123710344654e-27,0.0,0.0,1.8568149372944695e-21,0.0,0.11764698376093904,1.1796140944348475e-46,0.0,0.0,0.0,7.616433099570028e-08,5.973714327962388e-09,7.472996456137856e-11,4.666287004981562e-11,2.0860291671678098e-11,7.206802841756377e-12
2.9448981928909233e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987301975694,0.0,0.1764705870125657,0.0,0.0,7.628273978828595e-24,1.510197533081456e-41,0.0,1.4184915105393297e-27,0.0,0.0,1.9005895554445865e-21,0.0,0.1176469828683306,1.2864848815808768e-46,0.0,0.0,0.0,7.705606368550018e-08,5.974869073569806e-09,7.560571710376755e-11,4.70200144822058e-11,2.1294444023687866e-11,7.291258599789724e-12
2.9790094185349035e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987212566114,0.0,0.17647058701203158,0.0,0.0,7.896434719459067e-24,1.611905531248587e-41,0.0,1.495769836609978e-27,0.0,0.0,1.9448741741982514e-21,0.0,0.11764698197574136,1.4015454708593135e-46,0.0,0.0,0.0,7.794777716865492e-08,5.975937387758877e-09,7.648146963348826e-11,4.737386400603541e-11,2.1731891272868316e-11,7.375714356545198e-12
3.0131206441788836e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987123166765,0.0,0.1764705870115374,0.0,0.0,8.170807477872941e-24,1.7191192629180513e-41,0.0,1.5762348139003772e-27,0.0,0.0,1.9896687935209165e-21,0.0,0.11764698108317133,1.5253098654479098e-46,0.0,0.0,0.0,7.88394714455785e-08,5.9769257250818944e-09,7.73572221505379e-11,4.772444901909725e-11,2.2172603021425034e-11,7.460170112021617e-12
3.047231869822864e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987033777064,0.0,0.17647058701108026,0.0,0.0,8.451463384776183e-24,1.8320642854929576e-41,0.0,1.659975123576815e-27,0.0,0.0,2.0349734133780316e-21,0.0,0.1176469801906205,1.658317166450158e-46,0.0,0.0,0.0,7.973114651668478e-08,5.977840061898729e-09,7.823297465491367e-11,4.807179963875594e-11,2.261654915199177e-11,7.544625866217805e-12
3.081343095466844e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598694439646,0.0,0.17647058701065732,0.0,0.0,8.738473570870946e-24,1.950972389589517e-41,0.0,1.7470806579912388e-27,0.0,0.0,2.0807880337350467e-21,0.0,0.11764697929808889,1.8011324588801437e-46,0.0,0.0,0.0,8.062280238238771e-08,5.978685927836966e-09,7.910872714661272e-11,4.8415945704509435e-11,2.3063699825068958e-11,7.629081619132575e-12
3.115454321110824e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986855024423,0.0,0.17647058701026602,0.0,0.0,9.031909166855597e-24,2.0760816837863906e-41,0.0,1.8376425156838047e-27,0.0,0.0,2.127112654557408e-21,0.0,0.11764697840557647,1.9543476785534492e-46,0.0,0.0,0.0,8.151443904310114e-08,5.979468442759623e-09,7.998447962563228e-11,4.875691678058053e-11,2.35140254764322e-11,7.713537370764739e-12
3.149565546754804e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986765660474,0.0,0.17647058700990406,0.0,0.0,9.331841303424699e-24,2.2076366783968993e-41,0.0,1.9317529958303776e-27,0.0,0.0,2.173947275810561e-21,0.0,0.11764697751308327,2.1185825272602908e-46,0.0,0.0,0.0,8.240605649923892e-08,5.980192344252619e-09,8.086023209196962e-11,4.9094742158437476e-11,2.396749681461162e-11,7.797993121113108e-12
3.1836767723987843e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986676304207,0.0,0.17647058700956927,0.0,0.0,9.638341111269014e-24,2.345888368953323e-41,0.0,2.0295055927099884e-27,0.0,0.0,2.2212918974599502e-21,0.0,0.11764697662060927,2.2944853980239755e-46,0.0,0.0,0.0,8.329765475121491e-08,5.980862015432442e-09,8.173598454562187e-11,4.9429450859302475e-11,2.4424084818383466e-11,7.882448870176487e-12
3.2177879980427645e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598658695516,0.0,0.17647058700925947,0.0,0.0,9.951479721075505e-24,2.491094319713946e-41,0.0,2.130994990173822e-27,0.0,0.0,2.269146519471017e-21,0.0,0.11764697572815445,2.4827342995615597e-46,0.0,0.0,0.0,8.418923379944286e-08,5.981481512682406e-09,8.261173698658631e-11,4.976107163666095e-11,2.4883760734260698e-11,7.966904617953686e-12
3.25687176345887e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598648458975,0.0,0.176470587008933,0.0,0.0,1.0318518568586946e-23,2.6663572383654415e-41,0.0,2.2519961619779493e-27,0.0,0.0,2.3246040516514854e-21,0.0,0.1176469747056263,2.7145167047282714e-46,0.0,0.0,0.0,8.52107585459341e-08,5.9821344647479596e-09,8.361515160411775e-11,5.01372749648829e-11,2.5414204800582842e-11,8.063671840997248e-12
3.2959555288749757e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598638223283,0.0,0.17647058700863438,0.0,0.0,1.0694473199850589e-23,2.8515050962588106e-41,0.0,2.378174997918246e-27,0.0,0.0,2.3807311115609534e-21,0.0,0.11764697368312335,2.964555101842722e-46,0.0,0.0,0.0,8.623225808293494e-08,5.982731665507566e-09,8.461856620498492e-11,5.0509504288649806e-11,2.59486228563883e-11,8.160439062348931e-12
3.3350392942910813e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986279883927,0.0,0.1764705870083613,0.0,0.0,1.1079450607566972e-23,3.046957963538797e-41,0.0,2.5096796181284404e-27,0.0,0.0,2.4375276991474328e-21,0.0,0.1176469726606456,3.2340226402683432e-46,0.0,0.0,0.0,8.725373241106769e-08,5.9832778706674895e-09,8.562198078918371e-11,5.0877801587080266e-11,2.6486972922556176e-11,8.257206282006929e-12
3.374123059707187e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598617754261,0.0,0.1764705870081115,0.0,0.0,1.1473557784430072e-23,3.2531478387351357e-41,0.0,2.6466601490568334e-27,0.0,0.0,2.4949938143589338e-21,0.0,0.11764697163819306,3.5241507703177785e-46,0.0,0.0,0.0,8.827518153095467e-08,5.983777430657249e-09,8.662539535671001e-11,5.1242208395847486e-11,2.7029213463411014e-11,8.353973499969428e-12
3.4132068251232926e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598607520845,0.0,0.17647058700788307,0.0,0.0,1.1876901723127317e-23,3.4705188087788523e-41,0.0,2.7892687112498665e-27,0.0,0.0,2.5531294571434603e-21,0.0,0.11764697061576572,3.83623126815394e-46,0.0,0.0,0.0,8.929660544321817e-08,5.9842343253091495e-09,8.762880990755981e-11,5.160276581186527e-11,2.7575303382036803e-11,8.450740716234617e-12
3.452290590539398e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598597288111,0.0,0.17647058700767412,0.0,0.0,1.2289589416339564e-23,3.69952720798946e-41,0.0,2.937659406905336e-27,0.0,0.0,2.6119346274490175e-21,0.0,0.11764696959336361,4.1716183001489144e-46,0.0,0.0,0.0,9.031800414848039e-08,5.984652195346142e-09,8.863222444172914e-11,5.195951449792198e-11,2.812520201564297e-11,8.547507930800671e-12
3.491374355955504e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598587056022,0.0,0.176470587007483,0.0,0.0,1.2711727856741114e-23,3.940641776104834e-41,0.0,3.0919883072468344e-27,0.0,0.0,2.671409325223606e-21,0.0,0.11764696857098669,4.531730523002795e-46,0.0,0.0,0.0,9.13393776473636e-08,5.985034371436877e-09,8.963563895921394e-11,5.2312494687268114e-11,2.867886913097689e-11,8.64427514366578e-12
3.5304581213716094e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598576824549,0.0,0.17647058700730825,0.0,0.0,1.3143424036999713e-23,4.1943438152609365e-41,0.0,3.2524134396843304e-27,0.0,0.0,2.731553550415223e-21,0.0,0.11764696754863498,4.918053222954011e-46,0.0,0.0,0.0,9.236072594048994e-08,5.9853839004063015e-09,9.063905346001036e-11,5.2661746188152895e-11,2.923626491978719e-11,8.741042354828115e-12
3.569541886787715e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985665936645,0.0,0.1764705870071484,0.0,0.0,1.3584784949776525e-23,4.4611273459589615e-41,0.0,3.419094774807917e-27,0.0,0.0,2.7923673029718653e-21,0.0,0.11764696652630849,5.3321404915043266e-46,0.0,0.0,0.0,9.338204902848158e-08,5.9857035693502605e-09,9.164246794411445e-11,5.300730838831421e-11,2.979734999433392e-11,8.837809564285859e-12
3.6086256522038206e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598556363341,0.0,0.17647058700700224,0.0,0.0,1.4035917587726164e-23,4.741499261965089e-41,0.0,3.5921942132065484e-27,0.0,0.0,2.8538505828415244e-21,0.0,0.11764696550400719,5.775617439140302e-46,0.0,0.0,0.0,9.440334691196064e-08,5.985995927634575e-09,9.264588241152234e-11,5.3349220259420026e-11,3.036208538294707e-11,8.934576772037181e-12
3.6477094176199263e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598546133556,0.0,0.17647058700686852,0.0,0.0,1.4496928943496683e-23,5.035979484163559e-41,0.0,3.771875572140116e-27,0.0,0.0,2.916003389972193e-21,0.0,0.11764696448173109,6.250182445498001e-46,0.0,0.0,0.0,9.542461959154928e-08,5.986263307181809e-09,9.364929686223018e-11,5.368752036146384e-11,3.093043252563109e-11,9.031343978080255e-12
3.686793183036032e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598535904287,0.0,0.17647058700674625,0.0,0.0,1.496792600972954e-23,5.345101113327704e-41,0.0,3.9583045720588265e-27,0.0,0.0,2.978825724311857e-21,0.0,0.1176469634594802,6.7576094468651835e-46,0.0,0.0,0.0,9.644586706786954e-08,5.986507840988159e-09,9.465271129623421e-11,5.402224684711336e-11,3.1502353269716355e-11,9.128111182413253e-12
3.7258769484521375e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985256755145,0.0,0.17647058700663448,0.0,0.0,1.544901577905966e-23,5.669410581815731e-41,0.0,4.151648822986954e-27,0.0,0.0,3.0423175858085024e-21,0.0,0.1176469624372545,7.299750260177023e-46,0.0,0.0,0.0,9.74670893415435e-08,5.986731480094733e-09,9.565612571353065e-11,5.435343746601335e-11,3.207780986555616e-11,9.224878385034348e-12
