Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23)
2.0938615348666658e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989539200993,0.0,0.17647058705496435,0.0,3.111288117073916e-29,2.741958882580076e-24,1.899251283265064e-31,0.0,1.725561433763945e-17,0.0,0.0,9.608242694082203e-22,0.0,0.11764700514364448,2.347169884926639e-29,0.0,1.1932444086164398e-22,0.0,5.480259846208264e-08,5.8900704869317625e-09,5.3756673494016944e-11,3.704161761155484e-11,1.1531321896846668e-11,5.129668704261943e-12,5.45154853986823e-14,4.843947428479845e-16,2.1329976536890503e-24,1.0930564726187776e-22,1.2725568166424652e-30,3.193403201740428e-19
2.12772356101013e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598944976185,0.0,0.17647058705130314,0.0,3.344725382080612e-29,2.877151037287299e-24,2.021676380597387e-31,0.0,1.8068192515855382e-17,0.0,0.0,9.92152520825865e-22,0.0,0.11764700425710016,2.4984578065372772e-29,0.0,1.260300732332718e-22,0.0,5.5688273409956263e-08,5.897392873423998e-09,5.4626028516334014e-11,3.748428223680373e-11,1.1874180218721467e-11,5.211736458957385e-12,5.6286559798175586e-14,4.927619131605886e-16,2.270470690178636e-24,1.129344387923513e-22,1.3568716039307547e-30,3.3118624404012556e-19
2.1615855871535944e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598936037876,0.0,0.17647058704791066,0.0,3.5911576199965266e-29,3.0167154808005833e-24,2.1498180541563202e-31,0.0,1.8904718700001365e-17,0.0,0.0,1.0239833492403594e-21,0.0,0.1176470033705748,2.656809244387645e-29,0.0,1.3298204121370748e-22,0.0,5.6573929421000556e-08,5.904177840930581e-09,5.5495383526019124e-11,3.792289266870862e-11,1.2221092698798491e-11,5.293776107835157e-12,5.808573878211838e-14,5.01153031366226e-16,2.4143614051655485e-24,1.1662546435749394e-22,1.4453075901203416e-30,3.4323646877153406e-19
2.1954476132970588e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559892710478,0.0,0.17647058704476745,0.0,3.8510575894549896e-29,3.1607217964919973e-24,2.2838433522342277e-31,0.0,1.9765473109571086e-17,0.0,0.0,1.0563167546175545e-21,0.0,0.11764700248406837,2.8224305563406414e-29,0.0,1.4018455040690335e-22,0.0,5.745956649562199e-08,5.910464281191539e-09,5.6364738523071726e-11,3.8357486038005634e-11,1.2572022206061118e-11,5.375787660519624e-12,5.991301272527784e-14,5.095683776844114e-16,2.5648572359180756e-24,1.2037890286677165e-22,1.5379968676959866e-30,3.554903705709954e-19
2.229309639440523e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598918176539,0.0,0.1764705870418554,0.0,4.124906039124039e-29,3.309239567728019e-24,2.423921259395699e-31,0.0,2.0650733397665305e-17,0.0,0.0,1.089152736923303e-21,0.0,0.11764700159758086,2.995530489800503e-29,0.0,1.4764179385653657e-22,0.0,5.834518463422699e-08,5.916288350051128e-09,5.7234093507491083e-11,3.8788099135364e-11,1.2926931949562034e-11,5.457771126631837e-12,6.176837200571708e-14,5.180082297682655e-16,2.722147787670649e-24,1.2419493530137814e-22,1.6350736090386826e-30,3.6794735458559086e-19
2.2631716655839875e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989092528145,0.0,0.17647058703915777,0.0,4.413191684386818e-29,3.4623383778695284e-24,2.5702226788086376e-31,0.0,2.156077467449775e-17,0.0,0.0,1.1224912961234551e-21,0.0,0.1176470007111123,3.176320159826301e-29,0.0,1.5535795263363097e-22,0.0,5.92307838372218e-08,5.92168364851759e-09,5.810344847927627e-11,3.921476841450083e-11,1.328578547530847e-11,5.539726515789527e-12,6.36518070047941e-14,5.264728627280216e-16,2.886424813681559e-24,1.2807374469526004e-22,1.736674066248256e-30,3.806068540926684e-19
2.297033691727452e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989003332943,0.0,0.1764705870366589,0.0,4.716411185091963e-29,3.620087810271807e-24,2.7229204147330686e-31,0.0,2.2495869530691246e-17,0.0,0.0,1.1563324321838614e-21,0.0,0.11764699982466266,3.365013027440836e-29,0.0,1.6333719640709703e-22,0.0,6.011636410501262e-08,5.9266813937463194e-09,5.897280343842621e-11,3.963752999526792e-11,1.3648546663175277e-11,5.621653837607121e-12,6.556330810716058e-14,5.349625491543208e-16,3.0578821954687127e-24,1.320155161163109e-22,1.842936570965987e-30,3.9346832964546945e-19
2.330895717870916e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598891417687,0.0,0.1764705870343443,0.0,5.03506912438167e-29,3.782557448284539e-24,2.882189155172347e-31,0.0,2.3456288060357853e-17,0.0,0.0,1.1906761450703727e-21,0.0,0.11764699893823195,3.561824878140666e-29,0.0,1.7158368399701505e-22,0.0,6.100192543800546e-08,5.9313105800115784e-09,5.984215838493965e-11,4.005641966671027e-11,1.4015179723846586e-11,5.703553101695729e-12,6.750286570076085e-14,5.434775591412942e-16,3.2367159232286627e-24,1.3602043664774026e-22,1.9540015341972386e-30,4.0653126818025884e-19
2.36475774401438e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598882505725,0.0,0.1764705870322005,0.0,5.369677988582098e-29,3.9498168752518025e-24,3.0482054546872784e-31,0.0,2.444229788396214e-17,0.0,0.0,1.225522434748837e-21,0.0,0.1176469980518202,3.7669738006079643e-29,0.0,1.801015639095215e-22,0.0,6.188746783660628e-08,5.935598129855497e-09,6.071151331881517e-11,4.047147289009548e-11,1.438564919578624e-11,5.785424317663156e-12,6.947047017683062e-14,5.520181603094236e-16,3.423124076439536e-24,1.4008869536961711e-22,2.070011446134109e-30,4.1979518209533633e-19
2.398619770157844e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598873597156,0.0,0.176470587030215,0.0,5.720758148103393e-29,4.121935674512067e-24,3.2211477173688006e-31,0.0,2.5454164170973636e-17,0.0,0.0,1.260871301185103e-21,0.0,0.11764699716542737,3.980680165618763e-29,0.0,1.8889497485235812e-22,0.0,6.277299130122103e-08,5.939569035906504e-09,6.158086824005126e-11,4.0882724801915454e-11,1.475991994223613e-11,5.8672674951139056e-12,7.146611192989593e-14,5.605846178281958e-16,3.617306804642905e-24,1.4422048334058378e-22,2.1911108759780917e-30,4.332596083156957e-19
2.432481796301308e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988646917496,0.0,0.17647058702837629,0.0,6.088837839295687e-29,4.298983429398196e-24,3.401196179965405e-31,0.0,2.6492149662313355e-17,0.0,0.0,1.2967227443450179e-21,0.0,0.11764699627905349,4.2031666051428866e-29,0.0,1.9796804623077568e-22,0.0,6.365849583225541e-08,5.943246493899958e-09,6.245022314864626e-11,4.129021021686079e-11,1.5137957148241828e-11,5.9490826436491745e-12,7.348978135777207e-14,5.691771944385491e-16,3.819466308400325e-24,1.4841599357973643e-22,2.3174464717627568e-30,4.469241073539041e-19
2.466343822444772e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988557892903,0.0,0.17647058702667348,0.0,6.474453147220285e-29,4.481029723237439e-24,3.5885328951637077e-31,0.0,2.755651469259661e-17,0.0,0.0,1.3330767641944277e-21,0.0,0.11764699539269853,4.434657991633592e-29,0.0,2.0732489862400246e-22,0.0,6.454398143011517e-08,5.946652027357124e-09,6.33195780445984e-11,4.169396363076811e-11,1.551972631770524e-11,6.030869772866859e-12,7.554146886156229e-14,5.777961504751149e-16,4.029806820422728e-24,1.5267542104866939e-22,2.4491669601764414e-30,4.607882623728743e-19
2.5002058485882363e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988468895754,0.0,0.17647058702509671,0.0,6.878147989306268e-29,4.668144139351432e-24,3.783341715021955e-31,0.0,2.864751721217233e-17,0.0,0.0,1.3699333606991783e-21,0.0,0.1176469945063625,4.6753814175066394e-29,0.0,2.1696964424255084e-22,0.0,6.542944809520598e-08,5.949805604293714e-09,6.418893292790584e-11,4.2094019223540365e-11,1.5905193270464166e-11,6.112628892361561e-12,7.762116484565686e-14,5.864417438882582e-16,4.248534586872408e-24,1.5699896263368408e-22,2.5864231463849605e-30,4.748516782541391e-19
2.5340678747317004e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598837992422,0.0,0.17647058702363663,0.0,7.300474099861977e-29,4.8603962610561956e-24,3.985808274555799e-31,0.0,2.976541280895986e-17,0.0,0.0,1.407292533825113e-21,0.0,0.1176469936200454,4.9255661748079903e-29,0.0,2.2690638736652136e-22,0.0,6.631489582793335e-08,5.9527257463280186e-09,6.50582877985666e-11,4.2490410862040534e-11,1.6294324139398766e-11,6.1943600117245774e-12,7.972885971773176e-14,5.951142302659144e-16,4.475857848836907e-24,1.6138681712816152e-22,2.72936791385433e-30,4.891139806755312e-19
2.5679299008751644e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598829097657,0.0,0.17647058702228466,0.0,7.741991015405521e-29,5.0578556716621224e-24,4.196119975474871e-31,0.0,3.09104547300851e-17,0.0,0.0,1.4451542835380761e-21,0.0,0.11764699273374725,5.185443735068294e-29,0.0,2.371392247650377e-22,0.0,6.720032462870285e-08,5.955429630593011e-09,6.592764265657866e-11,4.28831721029585e-11,1.6687085367564562e-11,6.2760631405439205e-12,8.186454388874772e-14,6.038138628552247e-16,4.711986823973067e-24,1.658391852150964e-22,2.8781562241735033e-30,5.035748152027183e-19
2.6017919270186285e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598820205121,0.0,0.1764705870210329,0.0,8.203266060775716e-29,5.260591954473995e-24,4.41446597006828e-31,0.0,3.2082893903318554e-17,0.0,0.0,1.4835186098039082e-21,0.0,0.11764699184746802,5.455247729341856e-29,0.0,2.4767224609707433e-22,0.0,6.808573449791987e-08,5.957933184874082e-09,6.679699750193994e-11,4.327233619565178e-11,1.7083443705351708e-11,6.3577382884043045e-12,8.402820777294892e-14,6.125408925839751e-16,4.9571336883192e-24,1.7035626944979159e-22,3.0329451168771275e-30,5.182338463985405e-19
2.6356539531620926e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598811314665,0.0,0.17647058701987392,0.0,8.684874335986454e-29,5.468674692790961e-24,4.641037145237482e-31,0.0,3.3282978958317256e-17,0.0,0.0,1.5223855125884506e-21,0.0,0.11764699096120772,5.735213928428133e-29,0.0,2.585095342940888e-22,0.0,6.897112543598981e-08,5.960251176376487e-09,6.766635233464821e-11,4.3657936084960256e-11,1.7483366207670234e-11,6.4393854648871515e-12,8.621984178786203e-14,6.21295568081837e-16,5.211512558273562e-24,1.7493827424271065e-22,3.193893709268309e-30,5.330907569529631e-19
2.6695159793055567e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598802426154,0.0,0.1764705870188008,0.0,9.187398703790696e-29,5.682173469906548e-24,4.876026106675222e-31,0.0,3.4510956247672484e-17,0.0,0.0,1.5617549918575423e-21,0.0,0.11764699007496635,6.025580223274201e-29,0.0,2.696551659249501e-22,0.0,6.985649744331804e-08,5.962397294496786e-09,6.853570715470128e-11,4.4040004413995185e-11,1.7886820231161088e-11,6.521004679570599e-12,8.843943635429494e-14,6.300781357014172e-16,5.475339472737727e-24,1.7958540584248717e-22,3.3611631962414e-30,5.481452468355242e-19
2.703378005449021e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598793539459,0.0,0.17647058701780735,0.0,9.71142977792194e-29,5.901157869108645e-24,5.119627163189431e-31,0.0,3.5767069867764513e-17,0.0,0.0,1.6016270475770218e-21,0.0,0.1176469891887439,6.326586605556746e-29,0.0,2.8111321154366197e-22,0.0,7.074185052030981e-08,5.9643842279511415e-09,6.940506196209683e-11,4.4418573526902596e-11,1.8293773431432624e-11,6.602595942029494e-12,9.068698189633582e-14,6.388888395391099e-16,5.748832375423538e-24,1.842978723190897e-22,3.5349168501047935e-30,5.6339703247174975e-19
2.737240031592485e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598784654462,0.0,0.1764705870168876,0.0,1.0257565911981503e-28,6.125697473679519e-24,5.372036311170762e-31,0.0,3.705156167942634e-17,0.0,0.0,1.642001679712725e-21,0.0,0.11764698830254039,6.63847514844201e-29,0.0,2.9288773602037744e-22,0.0,7.16271846673704e-08,5.966223736602709e-09,7.027441675683258e-11,4.479367547160141e-11,1.870419376032255e-11,6.684159261835398e-12,9.296246884135168e-14,6.477279214557628e-16,6.032211097322215e-24,1.8907588354714135e-22,3.715320020403745e-30,5.788458459448267e-19
2.771102057735949e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987757710555,0.0,0.1764705870160361,0.0,1.0826413188940073e-28,6.355861866895797e-24,5.633451219202458e-31,0.0,3.8364671328418074e-17,0.0,0.0,1.6828788882304878e-21,0.0,0.1176469874163558,6.961489987522017e-29,0.0,3.0498279885621887e-22,0.0,7.251249988490495e-08,5.967926718321255e-09,7.114377153890614e-11,4.516534200249647e-11,1.9118049463184837e-11,6.765694648556592e-12,9.526588761998762e-14,6.565956210971503e-16,6.325697339334063e-24,1.9391965118939188e-22,3.9025401337431844e-30,5.944914342236045e-19
2.804964083879413e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598766889136,0.0,0.1764705870152478,0.0,1.1418585411222758e-28,6.5917206320284686e-24,5.904071212811098e-31,0.0,3.9706636265713823e-17,0.0,0.0,1.7242586730961437e-21,0.0,0.11764698653019015,7.295877301925337e-29,0.0,3.174024544824492e-22,0.0,7.339779617331867e-08,5.969503271193884e-09,7.201312630831511e-11,4.5533604583166716e-11,1.9535309076201533e-11,6.8472021117580684e-12,9.759722866616542e-14,6.654921759142603e-16,6.629514655057243e-24,1.9882938868034096e-22,4.096746693610584e-30,6.103335584176398e-19
2.838826110022877e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987580086095,0.0,0.17647058701451804,0.0,1.2034704091348269e-28,6.833343352342884e-24,6.184097259357018e-31,0.0,4.1077691767602846e-17,0.0,0.0,1.7661410342755254e-21,0.0,0.11764698564404343,7.641885295600829e-29,0.0,3.30150752544563e-22,0.0,7.428307353301665e-08,5.970962751387501e-09,7.2882481065057e-11,4.58984943890287e-11,1.9955941423719215e-11,6.928681661001543e-12,9.995648241708257e-14,6.744178211833962e-16,6.943888433734138e-24,2.038053112100121e-22,4.298111280198794e-30,6.263719930596621e-19
2.872688136166341e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987491293905,0.0,0.17647058701384247,0.0,1.2675398443094193e-28,7.080799611098755e-24,6.473731953063077e-31,0.0,4.247807095560665e-17,0.0,0.0,1.8085259717344648e-21,0.0,0.11764698475791563,7.999764178772766e-29,0.0,3.4323173817187206e-22,0.0,7.516833196440397e-08,5.972313826945766e-09,7.375183580912941e-11,4.626004230997586e-11,2.037991561560977e-11,7.010133305845454e-12,1.0234363931321104e-13,6.833727900260932e-16,7.269045883353887e-24,2.0884763570787424e-22,4.5068075502289295e-30,6.426065254155852e-19
2.9065501623098053e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598740251399,0.0,0.17647058701321713,0.0,1.3341305373161472e-28,7.334158991550148e-24,6.77317950018056e-31,0.0,4.390800481621359e-17,0.0,0.0,1.8514134854387905e-21,0.0,0.11764698387180676,8.369766149565863e-29,0.0,3.5664945223315136e-22,0.0,7.605357146788565e-08,5.973564527787575e-09,7.462119054052984e-11,4.661827895299345e-11,2.080720104465539e-11,7.0915570558449556e-12,1.0475868979829632e-13,6.923573134288534e-16,7.605216013909719e-24,2.1395658082691136e-22,4.723011236773255e-30,6.590369548220285e-19
2.9404121884532694e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987313745584,0.0,0.1764705870126382,0.0,1.403306947331213e-28,7.593491076945483e-24,7.0826457042909515e-31,0.0,4.536772222043278e-17,0.0,0.0,1.894803575354332e-21,0.0,0.11764698298571682,8.752145375798545e-29,0.0,3.70407931578911e-22,0.0,7.693879204386674e-08,5.9747222921601035e-09,7.549054525925578e-11,4.697323464474952e-11,2.123776738395753e-11,7.1729529205519345e-12,1.0720162431935604e-13,7.013716202626998e-16,7.95262962080962e-24,2.191323669278375e-22,4.94690014907809e-30,6.756630920511815e-19
2.9742742145967334e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987224988005,0.0,0.17647058701210236,0.0,1.4751343012955282e-28,7.858865450527526e-24,7.402337951742317e-31,0.0,4.685744994316884e-17,0.0,0.0,1.938696241446915e-21,0.0,0.11764698209964582,9.147157976943028e-29,0.0,3.845112092708509e-22,0.0,7.782399369275223e-08,5.9757940097854976e-09,7.63598999653047e-11,4.732493943416237e-11,2.1671584584369532e-11,7.254320909514995e-12,1.096724333266791e-13,7.104159373025502e-16,8.311519268438931e-24,2.2437521606345683e-22,5.178654172386726e-30,6.924847587027092e-19
3.0081362407401975e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987136240607,0.0,0.1764705870116063,0.0,1.5496785932157497e-28,8.130351695533409e-24,7.732465197219081e-31,0.0,4.8377412682419315e-17,0.0,0.0,1.983091483682365e-21,0.0,0.11764698121359374,9.555062006250566e-29,0.0,3.9896331479905126e-22,0.0,7.870917641494704e-08,5.9767860619260005e-09,7.722925465867408e-11,4.7673423094944256e-11,2.2108622871952876e-11,7.335661032279473e-12,1.1217110727382446e-13,7.194904892464157e-16,8.682119273873504e-24,2.296853519631664e-22,5.4184552677623654e-30,7.095017866222705e-19
3.0419982668836616e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598704750281,0.0,0.17647058701114712,0.0,1.6270065835054768e-28,8.408019395194594e-24,8.073237949443943e-31,0.0,4.9927833078296125e-17,0.0,0.0,2.0279893020265056e-21,0.0,0.11764698032756059,9.976117433040427e-29,0.0,4.1376827428744525e-22,0.0,7.95943402108561e-08,5.9777043585782665e-09,7.809860933936142e-11,4.8018715128121935e-11,2.254885274545657e-11,7.416973298387425e-12,1.1469763661761998e-13,7.285954987344219e-16,9.064665690742014e-24,2.350630000176014e-22,5.666487471911058e-30,7.267140173461196e-19
3.0758602930271257e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598695877404,0.0,0.17647058701072213,0.0,1.707185798364422e-28,8.691938132736895e-24,8.424868257010745e-31,0.0,5.150893173187297e-17,0.0,0.0,2.0733896964451606e-21,0.0,0.11764697944154634,1.0410586125151075e-28,0.0,4.289301106881058e-22,0.0,8.047948508088432e-08,5.978554372994356e-09,7.896796400736416e-11,4.836084476453407e-11,2.299224497381979e-11,7.498257717377648e-12,1.1725201181816127e-13,7.377311863676557e-16,9.459396293236071e-24,2.405083872634205e-22,5.922936897004681e-30,7.441213015711795e-19
3.10972231917059e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986870053807,0.0,0.1764705870103287,0.0,1.790284529193492e-28,8.982177491380471e-24,8.787569694347105e-31,0.0,5.3120927223860005e-17,0.0,0.0,2.11929266690415e-21,0.0,0.11764697855555104,1.0858731831552042e-28,0.0,4.444528439648625e-22,0.0,8.136461102543655e-08,5.9793411737145515e-09,7.983731866267973e-11,4.869984096730575e-11,2.3438770593697307e-11,7.579514298785664e-12,1.198342233388107e-13,7.468977707268406e-16,9.866550560266771e-24,2.460217423682308e-22,6.1879917305039055e-30,7.617234986499298e-19
3.143584345314054e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986781341625,0.0,0.17647058700996457,0.0,1.8763718320437887e-28,9.278807054339822e-24,9.161557347805608e-31,0.0,5.476403613310749e-17,0.0,0.0,2.1656982133692934e-21,0.0,0.11764697766957466,1.1320820165115142e-28,0.0,4.603404912667566e-22,0.0,8.224971804491765e-08,5.9800694542855105e-09,8.07066733053056e-11,4.903573243430042e-11,2.388840090700752e-11,7.66074305214372e-12,1.2244426164619622e-13,7.560954683908402e-16,1.0286369659766384e-23,2.516032956156511e-22,6.4618422349812e-30,7.795204761093944e-19
3.177446371457518e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986692637075,0.0,0.17647058700962748,0.0,1.9655175270976447e-28,9.581896404823786e-24,9.54704780188237e-31,0.0,5.643847305494005e-17,0.0,0.0,2.2126063358064093e-21,0.0,0.11764697678361721,1.1797118585543353e-28,0.0,4.765970670918182e-22,0.0,8.313480613973247e-08,5.98074356082603e-09,8.157602793523923e-11,4.936854760054929e-11,2.434110747850309e-11,7.741943986980814e-12,1.2508211721021018e-13,7.653244939549925e-16,1.071909643313377e-23,2.572532788905115e-22,6.744680747943821e-30,7.975121091934854e-19
3.211308397600982e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986603939737,0.0,0.17647058700931553,0.0,2.0577921981799053e-28,9.891515126035537e-24,9.944259125561837e-31,0.0,5.814445061932292e-17,0.0,0.0,2.260017034181313e-21,0.0,0.11764697589767867,1.2287896382456154e-28,0.0,4.932265834416436e-22,0.0,8.401987531028576e-08,5.981367517592072e-09,8.24453825524781e-11,4.96983146406585e-11,2.4796862133363715e-11,7.823117112822658e-12,1.2774778050400826e-13,7.745850600492758e-16,1.1164975379822302e-23,2.6297192566418894e-22,7.03670168165687e-30,8.156982804279266e-19
3.245170423744446e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598651524923,0.0,0.17647058700902674,0.0,2.1532671922977377e-28,1.0207732801172588e-23,1.0353410858786642e-30,0.0,5.988217950886184e-17,0.0,0.0,2.307930308459821e-21,0.0,0.11764697501175907,1.2793424658629702e-28,0.0,5.102330499672278e-22,0.0,8.490492555698237e-08,5.981945050682535e-09,8.331473715701965e-11,5.002506147119428e-11,2.5255636954810978e-11,7.904262439191719e-12,1.304412420040084e-13,7.838773773563092e-16,1.1624252642068915e-23,2.687594709800763e-22,7.338101522966303e-30,8.340788792069594e-19
3.27903244988791e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598642656521,0.0,0.17647058700875945,0.0,2.252014619207364e-28,1.0530619013426783e-23,1.0774723999051366e-30,0.0,6.16518684766382e-17,0.0,0.0,2.3563461586077462e-21,0.0,0.11764697412585837,1.3313976313390543e-28,0.0,5.276204741064938e-22,0.0,8.5789956880227e-08,5.982479610017817e-09,8.418409174886135e-11,5.0348815753046166e-11,2.5717404281745068e-11,7.985379975607189e-12,1.331624921898895e-13,7.932016546291874e-16,1.2097175989763026e-23,2.74616151439186e-22,7.649078833121991e-30,8.526538014010269e-19
3.3128944760313743e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986337887374,0.0,0.17647058700851206,0.0,2.35410735100616e-28,1.0860243345984291e-23,1.1208420988119098e-30,0.0,6.345372436388068e-17,0.0,0.0,2.405264584590901e-21,0.0,0.11764697323997661,1.3849826026161418e-28,0.0,5.453928612139438e-22,0.0,8.667496928042443e-08,5.982974389714284e-09,8.505344632800073e-11,5.066960489376874e-11,2.6182136706403088e-11,8.066469731585003e-12,1.3591152154459066e-13,8.02558098709152e-16,1.2583994805454038e-23,2.8054220518588393e-22,7.969834247600797e-30,8.714229489846314e-19
3.3467565021748383e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986249215404,0.0,0.1764705870082831,0.0,2.4596190217486848e-28,1.1196675382025629e-23,1.1654725698859653e-30,0.0,6.528795211747507e-17,0.0,0.0,2.4546855863750965e-21,0.0,0.11764697235411378,1.4401250240157738e-28,0.0,5.635542146828379e-22,0.0,8.75599627579794e-08,5.983432346969417e-09,8.592280089443522e-11,5.098745604990176e-11,2.6649807072038864e-11,8.147531716637837e-12,1.3868832055430965e-13,8.119469145431027e-16,1.308496006949614e-23,2.8653787189375514e-22,8.30057047592966e-30,8.903862296835527e-19
3.3806185283183024e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598616054903,0.0,0.17647058700807114,0.0,2.5686240270852347e-28,1.153998470472562e-23,1.2113863422208293e-30,0.0,6.715475480731398e-17,0.0,0.0,2.5046091639261412e-21,0.0,0.11764697146826986,1.49685271462334e-28,0.0,5.821085360602912e-22,0.0,8.844493731329657e-08,5.983856219564549e-09,8.679215544816236e-11,5.130239612926912e-11,2.712038847062399e-11,8.228565940275105e-12,1.4149287970850206e-13,8.213683052009446e-16,1.3600324345329197e-23,2.9260339275159805e-22,8.64149230150868e-30,9.095435566406292e-19
3.4144805544617665e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986071887995,0.0,0.176470587007875,0.0,2.6811975239216244e-28,1.1890240897253428e-23,1.2586060854243981e-30,0.0,6.905433364348713e-17,0.0,0.0,2.5550353172098442e-21,0.0,0.11764697058244486,1.5551936666874531e-28,0.0,6.010598251556679e-22,0.0,8.932989294678064e-08,5.984248542084658e-09,8.766150998917967e-11,5.161445179325671e-11,2.7593854240569914e-11,8.309572412002966e-12,1.4432518949988013e-13,8.308224718927811e-16,1.4130341764894396e-23,2.9873901044954806e-22,8.992806581434247e-30,9.288948480993088e-19
3.4483425806052306e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598598323206,0.0,0.17647058700769339,0.0,2.7974154300989546e-28,1.2247513542772533e-23,1.3071546083385858e-30,0.0,7.098688799331481e-17,0.0,0.0,2.60596404619201e-21,0.0,0.11764696969663878,1.6151760440339867e-28,0.0,6.2041208014262385e-22,0.0,9.021482965883633e-08,5.984611660947817e-09,8.853086451748464e-11,5.1923649459069523e-11,2.8070177964470882e-11,8.390551141324322e-12,1.471852404244115e-13,8.403096139859454e-16,1.467526801418353e-23,3.04944969165327e-22,9.35472224632217e-30,9.484400271041895e-19
3.4822046067486947e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985894580993,0.0,0.17647058700752533,0.0,2.9173544240921883e-28,1.2611872224440744e-23,1.3570548577707076e-30,0.0,7.295261539822482e-17,0.0,0.0,2.6573953508384453e-21,0.0,0.11764696881085164,1.6768281804946326e-28,0.0,6.401692976551469e-22,0.0,9.109974744986823e-08,5.984947748330403e-09,8.940021903307487e-11,5.223001530196795e-11,2.8549333466867585e-11,8.471502137738819e-12,1.500730229813184e-13,8.498299290218795e-16,1.5235360318920557e-23,3.1122151455061946e-22,9.727450300130806e-30,9.681790212177896e-19
3.516066632892159e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598580593462,0.0,0.17647058700736978,0.0,3.041091944726422e-28,1.2983386525410185e-23,1.408329917236478e-30,0.0,7.495171159047523e-17,0.0,0.0,2.709329231114953e-21,0.0,0.1176469679250834,1.7401785783498543e-28,0.0,6.603354728779161e-22,0.0,9.198464632028105e-08,5.985258815068122e-09,9.026957353594789e-11,5.253357525748362e-11,2.903129481203125e-11,8.552425410742848e-12,1.529885276730761e-13,8.593836127328536e-16,1.5810877430374387e-23,3.175688937175737e-22,1.0111203819984234e-29,9.881117622527983e-19
3.549928659035623e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598571729273,0.0,0.17647058700722584,0.0,3.1687061909098187e-28,1.3362126028827298e-23,1.4610030057145235e-30,0.0,7.698437050972369e-17,0.0,0.0,2.761765686987335e-21,0.0,0.11764696703933408,1.8052559067861015e-28,0.0,6.809145996312966e-22,0.0,9.286952627047939e-08,5.985546722607285e-09,9.113892802610128e-11,5.2834355023615057e-11,2.951603630176807e-11,8.633320969829554e-12,1.5593174500541222e-13,8.689708590585395e-16,1.6402079611301498e-23,3.239873552254255e-22,1.0506197955995433e-29,1.0082381860190811e-18
