Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23)
9.917039265045352e-21,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618060365,0.0,0.17647058999999968,0.0,9.959803543612456e-65,4.997005669197158e-46,3.472846129623954e-57,0.0,2.9927312448944064e-36,0.0,0.0,2.8750146796823238e-36,0.0,0.1176470599999974,4.29291056742956e-55,0.0,3.461539086672329e-51,0.0,2.5973010756949455e-15,6.789202648298495e-16,2.546048447362809e-18,2.3005127708460825e-18,2.2071319326670678e-23,2.4553563500809554e-19,9.504905142471305e-26,2.212485974735124e-23,3.9022729609438776e-50,3.209790622578867e-37,2.3474190894479366e-59,1.0741362741832134e-40
1.98426945503036e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618060037,0.0,0.17647058999999934,0.0,3.1907152342729587e-63,4.001657178627901e-45,2.7845585209782653e-56,0.0,1.1997970933284522e-35,0.0,0.0,1.1507551223217923e-35,0.0,0.1176470599999948,3.442093387901364e-54,0.0,5.544478353897003e-50,0.0,5.1968587116207866e-15,1.3584303821920792e-15,5.094308926391289e-18,4.603024166812323e-18,4.424457497390648e-23,4.912845934362705e-19,1.905095092783728e-25,4.4268941788145304e-23,3.1288767248261996e-49,1.28475274460927e-36,3.759950019385223e-58,8.601801821694493e-40
3.96940051208201e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561805938,0.0,0.17647058999999868,0.0,1.0216017209111972e-61,3.202947592440483e-44,2.2351676005487224e-55,0.0,4.81615353203282e-35,0.0,0.0,4.6045194172464833e-35,0.0,0.11764705999998959,2.762971422679525e-53,0.0,8.875980762353763e-49,0.0,1.0395973982820753e-14,2.7174506169162618e-15,1.0190829884447788e-17,9.20804671035495e-18,8.883947570632323e-23,9.827825093056667e-19,3.8241733405206063e-25,8.85571058697476e-23,2.5115521285900275e-48,5.140684446384054e-36,6.019185471867899e-57,6.884927811320256e-39
7.93966262618531e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618058067,0.0,0.17647058999999732,0.0,3.2700423400947937e-60,2.5630069722196588e-43,1.79915490722512e-54,0.0,1.939098907324311e-34,0.0,0.0,1.842107595196057e-34,0.0,0.11764705999997918,2.2240003800270217e-52,0.0,1.4205422633131404e-47,0.0,2.0794204522613814e-14,5.4354910863626745e-15,2.038387180055894e-17,1.8418090803880895e-17,1.790228348157545e-22,1.965778337096646e-18,7.7018061984905495e-25,1.771334340330085e-22,2.0216252842236703e-47,2.056608519822606e-35,9.633309848388458e-56,5.509337130720586e-38
1.588018685439191e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561805544,0.0,0.1764705899999946,0.0,1.046560264342206e-58,2.0506651687725487e-42,1.4565521742680924e-53,0.0,7.855625994882247e-34,0.0,0.0,7.369030080080298e-34,0.0,0.11764705999995836,1.8004967639647035e-51,0.0,2.273175937853095e-46,0.0,4.1590665591772455e-14,1.0871572025240983e-14,4.076995563277389e-17,3.683817501669643e-17,3.6336378275553115e-22,3.9317699768873486e-18,1.5614977363146824e-24,3.542860903597698e-22,1.6366587946143093e-46,8.227103609511729e-35,1.541538651799558e-54,4.4080277245041835e-37
3.176123531080511e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618050184,0.0,0.17647058999998916,0.0,3.3492276073754167e-57,1.6406359777529614e-41,1.1926448790732563e-52,0.0,3.2212607174238994e-33,0.0,0.0,2.9477319761578802e-33,0.0,0.11764705999991673,1.474271421405085e-50,0.0,3.637328169985173e-45,0.0,8.318358768837983e-14,2.1743733902885783e-14,8.154212329717437e-17,7.367832754538878e-17,7.479425906590777e-22,7.863753193303739e-18,3.207294147717804e-24,7.08591403014228e-22,1.340118646399234e-45,3.2909753546202043e-34,2.466629111817908e-53,3.526645399811293e-36
6.352333222363151e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618039676,0.0,0.17647058999997828,0.0,1.0717903968165686e-55,1.3125503205606133e-40,9.978960739750614e-52,0.0,1.3516377067157822e-32,0.0,0.0,1.1791167797121048e-32,0.0,0.11764705999983346,1.2335353866105715e-49,0.0,5.819922410050006e-44,0.0,1.66369431714755e-13,4.348805765729818e-14,1.6308645862585758e-16,1.4735856901507364e-16,1.5806877996838387e-21,1.5727719373476456e-17,6.751535676294015e-24,1.4172020283278065e-21,1.1212886221512025e-44,1.3164169244912847e-33,3.946740386603334e-52,2.821405608410896e-35
1.270475260492843e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561801866,0.0,0.17647058999995655,0.0,3.4297893655667786e-54,1.0500568720398917e-39,8.683391087289059e-51,0.0,5.911467900076029e-32,0.0,0.0,4.716515097747296e-32,0.0,0.11764705999966693,1.0733853395182463e-48,0.0,9.312033714668476e-43,0.0,3.3274111910014675e-13,8.697670515917473e-14,3.2617512928275307e-16,2.947187976040858e-16,3.500528151578435e-21,3.145565072318173e-17,1.485061349158636e-23,2.834423278976858e-21,9.757115838177043e-44,5.2657212637599724e-33,6.314891627519962e-51,2.2571601990236924e-34
2.540959137005899e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561797662,0.0,0.17647058999991305,0.0,1.097542208840932e-52,8.400521439104906e-39,8.066962152353395e-50,0.0,2.7684897853460663e-31,0.0,0.0,1.8866156349005262e-31,0.0,0.11764705999933386,9.971863283748313e-48,0.0,1.489938018245776e-41,0.0,6.654844912014965e-13,1.73954000107619e-13,6.523524705946602e-16,5.894382373841783e-16,8.357605078607868e-21,6.29115093800321e-17,3.509114763521123e-23,5.668865780393211e-21,9.06446372782966e-43,2.106299218745007e-32,1.0103912086815522e-49,1.8057424381083133e-33
5.0819268900320116e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617892543,0.0,0.17647058999982607,0.0,3.5121504227353716e-51,6.720443736360602e-38,8.24591752409767e-49,0.0,1.4305102461634784e-30,0.0,0.0,7.546481731081031e-31,0.0,0.11764705999866773,1.0193076406100013e-46,0.0,2.383910911377595e-40,0.0,1.3309712247264597e-12,3.479085895631459e-13,1.3047071532109392e-15,1.1788730473807846e-15,2.214131572790516e-20,1.2582321052349621e-16,9.174172581845671e-23,1.1337750783643356e-20,9.265547263695363e-42,8.425218301762815e-32,1.6166327324980758e-48,1.444599651418417e-32
1.0163862396084237e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617724395,0.0,0.17647058999965212,0.0,1.1238905738564364e-49,5.376365622916961e-37,9.464443313516802e-48,0.0,8.306915119569268e-30,0.0,0.0,3.018596530598873e-30,0.0,0.11764705999733545,1.169933996052621e-45,0.0,3.8142654613307214e-39,0.0,2.6619446490654436e-12,6.95817764947743e-13,2.6094165184133545e-15,2.3577263893443146e-15,6.598673943570162e-20,2.5164654812951143e-16,2.697208885197318e-22,2.2675520794870863e-20,1.0634746683385687e-40,3.3700916066075227e-31,2.586617682749321e-47,1.1556819818367467e-31
2.0327733408188687e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617388097,0.0,0.1764705899993042,0.0,3.5964535914253e-48,4.301096751513062e-36,1.2159784986948488e-46,0.0,5.390617277214513e-29,0.0,0.0,1.2074393797663927e-29,0.0,0.11764705999467089,1.5031148635172622e-44,0.0,6.102830887047852e-38,0.0,5.323891326899654e-12,1.3916360875230309e-12,5.218835248697619e-15,4.715367962950919e-15,2.187877983394256e-19,5.03292964618156e-16,8.843909732677295e-22,4.535106084810853e-20,1.366337359086288e-39,1.3480375005553918e-30,4.13859213093902e-46,9.245464498172016e-31
