Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40)
2.501148312611111e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598846641911,0.0,0.17647058702505458,0.0,0.0,4.673427799601632e-24,3.7888721717215975e-31,0.0,2.867826520185223e-17,0.0,0.0,1.3709663509559697e-21,0.0,0.11764699448169391,4.6822153331988437e-29,0.0,0.0,0.0,6.54540925544814e-08,5.949889963578685e-09,6.421312970193201e-11,4.210510130427918e-11,1.5915974226414563e-11,6.1149040513541456e-12,7.767944763748658e-14,5.866829119650132e-16,4.2547440476748545e-24
2.534679917180654e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988378316305,0.0,0.17647058702361132,0.0,0.0,4.863921623747439e-24,3.9895391602591915e-31,0.0,2.978586651857732e-17,0.0,0.0,1.4079724013891972e-21,0.0,0.1176469936040258,4.9301763600811274e-29,0.0,0.0,0.0,6.633089976452605e-08,5.952776496728834e-09,6.507400152629032e-11,4.2497542084274716e-11,1.6301390918939108e-11,6.195837011968222e-12,7.976721217560325e-14,5.952713916193249e-16,4.480046750208398e-24
2.568211521750197e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559882902369,0.0,0.17647058702227394,0.0,0.0,5.059522847537396e-24,4.197902267743781e-31,0.0,3.092009143445179e-17,0.0,0.0,1.4454712681067904e-21,0.0,0.11764699272637628,5.187646069014251e-29,0.0,0.0,0.0,6.72076884102889e-08,5.955451265528957e-09,6.593487333844048e-11,4.2886423563435816e-11,1.669036687468737e-11,6.2767425258000864e-12,8.188242227535028e-14,6.038864948255558e-16,4.713987894578376e-24
2.60174312631974e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598820217934,0.0,0.17647058702103466,0.0,0.0,5.260299037287326e-24,4.414145185477569e-31,0.0,3.2081183573531906e-17,0.0,0.0,1.4834629510756916e-21,0.0,0.11764699184874533,5.454851345891002e-29,0.0,0.0,0.0,6.808445849216361e-08,5.957929721884186e-09,6.679574513838017e-11,4.327177802333625e-11,1.7082869811840596e-11,6.357620602156566e-12,8.402506862889471e-14,6.125284652079731e-16,4.956773531052718e-24
2.635274730889283e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598811414218,0.0,0.17647058701988644,0.0,0.0,5.4663177593096955e-24,4.6384532725402075e-31,0.0,3.326938435030784e-17,0.0,0.0,1.521947450262844e-21,0.0,0.11764699097113292,5.73202113390402e-29,0.0,0.0,0.0,6.896121001054386e-08,5.960226201899805e-09,6.765661692610692e-11,4.3653637452765365e-11,1.7478867741366653e-11,6.4384712503413175e-12,8.619514193155962e-14,6.2119754418128e-16,5.208611575495757e-24
2.668806335458826e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559880261241,0.0,0.17647058701882254,0.0,0.0,5.6776465799135934e-24,4.871013540765316e-31,0.0,3.448493298969024e-17,0.0,0.0,1.560924765635188e-21,0.0,0.11764699009353909,6.019386414936179e-29,0.0,0.0,0.0,6.983794296582317e-08,5.962354002931151e-09,6.85174887016183e-11,4.4032033550376446e-11,1.7878328964371575e-11,6.519294479654836e-12,8.839263288182329e-14,6.298939709706017e-16,5.469711792411795e-24
2.702337940028369e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598793812385,0.0,0.17647058701783683,0.0,0.0,5.8943530654047374e-24,5.1120146397330505e-31,0.0,3.5728066546975433e-17,0.0,0.0,1.6003948971596629e-21,0.0,0.11764698921596382,6.317180190970895e-29,0.0,0.0,0.0,7.071465735839516e-08,5.964325460385467e-09,6.937836046491186e-11,4.4406997727332284e-11,1.8281222069454076e-11,6.600090299394454e-12,9.061753218131789e-14,6.38617982631451e-16,5.740285778006768e-24
2.734952117992754e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598785254731,0.0,0.1764705870169476,0.0,0.0,6.1103536545129414e-24,5.354700372308909e-31,0.0,3.6963874366134355e-17,0.0,0.0,1.639257899002468e-21,0.0,0.11764698836241685,6.61705410243765e-29,0.0,0.0,0.0,7.156736698793502e-08,5.9661038752565045e-09,7.021567871615256e-11,4.476844009427024e-11,1.867635472791265e-11,6.678649254811147e-12,9.280784304053675e-14,6.471299912601668e-16,6.01274820808368e-24
2.767566295957139e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598776698559,0.0,0.17647058701612203,0.0,0.0,6.331567758089804e-24,5.6057279055787596e-31,0.0,3.8226214752080595e-17,0.0,0.0,1.6785871188886092e-21,0.0,0.11764698750888745,6.927234016876431e-29,0.0,0.0,0.0,7.242005905735973e-08,5.967754984970195e-09,7.105299695583011e-11,4.512669359859337e-11,1.9074676212051272e-11,6.75718229733257e-12,9.502406563450923e-14,6.556685324122048e-16,6.294572980135855e-24
2.800180473921524e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987681437756,0.0,0.1764705870153556,0.0,0.0,6.558057546929018e-24,5.86527520446026e-31,0.0,3.951530002817139e-17,0.0,0.0,1.7183825567876625e-21,0.0,0.11764698665537561,7.247939731991026e-29,0.0,0.0,0.0,7.327273356703127e-08,5.96928787153947e-09,7.189031518394216e-11,4.548178637433148e-11,1.9476158387626392e-11,6.835689435505025e-12,9.726619141596965e-14,6.642338184111261e-16,6.585959691203141e-24
2.832794651885909e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598759590297,0.0,0.17647058701464402,0.0,0.0,6.789885191821255e-24,6.133521648095416e-31,0.0,4.0831340644550446e-17,0.0,0.0,1.758644212669202e-21,0.0,0.11764698580188135,7.579392789609552e-29,0.0,0.0,0.0,7.412539051731164e-08,5.9707109733947165e-09,7.27276334004863e-11,4.5833746307299325e-11,1.9880773368611417e-11,6.9141706778719854e-12,9.953421184047128e-14,6.728260597072786e-16,6.887109519506368e-24
2.865408829850294e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598751038046,0.0,0.17647058701398344,0.0,0.0,7.027112863554155e-24,6.410648017483442e-31,0.0,4.2174545194600705e-17,0.0,0.0,1.7993720865028003e-21,0.0,0.11764698494840463,7.921816460365292e-29,0.0,0.0,0.0,7.497802990856273e-08,5.972032128827159e-09,7.356495160546017e-11,4.618260103727667e-11,2.0288493515016564e-11,6.9926260329741055e-12,1.0182811836638538e-13,6.814454648942509e-16,7.198225210489028e-24
2.8980230078146793e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598742486947,0.0,0.1764705870133702,0.0,0.0,7.269802732912328e-24,6.696836483078352e-31,0.0,4.354512043144389e-17,0.0,0.0,1.840566178258028e-21,0.0,0.11764698409494546,8.275435728333817e-29,0.0,0.0,0.0,7.583065174114649e-08,5.973258620484558e-09,7.440226979886135e-11,4.6528377960194654e-11,2.0699291430702545e-11,7.071055509349216e-12,1.0414790245490038e-13,6.900922407253727e-16,7.519511062819152e-24
2.9306371857790644e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598733936934,0.0,0.17647058701280086,0.0,0.0,7.518016970677354e-24,6.992270592641138e-31,0.0,4.494327128410155e-17,0.0,0.0,1.8822264879044573e-21,0.0,0.11764698324150386,8.640477275985481e-29,0.0,0.0,0.0,7.668325601542476e-08,5.97439721309424e-09,7.523958798068749e-11,4.687110423027719e-11,2.111313996123908e-11,7.149459115532333e-12,1.0649355557002081e-13,6.987665921298739e-16,7.851172914678518e-24
2.9632513637434495e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987253879433,0.0,0.17647058701227236,0.0,0.0,7.771817747627776e-24,7.29713525905386e-31,0.0,4.636920087370654e-17,0.0,0.0,1.924353015411656e-21,0.0,0.11764698238807983,9.017169469090741e-29,0.0,0.0,0.0,7.753584273175937e-08,5.975454192014099e-09,7.607690615093612e-11,4.721080676218919e-11,2.1530012191756725e-11,7.227836860055649e-12,1.0886506917856648e-13,7.074687222290973e-16,8.19341813000889e-24
2.9958655417078345e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987168399155,0.0,0.17647058701178178,0.0,0.0,8.0312672345391e-24,7.611616748457864e-31,0.0,4.782311052928353e-17,0.0,0.0,1.9669457607491915e-21,0.0,0.11764698153467334,9.40574234202694e-29,0.0,0.0,0.0,7.838841189051216e-08,5.976435393881381e-09,7.691422430960489e-11,4.754751223312757e-11,2.1949881444855835e-11,7.306188751448544e-12,1.1126243475017147e-13,7.161988323522794e-16,8.546455585124058e-24
3.0284797196722196e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987082927975,0.0,0.17647058701132634,0.0,0.0,8.296427602183801e-24,7.935902668238265e-31,0.0,4.930519980373382e-17,0.0,0.0,2.01000472388663e-21,0.0,0.11764698068128442,9.806427582894711e-29,0.0,0.0,0.0,7.924096349204496e-08,5.977346241126687e-09,7.775154245669137e-11,4.788124708493935e-11,2.237272127848839e-11,7.384514798237574e-12,1.136856437572832e-13,7.249571220525341e-16,8.910495655148424e-24
3.0610938976366047e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598699746538,0.0,0.1764705870109035,0.0,0.0,8.567361021331306e-24,8.2701819554166e-31,0.0,5.081566648927728e-17,0.0,0.0,2.0535299047935364e-21,0.0,0.11764697982791304,1.0219458519139943e-28,0.0,0.0,0.0,8.009349753671949e-08,5.97819176748847e-09,7.858886059219315e-11,4.8212037526167895e-11,2.279850548391187e-11,7.462815008946494e-12,1.1613468767516167e-13,7.33743789122296e-16,9.285750200916205e-24
3.09370807560099e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986912010906,0.0,0.17647058701051113,0.0,0.0,8.844129662748002e-24,8.614644864756239e-31,0.0,5.235470663327646e-17,0.0,0.0,2.0975213034394733e-21,0.0,0.11764697897455922,1.0645070102819946e-28,0.0,0.0,0.0,8.094601402489753e-08,5.978976650180042e-09,7.942617871610787e-11,4.8539909534149645e-11,2.3227208083592353e-11,7.541089392096229e-12,1.1860955798187821e-13,7.425590296091428e-16,9.672432555546476e-24
3.126322253565375e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598682656409,0.0,0.17647058701014676,0.0,0.0,9.12679569719724e-24,8.969482957346334e-31,0.0,5.3922514553423894e-17,0.0,0.0,2.1419789197940047e-21,0.0,0.11764697812122296,1.1083498896462399e-28,0.0,0.0,0.0,8.179851295694079e-08,5.97970523190772e-09,8.026349682843312e-11,4.8864888857026605e-11,2.365880332919211e-11,7.619337956204901e-12,1.2111024615831486e-13,7.514030378309843e-16,1.007075751155834e-23
3.15893643152976e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598674112456,0.0,0.17647058700980867,0.0,0.0,9.415421295439317e-24,9.334889089160528e-31,0.0,5.551928285296318e-17,0.0,0.0,2.186902753826691e-21,0.0,0.11764697726790425,1.1534983058893e-28,0.0,0.0,0.0,8.265099433321099e-08,5.980381544176622e-09,8.110081492916648e-11,4.9187001015763304e-11,2.409326569955267e-11,7.697560709787822e-12,1.2363674368816343e-13,7.602760063912823e-16,1.0480941307957557e-23
3.191550609494145e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598665569193,0.0,0.17647058700949475,0.0,0.0,9.710068628231487e-24,9.711057399605378e-31,0.0,5.714520243592363e-17,0.0,0.0,2.23229280550709e-21,0.0,0.1176469764146031,1.1999762331050427e-28,0.0,0.0,0.0,8.350345815406984e-08,5.981009330675573e-09,8.193813301830564e-11,4.950627130616539e-11,2.4530569898676072e-11,7.775757661357485e-12,1.2618904205792415e-13,7.691781261942861e-16,1.0903201617311626e-23
3.230750223438612e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986553017404,0.0,0.1764705870091471,0.0,0.0,1.007226713560091e-23,1.0177698686321661e-30,0.0,5.913826875260367e-17,0.0,0.0,2.287464919597823e-21,0.0,0.11764697538902712,1.2576323435753948e-28,0.0,0.0,0.0,8.45280277473957e-08,5.981704559729985e-09,8.294452187711212e-11,4.9886283319746984e-11,2.5059899405994877e-11,7.869709965350653e-12,1.2929082836569587e-13,7.799165988239146e-16,1.1427014442228092e-23
3.2699498373830787e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598645035178,0.0,0.17647058700882923,0.0,0.0,1.0443362462622462e-23,1.0660511190617027e-30,0.0,6.117404592815272e-17,0.0,0.0,2.3433105364068083e-21,0.0,0.11764697436347649,1.3172861428414157e-28,0.0,0.0,0.0,8.555257198114392e-08,5.982340263595488e-09,8.395091071916195e-11,5.026226926068979e-11,2.559325492818378e-11,7.96362502255284e-12,1.324298597662315e-13,7.906977822542996e-16,1.1968972804619918e-23
3.3091494513275455e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598634769454,0.0,0.17647058700853857,0.0,0.0,1.082346255668622e-23,1.1159839218808855e-30,0.0,6.32528558707164e-17,0.0,0.0,2.3998296558811862e-21,0.0,0.11764697333795121,1.3789801473175047e-28,0.0,0.0,0.0,8.657709085594241e-08,5.982921533784487e-09,8.49572995444511e-11,5.0634271783524605e-11,2.6130593810387752e-11,8.057502847728236e-12,1.3560612149359373e-13,8.015219983939761e-16,1.2529462714606533e-23
3.3483490652720123e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986245045206,0.0,0.1764705870082728,0.0,0.0,1.1212675365175887e-23,1.1676029653652708e-30,0.0,6.537501707799054e-17,0.0,0.0,2.457022277968092e-21,0.0,0.11764697231245129,1.442757190959681e-28,0.0,0.0,0.0,8.760158437241902e-08,5.983453026694409e-09,8.59636883529755e-11,5.100233309087173e-11,2.6671873849665726e-11,8.151343455635177e-12,1.3881959878769815e-13,8.12389565741032e-16,1.3108873058931435e-23
3.387548679216479e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598614240336,0.0,0.1764705870080298,0.0,0.0,1.1611108835468788e-23,1.2209431927172369e-30,0.0,6.754084467336665e-17,0.0,0.0,2.514888402614659e-21,0.0,0.11764697128697675,1.508660421900041e-28,0.0,0.0,0.0,8.862605253120163e-08,5.983939000896542e-09,8.697007714473114e-11,5.136649493823052e-11,2.7217053290200963e-11,8.24514686102615e-12,1.420702768943112e-13,8.233007994192534e-16,1.370759557029652e-23
3.426748293160946e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559860397686,0.0,0.1764705870078076,0.0,0.0,1.2018870914935861e-23,1.2760397993781453e-30,0.0,6.975065044168993e-17,0.0,0.0,2.573428029768018e-21,0.0,0.11764697026152755,1.5767332991173324e-28,0.0,0.0,0.0,8.965049533291805e-08,5.984383351158863e-09,8.79764659197141e-11,5.172679863871762e-11,2.7766090818562822e-11,8.338913078647778e-12,1.4535814106504768e-13,8.342560112138822e-16,1.4326024797025555e-23
3.465947907105413e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985937140566,0.0,0.17647058700760448,0.0,0.0,1.2436069550941657e-23,1.3329282303682605e-30,0.0,7.200474286464776e-17,0.0,0.0,2.6326411593752956e-21,0.0,0.11764696923610371,1.647019589141911e-28,0.0,0.0,0.0,9.0674912778196e-08,5.984789639725214e-09,8.898285467792039e-11,5.2083285067756185e-11,2.8318945559017476e-11,8.432642123240853e-12,1.4868317655736838e-13,8.452555096070065e-16,1.4964558073040858e-23
3.5051475210498796e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985834518927,0.0,0.17647058700741874,0.0,0.0,1.2862812690844343e-23,1.3916441776566951e-30,0.0,7.430342715575873e-17,0.0,0.0,2.6925277913836183e-21,0.0,0.11764696821070522,1.719563362797895e-28,0.0,0.0,0.0,9.169930486766329e-08,5.985161124503543e-09,8.998924341934615e-11,5.2435994667712246e-11,2.8875577068891544e-11,8.526334009540314e-12,1.5204536863457793e-13,8.562995998125475e-16,1.5623595488179035e-23
3.5443471349943464e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985731903377,0.0,0.17647058700724888,0.0,0.0,1.329920828199568e-23,1.4522235775589788e-30,0.0,7.664700529499436e-17,0.0,0.0,2.7530879257401083e-21,0.0,0.11764696718533209,1.7944089919795282e-28,0.0,0.0,0.0,9.272367160194763e-08,5.985500784923055e-09,9.099563214398749e-11,5.278496745248232e-11,2.943594533398442e-11,8.619988752275257e-12,1.5544470256582245e-13,8.673885838108823e-16,1.6303539858818288e-23
3.5835467489388133e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598562929366,0.0,0.17647058700709362,0.0,0.0,1.3745364271741038e-23,1.5147026081624024e-30,0.0,7.9035776063031e-17,0.0,0.0,2.8143215623918847e-21,0.0,0.11764696615998431,1.8716011464619603e-28,0.0,0.0,0.0,9.37480129816767e-08,5.9858113455766095e-09,9.20020208518406e-11,5.313024301203207e-11,3.000001076402956e-11,8.713606366168942e-12,1.588811636260871e-13,8.785227603830947e-16,1.7004796698819423e-23
3.62274636288328e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598552668951,0.0,0.17647058700695165,0.0,0.0,1.4201388607419375e-23,1.579117686777961e-30,0.0,8.14700350751483e-17,0.0,0.0,2.8762287012860668e-21,0.0,0.11764696513466188,1.9511847907449618e-28,0.0,0.0,0.0,9.47723290074782e-08,5.98609529802047e-09,9.300840954290164e-11,5.347186051688815e-11,3.056773418820273e-11,8.807186865938784e-12,1.6235473709619376e-13,8.89702425144875e-16,1.7727774190766908e-23
3.661945976827747e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598542409068,0.0,0.17647058700682178,0.0,0.0,1.4667389236363253e-23,1.6455054674194083e-30,0.0,8.39500748147665e-17,0.0,0.0,2.938809342369768e-21,0.0,0.11764696410936482,2.0332051809302334e-28,0.0,0.0,0.0,9.579661967997977e-08,5.986354920697544e-09,9.401479821716692e-11,5.3809858722582036e-11,3.113907685067787e-11,8.900730266296375e-12,1.6586540826279897e-13,9.009278705800573e-16,1.847288315751603e-23
3.7011455907722137e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598532149698,0.0,0.17647058700670312,0.0,0.0,1.5143474105898826e-23,1.7139028383089726e-30,0.0,8.647618466662952e-17,0.0,0.0,3.0020634855901017e-21,0.0,0.1176469630840931,2.117707861631734e-28,0.0,0.0,0.0,9.682088499980904e-08,5.9865922971652165e-09,9.50211868746327e-11,5.414427597404724e-11,3.171400040623022e-11,8.994236581947459e-12,1.6941316241839138e-13,9.121993860738002e-16,1.924053703404093e-23
3.7403452047166806e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985218908214,0.0,0.17647058700659457,0.0,0.0,1.562975116334582e-23,1.7843469194097577e-30,0.0,8.904865094963269e-17,0.0,0.0,3.0659911308941773e-21,0.0,0.11764696205884674,2.204738662919066e-28,0.0,0.0,0.0,9.784512496759361e-08,5.986809332712149e-09,9.60275755152953e-11,5.4475150209969065e-11,3.229246691588621e-11,9.08770582759197e-12,1.7299798486128947e-13,9.23517257945418e-16,2.0031151839583855e-23
3.7795448186611474e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598511632419,0.0,0.17647058700649534,0.0,0.0,1.612632835601754e-23,1.856875059984241e-30,0.0,9.166775694930335e-17,0.0,0.0,3.130592278229103e-21,0.0,0.11764696103362574,2.294343697293187e-28,0.0,0.0,0.0,9.886933958396108e-08,5.987007769571701e-09,9.703396413915108e-11,5.480251896708864e-11,3.2874438842619546e-11,9.181138017923986e-12,1.7661986089563938e-13,9.34881769480859e-16,2.0845146150098916e-23
3.818744432605614e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598501374475,0.0,0.17647058700640464,0.0,0.0,1.6633313631220898e-23,1.9315248361786434e-30,0.0,9.433378294993747e-17,0.0,0.0,3.1958669275419845e-21,0.0,0.11764696000843006,2.38656935669417e-28,0.0,0.0,0.0,9.989352884953902e-08,5.987189200844107e-09,9.804035274619645e-11,5.5126419384461233e-11,3.345987904709287e-11,9.274533167631788e-12,1.8027877583141233e-13,9.462932009648414e-16,2.1682941070987926e-23
3.857944046550081e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984911169746,0.0,0.17647058700632165,0.0,0.0,1.715081493625635e-23,2.0083340486328047e-30,0.0,9.704700626639674e-17,0.0,0.0,3.2618150787799222e-21,0.0,0.11764695898325975,2.4814623095405513e-28,0.0,0.0,0.0,1.009176927649549e-07,5.987355083254553e-09,9.904674133642787e-11,5.54468882076696e-11,3.4048750783444275e-11,9.367891291397818e-12,1.8397471498440276e-13,9.577518297126536e-16,2.2544960210124018e-23
3.897143660494548e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984808599033,0.0,0.1764705870062458,0.0,0.0,1.767894021841794e-23,2.0873407201153895e-30,0.0,9.980770127556867e-17,0.0,0.0,3.328436731890019e-21,0.0,0.11764695795811479,2.579069497800069e-28,0.0,0.0,0.0,1.0194183133083632e-07,5.9875067488187765e-09,1.0005312990984181e-10,5.576396179299272e-11,3.464101769511866e-11,9.461212403898705e-12,1.877076636762253e-13,9.692579301016107e-16,2.343162965116129e-23
3.9363432744390147e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598470603251,0.0,0.17647058700617643,0.0,0.0,1.821779742499327e-23,2.168583093184158e-30,0.0,1.0261613944749347e-16,0.0,0.0,3.3957318868193715e-21,0.0,0.11764695693299516,2.6794381340914282e-28,0.0,0.0,0.0,1.0296594454781073e-07,5.98764541551077e-09,1.0105951846643481e-10,5.6077676111530395e-11,3.523664381074305e-11,9.554496519805248e-12,1.9147760723431336e-13,9.808117736021842e-16,2.4343377927127185e-23
3.9755428883834815e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598460347004,0.0,0.17647058700611307,0.0,0.0,1.8767494503263517e-23,2.2520996278710546e-30,0.0,1.0547258937616046e-16,0.0,0.0,3.463700543515076e-21,0.0,0.1176469559079009,2.782615698816832e-28,0.0,0.0,0.0,1.0399003241650563e-07,5.987772197012235e-09,1.0206590700620341e-10,5.638806675328389e-11,3.5835593540045896e-11,9.647743653782451e-12,1.9528453099191608e-13,9.924136288087956e-16,2.5280635994295146e-23
4.0147425023279483e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984500911524,0.0,0.1764705870060551,0.0,0.0,1.932813940050342e-23,2.3379289993918122e-30,0.0,1.0837731680997863e-16,0.0,0.0,3.532342701924226e-21,0.0,0.117646954882832,2.8886499373248624e-28,0.0,0.0,0.0,1.0501409493754846e-07,5.987888111632045e-09,1.0307229552914423e-10,5.669516893119364e-11,3.643783166981938e-11,9.74095382048948e-12,1.991284202880964e-13,1.0040637614702895e-15,2.6243837206333895e-23
4.053942116272415e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984398356876,0.0,0.1764705870060021,0.0,0.0,1.9899840063981264e-23,2.4261100958798276e-30,0.0,1.1133058468192398e-16,0.0,0.0,3.601658361993912e-21,0.0,0.11764695385778841,2.997588857103429e-28,0.0,0.0,0.0,1.0603813211156668e-07,5.987994090465595e-09,1.0407868403525391e-10,5.699901748513395e-11,3.704332335992469e-11,9.83412703457971e-12,2.030092604677287e-13,1.0157624345200796e-15,2.72334172887306e-23
4.093141730216882e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984295806,0.0,0.1764705870059536,0.0,0.0,2.0482704440958905e-23,2.5166820161440236e-30,0.0,1.1433265313936808e-16,0.0,0.0,3.671647523671224e-21,0.0,0.11764695283277017,3.1094807250024407e-28,0.0,0.0,0.0,1.0706214393918771e-07,5.9880909848600815e-09,1.0508507252452918e-10,5.72996468858655e-11,3.765203413933942e-11,9.927263310700696e-12,2.069270368814963e-13,1.0275099081059773e-15,2.824981431348495e-23
4.132341344161349e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598419325878,0.0,0.1764705870059093,0.0,0.0,2.1076840478691737e-23,2.6096840674504778e-30,0.0,1.173837795735901e-16,0.0,0.0,3.7423101869032486e-21,0.0,0.1176469518077773,3.224374064485904e-28,0.0,0.0,0.0,1.0808613042103893e-07,5.988179573240875e-09,1.0609146099696669e-10,5.759709123894599e-11,3.826392990224698e-11,1.0020362663494192e-11,2.1088173488588954e-13,1.039306439619705e-15,2.929346867407125e-23
4.1715409581058156e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559840907152,0.0,0.17647058700586882,0.0,0.0,2.1682356124428708e-23,2.705155763327549e-30,0.0,1.2048421864897674e-16,0.0,0.0,3.813646351637071e-21,0.0,0.11764695078280976,3.342317652913133e-28,0.0,0.0,0.0,1.0911009155774773e-07,5.98826056735373e-09,1.0709784945256326e-10,5.789138428859925e-11,3.887897690416736e-11,1.0113425107596146e-11,2.1487333984320318e-13,1.0511522837260921e-15,3.0364823060665913e-23
4.2107405720502824e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983988175165,0.0,0.1764705870058318,0.0,0.0,2.229935932541231e-23,2.8031368213942653e-30,0.0,1.2363422233191218e-16,0.0,0.0,3.885656017819773e-21,0.0,0.11764694975786759,3.463360518848774e-28,0.0,0.0,0.0,1.1013402734994152e-07,5.988334617972349e-09,1.0810423789131568e-10,5.818255942154349e-11,3.9497141758129006e-11,1.0206450657636705e-11,2.1890183712153408e-13,1.0630476923919708e-15,3.1464322435637394e-23
4.2499401859947493e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559838856386,0.0,0.17647058700579793,0.0,0.0,2.292795802887858e-23,2.9036671612117152e-30,0.0,1.2683403991936214e-16,0.0,0.0,3.958339185398434e-21,0.0,0.11764694873295074,3.5875519394013275e-28,0.0,0.0,0.0,1.1115793779824757e-07,5.988402320118329e-09,1.0911062631322079e-10,5.847064967077884e-11,4.011839143088103e-11,1.0299439328240211e-11,2.229672120947791e-13,1.0749929149147565e-15,3.259241400929585e-23
4.289139799939216e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598378310546,0.0,0.17647058700576695,0.0,0.0,2.356826018205709e-23,3.0067869021572046e-30,0.0,1.3008391806715536e-16,0.0,0.0,4.031695854320133e-21,0.0,0.11764694770805924,3.7149414375898613e-28,0.0,0.0,0.0,1.1218182290329328e-07,5.988464217835016e-09,1.1011701471827549e-10,5.87556877193349e-11,4.074269323914587e-11,1.0392391134025224e-11,2.270694501426326e-13,1.086988197950728e-15,3.3749547215899615e-23
4.328339413883683e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559836805757,0.0,0.1764705870057387,0.0,0.0,2.4220373732170956e-23,3.1125363613209313e-30,0.0,1.3338410081796518e-16,0.0,0.0,4.105726024531947e-21,0.0,0.11764694668319307,3.8455787797386257e-28,0.0,0.0,0.0,1.1320568266570594e-07,5.988520808553325e-09,1.1112340310647666e-10,5.903770590397849e-11,4.1370014845911294e-11,1.0485306089604492e-11,2.312085366505844e-13,1.0990337855430121e-15,3.493617368991598e-23
4.3675390278281497e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983578049243,0.0,0.1764705870057128,0.0,0.0,2.4884406626436827e-23,3.2209560514249486e-30,0.0,1.3673482962899472e-16,0.0,0.0,4.180429695980948e-21,0.0,0.11764694565835225,3.97951397289927e-28,0.0,0.0,0.0,1.1422951708611282e-07,5.98857254708382e-09,1.121297914778213e-10,5.931673621888217e-11,4.200032425676198e-11,1.0578184209584984e-11,2.3538445700991716e-13,1.111129919149269e-15,3.615274724253341e-23
