Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52)
2.85655047005978e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995523552086,0.0,0.1764705899022551,0.0,0.0,6.963603947193174e-30,7.490995011014374e-39,0.0,5.0412847780391916e-23,0.0,0.0,1.789538106255971e-25,0.0,0.1176470592511346,9.259858481700427e-37,0.0,0.0,0.0,7.481320230333892e-10,1.9548989027179357e-10,7.333757230830509e-13,6.600836852625527e-13,2.5731486914618838e-15,7.071501073355916e-14,1.0251293512947797e-17,6.372998688948078e-18
3.4064746262817714e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599550536162,0.0,0.17647058988345535,0.0,0.0,1.1808276721969477e-29,1.5076979857144774e-38,0.0,8.535175744205778e-23,0.0,0.0,2.544344359061687e-25,0.0,0.11764705910696954,1.8637125466266432e-36,0.0,0.0,0.0,8.921558915578618e-10,2.3308936458196306e-10,8.745603535719166e-13,7.865719271270779e-13,3.65520576040798e-15,8.432625179149037e-14,1.45686338540327e-17,7.599911369351071e-18
3.956398782503763e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599548717307,0.0,0.1764705898646648,0.0,0.0,1.8499155925829204e-29,2.732310353303821e-38,0.0,1.3355771439159406e-22,0.0,0.0,3.431702034752112e-25,0.0,0.11764705896280499,3.377492069972482e-36,0.0,0.0,0.0,1.0361792599587353e-09,2.706704468166967e-10,1.0157449837076395e-12,9.128713082554694e-13,4.926123233152633e-15,9.793673571238206e-14,1.9643077171682455e-17,8.826837315167475e-18
4.506322938725754e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995468986717,0.0,0.1764705898458849,0.0,0.0,2.733428072265498e-29,4.5840509102727133e-38,0.0,1.9715883735897312e-22,0.0,0.0,4.451611070500168e-25,0.0,0.11764705881864093,5.6664815506111724e-36,0.0,0.0,0.0,1.180202128237988e-09,3.082301828847255e-10,1.1569296134901994e-12,1.0389821107259218e-12,6.385619029355733e-15,1.1154646253869662e-13,2.547458100027303e-17,1.0053778654515917e-17
5.056247094947746e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599545080286,0.0,0.17647058982711722,0.0,0.0,3.861169212662109e-29,7.245272990005008e-38,0.0,2.7828043783554488e-22,0.0,0.0,5.604071442049617e-25,0.0,0.11764705867447738,8.956091870536473e-36,0.0,0.0,0.0,1.3242244963974533e-09,3.4576562460722465e-10,1.298114242919578e-12,1.1649046161891838e-12,8.033411496128672e-15,1.251554323126744e-13,3.206310309639914e-17,1.1280737512707906e-17
5.738349500787853e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559954282523,0.0,0.17647058980385763,0.0,0.0,5.644036076285696e-29,1.1987506469769034e-37,0.0,4.0642737777746892e-22,0.0,0.0,7.217703699587226e-25,0.0,0.11764705849566376,1.48180930223769e-35,0.0,0.0,0.0,1.5028629878630823e-09,3.9228481530297517e-10,1.4732336190043754e-12,1.320832304819032e-12,1.0338464396778895e-14,1.4203436463021638e-13,4.128697854330187e-17,1.2802632334350039e-17
6.42045190662796e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995405706597,0.0,0.1764705897806218,0.0,0.0,7.905373206092388e-29,1.8750708366394447e-37,0.0,5.688352618981764e-22,0.0,0.0,9.035264342212379e-25,0.0,0.1176470583168509,2.3178259125913613e-35,0.0,0.0,0.0,1.6815007099073954e-09,4.387565169906301e-10,1.6483529945457662e-12,1.476471269202034e-12,1.2932241019048099e-14,1.5891213237837845e-13,5.167537094639883e-17,1.432456141442289e-17
7.102554312468067e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599538316631,0.0,0.17647058975741245,0.0,0.0,1.070205518932562e-28,2.8044360693130384e-37,0.0,7.695383399162212e-22,0.0,0.0,1.1056753387050432e-24,0.0,0.11764705813803884,3.4666368498012704e-35,0.0,0.0,0.0,1.8601376625336628e-09,4.851751616928751e-10,1.8234723695437348e-12,1.6318220438745797e-12,1.5814206822502956e-14,1.7578873563739086e-13,6.322820007160784e-17,1.5846528787176473e-17
7.784656718308175e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599536063198,0.0,0.17647058973423244,0.0,0.0,1.409095646999316e-28,4.04308452270854e-37,0.0,1.0125638278535627e-21,0.0,0.0,1.3282170821298283e-24,0.0,0.11764705795922753,4.997758821992345e-35,0.0,0.0,0.0,2.038773845745271e-09,5.315352069403247e-10,1.9985917439982764e-12,1.7868851624840833e-12,1.8983828155697647e-14,1.9266417448764993e-13,7.594538551927416e-17,1.7368538479827016e-17
8.466759124148282e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599533810417,0.0,0.1764705897110845,0.0,0.0,1.8128951602779472e-28,5.65303392415643e-37,0.0,1.3019312787755412e-21,0.0,0.0,1.5711516655209208e-24,0.0,0.11764705778041701,6.987852573125781e-35,0.0,0.0,0.0,2.217409259545523e-09,5.778311378305407e-10,2.1737111179093875e-12,1.941661157629407e-12,2.2440572415752392e-14,2.095384490094156e-13,8.982684702698823e-17,1.889059451192791e-17
9.14886152998839e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995315583416,0.0,0.17647058968797133,0.0,0.0,2.287291498522763e-28,7.70157479959759e-37,0.0,1.6416532320914726e-21,0.0,0.0,1.834479086549632e-24,0.0,0.11764705760160724,9.520096433998622e-35,0.0,0.0,0.0,2.396043903937853e-09,6.240574707006473e-10,2.348830491277077e-12,2.096150561028289e-12,2.6183907880925487e-14,2.2641155928313434e-13,1.0487250414619048e-16,2.0412700896018793e-17
9.830963935828498e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599529307028,0.0,0.17647058966489565,0.0,0.0,2.837972111027019e-28,1.0261776469976351e-36,0.0,2.0357345639730035e-21,0.0,0.0,2.118199344892476e-24,0.0,0.11764705742279825,1.2684811787386594e-34,0.0,0.0,0.0,2.57467777892562e-09,6.702087543717008e-10,2.5239498641013565e-12,2.2503539033541966e-12,3.021330387375801e-14,2.4328350538913344e-13,1.210822765484445e-16,2.1934861636976163e-17
