Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52)
2.760963352193894e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855592325001256,0.0,0.17647058700542392,0.0,0.0,6.286297917691756e-21,2.373264854872782e-27,0.0,1.3941282041551112e-14,0.0,0.0,1.6705591183402608e-19,0.0,0.11764634245359475,2.9233384462671377e-25,0.0,0.0,0.0,7.168375681532491e-07,5.989112003317865e-09,7.088309609501409e-10,8.532734424839751e-11,5.551376969655713e-10,5.964270959869364e-11,8.715428710077668e-12,2.0100957053977873e-14
2.8464606911271466e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555921047750077,0.0,0.17647058700542295,0.0,0.0,6.888560214071925e-21,2.627015752411171e-27,0.0,1.493197237675869e-14,0.0,0.0,1.7756227364243278e-19,0.0,0.11764632043257307,3.235528738220435e-25,0.0,0.0,0.0,7.388366397613071e-07,5.989111541303701e-09,7.307808297269746e-10,8.533709976768515e-11,5.749602171135743e-10,6.123680697113236e-11,9.238124511461608e-12,2.1282390293410936e-14
2.923408296167074e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555919066730345,0.0,0.17647058700542206,0.0,0.0,7.46244564130661e-21,2.8705622113967575e-27,0.0,1.5853311703157817e-14,0.0,0.0,1.872919200896777e-19,0.0,0.11764630062380525,3.535120446258683e-25,0.0,0.0,0.0,7.586256525329273e-07,5.989111125704207e-09,7.505357045106314e-10,8.534413519725792e-11,5.928021940278517e-10,6.265975416315714e-11,9.720290099377727e-12,2.2375398202992478e-14
3.000355901207001e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591708667312,0.0,0.17647058700542115,0.0,0.0,8.067350845152182e-21,3.1289471422010448e-27,0.0,1.6802807412723457e-14,0.0,0.0,1.9728107005282844e-19,0.0,0.11764628082464998,3.852920912262358e-25,0.0,0.0,0.0,7.784050527722839e-07,5.989110710306634e-09,7.702905725469504e-10,8.534984074212653e-11,6.106454669525755e-10,6.407166824370675e-11,1.0213487769598083e-11,2.3496562466742512e-14
3.0773035062469284e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555915107577884,0.0,0.1764705870054202,0.0,0.0,8.704092283581955e-21,3.402620398470617e-27,0.0,1.7780461427922543e-14,0.0,0.0,2.075297231282243e-19,0.0,0.11764626103510256,4.189478215627264e-25,0.0,0.0,0.0,7.981748451486733e-07,5.9891102951108864e-09,7.90045433829909e-10,8.535446756598543e-11,6.284897847249877e-10,6.547263474616382e-11,1.0717631979860457e-11,2.4645885007138396e-14
3.1542511112868557e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591312944413,0.0,0.17647058700541923,0.0,0.0,9.373486413543786e-21,3.69203205182344e-27,0.0,1.8786275311552814e-14,0.0,0.0,2.180378789121265e-19,0.0,0.11764624125515838,4.545340467935855e-25,0.0,0.0,0.0,8.179350343291229e-07,5.989109880116858e-09,8.098002883535798e-10,8.535821925559121e-11,6.463349437596109e-10,6.686273854086141e-11,1.1232637851064191e-11,2.5823367386988292e-14
3.231198716326783e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855591115227139,0.0,0.17647058700541823,0.0,0.0,1.0076349690959271e-20,3.9976323866971676e-27,0.0,1.9820250335148553e-14,0.0,0.0,2.2880553700071976e-19,0.0,0.1176462214848127,4.921055806576739e-25,0.0,0.0,0.0,8.376856249783931e-07,5.989109465324437e-09,8.2955513611213e-10,8.536126088443121e-11,6.641807789845114e-10,6.824206384022355e-11,1.1758421162128632e-11,2.7029010877836862e-14
3.3081463213667102e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555909176059163,0.0,0.1764705870054172,0.0,0.0,1.0813498570722918e-20,4.319871896169372e-27,0.0,2.0882387534457158e-14,0.0,0.0,2.398326969901132e-19,0.0,0.11764620172406091,5.317172389568105e-25,0.0,0.0,0.0,8.574266217589794e-07,5.9891090507335255e-09,8.493099770998237e-10,8.536372636317404e-11,6.820271564907976e-10,6.96106942038651e-11,1.2294898344891984e-11,2.8262816515441847e-14
3.3850939264066375e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555907200806957,0.0,0.17647058700541615,0.0,0.0,1.1585749506701366e-20,4.6592012785748635e-27,0.0,2.1972687754312413e-14,0.0,0.0,2.5111935847634204e-19,0.0,0.11764618197289832,5.734238391368511e-25,0.0,0.0,0.0,8.771580293311114e-07,5.989108636344021e-09,8.690648113110222e-10,8.536572438511023e-11,6.998739675871356e-10,7.096871254365254e-11,1.284198647904944e-11,2.952478514464735e-14
3.4620415314465648e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855590522651431,0.0,0.17647058700541507,0.0,0.0,1.2393918951732634e-20,5.01607143481009e-27,0.0,2.309115168436824e-14,0.0,0.0,2.626655210553684e-19,0.0,0.1176461622313203,6.172801999538748e-25,0.0,0.0,0.0,8.968798523527552e-07,5.9891082221558256e-09,8.888196387401842e-10,8.536734316053227e-11,7.177211240653342e-10,7.231620112872483e-11,1.3399603287131112e-11,3.081491745511753e-14
3.538989136486492e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855590325318072,0.0,0.17647058700541396,0.0,0.0,1.3238823357625356e-20,5.3909334661500306e-27,0.0,2.4237779888015084e-14,0.0,0.0,2.744711843230831e-19,0.0,0.11764614249932216,6.633411412038539e-25,0.0,0.0,0.0,9.165920954796147e-07,5.989107808168832e-09,9.085744593818656e-10,8.536865424777254e-11,7.355685543692802e-10,7.365324159047528e-11,1.3967667129518924e-11,3.213321401025311e-14
3.6159367415264193e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555901280805707,0.0,0.17647058700541282,0.0,0.0,1.412127917515809e-20,5.7842386724617555e-27,0.0,2.5412572826020195e-14,0.0,0.0,2.865363478753062e-19,0.0,0.11764612277689931,7.116614835014605e-25,0.0,0.0,0.0,9.362947633651319e-07,5.98910739438294e-09,9.283292732307204e-10,8.53697156851083e-11,7.534162004630105e-10,7.497991492749525e-11,1.4546096999502094e-11,3.3479675270831544e-14
3.692884346566347e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855589930938882,0.0,0.17647058700541166,0.0,0.0,1.504210285407857e-20,6.1964385507391805e-27,0.0,2.6615530875895984e-14,0.0,0.0,2.9886101130778926e-19,0.0,0.11764610306404702,7.622960480986559e-25,0.0,0.0,0.0,9.559878606604886e-07,5.989106980798053e-09,9.480840802814994e-10,8.537057455661531e-11,7.712640152648402e-10,7.62963015104789e-11,1.5134812518370805e-11,3.485430161437539e-14
3.7698319516062735e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555897338929564,0.0,0.17647058700541046,0.0,0.0,1.6002110843103088e-20,6.62798479391353e-27,0.0,2.7846654347600847e-14,0.0,0.0,3.1144517421621563e-19,0.0,0.11764608336076071,8.152996567374361e-25,0.0,0.0,0.0,9.756713920146067e-07,5.989106567414071e-09,9.678388805290507e-10,8.537126907204849e-11,7.891119605674662e-10,7.760248108709081e-11,1.5733733930547926e-11,3.625709335085322e-14
3.8467795566462e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555895369427453,0.0,0.17647058700540924,0.0,0.0,1.7002119589915765e-20,7.079329289893993e-27,0.0,2.910594349617895e-14,0.0,0.0,3.242888361962027e-19,0.0,0.11764606366703569,8.707271315310886e-25,0.0,0.0,0.0,9.95345362074151e-07,5.98910615423089e-09,9.875936739683185e-10,8.537183024111013e-11,8.069600053636887e-10,7.88985327867951e-11,1.634278209875849e-11,3.768805073531928e-14
3.923727161686127e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555893400882026,0.0,0.176470587005408,0.0,0.0,1.8042945541167975e-20,7.550924120791827e-27,0.0,3.0393398531960233e-14,0.0,0.0,3.373919968433021e-19,0.0,0.11764604398286731,9.286332948681736e-25,0.0,0.0,0.0,1.015009775483528e-06,5.989105741248412e-09,1.0073484605943442e-09,8.537228322443591e-11,8.248081244954133e-10,8.018453512564744e-11,1.6961878499236665e-11,3.914717397811358e-14
4.000674766726054e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855589143329281,0.0,0.17647058700540671,0.0,0.0,1.9125405142477645e-20,8.043221562287392e-27,0.0,3.1709019628859395e-14,0.0,0.0,3.5075465575300187e-19,0.0,0.11764602430825097,9.890729693342112e-25,0.0,0.0,0.0,1.0346646368848886e-06,5.9891053284665386e-09,1.0271032404022623e-09,8.537264843268426e-11,8.426562975545565e-10,8.146056601105e-11,1.7590945216969885e-11,4.063446325316086e-14
4.077622371765981e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855588946665934,0.0,0.1764705870054054,0.0,0.0,2.0250314838428725e-20,8.556674083111759e-27,0.0,3.3052806931152134e-14,0.0,0.0,3.6437681252072726e-19,0.0,0.11764600464318198,1.0521009776475603e-24,0.0,0.0,0.0,1.0543099509181294e-06,5.989104915885171e-09,1.0468580133873047e-09,8.537294242385832e-11,8.605045079857144e-10,8.272670274646917e-11,1.8229904940979815e-11,4.214991870474685e-14
4.154569976805908e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555887500981114,0.0,0.17647058700540408,0.0,0.0,2.1418491072570546e-20,9.09173434462339e-27,0.0,3.442476055898708e-14,0.0,0.0,3.7825846674184204e-19,0.0,0.11764598498765576,1.117772142607071e-24,0.0,0.0,0.0,1.073945722220892e-06,5.989104503504209e-09,1.0666127795447951e-09,8.537317863309345e-11,8.783527423563719e-10,8.398302203611716e-11,1.8878680959639856e-11,4.369354045303014e-14
4.3084651868857624e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855588357248857,0.0,0.17647058700540133,0.0,0.0,2.3887908924447425e-20,1.0228489696437433e-26,0.0,3.725316717503398e-14,0.0,0.0,4.0680026592539487e-19,0.0,0.11764594570521295,1.2572632338348577e-24,0.0,0.0,0.0,1.1131886551742898e-06,5.98910367934311e-09,1.1061222913588828e-09,8.537351898101369e-11,9.140492416514817e-10,8.646651212642135e-11,2.020537800341246e-11,4.686528322347869e-14
4.462360396965617e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555879647811405,0.0,0.17647058700539847,0.0,0.0,2.6540190225789793e-20,1.1457112749551848e-26,0.0,4.0194240105380246e-14,0.0,0.0,4.363800500653875e-19,0.0,0.1176459064608855,1.4079848255856931e-24,0.0,0.0,0.0,1.152393472801184e-06,5.989102855982431e-09,1.145631775808971e-09,8.53737343190698e-11,9.497457306184939e-10,8.891163810614209e-11,2.1570434466703946e-11,5.014969219296586e-14
4.6162556070454715e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855587572694587,0.0,0.17647058700539545,0.0,0.0,2.93818664876909e-20,1.278123170129072e-26,0.0,4.324797980484144e-14,0.0,0.0,4.669978159226416e-19,0.0,0.11764586725463637,1.570375499673101e-24,0.0,0.0,0.0,1.1915602121216856e-06,5.989102033421398e-09,1.1851412328609539e-09,8.537386764120419e-11,9.8544216628483e-10,9.131899250504446e-11,2.29732577638395e-11,5.354676781638583e-14
4.770150817125326e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855587180988818,0.0,0.17647058700539234,0.0,0.0,3.241946920463993e-20,1.420447781012826e-26,0.0,4.641438660887535e-14,0.0,0.0,4.986535602571104e-19,0.0,0.1176458280864286,1.7448738366199123e-24,0.0,0.0,0.0,1.2306889101199491e-06,5.989101211659227e-09,1.2246506624821502e-09,8.537394725763101e-11,1.0211385203617177e-09,9.368915870197339e-11,2.4413264461526903e-11,5.705651042927456e-14
4.924046027205181e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285558678966346,0.0,0.17647058700538912,0.0,0.0,3.565952985450737e-20,1.57304853927041e-26,0.0,4.969346076965542e-14,0.0,0.0,5.313472798279158e-19,0.0,0.11764578895622523,1.9319184152915013e-24,0.0,0.0,0.0,1.269779603744208e-06,5.98910039069512e-09,1.2641600646412705e-09,8.537399155725631e-11,1.0568347744817412e-09,9.602271106609048e-11,2.588988013758828e-11,6.067892028388318e-14
5.077941237285035e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555863987181374,0.0,0.1764705870053858,0.0,0.0,3.910857989853126e-20,1.736289182156937e-26,0.0,5.308520248247143e-14,0.0,0.0,5.650789713933853e-19,0.0,0.11764574986398936,2.1319478126195427e-24,0.0,0.0,0.0,1.3088323299068071e-06,5.989099570528292e-09,1.3036694393083934e-09,8.537401248863472e-11,1.0925309167178556e-09,9.832021509599183e-11,2.740253924181161e-11,6.441399757557862e-14
5.23183644736489e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555860081524764,0.0,0.17647058700538235,0.0,0.0,4.277315078130443e-20,1.9105337523543898e-26,0.0,5.658961190404811e-14,0.0,0.0,5.998486317110868e-19,0.0,0.11764571080968408,2.3454006034014664e-24,0.0,0.0,0.0,1.3478471254842422e-06,5.9890987511579585e-09,1.343178786454931e-09,8.537401797025124e-11,1.1282269391730927e-09,1.0058222755673389e-10,2.895068495889482e-11,6.82617424611623e-14
5.385731657444744e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855585617966102,0.0,0.1764705870053788,0.0,0.0,4.6659773930762747e-20,2.0961465978635548e-26,0.0,6.020668916343407e-14,0.0,0.0,6.356562575378635e-19,0.0,0.11764567179327261,2.5727153601695547e-24,0.0,0.0,0.0,1.3868240273171906e-06,5.989097932583338e-09,1.3826881060536077e-09,8.537401331658465e-11,1.1639228365544845e-09,1.0280929661473488e-10,3.0533769073514605e-11,7.222215506975907e-14
5.539626867524599e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855585228158642,0.0,0.17647058700537513,0.0,0.0,5.077498075817421e-20,2.2934923719318324e-26,0.0,6.393643436816659e-14,0.0,0.0,6.725018456298679e-19,0.0,0.11764563281471807,2.8143306531044846e-24,0.0,0.0,0.0,1.425763072210547e-06,5.989097114803644e-09,1.4221973980784242e-09,8.537400203842997e-11,1.199618605372738e-09,1.050019619705598e-10,3.215125183751264e-11,7.629523550898201e-14
5.6935220776044534e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855584838729722,0.0,0.17647058700537135,0.0,0.0,5.512530265812905e-20,2.50293603299518e-26,0.0,6.777884760860394e-14,0.0,0.0,7.10385392742595e-19,0.0,0.11764559387398375,3.0706850499663694e-24,0.0,0.0,0.0,1.4646642969334602e-06,5.989096297818091e-09,1.4617066625046356e-09,8.537398640068576e-11,1.2353142433844411e-09,1.0716075498964332e-10,3.380260183914428e-11,8.048098386926473e-14
5.847417287684308e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555844496789706,0.0,0.17647058700536747,0.0,0.0,5.971727100853067e-20,2.7248428446263516e-26,0.0,7.17339289614665e-14,0.0,0.0,7.493068956309157e-19,0.0,0.11764555497103288,3.342217116033612e-24,0.0,0.0,0.0,1.5035277382193651e-06,5.989095481625901e-09,1.5012158993087205e-09,8.537396787551464e-11,1.271009749138902e-09,1.0928619883100543e-10,3.548729587433499e-11,8.477940022740245e-14
6.155207707844016e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855583672710485,0.0,0.17647058700535936,0.0,0.0,6.965227248880691e-20,3.2075084993320344e-26,0.0,7.998209625480342e-14,0.0,0.0,8.302637557508821e-19,0.0,0.11764547727833478,3.9325685042157956e-24,0.0,0.0,0.0,1.5811414172355357e-06,5.989093851618488e-09,1.5802342899623973e-09,8.537392553698599e-11,1.3424003605877892e-09,1.1343909133795018e-10,3.895466351390695e-11,9.371423718787635e-14
6.4629981280037246e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855582897250211,0.0,0.17647058700535076,0.0,0.0,8.063223588820142e-20,3.744417545896699e-26,0.0,8.868093666055577e-14,0.0,0.0,9.153724000174243e-19,0.0,0.11764539973633063,4.588893288535933e-24,0.0,0.0,0.0,1.6586044024136043e-06,5.9890922247751755e-09,1.6592525698747778e-09,8.537387980934681e-11,1.413790435104261e-09,1.1746466539999262e-10,4.254932851128229e-11,1.0309974680337247e-13
6.770788548163433e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855582123295185,0.0,0.17647058700534174,0.0,0.0,9.270941162847828e-20,4.338503074162954e-26,0.0,9.783045045811055e-14,0.0,0.0,1.0046328024501685e-18,0.0,0.11764532234472784,5.314699897644389e-24,0.0,0.0,0.0,1.7359169863389307e-06,5.989090601089728e-09,1.7382707388991116e-09,8.537383310058938e-11,1.4851799704513516e-09,1.2136682353812775e-10,4.626738802751595e-11,1.129359293538614e-13
7.078578968323141e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285558135084245,0.0,0.17647058700533227,0.0,0.0,1.0593604986381775e-19,4.9927030531500846e-26,0.0,1.0743063780348191e-13,0.0,0.0,1.0980449370616308e-18,0.0,0.11764524510323442,6.1134967170392455e-24,0.0,0.0,0.0,1.8130794610287915e-06,5.989088980555946e-09,1.8172887969057838e-09,8.537378624368888e-11,1.5565689659667686e-09,1.2514934866490035e-10,5.010505884971376e-11,1.2322278499593428e-13
7.38636938848285e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555805798890516,0.0,0.17647058700532237,0.0,0.0,1.2036440048071396e-19,5.709960330259322e-26,0.0,1.174814987385346e-13,0.0,0.0,1.1956087778580961e-18,0.0,0.11764516801155887,6.988792088177806e-24,0.0,0.0,0.0,1.8900921179334869e-06,5.989087363167642e-09,1.8963067437815575e-09,8.537373926244306e-11,1.6279574217970519e-09,1.288159077456169e-10,5.405867372905677e-11,1.3396031377202647e-13
8.001950228802267e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555790424685024,0.0,0.17647058700530113,0.0,0.0,1.5303523706650627e-19,7.345442555819103e-26,0.0,1.3893524102306448e-13,0.0,0.0,1.4031914740049284e-18,0.0,0.11764501427649851,8.982911626266486e-24,0.0,0.0,0.0,2.043669141360285e-06,5.98908413780277e-09,2.054342303765061e-09,8.537364481584725e-11,1.7707327151928883e-09,1.3581523682987843e-10,6.229962554400949e-11,1.5678739037390152e-13
8.555972985089742e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555776638882774,0.0,0.17647058700528048,0.0,0.0,1.8707301171798887e-19,9.062655019056288e-26,0.0,1.5978491108396972e-13,0.0,0.0,1.6042144748221572e-18,0.0,0.11764487642440913,1.1074439007988265e-23,0.0,0.0,0.0,2.181378997878876e-06,5.989081245670067e-09,2.196573926856667e-09,8.537356020039054e-11,1.8992286344159196e-09,1.4175256541310654e-10,7.007847204317737e-11,1.7887305976765497e-13
9.05459346574847e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555764272810485,0.0,0.17647058700526067,0.0,0.0,2.217220624273778e-19,1.0821655299749832e-25,0.0,1.7979806683986525e-13,0.0,0.0,1.7966358905471174e-18,0.0,0.1176447527687488,1.321479533696015e-23,0.0,0.0,0.0,2.3049066489544957e-06,5.9890786513834705e-09,2.3245820788605294e-09,8.537348531224548e-11,2.014873467294034e-09,1.4681894191585576e-10,7.735658905842271e-11,1.9999861366810614e-13
9.553213946407197e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555751945593805,0.0,0.17647058700523965,0.0,0.0,2.604052102274004e-19,1.2796032698386596e-25,0.0,2.0099396485348275e-13,0.0,0.0,1.9999526057741786e-18,0.0,0.11764462950139545,1.561502236479983e-23,0.0,0.0,0.0,2.428045993331361e-06,5.9890760652484345e-09,2.4525899382109178e-09,8.537341114000325e-11,2.130516885628357e-09,1.5163607844322853e-10,8.48838844989776e-11,2.2230690863968765e-13
1e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555740932766804,0.0,0.1764705870052198,0.0,0.0,2.9867602612703386e-19,1.475850935465226e-25,0.0,2.2099113058675208e-13,0.0,0.0,2.1913885333628775e-18,0.0,0.11764451937723668,1.7998714716107162e-23,0.0,0.0,0.0,2.538055450629488e-06,5.989073754860072e-09,2.5672904059058614e-09,8.537334475189565e-11,2.2341373142213935e-09,1.5575078966265182e-10,9.183027862778423e-11,2.4330083035165596e-13
1.0051834427065924e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555739657109475,0.0,0.17647058700521745,0.0,0.0,3.0334458817967326e-19,1.4998459036824307e-25,0.0,2.2337260219670133e-13,0.0,0.0,2.2141645098952837e-18,0.0,0.11764450662112845,1.8290034345047665e-23,0.0,0.0,0.0,2.5507982516434027e-06,5.989073487239064e-09,2.580597504868245e-09,8.537333704702344e-11,2.2461588907683807e-09,1.5621623333299008e-10,9.264809927801205e-11,2.457979417565213e-13
1.0550454907724651e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555727407234627,0.0,0.17647058700519405,0.0,0.0,3.507623275073474e-19,1.744163969533908e-25,0.0,2.469339753868686e-13,0.0,0.0,2.4392714923031803e-18,0.0,0.11764438412673102,2.1254745182810597e-23,0.0,0.0,0.0,2.6731646406875025e-06,5.9890709173296e-09,2.7086047788669703e-09,8.53732631363756e-11,2.3617994833215446e-09,1.605710620034667e-10,1.0063757730507958e-10,2.704717095381635e-13
1.1049075388383379e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855571519584686,0.0,0.17647058700516946,0.0,0.0,4.028805575976676e-19,2.0138313606235487e-25,0.0,2.716780804118215e-13,0.0,0.0,2.6752734423975752e-18,0.0,0.11764426201699017,2.4524068427956355e-23,0.0,0.0,0.0,2.795146373435568e-06,5.989068355494388e-09,2.8366117603099683e-09,8.537318983798041e-11,2.4774386635661137e-09,1.6471164687329156e-10,1.0884123556069411e-10,2.9632820797462835e-13
1.1547695869042106e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555703022824197,0.0,0.17647058700514373,0.0,0.0,4.599214060051703e-19,2.3101253247841475e-25,0.0,2.976049127511054e-13,0.0,0.0,2.9221702495906332e-18,0.0,0.11764414029069675,2.8112917268792157e-23,0.0,0.0,0.0,2.9167446590465464e-06,5.989065801707807e-09,2.964618449363426e-09,8.537311724868615e-11,2.5930764321111175e-09,1.686485252222581e-10,1.1724853623033727e-10,3.233674325476074e-13
1.2046316349700833e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855569088804512,0.0,0.17647058700511678,0.0,0.0,5.221069984550708e-19,2.634326463863078e-25,0.0,3.247144674014959e-13,0.0,0.0,3.1799618033121916e-18,0.0,0.11764401894664543,3.203620452590749e-23,0.0,0.0,0.0,3.0379607028784167e-06,5.9890632559443385e-09,3.0926248462519494e-09,8.537304515782857e-11,2.7087127898708073e-09,1.723917161283076e-10,1.25849459762537e-10,3.515893782559934e-13
1.254493683035956e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555678791388506,0.0,0.17647058700508864,0.0,0.0,5.896594588470849e-19,2.9877187331610477e-25,0.0,3.5300673890385425e-13,0.0,0.0,3.4486479930144984e-18,0.0,0.1176438979836346,3.630884264635203e-23,0.0,0.0,0.0,3.1587957065001306e-06,5.989060718178636e-09,3.2206309512540713e-09,8.537297344776008e-11,2.8243477376641325e-09,1.7595074581396442e-10,1.3463447951790575e-10,3.809940396427365e-13
1.3043557311018288e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855566673273367,0.0,0.1764705870050593,0.0,0.0,6.628009092594283e-19,3.3715894408894372e-25,0.0,3.8248172136692434e-13,0.0,0.0,3.728228708176667e-18,0.0,0.11764377740046646,4.0945743698050565e-23,0.0,0.0,0.0,3.279250867703531e-06,5.989058188385364e-09,3.3486367646979687e-09,8.53729022066166e-11,2.939981276101987e-09,1.7933467205149985e-10,1.4359453735965686e-10,4.1158141081864283e-13
1.3542177791677015e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555654711960343,0.0,0.17647058700502882,0.0,0.0,7.417534699531643e-19,3.7872292476554436e-25,0.0,4.131394084874207e-13,0.0,0.0,4.0187038383087175e-18,0.0,0.11764365719594701,4.596181936456889e-23,0.0,0.0,0.0,3.399327380515223e-06,5.989055666539217e-09,3.476642286957537e-09,8.537283152977533e-11,3.0556134057857642e-09,1.8255210712247884e-10,1.527210206900973e-10,4.4335148548246345e-13
1.4040798272335742e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555642728948705,0.0,0.17647058700499713,0.0,0.0,8.267392593767252e-19,4.235932165964325e-25,0.0,4.4497979356973907e-13,0.0,0.0,4.3200732729553194e-18,0.0,0.11764353736888596,5.137198094009893e-23,0.0,0.0,0.0,3.5190264352084116e-06,5.98905315261512e-09,3.6046475184486716e-09,8.53727613928e-11,3.1712441274344277e-09,1.856112398039585e-10,1.6200574046068176e-10,4.76304256940606e-13
1.453941875299447e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855563078357929,0.0,0.17647058700496424,0.0,0.0,9.179803941706965e-19,4.718995559742921e-25,0.0,4.780028695460443e-13,0.0,0.0,4.632336901699203e-18,0.0,0.11764341791809681,5.719113932471357e-23,0.0,0.0,0.0,3.6383492183146956e-06,5.989050646588081e-09,3.732652459625857e-09,8.537269172958095e-11,3.2868734418063803e-09,1.8851985610973893e-10,1.7144091042731507e-10,5.104397181272234e-13
1.5038039233653197e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285556188757331,0.0,0.17647058700493015,0.0,0.0,1.0156989891727285e-18,5.237720143878992e-25,0.0,5.122086289956842e-13,0.0,0.0,4.9554946141643114e-18,0.0,0.11764329884239672,6.343420501982459e-23,0.0,0.0,0.0,3.757296912635837e-06,5.989048148432989e-09,3.860657110978936e-09,8.537262253180536e-11,3.402501349600003e-09,1.912853591447171e-10,1.810191272927423e-10,5.457578616236291e-13
1.5536659714311924e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855560700529151,0.0,0.17647058700489493,0.0,0.0,1.1201171574226418e-18,5.793409983780453e-25,0.0,5.475970641627348e-13,0.0,0.0,5.28954630001867e-18,0.0,0.11764318014060661,7.011608812389269e-23,0.0,0.0,0.0,3.875870697255477e-06,5.989045658124967e-09,3.988661473030134e-09,8.537255383383698e-11,3.518127851468788e-09,1.9391478789234643e-10,1.9073335191608198e-10,5.822586796758431e-13
1.603528019497065e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555595172136333,0.0,0.1764705870048585,0.0,0.0,1.2314570101676318e-18,6.3873724949498775e-25,0.0,5.841681669723946e-13,0.0,0.0,5.6344918489770375e-18,0.0,0.11764306181155114,7.725169832833417e-23,0.0,0.0,0.0,3.994071747550834e-06,5.989043175639404e-09,4.11666554633126e-09,8.537248564927422e-11,3.6337529480847914e-09,1.9641483516639428e-10,2.00576891358238e-10,6.199421642109859e-13
1.6533900675629378e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855558337614973,0.0,0.17647058700482085,0.0,0.0,1.349940656867617e-18,7.020918442575943e-25,0.0,6.219219290468751e-13,0.0,0.0,5.9903311508032974e-18,0.0,0.11764294385405857,8.485594491364296e-23,0.0,0.0,0.0,4.111901235204344e-06,5.9890407009514526e-09,4.244669331461106e-09,8.537241796008172e-11,3.749376640149512e-09,1.9879186460737883e-10,2.1054338188284794e-10,6.588083068531723e-13
