Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35)
1.7459702729113492e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285474435319781,0.0,0.17644130667488592,0.0,6.288741118559821e-08,1.194651327607486e-06,6.687458121645682e-11,0.0,2.9153293523622952e-05,0.0,0.0,2.938285100298906e-10,0.0,0.11756297175625806,2.903197272743076e-11,0.0,1.7454056509265308e-07,0.0,4.145646327961294e-05,5.9867225383842635e-09,3.9942938804916576e-05,9.171976286494151e-11,1.0764699332405459e-05,1.5391846609364396e-10,2.7031776288722525e-06,2.5057349331005387e-05,1.02684326793188e-08,4.1039999341826465e-06,4.2101582211091105e-10,5.148633419071918e-10,2.2135037323260495e-11
1.754715730573125e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854742166703436,0.0,0.1764411122553466,0.0,6.374908576597723e-08,1.2107091562488948e-06,6.803363149836726e-11,0.0,2.9346525426695947e-05,0.0,0.0,2.9574041265640376e-10,0.0,0.1175627661253861,2.93886477927712e-11,0.0,1.759596420992485e-07,0.0,4.14563590109551e-05,5.986714168315517e-09,4.011342595979589e-05,9.171261675175747e-11,1.0769053987515874e-05,1.5368440301086051e-10,2.711256809845212e-06,2.5202436904318354e-05,1.03365596089256e-08,4.152190109308913e-06,4.2667603595466133e-10,5.173983440274504e-10,2.2438539597660086e-11
1.763461188234901e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854739980595586,0.0,0.17644091775327106,0.0,6.46177501203423e-08,1.2268893910779486e-06,6.92068545043861e-11,0.0,2.9539835047938386e-05,0.0,0.0,2.9765143779652026e-10,0.0,0.11756256054974899,2.974787292657047e-11,0.0,1.7738143425940962e-07,0.0,4.145625476750662e-05,5.986705798567137e-09,4.0283596368870174e-05,9.170541341636481e-11,1.0773312088851571e-05,1.5345151529122367e-10,2.719299521147664e-06,2.5347324165096113e-05,1.0404713949047505e-08,4.200658280564029e-06,4.323794040895375e-10,5.199312961418888e-10,2.274450557870047e-11
1.772206645896677e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854737794877277,0.0,0.17644072317038667,0.0,6.549341760704995e-08,1.2431921140515148e-06,7.039435101719397e-11,0.0,2.97332206689298e-05,0.0,0.0,2.9956155163769196e-10,0.0,0.11756235502910252,3.0109651554552176e-11,0.0,1.788059100782531e-07,0.0,4.1456150549225116e-05,5.9866974291744844e-09,4.04534501168368e-05,9.169815431176014e-11,1.077747541781812e-05,1.5321979469573064e-10,2.7273059445106174e-06,2.5492009780815073e-05,1.047289509170903e-08,4.249404062106373e-06,4.381259553832502e-10,5.224621834833825e-10,2.3052939978856703e-11
1.780952103558453e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854735609551484,0.0,0.1764405285083892,0.0,6.637610143014205e-08,1.2596174031748379e-06,7.159622195268444e-11,0.0,2.992668060291832e-05,0.0,0.0,3.014707208540699e-10,0.0,0.11756214956320385,3.047398702755744e-11,0.0,1.802330382207637e-07,0.0,4.145604635606808e-05,5.986689060172283e-09,4.0622987295131336e-05,9.169084086350341e-11,1.0781545723949133e-05,1.5298923305717617e-10,2.7352762605376907e-06,2.5636492453149795e-05,1.0541102440139491e-08,4.298427065572922e-06,4.439157173097196e-10,5.249909913676821e-10,2.3363847456138772e-11
1.789697561220229e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854733424621143,0.0,0.1764403337689433,0.0,6.726581464012698e-08,1.2761653325263803e-06,7.281256835701462e-11,0.0,3.0120213194254063e-05,0.0,0.0,3.0337891260081006e-10,0.0,0.11756194415181144,3.084088262174832e-11,0.0,1.816627875112148e-07,0.0,4.1455942187992964e-05,5.986680691594646e-09,4.079220800189285e-05,9.168347447041612e-11,1.0785524725480417e-05,1.527598222793449e-10,2.7432106487138945e-06,2.5780770917341232e-05,1.0609335408572523e-08,4.347726900144265e-06,4.497487159574742e-10,5.275177052881504e-10,2.3677232614367443e-11
1.7984430188820048e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547312400891417,0.0,0.1764401389536831,0.0,6.816257013475835e-08,1.2928359722827004e-06,7.404349140366468e-11,0.0,3.0313816817832755e-05,0.0,0.0,3.052860945084489e-10,0.0,0.1175617387946851,3.121034153881984e-11,0.0,1.8309512693274066e-07,0.0,4.145583804495699e-05,5.986672323475027e-09,4.096111234192173e-05,9.16760565062081e-11,1.0789414109906649e-05,1.5253155433623589e-10,2.751109287414322e-06,2.5924843941576312e-05,1.0677593422049208e-08,4.397303172608392e-06,4.556249760387977e-10,5.300423109388212e-10,2.3993100003449132e-11
1.8071884765437808e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854729055958328,0.0,0.17643994406421265,0.0,6.906638065981141e-08,1.3096293887433587e-06,7.528909239050515e-11,0.0,3.0507489878549338e-05,0.0,0.0,3.0719223467735203e-10,0.0,0.11756153349158575,3.158236690622028e-11,0.0,1.8453002562703965e-07,0.0,4.1455733926917126e-05,5.986663955846257e-09,4.112970042663581e-05,9.166858831856299e-11,1.0793215534526463e-05,1.5230442127124893e-10,2.7589723539127286e-06,2.6068710326378827e-05,1.0745875916224722e-08,4.447155487423312e-06,4.6154452089860705e-10,5.325647941243489e-10,2.431145411964997e-11
1.8159339342055567e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547268722315056,0.0,0.17643974910210658,0.0,6.997725880985796e-08,1.3265456443558401e-06,7.654947273687343e-11,0.0,3.07012308107613e-05,0.0,0.0,3.090973016722308e-10,0.0,0.11756132824227583,3.195696177738025e-11,0.0,1.8596745289398156e-07,0.0,4.145562983383023e-05,5.9866555887405965e-09,4.12979723740251e-05,9.166107122951098e-11,1.0796930626976705e-05,1.5207841519643244e-10,2.7668000243900295e-06,2.6212368904011115e-05,1.0814182337178465e-08,4.497283446778489e-06,4.675073725227586e-10,5.350851407764885e-10,2.4632299405869382e-11
1.8246793918673326e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854724688911436,0.0,0.17643955406891046,0.0,7.089521702903939e-08,1.343584797740496e-06,7.782473398065927e-11,0.0,3.089503807776158e-05,0.0,0.0,3.1100126451672703e-10,0.0,0.11756112304651892,3.23341291319502e-11,0.0,1.874073781911458e-07,0.0,4.145552576565308e-05,5.986647222189679e-09,4.146592830860866e-05,9.165350653760343e-11,1.0800560985759187e-05,1.5185352829174287e-10,2.7745924739427093e-06,2.6355818537886483e-05,1.0882512141227597e-08,4.54768665065514e-06,4.735135515471467e-10,5.376033370172842e-10,2.4955640251913045e-11
1.8334248495291086e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854722506000836,0.0,0.1764393589661416,0.0,7.182026761183787e-08,1.3607469037154963e-06,7.911497777539986e-11,0.0,3.108891017126068e-05,0.0,0.0,3.129040926880641e-10,0.0,0.1175609179040798,3.27138718760455e-11,0.0,1.8884977113345363e-07,0.0,4.145542172234212e-05,5.986638856224522e-09,4.163356836139217e-05,9.164589551674407e-11,1.080410818075907e-05,1.5162975280425958e-10,2.78234987659116e-06,2.6499058121992037e-05,1.095086479474374e-08,4.598364696885434e-06,4.795630772667963e-10,5.401193691166087e-10,2.5281480994764994e-11
1.8421703071908845e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547203235023794,0.0,0.17643916379528932,0.0,7.275242270384549e-08,1.3780320133218064e-06,8.042030588738454e-11,0.0,3.128284561087807e-05,0.0,0.0,3.14805756111765e-10,0.0,0.11756071281472469,3.309619284249926e-11,0.0,1.902946014927924e-07,0.0,4.145531770385364e-05,5.98663049087562e-09,4.180089266982548e-05,9.163823941611563e-11,1.080757375375406e-05,1.5140708104745916e-10,2.7900724052879323e-06,2.664208658032179e-05,1.1019239773973028e-08,4.64931718121056e-06,4.85655967644112e-10,5.426332234583998e-10,2.5609825918859255e-11
1.8509157648526605e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854718141418697,0.0,0.17643896855781546,0.0,7.36916943025314e-08,1.3954401738481722e-06,8.174082019276964e-11,0.0,3.147684294364271e-05,0.0,0.0,3.1670622515643585e-10,0.0,0.1175605077782209,3.3481094791122364e-11,0.0,1.9174183919756516e-07,0.0,4.145521371014382e-05,5.986622126172859e-09,4.1967901377759284e-05,9.163053946304818e-11,1.0810959218913844e-05,1.511855054005041e-10,2.7977602319259074e-06,2.6784902866319952e-05,1.1087636564859407e-08,4.700543697337769e-06,4.917922393178433e-10,5.451448865885433e-10,2.594067925635067e-11
1.8596612225144364e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854715959752374,0.0,0.17643877325515503,0.0,7.463809425800684e-08,1.4129714288561237e-06,8.307662267470343e-11,0.0,3.167090074350225e-05,0.0,0.0,3.186054706286124e-10,0.0,0.11756030279433705,3.3868580408970654e-11,0.0,1.9319145433228605e-07,0.0,4.145510974116858e-05,5.9866137621455205e-09,4.2134594635401527e-05,9.162279686163487e-11,1.0814266063290298e-05,1.5096501830749408e-10,2.805413527346377e-06,2.692750596233416e-05,1.1156054662870971e-08,4.752043836996318e-06,4.97971907612398e-10,5.476543452197561e-10,2.6274045187384874e-11
1.8684066801762124e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547137785059523,0.0,0.17643857788871647,0.0,7.559163427378857e-08,1.4306258182049813e-06,8.442781542046224e-11,0.0,3.186501761084115e-05,0.0,0.0,3.2050346376767254e-10,0.0,0.11756009786284301,3.425865231061902e-11,0.0,1.946434171372212e-07,0.0,4.1455005796883585e-05,5.986605398822399e-09,4.2300972599273605e-05,9.16150127919595e-11,1.0817495747299204e-05,1.5074561227677254e-10,2.813032461347055e-06,2.7069894879078413e-05,1.1224493572829415e-08,4.8038171899923745e-06,5.041949865460945e-10,5.501615861891118e-10,2.660992784036782e-11
1.8771521378379883e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854711597681931,0.0,0.1764383824598824,0.0,7.655232590756015e-08,1.4484033780768752e-06,8.579450061859674e-11,0.0,3.205919217200729e-05,0.0,0.0,3.224001762408087e-10,0.0,0.1175598929835098,3.465131303844233e-11,0.0,1.9609769800797037e-07,0.0,4.145490187724438e-05,5.986597036231713e-09,4.246703543216708e-05,9.160718841383042e-11,1.0820649705193604e-05,1.5052727988023911e-10,2.8206172026900046e-06,2.7212068655105712e-05,1.129295280874258e-08,4.855863344262932e-06,5.10461488839925e-10,5.52666596471187e-10,2.6948331292234604e-11
1.8858975954997642e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547094172827636,0.0,0.1764381869700098,0.0,7.75201805719313e-08,1.4663041410017696e-06,8.717678055609006e-11,0.0,3.225342307884693e-05,0.0,0.0,3.242955801380641e-10,0.0,0.11755968815610976,3.504656506290277e-11,0.0,1.9755426749503394e-07,0.0,4.145479798220626e-05,5.98658867440108e-09,4.263278330310007e-05,9.159932486530989e-11,1.0823729345528816e-05,1.5031001375263667e-10,2.8281679191094867e-06,2.735402635628993e-05,1.1361431893639926e-08,4.908181885928683e-06,5.167714259270574e-10,5.551693632052029e-10,2.7289259568717463e-11
1.8946430531615402e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854707237310858,0.0,0.17643799142043068,0.0,7.849520953519529e-08,1.484328135882488e-06,8.857475761552684e-11,0.0,3.2447709008247996e-05,0.0,0.0,3.2618964796742877e-10,0.0,0.11755948338041639,3.5444410782843275e-11,0.0,1.9901309630343072e-07,0.0,4.1454694111724335e-05,5.986580313357668e-09,4.279821638727375e-05,9.159142326092732e-11,1.0826736051619236e-05,1.5009380659088503e-10,2.8356847773197363e-06,2.749576707531711e-05,1.142993035941087e-08,4.960772399345939e-06,5.231248079611818e-10,5.576698736709621e-10,2.7632716644613072e-11
1.903388510823316e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547050577685823,0.0,0.1764377958124523,0.0,7.947742392208445e-08,1.502475388019749e-06,8.998853427227411e-11,0.0,3.2642048661691515e-05,0.0,0.0,3.2808235264999566e-10,0.0,0.1175592786562043,3.584485252578726e-11,0.0,2.0047415529230501e-07,0.0,4.145459026575341e-05,5.9865719531280994e-09,4.29633348660286e-05,9.158348469644388e-11,1.0829671181986853e-05,1.4987865115341515e-10,2.8431679430226624e-06,2.7637289931185756e-05,1.1498447746646103e-08,5.013634467157562e-06,5.295216438250062e-10,5.601681152758999e-10,2.7978706444049396e-11
1.912133968485092e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547028786582557,0.0,0.17643760014735807,0.0,8.046683471452361e-08,1.5207459191371947e-06,9.141821309167404e-11,0.0,3.2836440764810916e-05,0.0,0.0,3.2997366751517695e-10,0.0,0.1175590739832495,3.624789254824399e-11,0.0,2.0193741547449736e-07,0.0,4.1454486444248184e-05,5.98656359373839e-09,4.312813892680052e-05,9.157551024751008e-11,1.0832536070801738e-05,1.496645402594936e-10,2.850617580915468e-06,2.7778594068716038e-05,1.1566983604481693e-08,5.066767670342963e-06,5.359619411398925e-10,5.626640755787368e-10,2.8327232840751602e-11
1.920879426146868e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854700699982155,0.0,0.17643740442640732,0.0,8.146345275238155e-08,1.5391397474064237e-06,9.286389672624893e-11,0.0,3.303088406695926e-05,0.0,0.0,3.318635662959775e-10,0.0,0.11755886936132903,3.6653533036019613e-11,0.0,2.0340284801613885e-07,0.0,4.145438264716308e-05,5.9865552352141554e-09,4.329262876307707e-05,9.156750096646403e-11,1.0835332028314909e-05,1.4945146678858097e-10,2.8580338546982006e-06,2.7919678658067862e-05,1.1635537490445909e-08,5.120171588267154e-06,5.424457062743923e-10,5.651577422880901e-10,2.8678299658307214e-11
1.929624883808644e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546985217425125,0.0,0.17643720865083626,0.0,8.246728873422064e-08,1.5576568874720215e-06,9.43256879129182e-11,0.0,3.322537734078411e-05,0.0,0.0,3.3375202312432715e-10,0.0,0.11755866479022112,3.7061776104533706e-11,0.0,2.0487042423626355e-07,0.0,4.1454278874452244e-05,5.986546877580493e-09,4.345680457435357e-05,9.155945788826719e-11,1.0838060341283452e-05,1.492394236796874e-10,2.8654169270812265e-06,2.8060542894267423e-05,1.1704108970308795e-08,5.173845798728892e-06,5.48972944352443e-10,5.676491032423982e-10,2.9031910670430888e-11
1.93837034147042e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854696343941516,0.0,0.17643701282185817,0.0,8.347835321804437e-08,1.5762973504765826e-06,9.580368947022829e-11,0.0,3.341991938180997e-05,0.0,0.0,3.356390125264692e-10,0.0,0.11755846026970526,3.747262379914107e-11,0.0,2.0634011560639163e-07,0.0,4.1454175126069665e-05,5.9865385208618816e-09,4.3620666566089155e-05,9.155138202962624e-11,1.0840722273387998e-05,1.4902840393073255e-10,2.872766959792643e-06,2.8201185996742296e-05,1.177269761793448e-08,5.2277898780079164e-06,5.555436592630425e-10,5.701381464183183e-10,2.93880696012283e-11
1.9471157991321958e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546941665813064,0.0,0.1764368169406638,0.0,8.449665662204297e-08,1.5950611440857287e-06,9.729800429559509e-11,0.0,3.3614509008028144e-05,0.0,0.0,3.375245094184045e-10,0.0,0.11755825579956206,3.788607809545846e-11,0.0,2.0781189375010984e-07,0.0,4.145407140196908e-05,5.98653016508243e-09,4.378421494966286e-05,9.154327438388822e-11,1.0843319065642962e-05,1.488184005979247e-10,2.8800841135856018e-06,2.83416072088648e-05,1.1841303015136014e-08,5.282003400911313e-06,5.621578536690704e-10,5.726248599417956e-10,2.974678012545917e-11
1.9558612567939718e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854691989663983,0.0,0.176436621008422,0.0,8.552220922533704e-08,1.6139482725131233e-06,9.880873536255933e-11,0.0,3.380914505949391e-05,0.0,0.0,3.394084891013926e-10,0.0,0.11755805137957323,3.830214089969632e-11,0.0,2.092857304426754e-07,0.0,4.145396770210392e-05,5.986521810265798e-09,4.394744994232969e-05,9.153513592823444e-11,1.0845851936799456e-05,1.4860940679514104e-10,2.8873685482455772e-06,2.8481805797503562e-05,1.1909924751532822e-08,5.336485940818996e-06,5.688155290151955e-10,5.751092320748889e-10,3.010804586879993e-11
1.9646067144557477e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854689813191601,0.0,0.1764364250262797,0.0,8.655502116871916e-08,1.6329587365454686e-06,1.003359857180553e-10,0.0,3.400382639793076e-05,0.0,0.0,3.4129092725750504e-10,0.0,0.11755784700952177,3.8720814048995137e-11,0.0,2.1076159761061124e-07,0.0,4.145386402642746e-05,5.986513456434986e-09,4.4110371767176346e-05,9.152696762375479e-11,1.0848322083740836e-05,1.484014156933185e-10,2.894620422597561e-06,2.8621781052583035e-05,1.1978562424410729e-08,5.391237069728357e-06,5.755166855374564e-10,5.775912512110358e-10,3.0471870408105555e-11
1.9733521721175237e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546876371661684,0.0,0.1764362289953627,0.0,8.759510245539358e-08,1.652092533567497e-06,1.0187985847969262e-10,0.0,3.4198551906341816e-05,0.0,0.0,3.431717999452349e-10,0.0,0.11755764268919164,3.914209931176633e-11,0.0,2.1223946733128462e-07,0.0,4.145376037489275e-05,5.986505103612655e-09,4.427298065307734e-05,9.151877040786563e-11,1.0850730681871522e-05,1.4819442051985215e-10,2.9018398945131834e-06,2.876153228665092e-05,1.2047215638584443e-08,5.446256358298048e-06,5.822613222724532e-10,5.800709058862833e-10,3.083825727167051e-11
1.9820976297792996e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546854615896505,0.0,0.17643603291677584,0.0,8.864246295171391e-08,1.671349657586951e-06,1.0344045683305167e-10,0.0,3.439332048862803e-05,0.0,0.0,3.450510835951574e-10,0.0,0.11755743841836815,3.956599838803746e-11,0.0,2.137193118324985e-07,0.0,4.145365674745247e-05,5.986496751821095e-09,4.443527683465095e-05,9.15105452027561e-11,1.0853078885498876e-05,1.4798841455800312e-10,2.9090271209177743e-06,2.890105883445336e-05,1.211588400626243e-08,5.5015433758909746e-06,5.890494370650212e-10,5.825481847766868e-10,3.120720993948919e-11
1.9908430874410756e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854683286463966,0.0,0.1764358367916035,0.0,8.96971123879188e-08,1.690730099259544e-06,1.0501788402899265e-10,0.0,3.458813106921322e-05,0.0,0.0,3.469287550056438e-10,0.0,0.11755723419683756,3.9992512909801666e-11,0.0,2.1520110349209022e-07,0.0,4.145355314405915e-05,5.986488401081882e-09,4.4597260552214895e-05,9.150229291709058e-11,1.0855367828207997e-05,1.4778339114631197e-10,2.9161822577973545e-06,2.9040360052517653e-05,1.2184567146914265e-08,5.557097690616458e-06,5.958810265775663e-10,5.850230766887988e-10,3.157873184351569e-11
1.9995885451028515e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854681111790992,0.0,0.17643564062090972,0.0,9.075906035886555e-08,1.7102338459139075e-06,1.066122433809785e-10,0.0,3.478298259267581e-05,0.0,0.0,3.488047913386274e-10,0.0,0.11755703002438737,4.042164444137112e-11,0.0,2.1668481483751462e-07,0.0,4.145344956466508e-05,5.986480051416279e-09,4.4758932051742285e-05,9.149401443530136e-11,1.085759862323021e-05,1.4757934367802261e-10,2.9233054602055553e-06,2.9179435318742435e-05,1.2253264687140366e-08,5.612918869371615e-06,6.027560862996761e-10,5.874955705644198e-10,3.1952826367922815e-11
2.0083340027646274e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546789375725595,0.0,0.1764354444057389,0.0,9.182831632476198e-08,1.7298608815765199e-06,1.0822363826241171e-10,0.0,3.4977874023386984e-05,0.0,0.0,3.506791701154195e-10,0.0,0.11755682590080609,4.085339447973418e-11,0.0,2.181704185454279e-07,0.0,4.1453346009222255e-05,5.986471702845281e-09,4.4920291584817696e-05,9.148571062713824e-11,1.0859772363805073e-05,1.4737626560051154e-10,2.9303968822704854e-06,2.9318284031995317e-05,1.2321976260543943e-08,5.66900647788195e-06,6.096746105556692e-10,5.899656554847159e-10,3.2329496849360226e-11
2.0170794604264034e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546767638104553,0.0,0.17643524814711595,0.0,9.290488961189597e-08,1.7496111869966197e-06,1.0985217210398537e-10,0.0,3.51728043451555e-05,0.0,0.0,3.525518692125761e-10,0.0,0.11755662182588351,4.128776445491641e-11,0.0,2.1965788744128154e-07,0.0,4.1453242477682435e-05,5.986463355389105e-09,4.5081339408592625e-05,9.147738235189811e-11,1.0861890123535415e-05,1.4717415041472584e-10,2.9374566772015177e-06,2.9456905611717507e-05,1.2390701507605255e-08,5.725360080741204e-06,6.16636592513527e-10,5.924333206630046e-10,3.270874657721209e-11
2.0258249180881793e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854674590506422,0.0,0.17643505184604663,0.0,9.398878941336333e-08,1.7694847396710908e-06,1.1149794839104848e-10,0.0,3.536777256087851e-05,0.0,0.0,3.5442286685781425e-10,0.0,0.11755641779941034,4.1724755730345096e-11,0.0,2.211471944989111e-07,0.0,4.145313896999711e-05,5.986455009067647e-09,4.52420757857415e-05,9.146903044389098e-11,1.0863952956736599e-05,1.4697299167462802e-10,2.94448499729603e-06,2.9595299497535673e-05,1.2459440075558168e-08,5.781979241450412e-06,6.236420241949177e-10,5.948985554430395e-10,3.309057879385407e-11
2.0345703757499553e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546724176621563,0.0,0.176434855503518,0.0,9.508002478979332e-08,1.7894815138693317e-06,1.1316107066098559e-10,0.0,3.556277769219893e-05,0.0,0.0,3.56292141625977e-10,0.0,0.11755621382117852,4.216436960321711e-11,0.0,2.226383128401168e-07,0.0,4.145303548611755e-05,5.986446663900681e-09,4.540250098441771e-05,9.146065572274073e-11,1.0865961898779707e-05,1.4677278298664945e-10,2.951481993946066e-06,2.9733465148880694e-05,1.2528191618268867e-08,5.838863522456266e-06,6.306908964827864e-10,5.973613493041232e-10,3.34749966949093e-11
2.0433158334117312e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854670245279314,0.0,0.1764346591204986,0.0,9.617860467007246e-08,1.8096014806580987e-06,1.1484164250061111e-10,0.0,3.5757818779168526e-05,0.0,0.0,3.5815967243504696e-10,0.0,0.11755600989098099,4.260660730487e-11,0.0,2.2413121573425178e-07,0.0,4.1452932025994735e-05,5.986438319907123e-09,4.5562615278209114e-05,9.145225900129737e-11,1.0867917966427851e-05,1.4657351800914856e-10,2.958447817644948e-06,2.9871402044613207e-05,1.2596955796116656e-08,5.89601248518873e-06,6.377831991297399e-10,5.998216918586792e-10,3.386200342950394e-11
2.0520612910735072e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854668073359503,0.0,0.17643446269793908,0.0,9.728453785206628e-08,1.8298446079263215e-06,1.165397675435782e-10,0.0,3.595289487991744e-05,0.0,0.0,3.600254385422072e-10,0.0,0.11755580600861186,4.305147000115626e-11,0.0,2.2562587659781154e-07,0.0,4.145282858957937e-05,5.9864299771055344e-09,4.57224189460938e-05,9.144384106655865e-11,1.0869822158167168e-05,1.4637519045187834e-10,2.9653826179938165e-06,3.0009109682655872e-05,1.266573227587699e-08,5.953425690097944e-06,6.449189207684052e-10,6.022795728476208e-10,3.425160210052196e-11
2.060806748735283e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546659019042925,0.0,0.1764342662367721,0.0,9.839783300333892e-08,1.8502108604098946e-06,1.1825554946780248e-10,0.0,3.614800507032908e-05,0.0,0.0,3.6188941953994885e-10,0.0,0.11755560217386624,4.3498958792820536e-11,0.0,2.2712226899401644e-07,0.0,4.1452725176821975e-05,5.986421635514545e-09,4.588191227239657e-05,9.143540269009499e-11,1.0871675454532246e-05,1.4617779407546026e-10,2.972286543708119e-06,3.0146587579632254e-05,1.2734520730606539e-08,6.011102696690426e-06,6.520980489192709e-10,6.047349821428843e-10,3.4643795764859186e-11
2.069552206397059e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546637309152023,0.0,0.17643406973791304,0.0,9.951849866187074e-08,1.8707001997164416e-06,1.1998909199290076e-10,0.0,3.6343148443721265e-05,0.0,0.0,3.6375159535222584e-10,0.0,0.11755539838654033,4.394907471587953e-11,0.0,2.2862036663239419e-07,0.0,4.145262178767277e-05,5.986413295151841e-09,4.604109554674406e-05,9.14269446410823e-11,1.087347881842466e-05,1.4598132269086375e-10,2.979159742624037e-06,3.028383527051211e-05,1.2803320839530272e-08,6.069043063564614e-06,6.593205699984175e-10,6.071879097484902e-10,3.503858743367646e-11
2.078297664058835e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854661560393708,0.0,0.17643387320225995,0.0,1.006465432367741e-07,1.891312584350041e-06,1.2174049887764458e-10,0.0,3.653832411053269e-05,0.0,0.0,3.6561194623065416e-10,0.0,0.11755519464643147,4.440181874200483e-11,0.0,2.3012014336836766e-07,0.0,4.1452518422081646e-05,5.986404956034641e-09,4.6199969064020695e-05,9.141846766200024e-11,1.0875233195426587e-05,1.457857701588935e-10,2.9860023617048456e-06,3.042085230826303e-05,1.2872132287930532e-08,6.1272463484456905e-06,6.665864693280589e-10,6.09638345796442e-10,3.54359800726524e-11
2.087043121720611e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854659390341246,0.0,0.17643367663069437,0.0,1.017819750090069e-07,1.912047969735932e-06,1.23509873917429e-10,0.0,3.673353119801514e-05,0.0,0.0,3.6747045275075766e-10,0.0,0.11755499095333798,4.485719177890811e-11,0.0,2.3162157320283858e-07,0.0,4.14524150799983e-05,5.986396618180519e-09,4.635853312432527e-05,9.140997247819661e-11,1.0876939514109487e-05,1.4559113038968482e-10,2.9928145470472237e-06,3.055763826350838e-05,1.294095476703821e-08,6.185712108219784e-06,6.73895731144858e-10,6.120862805462354e-10,3.583597660223536e-11
2.0957885793823869e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854657220759206,0.0,0.17643348002408102,0.0,1.0292480213208433e-07,1.9329063082451828e-06,1.252973209417567e-10,0.0,3.6928768849931166e-05,0.0,0.0,3.6932709580825636e-10,0.0,0.11755478730705916,4.531519467072882e-11,0.0,2.3312463028176808e-07,0.0,4.1452311761372214e-05,5.986388281606005e-09,4.651678803292611e-05,9.140145981778154e-11,1.087859868633579e-05,1.4539739734220214e-10,2.999596443887507e-06,3.069419272419132e-05,1.3009787973925694e-08,6.2444398989674975e-06,6.812483386069766e-10,6.145317043868148e-10,3.62385798978945e-11
2.1045340370441628e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546550516489355,0.0,0.17643328338326847,0.0,1.0407503263278824e-07,1.953887549219317e-06,1.271029438117372e-10,0.0,3.712403622625705e-05,0.0,0.0,3.711818566154005e-10,0.0,0.1175545837073956,4.5775828198424206e-11,0.0,2.3462928889576052e-07,0.0,4.145220846615252e-05,5.986379946326981e-09,4.6674734100216813e-05,9.139293038153372e-11,1.0880211607555952e-05,1.4520456502374643e-10,3.006348196607877e-06,3.083051529524478e-05,1.30786316114018e-08,6.303429275996805e-06,6.886442738045618e-10,6.169746078344855e-10,3.664379279037026e-11
