Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45)
3.564034071472008e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599445174657,0.0,0.1764705888433258,0.0,0.0,1.1038876134859421e-26,0.0,0.0,0.0,0.0,0.0,2.5153120153366387e-23,0.0,0.11764705065847496,0.0,0.0,0.0,0.0,9.333257354722578e-09,2.313348489612713e-09,8.267694784358139e-12,8.267694784383313e-12
3.70817110169258e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599440559689,0.0,0.17647058880161795,0.0,0.0,1.2433076576561592e-26,0.0,0.0,0.0,0.0,0.0,2.722874158086704e-23,0.0,0.11764705028072825,0.0,0.0,0.0,0.0,9.710669713406312e-09,2.396764234270745e-09,8.602057713854295e-12,8.602057713881546e-12
3.852308131913152e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599435955682,0.0,0.17647058876045646,0.0,0.0,1.393998674043552e-26,0.0,0.0,0.0,0.0,0.0,2.9386641713317743e-23,0.0,0.11764704990298495,0.0,0.0,0.0,0.0,1.0088078637082736e-08,2.4790872923653297e-09,8.936420641181938e-12,8.936420641211353e-12
3.996445162133724e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559943136286,0.0,0.1764705887198525,0.0,0.0,1.556398766475243e-26,0.0,0.0,0.0,0.0,0.0,3.1626820548694976e-23,0.0,0.11764704952524511,0.0,0.0,0.0,0.0,1.046548412578458e-08,2.560295188685752e-09,9.270783566343078e-12,9.270783566374737e-12
4.1405821923542956e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599426781432,0.0,0.1764705886798165,0.0,0.0,1.7309460387681137e-26,0.0,0.0,0.0,0.0,0.0,3.394927808497202e-23,0.0,0.11764704914750869,0.0,0.0,0.0,0.0,1.0842886179544588e-08,2.6403672467009345e-09,9.605146489339774e-12,9.605146489373758e-12
4.2847192225748675e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555994222115844,0.0,0.17647058864035778,0.0,0.0,1.918078594728823e-26,0.0,0.0,0.0,0.0,0.0,3.635401432012551e-23,0.0,0.11764704876977572,0.0,0.0,0.0,0.0,1.1220284798395538e-08,2.71928457974488e-09,9.939509410174122e-12,9.939509410210515e-12
4.4288562527954394e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599417653491,0.0,0.17647058860148507,0.0,0.0,2.1182345381538134e-26,0.0,0.0,0.0,0.0,0.0,3.884102925213627e-23,0.0,0.11764704839204616,0.0,0.0,0.0,0.0,1.1597679982370233e-08,2.7970300771567682e-09,1.0273872328848266e-11,1.027387232888715e-11
4.572993283016011e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599413107303,0.0,0.1764705885632059,0.0,0.0,2.33185197282933e-26,0.0,0.0,0.0,0.0,0.0,4.1410322878986403e-23,0.0,0.11764704801432006,0.0,0.0,0.0,0.0,1.1975071731501492e-08,2.873588385630625e-09,1.0608235245364393e-11,1.060823524540585e-11
4.717130313236583e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555994085731573,0.0,0.17647058852552713,0.0,0.0,2.5593690025314295e-26,0.0,0.0,0.0,0.0,0.0,4.406189519865721e-23,0.0,0.11764704763659738,0.0,0.0,0.0,0.0,1.2352460045822156e-08,2.9489458860466883e-09,1.0942598159724717e-11,1.0942598159768829e-11
4.861267343457155e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599404051174,0.0,0.17647058848845476,0.0,0.0,2.8012237310259935e-26,0.0,0.0,0.0,0.0,0.0,4.679574620912928e-23,0.0,0.11764704725887815,0.0,0.0,0.0,0.0,1.2729844925365076e-08,3.023090666068413e-09,1.127696107193148e-11,1.1276961071978332e-11
5.005404373677727e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993995414536,0.0,0.17647058845199382,0.0,0.0,3.0578542620687416e-26,0.0,0.0,0.0,0.0,0.0,4.961187590838371e-23,0.0,0.11764704688116233,0.0,0.0,0.0,0.0,1.3107226370163128e-08,3.0960124887971004e-09,1.1611323981986964e-11,1.1611323982036637e-11
5.149541403898299e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993950440844,0.0,0.1764705884161487,0.0,0.0,3.329698699405245e-26,0.0,0.0,0.0,0.0,0.0,5.251028429440275e-23,0.0,0.11764704650344995,0.0,0.0,0.0,0.0,1.3484604380249194e-08,3.167702757782382e-09,1.194568688989345e-11,1.1945686889946026e-11
5.293678434118871e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993905591337,0.0,0.17647058838092286,0.0,0.0,3.61719514677094e-26,0.0,0.0,0.0,0.0,0.0,5.54909713651696e-23,0.0,0.117647046125741,0.0,0.0,0.0,0.0,1.3861978955656163e-08,3.2381544786916606e-09,1.2280049795653264e-11,1.2280049795708826e-11
5.4378154643394426e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599386086658,0.0,0.176470588346319,0.0,0.0,3.9207817078911375e-26,0.0,0.0,0.0,0.0,0.0,5.855393711866797e-23,0.0,0.11764704574803551,0.0,0.0,0.0,0.0,1.4239350096416943e-08,3.307362217944319e-09,1.261441269926872e-11,1.261441269932735e-11
5.5819524945600145e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993816266945,0.0,0.17647058831233908,0.0,0.0,4.2408964864810416e-26,0.0,0.0,0.0,0.0,0.0,6.169918155288196e-23,0.0,0.11764704537033344,0.0,0.0,0.0,0.0,1.4616717802564432e-08,3.375322058616747e-09,1.2948775600742164e-11,1.2948775600803947e-11
5.726089524780586e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559937717927,0.0,0.17647058827898432,0.0,0.0,4.577977586245755e-26,0.0,0.0,0.0,0.0,0.0,6.492670466579603e-23,0.0,0.11764704499263481,0.0,0.0,0.0,0.0,1.4994082074131544e-08,3.4420315539219925e-09,1.3283138500075938e-11,1.3283138500140956e-11
5.870226555001158e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993727443935,0.0,0.17647058824625528,0.0,0.0,4.932463110880298e-26,0.0,0.0,0.0,0.0,0.0,6.823650645539538e-23,0.0,0.1176470446149396,0.0,0.0,0.0,0.0,1.53714429111512e-08,3.507489678563635e-09,1.3617501397272397e-11,1.3617501397340728e-11
6.01436358522173e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993683220604,0.0,0.17647058821415168,0.0,0.0,5.304791164069619e-26,0.0,0.0,0.0,0.0,0.0,7.162858691966581e-23,0.0,0.11764704423724785,0.0,0.0,0.0,0.0,1.5748800313656297e-08,3.571696778257755e-09,1.395186429233388e-11,1.3951864292405612e-11
6.158500615442301e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993639122557,0.0,0.17647058818267283,0.0,0.0,5.695399849488601e-26,0.0,0.0,0.0,0.0,0.0,7.510294605659372e-23,0.0,0.11764704385955951,0.0,0.0,0.0,0.0,1.6126154281679752e-08,3.634654517709605e-09,1.4286227185262743e-11,1.428622718533796e-11
6.302637645662873e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993595149504,0.0,0.17647058815181715,0.0,0.0,6.104727270802092e-26,0.0,0.0,0.0,0.0,0.0,7.865958386416607e-23,0.0,0.11764704348187463,0.0,0.0,0.0,0.0,1.6503504815254485e-08,3.6963658273229838e-09,1.4620590076061327e-11,1.462059007614011e-11
6.446774675883445e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599355130102,0.0,0.17647058812158267,0.0,0.0,6.533211531664884e-26,0.0,0.0,0.0,0.0,0.0,8.229850034037041e-23,0.0,0.11764704310419316,0.0,0.0,0.0,0.0,1.6880851914413382e-08,3.756834848910343e-09,1.4954952964731963e-11,1.4954952964814393e-11
6.590911706104017e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599350757657,0.0,0.17647058809196664,0.0,0.0,6.981290735721762e-26,0.0,0.0,0.0,0.0,0.0,8.601969548319483e-23,0.0,0.11764704272651515,0.0,0.0,0.0,0.0,1.7258195579189338e-08,3.8160668806606445e-09,1.528931585127698e-11,1.528931585136314e-11
6.735048736324589e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599346397554,0.0,0.17647058806296598,0.0,0.0,7.449402986607488e-26,0.0,0.0,0.0,0.0,0.0,8.982316929062795e-23,0.0,0.11764704234884055,0.0,0.0,0.0,0.0,1.7635535809615257e-08,3.874068321610007e-09,1.5623678735698683e-11,1.5623678735788658e-11
6.879185766545161e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993420497155,0.0,0.1764705880345768,0.0,0.0,7.937986387946825e-26,0.0,0.0,0.0,0.0,0.0,9.370892176065907e-23,0.0,0.11764704197116937,0.0,0.0,0.0,0.0,1.801287260572401e-08,3.930846615847595e-09,1.5958041617999366e-11,1.5958041618093238e-11
7.023322796765733e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993377140587,0.0,0.176470588006795,0.0,0.0,8.447479043354548e-26,0.0,0.0,0.0,0.0,0.0,9.767695289127791e-23,0.0,0.11764704159350166,0.0,0.0,0.0,0.0,1.8390205967548458e-08,3.986410196675928e-09,1.6292404498181303e-11,1.629240449827915e-11
7.311596857206877e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993290789067,0.0,0.17647058795303433,0.0,0.0,9.530944530784345e-26,0.0,0.0,0.0,0.0,0.0,1.0585985112624094e-22,0.0,0.11764704083817651,0.0,0.0,0.0,0.0,1.9144862388475868e-08,4.093931564214659e-09,1.6961130252197926e-11,1.6961130252303976e-11
7.571043511603906e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599321347901,0.0,0.17647058790667544,0.0,0.0,1.0581968173644245e-25,0.0,0.0,0.0,0.0,0.0,1.1350585253676279e-22,0.0,0.11764704015839561,0.0,0.0,0.0,0.0,1.9824041422387696e-08,4.186649371882034e-09,1.7562983423589135e-11,1.756298342370285e-11
7.830490166000935e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555993136546587,0.0,0.1764705878621991,0.0,0.0,1.1707551186647105e-25,0.0,0.0,0.0,0.0,0.0,1.2141843677635145e-22,0.0,0.11764703947862587,0.0,0.0,0.0,0.0,2.0503209329728928e-08,4.275602038562748e-09,1.81648365881499e-11,1.8164836588271554e-11
8.063992154958261e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599306762385,0.0,0.17647058782374792,0.0,0.0,1.2786435883789137e-25,0.0,0.0,0.0,0.0,0.0,1.2876769090115996e-22,0.0,0.11764703886684261,0.0,0.0,0.0,0.0,2.1114450933276172e-08,4.3525043621720464e-09,1.8706504430424767e-11,1.8706504430553788e-11
8.297494143915587e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992998994617,0.0,0.1764705877867597,0.0,0.0,1.3929645846335294e-25,0.0,0.0,0.0,0.0,0.0,1.3633287709950392e-22,0.0,0.11764703825506832,0.0,0.0,0.0,0.0,2.1725683524595278e-08,4.426480750884992e-09,1.9248172267185703e-11,1.9248172267322317e-11
8.507645933977181e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599293747394,0.0,0.17647058775469462,0.0,0.0,1.5015072361203351e-25,0.0,0.0,0.0,0.0,0.0,1.4332616659384028e-22,0.0,0.11764703770447921,0.0,0.0,0.0,0.0,2.2275785151442355e-08,4.490610998718647e-09,1.973567331556319e-11,1.973567331570682e-11
8.717797724038775e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992876180863,0.0,0.17647058772376392,0.0,0.0,1.615546889684198e-25,0.0,0.0,0.0,0.0,0.0,1.5049436105462267e-22,0.0,0.11764703715389738,0.0,0.0,0.0,0.0,2.2825879478598583e-08,4.55247239195759e-09,2.0223174359487323e-11,2.0223174359638148e-11
8.927949514100368e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599281511035,0.0,0.1764705876939423,0.0,0.0,1.735219329539914e-25,0.0,0.0,0.0,0.0,0.0,1.5783746047564083e-22,0.0,0.11764703660332285,0.0,0.0,0.0,0.0,2.337596650616513e-08,4.612115592452976e-09,2.0710675398963983e-11,2.071067539912218e-11
9.138101304161962e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992754257165,0.0,0.17647058766520377,0.0,0.0,1.860660339897819e-25,0.0,0.0,0.0,0.0,0.0,1.6535546485068653e-22,0.0,0.11764703605275562,0.0,0.0,0.0,0.0,2.3926046234243097e-08,4.6695926287743095e-09,2.1198176433998848e-11,2.1198176434164588e-11
9.348253094223555e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599269361602,0.0,0.1764705876375218,0.0,0.0,1.9920057049637928e-25,0.0,0.0,0.0,0.0,0.0,1.7304837417355357e-22,0.0,0.11764703550219568,0.0,0.0,0.0,0.0,2.447611866293347e-08,4.7249566360568165e-09,2.168567746459743e-11,2.168567746477089e-11
9.53738970527899e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599263921582,0.0,0.17647058761348905,0.0,0.0,2.11537698244114e-25,0.0,0.0,0.0,0.0,0.0,1.8012153628939337e-22,0.0,0.11764703500669799,0.0,0.0,0.0,0.0,2.4971177607861785e-08,4.773022217239928e-09,2.2124428388347527e-11,2.2124428388528082e-11
9.726526316334425e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599258497902,0.0,0.1764705875902702,0.0,0.0,2.2437397591149984e-25,0.0,0.0,0.0,0.0,0.0,1.8733637140342139e-22,0.0,0.1176470345112062,0.0,0.0,0.0,0.0,2.5466230640441325e-08,4.819459785848283e-09,2.2563179308512303e-11,2.2563179308700093e-11
9.91566292738986e-14,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992530901586,0.0,0.1764705875678454,0.0,0.0,2.377193021662209e-25,0.0,0.0,0.0,0.0,0.0,1.9469287951111728e-22,0.0,0.11764703401572033,0.0,0.0,0.0,0.0,2.5961277760745498e-08,4.864309443647774e-09,2.300193022509538e-11,2.3001930225290557e-11
1.0104799538445295e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599247697952,0.0,0.17647058754619435,0.0,0.0,2.5158357567567033e-25,0.0,0.0,0.0,0.0,0.0,2.0219106060796183e-22,0.0,0.11764703352024036,0.0,0.0,0.0,0.0,2.645631896884762e-08,4.907611463471318e-09,2.344068113810027e-11,2.344068113830297e-11
1.029393614950073e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992423208765,0.0,0.176470587525297,0.0,0.0,2.6597669510694976e-25,0.0,0.0,0.0,0.0,0.0,2.0983091468943685e-22,0.0,0.11764703302476631,0.0,0.0,0.0,0.0,2.6951354264820948e-08,4.949406179438665e-09,2.3879432047530358e-11,2.3879432047740727e-11
1.0483072760556165e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599236958531,0.0,0.17647058750513311,0.0,0.0,2.809085591268696e-25,0.0,0.0,0.0,0.0,0.0,2.176124417510253e-22,0.0,0.11764703252929817,0.0,0.0,0.0,0.0,2.7446383648738672e-08,4.989733886577103e-09,2.4318182953388897e-11,2.4318182953607076e-11
1.06722093716116e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599231610512,0.0,0.17647058748568273,0.0,0.0,2.9638906640194956e-25,0.0,0.0,0.0,0.0,0.0,2.2553564178821115e-22,0.0,0.11764703203383595,0.0,0.0,0.0,0.0,2.7941407120673908e-08,5.028634747925462e-09,2.4756933855679027e-11,2.4756933855905158e-11
1.0861345982667035e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599226276422,0.0,0.1764705874669257,0.0,0.0,3.124281155984183e-25,0.0,0.0,0.0,0.0,0.0,2.3360051479647934e-22,0.0,0.11764703153837963,0.0,0.0,0.0,0.0,2.843642468069969e-08,5.066148708303128e-09,2.519568475440375e-11,2.5195684754637975e-11
1.105048259372247e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992209558634,0.0,0.1764705874488424,0.0,0.0,3.290356053822137e-25,0.0,0.0,0.0,0.0,0.0,2.418070607713158e-22,0.0,0.11764703104292923,0.0,0.0,0.0,0.0,2.8931436328889006e-08,5.102315415412179e-09,2.5634435649565966e-11,2.5634435649808433e-11
1.1239619204777904e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992156484433,0.0,0.17647058743141303,0.0,0.0,3.4622143441898326e-25,0.0,0.0,0.0,0.0,0.0,2.501552797082073e-22,0.0,0.11764703054748474,0.0,0.0,0.0,0.0,2.9426442065314754e-08,5.137174148652407e-09,2.6073186541168444e-11,2.6073186541419293e-11
1.1428755815833338e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599210353775,0.0,0.1764705874146182,0.0,0.0,3.6399550137408346e-25,0.0,0.0,0.0,0.0,0.0,2.586451716026418e-22,0.0,0.11764703005204616,0.0,0.0,0.0,0.0,2.992144189004977e-08,5.170763754959943e-09,2.6511937429213823e-11,2.65119374294732e-11
1.1617892426888773e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555992050714724,0.0,0.1764705873984388,0.0,0.0,3.8236770491258096e-25,0.0,0.0,0.0,0.0,0.0,2.672767364501075e-22,0.0,0.11764702955661349,0.0,0.0,0.0,0.0,3.0416435803166834e-08,5.203122590822116e-09,2.6950688313704646e-11,2.6950688313972684e-11
1.1807029037944208e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599199801159,0.0,0.17647058738285587,0.0,0.0,4.0134794369925152e-25,0.0,0.0,0.0,0.0,0.0,2.7604997424609397e-22,0.0,0.11764702906118674,0.0,0.0,0.0,0.0,3.0911423804738624e-08,5.234288470239477e-09,2.7389439194643312e-11,2.7389439194920166e-11
1.1996165648999643e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599194542462,0.0,0.17647058736785076,0.0,0.0,4.20946116398581e-25,0.0,0.0,0.0,0.0,0.0,2.8496488498609124e-22,0.0,0.1176470285657659,0.0,0.0,0.0,0.0,3.1406405894837796e-08,5.26429861867858e-09,2.7828190072032136e-11,2.7828190072317934e-11
1.2185302260055077e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991892950144,0.0,0.17647058735340526,0.0,0.0,4.411721216747645e-25,0.0,0.0,0.0,0.0,0.0,2.9402146866559004e-22,0.0,0.11764702807035096,0.0,0.0,0.0,0.0,3.190138207353691e-08,5.293189632739448e-09,2.8266940945873276e-11,2.8266940946168176e-11
1.2374438871110512e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599184058459,0.0,0.17647058733950138,0.0,0.0,4.620358581917071e-25,0.0,0.0,0.0,0.0,0.0,3.0321972528008195e-22,0.0,0.11764702757494194,0.0,0.0,0.0,0.0,3.2396352340908494e-08,5.320997446319132e-09,2.8705691816168826e-11,2.8705691816472967e-11
1.2563575482165947e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991788324425,0.0,0.17647058732612145,0.0,0.0,4.835472246130234e-25,0.0,0.0,0.0,0.0,0.0,3.1255965482505935e-22,0.0,0.11764702707953884,0.0,0.0,0.0,0.0,3.289131669702497e-08,5.347757296601662e-09,2.914444268292075e-11,2.914444268323427e-11
1.274130554752297e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991739308945,0.0,0.17647058731401055,0.0,0.0,5.043603338732012e-25,0.0,0.0,0.0,0.0,0.0,3.2146542165331525e-22,0.0,0.11764702661401813,0.0,0.0,0.0,0.0,3.335642510705648e-08,5.37197906668462e-09,2.955673313889125e-11,2.955673313921373e-11
1.2919035612879992e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599169038068,0.0,0.17647058730233306,0.0,0.0,5.257622676613077e-25,0.0,0.0,0.0,0.0,0.0,3.3049628852069583e-22,0.0,0.11764702614850264,0.0,0.0,0.0,0.0,3.382152829745476e-08,5.3953339940529406e-09,2.996902359173578e-11,2.996902359206732e-11
1.3096765678237015e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991641536865,0.0,0.17647058729107531,0.0,0.0,5.477612395560165e-25,0.0,0.0,0.0,0.0,0.0,3.3965225542346207e-22,0.0,0.11764702568299237,0.0,0.0,0.0,0.0,3.4286626268279813e-08,5.417849534006739e-09,3.038131404145566e-11,3.03813140417964e-11
1.3274495743594037e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599159277483,0.0,0.17647058728022377,0.0,0.0,5.70365463135775e-25,0.0,0.0,0.0,0.0,0.0,3.4893332235787507e-22,0.0,0.11764702521748735,0.0,0.0,0.0,0.0,3.4751719019591547e-08,5.439552539375344e-09,3.0793604488052224e-11,3.079360448840228e-11
1.345222580895106e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991544091947,0.0,0.1764705872697654,0.0,0.0,5.935831519788039e-25,0.0,0.0,0.0,0.0,0.0,3.5833948932019707e-22,0.0,0.11764702475198753,0.0,0.0,0.0,0.0,3.5216806551449837e-08,5.46046925216652e-09,3.120589493152667e-11,3.120589493188618e-11
1.3629955874308082e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599149548566,0.0,0.1764705872596874,0.0,0.0,6.174225196630983e-25,0.0,0.0,0.0,0.0,0.0,3.6787075630668967e-22,0.0,0.11764702428649293,0.0,0.0,0.0,0.0,3.568188886391452e-08,5.480625297483031e-09,3.161818537188014e-11,3.161818537224923e-11
1.3807685939665105e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991446953455,0.0,0.1764705872499772,0.0,0.0,6.418917797664264e-25,0.0,0.0,0.0,0.0,0.0,3.7752712331361556e-22,0.0,0.11764702382100355,0.0,0.0,0.0,0.0,3.614696595704539e-08,5.500045681458183e-09,3.2030475809113716e-11,3.2030475809492506e-11
1.3985416005022127e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559913984929,0.0,0.17647058724062262,0.0,0.0,6.669991458663305e-25,0.0,0.0,0.0,0.0,0.0,3.8730859033723746e-22,0.0,0.11764702335551938,0.0,0.0,0.0,0.0,3.6612037830902216e-08,5.518754788104394e-09,3.2442766243228414e-11,3.244276624361704e-11
1.416314607037915e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599135010161,0.0,0.17647058723161185,0.0,0.0,6.927528315401258e-25,0.0,0.0,0.0,0.0,0.0,3.972151573738184e-22,0.0,0.11764702289004043,0.0,0.0,0.0,0.0,3.7077104485544685e-08,5.536776381189611e-09,3.2855056674225145e-11,3.285505667462373e-11
1.4340876135736172e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991301777284,0.0,0.17647058722293324,0.0,0.0,7.191610503649022e-25,0.0,0.0,0.0,0.0,0.0,4.072468244196218e-22,0.0,0.1176470224245667,0.0,0.0,0.0,0.0,3.7542165921032474e-08,5.554133601407496e-09,3.3267347102104776e-11,3.3267347102513455e-11
1.4518606201093195e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599125351767,0.0,0.17647058721457554,0.0,0.0,7.46232015917522e-25,0.0,0.0,0.0,0.0,0.0,4.1740359147091117e-22,0.0,0.1176470219590982,0.0,0.0,0.0,0.0,3.800722213742523e-08,5.57084897182978e-09,3.3679637526868113e-11,3.3679637527286983e-11
1.4696336266450217e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599120532057,0.0,0.17647058720652786,0.0,0.0,7.73973941774622e-25,0.0,0.0,0.0,0.0,0.0,4.276854585239502e-22,0.0,0.1176470214936349,0.0,0.0,0.0,0.0,3.847227313478254e-08,5.586944402589631e-09,3.409192794851587e-11,3.4091927948945085e-11
1.487406633180724e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599115718385,0.0,0.17647058719877942,0.0,0.0,8.023950415126118e-25,0.0,0.0,0.0,0.0,0.0,4.380924255750032e-22,0.0,0.11764702102817683,0.0,0.0,0.0,0.0,3.8937318913163975e-08,5.6024411939459275e-09,3.450421836704875e-11,3.4504218367488425e-11
1.5051796397164262e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599110910545,0.0,0.17647058719132003,0.0,0.0,8.315035287076745e-25,0.0,0.0,0.0,0.0,0.0,4.486244926203339e-22,0.0,0.11764702056272397,0.0,0.0,0.0,0.0,3.9402359472629075e-08,5.617360042963024e-09,3.491650878246733e-11,3.49165087829176e-11
1.5229526462521285e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555991061083363,0.0,0.17647058718413952,0.0,0.0,8.613076169357671e-25,0.0,0.0,0.0,0.0,0.0,4.592816596562072e-22,0.0,0.11764702009727633,0.0,0.0,0.0,0.0,3.98673948132373e-08,5.631721048486335e-09,3.5328799194772193e-11,3.532879919523318e-11
1.5407256527878307e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599101311563,0.0,0.1764705871772282,0.0,0.0,8.918155197726196e-25,0.0,0.0,0.0,0.0,0.0,4.700639266788875e-22,0.0,0.11764701963183394,0.0,0.0,0.0,0.0,4.033242493504814e-08,5.645543721258489e-09,3.57410896039638e-11,3.5741089604435646e-11
1.558498659323533e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599096520036,0.0,0.1764705871705766,0.0,0.0,9.230354507937348e-25,0.0,0.0,0.0,0.0,0.0,4.809712936846392e-22,0.0,0.11764701916639675,0.0,0.0,0.0,0.0,4.0797449838121e-08,5.658846993740615e-09,3.6153380010042624e-11,3.615338001052543e-11
1.5762716658592352e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559909173357,0.0,0.17647058716417546,0.0,0.0,9.549756235743897e-25,0.0,0.0,0.0,0.0,0.0,4.920037606697275e-22,0.0,0.11764701870096478,0.0,0.0,0.0,0.0,4.126246952251531e-08,5.671649227503998e-09,3.656567041300903e-11,3.656567041350294e-11
1.5940446723949375e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599086951989,0.0,0.17647058715801592,0.0,0.0,9.876442516896339e-25,0.0,0.0,0.0,0.0,0.0,5.03161327630417e-22,0.0,0.11764701823553803,0.0,0.0,0.0,0.0,4.1727483988290414e-08,5.683968223821657e-09,3.6977960812863353e-11,3.6977960813368496e-11
1.6118176789306397e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990821751204,0.0,0.17647058715208944,0.0,0.0,1.0210495487142895e-24,0.0,0.0,0.0,0.0,0.0,5.14443994562973e-22,0.0,0.11764701777011649,0.0,0.0,0.0,0.0,4.2192493235505646e-08,5.6958212311815305e-09,3.739025120960588e-11,3.739025121012237e-11
1.629590685466342e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599077402798,0.0,0.17647058714638758,0.0,0.0,1.055199728222953e-24,0.0,0.0,0.0,0.0,0.0,5.258517614636603e-22,0.0,0.11764701730470017,0.0,0.0,0.0,0.0,4.265749726422034e-08,5.707224958463477e-09,3.7802541603236856e-11,3.7802541603764804e-11
1.6473636920020442e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555990726348585,0.0,0.1764705871409023,0.0,0.0,1.0901030037899928e-24,0.0,0.0,0.0,0.0,0.0,5.373846283287444e-22,0.0,0.11764701683928908,0.0,0.0,0.0,0.0,4.312249607449376e-08,5.718195586763032e-09,3.821483199375644e-11,3.821483199429599e-11
