Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147),HOOHX(163),CH4O3(153),SX(168),SX(167),SX(137),OCO(154)
1.6159295169842363e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551805936252844,0.0,0.17647058085242293,1.5530940250674738e-34,4.960274738746379e-14,1.2558120387875228e-12,2.2871978500236073e-14,0.0,6.137096503564859e-09,0.0,0.0,5.668720071793975e-14,0.0,0.11760516948379976,2.0421868015332188e-16,0.0,1.783647820461955e-11,0.0,4.1476144960929566e-05,5.9882469428210125e-09,4.143431651446199e-07,8.560184111292908e-11,3.683675747038464e-07,2.4303639126012986e-10,3.9536110302282255e-08,6.135221350644707e-09,1.7940496847841076e-12,7.270486056401983e-12,4.1181766487542745e-16,4.002162130403379e-12,1.3919835842849022e-17,5.68212700479235e-23,3.9375008862572626e-18,6.220719821731542e-18,1.6258364195016835e-14,4.3120875369924006e-18,3.304082672906432e-21,7.240032175818394e-25,5.079021383787689e-27,3.298990229354599e-17,2.0881672727653916e-15
1.628316141837498e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551805607460584,0.0,0.17647058075826508,1.5890486839980423e-34,5.0853540066220726e-14,1.2848892546433204e-12,2.340062917035446e-14,0.0,6.231028090264375e-09,0.0,0.0,5.755560532570952e-14,0.0,0.11760516619567571,2.0890927654116265e-16,0.0,1.8137666247621197e-11,0.0,4.1476258972662556e-05,5.9882468631989865e-09,4.175168537805459e-07,8.560396201295102e-11,3.7114440895987926e-07,2.4302434261358546e-10,3.9839436079875535e-08,6.229042601338983e-09,1.8240875586205924e-12,7.43842064199103e-12,4.215832690783751e-16,4.036339389273335e-12,1.4295869310665118e-17,5.769383703194614e-23,3.997770232323563e-18,6.37634371816114e-18,1.6635027931780402e-14,4.420889841677297e-18,3.406423982349264e-21,7.487188857055292e-25,5.276507054784359e-27,3.32434365123099e-17,2.123537972085149e-15
1.6407027666907596e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551805279541026,0.0,0.17647058066340038,1.6255533504719705e-34,5.212536459512329e-14,1.314411547422299e-12,2.393734106206758e-14,0.0,6.325664984069414e-09,0.0,0.0,5.843055098197549e-14,0.0,0.11760516291627789,2.1367049948764987e-16,0.0,1.8441399400326662e-11,0.0,4.147636428816863e-05,5.988246783703013e-09,4.206905089662135e-07,8.560608232517138e-11,3.739205317002499e-07,2.430122955266516e-10,4.014273782853686e-08,6.323566849474255e-09,1.854374969124117e-12,7.608913406888671e-12,4.3150203026549473e-16,4.0705176803058565e-12,1.467872135349585e-17,5.857302126144397e-23,4.0584921574521104e-18,6.5345554642560684e-18,1.701746383439415e-14,4.531523982233473e-18,3.511122564444133e-21,7.740691755984783e-25,5.480085943906067e-27,3.3496981829368406e-17,2.159210328112309e-15
1.6530893915440212e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551804952428717,0.0,0.17647058056782902,1.6626121795681287e-34,5.341839793538711e-14,1.3443822876240384e-12,2.4482174492915253e-14,0.0,6.421007004282514e-09,0.0,0.0,5.93120363382832e-14,0.0,0.11760515964495202,2.185028572492458e-16,0.0,1.8747677467045625e-11,0.0,4.147646156170725e-05,5.988246704443392e-09,4.2386413069778784e-07,8.560820204888098e-11,3.766959431059443e-07,2.4300024999639914e-10,4.0446015550937246e-08,6.41879389518701e-09,1.8849118528388283e-12,7.781983445087501e-12,4.41575137414397e-16,4.104696994519473e-12,1.5068454423287478e-17,5.945882203389499e-23,4.119666545789384e-18,6.6953763968081495e-18,1.7405715763125997e-14,4.6440054306478294e-18,3.618214266823218e-21,8.00065014344027e-25,5.6898978585363246e-27,3.3750538283990634e-17,2.195184364504686e-15
1.6654760163972829e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180462606317,0.0,0.1764705804715512,1.7002293259236765e-34,5.473281703467214e-14,1.3748048455218032e-12,2.5035189765287805e-14,0.0,6.5170539702521925e-09,0.0,0.0,6.020006004643341e-14,0.0,0.11760515638109303,2.2340685765726824e-16,0.0,1.9056500251456178e-11,0.0,4.1476551398302154e-05,5.98824662532702e-09,4.270377189714033e-07,8.561032118343026e-11,3.7947064335787544e-07,2.42988206020097e-10,4.0749269249744104e-08,6.514723538665126e-09,1.91569814628745e-12,7.957649845150758e-12,4.518037794228494e-16,4.1388773235822555e-12,1.5465130967734502e-17,6.035123864348738e-23,4.181293281502878e-18,6.8588278472777516e-18,1.7799827577331656e-14,4.758349658663764e-18,3.727735205382446e-21,8.2671742389672595e-25,5.906084724010192e-27,3.4004105915446436e-17,2.2314601048381184e-15
1.6778626412505445e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551804300388417,0.0,0.17647058037456703,1.7384089437328623e-34,5.6068798827040754e-14,1.405682591162534e-12,2.5596447166429827e-14,0.0,6.613805701372943e-09,0.0,0.0,6.109462075848186e-14,0.0,0.11760515312414149,2.283830081182022e-16,0.0,1.936786755665173e-11,0.0,4.147663435745284e-05,5.988246546246628e-09,4.302112737831656e-07,8.561243972822803e-11,3.8224463263688374e-07,2.429761635951977e-10,4.1052498927621484e-08,6.6113555801478444e-09,1.946733785974222e-12,8.13593169021371e-12,4.621891451087719e-16,4.173058659757619e-12,1.5868813430226145e-17,6.125027038463215e-23,4.243372248787026e-18,7.024931141792856e-18,1.819984313544864e-14,4.8745721377753344e-18,3.839721764230729e-21,8.540375210679232e-25,6.1287905994032005e-27,3.42576847630065e-17,2.268037572611953e-15
1.6902492661038061e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180397535273,0.0,0.1764705802768768,1.7771551867476606e-34,5.742652023291879e-14,1.4370188943668336e-12,2.616600696844385e-14,0.0,6.711262017085197e-09,0.0,0.0,6.199571712673925e-14,0.0,0.11760514987357995,2.334318156140115e-16,0.0,1.968177918518466e-11,0.0,4.147671095656324e-05,5.988246467373769e-09,4.3338479512915427e-07,8.561455768274756e-11,3.8501791112374017e-07,2.4296412271932324e-10,4.1355704587230236e-08,6.708689819925753e-09,1.9780187083876007e-12,8.316848057985068e-12,4.727324232102324e-16,4.2072409958628064e-12,1.6279564249796848e-17,6.215591655639771e-23,4.3059033318795325e-18,7.193707601148298e-18,1.860580629499012e-14,4.992688339221693e-18,3.9542105956392036e-21,8.820365175111604e-25,6.358161693317257e-27,3.4511274865942516e-17,2.304916791254126e-15
1.7026358909570677e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551803650908253,0.0,0.17647058017848055,1.8164722082779407e-34,5.880615815905963e-14,1.4688171247289553e-12,2.6743929428294163e-14,0.0,6.809422736875318e-09,0.0,0.0,6.290334780377103e-14,0.0,0.11760514662892993,2.385537867024497e-16,0.0,1.9998234939106325e-11,0.0,4.147678167411433e-05,5.9882463886414755e-09,4.365582830054242e-07,8.561667504650869e-11,3.8779047899914767e-07,2.4295208339025215e-10,4.1658886231228294e-08,6.80672605834076e-09,2.0095528500027587e-12,8.500418020748395e-12,4.834348023854415e-16,4.241424325228904e-12,1.6697445861080277e-17,6.306817645378302e-23,4.368886415038685e-18,7.365178540805182e-18,1.901776091253893e-14,5.112713733981774e-18,4.071238619990461e-21,9.107257197073932e-25,6.594346379663587e-27,3.476487626352746e-17,2.3420977841258505e-15
1.7150225158103294e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551803327010744,0.0,0.1764705800793786,1.856364161190741e-34,6.020788949851087e-14,1.5010806516167934e-12,2.733027478781049e-14,0.0,6.908287680275575e-09,0.0,0.0,6.381751144239746e-14,0.0,0.11760514338974895,2.4374942751737177e-16,0.0,2.0317234620004397e-11,0.0,4.14768469525911e-05,5.988246309879919e-09,4.397317374080076e-07,8.561879181907346e-11,3.90562336443743e-07,2.4294004560590766e-10,4.19620438622708e-08,6.905464095786091e-09,2.041336147283876e-12,8.686660645363498e-12,4.942974712127492e-16,4.275608641659798e-12,1.7122520694266786e-17,6.398704937070108e-23,4.432321382544746e-18,7.539365270890455e-18,1.9435750843741506e-14,5.2346637927692094e-18,4.190843025727754e-21,9.401165289500363e-25,6.837495213442628e-27,3.501848899503575e-17,2.3795805745259642e-15
1.727409140663591e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180300361928,0.0,0.17647057997957102,1.8968351979115762e-34,6.16318911305836e-14,1.5338128441718715e-12,2.792510327369174e-14,0.0,7.007856666864122e-09,0.0,0.0,6.473820669569327e-14,0.0,0.11760514015562779,2.4901924376904423e-16,0.0,2.0638778029037456e-11,0.0,4.147690720118913e-05,5.988246231307591e-09,4.429051583329164e-07,8.562090800005837e-11,3.9333348363809795e-07,2.4292800936434736e-10,4.226517748301032e-08,7.004903732706256e-09,2.0733685366862583e-12,8.875594993267833e-12,5.053216181906393e-16,4.309793939402915e-12,1.7554851175063996e-17,6.491253460765501e-23,4.496208118725444e-18,7.716289096196599e-18,1.9859819943301766e-14,5.358553986027462e-18,4.31306126930423e-21,9.702204413298537e-25,7.087760946520943e-27,3.5272113099743256e-17,2.4173651856949756e-15
1.7397957655168526e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180268069601,0.0,0.17647057987905806,1.9378894704249807e-34,6.307833992082394e-14,1.5670170713093308e-12,2.852847509750971e-14,0.0,7.10812951626499e-09,0.0,0.0,6.566543221698788e-14,0.0,0.11760513692618807,2.54363740744456e-16,0.0,2.096286496696724e-11,0.0,4.1476962798317954e-05,5.988246152890587e-09,4.460785457761428e-07,8.562302358911775e-11,3.961039207627213e-07,2.4291597466375215e-10,4.256828709609699e-08,7.105044769597041e-09,2.105649954658284e-12,9.067240120477913e-12,5.165084317377259e-16,4.343980213118793e-12,1.799449972466019e-17,6.58446314605577e-23,4.560546507929862e-18,7.895971316181488e-18,2.0290012064975174e-14,5.484399783925171e-18,4.4379310751321284e-21,1.0010490477196936e-24,7.345298543405136e-27,3.5525748616927685e-17,2.4554516408188315e-15
1.7521823903701143e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180235820594,0.0,0.1764705797778399,1.9795311302723094e-34,6.454741272098672e-14,1.600696701717921e-12,2.914045045571284e-14,0.0,7.209106048148056e-09,0.0,0.0,6.659918665986504e-14,0.0,0.1176051337010798,2.5978342330762946e-16,0.0,2.128949523418839e-11,0.0,4.14770140939181e-05,5.988246074370643e-09,4.4925189973366133e-07,8.562513858593455e-11,3.988736479980598e-07,2.4290394150241826e-10,4.287137270417866e-08,7.2058870070054874e-09,2.1381803376432096e-12,9.261615077590694e-12,5.278591001927483e-16,4.3781674578406195e-12,1.8441528759690416e-17,6.678333922236536e-23,4.625336434522835e-18,8.078433224968317e-18,2.072637106156259e-14,5.61221665635166e-18,4.56549043553197e-21,1.0326140337590849e-24,7.610265197012801e-27,3.577939558586857e-17,2.4938399630323848e-15
1.7645690152233759e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551802036116714,0.0,0.1764705796759167,2.02176432855358e-34,6.603928636901106e-14,1.6348551038599882e-12,2.9761089529629906e-14,0.0,7.3107860822290376e-09,0.0,0.0,6.753946867816288e-14,0.0,0.11760513047997942,2.652787958999294e-16,0.0,2.1618668630756015e-11,0.0,4.147706141160354e-05,5.988245996015802e-09,4.524252202014302e-07,8.562725299023795e-11,4.016426655244991e-07,2.428919098787472e-10,4.317443430990103e-08,7.307430245529873e-09,2.1709596220808247e-12,9.458738909784992e-12,5.393748118145672e-16,4.4123556689542786e-12,1.889600069220503e-17,6.772865719515796e-23,4.6905777829216554e-18,8.263696111345688e-18,2.1168940784904277e-14,5.742020072912633e-18,4.695777610681746e-21,1.0649271798386945e-24,7.88282034444046e-27,3.6033054045847364e-17,2.5325301754226205e-15
1.7769556400766375e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551801714398395,0.0,0.17647057957328857,2.0645932159290284e-34,6.755413768899792e-14,1.6694956459714642e-12,3.0390452485473714e-14,0.0,7.413169438269465e-09,0.0,0.0,6.848627692597375e-14,0.0,0.11760512726258766,2.7085036254037394e-16,0.0,2.1950384956411244e-11,0.0,4.147710505064257e-05,5.9882459178573275e-09,4.555985071753921e-07,8.562936680178975e-11,4.0441097352236595e-07,2.428798797912388e-10,4.3477471915907804e-08,7.409674285819701e-09,2.2039877444089846e-12,9.658630656822864e-12,5.51056754782161e-16,4.446544842179294e-12,1.9357977929640488e-17,6.868058467625845e-23,4.756270437567635e-18,8.451781258767749e-18,2.161776508587385e-14,5.873825502926016e-18,4.828831128566124e-21,1.0980003610846614e-24,8.163125682728511e-27,3.6286724036147656e-17,2.5715223010316396e-15
1.7893422649298991e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180139302333,0.0,0.17647057946995584,2.1080219426152424e-34,6.90921434911892e-14,1.7046216960618588e-12,3.102859947434486e-14,0.0,7.516255936076677e-09,0.0,0.0,6.943961005764425e-14,0.0,0.11760512404862769,2.7649862682594385e-16,0.0,2.2284644010604906e-11,0.0,4.1477145287788984e-05,5.988245839519684e-09,4.587717606514761e-07,8.563148002036845e-11,4.0717857217192824e-07,2.428678512384836e-10,4.3780485524840796e-08,7.512618928575672e-09,2.23726464106502e-12,9.861309353051012e-12,5.629061171946204e-16,4.4807349735271796e-12,1.9827522874792385e-17,6.963912095710177e-23,4.822414282909173e-18,8.642709945354464e-18,2.207288781437222e-14,6.007648415417962e-18,4.964689784925591e-21,1.1318455473428016e-24,8.451345184623191e-27,3.6540405596055275e-17,2.6108163628594235e-15
1.8017288897831608e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180107196589,0.0,0.1764705793659186,2.1520546583874957e-34,7.065348057194863e-14,1.7402366219142449e-12,3.167559063223537e-14,0.0,7.620045395503791e-09,0.0,0.0,7.039946672777504e-14,0.0,0.11760512083784366,2.822240919318922e-16,0.0,2.262144559251945e-11,0.0,4.1477182378975674e-05,5.98824576131102e-09,4.6194498062559766e-07,8.563359264579116e-11,4.0994546165339644e-07,2.428558242191556e-10,4.408347513933998e-08,7.61626397454969e-09,2.2707902484870333e-12,1.0066794027402194e-11,5.749240870711459e-16,4.5149260592892675e-12,2.0304697925790407e-17,7.0604265341323e-23,4.889009203452012e-18,8.836503443891935e-18,2.2534352819321584e-14,6.1435042791189764e-18,5.1033926432056136e-21,1.166474803162704e-24,8.747645114335524e-27,3.679409876485825e-17,2.650412383866396e-15
1.8141155146364224e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551800751202416,0.0,0.176470579261177,2.1966955125831815e-34,7.223832571374376e-14,1.7763437910852522e-12,3.233148608003246e-14,0.0,7.7245376364497e-09,0.0,0.0,7.136584559122084e-14,0.0,0.11760511762999884,2.8802726061205323e-16,0.0,2.296078950108946e-11,0.0,4.147721656088099e-05,5.988245683370451e-09,4.6511816709366087e-07,8.563570467790553e-11,4.1271164214692424e-07,2.428437987320064e-10,4.438644076204371e-08,7.720609224544819e-09,2.3045645031151006e-12,1.0275103703396594e-11,5.871118523510413e-16,4.5491180960310594e-12,2.078956547607508e-17,7.15760171283512e-23,4.956055083731444e-18,9.033183021832839e-18,2.3002203948659355e-14,6.281408562460179e-18,5.244979034505846e-21,1.2019002877817159e-24,9.0521940432973e-27,3.7047803581847026e-17,2.690310386975824e-15
1.826502139489684e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855180043071104,0.0,0.17647057915573128,2.241948654095353e-34,7.38468556851298e-14,1.8129465709050546e-12,3.299634592352221e-14,0.0,7.829732478859054e-09,0.0,0.0,7.233874530309031e-14,0.0,0.11760511442487434,2.9390863519915225e-16,0.0,2.3302675535020452e-11,0.0,4.14772480523774e-05,5.988245605173169e-09,4.682913200515584e-07,8.5637816116566e-11,4.1547711383260974e-07,2.4283177477585915e-10,4.468938239558872e-08,7.825654479415292e-09,2.338587341392376e-12,1.0486257399143238e-11,5.994706008937127e-16,4.583311080544034e-12,2.1282187914376297e-17,7.255437560741832e-23,5.023551808278523e-18,9.23276994129688e-18,2.3476485049332168e-14,6.421376733569686e-18,5.389488557529228e-21,1.2381342551088215e-24,9.365162865914047e-27,3.730152008631463e-17,2.730510395076013e-15
1.8388887643429456e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285518001104715,0.0,0.17647057904958163,2.2878182313750583e-34,7.547924724073422e-14,1.850048328477363e-12,3.367023025339325e-14,0.0,7.935629742722231e-09,0.0,0.0,7.331816451874594e-14,0.0,0.11760511122226781,2.998687176051139e-16,0.0,2.3647103492806342e-11,0.0,4.147727705587128e-05,5.988245527045277e-09,4.714644394951727e-07,8.563992696165786e-11,4.18241876890496e-07,2.428197523496037e-10,4.499230004261021e-08,7.93139954006647e-09,2.372858699766105e-12,1.0700274127341383e-11,6.120015204786615e-16,4.6175050098378845e-12,2.1782627624693365e-17,7.35393400835189e-23,5.091499261685668e-18,9.435285459071369e-18,2.395723996728982e-14,6.563424260269084e-18,5.536961078531126e-21,1.2751890537084283e-24,9.686724815314993e-27,3.7555248317556484e-17,2.7710124310223416e-15
1.8512753891962073e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179979046507,0.0,0.17647057894272816,2.334308392438194e-34,7.713567712124287e-14,1.887652430679411e-12,3.435319914524042e-14,0.0,8.042229248075349e-09,0.0,0.0,7.430410189380409e-14,0.0,0.11760510802199202,3.059080093213706e-16,0.0,2.3994073172745745e-11,0.0,4.147730375854151e-05,5.988245449293141e-09,4.7463752542037683e-07,8.56420372130975e-11,4.2100593150057174e-07,2.428077314521908e-10,4.529519370574199e-08,8.037844207454858e-09,2.4073785146885726e-12,1.09171728952819e-11,6.247057988054835e-16,4.651699881154021e-12,2.2290946986276516e-17,7.453090985920664e-23,5.15989732858446e-18,9.640750826611825e-18,2.4444512547479266e-14,6.70756661007003e-18,5.687436731268518e-21,1.3130771267840543e-24,1.0017055479100074e-26,3.780898831487069e-17,2.8118165176391805e-15
1.8636620140494687e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179947067446,0.0,0.17647057883517114,2.3814232848556455e-34,7.881632205338696e-14,1.9257622441619476e-12,3.5045312659568627e-14,0.0,8.149530815000227e-09,0.0,0.0,7.529655608413486e-14,0.0,0.11760510482387389,3.1202701141917167e-16,0.0,2.4343584372957e-11,0.0,4.147732833348517e-05,5.988245371211114e-09,4.77810577823035e-07,8.564414687080019e-11,4.237692778427722e-07,2.4279571208262773e-10,4.559806338761652e-08,8.144988282588064e-09,2.442146722617958e-12,1.1136972704848684e-11,6.37584623493862e-16,4.685895691906599e-12,2.280720837360983e-17,7.552908422074163e-23,5.228745893588048e-18,9.849187290042638e-18,2.4938346633838583e-14,6.853819250170928e-18,5.840955916949079e-21,1.3518110121619333e-24,1.03563328150839e-26,3.806274011755813e-17,2.8529226777216397e-15
1.87604863890273e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179915108364,0.0,0.17647057872691066,2.429167055754527e-34,8.052135874993123e-14,1.9643811353492286e-12,3.5746630841796306e-14,0.0,8.257534263624381e-09,0.0,0.0,7.629552574586202e-14,0.0,0.11760510162775333,3.1822622454989114e-16,0.0,2.4695636891392e-11,0.0,4.147735094077681e-05,5.988245293101101e-09,4.809835966990036e-07,8.564625593470334e-11,4.2653191609697946e-07,2.4278369423997475e-10,4.590090909086495e-08,8.25283156652479e-09,2.4771632600191365e-12,1.1359692552520037e-11,6.506391820835663e-16,4.720092439673405e-12,2.333147415639538e-17,7.653386247398156e-23,5.29804484137284e-18,1.0060616090157776e-17,2.543878606929097e-14,7.00219764745369e-18,5.997559304180275e-21,1.391403342274531e-24,1.0704737167036751e-26,3.8316503764922266e-17,2.8943309340371855e-15
1.8884352637559915e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179883167782,0.0,0.176470578617947,2.4775438518306128e-34,8.225096390966284e-14,2.0035124704390037e-12,3.6457213722259197e-14,0.0,8.366239414121019e-09,0.0,0.0,7.730100953536286e-14,0.0,0.11760509843348234,3.2450614894533544e-16,0.0,2.505023052584929e-11,0.0,4.147737172844819e-05,5.9882452155151794e-09,4.841565820441312e-07,8.56483644047784e-11,4.292938464430234e-07,2.4277167792334e-10,4.62037308181172e-08,8.36137386037483e-09,2.512428063364417e-12,1.1585351429370071e-11,6.638706620344462e-16,4.754290122236738e-12,2.38638066995385e-17,7.754524392602616e-23,5.367794056669501e-18,1.0275058462421577e-17,2.5945874695738697e-14,7.152717268480597e-18,6.1572878289185476e-21,1.4318668441439857e-24,1.1062451280422572e-26,3.8570279296269435e-17,2.9360413093271774e-15
1.900821888609253e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551798512443305,0.0,0.1764705785082802,2.5265578193343406e-34,8.400531421738118e-14,2.043159615402509e-12,3.717712131621413e-14,0.0,8.475646086709e-09,0.0,0.0,7.831300610926837e-14,0.0,0.11760509524092395,3.3086728441805217e-16,0.0,2.5407365073985978e-11,0.0,4.147739083339437e-05,5.988245137541102e-09,4.873295338542596e-07,8.565047228099008e-11,4.3205506906068194e-07,2.427596631318768e-10,4.650652857200207e-08,8.470614965299039e-09,2.5479410691342155e-12,1.1813968321070073e-11,6.772802507264293e-16,4.788488737509914e-12,2.4404268363134253e-17,7.856322785936546e-23,5.437993424173402e-18,1.0492535636969513e-17,2.6459656354057142e-14,7.305393579491214e-18,6.320182694418374e-21,1.4732143393654738e-24,1.1429660318133962e-26,3.882406675090899e-17,2.9780538263082627e-15
1.9132085134625144e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179819336745,0.0,0.17647057839791055,2.5762131040688443e-34,8.578458634388874e-14,2.083325935984455e-12,3.790641362384258e-14,0.0,8.58575410165285e-09,0.0,0.0,7.933151412446287e-14,0.0,0.11760509204995162,3.3731013036163655e-16,0.0,2.5767040333328754e-11,0.0,4.147740838221151e-05,5.98824505938576e-09,4.905024521252243e-07,8.565257956331504e-11,4.348155841296814e-07,2.427476498647799e-10,4.6809302355147226e-08,8.58055468250933e-09,2.5837022138176774e-12,1.2045562207889932e-11,6.908691354595165e-16,4.822688283517097e-12,2.4952921502454778e-17,7.958781357975993e-23,5.508642828641053e-18,1.0713068838609074e-17,2.6980174884088744e-14,7.460242046399386e-18,6.486285371181317e-21,1.5154587440905023e-24,1.1806551876224175e-26,3.907786616815291e-17,3.0203685076736544e-15
1.925595138315776e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551797874438517,0.0,0.17647057828683824,2.6265138514110057e-34,8.758895694598218e-14,2.124014797703021e-12,3.864515063025429e-14,0.0,8.696563279262727e-09,0.0,0.0,8.035653223808416e-14,0.0,0.1176050888604483,3.4383518575103923e-16,0.0,2.612925610128431e-11,0.0,4.1477424491971626e-05,5.9882449819463546e-09,4.936753368528553e-07,8.565468625176836e-11,4.3757539182969745e-07,2.4273563812128237e-10,4.711205217017927e-08,8.691192813268649e-09,2.619711433913261e-12,1.2280152064699496e-11,7.046385034537787e-16,4.856888758473484e-12,2.5509828467937663e-17,8.061900040076971e-23,5.5797421549053395e-18,1.0936679286820628e-17,2.7507474124637017e-14,7.617278134790304e-18,6.6556375969051866e-21,1.5586130690101358e-24,1.2193315999636116e-26,3.933167758731624e-17,3.06298537609436e-15
1.9379817631690372e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855179755564569,0.0,0.17647057817506337,2.67746420629304e-34,8.941860266644467e-14,2.165229565849839e-12,3.939339230549119e-14,0.0,8.808073439894427e-09,0.0,0.0,8.138805910752342e-14,0.0,0.11760508567230565,3.5044294914287387e-16,0.0,2.6494012175148867e-11,0.0,4.147743927093924e-05,5.988244904092867e-09,4.968481880329763e-07,8.565679234635588e-11,4.4033449234035506e-07,2.427236279006525e-10,4.7414778019723804e-08,8.80252915889097e-09,2.655968665929255e-12,1.2517756860969988e-11,7.185895418493529e-16,4.891090160695902e-12,2.6075051605175135e-17,8.165678760040007e-23,5.651291287745133e-18,1.116338819575833e-17,2.8041597913460544e-14,7.776517309917605e-18,6.82828137643314e-21,1.6026904193381567e-24,1.2590145197928349e-26,3.958550104771722e-17,3.1059044542203027e-15
1.9503683880222987e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551797236978954,0.0,0.17647057806258615,2.729068313193716e-34,9.127370013403843e-14,2.2069736054899928e-12,4.0151198604530835e-14,0.0,8.92028440394935e-09,0.0,0.0,8.242609339042504e-14,0.0,0.1176050824854236,3.571339186757236e-16,0.0,2.686130835211692e-11,0.0,4.147745281923379e-05,5.98824482582691e-09,5.000210056614067e-07,8.56588978470833e-11,4.4309288584122925e-07,2.4271161920219165e-10,4.771747990640544e-08,8.914563520741278e-09,2.692473846384279e-12,1.2758395560775374e-11,7.327234377064385e-16,4.925292488555714e-12,2.664865325490406e-17,8.270117448266962e-23,5.7232901119916596e-18,1.1393216774251078e-17,2.858259008726699e-14,7.937975036700566e-18,7.00425898170261e-21,1.6477039947941681e-24,1.2997234460998077e-26,3.983933658867682e-17,3.149125764681325e-15
1.96275501287556e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551796918429057,0.0,0.17647057794940682,2.781330316171928e-34,9.315442596349802e-14,2.2492502814619984e-12,4.0918629467290105e-14,0.0,9.033195991874502e-09,0.0,0.0,8.347063374468674e-14,0.0,0.11760507929970955,3.639085920704474e-16,0.0,2.723114442928951e-11,0.0,4.1477465229442606e-05,5.9882447485109614e-09,5.03193789733961e-07,8.56610027539996e-11,4.458505725118451e-07,2.4269961202523145e-10,4.802015783284787e-08,9.027295700235555e-09,2.7292269118077253e-12,1.3002087122793771e-11,7.470413780052932e-16,4.9594957406137784e-12,2.723069575299672e-17,8.375216037008571e-23,5.795738512583279e-18,1.162618622580348e-17,2.913049448170708e-14,8.101666779721322e-18,7.183612951694503e-21,1.693667089586639e-24,1.3414781274801159e-26,4.009318424951906e-17,3.1926493300881722e-15
1.9751416377288215e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551796599987433,0.0,0.17647057783552547,2.8342543588446547e-34,9.506095675552425e-14,2.292062958377804e-12,4.1695744818629055e-14,0.0,9.146808024162481e-09,0.0,0.0,8.452167882845933e-14,0.0,0.11760507611507784,3.707674666304875e-16,0.0,2.7603520203681965e-11,0.0,4.147747658718743e-05,5.98824467081389e-09,5.063665402464494e-07,8.566310706714603e-11,4.486075525316784e-07,2.426876063691316e-10,4.8322811801673914e-08,9.140725498840765e-09,2.7662277987401764e-12,1.3248850500308818e-11,7.615445496462302e-16,4.993699915518326e-12,2.7821241430452215e-17,8.4809744535729e-23,5.8686363743853636e-18,1.1862317748596856e-17,2.9685354931368635e-14,8.267608003222134e-18,7.366386092382283e-21,1.74059309239589e-24,1.3842985637069126e-26,4.0347044069571473e-17,3.236475173033403e-15
