Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147)
4.66541128921294e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552053225415025,0.0,0.17647058648861919,3.740424458457781e-36,7.040882139622916e-16,3.028102101008446e-14,5.527113772892191e-16,0.0,5.151762167569872e-10,0.0,0.0,4.7561628858614304e-15,0.0,0.11760764238962038,5.000877597298593e-18,0.0,9.670533079825578e-13,0.0,3.929790574518347e-05,5.988299757616051e-09,1.1970170065690687e-07,8.54052821024806e-11,1.075751569851202e-07,2.4416984542545417e-10,1.1284625989642102e-08,5.161401652785228e-10,9.96449682468095e-14,1.762381331522555e-13,8.376440885331479e-18,8.604125385563795e-13,1.2023313103890347e-19,4.7468556372811986e-24,3.3043909576348577e-19,9.131063476684852e-20,3.917028330105602e-16
4.690770660474693e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552049697577925,0.0,0.17647058648299216,3.801783812307672e-36,7.179540255735957e-16,3.0777321760761306e-14,5.6177399213425e-16,0.0,5.207866606407094e-10,0.0,0.0,4.80793663927246e-15,0.0,0.1176076071112307,5.082723655155538e-18,0.0,9.803676776219976e-13,0.0,3.9332533696900376e-05,5.988299015558053e-09,1.203521120091428e-07,8.54056820116316e-11,1.0815742185770663e-07,2.441672094814061e-10,1.1347189501031343e-08,5.217547394696928e-10,1.0100664696242231e-13,1.7912426724607835e-13,8.524278177006599e-18,8.669959387556657e-13,1.229898883635439e-19,4.79860796516253e-24,3.340383706715763e-19,9.309651245016932e-20,3.9812307680099793e-16
4.716130031736446e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855204622474835,0.0,0.17647058647733474,3.863810302781613e-36,7.320101389673887e-16,3.127901451377643e-14,5.709350485950074e-16,0.0,5.264273865076151e-10,0.0,0.0,4.859989908168246e-15,0.0,0.11760757238291611,5.165455510861847e-18,0.0,9.937834503327162e-13,0.0,3.9366611575142886e-05,5.988298285039619e-09,1.210025216296038e-07,8.540608262438353e-11,1.0873965587524391e-07,2.4416457582756657e-10,1.140975195925473e-08,5.273995745271778e-10,1.0237853122867756e-13,1.8204171082235592e-13,8.673856237520444e-18,8.735855006171129e-13,1.2579241235489116e-19,4.8506404645434584e-24,3.3765707635073634e-19,9.490662246391721e-20,4.0461309135357445e-16
4.741489402998199e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552042806052486,0.0,0.176470586471647,3.926507531761712e-36,7.462579984023583e-16,3.178612837390755e-14,5.801950766675527e-16,0.0,5.320983927450609e-10,0.0,0.0,4.912322680621125e-15,0.0,0.1176075381959386,5.249077881262648e-18,0.0,1.0073007182923593e-12,0.0,3.940014811788092e-05,5.988297565877431e-09,1.2165292952376004e-07,8.54064839291522e-11,1.0932185904432223e-07,2.44161944428551e-10,1.1472313364901573e-08,5.330746686777823e-10,1.0376062882027238e-13,1.8499063217115544e-13,8.82518533391794e-18,8.801811297900364e-13,1.2864115928226597e-19,4.9029531291068184e-24,3.4129521177057046e-19,9.674114437708054e-20,4.111732536852738e-16
4.766848774259952e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855203944063043,0.0,0.17647058646592892,3.9898791010494947e-36,7.606990494378272e-16,3.2298692445535867e-14,5.895546063203473e-16,0.0,5.377996777408822e-10,0.0,0.0,4.964934944706257e-15,0.0,0.11760750454169908,5.3335954823994044e-18,0.0,1.0209195722310216e-12,0.0,3.943315192428089e-05,5.98829685789109e-09,1.2230333569699435e-07,8.540688591453766e-11,1.0990403137145241e-07,2.441593152495373e-10,1.1534873718552157e-08,5.387800201486602e-10,1.0515294737512569e-13,1.8797119957271254e-13,8.978275733107696e-18,8.867827333778357e-13,1.315365865412508e-19,4.955545952537837e-24,3.449527759009348e-19,9.860025788338357e-20,4.178039408124979e-16
4.792208145521705e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552036127635905,0.0,0.1764705864601805,4.053928612365918e-36,7.753347389133199e-16,3.281673583264638e-14,5.990141674942597e-16,0.0,5.435312398833845e-10,0.0,0.0,5.01782668850159e-15,0.0,0.11760747141173492,5.419013029510084e-18,0.0,1.0346401014535579e-12,0.0,3.946563145691066e-05,5.988296160903053e-09,1.2295374015460333e-07,8.540728856932092e-11,1.1048617286306681e-07,2.4415668825625705e-10,1.1597433020777919e-08,5.44515627167312e-10,1.0655549439662329e-13,1.9098358129743238e-13,9.133137701861795e-18,8.933902199155821e-13,1.344791526395163e-19,5.008418928524047e-24,3.4862976771193244e-19,1.0048414279900436e-19,4.245055297510646e-16
4.817567516783457e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552032866236116,0.0,0.17647058645440167,4.1186596673513995e-36,7.901665149284432e-16,3.334028763882804e-14,6.085742901025736e-16,0.0,5.492930775613391e-10,0.0,0.0,5.0709979000878225e-15,0.0,0.11760743879771796,5.5053352370293414e-18,0.0,1.0484623938615471e-12,0.0,3.9497595043909374e-05,5.988295474738608e-09,1.236041429017989e-07,8.54076918824614e-11,1.1106828352552086e-07,2.4415406341498685e-10,1.165999127214156e-08,5.502814879615795e-10,1.0796827725582592e-13,1.9402794560589172e-13,9.289781506815654e-18,9.000034993479488e-13,1.3746931718279706e-19,5.06157205075528e-24,3.5232618617391083e-19,1.0239297906033162e-19,4.312783975162059e-16
4.84292688804521e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855202965561147,0.0,0.17647058644859254,4.18407586756582e-36,8.051958268230784e-16,3.3869376967274014e-14,6.18235504030995e-16,0.0,5.550851891639756e-10,0.0,0.0,5.124448567548361e-15,0.0,0.11760740669145238,5.5925668185886834e-18,0.0,1.0623865359749212e-12,0.0,3.952905088112286e-05,5.9882947992258145e-09,1.242545439437096e-07,8.540809584309383e-11,1.1165036336509407e-07,2.4415144069253927e-10,1.1722548473197203e-08,5.560776007596432e-10,1.0939130319364137e-13,1.9710446074883962e-13,9.448217414467846e-18,9.066224830074852e-13,1.4050754086101397e-19,5.115005312923578e-24,3.5604203025745666e-19,1.0432694672175931e-19,4.3812292112256586e-16
4.868286259306963e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285520264949554,0.0,0.17647058644275307,4.250180814488562e-36,8.204241251578776e-16,3.440403292078192e-14,6.279983391376583e-16,0.0,5.609075730809766e-10,0.0,0.0,5.178178678969289e-15,0.0,0.11760737508487251,5.68071248701664e-18,0.0,1.076412612953257e-12,0.0,3.9560007034205196e-05,5.988294134195457e-09,1.2490494328538184e-07,8.540850044052548e-11,1.1223241238799132e-07,2.44148820056255e-10,1.1785104624490525e-08,5.619039637900178e-10,1.1082457932296062e-13,2.0021329496719947e-13,9.60845569117998e-18,9.132470835932224e-13,1.4359428543454382e-19,5.16871870872317e-24,3.59777298933393e-19,1.0628622595351918e-19,4.450394775841993e-16
4.893645630568716e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855202338347415,0.0,0.17647058643688326,4.316978109518509e-36,8.358528616950613e-16,3.494428460175402e-14,6.378633252531354e-16,0.0,5.667602277024712e-10,0.0,0.0,5.232188222439335e-15,0.0,0.11760734397004081,5.769776954338941e-18,0.0,1.090540708616742e-12,0.0,3.959047144068675e-05,5.988293479481016e-09,1.2555534093178146e-07,8.540890566423362e-11,1.1281443060034416e-07,2.441462014739935e-10,1.1847659726558879e-08,5.677605752815478e-10,1.1226811263075925e-13,2.0335461649206991e-13,9.770506603176552e-18,9.198772151496115e-13,1.4673001372063452e-19,5.222712231850422e-24,3.635319911727761e-19,1.082709970395496e-19,4.52028443914569e-16
4.919005001830469e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855202032038659,0.0,0.17647058643098307,4.384471353974078e-36,8.514834893795112e-16,3.5490161112197444e-14,6.478309921804403e-16,0.0,5.7264315141903e-10,0.0,0.0,5.286477186049829e-15,0.0,0.11760731333914583,5.859764931778678e-18,0.0,1.1047709054668171e-12,0.0,3.9620451912009425e-05,5.9882928349186175e-09,1.262057368877946e-07,8.540931150386279e-11,1.1339641800821168e-07,2.441435849141258e-10,1.191021377993145e-08,5.736474334634042e-10,1.1372190998016404e-13,2.0652859354472648e-13,9.93438041654484e-18,9.265127930457836e-13,1.499151895799652e-19,5.276985876003801e-24,3.673061059468922e-19,1.102814403754012e-19,4.590901971265447e-16
4.944364373092222e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552017304923955,0.0,0.17647058642505256,4.452664149093222e-36,8.673174623201569e-16,3.604169155372432e-14,6.579018696950369e-16,0.0,5.785563426216581e-10,0.0,0.0,5.34104555789468e-15,0.0,0.11760728318450026,5.950681129756482e-18,0.0,1.1191032847065008e-12,0.0,3.9649956135529664e-05,5.988292200346982e-09,1.2685613115822936e-07,8.540971794922181e-11,1.1397837461758199e-07,2.4414097034552536e-10,1.1972766785129356e-08,5.795645365650814e-10,1.1518597811248588e-13,2.0973539433662276e-13,1.010008739723478e-17,9.331537339551347e-13,1.5315027790335045e-19,5.331539634883808e-24,3.7109964222725277e-19,1.1231773646617724e-19,4.662251142324004e-16
4.969723744353975e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552014336329756,0.0,0.17647058641909172,4.521560096033461e-36,8.833562357716452e-16,3.65989050275521e-14,6.680764875448458e-16,0.0,5.844997997017908e-10,0.0,0.0,5.395893326070326e-15,0.0,0.1176072534985388,6.0425302578906785e-18,0.0,1.1335379262604006e-12,0.0,3.967899167648949e-05,5.988291575607403e-09,1.2750652374781674e-07,8.541012499028159e-11,1.1456030043437311e-07,2.4413835773756097e-10,1.203531874266581e-08,5.855118828163927e-10,1.1666032364921925e-13,2.1297518706939192e-13,1.0267637811058868e-17,9.397999558352165e-13,1.564357445985878e-19,5.3863735021929676e-24,3.749125989855927e-19,1.1438006592451005e-19,4.734335722438126e-16
4.995083115615727e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552011413859457,0.0,0.17647058641310054,4.5911627958718866e-36,8.99601266116296e-16,3.71618306345036e-14,6.783553754502504e-16,0.0,5.904735210512866e-10,0.0,0.0,5.451020478675718e-15,0.0,0.11760722427381638,6.135317024997468e-18,0.0,1.1480749087944126e-12,0.0,3.9707565979956334e-05,5.988290960543689e-09,1.2815691466121206e-07,8.541053261717233e-11,1.151421954644342e-07,2.4413574706008837e-10,1.2097869653046208e-08,5.914894704474663e-10,1.1814495309400884e-13,2.1624813993484788e-13,1.0437041923692077e-17,9.464513779079485e-13,1.5977205657744733e-19,5.441487471635763e-24,3.787449751938662e-19,1.1646860946857083e-19,4.807159481718579e-16
5.02044248687748e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855200853678039,0.0,0.17647058640707908,4.661475849605186e-36,9.160540108463342e-16,3.7730497475007305e-14,6.887390631041033e-16,0.0,5.964775050624229e-10,0.0,0.0,5.506427003812278e-15,0.0,0.11760719550300619,6.2290461390910785e-18,0.0,1.1627143097351232e-12,0.0,3.973568637273204e-05,5.988290355002126e-09,1.2880730390299613e-07,8.541094082018094e-11,1.157240597135466e-07,2.441331382834424e-10,1.2160419516768288e-08,5.974972976887431e-10,1.1963987283458405e-13,2.1955442111498653e-13,1.0608310000671766e-17,9.531079206401248e-13,1.631596817428028e-19,5.4968815369185994e-24,3.8259676982424407e-19,1.185835479201138e-19,4.880726190270122e-16
5.045801858139233e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285520057043715,0.0,0.17647058640102725,4.732502858149646e-36,9.327159285463966e-16,3.830493464909746e-14,6.992280801717327e-16,0.0,6.025117501278901e-10,0.0,0.0,5.562112889583867e-15,0.0,0.11760716717889784,6.3237223073839425e-18,0.0,1.1774562052889076e-12,0.0,3.9763360065231434e-05,5.988289758831447e-09,1.2945769147767638e-07,8.541134958974876e-11,1.1630589318742494e-07,2.441305313784297e-10,1.222296833432223e-08,6.035353627709724e-10,1.2114508914466135e-13,2.2289419878198725e-13,1.078145230739759e-17,9.597695057242288e-13,1.665990889759033e-19,5.552555691749792e-24,3.864679818491111e-19,1.2072506220255358e-19,4.955039618191466e-16
5.071161229400986e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855200291592323,0.0,0.1764705863949451,4.804247422341182e-36,9.49588478876308e-16,3.888517125641425e-14,7.098229562909492e-16,0.0,6.085762546407861e-10,0.0,0.0,5.618078124096755e-15,0.0,0.11760713929439547,6.419350236286853e-18,0.0,1.1923006704607346e-12,0.0,3.9790594153331295e-05,5.9882891718827926e-09,1.3010807738968797e-07,8.541175891646912e-11,1.1688769589171817e-07,2.441279263163211e-10,1.228551610619078e-08,6.096036639252077e-10,1.2266060818581602e-13,2.2626764109821406e-13,1.0956479109131447e-17,9.664360560595386e-13,1.7009074812378402e-19,5.608509929839498e-24,3.9035861024106216e-19,1.2289333333907497e-19,5.030103535575271e-16
5.096520600662739e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28552000170737235,0.0,0.1764705863888326,4.87671314293534e-36,9.666731225541218e-16,3.947123639620399e-14,7.205242210720505e-16,0.0,6.146710169946116e-10,0.0,0.0,5.674322695459596e-15,0.0,0.11760711184251581,6.5159346314091355e-18,0.0,1.2072477790726828e-12,0.0,3.9817395620189686e-05,5.988288594009658e-09,1.307584616433951e-07,8.541216879108451e-11,1.1746946783201066e-07,2.441253230688445e-10,1.2348062832849376e-08,6.157021993828052e-10,1.2418643600932263e-13,2.296749162162167e-13,1.1133400670997407e-17,9.73107495733526e-13,1.7363512998681592e-19,5.664744244899689e-24,3.942686539728993e-19,1.2508854245077503e-19,5.105921712508114e-16
5.121879971924492e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285519974681263,0.0,0.1764705863826898,4.949903620607318e-36,9.839713213394243e-16,4.006315916731926e-14,7.313324040978285e-16,0.0,6.207960355832642e-10,0.0,0.0,5.730846591783384e-15,0.0,0.11760708481638672,6.613480197558798e-18,0.0,1.2222976037821702e-12,0.0,3.9843771338036484e-05,5.988288025067869e-09,1.3140884424309202e-07,8.541257920448458e-11,1.1805120901382316e-07,2.441227216081769e-10,1.2410608514766256e-08,6.218309673754192e-10,1.2572257855796566e-13,2.331161922787322e-13,1.1312227257981631e-17,9.797837500035446e-13,1.77232706306393e-19,5.721258630644117e-24,3.981981120176296e-19,1.273108707548367e-19,5.182497919070468e-16
5.147239343186245e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551994807414116,0.0,0.17647058637651666,5.023822455951974e-36,1.0014845380168925e-15,4.066096866821907e-14,7.422480349235751e-16,0.0,6.269513088010342e-10,0.0,0.0,5.787649801181434e-15,0.0,0.11760705820924511,6.711991638742704e-18,0.0,1.2374502160999036e-12,0.0,3.986972806993561e-05,5.988287464915546e-09,1.320592251930043e-07,8.54129901477039e-11,1.1863291944261374e-07,2.4412012190693777e-10,1.2473153152402578e-08,6.279899661349984e-10,1.2726904166782014e-13,2.3659163741868567e-13,1.1492969134932364e-17,9.864647452787953e-13,1.8088394975275584e-19,5.7780530807882906e-24,4.021469833484622e-19,1.2956049956273332e-19,5.259835925336689e-16
5.172598714447997e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551992187935127,0.0,0.17647058637031324,5.098473249483844e-36,1.0192142363801122e-15,4.1264693996968994e-14,7.532716430770876e-16,0.0,6.331368350425991e-10,0.0,0.0,5.844732311769347e-15,0.0,0.11760703201443537,6.8114736581667326e-18,0.0,1.2527056864075496e-12,0.0,3.989527247151902e-05,5.988286913413059e-09,1.327096044972895e-07,8.541340161191935e-11,1.19214599123779e-07,2.441175239381823e-10,1.2535696746212528e-08,6.341791938937838e-10,1.2882583107000326e-13,2.401014197591919e-13,1.1675636566559829e-17,9.93150409102572e-13,1.8458933391295114e-19,5.835127589049423e-24,4.0611526693880488e-19,1.318376102784638e-19,5.337939501374985e-16
5.19795808570975e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551989609034334,0.0,0.17647058636407947,5.1738596016371536e-36,1.0371618812156368e-15,4.187436425124128e-14,7.644037580586744e-16,0.0,6.393526127030187e-10,0.0,0.0,5.902094111664987e-15,0.0,0.11760700622540751,6.911930958235931e-18,0.0,1.2680640839751377e-12,0.0,3.992041109269333e-05,5.988286370422995e-09,1.3335998216003881e-07,8.541381358844799e-11,1.197962480626549e-07,2.4411492767539365e-10,1.2598239296643428e-08,6.40398648884305e-10,1.3039295239239727e-13,2.436457074135566e-13,1.1860239817436224e-17,9.998406701347832e-13,1.8834933327892552e-19,5.892482149146417e-24,4.1010296176226176e-19,1.3414238439681778e-19,5.416812417247395e-16
5.223317456971503e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855198707006715,0.0,0.1764705863578154,5.2499851127658256e-36,1.0553289382872993e-15,4.2490008528315057e-14,7.756449093411611e-16,0.0,6.455986401777303e-10,0.0,0.0,5.959735188988444e-15,0.0,0.11760698083571576,7.013368240554684e-18,0.0,1.283525476978188e-12,0.0,3.994515037931927e-05,5.988285835810127e-09,1.340103581852778e-07,8.541422606874473e-11,1.2037786626451765e-07,2.441123330924767e-10,1.2660780804135863e-08,6.466483293393768e-10,1.3197041116134382e-13,2.4722466848527686e-13,1.2046789151995663e-17,1.0065354581347384e-12,1.9216442323575351e-19,5.950116754799809e-24,4.141100667926305e-19,1.3647500350167005e-19,5.496458443009768e-16
5.248676828233256e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551984570399236,0.0,0.17647058635152096,5.326853383143501e-36,1.0737168743207612e-15,4.311165592507639e-14,7.869956263698956e-16,0.0,6.518749158625443e-10,0.0,0.0,6.017655531862009e-15,0.0,0.11760695583901658,7.115790205926872e-18,0.0,1.2990899325145819e-12,0.0,3.9969496674864414e-05,5.9882853094413745e-09,1.346607325769674e-07,8.541463904440048e-11,1.209594537345848e-07,2.441097401637515e-10,1.2723321269123765e-08,6.52928233492097e-10,1.335582128033109e-13,2.5083847106804325e-13,1.2235294834534135e-17,1.0132347039442062e-12,1.9603508004999738e-19,6.008031399731781e-24,4.181365810039007e-19,1.3883564926430416e-19,5.576881348711742e-16
5.274036199495009e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855198210940632,0.0,0.17647058634519625,5.4044680129635426e-36,1.0923271569883027e-15,4.3739335538018446e-14,7.984564385627534e-16,0.0,6.581814381536387e-10,0.0,0.0,6.075855128410153e-15,0.0,0.11760693122906732,7.219201554356005e-18,0.0,1.3147575166211692e-12,0.0,3.99934562220298e-05,5.988284791185772e-09,1.353111053390051e-07,8.541505250713964e-11,1.2154101047801624e-07,2.4410714886394624e-10,1.2785860692034535e-08,6.592383595758422e-10,1.3515636264653198e-13,2.544872832457405e-13,1.2425767129209487e-17,1.0199383394707257e-12,1.9996178085819942e-19,6.0662260776660774e-24,4.221825033702494e-19,1.4122450344176435e-19,5.658084904396723e-16
5.299395570756762e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855197968647404,0.0,0.17647058633884122,5.482832602339053e-36,1.1111612548938446e-15,4.437307646324161e-14,8.100278753101436e-16,0.0,6.645182054475559e-10,0.0,0.0,6.134333966759488e-15,0.0,0.11760690699972438,7.323606985045434e-18,0.0,1.3305282942901183e-12,0.0,4.001703516435054e-05,5.988284280914432e-09,1.3596147647522592e-07,8.541546644881792e-11,1.221225364999148e-07,2.4410455916819075e-10,1.2848399073289129e-08,6.655787058242658e-10,1.3676486592261874e-13,2.5817127309244843e-13,1.2618216300041377e-17,1.0266462976711836e-12,2.0394500365550427e-19,6.124700782328019e-24,4.2624783286604034e-19,1.4364174787523576e-19,5.740072880101857e-16
5.324754942018515e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855197730099781,0.0,0.17647058633245588,5.561950751302879e-36,1.1302206375582058e-15,4.501290779645356e-14,8.217104659750137e-16,0.0,6.708852161411964e-10,0.0,0.0,6.193092035038745e-15,0.0,0.11760688314494185,7.429011196398449e-18,0.0,1.3464023294850184e-12,0.0,4.004023954777107e-05,5.988283778500519e-09,1.3661184598940328e-07,8.541588086142067e-11,1.2270403180532747e-07,2.4410197105201063e-10,1.291093641330219e-08,6.719492704712947e-10,1.3838372776814676e-13,2.6189060867244346e-13,1.2812652610911252e-17,1.033358512535636e-12,2.079852272844108e-19,6.1834555074444505e-24,4.3033256846582085e-19,1.4608756448845167e-19,5.822849045858006e-16
5.350114313280267e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855197495238263,0.0,0.17647058632604024,5.6418260598076286e-36,1.1495067754045792e-15,4.565885863296945e-14,8.335047398928547e-16,0.0,6.772824686318162e-10,0.0,0.0,6.2521293213787555e-15,0.0,0.11760685965876978,7.535418886018472e-18,0.0,1.3623796851567293e-12,0.0,4.0063075322195434e-05,5.9882832838192054e-09,1.372622138852502e-07,8.541629573706047e-11,1.2328549639924613e-07,2.440993844913205e-10,1.2973472712482117e-08,6.78350051751126e-10,1.4001295322621584e-13,2.656454580401996e-13,1.3009086325562324e-17,1.0400749190713868e-12,2.120829314236531e-19,6.242490246743728e-24,4.3443670914431945e-19,1.4856213528612834e-19,5.90641717168973e-16
5.37547368454202e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855197264004297,0.0,0.17647058631959428,5.72246212772568e-36,1.1690211397442436e-15,4.6310958067711925e-14,8.454112263717065e-16,0.0,6.837099613170209e-10,0.0,0.0,6.311445813912411e-15,0.0,0.11760683653535285,7.6428347507092e-18,0.0,1.378460423258989e-12,0.0,4.0085548343012937e-05,5.9882827967476544e-09,1.3791258016641994e-07,8.541671106797523e-11,1.2386693028660844e-07,2.4409679946241773e-10,1.3036007971231185e-08,6.847810478982252e-10,1.4165254724798405e-13,2.6943598924038954e-13,1.3207527707599543e-17,1.0467954532873086e-12,2.162385965772081e-19,6.301804993955681e-24,4.385602538764434e-19,1.5106564235242586e-19,5.990781027615266e-16
5.400833055803773e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285519703634026,0.0,0.17647058631311802,5.803862554849193e-36,1.188765202762485e-15,4.696923519521133e-14,8.574304546921624e-16,0.0,6.901676925947622e-10,0.0,0.0,6.371041500774651e-15,0.0,0.11760681376892863,7.751263486474762e-18,0.0,1.394644604763781e-12,0.0,4.010766437259936e-05,5.988282317164978e-09,1.385629448365073e-07,8.541712684652624e-11,1.244483334722988e-07,2.4409421594197673e-10,1.309854218994563e-08,6.912422571473221e-10,1.433025146941771e-13,2.7326237030788593e-13,1.3407987020489587e-17,1.0535200521784037e-12,2.204527040634306e-19,6.361399742811591e-24,4.427032016372769e-19,1.5359826784943577e-19,6.075944383646497e-16
5.426192427065526e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551968121894405,0.0,0.17647058630661144,5.886030940890113e-36,1.2087404375047402e-15,4.763371910960566e-14,8.695629541073753e-16,0.0,6.966556608633334e-10,0.0,0.0,6.430916370102424e-15,0.0,0.1176067913538263,7.860709788519876e-18,0.0,1.410932289676463e-12,0.0,4.012942908179469e-05,5.988281844952201e-09,1.392133078990494e-07,8.541754306519601e-11,1.25029705961149e-07,2.4409163390704287e-10,1.3161075369015757e-08,6.977336777334089e-10,1.4496286033657283e-13,2.7712476926776176e-13,1.3610474527560832e-17,1.0602486537106053e-12,2.247257360043131e-19,6.421274487044159e-24,4.468655514020779e-19,1.5616019401569397e-19,6.161911009788928e-16
5.451551798327279e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551965914960337,0.0,0.17647058630007456,5.9689708854801913e-36,1.2289483178629544e-15,4.830443890464081e-14,8.818092538430613e-16,0.0,7.031738645213656e-10,0.0,0.0,6.491070410034675e-15,0.0,0.11760676928446508,7.97117835124999e-18,0.0,1.4273235370506647e-12,0.0,4.0150848051357e-05,5.9882813799922455e-09,1.398636693575264e-07,8.541795971658658e-11,1.2561104775793928e-07,2.440890533350263e-10,1.322360750882602e-08,7.042553078917379e-10,1.4663358885946112e-13,2.810233541352923e-13,1.381500049200334e-17,1.0669811968058132e-12,2.2905817531486985e-19,6.481429220387502e-24,4.510473021462773e-19,1.5875160316471887e-19,6.248684676041678e-16
5.476911169589032e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855196374205118,0.0,0.17647058629350737,6.052685988170987e-36,1.2493903185621455e-15,4.8981423673670583e-14,8.94169883097505e-16,0.0,7.097223019678228e-10,0.0,0.0,6.551503608712319e-15,0.0,0.11760674755535284,8.08267386827146e-18,0.0,1.4438184050029546e-12,0.0,4.017192677339354e-05,5.988280922169896e-09,1.405140292153628e-07,8.541837679341751e-11,1.2619235886739898e-07,2.4408647420369643e-10,1.3286138609755133e-08,7.108071458578177e-10,1.4831470486108014e-13,2.8495829291595587e-13,1.4021575176868853e-17,1.073717621327159e-12,2.3345050569264495e-19,6.541863936577108e-24,4.552484528454756e-19,1.6137267768357457e-19,6.336269152397434e-16
5.502270540850785e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855196160262643,0.0,0.17647058628690987,6.137179848433877e-36,1.2700679151471803e-15,4.9664702509656745e-14,9.06645371041564e-16,0.0,7.163009716019986e-10,0.0,0.0,6.612215954278204e-15,0.0,0.11760672616108478,8.19520103239167e-18,0.0,1.460416950727279e-12,0.0,4.0192670652768885e-05,5.98828047137176e-09,1.41164387475928e-07,8.541879428852405e-11,1.2677363929420737e-07,2.4408389649117625e-10,1.334866867217614e-08,7.173891898674112e-10,1.5000621285502862e-13,2.8892975360543454e-13,1.4230208845070748e-17,1.0804578680644975e-12,2.379032116073425e-19,6.60257862934981e-24,4.594690024754411e-19,1.640236000314583e-19,6.42466820884244e-16
5.527629912112537e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551959496154217,0.0,0.17647058628028212,6.222456065660075e-36,1.29098258396975e-15,5.0354304505169165e-14,9.192362468186743e-16,0.0,7.229098718235121e-10,0.0,0.0,6.673207434877109e-15,0.0,0.11760670509634182,8.308764535619217e-18,0.0,1.4771192305091845e-12,0.0,4.021308500849081e-05,5.9882800274862526e-09,1.418147441425373e-07,8.541921219485533e-11,1.2735488904299453e-07,2.440813201759362e-10,1.341119769645652e-08,7.240014381565331e-10,1.5170811727165565e-13,2.929379041896154e-13,1.444091175938408e-17,1.0872018787201254e-12,2.424167782905771e-19,6.663573292443797e-24,4.637089500121086e-19,1.6670455273831214e-19,6.513885615356477e-16
5.55298928337429e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855195742211105,0.0,0.17647058627362402,6.308518239160624e-36,1.3121358021755498e-15,5.105025875238589e-14,9.31943039544854e-16,0.0,7.295490010323038e-10,0.0,0.0,6.734478038655705e-15,0.0,0.11760668435588949,8.42336906916404e-18,0.0,1.4939252997398127e-12,0.0,4.023317507507414e-05,5.9882795904035545e-09,1.4246509921845272e-07,8.541963050547239e-11,1.2793610811834216e-07,2.440787452367896e-10,1.3473725682958278e-08,7.306438889614469e-10,1.5342042245942681e-13,2.969829126445919e-13,1.465369418244551e-17,1.093949595894717e-12,2.469916917257461e-19,6.72484791959854e-24,4.679682944315759e-19,1.6941571840345774e-19,6.603925141912826e-16
