Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147),HOOHX(163),CH4O3(153)
4.805194147657712e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598243357848,0.0,0.176470587005538,5.767451606598957e-46,1.142333903515327e-27,3.3139746566149933e-23,8.552298352295026e-26,0.0,1.7764680930946932e-16,0.0,0.0,5.060216327122811e-21,0.0,0.11764693421794921,1.0355739725702903e-27,0.0,1.771792739046833e-21,0.0,1.256586838045955e-07,5.988921406726572e-09,1.2336589458822936e-10,6.223833076032608e-11,4.9231304424398007e-11,1.1612651006320147e-11,2.845046834284861e-13,1.2496818127445673e-15,5.190664984309585e-23,6.144853123512798e-22,3.5248170841266925e-29,1.8906380892794814e-18,3.1016152318888e-34,1.0154443364961327e-30,7.080893845588521e-26,1.824072661744501e-32,1.3624053418588438e-24,4.568509197727384e-31,6.562445297709686e-35
4.870801981064962e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598226204619,0.0,0.1764705870055239,6.112611847277991e-46,1.2090647412226601e-27,3.451578614916451e-23,9.063059202398462e-26,0.0,1.8434492947346427e-16,0.0,0.0,5.199338982599501e-21,0.0,0.11764693250321795,1.0933353321826859e-27,0.0,1.8483798792046765e-21,0.0,1.2737173067375977e-07,5.9889496455609216e-09,1.2505027201004383e-10,6.264712044505477e-11,5.034446223115382e-11,1.1767331108643245e-11,2.922625039945223e-13,1.2710169728074562e-15,5.463500667986495e-23,6.326220382519725e-22,3.7211775486473486e-29,1.944046342412726e-18,3.330399155402495e-34,1.0600127680448074e-30,7.391676735385658e-26,1.961547395066961e-32,1.4026171698223736e-24,4.764292414190368e-31,6.897783687252491e-35
4.936409814472213e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555982090522114,0.0,0.17647058700551171,6.4728012589454234e-46,1.2786587539466615e-27,3.592939893393038e-23,9.596057409053353e-26,0.0,1.9119329616060819e-16,0.0,0.0,5.340348263679609e-21,0.0,0.11764693078855766,1.1534278412503317e-27,0.0,1.9271148954083445e-21,0.0,1.2908470657860565e-07,5.988973946451793e-09,1.2673464938380625e-10,6.304868735453675e-11,5.1464842620547554e-11,1.1921908590778155e-11,3.001229397861501e-13,1.2925023789737191e-15,5.746543651443679e-23,6.51066864968393e-22,3.9256266549601087e-29,1.9981779839389748e-18,3.572445737191573e-34,1.1057989175848573e-30,7.710950987685939e-26,2.1071674985666333e-32,1.4435121038510599e-24,4.9658162602889555e-31,7.245198400212297e-35
5.002017647879463e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981919006196,0.0,0.17647058700550122,6.848426752180119e-46,1.3511956619335228e-27,3.738109101405392e-23,1.01518952405517e-25,0.0,1.9819287248573606e-16,0.0,0.0,5.483244170114056e-21,0.0,0.11764692907396831,1.215909206031704e-27,0.0,2.008026682683057e-21,0.0,1.3079761152207296e-07,5.988994857836838e-09,1.2841902670950484e-10,6.344315910534628e-11,5.2592317975038225e-11,1.207638352079693e-11,3.080859227231592e-13,1.3141389943583022e-15,6.040020910267136e-23,6.698219615456355e-22,4.1383833090814503e-29,2.0530329576169355e-18,3.8283196763818407e-34,1.1528142137227626e-30,8.038797587056504e-26,2.2612846759658297e-32,1.4850949530696593e-24,5.173177677942008e-31,7.60494480584516e-35
5.067625481286713e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981747498377,0.0,0.17647058700549223,7.239899078563611e-46,1.4267562506814975e-27,3.887136848306072e-23,1.073118063393337e-25,0.0,2.0534460454719878e-16,0.0,0.0,5.6280267016537464e-21,0.0,0.11764692735944994,1.2808375988927666e-27,0.0,2.09114413387524e-21,0.0,1.3251044550710138e-07,5.9890128517630774e-09,1.3010340398712813e-10,6.38306610592462e-11,5.3726762931913456e-11,1.2230755966726464e-11,3.1615138477049913e-13,1.3359277650596677e-15,6.344160850550098e-23,6.888895107655493e-22,4.359669327591786e-29,2.1086112106117305e-18,4.0986012724436694e-34,1.2010704628299787e-30,8.375296166287394e-26,2.4242600677881335e-32,1.5273705570598592e-24,5.3864742890427295e-31,7.977279945270327e-35
5.133233314693963e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981575998585,0.0,0.17647058700548443,7.647632765885494e-46,1.505422370862959e-27,4.0400737434395484e-23,1.133452710032625e-25,0.0,2.1264942172753044e-16,0.0,0.0,5.774695858049577e-21,0.0,0.11764692564500252,1.3482716503635571e-27,0.0,2.176496139780161e-21,0.0,1.342232085366305e-07,5.989028334546745e-09,1.317877812166648e-10,6.421131636302888e-11,5.4868054343448416e-11,1.2385025996548537e-11,3.243192579382502e-13,1.357869620460461e-15,6.659193283384963e-23,7.082717089040267e-22,4.5897094371544936e-29,2.164912693073168e-18,4.383886631810833e-34,1.2505787413180608e-30,8.720525024855994e-26,2.596464338752718e-32,1.5703437853221525e-24,5.6058043997105835e-31,8.362462523685557e-35
5.198841148101213e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981404506803,0.0,0.17647058700547774,8.072046053844857e-46,1.5872769382508922e-27,4.1969703961421984e-23,1.1962553631444218e-25,0.0,2.2010823698879613e-16,0.0,0.0,5.923251639052427e-21,0.0,0.11764692393062606,1.418270441315174e-27,0.0,2.2641115892536275e-21,0.0,1.359359006135998e-07,5.989041655929498e-09,1.3347215839810385e-10,6.458524598765176e-11,5.6016071237769646e-11,1.2539193678199829e-11,3.325894742815926e-13,1.3799654735228592e-15,6.985349399806476e-23,7.279707654925844e-22,4.8287312740350237e-29,2.221937357765887e-18,4.684787874473091e-34,1.3013497667999888e-30,9.074561147437666e-26,2.778277763692929e-32,1.6140195367472268e-24,5.831267004467302e-31,8.760752903132524e-35
5.264448981508464e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555981233022965,0.0,0.176470587005472,8.513560830976495e-46,1.672403933649256e-27,4.3578774157423105e-23,1.2615884607330657e-25,0.0,2.277219471627147e-16,0.0,0.0,6.073694044413166e-21,0.0,0.11764692221632053,1.490893495256422e-27,0.0,2.3540193693097404e-21,0.0,1.3764852174094848e-07,5.9890531169466025e-09,1.3515653553143436e-10,6.495256876668119e-11,5.7170694780411266e-11,1.2693259079571965e-11,3.409619659007772e-13,1.4022162210786947e-15,7.322861746178232e-23,7.479889030841636e-22,5.076965383620088e-29,2.2796851597450454e-18,5.001933340543372e-34,1.353394897392311e-30,9.437480222436018e-26,2.970090312019567e-32,1.6584027390967102e-24,6.062961790338396e-31,9.17241309579013e-35
5.330056814915714e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598106154705,0.0,0.17647058700546708,8.972602572815054e-46,1.7608884028267077e-27,4.5228454115600757e-23,1.329514970565272e-25,0.0,2.3549143323565563e-16,0.0,0.0,6.226023073882654e-21,0.0,0.11764692050208596,1.5662007707491825e-27,0.0,2.4462483652065166e-21,0.0,1.3936107192161578e-07,5.989062976702541e-09,1.368409126166457e-10,6.531340143405665e-11,5.833180823655033e-11,1.2847222268511522e-11,3.494366649410958e-13,1.4246227441144498e-15,7.671964200014024e-23,7.683283570230672e-22,5.334645219936916e-29,2.3381560560715732e-18,5.335967796800323e-34,1.4067247035137548e-30,9.80935666050766e-26,3.172301730751137e-32,1.703498348493087e-24,6.300989140881516e-31,9.597706757773317e-35
5.395664648322964e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598089007901,0.0,0.1764705870054628,9.449600280769895e-46,1.8528164564532542e-27,4.6919249929075914e-23,1.4000983812140226e-25,0.0,2.43417560628604e-16,0.0,0.0,6.380238727211734e-21,0.0,0.11764691878792233,1.644252653941552e-27,0.0,2.540827460520918e-21,0.0,1.4107355115854085e-07,5.989071458211484e-09,1.3852528965372746e-10,6.566785866118817e-11,5.949929693390901e-11,1.3001083312820091e-11,3.5801350359285026e-13,1.4471859080512234e-15,8.032891946226166e-23,7.8899137521896e-22,5.602007145172611e-29,2.3973500055620997e-18,5.687552643206859e-34,1.461349158362026e-30,1.0190263613059128e-25,3.385321626132259e-32,1.7493113489186236e-24,6.545450140143068e-31,1.0036899183416492e-34
5.461272481730214e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555980718618823,0.0,0.17647058700545912,9.94498642201379e-46,1.948275270039475e-27,4.865166769088852e-23,1.4734026932190628e-25,0.0,2.515011794721799e-16,0.0,0.0,6.53634100415124e-21,0.0,0.11764691707382964,1.7251099512177943e-27,0.0,2.6377855372145407e-21,0.0,1.4278595945466254e-07,5.989078753427982e-09,1.4020966664266942e-10,6.601605309339867e-11,6.067304822631219e-11,1.3154842280254284e-11,3.6669241409132354e-13,1.4699065630197496e-15,8.40588145379328e-23,8.09980217924859e-22,5.87929042919357e-29,2.4572669685695393e-18,6.057366119405247e-34,1.517279206682342e-30,1.0580272990696229e-25,3.6095695438603886e-32,1.7958467517231433e-24,6.796446576544268e-31,1.0490257300021878e-34
5.526880315137464e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598054716645,0.0,0.17647058700545598,1.0459196870376799e-45,2.047353083878008e-27,5.042621349399753e-23,1.5494924104107767e-25,0.0,2.5974312487679954e-16,0.0,0.0,6.6943299044519975e-21,0.0,0.1176469153598079,1.8088338819641056e-27,0.0,2.737151475691071e-21,0.0,1.444982968129197e-07,5.989085027574704e-09,1.4189404358346164e-10,6.635809538572236e-11,6.185295145788865e-11,1.3308499238525764e-11,3.7547332871674975e-13,1.4927855441305597e-15,8.791170452840425e-23,8.312971575190493e-22,6.166737249064976e-29,2.5179069067908027e-18,6.446103511189155e-34,1.5745249971683904e-30,1.0979455481607817e-25,3.845475047940694e-32,1.8431095951404968e-24,7.054080946697893e-31,1.0958049663054243e-34
5.592488148544715e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598037572188,0.0,0.1764705870054532,1.099267084776557e-45,2.1501392029870204e-27,5.2243393431280854e-23,1.6284325313476108e-25,0.0,2.681442171980599e-16,0.0,0.0,6.854205427864817e-21,0.0,0.1176469136458571,1.895486071449126e-27,0.0,2.838954154846528e-21,0.0,1.4621056323625108e-07,5.9890904228642935e-09,1.4357842047609427e-10,6.669409423807023e-11,6.30388979279052e-11,1.3462054255301292e-11,3.84356179794284e-13,1.5158236717393659e-15,9.188997912124281e-23,8.529444782908511e-22,6.4645926885704e-29,2.5792697830983887e-18,6.854477356953082e-34,1.633095709759445e-30,1.1387880569867483e-25,4.093477798189167e-32,1.8911049438135827e-24,7.318456459156932e-31,1.1440546451763863e-34
5.658095981951965e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555980204285064,0.0,0.17647058700545087,1.154585086669916e-45,2.2567239970554086e-27,5.410371359553531e-23,1.7102885408572243e-25,0.0,2.767052622974358e-16,0.0,0.0,7.015967574140496e-21,0.0,0.1176469119319772,1.9851285438180635e-27,0.0,2.9432224521131952e-21,0.0,1.4792275872759515e-07,5.989095061702224e-09,1.4526279732055764e-10,6.70241564297745e-11,6.423078085622231e-11,1.3615507398202734e-11,3.9334089969397274e-13,1.5390217517077588e-15,9.599604016916188e-23,8.74924476230175e-22,6.773104737731444e-29,2.6413555613928845e-18,7.283217654119532e-34,1.693001896888611e-30,1.1805616553637717e-25,4.35402762640444e-32,1.9398378883277544e-24,7.589677038096317e-31,1.1938019465220138e-34
5.723703815359215e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555980032856015,0.0,0.1764705870054489,1.2119182674063184e-45,2.367198900389501e-27,5.600768007947667e-23,1.7951264017499977e-25,0.0,2.8542705179836953e-16,0.0,0.0,7.17961634302983e-21,0.0,0.11764691021816824,2.0778237151992346e-27,0.0,3.0499852434980484e-21,0.0,1.4963488328989044e-07,5.989099049444915e-09,1.4694717411684237e-10,6.734838685352249e-11,6.542849534935962e-11,1.3768858734807106e-11,4.024274208307241e-13,1.5623805756592967e-15,1.0023230147275957e-22,8.972394588207934e-22,7.092524292327501e-29,2.7041642064737336e-18,7.733072065544283e-34,1.754253400470499e-30,1.2232730563262876e-25,4.6275846112285946e-32,1.989313544752479e-24,7.867847326928994e-31,1.2450742118738844e-34
5.789311648766465e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559798614347,0.0,0.17647058700544713,1.271311519524169e-45,2.4816564118610817e-27,5.795579897573959e-23,1.8830125466470715e-25,0.0,2.9431036333783707e-16,0.0,0.0,7.345151734283597e-21,0.0,0.11764690850443021,2.173634386921818e-27,0.0,3.1592714036163546e-21,0.0,1.5134693692607525e-07,5.989102476774855e-09,1.4863155086493917e-10,6.766688854869105e-11,6.663193836716145e-11,1.3922108332646614e-11,4.116156756642783e-13,1.585900921231072e-15,1.0460118856709516e-22,9.198917448372654e-22,7.423105153415545e-29,2.7676956839260387e-18,8.204806125899981e-34,1.8168585440425513e-30,1.2669288579238253e-25,4.914619151717062e-32,2.0395370541910843e-24,8.153072691857434e-31,1.2978989440686906e-34
5.854919482173715e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597969002109,0.0,0.1764705870054456,1.3328100479264827e-45,2.6001900948565745e-27,5.994857637687763e-23,1.9740138698931597e-25,0.0,3.033559608134698e-16,0.0,0.0,7.512573747652566e-21,0.0,0.11764690679076312,2.2726237388435854e-27,0.0,3.271109805721036e-21,0.0,1.5305891963908783e-07,5.989105421744931e-09,1.5031592756483897e-10,6.797976273409212e-11,6.78410086900509e-11,1.4075256259208646e-11,4.209055966991772e-13,1.6095835523208333e-15,1.091051385120365e-22,9.428836641454496e-22,7.765104026850069e-29,2.831949960021474e-18,8.699203448038343e-34,1.880827484523388e-30,1.3115355450044255e-25,5.215612039637356e-32,2.090513582338473e-24,8.445459225361744e-31,1.352303806964907e-34
5.920527315580966e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597951861519,0.0,0.17647058700544435,1.3964593645308951e-45,2.7228945772272215e-27,6.198651837536313e-23,2.0681977196512623e-25,0.0,3.1256459462630846e-16,0.0,0.0,7.681882382887496e-21,0.0,0.11764690507716692,2.374855322787341e-27,0.0,3.3855293217283264e-21,0.0,1.547708314318662e-07,5.989107951537444e-09,1.5200030421653284e-10,6.82871088401396e-11,6.905560688686288e-11,1.4228302581935844e-11,4.302971164847356e-13,1.6334292193297388e-15,1.1374659968631178e-22,9.662175575065397e-22,8.118780522803024e-29,2.8969270016316023e-18,9.217065929331163e-34,1.9461699123643064e-30,1.3570994909835576e-25,5.53105453051633e-32,2.1422483190466366e-24,8.745113749625516e-31,1.408316625194167e-34
6.051742982395466e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597917582639,0.0,0.17647058700544227,1.5303939133743935e-45,2.9811997735321653e-27,6.619992053386034e-23,2.2663846140980404e-25,0.0,3.3147390680081574e-16,0.0,0.0,8.026159517958233e-21,0.0,0.1176469016501873,2.589301215493184e-27,0.0,3.622227176556768e-21,0.0,1.581944422684722e-07,5.989111988317135e-09,1.5536905737526795e-10,6.888560578146985e-11,7.150099793201991e-11,1.4534090685432629e-11,4.493846827287722e-13,1.6816125966426646e-15,1.2345190463077613e-22,1.0139206827658372e-21,8.862219341660071e-29,3.0290492514567723e-18,1.0326486619314141e-33,2.0810074865332413e-30,1.4511241066000092e-25,6.20730607668771e-32,2.248013295804388e-24,9.366657727660064e-31,1.525278228865659e-34
6.169837082528516e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597886734266,0.0,0.1764705870054409,1.658753378319412e-45,3.2289096832378662e-27,7.015152251745717e-23,2.4563217150328213e-25,0.0,3.490571320577262e-16,0.0,0.0,8.342461183802903e-21,0.0,0.11764689856614816,2.7940358941809562e-27,0.0,3.844372271877709e-21,0.0,1.6127544950368902e-07,5.989114702056802e-09,1.584009350531792e-10,6.940630897165638e-11,7.3719793219832e-11,1.4808953169133638e-11,4.669102843260219e-13,1.7255424790955666e-15,1.3268175429365413e-22,1.0580467456211369e-21,9.573915604078254e-29,3.150430811809239e-18,1.1413642378636747e-33,2.2071449408556796e-30,1.5390818043045738e-25,6.870495066534722e-32,2.345847392438261e-24,9.951990534305719e-31,1.6363253009412806e-34
6.284313486681991e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597856833261,0.0,0.17647058700543986,1.790518083594948e-45,3.483375448795195e-27,7.412923287872096e-23,2.6512975027259706e-25,0.0,3.6661646090597616e-16,0.0,0.0,8.654907897533613e-21,0.0,0.11764689557680481,3.003481047008807e-27,0.0,4.0681215222398275e-21,0.0,1.6426185384168758e-07,5.989116703711353e-09,1.6133993400730815e-10,6.989536060086768e-11,7.588631759584762e-11,1.507508228385972e-11,4.842122191924394e-13,1.7686413600584848e-15,1.4209080568877392e-22,1.1019137201177814e-21,1.030388920644922e-28,3.27032875025725e-18,1.2552734105914784e-33,2.3337924367907895e-30,1.6273950583108727e-25,7.565779861917165e-32,2.4431070543842988e-24,1.0543481115047426e-30,1.7493617900228138e-34
6.398789890835465e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597826934571,0.0,0.17647058700543905,1.9297599103850266e-45,3.752505461929197e-27,7.82545327183758e-23,2.8573372613326776e-25,0.0,3.8468614082082594e-16,0.0,0.0,8.973098487245555e-21,0.0,0.11764689258767733,3.22409039339733e-27,0.0,4.300304262588116e-21,0.0,1.6724804231928739e-07,5.989118230396429e-09,1.6427893281450681e-10,7.036943442739058e-11,7.806781913512231e-11,1.5340903402925383e-11,5.01822134080541e-13,1.8122505908175692e-15,1.5196811460167044e-22,1.146869271414031e-21,1.1074808425181557e-28,3.3924265429153174e-18,1.3780673797292187e-33,2.4647899156328565e-30,1.71874165765014e-25,8.315652548627916e-32,2.5427802574864777e-24,1.1159283815095133e-30,1.8678603164987072e-34
6.51326629498894e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597797038193,0.0,0.17647058700543844,2.07673257822252e-45,4.036847173354732e-27,8.253011053725341e-23,3.0748164298391094e-25,0.0,4.032696337126933e-16,0.0,0.0,9.297032951614307e-21,0.0,0.11764688959876565,3.456216009475684e-27,0.0,4.541073815553844e-21,0.0,1.702340149520911e-07,5.989119391286967e-09,1.6721793147473422e-10,7.082898916258252e-11,8.026383912283804e-11,1.5606416882727562e-11,5.197396725509634e-13,1.8563736332838772e-15,1.6232712689208527e-22,1.1929262576401543e-21,1.188817444346444e-28,3.516724028229969e-18,1.5102529341976374e-33,2.6001797405694105e-30,1.813151096532323e-25,9.123175568277601e-32,2.6448955103463898e-24,1.1799997403701748e-30,1.9919754271055925e-34
6.627742699142414e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555977671441185,0.0,0.17647058700543794,2.2316922256513095e-45,4.336957896490821e-27,8.695865483543177e-23,3.3041140250169066e-25,0.0,4.223702954704091e-16,0.0,0.0,9.626711289315365e-21,0.0,0.11764688661006982,3.700212900276469e-27,0.0,4.790583492549908e-21,0.0,1.7321977175570043e-07,5.989120270404417e-09,1.7015692998795055e-10,7.127446946916356e-11,8.24739328929214e-11,1.5871623079250813e-11,5.379644785767964e-13,1.9010138433468822e-15,1.7318137714865563e-22,1.2400976225144033e-21,1.274551532381869e-28,3.643221046228704e-18,1.6523555870009485e-33,2.7400029349078018e-30,1.9106519808852145e-25,9.99151394466449e-32,2.7494815113317137e-24,1.2466227682866506e-30,2.1218631506401615e-34
6.742219103295889e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555977372523444,0.0,0.17647058700543755,2.394897337089858e-45,4.653404806739965e-27,9.154285411223494e-23,3.5456125334750926e-25,0.0,4.4199137921213464e-16,0.0,0.0,9.962133499024147e-21,0.0,0.1176468836215898,3.956438910875492e-27,0.0,5.0489865938718875e-21,0.0,1.7620531274571582e-07,5.989120932635481e-09,1.7309592835411708e-10,7.170630639198813e-11,8.469766939726837e-11,1.6136522348067796e-11,5.564961965431065e-13,1.9461744741253925e-15,1.8454448593091693e-22,1.2883963927187237e-21,1.3648386000346772e-28,3.77191743817603e-18,1.8049199085995774e-33,2.884299284867582e-30,2.0112720538262305e-25,1.0923936237351874e-31,2.8565671427577835e-24,1.3158587533110583e-30,2.2576809986049757e-34
6.856695507449363e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597707362866,0.0,0.17647058700543725,2.5666086719163887e-45,4.986764940774467e-27,9.628539686623292e-23,3.7996978069700134e-25,0.0,4.621360384313107e-16,0.0,0.0,1.0303299579416004e-20,0.0,0.11764688063332558,4.22525464027694e-27,0.0,5.316436408773259e-21,0.0,1.791906379377367e-07,5.9891214280180075e-09,1.7603492657319617e-10,7.212491777490785e-11,8.693463078887848e-11,1.6401115044339747e-11,5.753344712464589e-13,1.991858679113496e-15,1.9643015710036273e-22,1.3378356753591953e-21,1.4598368270985075e-28,3.902813046319231e-18,1.968509860223744e-33,3.033107375105664e-30,2.115038220541115e-25,1.1923815464624201e-31,2.966181465257026e-24,1.387769695775534e-30,2.3995879664799586e-34
6.971171911602838e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555976774756775,0.0,0.176470587005437,2.7470891956575282e-45,5.337625195827207e-27,1.0118897159524117e-22,4.066758960775489e-25,0.0,4.828073300451684e-16,0.0,0.0,1.0650209529166206e-20,0.0,0.11764687764527715,4.507023357866758e-27,0.0,5.593086215524218e-21,0.0,1.8217574734736134e-07,5.989121794992512e-09,1.7897392464515127e-10,7.253070866472285e-11,8.918441201790013e-11,1.6665401522816947e-11,5.944789478944419e-13,2.0380695152290762e-15,2.0885217523416928e-22,1.3884286555051369e-21,1.559707078975845e-28,4.035907713688797e-18,2.143709127130207e-33,3.1864646233951575e-30,2.2219765725753455e-25,1.2994629997938801e-31,3.0783537123227888e-24,1.4624183125810843e-30,2.547744535541117e-34
7.085648315756312e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597647590775,0.0,0.17647058700543683,2.9366040131620775e-45,5.706582328985206e-27,1.0625626679632071e-22,4.347188274943596e-25,0.0,5.040082173521661e-16,0.0,0.0,1.1002863346949956e-20,0.0,0.11764687465744449,4.802110922283002e-27,0.0,5.879089281460287e-21,0.0,1.8516064099018672e-07,5.98912206307147e-09,1.8191292256994677e-10,7.29240717030651e-11,9.144662043974456e-11,1.6929382137839205e-11,6.139292721051924e-13,2.0848099457712457e-15,2.2182440311618973e-22,1.4401885938017226e-21,1.664612905903698e-28,4.171201283932759e-18,2.3311214518039477e-33,3.344407314709779e-30,2.3321124115462213e-25,1.41399644296675e-31,3.1931132850161766e-24,1.539868041356518e-30,2.7023126751597302e-34
7.200124719909787e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555976177081543,0.0,0.17647058700543666,3.135420303710881e-45,6.094242956485625e-27,1.1148997096577768e-22,4.641381098406684e-25,0.0,5.257415729003507e-16,0.0,0.0,1.1361261031442394e-20,0.0,0.11764687166982758,5.11088570265768e-27,0.0,6.174598863021801e-21,0.0,1.8814531888180895e-07,5.989122254984796e-09,1.8485192034754793e-10,7.330538750647878e-11,9.372087543500225e-11,1.7193057243336333e-11,6.336850899069185e-13,2.132082843288706e-15,2.353607793035162e-22,1.4931288241545078e-21,1.774720542179492e-28,4.308693601182281e-18,2.531370967104498e-33,3.506970634378642e-30,2.4454702722740915e-25,1.5363510414684583e-31,3.310489746832304e-24,1.6201830444903328e-30,2.8634558455501997e-34
7.314601124063261e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597587827811,0.0,0.17647058700543658,3.343807258044802e-45,6.501223553014211e-27,1.168927725991631e-22,4.949735755907351e-25,0.0,5.480101812673402e-16,0.0,0.0,1.1725402581318591e-20,0.0,0.1176468686824264,5.4337185022164696e-27,0.0,6.47976820578436e-21,0.0,1.911297810378228e-07,5.989122388277272e-09,1.8779091797792103e-10,7.367502503478937e-11,9.600680804107135e-11,1.7456427192828612e-11,6.537460477374272e-13,2.179890992359737e-15,2.4947531576802776e-22,1.5472627514852993e-21,1.8901989053871836e-28,4.448384509948526e-18,2.7451025293560137e-33,3.674188700420505e-30,2.5620739453284857e-25,1.6669067485984303e-31,3.4305128187247324e-24,1.7034282130365312e-30,3.0313390009464952e-34
7.429077528216735e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555975579497417,0.0,0.1764705870054365,3.562036017274293e-45,6.928150451005701e-27,1.2246736019127287e-22,5.272653457697736e-25,0.0,5.708167417541736e-16,0.0,0.0,1.2095287995253541e-20,0.0,0.11764686569524094,5.770982484183473e-27,0.0,6.794750544481968e-21,0.0,1.9411402747382195e-07,5.989122476467817e-09,1.90729915461033e-10,7.403334194805981e-11,9.83040605951983e-11,1.7719492339427288e-11,6.741117924436497e-13,2.228237092286036e-15,2.6418209561100744e-22,1.6026038495575504e-21,2.0112195956236083e-28,4.590273855044724e-18,2.9729820513809442e-33,3.84609459503948e-30,2.6819464989904787e-25,1.8060543844960656e-31,3.5532123742840675e-24,1.7896691704975795e-30,3.206128593177253e-34
7.54355393237021e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597528073943,0.0,0.17647058700543644,3.7903796136108254e-45,7.375659839945584e-27,1.2821642223614744e-22,5.610538211912685e-25,0.0,5.9416387099651845e-16,0.0,0.0,1.2470917271922195e-20,0.0,0.11764686270827118,6.1230530999067974e-27,0.0,7.119699103025391e-21,0.0,1.970980582053991e-07,5.989122529943116e-09,1.936689127968517e-10,7.438068495259582e-11,1.0061228638847044e-10,1.7982253035835022e-11,6.947819712811679e-13,2.2771237597039365e-15,2.7949527084787783e-22,1.659165658868475e-21,2.13795689472504e-28,4.734361481525066e-18,3.215696835477787e-33,4.02272039529347e-30,2.8051103006382603e-25,1.95419571273377e-31,3.67861843506446e-24,1.8789722764894858e-30,3.3879925756019947e-34
7.772506740677159e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855597468329142,0.0,0.1764705870054363,4.2785125630559356e-45,8.335020129684775e-27,1.402487236565743e-22,6.33283839840477e-25,0.0,6.424899038756471e-16,0.0,0.0,1.323940740816005e-20,0.0,0.11764685673497872,6.873127067769783e-27,0.0,7.800107721257204e-21,0.0,2.030654726176517e-07,5.9891225624945525e-09,1.9954690702648415e-10,7.504378326786922e-11,1.0526032365001871e-10,1.8506862486848233e-11,7.370342224128368e-13,2.376528865145104e-15,3.119977474847507e-22,1.7760058948262542e-21,2.4092918509267595e-28,5.029130959792601e-18,3.7484903437929516e-33,4.390255171422446e-30,3.0613977357669855e-25,2.279121654957437e-31,3.93767087163335e-24,2.067034074010981e-30,3.77362305878585e-34
8.001459548984108e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555974085933794,0.0,0.17647058700543622,4.8104260451716995e-45,9.384591052650913e-27,1.5301118479765185e-22,7.119921172151549e-25,0.0,6.930076538814557e-16,0.0,0.0,1.4030872979430468e-20,0.0,0.11764685076254891,7.686987183584459e-27,0.0,8.52221963580374e-21,0.0,2.0903202439929874e-07,5.989122530251545e-09,2.054249006665748e-10,7.566688703798598e-11,1.0994835274905472e-10,1.903025835933596e-11,7.804999873321523e-13,2.478125682665318e-15,3.470972601696524e-22,1.8978930419698196e-21,2.705651634095151e-28,5.332691708349744e-18,4.349421911777276e-33,4.777030655687988e-30,3.331101948031337e-25,2.6451203146684226e-31,4.207913091540084e-24,2.268159336902471e-30,4.189604277548698e-34
