Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58)
1.908771952814575e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599002926523,0.0,0.1764705870807254,0.0,0.0,2.0772052092108196e-24,1.3416543569779138e-42,0.0,1.9842139991777868e-28,0.0,0.0,7.9846556315301045e-22,0.0,0.11764700998982404,5.2644908548975746e-48,0.0,0.0,0.0,4.996117115070276e-08,5.838549110883502e-09,4.900478546860777e-11,3.454870733615652e-11,9.730158205167571e-12,4.680589874999099e-12,4.533005308718937e-14
1.9361888632715485e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598995652788,0.0,0.1764705870762053,0.0,0.0,2.1680056861679975e-24,1.456852015080578e-42,0.0,2.122992207831815e-28,0.0,0.0,8.215680208363189e-22,0.0,0.11764700927193454,5.86946991542413e-48,0.0,0.0,0.0,5.0678356771412195e-08,5.847589300833246e-09,4.970867220357949e-11,3.492593321624195e-11,9.988937682863102e-12,4.7471639888966165e-12,4.663731640371148e-14
1.9636057737285222e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989883845717,0.0,0.1764705870719535,0.0,0.0,2.261414435418012e-24,1.580044252633021e-42,0.0,2.2692105747262246e-28,0.0,0.0,8.449999470397079e-22,0.0,0.11764700855405744,6.533522248910647e-48,0.0,0.0,0.0,5.1395529976421754e-08,5.856092847300596e-09,5.041255893040585e-11,3.5300359364645116e-11,1.02505168849011e-11,4.81371964207087e-12,4.7963039638283836e-14
1.9910226841854958e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989811215626,0.0,0.1764705870679545,0.0,0.0,2.3574683906815162e-24,1.7116563245052222e-42,0.0,2.42314709676997e-28,0.0,0.0,8.687613417451164e-22,0.0,0.11764700783619277,7.261413615952778e-48,0.0,0.0,0.0,5.2112690765947686e-08,5.864090894320512e-09,5.111644564908697e-11,3.567200656066161e-11,1.0514875031986461e-11,4.880256839640461e-12,4.9307217671930934e-14
2.0184395946424694e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989738634663,0.0,0.17647058706419352,0.0,0.0,2.456204485677595e-24,1.8521292462485997e-42,0.0,2.5850855382535887e-28,0.0,0.0,8.928522049344826e-22,0.0,0.11764700711834052,8.058214233525686e-48,0.0,0.0,0.0,5.282983914020616e-08,5.8716128615803725e-09,5.1820332359622845e-11,3.604089542936549e-11,1.0781991499045467e-11,4.946775586722567e-12,5.0669845387096674e-14
2.045856505099443e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989666100046,0.0,0.17647058706065666,0.0,0.0,2.557659654123763e-24,2.001920118028926e-42,0.0,2.7553154419725385e-28,0.0,0.0,9.172725365897449e-22,0.0,0.11764700640050066,8.92931310052772e-48,0.0,0.0,0.0,5.3546975099413284e-08,5.878686530168937e-09,5.252421906201335e-11,3.6407046442754046e-11,1.1051845814081127e-11,5.013275888432923e-12,5.205091766764385e-14
2.0732734155564167e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598959360915,0.0,0.1764705870573309,0.0,0.0,2.6618708297359637e-24,2.161502449201955e-42,0.0,2.9341321392423185e-28,0.0,0.0,9.420223366928414e-22,0.0,0.11764700568267324,9.880432761586701e-48,0.0,0.0,0.0,5.426409864378507e-08,5.885338125253224e-09,5.3228105756258235e-11,3.6770479920883585e-11,1.132441765703731e-11,5.079757749885839e-12,5.345042939885379e-14
2.1006903260133903e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989521159497,0.0,0.1764705870542038,0.0,0.0,2.7688749462285685e-24,2.3313664833972638e-42,0.0,3.121836758897113e-28,0.0,0.0,9.67101605225711e-22,0.0,0.1176470049648582,1.091764449594353e-47,0.0,0.0,0.0,5.498120977353748e-08,5.891592395540994e-09,5.393199244235717e-11,3.713121603299697e-11,1.1599686858671224e-11,5.146221176194192e-12,5.486837546742598e-14
2.128107236470364e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598944874877,0.0,0.17647058705126364,0.0,0.0,2.8787089373143798e-24,2.5120195240435185e-42,0.0,3.3187362353069383e-28,0.0,0.0,9.925103421702903e-22,0.0,0.11764700424705561,1.204738393202468e-47,0.0,0.0,0.0,5.5698308488886406e-08,5.897472689567119e-09,5.4635879120309715e-11,3.7489274798643094e-11,1.1877633399433982e-11,5.212666172469435e-12,5.6304750761477644e-14
2.1555241469273376e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598937637473,0.0,0.17647058704849944,0.0,0.0,2.9914097367046265e-24,2.7039862603136612e-42,0.0,3.525143315407326e-28,0.0,0.0,1.0182485475085183e-21,0.0,0.11764700352926544,1.3276467099076147e-47,0.0,0.0,0.0,5.641539479004768e-08,5.903001028882016e-09,5.5339765790115366e-11,3.784467608878796e-11,1.215823740835952e-11,5.279092743821584e-12,5.775955017054338e-14
2.1829410573843112e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555989304035323,0.0,0.17647058704590085,0.0,0.0,3.1070142781089644e-24,2.9078090934542864e-42,0.0,3.7413765647464405e-28,0.0,0.0,1.0443162212223319e-21,0.0,0.11764700281148766,1.4612106924715451e-47,0.0,0.0,0.0,5.713246867723709e-08,5.908198178170282e-09,5.6043652451773515e-11,3.819743962691742e-11,1.244147916196181e-11,5.3455008953592376e-12,5.923276858557469e-14
2.2103579678412848e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598923172858,0.0,0.17647058704345808,0.0,0.0,3.2255594952354788e-24,3.1240484634358297e-42,0.0,3.96776037257926e-28,0.0,0.0,1.0707133632936687e-21,0.0,0.11764700209372231,1.6061930180671223e-47,0.0,0.0,0.0,5.784953015067034e-08,5.913083712304165e-09,5.6747539105283476e-11,3.8547584990131794e-11,1.2727339083140327e-11,5.411890632189563e-12,6.072440089893965e-14
2.2377748782982584e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598915945265,0.0,0.1764705870411619,0.0,0.0,3.347082321790679e-24,3.353283175857336e-42,0.0,4.204624956042847e-28,0.0,0.0,1.097439973704465e-21,0.0,0.11764700137596935,1.7633994877342548e-47,0.0,0.0,0.0,5.8566579210563125e-08,5.917676080366774e-09,5.74514257506445e-11,3.8895131610232266e-11,1.3015797740093628e-11,5.478261959418306e-12,6.223444200442254e-14
2.265191788755232e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559890872058,0.0,0.1764705870390036,0.0,0.0,3.471619691479501e-24,3.5961107290537634e-42,0.0,4.452306363435824e-28,0.0,0.0,1.1244960524366581e-21,0.0,0.11764700065822882,1.9336808110301808e-47,0.0,0.0,0.0,5.928361585713104e-08,5.921992666719006e-09,5.815531238785577e-11,3.924009877479926e-11,1.3306835845240929e-11,5.544614882149783e-12,6.376288679722338e-14
2.2926086992122057e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559890149864,0.0,0.176470587036975,0.0,0.0,3.599208538005309e-24,3.8531476413625706e-42,0.0,4.711146476617837e-28,0.0,0.0,1.1518815994721836e-21,0.0,0.1176469999405007,2.1179344363614032e-47,0.0,0.0,0.0,6.000064009058967e-08,5.926049849197158e-09,5.885919901691641e-11,3.958250562826294e-11,1.3600434254151699e-11,5.610949405486891e-12,6.530973017395755e-14
2.320025609669179e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559889427929,0.0,0.17647058703506838,0.0,0.0,3.729885795069889e-24,4.125029778503965e-42,0.0,4.981493012546885e-28,0.0,0.0,1.1795966147929772e-21,0.0,0.11764699922278497,2.317106427420941e-47,0.0,0.0,0.0,6.071765191115454e-08,5.929863054523202e-09,5.956308563782549e-11,3.992237117296555e-11,1.3896573964483231e-11,5.677265534531107e-12,6.687496703265541e-14
2.3474425201261525e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988870623833,0.0,0.17647058703327648,0.0,0.0,3.863688396373458e-24,4.412412681025132e-42,0.0,5.263699523976446e-28,0.0,0.0,1.207641098380974e-21,0.0,0.11764699850508169,2.532193386027672e-47,0.0,0.0,0.0,6.143465131904114e-08,5.93344681100758e-09,6.026697225058202e-11,4.025971427021607e-11,1.4195236114926064e-11,5.743563274382483e-12,6.845859227276193e-14
2.374859430583126e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988798477827,0.0,0.1764705870315925,0.0,0.0,4.000653275614647e-24,4.715971891759413e-42,0.0,5.558125399334652e-28,0.0,0.0,1.2360150502181089e-21,0.0,0.1176469977873908,2.7642444216306996e-47,0.0,0.0,0.0,6.215163831446492e-08,5.936814798631054e-09,6.097085885518497e-11,4.059455364133692e-11,1.4496401984157282e-11,5.809842630139649e-12,7.006060079513625e-14
2.402276341040099e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988726353604,0.0,0.17647058703000998,0.0,0.0,4.140817366490523e-24,5.03640328325505e-42,0.0,5.865135861805387e-28,0.0,0.0,1.2647184702863164e-21,0.0,0.11764699706971234,3.014363167778972e-47,0.0,0.0,0.0,6.28686128976413e-08,5.9399798965999105e-09,6.167474545163327e-11,4.092690786870288e-11,1.4800052989801517e-11,5.8761036068998185e-12,7.168098750205128e-14
2.4296932514970726e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598865424996,0.0,0.1764705870285228,0.0,0.0,4.284217602696567e-24,5.374423385130497e-42,0.0,6.185101967629705e-28,0.0,0.0,1.2937513585675297e-21,0.0,0.11764699635204627,3.2837098458769877e-47,0.0,0.0,0.0,6.358557506878564e-08,5.942954228471513e-09,6.237863203992582e-11,4.125679539677242e-11,1.510617068739971e-11,5.942346209758784e-12,7.33197472971934e-14
2.457110161954046e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598858216573,0.0,0.17647058702712534,0.0,0.0,4.430890917926687e-24,5.730769711313593e-42,0.0,6.5184006036461e-28,0.0,0.0,1.3231137150436828e-21,0.0,0.11764699563439264,3.5735033765254295e-47,0.0,0.0,0.0,6.430252482811333e-08,5.945749204945998e-09,6.30825186200614e-11,4.1584234533111257e-11,1.5414736769385515e-11,6.008570443810923e-12,7.497687508566194e-14
2.4845270724110193e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598851009985,0.0,0.17647058702581211,0.0,0.0,4.5808742458732176e-24,6.106201087122044e-42,0.0,6.865414484088571e-28,0.0,0.0,1.352805539696708e-21,0.0,0.1176469949167514,3.885023538714007e-47,0.0,0.0,0.0,6.501946217583965e-08,5.948375564418387e-09,6.378640519203886e-11,4.190924344940836e-11,1.57257330640693e-11,6.0747763141491925e-12,7.665236577396887e-14
2.5119439828679927e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559884380513,0.0,0.17647058702457824,0.0,0.0,4.734204520226909e-24,6.501497976143611e-42,0.0,7.226532146661235e-28,0.0,0.0,1.3828268325085369e-21,0.0,0.11764699419912257,4.2196131771196656e-47,0.0,0.0,0.0,6.573638711217988e-08,5.950843411385437e-09,6.449029175585699e-11,4.2231840182484465e-11,1.6039141534629654e-11,6.140963825865129e-12,7.834621427003837e-14
2.539360893324966e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598836601914,0.0,0.17647058702341878,0.0,0.0,4.890918674676937e-24,6.917462806875962e-42,0.0,7.602147947907462e-28,0.0,0.0,1.4131775934611018e-21,0.0,0.11764699348150617,4.578680457761455e-47,0.0,0.0,0.0,6.645329963734925e-08,5.953162252801101e-09,6.519417831151456e-11,4.2552042635292986e-11,1.6354944278112447e-11,6.2071329840488604e-12,8.00584154832065e-14
2.5667778037819395e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598829400246,0.0,0.17647058702232937,0.0,0.0,5.0510536429109014e-24,7.354920299087315e-42,0.0,7.992662057891006e-28,0.0,0.0,1.4438578225363335e-21,0.0,0.11764699276390217,4.963701172258011e-47,0.0,0.0,0.0,6.717019975156305e-08,5.955341032473311e-09,6.589806485901022e-11,4.2869868577913604e-11,1.6673123524437263e-11,6.273283793789092e-12,8.178896432422068e-14
2.594194714238913e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555988222000434,0.0,0.17647058702130583,0.0,0.0,5.214646358614818e-24,7.814717789859857e-42,0.0,8.398480454206446e-28,0.0,0.0,1.474867519716162e-21,0.0,0.11764699204631057,5.376221090920698e-47,0.0,0.0,0.0,6.788708745503641e-08,5.957388163592402e-09,6.660195139834276e-11,4.3185335648538465e-11,1.699366163541124e-11,6.33941626017312e-12,8.353785570523938e-14
2.621611624695886e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598815001225,0.0,0.17647058702034413,0.0,0.0,5.381733755473128e-24,8.29772555927869e-42,0.0,8.820014915335947e-28,0.0,0.0,1.5062066849825174e-21,0.0,0.11764699132873141,5.817858364901313e-47,0.0,0.0,0.0,6.860396274798456e-08,5.9593115594790264e-09,6.730583792951081e-11,4.349846135445094e-11,1.731654110375019e-11,6.405530388286823e-12,8.530508453983181e-14
2.6490285351528596e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598807803717,0.0,0.17647058701944054,0.0,0.0,5.552352767168691e-24,8.804837155730014e-42,0.0,9.257683013369145e-28,0.0,0.0,1.5378753183173286e-21,0.0,0.11764699061116464,6.290305977602332e-47,0.0,0.0,0.0,6.932082563062262e-08,5.961118662637066e-09,6.800972445251307e-11,4.380926307299738e-11,1.7641744552107036e-11,6.471626183214667e-12,8.709064574297736e-14
2.676445445609833e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559880060745,0.0,0.17647058701859164,0.0,0.0,5.726540327382783e-24,9.336969720773299e-42,0.0,9.711908106102543e-28,0.0,0.0,1.5698734197025243e-21,0.0,0.11764698989361028,6.795334245548957e-47,0.0,0.0,0.0,7.003767610316578e-08,5.962816472194522e-09,6.871361096734817e-11,4.41177580525513e-11,1.7969254732107426e-11,6.537703650039704e-12,8.889453423106532e-14
2.7038623560668064e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598793412357,0.0,0.17647058701779414,0.0,0.0,5.90433336979511e-24,9.895064313553098e-42,0.0,1.0183119328534474e-27,0.0,0.0,1.6022009891200319e-21,0.0,0.11764698917606832,7.334793368912975e-47,0.0,0.0,0.0,7.075451416582909e-08,5.964411569812707e-09,6.941749747401474e-11,4.442396341347079e-11,1.8299054523392475e-11,6.603762793843574e-12,9.071674492189443e-14
2.7312792665237797e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598786218377,0.0,0.17647058701704482,0.0,0.0,6.085768828083786e-24,1.0480086234717076e-41,0.0,1.0671751583771408e-27,0.0,0.0,1.634858026551779e-21,0.0,0.1176469884585388,7.910616031867759e-47,0.0,0.0,0.0,7.147133981882765e-08,5.965910144141145e-09,7.01213839725114e-11,4.4727896149048515e-11,1.8631126932668728e-11,6.669803619706506e-12,9.255727273467257e-14
2.758696176980753e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987790254495,0.0,0.1764705870163409,0.0,0.0,6.270883635925354e-24,1.1093025349807608e-41,0.0,1.1178245533361058e-27,0.0,0.0,1.6678445319796924e-21,0.0,0.11764698774102167,8.524820052943124e-47,0.0,0.0,0.0,7.218815306237659e-08,5.967318013892583e-09,7.082527046283676e-11,4.5029573126454794e-11,1.8965455092765017e-11,6.735826132707317e-12,9.441611259001624e-14
2.7861130874377265e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987718335224,0.0,0.17647058701567958,0.0,0.0,6.459714726994766e-24,1.1734896412095243e-41,0.0,1.1703047587067623e-27,0.0,0.0,1.7011605053856973e-21,0.0,0.11764698702351695,9.179511085538779e-47,0.0,0.0,0.0,7.29049538966909e-08,5.96864064960971e-09,7.152915694498945e-11,4.532901108767371e-11,1.9302022261696447e-11,6.801830337923413e-12,9.62932594099503e-14
2.8135299978947e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987646425407,0.0,0.1764705870150583,0.0,0.0,6.652299034965401e-24,1.2406739384823074e-41,0.0,1.2246609892103898e-27,0.0,0.0,1.7348059467517194e-21,0.0,0.11764698630602463,9.876885368745618e-47,0.0,0.0,0.0,7.362174232198564e-08,5.969883194192126e-09,7.223304341896803e-11,4.56262266504322e-11,1.9640811821735237e-11,6.867816240430788e-12,9.81887081179075e-14
2.840946908351673e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987574524594,0.0,0.17647058701447466,0.0,0.0,6.848673493509053e-24,1.3109619762832092e-41,0.0,1.2809390321835078e-27,0.0,0.0,1.7687808560596832e-21,0.0,0.11764698558854472,1.0619232528614543e-46,0.0,0.0,0.0,7.433851833847583e-08,5.9710504822493515e-09,7.293692988477109e-11,4.5921236309122285e-11,1.998180727848852e-11,6.933783845304031e-12,1.0010245363872812e-13
2.8683638188086466e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598750263231,0.0,0.1764705870139264,0.0,0.0,7.048875036295928e-24,1.3844628893538095e-41,0.0,1.3391852463968454e-27,0.0,0.0,1.803085233291513e-21,0.0,0.11764698487107722,1.1408938430002907e-46,0.0,0.0,0.0,7.505528194637647e-08,5.972147058342646e-09,7.364081634239722e-11,4.621405643571646e-11,2.032499225998297e-11,6.999733157616319e-12,1.0203449089865953e-13
2.89578072926562e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598743074812,0.0,0.1764705870134113,0.0,0.0,7.25294059699466e-24,1.4612884297231913e-41,0.0,1.3994465608243202e-27,0.0,0.0,1.8377190784291318e-21,0.0,0.11764698415362215,1.2248488079119048e-46,0.0,0.0,0.0,7.577203314590256e-08,5.973177194175644e-09,7.434470279184501e-11,4.6504703280676245e-11,2.0670350515756208e-11,7.065664182439419e-12,1.0398481482535593e-13
2.9231976397225934e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987358871643,0.0,0.17647058701292748,0.0,0.0,7.460907109272294e-24,1.5415529986675104e-41,0.0,1.4617704733633997e-27,0.0,0.0,1.872682391454462e-21,0.0,0.11764698343617948,1.3140468576876133e-46,0.0,0.0,0.0,7.648877193726908e-08,5.974144904791022e-09,7.504858923311299e-11,4.6793192973854077e-11,2.1017865915954968e-11,7.131576924843695e-12,1.0595342034787772e-13
2.9506145501795667e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598728700249,0.0,0.17647058701247295,0.0,0.0,7.672811506794289e-24,1.6253736785964337e-41,0.0,1.5262050495082106e-27,0.0,0.0,1.907975172349426e-21,0.0,0.11764698271874921,1.4087572123157304e-46,0.0,0.0,0.0,7.720549832069099e-08,5.975053963827693e-09,7.57524756661998e-11,4.7079541525388394e-11,2.136752245043993e-11,7.197471389898097e-12,1.079403023966914e-13
2.97803146063654e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559872151403,0.0,0.17647058701204596,0.0,0.0,7.888690723224526e-24,1.7128702648638248e-41,0.0,1.5927989209767183e-27,0.0,0.0,1.9435974210959445e-21,0.0,0.11764698200133135,1.5092599072085156e-46,0.0,0.0,0.0,7.792221229638324e-08,5.975907917890408e-09,7.645636209110395e-11,4.736376482659224e-11,2.171930422789724e-11,7.263347582670173e-12,1.0994545590366901e-13
3.0054483710935135e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987143284733,0.0,0.1764705870116449,0.0,0.0,8.108581692225302e-24,1.804165297500144e-41,0.0,1.6616012842932835e-27,0.0,0.0,1.979549137675938e-21,0.0,0.1176469812839259,1.615846103837953e-46,0.0,0.0,0.0,7.863891386456075e-08,5.976710100081107e-09,7.716024850782401e-11,4.7645878650835054e-11,2.2073195474956604e-11,7.32920550822606e-12,1.119688758020877e-13
3.032865281550487e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598707143549,0.0,0.1764705870112681,0.0,0.0,8.332521347457325e-24,1.8993840928640886e-41,0.0,1.7326618993278778e-27,0.0,0.0,2.0158303220713274e-21,0.0,0.11764698056653285,1.728818405487885e-46,0.0,0.0,0.0,7.935560302543849e-08,5.977463642738889e-09,7.786413491635862e-11,4.792589865441811e-11,2.2429180535315897e-11,7.395045171630493e-12,1.1401055702662945e-13
3.06028219200746e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598699959227,0.0,0.17647058701091417,0.0,0.0,8.560546622579725e-24,1.9986547752110773e-41,0.0,1.8060310877932113e-27,0.0,0.0,2.052440974264031e-21,0.0,0.1176469798491522,1.8484911781291465e-46,0.0,0.0,0.0,8.007227977923136e-08,5.978171489433061e-09,7.85680213167063e-11,4.820384037744338e-11,2.278724386887231e-11,7.460866577946803e-12,1.160704945133806e-13
3.0876991024644336e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598692775478,0.0,0.17647058701058171,0.0,0.0,8.792694451250039e-24,2.1021083081762573e-41,0.0,1.8817597317010062e-27,0.0,0.0,2.0893810942359682e-21,0.0,0.11764697913178397,1.9751908764234957e-46,0.0,0.0,0.0,8.078894412615423e-08,5.978836406251538e-09,7.927190770886563e-11,4.847971924467594e-11,2.3147370050859942e-11,7.526669732236908e-12,1.1814868319983162e-13
3.115116012921407e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598685592277,0.0,0.1764705870102694,0.0,0.0,9.029001767124228e-24,2.20987852616977e-41,0.0,1.959899271778615e-27,0.0,0.0,2.126650681969057e-21,0.0,0.11764697841442814,2.1092563748612906e-46,0.0,0.0,0.0,8.150559606642203e-08,5.979460992424517e-09,7.997579409283521e-11,4.875355056639995e-11,2.3509543770993774e-11,7.592454639561325e-12,1.2024511802487646e-13
3.1425329233783804e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598678409601,0.0,0.17647058700997606,0.0,0.0,9.269505503856664e-24,2.3221021656820825e-41,0.0,2.040501705847182e-27,0.0,0.0,2.1642497374452135e-21,0.0,0.11764697769708472,2.251039304037031e-46,0.0,0.0,0.0,8.222223560024962e-08,5.98004769032142e-09,8.067968046861358e-11,4.9025349539268394e-11,2.3873749832619987e-11,7.658221304979173e-12,1.2235979392881238e-13
3.169949833835354e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598671227425,0.0,0.17647058700970053,0.0,0.0,9.514242595100132e-24,2.4389188964972693e-41,0.0,2.123619587162497e-27,0.0,0.0,2.202178260646355e-21,0.0,0.11764697697975371,2.400904392066071e-46,0.0,0.0,0.0,8.293886272785188e-08,5.9805987948569394e-09,8.138356683619936e-11,4.929513124714644e-11,2.4239973151872657e-11,7.723969733548159e-12,1.2449270585333939e-13
3.197366744292327e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986640457265,0.0,0.17647058700944168,0.0,0.0,9.763249974505832e-24,2.560471352812167e-41,0.0,2.2093060227196838e-27,0.0,0.0,2.2404362515543976e-21,0.0,0.1176469762624351,2.5592298111449976e-46,0.0,0.0,0.0,8.365547744944366e-08,5.9811164623401854e-09,8.208745319559117e-11,4.9562910661948404e-11,2.460819875683658e-11,7.78969993032459e-12,1.2664384874156004e-13
3.2247836547493005e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986568644864,0.0,0.17647058700919854,0.0,0.0,1.0016564575723379e-23,2.6869051642594226e-41,0.0,2.29761467152284e-27,0.0,0.0,2.2790237101512567e-21,0.0,0.1176469755451289,2.726407529257383e-46,0.0,0.0,0.0,8.437207976523986e-08,5.981602718799053e-09,8.279133954678753e-11,4.9828702644468814e-11,2.4978411786716453e-11,7.85541190036337e-12,1.288132175379789e-13
3.252200565206274e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598649683686,0.0,0.17647058700897017,0.0,0.0,1.0274223332400795e-23,2.818368986832483e-41,0.0,2.388599742820725e-27,0.0,0.0,2.317940636418847e-21,0.0,0.11764697482783511,2.902843667025838e-46,0.0,0.0,0.0,8.508866967545529e-08,5.9820594678101765e-09,8.349522588978711e-11,5.0092521945207e-11,2.5350597491012115e-11,7.921105648718004e-12,1.310008071885023e-13
3.2796174756632473e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598642503307,0.0,0.17647058700875567,0.0,0.0,1.0536263178184532e-23,2.955014533710661e-41,0.0,2.4823159943095678e-27,0.0,0.0,2.357187030339082e-21,0.0,0.11764697411055372,3.088958859710533e-46,0.0,0.0,0.0,8.580524718030477e-08,5.9824884978632035e-09,8.419911222458848e-11,5.0354383205185766e-11,2.5724741228699965e-11,7.986781180440589e-12,1.3320661264043767e-13
3.3070343861202206e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986353233315,0.0,0.17647058700855414,0.0,0.0,1.0802721046719436e-23,3.096996605982458e-41,0.0,2.5788187303040392e-27,0.0,0.0,2.3967628918938747e-21,0.0,0.11764697339328474,3.2851886243535908e-46,0.0,0.0,0.0,8.652181228000321e-08,5.9828914892864906e-09,8.490299855119029e-11,5.061430095676392e-11,2.6100828467420434e-11,8.052438500581821e-12,1.3543062884249347e-13
3.334451296577194e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598628143744,0.0,0.17647058700836488,0.0,0.0,1.1073633871648777e-23,3.2444731232653936e-41,0.0,2.6781637998774355e-27,0.0,0.0,2.436668221065139e-21,0.0,0.11764697267602817,3.49198373206804e-46,0.0,0.0,0.0,8.723836497476534e-08,5.9832700207598186e-09,8.560688486959113e-11,5.0872289624442655e-11,2.6478844782671507e-11,8.118077614191004e-12,1.376728507447787e-13
3.3618682070341674e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986209645295,0.0,0.17647058700818713,0.0,0.0,1.1349038586614235e-23,3.3976051542206206e-41,0.0,2.7804075949720752e-27,0.0,0.0,2.4769030178347858e-21,0.0,0.11764697195878397,3.709810585469258e-46,0.0,0.0,0.0,8.795490526480603e-08,5.983625575438334e-09,8.63107711797896e-11,5.1128363525666217e-11,2.6858775857008195e-11,8.183698526316028e-12,1.3993327329880236e-13
3.389285117491141e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598613785674,0.0,0.17647058700802012,0.0,0.0,1.1628972125255904e-23,3.556556946960721e-41,0.0,2.885607048480893e-27,0.0,0.0,2.5174672821847274e-21,0.0,0.1176469712415522,3.9391516012461426e-46,0.0,0.0,0.0,8.867143315034006e-08,5.983959546710495e-09,8.701465748178444e-11,5.138253687161634e-11,2.7240607479247973e-11,8.249301242003392e-12,1.422118914574732e-13
3.416702027948114e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986066071654,0.0,0.1764705870078633,0.0,0.0,1.1913471421212284e-23,3.721495959349054e-41,0.0,2.9938196323012234e-27,0.0,0.0,2.558361014096874e-21,0.0,0.11764697052433283,4.180505597868559e-46,0.0,0.0,0.0,8.938794863158223e-08,5.984273243611569e-09,8.771854377557421e-11,5.1634823768000976e-11,2.7624325543682122e-11,8.314885766298193e-12,1.4450870017509944e-13
3.4441189384050875e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598599428989,0.0,0.17647058700771595,0.0,0.0,1.2202573408120296e-23,3.892592889189141e-41,0.0,3.1051033553616993e-27,0.0,0.0,2.5995842135531362e-21,0.0,0.11764696980712587,4.434388188426902e-46,0.0,0.0,0.0,9.010445170874737e-08,5.984567895912963e-09,8.842243006115756e-11,5.188523821583713e-11,2.800991604929291e-11,8.380452104244132e-12,1.4682369440738807e-13
