Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58)
3.5932135233360295e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855515211343187,0.0,0.1764705870055248,0.0,0.0,1.3854892820965764e-17,1.3729142820148952e-31,0.0,7.9832680960717e-20,0.0,0.0,2.828845955876467e-17,0.0,0.11763863126629368,5.799554853044581e-34,0.0,0.0,0.0,8.41950941863547e-06,5.988950226094627e-09,9.224287665197065e-09,8.537015250270273e-11,8.249422982732374e-09,2.3826134998731847e-10,6.512332358132523e-10
3.6659624142377883e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855513694395557,0.0,0.1764705870055264,0.0,0.0,1.471352898695875e-17,1.4957444736183312e-31,0.0,8.520209827980415e-20,0.0,0.0,2.944537817729706e-17,0.0,0.11763847957198449,6.4554758399228835e-34,0.0,0.0,0.0,8.571016985884373e-06,5.988947043681107e-09,9.411029611332499e-09,8.537008084233008e-11,8.418159531718284e-09,2.3871830130878544e-10,6.687817561651299e-10
3.738711305139547e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555121843919073,0.0,0.17647058700552795,0.0,0.0,1.560692530984313e-17,1.6267471229717335e-31,0.0,9.081147009128335e-20,0.0,0.0,3.0625476635505544e-17,0.0,0.11763832857204068,7.169997683366255e-34,0.0,0.0,0.0,8.721830188302879e-06,5.988943875835403e-09,9.597771009597116e-09,8.537001010297779e-11,8.586895662579258e-09,2.391427372379984e-10,6.863626613345847e-10
3.811460196041306e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855510681300391,0.0,0.17647058700552953,0.0,0.0,1.65357713888623e-17,1.7662835032617676e-31,0.0,9.666617785512045e-20,0.0,0.0,3.182875459950959e-17,0.0,0.11763817826327992,7.947004922292077e-34,0.0,0.0,0.0,8.871952208189216e-06,5.988940722490716e-09,9.784511862248e-09,8.536994028042125e-11,8.75563137713312e-09,2.395369650032255e-10,7.039736445381963e-10
3.884209086943065e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855509185089307,0.0,0.17647058700553112,0.0,0.0,1.7500756816215398e-17,1.9147228987516128e-31,0.0,1.0277160120799665e-19,0.0,0.0,3.3055211735712125e-17,0.0,0.11763802864253455,8.790552116794739e-34,0.0,0.0,0.0,9.021386213257041e-06,5.988937583580539e-09,9.97125217152507e-09,8.53698713704538e-11,8.924366677189334e-09,2.3990312813832343e-10,7.216125626781381e-10
3.956957977844824e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555076957271064,0.0,0.1764705870055327,0.0,0.0,1.8502571177087156e-17,2.0724426020040163e-31,0.0,1.0913311788336828e-19,0.0,0.0,3.4304847710797495e-17,0.0,0.11763787970665134,9.704867510068513e-34,0.0,0.0,0.0,9.170135356702247e-06,5.988934459038674e-09,1.0157991939650975e-08,8.536980336888903e-11,9.093101564549024e-09,2.402432180957764e-10,7.392774247290088e-10
4.0297068687465826e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555062131823805,0.0,0.17647058700553422,0.0,0.0,1.9541904049677357e-17,2.2398279110006314e-31,0.0,1.1575610365153566e-19,0.0,0.0,3.557766219172925e-17,0.0,0.11763773145249151,1.0694356687657724e-33,0.0,0.0,0.0,9.318202777269535e-06,5.9889313487992385e-09,1.0344731168831076e-08,8.536973627156073e-11,9.26183604100502e-09,2.4055908503601193e-10,7.569663809484427e-10
4.1024557596483415e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855504737423872,0.0,0.17647058700553578,0.0,0.0,2.061944500523009e-17,2.4172721261855698e-31,0.0,1.2264593227731856e-19,0.0,0.0,3.6873654845747954e-17,0.0,0.11763758387693077,1.1763606234188363e-33,0.0,0.0,0.0,9.46559159931862e-06,5.988928252796659e-09,1.0531469861253468e-08,8.536967007432165e-11,9.430570108341905e-09,2.408524478513793e-10,7.746777128531125e-10
4.1752046505501e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555032684204623,0.0,0.17647058700553733,0.0,0.0,2.173588360806253e-17,2.6051765474576713e-31,0.0,1.298079754931723e-19,0.0,0.0,3.819282534036914e-17,0.0,0.11763743697685905,1.2917387387733098e-33,0.0,0.0,0.0,9.612304932890152e-06,5.988925170965646e-09,1.0718208019089026e-08,8.536960477304286e-11,9.599303768336057e-09,2.4112490347900244e-10,7.924098239058985e-10
4.247953541451859e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555018061411774,0.0,0.1764705870055389,0.0,0.0,2.2891909415593555e-17,2.803950471132983e-31,0.0,1.3724760298578903e-19,0.0,0.0,3.9535173343381065e-17,0.0,0.11763729074918054,1.4160659691958415e-33,0.0,0.0,0.0,9.758345873771368e-06,5.988922103241215e-09,1.090494564449152e-08,8.536954036361463e-11,9.768037022755671e-09,2.4137793555292857e-10,8.101612308638029e-10
4.320702432353618e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855500350555189,0.0,0.17647058700554039,0.0,0.0,2.4088211978372024e-17,3.014011186896216e-31,0.0,1.4497018239442945e-19,0.0,0.0,4.0900698522842677e-17,0.0,0.11763714519081366,1.5498574646198745e-33,0.0,0.0,0.0,9.903717503561397e-06,5.988919049558701e-09,1.1091682739597755e-08,8.536947684194653e-11,9.936769873360818e-09,2.416129224424667e-10,8.279305557397063e-10
4.393451323255377e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855498901631811,0.0,0.1764705870055419,0.0,0.0,2.5325480840104752e-17,3.2357839747574576e-31,0.0,1.5298107931940298e-19,0.0,0.0,4.228940054708142e-17,0.0,0.1176370002986909,1.693647935359801e-33,0.0,0.0,0.0,1.0048422889736292e-05,5.988916009853726e-09,1.127841930652772e-08,8.536941420396699e-11,1.0105502321903478e-08,2.418311447202878e-10,8.457165183343889e-10
4.466200214157136e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855497459340495,0.0,0.17647058700554344,0.0,0.0,2.6604405537684224e-17,3.469702102028205e-31,0.0,1.6128565733928268e-19,0.0,0.0,4.3701279084691204e-17,0.0,0.11763685606975889,1.8479920167454055e-33,0.0,0.0,0.0,1.0192465085713744e-05,5.988912984062191e-09,1.1465155347384772e-08,8.536935244562289e-11,1.0274234370127563e-08,2.420337921007382e-10,8.635179292983646e-10
4.5389491050588946e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855496023650837,0.0,0.17647058700554497,0.0,0.0,2.792567560121606e-17,3.7162068203287373e-31,0.0,1.698892780355865e-19,0.0,0.0,4.5136333804530367e-17,0.0,0.11763671250097817,2.013464633589577e-33,0.0,0.0,0.0,1.0335847130917526e-05,5.9889099721203185e-09,1.1651890864255847e-08,8.536929156287973e-11,1.044296601976899e-08,2.4222196988593867e-10,8.813336836859461e-10
4.6116979959606534e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554945945325716,0.0,0.17647058700554644,0.0,0.0,2.928998055404623e-17,3.975747362637074e-31,0.0,1.7879730102379027e-19,0.0,0.0,4.6594564375719583e-17,0.0,0.11763656958932323,2.1906613645017096e-33,0.0,0.0,0.0,1.047857205084163e-05,5.988906973964625e-09,1.183862585921168e-08,8.536923155172174e-11,1.0611697272555678e-08,2.423967049545739e-10,8.991627549666379e-10
4.684446886862412e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554931719555715,0.0,0.17647058700554794,0.0,0.0,3.069800991278796e-17,4.248780940388185e-31,0.0,1.880150839896614e-19,0.0,0.0,4.807597046763989e-17,0.0,0.11763642733178248,2.3801988060585968e-33,0.0,0.0,0.0,1.062064285711409e-05,5.988903989531888e-09,1.2025360334307032e-08,8.536917240815158e-11,1.0780428130207616e-08,2.425589513258161e-10,9.170041894614064e-10
4.757195777764171e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855491755889851,0.0,0.17647058700554943,0.0,0.0,3.21504531873485e-17,4.535772740630699e-31,0.0,1.9754798273001004e-19,0.0,0.0,4.958055174993073e-17,0.0,0.11763628572535807,2.582714936844043e-33,0.0,0.0,0.0,1.076206254756055e-05,5.988901018759204e-09,1.2212094291580927e-08,8.536911412819025e-11,1.094915859443689e-08,2.4270959532852614e-10,9.348571011736824e-10
4.82994466866593e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554903463055614,0.0,0.17647058700555093,0.0,0.0,3.3647999880955526e-17,4.837195923247061e-31,0.0,2.074013511970573e-19,0.0,0.0,5.110830789248795e-17,0.0,0.11763614476706594,2.798869481367807e-33,0.0,0.0,0.0,1.0902834106267506e-05,5.988898061583969e-09,1.2398827733056924e-08,8.536905670787706e-11,1.1117888666947719e-08,2.428494604037379e-10,9.527206669870925e-10
4.902693559567689e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855488943172991,0.0,0.17647058700555238,0.0,0.0,3.5191339490183464e-17,5.153531618242014e-31,0.0,2.1758054154570777e-19,0.0,0.0,5.265923856546192e-17,0.0,0.11763600445393563,3.0293442738738822e-33,0.0,0.0,0.0,1.104296050364528e-05,5.988895117943833e-09,1.2585560660743341e-08,8.536900014326956e-11,1.1286618349436495e-08,2.429793115664361e-10,9.705941222038947e-10
4.975442450469448e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855487546462561,0.0,0.17647058700555385,0.0,0.0,3.67811615049795e-17,5.485268923103207e-31,0.0,2.280909041830988e-19,0.0,0.0,5.4233343439255706e-17,0.0,0.11763586478301034,3.2748436220475316e-33,0.0,0.0,0.0,1.1182444696490703e-05,5.988892187776743e-09,1.2772293076633533e-08,8.53689444304433e-11,1.1455347643591813e-08,2.430998595507993e-10,9.8847675639996e-10
5.0481913413712066e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855486156144837,0.0,0.17647058700555532,0.0,0.0,3.8418155408689344e-17,5.832904900236961e-31,0.0,2.389377878198692e-19,0.0,0.0,5.583062218452312e-17,0.0,0.11763572575134687,3.536094670629911e-33,0.0,0.0,0.0,1.1321289628049497e-05,5.988889271020962e-09,1.2959024982706158e-08,8.536888956549198e-11,1.1624076551094523e-08,2.4321176466135907e-10,1.0063679095738375e-09
5.1209402322729654e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855484772190514,0.0,0.1764705870055568,0.0,0.0,4.0103010678082926e-17,6.1969445744812935e-31,0.0,2.501265395226609e-19,0.0,0.0,5.745107447216697e-17,0.0,0.11763558735601545,3.81384776494855e-33,0.0,0.0,0.0,1.1459498228078375e-05,5.988886367615006e-09,1.3145756380925416e-08,8.536883554452726e-11,1.1792805073617752e-08,2.433156403509398e-10,1.0242669685690362e-09
5.193689123174724e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855483394570422,0.0,0.1764705870055582,0.0,0.0,4.1836416783379726e-17,6.577900930697807e-31,0.0,2.6166250476742174e-19,0.0,0.0,5.909469997333722e-17,0.0,0.11763544959409974,4.108876814371383e-33,0.0,0.0,0.0,1.1597073412906897e-05,5.98888347749766e-09,1.3332487273241329e-08,8.536878236367867e-11,1.196153321282694e-08,2.4341205654476227e-10,1.0421733637501511e-09
5.266438014076483e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855482023255527,0.0,0.17647058700555965,0.0,0.0,4.3619063188274037e-17,6.976294911443261e-31,0.0,2.735510274931389e-19,0.0,0.0,6.076149835942935e-17,0.0,0.11763531246269676,4.421979655691557e-33,0.0,0.0,0.0,1.1734018085498946e-05,5.988880600608036e-09,1.3519217661589986e-08,8.536873001909339e-11,1.2130260970379889e-08,2.4350154272871713e-10,1.0600865659148058e-09
5.339186904978242e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855480658216926,0.0,0.1764705870055611,0.0,0.0,4.5451639349959976e-17,7.392655414721297e-31,0.0,2.8579745015567374e-19,0.0,0.0,6.245146930208245e-17,0.0,0.11763517595891684,4.753978416449639e-33,0.0,0.0,0.0,1.1870335135514041e-05,5.9888777368855045e-09,1.370594754789381e-08,8.536867850693634e-11,1.2298988347926783e-08,2.4358459081854084e-10,1.078006083424703e-09
5.411935795880001e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855479299425852,0.0,0.17647058700556253,0.0,0.0,4.733483471915634e-17,7.827519291814201e-31,0.0,2.9840711378141823e-19,0.0,0.0,6.416461247317778e-17,0.0,0.11763504007988361,5.105719878199457e-33,0.0,0.0,0.0,1.2006027439368287e-05,5.9888748862696825e-09,1.3892676934061812e-08,8.536862782339016e-11,1.2467715347110234e-08,2.4366165782543323e-10,1.0959314595402212e-09
5.48468468678176e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855477946853668,0.0,0.17647058700556392,0.0,0.0,4.9269338740131226e-17,8.281431345194256e-31,0.0,3.1138535802052817e-19,0.0,0.0,6.590092754483685e-17,0.0,0.11763490482273377,5.4780758397232645e-33,0.0,0.0,0.0,1.2141097860295067e-05,5.988872048700512e-09,1.407940582198982e-08,8.5368577964655e-11,1.2636441969565314e-08,2.437331683325611e-10,1.1138622699441243e-09
5.5574335776835185e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554766004718685,0.0,0.17647058700556534,0.0,0.0,5.125584085072651e-17,8.754944326513931e-31,0.0,3.247375211995285e-19,0.0,0.0,6.766041418941998e-17,0.0,0.11763477018461728,5.871943480201521e-33,0.0,0.0,0.0,1.2275549248405467e-05,5.988869224118208e-09,1.426613421356075e-08,8.53685289269484e-11,1.2805168216919588e-08,2.437995167958608e-10,1.1317981204409698e-09
5.7029313594870356e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855473926166056,0.0,0.17647058700556814,0.0,0.0,5.538759706016009e-17,9.763023814163072e-31,0.0,3.525849513759697e-19,0.0,0.0,7.124890088798392e-17,0.0,0.117634502754149,6.727931595410871e-33,0.0,0.0,0.0,1.2542606261369811e-05,5.988863613676293e-09,1.4639589515099807e-08,8.536843329957791e-11,1.3142619592798686e-08,2.439181670751111e-10,1.167683503245353e-09
5.833879363110201e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855471540178648,0.0,0.17647058700557064,0.0,0.0,5.929092742486505e-17,1.0743038419279352e-30,0.0,3.7897997011720632e-19,0.0,0.0,7.455778241404274e-17,0.0,0.11763426415549567,7.581423830665211e-33,0.0,0.0,0.0,1.2780868806569196e-05,5.98885860809926e-09,1.497569760757683e-08,8.536835000527097e-11,1.344632456442046e-08,2.440107107810382e-10,1.1999941747517296e-09
5.964827366733366e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554691738107213,0.0,0.1764705870055731,0.0,0.0,6.337345344609591e-17,1.1795519550548761e-30,0.0,4.066694527576075e-19,0.0,0.0,7.794173475166942e-17,0.0,0.1176340275187788,8.519765255136906e-33,0.0,0.0,0.0,1.3017169416937762e-05,5.988853643682106e-09,1.5311804120573895e-08,8.536826931306102e-11,1.3750028345688216e-08,2.440914975743931e-10,1.2323162118735275e-09
6.095775370356531e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554668269007094,0.0,0.17647058700557555,0.0,0.0,6.763919569615063e-17,1.29239780480626e-30,0.0,4.356844911316237e-19,0.0,0.0,8.140075599849825e-17,0.0,0.11763379282784309,9.549153786636831e-33,0.0,0.0,0.0,1.325152424770443e-05,5.98884872008579e-09,1.564790906463502e-08,8.536819120150948e-11,1.4053730945827123e-08,2.441619875633368e-10,1.2646481558508193e-09
6.226723373979696e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855464499288377,0.0,0.17647058700557802,0.0,0.0,7.209217468176313e-17,1.4132008064716302e-30,0.0,4.660561670019667e-19,0.0,0.0,8.493484425454993e-17,0.0,0.11763356006666631,1.0676082739484474e-32,0.0,0.0,0.0,1.3483949321070255e-05,5.988843836974194e-09,1.598401245018601e-08,8.53681156493543e-11,1.4357432373986303e-08,2.442234594767806e-10,1.296988729260646e-09
6.357671377602861e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285546219081481,0.0,0.17647058700558044,0.0,0.0,7.673641084453906e-17,1.5423287040237705e-30,0.0,4.978155528523397e-19,0.0,0.0,8.854399762220551e-17,0.0,0.11763332921935823,1.1907347682592067e-32,0.0,0.0,0.0,1.3714460527303967e-05,5.98883899401401e-09,1.6320114287538195e-08,8.536804263550864e-11,1.466113263923946e-08,2.4427703326389134e-10,1.3293368134205206e-09
6.488619381226027e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855459901322404,0.0,0.17647058700558282,0.0,0.0,8.157592456138638e-17,1.6801575677306838e-30,0.0,5.30993712628517e-19,0.0,0.0,9.22282142061809e-17,0.0,0.11763310027015939,1.32500532970048e-32,0.0,0.0,0.0,1.394307362582841e-05,5.9888341908744905e-09,1.6656214586891804e-08,8.536797213905983e-11,1.4964831750585502e-08,2.4432368986505447e-10,1.3616914286202589e-09
6.619567384849192e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554576306548535,0.0,0.17647058700558524,0.0,0.0,8.661473614494127e-17,1.827071791957876e-30,0.0,5.6562170242991e-19,0.0,0.0,9.598749211350242e-17,0.0,0.11763287320344014,1.4711620233252034e-32,0.0,0.0,0.0,1.4169804246298083e-05,5.988829427227719e-09,1.6992313358339186e-08,8.536790413926767e-11,1.526852971694918e-08,2.443642885340705e-10,1.3940517168023811e-09
6.750515388472357e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554553786571424,0.0,0.1764705870055876,0.0,0.0,9.185686584398946e-17,1.983464093153273e-30,0.0,6.017305711513904e-19,0.0,0.0,9.982182945348286e-17,0.0,0.11763264800369949,1.629979196842013e-32,0.0,0.0,0.0,1.4394667889667669e-05,5.988824702748607e-09,1.7328410611867808e-08,8.53678386155628e-11,1.5572226547181677e-08,2.4439958191856757e-10,1.4264169264841053e-09
6.881463392095522e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285545314517553,0.0,0.17647058700558993,0.0,0.0,9.730633384388276e-17,2.1497355079980574e-30,0.0,6.393513610793486e-19,0.0,0.0,1.0373122433769833e-16,0.0,0.11763242465556416,1.802264166312685e-32,0.0,0.0,0.0,1.4617679929251784e-05,5.988820017114517e-09,1.766450635736316e-08,8.536777554754546e-11,1.5875922250061233e-08,2.4443022925885573e-10,1.4587863995607102e-09
7.012411395718687e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554509300575437,0.0,0.17647058700559223,0.0,0.0,1.0296716026695128e-16,2.3262953917108267e-30,0.0,6.785151084429971e-19,0.0,0.0,1.0771567487996548e-16,0.0,0.11763220314378736,1.9888579018397883e-32,0.0,0.0,0.0,1.483885561177598e-05,5.9888153700055275e-09,1.80006006046113e-08,8.536771491498415e-11,1.6179616834293754e-08,2.4445680796591563e-10,1.4911595597296045e-09
7.143359399341852e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855448733151966,0.0,0.17647058700559456,0.0,0.0,1.0884336517291129e-16,2.5135614164929355e-30,0.0,7.192528439231286e-19,0.0,0.0,1.117751791963196e-16,0.0,0.11763198345324795,2.1906357132527552e-32,0.0,0.0,0.0,1.5058210058419139e-05,5.988810761104561e-09,1.833669336330144e-08,8.536765669781423e-11,1.6483310308513406e-08,2.444798237873953e-10,1.523535902326218e-09
7.274307402965018e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554465543088264,0.0,0.17647058700559684,0.0,0.0,1.1493896855926876e-16,2.711959570104645e-30,0.0,7.615955931197233e-19,0.0,0.0,1.1590973540499317e-16,0.0,0.11763176556894925,2.4085079357931678e-32,0.0,0.0,0.0,1.5275758265847276e-05,5.988806190096906e-09,1.8672784643028194e-08,8.53676008761363e-11,1.6787002681283188e-08,2.444997197124161e-10,1.5559149854209289e-09
7.405255406588183e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855444393379388,0.0,0.1764705870055991,0.0,0.0,1.2125799036171855e-16,2.921924154561719e-30,0.0,8.055743769808804e-19,0.0,0.0,1.2011934162639466e-16,0.0,0.11763154947601802,2.6434206158017863e-32,0.0,0.0,0.0,1.549151510723884e-05,5.9888016566704196e-09,1.900887445329382e-08,8.536754743021504e-11,1.7090693961095538e-08,2.4451688376064793e-10,1.5882964220315845e-09
7.536203410211348e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554422502161425,0.0,0.17647058700560136,0.0,0.0,1.2780445045453982e-16,3.1438977849423037e-30,0.0,8.512202121955412e-19,0.0,0.0,1.244039959830881e-16,0.0,0.11763133515970357,2.896356196407668e-32,0.0,0.0,0.0,1.5705495333301522e-05,5.988797160515833e-09,1.9344962803510227e-08,8.536749634047793e-11,1.7394384156372943e-08,2.445316557972166e-10,1.620679873310047e-09
7.667151413834513e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554401246727923,0.0,0.17647058700560359,0.0,0.0,1.345823686509868e-16,3.378331388294443e-30,0.0,8.985641115526739e-19,0.0,0.0,1.2876369659977325e-16,0.0,0.11763112260537668,3.168334203220643e-32,0.0,0.0,0.0,1.5917713573280736e-05,5.9887927013261814e-09,1.9681049703000886e-08,8.536744758751376e-11,1.769807327546844e-08,2.4454433350356207e-10,1.6530650425726682e-09
7.798099417457678e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554380166042476,0.0,0.17647058700560578,0.0,0.0,1.415957647036761e-16,3.625684202635484e-30,0.0,9.476370842692738e-19,0.0,0.0,1.331984416032655e-16,0.0,0.1176309117985285,3.4604119300278474e-32,0.0,0.0,0.0,1.6128184335959768e-05,5.9887882787969085e-09,2.001713516100262e-08,8.536740115207124e-11,1.8001761326666294e-08,2.4455517761218327e-10,1.6854516700667649e-09
7.929047421080843e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855435925866612,0.0,0.176470587005608,0.0,0.0,1.4884865830496929e-16,3.886423776035395e-30,0.0,9.984701362893842e-19,0.0,0.0,1.377082291224768e-16,0.0,0.11763070272476978,3.773685124494563e-32,0.0,0.0,0.0,1.6336922010651723e-05,5.988783892626331e-09,2.0353219186667285e-08,8.53673570150577e-11,1.830544831818246e-08,2.4456441649399846e-10,1.717839528384368e-09
8.059995424704009e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554338523171763,0.0,0.17647058700561016,0.0,0.0,1.5634506908735234e-16,4.161025965776623e-30,0.0,1.0510942705562303e-18,0.0,0.0,1.4229305728839694e-16,0.0,0.11763049536982964,4.1092886738688485e-32,0.0,0.0,0.0,1.6543940868183257e-05,5.988779542515084e-09,2.0689301789063363e-08,8.536731515753807e-11,1.8609134258165247e-08,2.445722501752709e-10,1.750228418446312e-09
8.190943428327174e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554317958144054,0.0,0.1764705870056123,0.0,0.0,1.640890166238106e-16,4.449974937583552e-30,0.0,1.1055404872595384e-18,0.0,0.0,1.4695292423407468e-16,0.0,0.11763028971955475,4.468397290689013e-32,0.0,0.0,0.0,1.6749255061870257e-05,5.988775228165994e-09,2.1025382977177403e-08,8.536727556073325e-11,1.8912819154695775e-08,2.4457885385428543e-10,1.7826181659864842e-09
8.321891431950339e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855429756217928,0.0,0.17647058700561447,0.0,0.0,1.7208452042820006e-16,4.7537631649151806e-30,0.0,1.1618397840600825e-18,0.0,0.0,1.5168782809459962e-16,0.0,0.11763008575990833,4.8522261984931e-32,0.0,0.0,0.0,1.6952878628485445e-05,5.98877094928476e-09,2.1361462759915476e-08,8.536723820601873e-11,1.9216503015788624e-08,2.4458438098123025e-10,1.8150086184727818e-09
8.452839435573504e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855427733388535,0.0,0.17647058700561657,0.0,0.0,1.8033559995561486e-16,5.072891428315109e-30,0.0,1.2200231562933808e-18,0.0,0.0,1.5649776700708424e-16,0.0,0.11762988347696916,5.262031817529615e-32,0.0,0.0,0.0,1.7154825489218047e-05,5.9887667055794465e-09,2.16975411461044e-08,8.536720307492378e-11,1.9520185849392323e-08,2.445889659566249e-10,1.847399642409452e-09
8.583787439196669e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855425727188156,0.0,0.17647058700561866,0.0,0.0,1.8884627460275086e-16,5.4078688148134946e-30,0.0,1.2801215971543115e-18,0.0,0.0,1.613827391106464e-16,0.0,0.11762968285693076,5.69911245046867e-32,0.0,0.0,0.0,1.7355109450625543e-05,5.988762496760096e-09,2.20336181444931e-08,8.53671701491299e-11,1.9823867663389895e-08,2.445927264955726e-10,1.879791120973537e-09
8.714735442819834e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554237374798613,0.0,0.17647058700562077,0.0,0.0,1.976205637082658e-16,5.759212717376123e-30,0.0,1.3421660978642669e-18,0.0,0.0,1.6634274254639163e-16,0.0,0.11762948388610014,6.164808968112576e-32,0.0,0.0,0.0,1.755374420557759e-05,5.988758322539569e-09,2.2369693763753653e-08,8.53671394104693e-11,2.0127548465599454e-08,2.4459576569867156e-10,1.9121829519445987e-09
8.845683446443e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28554217641278495,0.0,0.17647058700562282,0.0,0.0,2.0666248655313502e-16,6.1274488343961105e-30,0.0,1.406187647822356e-18,0.0,0.0,1.7137777545739639e-16,0.0,0.11762928655089729,6.66050549510468e-32,0.0,0.0,0.0,1.7750743334192164e-05,5.9887541826331976e-09,2.2705768012482523e-08,8.536711084092402e-11,2.0431228263774655e-08,2.445981738656343e-10,1.9445750458916764e-09
8.976631450066165e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855419806997438,0.0,0.1764705870056249,0.0,0.0,2.159760623610044e-16,6.513111169224158e-30,0.0,1.4722172347420696e-18,0.0,0.0,1.7648783598869086e-16,0.0,0.1176290908378538,7.18763009563537e-32,0.0,0.0,0.0,1.7946120304763968e-05,5.988750076758089e-09,2.304184089920152e-08,8.536708442262488e-11,2.0734907065605316e-08,2.4460003008365804e-10,1.9769673245854407e-09
9.10757945368933e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855417865955051,0.0,0.17647058700562693,0.0,0.0,2.2556531029853903e-16,6.91674202973364e-30,0.0,1.5402858447747387e-18,0.0,0.0,1.816729222872424e-16,0.0,0.11762889673361232,7.747655459144173e-32,0.0,0.0,0.0,1.813988847468526e-05,5.9887460046340494e-09,2.337791243235884e-08,8.536706013784968e-11,2.1038584878717866e-08,2.4460140361875005e-10,2.0093597196073495e-09
9.238527457312495e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855415940868213,0.0,0.17647058700562893,0.0,0.0,2.354342494757683e-16,7.338892027917128e-30,0.0,1.6104244626209976e-18,0.0,0.0,1.8693303250193925e-16,0.0,0.11762870422492543,8.342099586016986e-32,0.0,0.0,0.0,1.833206109135904e-05,5.988741965983505e-09,2.3713982620330072e-08,8.536703796902225e-11,2.134226171067592e-08,2.446023551345457e-10,2.041752171131265e-09
9.36947546093566e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855414031605542,0.0,0.17647058700563095,0.0,0.0,2.4558689894642797e-16,7.780120079511311e-30,0.0,1.6826640716313712e-18,0.0,0.0,1.9226816478357424e-16,0.0,0.11762851329865481,8.972526473277551e-32,0.0,0.0,0.0,1.8522651293104775e-05,5.988737960530493e-09,2.4050051471419e-08,8.536701789871138e-11,2.1645937568980764e-08,2.446029377599421e-10,2.074144626856216e-09
