Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36)
2.8050337019631984e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987668708754,0.0,0.17647058701524612,0.0,0.0,6.592211534265699e-24,5.904637126743845e-31,0.0,3.9709424892306614e-17,0.0,0.0,1.724344269449315e-21,0.0,0.11764698652836808,7.296576562763154e-29,0.0,0.0,0.0,7.339961626453824e-08,5.9695064127327685e-09,7.201491425483255e-11,4.553435825113804e-11,1.9536170389810528e-11,6.847369657190176e-12,9.760205026340643e-14,6.655104962774407e-16,6.630149986976874e-24,1.9883954944199779e-22,4.0971533201261706e-30
2.840298917729371e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987576223874,0.0,0.1764705870144875,0.0,0.0,6.843984542324401e-24,6.196493310827003e-31,0.0,4.113798848532158e-17,0.0,0.0,1.7679740913840143e-21,0.0,0.11764698560550126,7.657202162083868e-29,0.0,0.0,0.0,7.432157769022533e-08,5.971023735759437e-09,7.292029373507965e-11,4.591428901256109e-11,1.997431259537945e-11,6.9322249301104896e-12,1.0005972972347938e-13,6.748067000685865e-16,6.957804894132673e-24,2.0402323967071511e-22,4.307034660569642e-30
2.8755641334955436e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987483753115,0.0,0.1764705870137874,0.0,0.0,7.10208785402205e-24,6.4987805854525515e-31,0.0,4.259836730146425e-17,0.0,0.0,1.8121490045594003e-21,0.0,0.11764698468265498,8.030714724845456e-29,0.0,0.0,0.0,7.524351858639884e-08,5.9724238719723315e-09,7.38256732017984e-11,4.6290596633611196e-11,2.041607789733873e-11,7.017049938536439e-12,1.0254767231739923e-13,6.841347189607858e-16,7.297166482871304e-24,2.0927895936571128e-22,4.5248761602560426e-30
2.910829349261716e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987391295595,0.0,0.17647058701314142,0.0,0.0,7.366600066286516e-24,6.811729725568541e-31,0.0,4.4090822094776955e-17,0.0,0.0,1.8568690089370033e-21,0.0,0.11764698375982922,8.4173992617373e-29,0.0,0.0,0.0,7.616543895351621e-08,5.973715845870822e-09,7.473105265498579e-11,4.6663315665638563e-11,2.0861431744075655e-11,7.101844693260702e-12,1.050658672512514e-13,6.93494813708096e-16,7.64849355859974e-24,2.146069556280903e-22,4.750876466951496e-30
2.946094565027889e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555987298850455,0.0,0.1764705870125453,0.0,0.0,7.637599776039087e-24,7.135573383615012e-31,0.0,4.561561113278987e-17,0.0,0.0,1.9021341044783534e-21,0.0,0.11764698283702399,8.81754309860608e-29,0.0,0.0,0.0,7.708733879203492e-08,5.9749079922547665e-09,7.563643209463873e-11,4.703248033051156e-11,2.131033991346179e-11,7.186609205072101e-12,1.0761430373497061e-13,7.028872425780631e-16,8.012047025273798e-24,2.2000747756620424e-22,4.98523667069989e-30
2.9813597807940614e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598720641695,0.0,0.1764705870119953,0.0,0.0,7.915165580194448e-24,7.470546071679601e-31,0.0,4.717299022026049e-17,0.0,0.0,1.947944291144978e-21,0.0,0.11764698191423931,9.231435854351907e-29,0.0,0.0,0.0,7.800921810241247e-08,5.9760080086123135e-09,7.654181152075424e-11,4.739812452376238e-11,2.1762768509707316e-11,7.271343484755602e-12,1.1019297098233943e-13,7.123122613754599e-16,8.388089865257854e-24,2.2548077627648996e-22,5.2281603036059375e-30
3.016624996560234e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598711399434,0.0,0.17647058701148782,0.0,0.0,8.199376075660692e-24,7.816884143952833e-31,0.0,4.876321272251434e-17,0.0,0.0,1.994299568898404e-21,0.0,0.11764698099147514,9.659369419195702e-29,0.0,0.0,0.0,7.893107688510621e-08,5.977023000470153e-09,7.744719093332928e-11,4.776028181767991e-11,2.2218683960268193e-11,7.35604754309233e-12,1.1280185821098691e-13,7.217701234656268e-16,8.7768871195228e-24,2.310271048246271e-22,5.4798533396182745e-30
3.0518902123264066e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598702158199,0.0,0.17647058701101956,0.0,0.0,8.490309859339328e-24,8.174825779321762e-31,0.0,5.038652958860155e-17,0.0,0.0,2.0411999377001545e-21,0.0,0.11764698006873149,1.010163793311792e-28,0.0,0.0,0.0,7.985291514057351e-08,5.977959524897049e-09,7.835257033236076e-11,4.8118985464378194e-11,2.2678053012777682e-11,7.440721390859551e-12,1.154409546423872e-13,7.312610797976292e-16,9.178705868000162e-24,2.366467182268454e-22,5.740524194312565e-30
3.087155428092579e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598692917927,0.0,0.17647058701058752,0.0,0.0,8.788045528125261e-24,8.544610963957253e-31,0.0,5.2043189374462055e-17,0.0,0.0,2.0886453975117527e-21,0.0,0.11764697914600837,1.0558537764289425e-28,0.0,0.0,0.0,8.077473286927172e-08,5.978823635242656e-09,7.925794971784568e-11,4.847426839886587e-11,2.314084273197679e-11,7.525365038830692e-12,1.1811024950185815e-13,7.407853789274223e-16,9.59381520992903e-24,2.4233987343122442e-22,6.010383724674616e-30
3.122420643858752e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986836785635,0.0,0.1764705870101888,0.0,0.0,9.092661678906788e-24,8.926481474016787e-31,0.0,5.3733438265937005e-17,0.0,0.0,2.1366359482947194e-21,0.0,0.11764697822330578,1.103036748764545e-28,0.0,0.0,0.0,8.169653007165816e-08,5.979620922745252e-09,8.016332908978103e-11,4.882616324209553e-11,2.360702049666499e-11,7.609978497775329e-12,1.2080973201856006e-13,7.503432670408623e-16,1.0022486244333403e-23,2.481068292991179e-22,6.2896452288835005e-30
3.1576858596249244e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598674440056,0.0,0.176470587009821,0.0,0.0,9.404236908565613e-24,9.320680858696833e-31,0.0,5.545752010131515e-17,0.0,0.0,2.1851715900105716e-21,0.0,0.1176469773006237,1.1517427863892568e-28,0.0,0.0,0.0,8.26183067481901e-08,5.980356549732371e-09,8.10687084481638e-11,4.917470230395113e-11,2.4076553996712717e-11,7.694561778459199e-12,1.2353939142549417e-13,7.59934987976253e-16,1.0464992050894046e-23,2.5394784658695304e-22,6.57852444609472e-30
3.192951075391097e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598665202355,0.0,0.17647058700948165,0.0,0.0,9.722849813976826e-24,9.72745442359976e-31,0.0,5.721567639346075e-17,0.0,0.0,2.2342523226208265e-21,0.0,0.11764697637796216,1.202002181890527e-28,0.0,0.0,0.0,8.354006289932478e-08,5.981035277640437e-09,8.197408779299094e-11,4.951991758618026e-11,2.4549411230129128e-11,7.779114891644199e-12,1.2629921695950125e-13,7.695607832464733e-16,1.0921607671175374e-23,2.598631879283685e-22,6.877239556223408e-30
3.2282162911572697e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598655965419,0.0,0.1764705870091685,0.0,0.0,1.004857899200891e-23,1.0147049214110315e-30,0.0,5.900814635192875e-17,0.0,0.0,2.2838781460870016e-21,0.0,0.11764697545532114,1.2538454423134437e-28,0.0,0.0,0.0,8.446179852551948e-08,5.981661498033984e-09,8.28794671242595e-11,4.9861840785324503e-11,2.5025560500131725e-11,7.863637848088373e-12,1.290891978612605e-13,7.792208920610937e-16,1.1392610089863158e-23,2.6585311781636094e-22,7.186011179727524e-30
3.2634815069234423e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986467292044,0.0,0.17647058700887966,0.0,0.0,1.0381503039523748e-23,1.0579713998670485e-30,0.0,6.08351669052153e-17,0.0,0.0,2.3340490603706077e-21,0.0,0.11764697453270065,1.307303287088987e-28,0.0,0.0,0.0,8.538351362723135e-08,5.982239266833903e-09,8.378484644196649e-11,5.0200503295667805e-11,2.5504970412197928e-11,7.948130658545943e-12,1.3190932337528796e-13,7.889155513486247e-16,1.1878278215887503e-23,2.719179025853247e-22,7.50506237739105e-30
3.298746722689615e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986374936754,0.0,0.17647058700861307,0.0,0.0,1.0721700553376597e-23,1.1025699252266346e-30,0.0,6.269697272272597e-17,0.0,0.0,2.3847650654331566e-21,0.0,0.11764697361010068,1.3624066459885477e-28,0.0,0.0,0.0,8.630520820491759e-08,5.9827723323468556e-09,8.469022574610894e-11,5.053593621214744e-11,2.5987609871154095e-11,8.032593333767283e-12,1.3475958274993506e-13,7.986449957784873e-16,1.23788928637851e-23,2.7805781039331707e-22,7.834618650107224e-30
3.3340119384557875e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598628258797,0.0,0.17647058700836715,0.0,0.0,1.1069250130416098e-23,1.148525714050805e-30,0.0,6.459379623595513e-17,0.0,0.0,2.4360261612361587e-21,0.0,0.11764697268752124,1.4191866571519141e-28,0.0,0.0,0.0,8.72268822590354e-08,5.983264151060198e-09,8.559560503668393e-11,5.086817033316047e-11,2.6473448078369075e-11,8.117025884498932e-12,1.3763996523738741e-13,8.084094577821907e-16,1.2894736735730959e-23,2.8427311120496165e-22,8.1749079386618e-30
3.36927715422196e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598619024536,0.0,0.1764705870081403,0.0,0.0,1.1424230367484289e-23,1.195864150368014e-30,0.0,6.652586765970465e-17,0.0,0.0,2.4878323477411216e-21,0.0,0.11764697176496232,1.4776746651115845e-28,0.0,0.0,0.0,8.814853579004188e-08,5.983717908368582e-09,8.650098431368855e-11,5.119723616337538e-11,2.696245452894253e-11,8.201428321483601e-12,1.4055046009366352e-13,8.182091675745515e-16,1.3426094403536627e-23,2.905640767743202e-22,8.526160623516345e-30
3.4045423699881327e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598609790863,0.0,0.17647058700793097,0.0,0.0,1.178671986141658e-23,1.2446107840712075e-30,0.0,6.849341501340894e-17,0.0,0.0,2.5401836249095518e-21,0.0,0.11764697084242393,1.5379022188071956e-28,0.0,0.0,0.0,8.907016879839416e-08,5.984136545162542e-09,8.740636357711985e-11,5.152316391655774e-11,2.7454599008879207e-11,8.285800655460162e-12,1.4349105657861326e-13,8.2804435317501925e-16,1.397325229055837e-23,2.9693098062767717e-22,8.888609524591517e-30
3.4398075857543053e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555986005577494,0.0,0.17647058700773782,0.0,0.0,1.215679720904175e-23,1.2947913293294234e-30,0.0,7.049666414226607e-17,0.0,0.0,2.593079992702953e-21,0.0,0.11764696991990606,1.5999010696179723e-28,0.0,0.0,0.0,8.999178128454934e-08,5.984522780616805e-09,8.831174282697505e-11,5.184598351837041e-11,2.7949851592288857e-11,8.370142897163658e-12,1.4646174395591639e-13,8.379152404288069e-16,1.453649865376953e-23,3.033740980464821e-22,9.26248990105036e-30
3.475072801520478e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985913251725,0.0,0.17647058700755966,0.0,0.0,1.2534541007181967e-23,1.346431663045263e-30,0.0,7.253583873775917e-17,0.0,0.0,2.6465214510828286e-21,0.0,0.11764696899740872,1.6637031694519971e-28,0.0,0.0,0.0,9.091337324896453e-08,5.984879122514901e-09,8.921712206325118e-11,5.216572460909258e-11,2.8448182638666962e-11,8.45445505732531e-12,1.494625114930815e-13,8.478220530274131e-16,1.5116123566350633e-23,3.0989370605078435e-22,9.648039451081651e-30
3.5103380172866505e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598582093107,0.0,0.17647058700739526,0.0,0.0,1.2920029852652764e-23,1.3995578233167009e-30,0.0,7.461116035811966e-17,0.0,0.0,2.700508000010681e-21,0.0,0.11764696807493187,1.7293406688408533e-28,0.0,0.0,0.0,9.183494469209675e-08,5.985207880692756e-09,9.012250128594547e-11,5.248241654633152e-11,2.89495627901832e-11,8.538737146672491e-12,1.5249334846144452e-13,8.577650125290837e-16,1.571241890032848e-23,3.1649008338271346e-22,1.0045498311683271e-29
3.545603233052823e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598572861532,0.0,0.17647058700724358,0.0,0.0,1.3313342342263063e-23,1.454196007901623e-30,0.0,7.672284844875442e-17,0.0,0.0,2.755039639448007e-21,0.0,0.11764696715247557,1.7968459150376508e-28,0.0,0.0,0.0,9.275649561440309e-08,5.985511186369149e-09,9.10278804950551e-11,5.2796088407729135e-11,2.945396296897464e-11,8.622989175928775e-12,1.555542441361672e-13,8.677443383792408e-16,1.6325678309245978e-23,3.2316351048998997e-22,1.0455109058445535e-29
3.5808684488189957e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598563630426,0.0,0.1764705870071037,0.0,0.0,1.3714557072815133e-23,1.5103725726956128e-30,0.0,7.887112036249657e-17,0.0,0.0,2.810116369356305e-21,0.0,0.11764696623003978,1.8662514501314553e-28,0.0,0.0,0.0,9.367802601634052e-08,5.985791010563936e-09,9.193325969057729e-11,5.310676899364552e-11,2.9961354374462355e-11,8.70721115581388e-12,1.5864518779623593e-13,8.777602479307326e-16,1.695619721098157e-23,3.299142695095778e-22,1.0877116705334601e-29
3.6161336645851683e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985543997725,0.0,0.17647058700697457,0.0,0.0,1.4123752641104614e-23,1.568114030235152e-30,0.0,8.105619137951847e-17,0.0,0.0,2.865738189697072e-21,0.0,0.1176469653076245,1.9375900091932065e-28,0.0,0.0,0.0,9.459953589836612e-08,5.986049173837399e-09,9.283863887250925e-11,5.341448682979744e-11,3.0471708480712785e-11,8.791403097043731e-12,1.6176616872446038e-13,8.878129564637465e-16,1.7604272770855437e-23,3.367426442516096e-22,1.1311768704475887e-29
3.651398880351341e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598545169554,0.0,0.17647058700685547,0.0,0.0,1.4541007643920534e-23,1.6274470482217817e-30,0.0,8.327827472696527e-17,0.0,0.0,2.921905100431801e-21,0.0,0.11764696438522976,2.010894518447596e-28,0.0,0.0,0.0,9.552102526093685e-08,5.9862873513918145e-09,9.374401804084826e-11,5.371927016986011e-11,3.0984997033836077e-11,8.875565010330403e-12,1.6491717620747193e-13,8.97902677205443e-16,1.8270203884972366e-23,3.436489201835379e-22,1.1759314945937484e-29
3.6866640961175135e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598535939754,0.0,0.17647058700674562,0.0,0.0,1.496640067804525e-23,1.6883984480508068e-30,0.0,8.553758159852863e-17,0.0,0.0,2.978617101521986e-21,0.0,0.11764696346285554,2.0861980934505723e-28,0.0,0.0,0.0,9.644249410450971e-08,5.986507084620452e-09,9.464939719559164e-11,5.402114699806068e-11,3.150119204939242e-11,8.959696906382177e-12,1.6809819953572255e-13,9.080296213495286e-16,1.8954291163615796e-23,3.506333844143341e-22,1.2220007757513619e-29
3.721929311883686e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598526710359,0.0,0.1764705870066442,0.0,0.0,1.5400010340254526e-23,1.7509952033416016e-30,0.0,8.783432117399887e-17,0.0,0.0,3.035874192929118e-21,0.0,0.11764696254050182,2.1635340372688293e-28,0.0,0.0,0.0,9.736394242954167e-08,5.986709799447292e-09,9.555477633673666e-11,5.4320145031769176e-11,3.2020265809801245e-11,9.043798795903489e-12,1.7130922800348335e-13,9.18193998075809e-16,1.9656836914660003e-23,3.5769632567870503e-22,1.2694101904508097e-29
3.7571945276498587e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555985174813553,0.0,0.17647058700655072,0.0,0.0,1.5841915227317433e-23,1.815264438487646e-30,0.0,9.016870063855456e-17,0.0,0.0,3.0936763746146855e-21,0.0,0.11764696161816864,2.2429358386837404e-28,0.0,0.0,0.0,9.828537023648964e-08,5.98689681848479e-09,9.646015546428069e-11,5.461629172405445e-11,3.2542190861785115e-11,9.127870689594975e-12,1.7455025090884308e-13,9.283960145694784e-16,2.0378145127204962e-23,3.6483803432152174e-22,1.31818545895178e-29
3.7924597434160313e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598508252729,0.0,0.17647058700646445,0.0,0.0,1.6292193935996433e-23,1.881233427244318e-30,0.0,9.254092520154993e-17,0.0,0.0,3.1520236465401766e-21,0.0,0.11764696069585594,2.3244371704420507e-28,0.0,0.0,0.0,9.920677752581063e-08,5.987069358724605e-09,9.736553457822109e-11,5.4909614266173665e-11,3.306694001388026e-11,9.211912598153446e-12,1.7782125755370709e-13,9.386358760399056e-16,2.1118521455637367e-23,3.7205880228265356e-22,1.368352545221618e-29
3.827724959182204e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598499024471,0.0,0.17647058700638482,0.0,0.0,1.6750925063047345e-23,1.9489295913138127e-30,0.0,9.495119811534046e-17,0.0,0.0,3.2109160086670786e-21,0.0,0.11764695977356379,2.4080718875030237e-28,0.0,0.0,0.0,1.001281642979615e-07,5.987228536553601e-09,9.827091367855523e-11,5.520013959006693e-11,3.3594486333942076e-11,9.295924532271902e-12,1.8112223724379557e-13,9.489137857394622e-16,2.1878273203659195e-23,3.7935892308177074e-22,1.419937656913682e-29
3.8629901749483765e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598489796568,0.0,0.1764705870063114,0.0,0.0,1.7218187205219324e-23,2.0183804989311756e-30,0.0,9.73997206940938e-17,0.0,0.0,3.270353460956875e-21,0.0,0.11764695885129214,2.4938740252869537e-28,0.0,0.0,0.0,1.010495305533992e-07,5.987375384806414e-09,9.917629276528056e-11,5.548789437084972e-11,3.4124803146652416e-11,9.37990650263953e-12,1.8445317928864254e-13,9.592299449823307e-16,2.2657709308328884e-23,3.8673869180316e-22,1.4729672453456928e-29
3.898255390714549e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984805690127,0.0,0.17647058700624363,0.0,0.0,1.76940589592549e-23,2.0896138634697018e-30,0.0,9.988669233234274e-17,0.0,0.0,3.3303360033710488e-21,0.0,0.11764695792904101,2.5818777979476763e-28,0.0,0.0,0.0,1.0197087629258062e-07,5.987510861876645e-09,1.0008167183839453e-10,5.577290502927147e-11,3.4657864031061195e-11,9.4638585199417e-12,1.8781407300159428e-13,9.695845531630591e-16,2.3457140324320985e-23,3.941984050807471e-22,1.527468005478089e-29
3.9335206064807217e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598471341794,0.0,0.17647058700618112,0.0,0.0,1.817861892188992e-23,2.162657542080997e-30,0.0,1.0241231052307736e-16,0.0,0.0,3.390863635871084e-21,0.0,0.11764695700681041,2.6721175966880146e-28,0.0,0.0,0.0,1.0289220151596264e-07,5.987635848794365e-09,1.0098705089789457e-10,5.6055197734112756e-11,3.5193642818189094e-11,9.547780594859971e-12,1.91204907699808e-13,9.799778077746536e-16,2.427687840857721e-23,4.017383610834928e-22,1.5834668758923933e-29
3.9687858222468943e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598462114906,0.0,0.17647058700612345,0.0,0.0,1.867194568985362e-23,2.237539534331283e-30,0.0,1.0497677087588696e-16,0.0,0.0,3.451936358418458e-21,0.0,0.11764695608460031,2.764627988070567e-28,0.0,0.0,0.0,1.0381350622400209e-07,5.987751153638269e-09,1.0189242994377822e-10,5.6334798404589416e-11,3.5732113588623456e-11,9.631672738072099e-12,1.946256727042506e-13,9.904099044267187e-16,2.5117237304914948e-23,4.093588595007474e-22,1.640991038769564e-29
4.004051038013067e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598452888339,0.0,0.1764705870060702,0.0,0.0,1.9174117859868555e-23,2.314287980839371e-30,0.0,1.075802671350799e-16,0.0,0.0,3.513554170974651e-21,0.0,0.11764695516241072,2.859443712330566e-28,0.0,0.0,0.0,1.047347904171559e-07,5.9878575241371175e-09,1.0279780897604298e-10,5.661173271275341e-11,3.627325067011739e-11,9.715534960252032e-12,1.9807635733969716e-13,1.0008810368635784e-15,2.597853232865467e-23,4.1706020152762366e-22,1.7000679198683612e-29
4.0393162537792395e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984436620857,0.0,0.17647058700602117,0.0,0.0,1.9685214028650633e-23,2.3929311619361758e-30,0.0,1.1022299119751676e-16,0.0,0.0,3.575717073501141e-21,0.0,0.11764695424024167,2.95659968171542e-28,0.0,0.0,0.0,1.0565605409588086e-07,5.9879556565220564e-09,1.0370318799468644e-10,5.688602608585596e-11,3.681702863522659e-11,9.799367272069897e-12,2.0155695093472957e-13,1.0113913969821083e-15,2.6861080351490397e-23,4.24842689850601e-22,1.7607251885037075e-29
4.074581469545412e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559843443614,0.0,0.17647058700597587,0.0,0.0,2.0205312792909117e-23,2.473497496358068e-30,0.0,1.129051331299935e-16,0.0,0.0,3.6384250659594e-21,0.0,0.11764695331809312,3.056130978866168e-28,0.0,0.0,0.0,1.0657729726063387e-07,5.988046191088883e-09,1.0460856699970615e-10,5.7157703708650896e-11,3.7363422299006015e-11,9.883169684192036e-12,2.0506744282173542e-13,1.0219411748491213e-15,2.7765199786742207e-23,4.327066286334932e-22,1.822990757525056e-29
4.1098466853115847e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598425210496,0.0,0.17647058700593413,0.0,0.0,2.073449274934658e-23,2.5560155399333752e-30,0.0,1.1562688118671554e-16,0.0,0.0,3.7016781483109074e-21,0.0,0.11764695239596508,3.1580728551904445e-28,0.0,0.0,0.0,1.0749851991187167e-07,5.9881297128865884e-09,1.055139459910997e-10,5.742679052571014e-11,3.7912406716694383e-11,9.966942207280971e-12,2.0860782233690645e-13,1.0325305587188372e-15,2.8691210574531284e-23,4.406523235033421e-22,1.88689278329476e-29
4.1451119010777574e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598415985148,0.0,0.17647058700589557,0.0,0.0,2.1272832494658972e-23,2.6405139842686893e-30,0.0,1.183884218267748e-16,0.0,0.0,3.765476320517132e-21,0.0,0.11764695147385755,3.2624607292352147e-28,0.0,0.0,0.0,1.0841972205005114e-07,5.988206761509782e-09,1.0641932496886471e-10,5.769331124373954e-11,3.8463957181398284e-11,1.0050684851995432e-11,2.1217807882023699e-13,1.0431597350503643e-15,2.963943416695286e-23,4.486800815363107e-22,1.9524596656664384e-29
4.18037711684393e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555984067600904,0.0,0.17647058700586007,0.0,0.0,2.1820410625535566e-23,2.727021655458794e-30,0.0,1.2118993973131182e-16,0.0,0.0,3.829819582539548e-21,0.0,0.11764695055177053,3.369330185088759e-28,0.0,0.0,0.0,1.0934090367562902e-07,5.9882778408622545e-09,1.0732470393299891e-10,5.7957290333852996e-11,3.9018049221818094e-11,1.0134397628990345e-11,2.157782016155231e-13,1.0538288885248587e-15,3.0610193513515794e-23,4.56790211243827e-22,2.0197200479633459e-29
4.218890431341894e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983966856857,0.0,0.17647058700582435,0.0,0.0,2.2429069846306135e-23,2.8238265468955782e-30,0.0,1.2429537645215652e-16,0.0,0.0,3.9007118834818885e-21,0.0,0.11764694954477824,3.488919893238859e-28,0.0,0.0,0.0,1.1034690719818616e-07,5.9883491938810415e-09,1.0831347270922022e-10,5.824270816855159e-11,3.9626050807270515e-11,1.0225786653583785e-11,2.1974402001765278e-13,1.065526608366148e-15,3.169649141151872e-23,4.657417898273707e-22,2.0951441127801911e-29
4.2574037458398583e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598386611615,0.0,0.17647058700579166,0.0,0.0,2.3048943743160153e-23,2.923100271842834e-30,0.0,1.274489478018345e-16,0.0,0.0,3.9722543091827565e-21,0.0,0.11764694853781041,3.611558790948315e-28,0.0,0.0,0.0,1.1135288625664502e-07,5.9884145342273435e-09,1.0930224146917835e-10,5.85251547812151e-11,4.0237023552042836e-11,1.03171400817265e-11,2.2374543318849135e-13,1.0772724626913861e-15,3.281047911177249e-23,4.747923878380433e-22,2.1726604189809283e-29
4.2959170603378225e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983765378745,0.0,0.17647058700576176,0.0,0.0,2.3680134691869508e-23,3.024880916786303e-30,0.0,1.3065088720896483e-16,0.0,0.0,4.044446859591961e-21,0.0,0.11764694753086702,3.737293891711721e-28,0.0,0.0,0.0,1.1235884085160052e-07,5.988474367065363e-09,1.1029101021287034e-10,5.880466110220562e-11,4.085093652553819e-11,1.0408457927281489e-11,2.27782427263371e-13,1.089066684929212e-15,3.3952583272480074e-23,4.839424128795302e-22,2.2523072708338237e-29
4.3344303748357867e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983664644596,0.0,0.17647058700573437,0.0,0.0,2.4322745068196595e-23,3.129206752010684e-30,0.0,1.3390142567294751e-16,0.0,0.0,4.11728953465931e-21,0.0,0.11764694652394811,3.866172435202923e-28,0.0,0.0,0.0,1.1336477098364763e-07,5.988529155524526e-09,1.1127977894029333e-10,5.90812577399955e-11,4.146775911905201e-11,1.0499740204106355e-11,2.3185498838302295e-13,1.1009095060790476e-15,3.5123232597147206e-23,4.931922745165254e-22,2.3341233188171905e-29
4.372943689333751e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555983563913645,0.0,0.1764705870057093,0.0,0.0,2.4976877247894327e-23,3.236116229685303e-30,0.0,1.3720079178943105e-16,0.0,0.0,4.190782334334611e-21,0.0,0.11764694551705367,3.9982418849037414e-28,0.0,0.0,0.0,1.143706766533813e-07,5.988579324578208e-09,1.1226854765144436e-10,5.935497498454188e-11,4.208746104239732e-11,1.0590986926053314e-11,2.359631026935765e-13,1.1128011547365611e-15,3.632285781297634e-23,5.025423842541734e-22,2.4181475595855386e-29
4.411457003831715e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598346318584,0.0,0.1764705870056863,0.0,0.0,2.5642633606706118e-23,3.345647982029173e-30,0.0,1.405492117747234e-16,0.0,0.0,4.2649252585676624e-21,0.0,0.11764694451018369,4.133549925831021e-28,0.0,0.0,0.0,1.1537655786139636e-07,5.988625263728057e-09,1.1325731634632061e-10,5.962584281052141e-11,4.2710012320670104e-11,1.0682198106969174e-11,2.401067563465559e-13,1.1247418571180823e-15,3.755189165015638e-23,5.119931555183627e-22,2.5044193359367596e-29
4.4499703183296793e-13,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855598336246116,0.0,0.17647058700566526,0.0,0.0,2.6320116520365905e-23,3.4578408196393104e-30,0.0,1.4394690948803173e-16,0.0,0.0,4.3397183073082705e-21,0.0,0.11764694350333815,4.272144462465933e-28,0.0,0.0,0.0,1.1638241460828775e-07,5.988667329357086e-09,1.1424608502491933e-10,5.989389088027716e-11,4.33353832913023e-11,1.0773373760695358e-11,2.4428593549887873e-13,1.1367318370828396e-15,3.881076882299523e-23,5.215450036377738e-22,2.592978336781968e-29
