Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36)
9.931140635747923e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182957917049,0.0,0.1764705846755659,0.0,0.0,2.9180403928233046e-13,3.751982601023791e-19,0.0,2.3274877467342127e-09,0.0,0.0,2.1486549257203414e-14,0.0,0.11760540592797365,1.9321201655294717e-17,0.0,0.0,0.0,4.139933800273638e-05,5.9882531512774275e-09,2.547312055459488e-07,8.549451772045995e-11,2.27823336056337e-07,2.436444230146959e-10,2.42534540142214e-08,2.328613362079852e-09,6.068159060575201e-13,1.6940103542459227e-12,9.151404357203401e-17
9.993130652296126e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551829119286404,0.0,0.17647058464648904,0.0,0.0,2.972995956163705e-13,3.836303944501826e-19,0.0,2.3565421883338277e-09,0.0,0.0,2.1754862760122287e-14,0.0,0.11760540132914317,1.9683495279763193e-17,0.0,0.0,0.0,4.140234755798271e-05,5.98825305431392e-09,2.563204557130513e-07,8.549559048497689e-11,2.2923114145524403e-07,2.436383419045829e-10,2.4405865712702145e-08,2.357658416194169e-09,6.154985510761054e-13,1.7258647835800898e-12,9.33038991231727e-17
9.999999999999999e-10,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285518290690444,0.0,0.1764705846432559,0.0,0.0,2.979127895230035e-13,3.845733220577132e-19,0.0,2.3597728358440538e-09,0.0,0.0,2.178469749274568e-14,0.0,0.11760540082672435,1.972391746756338e-17,0.0,0.0,0.0,4.14026738636848e-05,5.9882530437197834e-09,2.56496566045077e-07,8.549570936223895e-11,2.2938713457003665e-07,2.436376680863339e-10,2.4422754655274122e-08,2.3608880029689136e-09,6.164645990589876e-13,1.7294190261014552e-12,9.350366575844056e-17
1.0055120668844328e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182867095858,0.0,0.17647058461723314,0.0,0.0,3.0286369014681755e-13,3.9220157745033065e-19,0.0,2.385775595680525e-09,0.0,0.0,2.20248318758688e-14,0.0,0.1176053968458757,2.0050266069934578e-17,0.0,0.0,0.0,4.1405241557866294e-05,5.988252959771778e-09,2.579096981252666e-07,8.549666325059947e-11,2.3063876626774548e-07,2.4363226164230424e-10,2.4558271351138647e-08,2.3868821026952565e-09,6.24244420237866e-13,1.758115290452735e-12,9.511696816753723e-17
1.011711068539253e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182823374345,0.0,0.17647058458779824,0.0,0.0,3.084967468758255e-13,4.0091329358355116e-19,0.0,2.4151879458248654e-09,0.0,0.0,2.229645643437877e-14,0.0,0.11760539247373548,2.0421540939985815e-17,0.0,0.0,0.0,4.140802443810486e-05,5.988252867557922e-09,2.5949893278483373e-07,8.54977360114653e-11,2.320462105192898e-07,2.4362618220992225e-10,2.471067093014393e-08,2.4162843961979628e-09,6.330535092056963e-13,1.7907643031758846e-12,9.695340027507445e-17
1.0179100701940733e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182780721448,0.0,0.17647058455818437,0.0,0.0,3.141991897919522e-13,4.097670348363736e-19,0.0,2.4447792158207867e-09,0.0,0.0,2.256973626560693e-14,0.0,0.11760538820845709,2.0797346793598294e-17,0.0,0.0,0.0,4.141070046414606e-05,5.988252777582893e-09,2.6108815969388416e-07,8.549880876193824e-11,2.3345347423522506e-07,2.4362010359018675e-10,2.4863064450319967e-08,2.4458652713207094e-09,6.419258134935637e-13,1.8238142497163398e-12,9.881334501093032e-17
1.0241090718488935e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182739096147,0.0,0.17647058452839154,0.0,0.0,3.199714428701581e-13,4.187643006981945e-19,0.0,2.4745493827255837e-09,0.0,0.0,2.2844671199526884e-14,0.0,0.11760538404593876,2.1177710523961036e-17,0.0,0.0,0.0,4.141327373770265e-05,5.988252689760641e-09,2.626773788544466e-07,8.549988149659892e-11,2.3486055744080276e-07,2.43614025766509e-10,2.5015451912258115e-08,2.4756247026854804e-09,6.508613284724548e-13,1.8572675576957225e-12,1.0069695193544943e-16
1.0303080735037138e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551826984590023,0.0,0.17647058449841976,0.0,0.0,3.2581393007180395e-13,4.2790659815834464e-19,0.0,2.504498423599892e-09,0.0,0.0,2.31212610661309e-14,0.0,0.11760537998223626,2.1562659013773934e-17,0.0,0.0,0.0,4.141574820303831e-05,5.98825260400839e-09,2.6426659026845025e-07,8.550095421023666e-11,2.3626746016118127e-07,2.4360794872293624e-10,2.516783331653951e-08,2.5055626649178047e-09,6.598600493760877e-13,1.89112665439053e-12,1.0260437060417451e-16
1.036507075158534e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182658772083,0.0,0.17647058446826908,0.0,0.0,3.317270753446487e-13,4.371954417031568e-19,0.0,2.5346263155076707e-09,0.0,0.0,2.3399505695429893e-14,0.0,0.11760537601355672,2.195221913525093e-17,0.0,0.0,0.0,4.141812765301214e-05,5.988252520246599e-09,2.6585579393772917e-07,8.550202689784179e-11,2.376741824214294e-07,2.4360187244412703e-10,2.5320208663735512e-08,2.535679132646749e-09,6.689219713063956e-13,1.92539396673218e-12,1.0453575056784585e-16
1.0427060768133542e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551826199989183,0.0,0.1764705844379395,0.0,0.0,3.3771130262284763e-13,4.466323533130339e-19,0.0,2.564933035516185e-09,0.0,0.0,2.3679404917453285e-14,0.0,0.11760537213625288,2.2346417750123243e-17,0.0,0.0,0.0,4.1420415734890666e-05,5.988252438398758e-09,2.674449898640257e-07,8.550309955459772e-11,2.390807242465297e-07,2.435957969153283e-10,2.5472577954408005e-08,2.5659740805049073e-09,6.780470892387956e-13,1.9600719213070587e-12,1.0649124137240092e-16
1.0489050784681745e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182582104434,0.0,0.17647058440743107,0.0,0.0,3.4376703582695114e-13,4.562188624595192e-19,0.0,2.5954185606959884e-09,0.0,0.0,2.396095856224889e-14,0.0,0.11760536834681748,2.274528170964255e-17,0.0,0.0,0.0,4.142261595593632e-05,5.9882523583912475e-09,2.690341780489939e-07,8.550417217587307e-11,2.4048708566138177e-07,2.435897221223522e-10,2.5624941189109817e-08,2.5964474831283867e-09,6.872353980272456e-13,1.9951629443565734e-12,1.0847099255897393e-16
1.0551040801229947e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551825450549045,0.0,0.17647058437674376,0.0,0.0,3.4989469886390173e-13,4.659565061023661e-19,0.0,2.6260828681209143e-09,0.0,0.0,2.4244166459882864e-14,0.0,0.11760536464187786,2.3148837854584205e-17,0.0,0.0,0.0,4.1424731688781383e-05,5.9882522801533445e-09,2.70623358494203e-07,8.550524475721537e-11,2.4189326669080507e-07,2.435836480515549e-10,2.5777298368385034e-08,2.6270993151567976e-09,6.964868924091029e-13,2.0306694617771976e-12,1.1047515366389528e-16
1.061303081777815e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182508817898,0.0,0.17647058434587765,0.0,0.0,3.560947156270331e-13,4.758468286866098e-19,0.0,2.656925934868053e-09,0.0,0.0,2.452902844043958e-14,0.0,0.1176053610181909,2.355711301525042e-17,0.0,0.0,0.0,4.1426766176595895e-05,5.9882522036170265e-09,2.7221253120114105e-07,8.550631729434391e-11,2.4329926735954214e-07,2.435775746898149e-10,2.592964949276935e-08,2.6579295512332477e-09,7.058015670097882e-13,2.0665938991205226e-12,1.1250387421869118e-16
1.0675020834326352e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182473362227,0.0,0.17647058431483273,0.0,0.0,3.6236750999606817e-13,4.858913821396387e-19,0.0,2.687947738017744e-09,0.0,0.0,2.4815544334021566e-14,0.0,0.11760535747263785,2.3970134011473455e-17,0.0,0.0,0.0,4.1428722538057357e-05,5.9882521287168196e-09,2.7380169617121706e-07,8.550738978314255e-11,2.4470508769226133e-07,2.435715020245136e-10,2.6081994562790395e-08,2.6889381660043263e-09,7.151794163472668e-13,2.102938681593304e-12,1.145573037500832e-16
1.0737010850874554e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182438657903,0.0,0.17647058428360904,0.0,0.0,3.687135058371173e-13,4.960917258682686e-19,0.0,2.7191482546535567e-09,0.0,0.0,2.5103713970749406e-14,0.0,0.11760535400221978,2.438792765261881e-17,0.0,0.0,0.0,4.143060377212951e-05,5.988252055389832e-09,2.753908534057651e-07,8.550846221965412e-11,2.461107277135596e-07,2.435654300435162e-10,2.6234333578968015e-08,2.7201251341200983e-09,7.246204348363508e-13,2.1397062340575116e-12,1.1663559177998768e-16
1.0799000867422757e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182404676086,0.0,0.1764705842522066,0.0,0.0,3.751331270026763e-13,5.064494267558152e-19,0.0,2.750527461862285e-09,0.0,0.0,2.5393537180761658e-14,0.0,0.11760535060405285,2.481052073758841e-17,0.0,0.0,0.0,4.143241276265776e-05,5.988251983575599e-09,2.769800029060466e-07,8.550953460007444e-11,2.4751618744796504e-07,2.4355935873515216e-10,2.63866665418146e-08,2.7514904302340975e-09,7.34124616792832e-13,2.1768989810303756e-12,1.1873888782551557e-16
1.086099088397096e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182371389045,0.0,0.1764705842206254,0.0,0.0,3.81626797331625e-13,5.169660591591698e-19,0.0,2.782085336733925e-09,0.0,0.0,2.5685013794214785e-14,0.0,0.11760534727536388,2.5237940054823795e-17,0.0,0.0,0.0,4.143415228278796e-05,5.988251913215877e-09,2.785691446732533e-07,8.551060692074558e-11,2.489214669199394e-07,2.4355328808819833e-10,2.6538993451835367e-08,2.783034029003312e-09,7.436919564374486e-13,2.214519346684437e-12,1.2086734139897176e-16
1.0922980900519161e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182338770114,0.0,0.17647058418886552,0.0,0.0,3.881949406492261e-13,5.276432049058744e-19,0.0,2.8138218563616743e-09,0.0,0.0,2.5978143641283085e-14,0.0,0.1176053440134862,2.567021238230929e-17,0.0,0.0,0.0,4.143582499921584e-05,5.988251844254743e-09,2.8015827870851e-07,8.551167917815086e-11,2.503265661538808e-07,2.4354721809186103e-10,2.669131430952861e-08,2.8147559050881818e-09,7.533224478996969e-13,2.2525697548475953e-12,1.2302110200785478e-16
1.0984970917067364e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285518230679365,0.0,0.1764705841569269,0.0,0.0,3.9483798076712277e-13,5.384824532911985e-19,0.0,2.8457369978419094e-09,0.0,0.0,2.6272926552158607e-14,0.0,0.11760534081585548,2.6107364487575176e-17,0.0,0.0,0.0,4.143743347627308e-05,5.988251776638463e-09,2.8174740501287686e-07,8.551275136890989e-11,2.517314851741257e-07,2.4354114873576034e-10,2.6843629115385984e-08,2.8466560331525872e-09,7.630160852214918e-13,2.2910526290031562e-12,1.2520031915485634e-16
1.1046960933615566e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182275434992,0.0,0.17647058412480965,0.0,0.0,4.0155634148333733e-13,5.494854010752167e-19,0.0,2.8778307382741805e-09,0.0,0.0,2.6569362357051104e-14,0.0,0.11760533768000582,2.6549423127700884e-17,0.0,0.0,0.0,4.143898017985679e-05,5.9882517103152164e-09,2.8333652358735184e-07,8.551382348977217e-11,2.531362240049514e-07,2.435350800099133e-10,2.6995937869892767e-08,2.8787343878638437e-09,7.727728623606798e-13,2.3299703922898792e-12,1.2740514233786098e-16
1.1108950950163769e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551822446704284,0.0,0.17647058409251382,0.0,0.0,4.083504465822701e-13,5.606536524798859e-19,0.0,2.9101030547612014e-09,0.0,0.0,2.686745088618793e-14,0.0,0.11760533460356597,2.6996415049318147e-17,0.0,0.0,0.0,4.1440467481207976e-05,5.988251645235269e-09,2.8492563443287385e-07,8.551489553761252e-11,2.5454078267057807e-07,2.435290119047195e-10,2.714824057352809e-08,2.91099094389269e-09,7.825927731944163e-13,2.369325467502025e-12,1.296357210499456e-16
1.117094096671197e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182214477158,0.0,0.1764705840600393,0.0,0.0,4.152207198346974e-13,5.719888191861255e-19,0.0,2.942553924408836e-09,0.0,0.0,2.7167191969814013e-14,0.0,0.11760533158425568,2.744836698861419e-17,0.0,0.0,0.0,4.144189766054504e-05,5.9882515813508785e-09,2.8651473755032405e-07,8.551596750942735e-11,2.5594516119517077e-07,2.435229444109457e-10,2.7300537226765158e-08,2.943425675913287e-09,7.924758115224051e-13,2.4091202770894052e-12,1.3189220477937903e-16
1.1232930983260173e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551821848332537,0.0,0.17647058402738622,0.0,0.0,4.2216758499777024e-13,5.83492520330897e-19,0.0,2.9751833243260896e-09,0.0,0.0,2.7468585438191768e-14,0.0,0.11760532861988231,2.7905305671334886e-17,0.0,0.0,0.0,4.1443272910557735e-05,5.98825151861594e-09,2.8810383294052857e-07,8.551703940232864e-11,2.5734935960284173e-07,2.435168775197118e-10,2.745282783007152e-08,2.9760385586032065e-09,8.024219710700136e-13,2.4493572431574283e-12,1.3417474300962175e-16
1.1294920999808376e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182155717628,0.0,0.17647058399455456,0.0,0.0,4.2919146581501314e-13,5.951663825042848e-19,0.0,3.0079912316251005e-09,0.0,0.0,2.7771631121601054e-14,0.0,0.11760532570833732,2.836725781278791e-17,0.0,0.0,0.0,4.144459533976708e-05,5.988251456986206e-09,2.896929206042606e-07,8.551811121353936e-11,2.5875337791765197e-07,2.435108112224782e-10,2.7605112383909237e-08,3.008829566643425e-09,8.1243124549126e-13,2.49003878746715e-12,1.3648348521932543e-16
1.1356911016356578e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182127110007,0.0,0.17647058396154436,0.0,0.0,4.3629278601632207e-13,6.070120397465776e-19,0.0,3.0409776234211273e-09,0.0,0.0,2.8076328850339117e-14,0.0,0.11760532284759309,2.8834250117845925e-17,0.0,0.0,0.0,4.144586697575626e-05,5.988251396419274e-09,2.9128200054224217e-07,8.551918294039075e-11,2.601572161636133e-07,2.4350474551103123e-10,2.775739088873513e-08,3.0417986747183206e-09,8.225036283716865e-13,2.5311673314353162e-12,1.388185808823325e-16
1.141890103290478e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855182098990893,0.0,0.17647058392835563,0.0,0.0,4.4347196931796405e-13,6.190311335453525e-19,0.0,3.0741424768325445e-09,0.0,0.0,2.8382678454720522e-14,0.0,0.11760532003569991,2.9306309280949705e-17,0.0,0.0,0.0,4.144708976827751e-05,5.9882513368741304e-09,2.928710727551466e-07,8.552025458031728e-11,2.615608743646902e-07,2.434986803774716e-10,2.7909663345000958e-08,3.074945857515661e-09,8.326391132311148e-13,2.572745296134413e-12,1.4118017946767605e-16
1.1480891049452983e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551820713415377,0.0,0.1764705838949884,0.0,0.0,4.5072943942257456e-13,6.312253128325557e-19,0.0,3.1074857689808316e-09,0.0,0.0,2.869067976507711e-14,0.0,0.11760531727078286,2.9783461986111354e-17,0.0,0.0,0.0,4.144826559223974e-05,5.988251278311389e-09,2.9446013724359987e-07,8.552132613085157e-11,2.629643525448013e-07,2.434926158142026e-10,2.8061929753153606e-08,3.108271089726604e-09,8.428376935262952e-13,2.614775102292717e-12,1.4356843043957888e-16
1.1542881066001185e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551820441439096,0.0,0.1764705838614427,0.0,0.0,4.580656200191573e-13,6.435962339815903e-19,0.0,3.141007476990563e-09,0.0,0.0,2.900033261175795e-14,0.0,0.11760531455103901,3.0265734906917415e-17,0.0,0.0,0.0,4.1449396250581476e-05,5.9882512206934056e-09,2.960491940081827e-07,8.552239758962247e-11,2.6436765072782103e-07,2.434865518139173e-10,2.82141901136353e-08,3.141774346045686e-09,8.530993626534482e-13,2.6572591702943358e-12,1.4598348325745383e-16
1.1604871082549388e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551820173806725,0.0,0.17647058382771852,0.0,0.0,4.654809347830823e-13,6.561455608043982e-19,0.0,3.1747075779894052e-09,0.0,0.0,2.931163682512929e-14,0.0,0.1176053118747346,3.0753154706532015e-17,0.0,0.0,0.0,4.145048347703353e-05,5.9882511639836994e-09,2.976382430494321e-07,8.552346895435117e-11,2.657707689375816e-07,2.4348048836958853e-10,2.8366444426883774e-08,3.1754556011708216e-09,8.634241139507078e-13,2.7001999201792626e-12,1.48425487375903e-16
1.166686109909759e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551819910351545,0.0,0.17647058379381592,0.0,0.0,4.729758073760847e-13,6.688749645485487e-19,0.0,3.208586049108104e-09,0.0,0.0,2.9624592235574475e-14,0.0,0.11760530924020246,3.124574803770006e-17,0.0,0.0,0.0,4.1451528938775585e-05,5.988251108147185e-09,2.992272843678433e-07,8.552454022284576e-11,2.671737071978739e-07,2.4347442547445736e-10,2.8518692693332403e-08,3.209314829803294e-09,8.738119407004665e-13,2.7435997716434174e-12,1.5089459224471732e-16
1.1728851115645793e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181965091324,0.0,0.1764705837597349,0.0,0.0,4.805506614462637e-13,6.817861238943244e-19,0.0,3.242642867480477e-09,0.0,0.0,2.993919867349399e-14,0.0,0.11760530664583942,3.174354154275033e-17,0.0,0.0,0.0,4.145253423899087e-05,5.988251053150465e-09,3.0081631796387124e-07,8.552561139299971e-11,2.685764655324497e-07,2.434683631220235e-10,2.8670934913410437e-08,3.2433520066477526e-09,8.842628361316259e-13,2.7874611440386977e-12,1.5339094730887657e-16
1.1790841132193995e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551819395337635,0.0,0.1764705837254755,0.0,0.0,4.882059206280813e-13,6.948807249518086e-19,0.0,3.2768780102434144e-09,0.0,0.0,3.02554559693053e-14,0.0,0.11760530409010381,3.2246561853598693e-17,0.0,0.0,0.0,4.145350091932267e-05,5.9882509989611035e-09,3.0240534383793207e-07,8.5526682462789e-11,2.6997904396502205e-07,2.434623013060348e-10,2.8823171087543096e-08,3.2775671064122063e-09,8.947767934217623e-13,2.8317864563730235e-12,1.5591470200854872e-16
1.1852831148742197e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551819143476503,0.0,0.17647058369103774,0.0,0.0,4.959420085423608e-13,7.081604612579757e-19,0.0,3.311291454536861e-09,0.0,0.0,3.057336395344289e-14,0.0,0.11760530157151318,3.2754835591751227e-17,0.0,0.0,0.0,4.145443046223668e-05,5.988250945547808e-09,3.0399436199040466e-07,8.552775343026684e-11,2.713814425192678e-07,2.4345624002047805e-10,2.897540121615178e-08,3.311960103808018e-09,9.053538056992011e-13,2.8765781273103865e-12,1.5846600577908965e-16
1.19148211652904e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551818895187264,0.0,0.17647058365642165,0.0,0.0,5.037593487962856e-13,7.216270337737781e-19,0.0,3.345883177503817e-09,0.0,0.0,3.089292245635821e-14,0.0,0.11760529908864198,3.3268389368307295e-17,0.0,0.0,0.0,4.1455324293292566e-05,5.9882508928809695e-09,3.0558337242163205e-07,8.552882429356197e-11,2.727836612188281e-07,2.434501792595694e-10,2.9127625299654155e-08,3.346530973549906e-09,9.159938660450136e-13,2.9218385751708944e-12,1.6104500805104294e-16
1.1976811181838602e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181865033285,0.0,0.1764705836216272,0.0,0.0,5.116583649833989e-13,7.352821508812397e-19,0.0,3.3806531562903306e-09,0.0,0.0,3.121413130851964e-14,0.0,0.11760529664011933,3.37872497839628e-17,0.0,0.0,0.0,4.145618378332832e-05,5.988250840931773e-09,3.0717237513192284e-07,8.552989505087687e-11,2.7418570008730984e-07,2.43444119017746e-10,2.9279843338464345e-08,3.3812796903559302e-09,9.266969674949313e-13,2.967570217930819e-12,1.6365185825013944e-16
1.2038801198386804e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181840878144,0.0,0.1764705835866545,0.0,0.0,5.196394806836015e-13,7.4912752838054505e-19,0.0,3.415601368045489e-09,0.0,0.0,3.153699034041238e-14,0.0,0.11760529422462707,3.431144342901326e-17,0.0,0.0,0.0,4.1457010250560905e-05,5.988250789672261e-09,3.0876137012155247e-07,8.553096570048285e-11,2.7558755914828686e-07,2.434380592896574e-10,2.9432055332993053e-08,3.416206228947494e-09,9.37463103041187e-13,3.013775473222644e-12,1.6628670579729682e-16
1.2100791214935007e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551818170406246,0.0,0.1764705835515035,0.0,0.0,5.277031194631509e-13,7.631648894871323e-19,0.0,3.4507277899214158e-09,0.0,0.0,3.1861499382538555e-14,0.0,0.11760529184089752,3.4840996883356935e-17,0.0,0.0,0.0,4.145780496260608e-05,5.9882507390761975e-09,3.103503573907646e-07,8.553203624071773e-11,2.7698923842530126e-07,2.434320000701571e-10,2.958426128364767e-08,3.4513105640493384e-09,9.482922656342783e-13,3.060456758335108e-12,1.689497001086196e-16
1.216278123148321e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551817935085416,0.0,0.17647058351617426,0.0,0.0,5.358497048746613e-13,7.773959648287864e-19,0.0,3.4860323990732634e-09,0.0,0.0,3.2187658265417034e-14,0.0,0.11760528948771178,3.537593671649802e-17,0.0,0.0,0.0,4.145856913842083e-05,5.988250689118037e-09,3.119393369397721e-07,8.553310666998539e-11,2.7839073794186445e-07,2.4342594135429506e-10,2.973646119083242e-08,3.4865926703895398e-09,9.591844481846697e-13,3.1076164902132562e-12,1.716409905953984e-16
1.2224771248031412e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551817702701693,0.0,0.1764705834806668,0.0,0.0,5.440796604571006e-13,7.918224924427327e-19,0.0,3.521515172659209e-09,0.0,0.0,3.25154668195835e-14,0.0,0.11760528716389762,3.591628948754972e-17,0.0,0.0,0.0,4.145930395017117e-05,5.98825063977273e-09,3.1352830876875856e-07,8.553417698675106e-11,2.7979205772145797e-07,2.4341988313730995e-10,2.988865505494849e-08,3.522052522699503e-09,9.70139643564416e-13,3.1552570854584823e-12,1.7436072666410992e-16
1.2286761264579614e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181747314239,0.0,0.17647058344498115,0.0,0.0,5.523934097357913e-13,8.064462177727323e-19,0.0,3.557176087840448e-09,0.0,0.0,3.284492487559036e-14,0.0,0.11760528486832791,3.646208174523745e-17,0.0,0.0,0.0,4.146001052502825e-05,5.9882505910170395e-09,3.15117272877879e-07,8.553524718953861e-11,2.8119319778753497e-07,2.434138254146221e-10,3.0040842876394133e-08,3.5576900957139583e-09,9.811578446087318e-13,3.2033809603285788e-12,1.7710905771641652e-16
1.2348751281127816e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181724629911,0.0,0.17647058340911728,0.0,0.0,5.607913762224079e-13,8.2126889366617705e-19,0.0,3.5930151217811865e-09,0.0,0.0,3.317603226400674e-14,0.0,0.11760528259991879,3.701334002790188e-17,0.0,0.0,0.0,4.146068994689559e-05,5.988250542828386e-09,3.1670622926726157e-07,8.553631727693088e-11,2.825941581635206e-07,2.4340776818182613e-10,3.019302465556479e-08,3.593505364170961e-09,9.92239044117491e-13,3.2519905307377804e-12,1.7988613314916587e-16
1.2410741297676019e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181702206759,0.0,0.17647058337307522,0.0,0.0,5.692739834149771e-13,8.362922803711864e-19,0.0,3.629032251648644e-09,0.0,0.0,3.350878881541844e-14,0.0,0.11760528035762786,3.757009086350215e-17,0.0,0.0,0.0,4.146134325806988e-05,5.988250495184255e-09,3.1829517793700776e-07,8.553738724756556e-11,2.8399493887281357e-07,2.4340171143468483e-10,3.0345200392853135e-08,3.6294983028118816e-09,1.0033832348566718e-12,3.301088212256812e-12,1.8269210235439088e-16
1.2472731314224221e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181680034765,0.0,0.1764705833368551,0.0,0.0,5.778416547978759e-13,8.515181455337053e-19,0.0,3.6652274546130405e-09,0.0,0.0,3.384319436042792e-14,0.0,0.11760527814045292,3.813236076961895e-17,0.0,0.0,0.0,4.146197146083815e-05,5.98825044806405e-09,3.198841188871942e-07,8.553845710013214e-11,2.853955399387866e-07,2.4339565516912203e-10,3.04973700886493e-08,3.6656688863814116e-09,1.014590409559741e-12,3.3506764201129345e-12,1.8552711471930892e-16
1.2534721330772424e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181658104287,0.0,0.17647058330045687,0.0,0.0,5.864948138418313e-13,8.669482641946016e-19,0.0,3.701600707847598e-09,0.0,0.0,3.417924872965427e-14,0.0,0.11760527594743009,3.8700176253457674e-17,0.0,0.0,0.0,4.146257551901357e-05,5.98825040144792e-09,3.214730521178732e-07,8.553952683337227e-11,2.867959613847877e-07,2.4338959938121695e-10,3.0649533743340894e-08,3.702017089627549e-09,1.0258605609289853e-12,3.4007575691899904e-12,1.8839131962632209e-16
1.2596711347320626e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551816364060584,0.0,0.1764705832638805,0.0,0.0,5.952338840039187e-13,8.825844187867658e-19,0.0,3.738151988528532e-09,0.0,0.0,3.451695175373318e-14,0.0,0.11760527377763258,3.927356381185152e-17,0.0,0.0,0.0,4.146315635941231e-05,5.988250355315547e-09,3.230619776290738e-07,8.554059644607704e-11,2.8819620323414086e-07,2.4338354406719785e-10,3.080169135731304e-08,3.738542887301605e-09,1.0371936816367916e-12,3.451334074028451e-12,1.912848664530165e-16
1.2658701363868828e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855181614931168,0.0,0.17647058322712608,0.0,0.0,6.040592887275624e-13,8.984283991322115e-19,0.0,3.774881273835047e-09,0.0,0.0,3.48563032633169e-14,0.0,0.11760527163016919,3.985254993126462e-17,0.0,0.0,0.0,4.1463714873273695e-05,5.988250309648636e-09,3.2465089542080264e-07,8.554166593708347e-11,2.8959626551014645e-07,2.433774892234369e-10,3.095384293094864e-08,3.775246254158198e-09,1.0485897643268701e-12,3.502408348825464e-12,1.942079045721622e-16
1.272069138041703e-09,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28551815936710445,0.0,0.17647058319019363,0.0,0.0,6.129714514425321e-13,9.144820024391752e-19,0.0,3.811788540949336e-09,0.0,0.0,3.5197303089074226e-14,0.0,0.11760526950418285,4.04371610877952e-17,0.0,0.0,0.0,4.14642519176259e-05,5.988250264429872e-09,3.2623980549304467e-07,8.55427353052744e-11,2.909961482360828e-07,2.4337143484644404e-10,3.110598846462829e-08,3.812127164955245e-09,1.0600488016154373e-12,3.553982807434896e-12,1.9716058335171288e-16
