Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37)
1.792807756845578e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547323710136335,0.0,0.17644026450149278,1.6647914036182258e-28,6.760178167157912e-08,1.28325654486712e-06,1.543119189097888e-08,0.0,3.017356850224108e-05,0.0,0.0,3.042044190957284e-10,0.0,0.11756187166615258,4.999488995085725e-11,0.0,1.8224856514691918e-07,0.0,4.145590133300823e-05,5.986677056435149e-09,4.0879985085715066e-05,9.167904377479783e-11,1.078679919147381e-05,1.5262316454718176e-10,2.745705725708081e-06,2.5831980277036865e-05,1.0628156074351388e-08,4.365323446036976e-06,4.522480435719795e-10,5.287498136825007e-10,2.3795558023865656e-11,5.224608924488611e-19,1.936810145763114e-14,5.4305219805031e-12
1.8010701084959903e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285473030437081,0.0,0.17644008042540268,1.686762967669222e-28,6.845154389884626e-08,1.2990671193678097e-06,1.5605651183932604e-08,0.0,3.035632352426569e-05,0.0,0.0,3.060079261099269e-10,0.0,0.11756167767744066,5.047186660546067e-11,0.0,1.836037139956433e-07,0.0,4.1455802911111826e-05,5.986669143801834e-09,4.103975213767178e-05,9.167200107260352e-11,1.0790444780603829e-05,1.524074526806451e-10,2.753153040087353e-06,2.5968029444086295e-05,1.0692589287916814e-08,4.4122465737132985e-06,4.578211366035659e-10,5.311379827316031e-10,2.4094873152113218e-11,5.269101209066473e-19,1.9485430826347777e-14,5.491970634945622e-12
1.8093324601464026e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547282380730754,0.0,0.17643989628351328,1.7089211812019093e-28,6.930761193689306e-08,1.3149876130075938e-06,1.5781170701576852e-08,0.0,3.053913902801429e-05,0.0,0.0,3.078105099752747e-10,0.0,0.11756148373694865,5.095112148332259e-11,0.0,1.8496114931989935e-07,0.0,4.1455704511336376e-05,5.986661231582871e-09,4.1199238318401536e-05,9.166491381434981e-11,1.0794012289422696e-05,1.5219275138146934e-10,2.7605686258462747e-06,2.6103893835857828e-05,1.0757043824204922e-08,4.4594159797282074e-06,4.634329814416764e-10,5.335242734631894e-10,2.439641092394325e-11,5.313767223223496e-19,1.9602799292118914e-14,5.5537930406537275e-12
1.817594811796815e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854726172122831,0.0,0.17643971207714573,1.7312667711167656e-28,7.016999641999256e-08,1.331018080007349e-06,1.595775087096822e-08,0.0,3.072201369944169e-05,0.0,0.0,3.0961214428888567e-10,0.0,0.11756128984447654,5.1432655127858747e-11,0.0,1.8632084529331942e-07,0.0,4.145560613364611e-05,5.986653319805465e-09,4.1358443724477164e-05,9.16577831099696e-11,1.0797503083732679e-05,1.5197905401901317e-10,2.7679526313371918e-06,2.623957247473446e-05,1.0821519218309874e-08,4.506831328073965e-06,4.690835971762834e-10,5.359086740357686e-10,2.4700175090700122e-11,5.358606913516139e-19,1.9720206012104535e-14,5.615989347909201e-12
1.8258571634472274e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285472410652244,0.0,0.17643952780759825,1.7538004640896962e-28,7.103870786284197e-08,1.3471585715432234e-06,1.6135392111760566e-08,0.0,3.090494624746089e-05,0.0,0.0,3.1141280301186907e-10,0.0,0.11756109599982527,5.19164680572377e-11,0.0,1.8768277621476728e-07,0.0,4.145550777800528e-05,5.98664540849598e-09,4.151736845765279e-05,9.165061004984495e-11,1.0800918506227904e-05,1.5176635402355827e-10,2.7753052040503355e-06,2.6375064407803385e-05,1.0886015013448697e-08,4.554492280995011e-06,4.747730018233562e-10,5.382911727258119e-10,2.5006169361524458e-11,5.403620227437698e-19,1.983765015818918e-14,5.678559704375174e-12
1.8341195150976397e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547220412742336,0.0,0.17643934347614662,1.7765229865759298e-28,7.19137566611411e-08,1.3634091357653088e-06,1.631409483633379e-08,0.0,3.108793540355483e-05,0.0,0.0,3.132124604653224e-10,0.0,0.1175609022027969,5.2402560764079914e-11,0.0,1.8904691650803752e-07,0.0,4.1455409444377846e-05,5.9866374976808e-09,4.167601262483275e-05,9.164339570516827e-11,1.080425987688236e-05,1.5155464487282796e-10,2.782626490620854e-06,2.651036870642347e-05,1.0950530760823882e-08,4.60239849903231e-06,4.805012123314639e-10,5.406717579275013e-10,2.5314397403557267e-11,5.448807113404945e-19,1.9955130916737262e-14,5.741504255141641e-12
1.842381866748052e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547199763805087,0.0,0.17643915908404426,1.799435064813853e-28,7.27951530921693e-08,1.3797698178163219e-06,1.64938594499204e-08,0.0,3.127097992139443e-05,0.0,0.0,3.150110913263689e-10,0.0,0.11756070845319433,5.28909337151684e-11,0.0,1.9041324072155393e-07,0.0,4.145531113272752e-05,5.98662958738607e-09,4.183437633803908e-05,9.163614112824954e-11,1.0807528493331532e-05,1.5134392009853647e-10,2.7899166368345197e-06,2.664548446579979e-05,1.101506601948836e-08,4.650549641066956e-06,4.862682445883824e-10,5.430504181524964e-10,2.5624862842143437e-11,5.494167520740806e-19,2.0072647488344618e-14,5.804823142770227e-12
1.8506442183984644e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854717911843525,0.0,0.17643897463252295,1.8225374248287756e-28,7.368290731536117e-08,1.3962406598502937e-06,1.6674686350729934e-08,0.0,3.145407857646348e-05,0.0,0.0,3.1680867062424336e-10,0.0,0.1175605147508216,5.3381587351171625e-11,0.0,1.9178172352806826e-07,0.0,4.145521284301809e-05,5.986621677636436e-09,4.1992459714379486e-05,9.162884735279142e-11,1.0810725631247516e-05,1.511341732864092e-10,2.797175787633974e-06,2.6780410804565483e-05,1.1079620356212735e-08,4.6989453643629916e-06,4.920741134276506e-10,5.454271420289848e-10,2.593756926103515e-11,5.539701399658007e-19,2.0190199087592492e-14,5.868516507338245e-12
1.8589065700488768e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547158476655077,0.0,0.17643879012279284,1.8458307924366375e-28,7.457702937288068e-08,1.4128217010512735e-06,1.685657593007122e-08,0.0,3.1637230165689285e-05,0.0,0.0,3.1860517373642155e-10,0.0,0.11756032109548364,5.387452208637768e-11,0.0,1.9315233972435824e-07,0.0,4.145511457521313e-05,5.986613768456558e-09,4.2150262876015194e-05,9.162151539426474e-11,1.0813852544707963e-05,1.5092539807166903e-10,2.8044040871247695e-06,2.6915146864370565e-05,1.1144193345354504e-08,4.747585324609475e-06,4.979188326351731e-10,5.478019183010793e-10,2.625252020259463e-11,5.585408701249774e-19,2.0307784942820666e-14,5.932584486481964e-12
1.8671689216992891e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854713783848649,0.0,0.17643860555604318,1.869315893247662e-28,7.547752919019402e-08,1.4295129776520354e-06,1.7039528572472562e-08,0.0,3.182043350707992e-05,0.0,0.0,3.204005763847964e-10,0.0,0.1175601274869864,5.4369738308440095e-11,0.0,1.9452506423092474e-07,0.0,4.1455016329275845e-05,5.9866058598721e-09,4.230778595012887e-05,9.161414625023459e-11,1.081691046655876e-05,1.5071758814162196e-10,2.811601678581597e-06,2.7049691809477697e-05,1.1208784568729761e-08,4.796469175961827e-06,5.038024149558776e-10,5.501747358290213e-10,2.6569719167996173e-11,5.631289377473795e-19,2.042540429589515e-14,5.997027215439062e-12
1.8754312733497015e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854711720395106,0.0,0.1764384209334423,1.8929934526699422e-28,7.638441657664125e-08,1.446314522952794e-06,1.7223544655799896e-08,0.0,3.2003687439367344e-05,0.0,0.0,3.2219485463189736e-10,0.0,0.11755993392513685,5.4867236378134574e-11,0.0,1.9589987209168942e-07,0.0,4.1454918105169445e-05,5.986597951906252e-09,4.246502906889216e-05,9.160674090053756e-11,1.0819900608770693e-05,1.5051073723411536e-10,2.818768704453992e-06,2.718404482636479e-05,1.1273393615487037e-08,4.84559657108245e-06,5.097248721002703e-10,5.52545583588372e-10,2.6889169617427874e-11,5.677343381130263e-19,2.0543056401960848e-14,6.061844827090459e-12
1.8836936250001138e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547096573069985,0.0,0.17643823625613841,1.916864195912957e-28,7.729770122600615e-08,1.4632263673399277e-06,1.740862455137283e-08,0.0,3.218699082165661e-05,0.0,0.0,3.2398798487715536e-10,0.0,0.1175597404097428,5.5367016629126854e-11,0.0,1.9727673847369172e-07,0.0,4.145481990285715e-05,5.986590044580928e-09,4.2621992369433445e-05,9.159930030765223e-11,1.0822824162790068e-05,1.5030483913681996e-10,2.8259053063724674e-06,2.7318205123334295e-05,1.1338020081983042e-08,4.894967161180605e-06,5.156862147509874e-10,5.549144506686895e-10,2.72108749702932e-11,5.723570665857596e-19,2.0660740529230635e-14,6.127037452001437e-12
1.8919559766505262e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854707594586413,0.0,0.17643805152525943,1.9409288479910587e-28,7.821739271708504e-08,1.4802485383047041e-06,1.7594768624078773e-08,0.0,3.237034253308097e-05,0.0,0.0,3.2577994385320895e-10,0.0,0.11755954694061319,5.586907936775128e-11,0.0,1.9865563866678535e-07,0.0,4.145472172230168e-05,5.986582137921895e-09,4.277867599380544e-05,9.159182541714177e-11,1.0825682299883478e-05,1.5009988768707643e-10,2.833011625154154e-06,2.74521719301291e-05,1.1402663571660574e-08,4.944580596051626e-06,5.216864525695167e-10,5.572813262740985e-10,2.7534838605411534e-11,5.769971186124588e-19,2.0778455958784266e-14,6.192605218461932e-12
1.9002183283009386e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854705532235399,0.0,0.17643786674191372,1.9651881337268968e-28,7.914350051425411e-08,1.4973810604620077e-06,1.7781977232485056e-08,0.0,3.255374147246273e-05,0.0,0.0,3.275707086222561e-10,0.0,0.11755935351755777,5.637342487279974e-11,0.0,2.0003654808333423e-07,0.0,4.1454623563465626e-05,5.986574231952413e-09,4.293508008895264e-05,9.158431715768513e-11,1.0828476171476754e-05,1.4989587677123825e-10,2.8400878008087538e-06,2.7585944497554936e-05,1.14673236949287e-08,4.994436524115409e-06,5.27725594202805e-10,5.596461997232595e-10,2.7861063861218143e-11,5.816544897195226e-19,2.0896201984308617e-14,6.258548252526188e-12
1.908480679951351e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547034702559726,0.0,0.17643768190719034,1.9896427777547362e-28,8.007603396803523e-08,1.5146239555690732e-06,1.7970250728949198e-08,0.0,3.273718655797986e-05,0.0,0.0,3.293602565724452e-10,0.0,0.11755916014038735,5.68800533953212e-11,0.0,2.0141944225790885e-07,0.0,4.145452542631163e-05,5.986566326689507e-09,4.30912048066789e-05,9.157677644132002e-11,1.0831206909488275e-05,1.4969280032420338e-10,2.8471339725441643e-06,2.7719522097109124e-05,1.1532000069044751e-08,5.044534592454241e-06,5.338036472896888e-10,5.620090604467662e-10,2.8189554035964388e-11,5.863291755123528e-19,2.101397791188317e-14,6.324866678051846e-12
1.9167430316017633e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28547014086501143,0.0,0.1764374970221591,2.0142935045237854e-28,8.101500231566067e-08,1.5319772425442163e-06,1.815958945972716e-08,0.0,3.2920676726838104e-05,0.0,0.0,3.311485654143102e-10,0.0,0.11755896680891362,5.7388965158431026e-11,0.0,2.0280429684698142e-07,0.0,4.145442731080213e-05,5.986558422158357e-09,4.3247050303614865e-05,9.156920416419139e-11,1.0833875626656668e-05,1.4949065232890072e-10,2.8541502787722865e-06,2.7852904020615593e-05,1.1596692317998179e-08,5.09487444684997e-06,5.399206184676343e-10,5.643698979875948e-10,2.8520312387917174e-11,5.910211716772179e-19,2.1131783059844173e-14,6.3915606167382536e-12
1.9250053832521756e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546993474197685,0.0,0.1764373120878713,2.039141038301493e-28,8.1960414681636e-08,1.5494409374855645e-06,1.8349993765079843e-08,0.0,3.310421093494872e-05,0.0,0.0,3.3293561317724574e-10,0.0,0.11755877352294923,5.790016035713035e-11,0.0,2.0419108762862127e-07,0.0,4.145432921689903e-05,5.9865505183868105e-09,4.340261674118544e-05,9.156160120648743e-11,1.0836483416862988e-05,1.4928942681583348e-10,2.8611368571145678e-06,2.7986089579866077e-05,1.1661400072396575e-08,5.145455731820494e-06,5.460765133795269e-10,5.667287020033286e-10,2.8853342135557092e-11,5.95730473975906e-19,2.124961675851623e-14,6.4586301881640144e-12
1.933267734902588e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854697286566844,0.0,0.17643712710535986,2.064186103176667e-28,8.291228007830201e-08,1.5670150536897885e-06,1.8541463979377728e-08,0.0,3.328778815661152e-05,0.0,0.0,3.3472137820602305e-10,0.0,0.11755858028230783,5.841363915813514e-11,0.0,2.0557979050218902e-07,0.0,4.145423114456433e-05,5.986542615384646e-09,4.355790428557707e-05,9.155396843219004e-11,1.0839031355447531e-05,1.4908911786257844e-10,2.8680938444076658e-06,2.8119078106267337e-05,1.1726122969353688e-08,5.196278090655629e-06,5.522713366799432e-10,5.690854622617048e-10,2.918864645777684e-11,6.004570782423063e-19,2.1367478349928882e-14,6.526075509824081e-12
1.9415300865530003e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854695226093217,0.0,0.17643694207563945,2.0894294230625948e-28,8.387060740639499e-08,1.5846996016708304e-06,1.8734000431203686e-08,0.0,3.3471407384203315e-05,0.0,0.0,3.3650583915734644e-10,0.0,0.11755838708680387,5.892940169971472e-11,0.0,2.069703814880316e-07,0.0,4.1454133093760066e-05,5.9865347131706334e-09,4.3712913107705154e-05,9.154630669035853e-11,1.084152049952133e-05,1.4888971959332442e-10,2.8750213767089196e-06,2.825186895049439e-05,1.1790860652379038e-08,5.247341165452324e-06,5.585050920417251e-10,5.71440168638762e-10,2.952622849407982e-11,6.052009803901591e-19,2.1485367187792267e-14,6.593896697166232e-12
1.9497924382034127e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854693166000722,0.0,0.17643675699970718,2.1148717217003055e-28,8.48354054556057e-08,1.6024945891786239e-06,1.8927603443454063e-08,0.0,3.365506762787161e-05,0.0,0.0,3.3828897499644846e-10,0.0,0.11755819393625286,5.944744809153953e-11,0.0,2.0836283672717642e-07,0.0,4.145403506444766e-05,5.986526811786447e-09,4.3867643383181264e-05,9.15386168153972e-11,1.0843951888272346e-05,1.486912261783948e-10,2.881919589301889e-06,2.8384461482149554e-05,1.1855612771269416e-08,5.298644597149276e-06,5.647777821631274e-10,5.737928111264449e-10,2.986609134477679e-11,6.099621764081148e-19,2.1603282637294166e-14,6.662093863626685e-12
1.958054789853825e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546911062911656,0.0,0.1764365718785425,2.140513722661509e-28,8.580668290513685e-08,1.6204000212178166e-06,1.9122273333437992e-08,0.0,3.3838767915233284e-05,0.0,0.0,3.4007076499372546e-10,0.0,0.11755800083047116,5.99677784145381e-11,0.0,2.0975713248102444e-07,0.0,4.1453937056588354e-05,5.986518911237293e-09,4.402209529228048e-05,9.153089962556126e-11,1.0846326543266652e-05,1.484936318337967e-10,2.8887886167017532e-06,2.8516855089427274e-05,1.192037898200252e-08,5.350188025560908e-06,5.710894087740851e-10,5.761433798274652e-10,3.020823807118212e-11,6.147406623458223e-19,2.1721224074602593e-14,6.73066712066521e-12
1.9663171415042374e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546890469663133,0.0,0.1764363867131077,2.166356149351371e-28,8.678444832425932e-08,1.63841590006648e-06,1.9318010412975047e-08,0.0,3.40225072910786e-05,0.0,0.0,3.4185118872141037e-10,0.0,0.11755780776927602,6.049039272076289e-11,0.0,2.1115324513104354e-07,0.0,4.145383907014361e-05,5.986511011517185e-09,4.417626901990867e-05,9.152315592469435e-11,1.0848645468744505e-05,1.4829693082075553e-10,2.8956285926607313e-06,2.8649049178784603e-05,1.1985158946632187e-08,5.401971089410757e-06,5.774399726422132e-10,5.78491864944309e-10,3.055267169581117e-11,6.195364343299797e-19,2.1839190886941565e-14,6.799616577799836e-12
1.9745794931546497e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854686988027898,0.0,0.17643620150434836,2.192399725011832e-28,8.776871017286683e-08,1.656542225294817e-06,1.9514814988491112e-08,0.0,3.420628481707984e-05,0.0,0.0,3.4363022605028446e-10,0.0,0.1175576147524857,6.101529103326481e-11,0.0,2.1255115117846203e-07,0.0,4.1453741105074496e-05,5.986503112692427e-09,4.433016475556954e-05,9.151538650418186e-11,1.0850909651911364e-05,1.4810111744527407e-10,2.9024396501733974e-06,2.878104317461724e-05,1.2049952333185126e-08,5.453993426364272e-06,5.838294735803719e-10,5.808382567961361e-10,3.08993952025763e-11,6.243494885711422e-19,2.19571824727175e-14,6.868942342640736e-12
1.982841844805062e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854684929477616,0.0,0.17643601625319333,2.2186451727245776e-28,8.875947680202935e-08,1.6747789937838542e-06,1.9712687361112756e-08,0.0,3.439009957150527e-05,0.0,0.0,3.454078571464266e-10,0.0,0.11755742177991928,6.154247334597627e-11,0.0,2.1395082724396147e-07,0.0,4.1453643161341586e-05,5.986495214787148e-09,4.448378269333195e-05,9.150759213919003e-11,1.0853120063224124e-05,1.4790618605767927e-10,2.9092219214819916e-06,2.891283651894105e-05,1.2114758815559731e-08,5.5062546730610265e-06,5.90257910453494e-10,5.831825458221529e-10,3.124841153698068e-11,6.291798213255436e-19,2.207519824060435e-14,6.938644520923423e-12
1.9911041964554745e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546828713171296,0.0,0.17643583096055504,2.2450932154131508e-28,8.97567564545449e-08,1.693126199744136e-06,1.991162782675984e-08,0.0,3.4573950648937475e-05,0.0,0.0,3.4718406246799937e-10,0.0,0.11755722885139672,6.207193962360269e-11,0.0,2.1535225006736754e-07,0.0,4.145354523890554e-05,5.986487317732015e-09,4.4637123031797166e-05,9.149977358943572e-11,1.0855277656672682e-05,1.4771213105219344e-10,2.915975538081652e-06,2.9044428671079e-05,1.21795780734267e-08,5.558754465146357e-06,5.967252811835083e-10,5.855247225462748e-10,3.1599723606313845e-11,6.34027428910986e-19,2.219323760942355e-14,7.008723216541673e-12
1.9993665481058868e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546808135480645,0.0,0.1764356456273301,2.2717445758462304e-28,9.076055726549024e-08,1.7115838347343978e-06,2.0111636676236583e-08,0.0,3.4757837159996686e-05,0.0,0.0,3.489588227620716e-10,0.0,0.11755703596673894,6.260368980152206e-11,0.0,2.1675539650734205e-07,0.0,4.145344733772706e-05,5.986479421609069e-09,4.4790185974065876e-05,9.149193160578329e-11,1.0857383370056452e-05,1.475189468664909e-10,2.9227006307256205e-06,2.9175819107353296e-05,1.2244409792130924e-08,5.611492437302437e-06,6.032315827567873e-10,5.878647775995515e-10,3.195333427984739e-11,6.388923077567665e-19,2.2311300009204225e-14,7.079178531579855e-12
2.0076288997562992e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285467875617201,0.0,0.17643546025439924,2.298599976641339e-28,9.17708872627698e-08,1.7301518876802276e-06,2.031271419532112e-08,0.0,3.4941758231068735e-05,0.0,0.0,3.507321190614777e-10,0.0,0.11755684312576772,6.313772378569263e-11,0.0,2.1816024354107766e-07,0.0,4.1453349457766196e-05,5.98647152653699e-09,4.494297172770514e-05,9.14840669240959e-11,1.0859438125256278e-05,1.473266279812812e-10,2.9293973294303904e-06,2.9307007320782837e-05,1.2309253662595033e-08,5.664468223278813e-06,6.097768112326989e-10,5.902027017631426e-10,3.230924638902716e-11,6.437744543298253e-19,2.2429384879864438e-14,7.150010566344386e-12
2.0158912514067115e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546766991905215,0.0,0.1764352748426276,2.3256601402658644e-28,9.278775436766347e-08,1.7488303448927266e-06,2.0514860664853416e-08,0.0,3.5125713004037464e-05,0.0,0.0,3.525039326817123e-10,0.0,0.11755665032830576,6.367404145256832e-11,0.0,2.195667682639854e-07,0.0,4.1453251598982775e-05,5.98646363233556e-09,4.5095480504716014e-05,9.147618026012165e-11,1.0861442828502393e-05,1.4713516891987475e-10,2.936065763480816e-06,2.9437992820785673e-05,1.2374109381225072e-08,5.717681455922372e-06,6.163609617474274e-10,5.925384858889361e-10,3.266746272766591e-11,6.486738651047479e-19,2.2547491669816638e-14,7.221219419394829e-12
2.024153603057124e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854674642605119,0.0,0.17643508939286529,2.3529257890394387e-28,9.38111663953728e-08,1.7676191900871431e-06,2.0718076360821697e-08,0.0,3.530970063602178e-05,0.0,0.0,3.542742452178601e-10,0.0,0.11755645757417658,6.421264264902173e-11,0.0,2.2097494788938345e-07,0.0,4.1453153761336906e-05,5.9864557390091994e-09,4.524771252150055e-05,9.146827232516498e-11,1.086339837063718e-05,1.4694456424778124e-10,2.942706061435171e-06,2.956877513288662e-05,1.2438976649817472e-08,5.7711317672068e-06,6.229840285194959e-10,5.948721208875885e-10,3.3027986052138314e-11,6.535905367152312e-19,2.2665619838840216e-14,7.292805187574709e-12
2.0324159547075362e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854672586417288,0.0,0.17643490390594718,2.380397645139882e-28,9.484113105556592e-08,1.7865184044014962e-06,2.092236155444745e-08,0.0,3.549372029911697e-05,0.0,0.0,3.5604303854156073e-10,0.0,0.11755626486320458,6.475352719227491e-11,0.0,2.2238475974819502e-07,0.0,4.145305594478831e-05,5.986447846933358e-09,4.53996679988281e-05,9.14603438220815e-11,1.08653056273732e-05,1.467548085722771e-10,2.9493183511301687e-06,2.9699353798429662e-05,1.2503855175467184e-08,5.82481878826149e-06,6.296460048613946e-10,5.972035978809225e-10,3.3390819081573187e-11,6.585244658761753e-19,2.278376885752215e-14,7.364767966041488e-12
2.0406783063579486e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854670530628476,0.0,0.17643471838269364,2.408076430603477e-28,9.587765595292112e-08,1.8055279664151833e-06,2.1127716512268878e-08,0.0,3.5677771180140496e-05,0.0,0.0,3.5781029479800756e-10,0.0,0.11755607219521512,6.52966948698371e-11,0.0,2.2379618128863666e-07,0.0,4.145295814929603e-05,5.9864399558457675e-09,4.555134716180332e-05,9.145239542287632e-11,1.0867165459548282e-05,1.4656589654202512e-10,2.9559027596859327e-06,2.9829728374295338e-05,1.2568744670477814e-08,5.878742149399958e-06,6.36346883184106e-10,5.995329080917744e-10,3.3755964498042505e-11,6.634756491783001e-19,2.2901938202062906e-14,7.437107848295863e-12
2.048940658008361e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854668475240099,0.0,0.17643453282391053,2.435962867323434e-28,9.692074858766845e-08,1.824647852167578e-06,2.133414149622297e-08,0.0,3.586185248038201e-05,0.0,0.0,3.5957599640298063e-10,0.0,0.1175558795700343,6.584214543944994e-11,0.0,2.2520919007589578e-07,0.0,4.145286037481937e-05,5.986432065363168e-09,4.570275023983392e-05,9.144442779558132e-11,1.086897871337577e-05,1.4637782284664126e-10,2.9624594135109223e-06,2.9959898432622903e-05,1.2633644852273561e-08,5.932901480147737e-06,6.430866549972837e-10,6.018600426595919e-10,3.4123424946754494e-11,6.684440833939923e-19,2.3020127359025468e-14,7.509824926211004e-12
2.0572030096587733e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2854666420253535,0.0,0.1764343472303893,2.4640576770600414e-28,9.797041635613054e-08,1.8438780351765971e-06,2.1541636763726097e-08,0.0,3.604596341535752e-05,0.0,0.0,3.6134012603991374e-10,0.0,0.11755568698748912,6.638987862903934e-11,0.0,2.2662376379183336e-07,0.0,4.1452762621317695e-05,5.986424176326936e-09,4.5853877466595514e-05,9.143644161987525e-11,1.0870746220688607e-05,1.4619058221633746e-10,2.9689884383068246e-06,3.0089863560537097e-05,1.269855544331194e-08,5.987296409269771e-06,6.498653109236168e-10,6.041849929952159e-10,3.449320303624685e-11,6.7342976557927385e-19,2.313833582993065e-14,7.582919290061245e-12
2.0654653613091856e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546643656701265,0.0,0.17643416160290767,2.492361581444022e-28,9.902666655126214e-08,1.8632184864572489e-06,2.1750202567753295e-08,0.0,3.623010321456782e-05,0.0,0.0,3.6310266665699295e-10,0.0,0.11755549444740751,6.693989413667472e-11,0.0,2.2803988023468375e-07,0.0,4.1452664888749515e-05,5.98641628876433e-09,4.600472907999975e-05,9.142843752874389e-11,1.087246879918199e-05,1.4600416942147345e-10,2.9754899590733944e-06,3.021962335987962e-05,1.2763476170997988e-08,6.0419265647973205e-06,6.56682840709611e-10,6.06507750811414e-10,3.486530133857364e-11,6.784326924456804e-19,2.325656311846557e-14,7.656391028549795e-12
2.073727712959598e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546623114911845,0.0,0.17643397594222937,2.5208753019642615e-28,1.0008950636318748e-07,1.8826691745401827e-06,2.195983915691614e-08,0.0,3.6414271121260805e-05,0.0,0.0,3.648636014642893e-10,0.0,0.11755530194961814,6.749219163053434e-11,0.0,2.2945751731871074e-07,0.0,4.145256717707315e-05,5.986408401224346e-09,4.61553053221642e-05,9.142041613304485e-11,1.0874147252653133e-05,1.458185792722536e-10,2.9819641001132553e-06,3.0349177446945135e-05,1.282840676760071e-08,6.096791574054391e-06,6.63539233216908e-10,6.088283074524592e-10,3.523972238949411e-11,6.834528607036637e-19,2.3374808732543192e-14,7.73024022883626e-12
2.0819900646100104e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546602577179825,0.0,0.17643379024910477,2.54959955998105e-28,1.0115894287973592e-07,1.9022300654902022e-06,2.2170546775539242e-08,0.0,3.659846639219795e-05,0.0,0.0,3.6662291393092306e-10,0.0,0.11755510949395058,6.804677074887742e-11,0.0,2.3087665307390452e-07,0.0,4.145246948624743e-05,5.986400514929134e-09,4.6305606439375426e-05,9.141237809993483e-11,1.087578237123121e-05,1.4563380661822712e-10,2.9884109850366583e-06,3.0478525452221707e-05,1.289334697017047e-08,6.151891063683684e-06,6.704344764332981e-10,6.1114665440652e-10,3.56164686886666e-11,6.884902678783579e-19,2.3493072204571545e-14,7.804466976564102e-12
2.0902524162604227e-07,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28546582043517593,0.0,0.17643360452427076,2.578535076745857e-28,1.0223498308697842e-07,1.92190112292473e-06,2.238232566373546e-08,0.0,3.678268829742458e-05,0.0,0.0,3.6838058778225936e-10,0.0,0.11755491708023529,6.860363110002288e-11,0.0,2.3229726564571893e-07,0.0,4.145237181623061e-05,5.9863926314661664e-09,4.645563268205465e-05,9.140432404424185e-11,1.0877374931606589e-05,1.4544984634806731e-10,2.9948307367662034e-06,3.060766702013568e-05,1.2958296520457184e-08,6.207224659672071e-06,6.773685574996456e-10,6.134627840819398e-10,3.599554269983627e-11,6.935449110169776e-19,2.3611353070295637e-14,7.879071355887078e-12
