Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37)
1.591565891497125e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285555980075698,0.0,0.17647058700486615,1.3682429949768389e-40,1.5115297525794174e-21,1.2040628423783392e-18,2.024513682504997e-20,0.0,5.752800528940523e-13,0.0,0.0,5.550742695125977e-18,0.0,0.11764309016529859,1.8536055420384011e-22,0.0,6.728401736799439e-17,0.0,3.965748709106848e-06,5.989043758790677e-09,4.0859546900554616e-09,8.53725019687689e-11,3.6060140991417233e-09,1.958265152742494e-10,1.982039357614369e-10,6.10786732381521e-13,6.693020489369663e-18,7.166253329466581e-18,3.9330247018835183e-23,2.0665205557130228e-15,1.4014687618334733e-26,5.232031807708874e-27,3.6481973880544357e-22,1.8273525090419262e-25
1.6284479740010958e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855558927212304,0.0,0.17647058700483859,1.4684351696144544e-40,1.6558547844252641e-21,1.2897216139657309e-18,2.172760241608307e-20,0.0,6.028816365483647e-13,0.0,0.0,5.810968720573473e-18,0.0,0.11764300281261952,1.9889980244103358e-22,0.0,7.203094904287893e-17,0.0,4.053006705111525e-06,5.9890419259030525e-09,4.1806368238552035e-09,8.537245175739255e-11,3.6915393008298103e-09,1.9761781376886728e-10,2.055429407934867e-10,6.392111036243597e-13,7.175940867975521e-18,7.671807692088809e-18,4.302875888480257e-23,2.161807795614668e-15,1.5701818098381558e-26,5.4845747326435715e-27,3.824286384201029e-22,2.006823628066713e-25
1.6653300565050664e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555580556980187,0.0,0.1764705870048104,1.5734056054528032e-40,1.8102407498494894e-21,1.379349446920684e-18,2.3280766056926718e-20,0.0,6.311302638266006e-13,0.0,0.0,6.077155010108726e-18,0.0,0.11764291566291403,2.1308311310094506e-22,0.0,7.699417142530863e-17,0.0,4.140061727703353e-06,5.989040097276577e-09,4.275318797859387e-09,8.537240181677091e-11,3.777063734232327e-09,1.9934348823259037e-10,2.1294753331358253e-10,6.682825171706977e-13,7.68135794520049e-18,8.200617735854147e-18,4.6978653173488665e-23,2.259169689545521e-15,1.7546969227916885e-26,5.743073174898703e-27,4.004527630002972e-22,2.199159512047596e-25
1.702212139009037e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555571862093804,0.0,0.17647058700478155,1.683265668875525e-40,1.97514069901754e-21,1.4730362174779652e-18,2.4906275347818173e-20,0.0,6.600259306849293e-13,0.0,0.0,6.349301519003319e-18,0.0,0.11764282871570997,2.279254556748962e-22,0.0,8.217833737875322e-17,0.0,4.2269142490246695e-06,5.989038272898795e-09,4.370000612315364e-09,8.537235214396101e-11,3.8625873996276145e-09,2.0100594245254758e-10,2.204153095102528e-10,6.980009689497996e-13,8.209765814075341e-18,8.75320687512685e-18,5.119068631805862e-23,2.3586015566874798e-15,1.9560897804423358e-26,6.007527113783753e-27,4.1889210962296436e-22,2.4049554569049037e-25
1.7390942215130076e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855556318741655,0.0,0.17647058700475202,1.7981267257890455e-40,2.15101731362994e-21,1.5708718011418615e-18,2.6605777875009127e-20,0.0,6.895686329982692e-13,0.0,0.0,6.627408202544808e-18,0.0,0.1176427419705363,2.434417992999251e-22,0.0,8.758808925119612e-17,0.0,4.313564740119406e-06,5.98903645276026e-09,4.46468226747794e-09,8.537230273740928e-11,3.948110297291964e-09,2.0260749037793528e-10,2.2794395541814229e-10,7.283664548084848e-13,8.76165737695565e-18,9.330098520553122e-18,5.567580847028224e-23,2.460098726789358e-15,2.175482698484345e-26,6.277936527905314e-27,4.377466753140508e-22,2.6248197300580037e-25
1.775976304016978e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555554532901206,0.0,0.17647058700472187,1.9181001416015983e-40,2.3383428837988667e-21,1.6729460726883298e-18,2.8380921210450447e-20,0.0,7.197583665652403e-13,0.0,0.0,6.9114750160372846e-18,0.0,0.11764265542692304,2.5964711275585494e-22,0.0,9.322805890028811e-17,0.0,4.400013670935801e-06,5.989034636852041e-09,4.559363763607907e-09,8.537225359764404e-11,4.0336324274989455e-09,2.041503613881521e-10,2.355312416484074e-10,7.593789705160861e-13,9.337524348448692e-18,9.93181607895761e-18,6.044516143292157e-23,2.563656540141889e-15,2.4140456307662584e-26,6.554301395207992e-27,4.570164570517134e-22,2.8593735360166797e-25
1.8128583865209488e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855554589850067,0.0,0.17647058700469104,2.043297281207568e-40,2.537599285687919e-21,1.7793489061675824e-18,3.023335291155746e-20,0.0,7.505951271119132e-13,0.0,0.0,7.201501914801812e-18,0.0,0.11764256908440138,2.7655636446307746e-22,0.0,9.910286771767765e-17,0.0,4.486261510329012e-06,5.989032825163721e-09,4.654045100971145e-09,8.537220472488729e-11,4.119153790521793e-09,2.0563670430371044e-10,2.4317501937689656e-10,7.910385117681998e-13,9.937857258265483e-18,1.0558882953265419e-17,6.551007676122283e-23,2.669270347553436e-15,2.6729971141653775e-26,6.83662169300902e-27,4.767014517687407e-22,3.1092509831471905e-25
1.8497404690249194e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555537284167964,0.0,0.1764705870046596,2.1738295089792685e-40,2.749277960236991e-21,1.890170174907373e-18,3.2164720521085414e-20,0.0,7.820789102939493e-13,0.0,0.0,7.497488854176673e-18,0.0,0.11764248294250353,2.941845224813135e-22,0.0,1.0521712665217112e-16,0.0,4.572308726063607e-06,5.989031017685192e-09,4.74872627983854e-09,8.537215611802567e-11,4.2046743866344255e-09,2.0706858967735705e-10,2.5087321805293896e-10,8.23345074188831e-13,1.0563145453965067e-17,1.1211822542459025e-17,7.088207409866652e-23,2.776935510326824e-15,2.953605133434643e-26,7.12489739801795e-27,4.968016563539319e-22,3.375099052106083e-25
1.88662255152889e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555528689856224,0.0,0.1764705870046275,2.309808188759577e-40,2.9738798920056145e-21,2.005499751516341e-18,3.4176671567017007e-20,0.0,8.142097116985814e-13,0.0,0.0,7.799435789517643e-18,0.0,0.11764239700076282,3.1254655450848125e-22,0.0,1.1157543623276547e-16,0.0,4.658155784816046e-06,5.989029214406954e-09,4.843407300485966e-09,8.537210777578616e-11,4.29019421611029e-09,2.0844801189476495e-10,2.5862384329864085e-10,8.562986533323743e-13,1.1213877103686946e-17,1.1891158241539e-17,7.657285954199812e-23,2.8866474002363105e-15,3.2571879762170574e-26,7.419128486354862e-27,5.173170676533727e-22,3.6575775644586486e-25
1.939242308056608e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855551646289651,0.0,0.17647058700458051,2.5134578053734282e-40,3.3177027830698017e-21,2.1780227343430854e-18,3.7189881916128514e-20,0.0,8.611708425910812e-13,0.0,0.0,8.240541422061318e-18,0.0,0.11764227473304284,3.400437079008827e-22,0.0,1.2107839976558698e-16,0.0,4.780288422087319e-06,5.989026648917183e-09,4.97848866885664e-09,8.537203926277185e-11,4.412204237583081e-09,2.103290021844916e-10,2.6976865055212944e-10,9.044336405561786e-13,1.218728514942069e-17,1.2907097107811271e-17,8.526731865718957e-23,3.0467075621399578e-15,3.732800725057233e-26,7.849217956162846e-27,5.473052090220729e-22,4.0907118509479736e-25
1.991862064584326e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555504276458554,0.0,0.17647058700453228,2.7287436424859188e-40,3.690387479753014e-21,2.3601662067224897e-18,4.0375256063881096e-20,0.0,9.094489436581813e-13,0.0,0.0,8.693778285684169e-18,0.0,0.11764215287044286,3.691085768746582e-22,0.0,1.3110075808558583e-16,0.0,4.902015939646471e-06,5.9890240919279135e-09,5.113569716574144e-09,8.537197128637415e-11,4.534212699923107e-09,2.1211243547023302e-10,2.8101094042054477e-10,9.538855947296464e-13,1.3214883988158978e-17,1.3979349999239468e-17,9.467007486739232e-23,3.2109110248144818e-15,4.2621361444462916e-26,8.29142936576053e-27,5.781384793486964e-22,4.561066768788636e-25
2.044481821112044e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555492130407467,0.0,0.17647058700448268,2.9559890975085077e-40,4.093489197928924e-21,2.5521911533362736e-18,4.373757831093259e-20,0.0,9.590440014277121e-13,0.0,0.0,9.15914625093025e-18,0.0,0.11764203141161915,3.997846241206116e-22,0.0,1.416557616802124e-16,0.0,5.023339681294093e-06,5.989021543411891e-09,5.2486504444821e-09,8.537190384515523e-11,4.6562196039154794e-09,2.138033686172404e-10,2.9234565611108447e-10,1.0046545022728412e-12,1.4298078873743313e-17,1.5109436824021386e-17,1.0481705089881644e-22,3.3792444578861337e-15,4.8495764147580756e-26,8.745762640177264e-27,6.098168690652762e-22,5.070693394356151e-25
2.097101577639762e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555480024608826,0.0,0.1764705870044318,3.1955175654622884e-40,4.5286022608876976e-21,2.7543585559458802e-18,4.7281632893759653e-20,0.0,1.0099560021941095e-12,0.0,0.0,9.636645188421239e-18,0.0,0.11764191035523228,4.321153108015322e-22,0.0,1.527566183376443e-16,0.0,5.1442609863733295e-06,5.989019003341745e-09,5.38373085343746e-09,8.537183693669936e-11,4.778224950343676e-09,2.1540659633860236e-10,3.037680029992911e-10,1.0567403493675998e-12,1.5438270229239717e-17,1.629887747284127e-17,1.1574490773898836e-22,3.5516945738942204e-15,5.499729814780341e-26,9.212217702461973e-27,6.423403684592163e-22,5.62169536298052e-25
2.14972133416748e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855546795892871,0.0,0.17647058700437956,3.447652438925914e-40,4.997359972574079e-21,2.966929393409393e-18,5.1012203983872626e-20,0.0,1.0621849320318327e-12,0.0,0.0,1.0126274968857574e-17,0.0,0.11764178969994743,4.661440965444912e-22,0.0,1.6441649328476917e-16,0.0,5.264781189784701e-06,5.989016471686548e-09,5.518810944308482e-09,8.537177055883262e-11,4.9002287399883305e-09,2.1692666549502885e-10,3.1527343432721e-10,1.1101431219709683e-12,1.6636853663270423e-17,1.7549191818599604e-17,1.274910348116699e-22,3.728248128152842e-15,6.217435842853279e-26,9.69079447380657e-27,6.757089676819508e-22,6.216228680956938e-25
2.202341090695198e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855545593323363,0.0,0.176470587004326,3.712717107996624e-40,5.5014344927003495e-21,3.1901646416993356e-18,5.493407568721754e-20,0.0,1.1157307768060384e-12,0.0,0.0,1.062803546301935e-17,0.0,0.11764166944443408,5.019144394348013e-22,0.0,1.7664850932314644e-16,0.0,5.3849016220007454e-06,5.9890139484180305e-09,5.653890717973944e-09,8.537170471006923e-11,5.022230973626808e-09,2.1836788647599457e-10,3.2685763982144834e-10,1.164862805825893e-12,1.7895219986156902e-17,1.8861899716202202e-17,1.4009354058771235e-22,3.908891918614756e-15,7.007770189724696e-26,1.0181492873644578e-26,7.099226567558256e-22,6.856501540463198e-25
2.254960847222916e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555443947390585,0.0,0.1764705870042711,3.991034960241292e-40,6.042536710350486e-21,3.4243252739190153e-18,5.905203204343604e-20,0.0,1.1705935221853245e-12,0.0,0.0,1.114192654176719e-17,0.0,0.11764154958736617,5.394697960087328e-22,0.0,1.8946574696659329e-16,0.0,5.5046236090807995e-06,5.989011433513677e-09,5.7889701753210244e-09,8.537163938897426e-11,5.1442316520338384e-09,2.197343467954764e-10,3.385165320952881e-10,1.2208993864739776e-12,1.9214755226214828e-17,2.023852100230428e-17,1.5359124291835687e-22,4.093612785733426e-15,7.876049808712668e-26,1.0684312819768547e-26,7.449814255823157e-22,7.544774132188999e-25
2.3075806037506342e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855543200126698,0.0,0.17647058700421492,4.282929380663009e-40,6.622416119993996e-21,3.66967226032017e-18,6.337085702534913e-20,0.0,1.226773153651187e-12,0.0,0.0,1.1667948076042995e-17,0.0,0.11764143012742204,5.788536212482181e-22,0.0,2.0288124457617334e-16,0.0,5.623948472685529e-06,5.989008926943566e-09,5.9240493172448395e-09,8.53715745937211e-11,5.266230775981977e-09,2.210299211896111e-10,3.5024623655055097e-10,1.2782528492649607e-12,2.059684064580135e-17,2.1680575495125546e-17,1.6802365990940405e-22,4.282397612327868e-15,8.827837799717041e-26,1.119925422841562e-26,7.808852639481065e-22,8.283358461694595e-25
2.3602003602783522e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555420094730755,0.0,0.17647058700415738,4.588723751654129e-40,7.242860695400611e-21,3.9264665683186385e-18,6.78953345382566e-20,0.0,1.2842696565101898e-12,0.0,0.0,1.220609993687053e-17,0.0,0.11764131106328445,6.201093685739361e-22,0.0,2.1690799849744495e-16,0.0,5.74287753009167e-06,5.989006428671162e-09,6.059128144646151e-09,8.537151032235252e-11,5.388228346241365e-09,2.2225828459691386e-10,3.6204307839505707e-10,1.3369231793689036e-12,2.2042852757578845e-17,2.3189582994206694e-17,1.8343100040014764e-22,4.475233323444674e-15,9.868948432370018e-26,1.1726317014380022e-26,8.176341615329459e-22,9.074618162573827e-25
2.4128201168060702e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855540822765027,0.0,0.1764705870040985,4.908741452971392e-40,7.905696766992866e-21,4.1949691625120904e-18,7.263024841953696e-20,0.0,1.3430830159017127e-12,0.0,0.0,1.275638199535604e-17,0.0,0.11764119239364042,6.632804898410641e-22,0.0,2.3155896319400506e-16,0.0,5.861412094206403e-06,5.9890039386771724e-09,6.19420665843152e-09,8.537144657311324e-11,5.510224363579384e-09,2.2342292042950763e-10,3.739035743715355e-10,1.3969103617839497e-12,2.355416334041952e-17,2.476706328026146e-17,1.9985415518970467e-22,4.67210688622449e-15,1.1005451909410766e-25,1.2265501091086387e-26,8.55228107914638e-22,9.920968314928538e-25
2.4654398733337883e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855539639989432,0.0,0.17647058700403837,5.243305861692633e-40,8.612788896109001e-21,4.475441004695023e-18,7.758038243799003e-20,0.0,1.4032132168094838e-12,0.0,0.0,1.3318794122688452e-17,0.0,0.11764107411718146,7.084104353327697e-22,0.0,2.468470513843575e-16,0.0,5.979553473582043e-06,5.989001456946132e-09,6.32928485951083e-09,8.537138334438433e-11,5.632218828760754e-09,2.2452713287940042e-10,3.858244204488441e-10,1.4582143813478775e-12,2.513213945563412e-17,2.641453611494686e-17,2.173346876694971e-22,4.873005309764538e-15,1.2243679339756397e-25,1.2816806370693431e-26,8.936670925764682e-22,1.0824875259124142e-24
2.5180596298615063e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555384611332185,0.0,0.17647058700397686,5.59274035219815e-40,9.366039753876377e-21,4.768143053876673e-18,8.275052029355427e-20,0.0,1.4646602440675878e-12,0.0,0.0,1.389333619014003e-17,0.0,0.11764095623260332,7.555426537570123e-22,0.0,2.627851341738166e-16,0.0,6.097302972430244e-06,5.988998983429233e-09,6.46436274879817e-09,8.537132063447046e-11,5.754211742547748e-09,2.2557405334790153e-10,3.978024853934299e-10,1.5208352227441243e-12,2.6778143462709683e-17,2.813352124075241e-17,2.359148254303136e-22,5.077915644986271e-15,1.3590227369136707e-25,1.3380232764144868e-26,9.329511049110442e-22,1.1788856416661115e-24
2.5706793863892243e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855537286183358,0.0,0.17647058700391402,5.957368296126534e-40,1.0167389995460848e-20,5.07333626629513e-18,8.814544561665731e-20,0.0,1.5274240823718792e-12,0.0,0.0,1.448000806906611e-17,0.0,0.11764083873860615,8.047205922401322e-22,0.0,2.793860411913826e-16,0.0,6.214661890636685e-06,5.988996518087644e-09,6.5994403272088975e-09,8.537125844158307e-11,5.876203105700216e-09,2.2656665262278935e-10,4.098347985891848e-10,1.5847728705132168e-12,2.8493533035539753e-17,2.992553838077302e-17,2.5563745096981677e-22,5.2868249844971336e-15,1.5051963129707466e-25,1.395578018128196e-26,9.730801342276766e-22,1.2815480103967087e-24
2.6232991429169423e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855536115126866,0.0,0.1764705870038499,6.337513062369158e-40,1.1018818140636698e-20,5.39128159543555e-18,9.376994196804868e-20,0.0,1.5915047162842876e-12,0.0,0.0,1.5078809630906036e-17,0.0,0.11764072163389432,8.55987696324683e-22,0.0,2.9666256071981803e-16,0.0,6.331631523775067e-06,5.988994060939282e-09,6.734517595661364e-09,8.537119676396229e-11,5.99819291897548e-09,2.2750774549256784e-10,4.219185454249216e-10,1.6500273090570894e-12,3.027966117797112e-17,3.179210723863487e-17,2.7654609370506996e-22,5.4997204624619206e-15,1.6636028726791343e-25,1.4543448530886686e-26,1.014054169755146e-21,1.390736535593636e-24
2.6759188994446604e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555349479508035,0.0,0.17647058700378443,6.7334980170283565e-40,1.1922340448796103e-20,5.722239992044059e-18,9.96287928382131e-20,0.0,1.6569021302433012e-12,0.0,0.0,1.568974074718263e-17,0.0,0.1176406049171766,9.093874099635924e-22,0.0,3.146274398316981e-16,0.0,6.448213163121719e-06,5.988991611936426e-09,6.86959455507414e-09,8.537113559991959e-11,6.120181183128295e-09,2.284000019376472e-10,4.340510561003803e-10,1.716598522649588e-12,3.213787623995081e-17,3.37347474982882e-17,2.9868492090025357e-22,5.716589254464837e-15,1.8349846112321727e-25,1.5143237720754924e-26,1.0558732006484126e-21,1.506718174094315e-24
2.7285386559723784e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855533784642275,0.0,0.17647058700371762,7.145646523394123e-40,1.288001079781532e-20,6.066472404143528e-18,1.0572678164706851e-19,0.0,1.7236163085702493e-12,0.0,0.0,1.6312801289502328e-17,0.0,0.11764048858716598,9.649631755168438e-22,0.0,3.3329338452130966e-16,0.0,6.5644080956697824e-06,5.988989171006487e-09,7.004671206365784e-09,8.537107494777337e-11,6.24216789891093e-09,2.2924595385088243e-10,4.4622979890544867e-10,1.784486495442767e-12,3.4069521933250966e-17,3.575497882389062e-17,3.22098729424785e-22,5.9374185773756945e-15,2.0201121663156838e-25,1.575514765777139e-26,1.0985372159926687e-21,1.62976491818364e-24
2.7811584125000964e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855532625188429,0.0,0.17647058700364954,7.574281941930724e-40,1.3893920562288134e-20,6.424239777049135e-18,1.120686917436169e-19,0.0,1.7916472354762804e-12,0.0,0.0,1.6947991129555137e-17,0.0,0.11764037264257975,1.0227584337477326e-21,0.0,3.5267305983723385e-16,0.0,6.680217604143437e-06,5.988986738190989e-09,7.139747550454214e-09,8.53710148058116e-11,6.3641530670732104e-09,2.3004800249858605e-10,4.58452372758503e-10,1.853691211473883e-12,3.607593734726296e-17,3.785432085967528e-17,3.4683293737248567e-22,6.162195689219544e-15,2.219785080857949e-25,1.6379178248001684e-26,1.1420462048078652e-21,1.7601537775951405e-24
2.8337781690278144e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855531469576457,0.0,0.1764705870035801,8.019727630266124e-40,1.4966198494104736e-20,6.795803053384329e-18,1.186593064057528e-19,0.0,1.860994895067013e-12,0.0,0.0,1.7595310139114982e-17,0.0,0.11764025708213942,1.0828166238205335e-21,0.0,3.7277909001239565e-16,0.0,6.795642967011885e-06,5.988984313503773e-09,7.274823588257272e-09,8.537095517231732e-11,6.486136688362504e-09,2.3080842350396132e-10,4.707165022235289e-10,1.924212654670062e-12,3.815845696452721e-17,4.0034293229869225e-17,3.729335762256894e-22,6.390907889046792e-15,2.434832246268392e-25,1.701532939667876e-26,1.1864001560516512e-21,1.898166761880172e-24
2.8863979255555325e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555303177935987,0.0,0.17647058700350932,8.482306943149006e-40,1.609901060028706e-20,7.181423173095443e-18,1.2550340883987628e-19,0.0,1.9316592713500565e-12,0.0,0.0,1.8254758190039308e-17,0.0,0.11764014190457078,1.1451811832964507e-21,0.0,3.9362405859707003e-16,0.0,6.910685458503635e-06,5.988981896761968e-09,7.409899320691332e-09,8.537089604559806e-11,6.6081187635237e-09,2.315293748906402e-10,4.830200294651736e-10,1.996050808855838e-12,4.0318410676564797e-17,4.22964155385498e-17,4.004472824527981e-22,6.6235425167938925e-15,2.6661123659397823e-25,1.7663601008244848e-26,1.2315990586241679e-21,2.0440908623532118e-24
2.9390176820832505e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285552916982713,0.0,0.17647058700343726,8.96234323244087e-40,1.7294560024035513e-20,7.581361073466823e-18,1.3260578218071125e-19,0.0,2.0036403482395144e-12,0.0,0.0,1.8926335154269276e-17,0.0,0.1176400271086038,1.2098955481313862e-21,0.0,4.1522050858841627e-16,0.0,7.025346348620409e-06,5.988979487938952e-09,7.544974748671608e-09,8.537083742397787e-11,6.7300992932992265e-09,2.3221290190533215e-10,4.953609094263833e-10,2.0692056577576687e-12,4.2557123799344145e-17,4.464220736956617e-17,4.294212898328823e-22,6.860086953153941e-15,2.914514392499497e-25,1.8323992986534598e-26,1.2776429013710068e-21,2.198218034540196e-24
2.9916374386109685e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855528025664375,0.0,0.17647058700336385,9.460159847130802e-40,1.8555086922614303e-20,7.995877689134926e-18,1.3997120949091927e-19,0.0,2.07693810956349e-12,0.0,0.0,1.961004090382894e-17,0.0,0.1176399126929727,1.27700315267192e-21,0.0,4.3758094256342464e-16,0.0,7.139626903151423e-06,5.988977087297269e-09,7.680049873110374e-09,8.537077930577834e-11,6.852078278429078e-09,2.328609450445527e-10,5.077372017998942e-10,2.143677185011458e-12,4.487591708910371e-17,4.707318828639597e-17,4.599034211146991e-22,7.100528619455067e-15,3.1809579891082976e-25,1.8996505234819835e-26,1.3245316730880723e-21,2.360845180136172e-24
3.0442571951386866e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855526885292699,0.0,0.1764705870032891,9.976080133298619e-40,1.9882868350223897e-20,8.425233952103419e-18,1.4760447376102096e-19,0.0,2.1515525390670467e-12,0.0,0.0,2.0305875310825803e-17,0.0,0.1176397986564159,1.3465474296539957e-21,0.0,4.607178228064796e-16,0.0,7.25352838368708e-06,5.98897469466803e-09,7.815124694918046e-09,8.537072168931803e-11,6.97405571965083e-09,2.3347534324436126e-10,5.201470678395461e-10,2.2194653741655357e-12,4.7276106757605565e-17,4.9590877832099734e-17,4.919420807645586e-22,7.344854977523303e-15,3.466393951180562e-25,1.9681137655529933e-26,1.3722653625233396e-21,2.532274129741505e-24
3.0968769516664046e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855525748699511,0.0,0.17647058700321308,1.051042743403231e-39,2.1280218136210674e-20,8.869690791757162e-18,1.5551035790903428e-19,0.0,2.2274836204193636e-12,0.0,0.0,2.101383824744962e-17,0.0,0.117639684997676,1.4185718101991385e-21,0.0,4.846435714419597e-16,0.0,7.367052047633214e-06,5.98897230956517e-09,7.950199215001328e-09,8.53706645729238e-11,7.096031617699633e-09,2.3405784152708295e-10,5.325887627116868e-10,2.2965702086878258e-12,4.9759004487920774e-17,5.219679552918528e-17,5.255862467337233e-22,7.593053529530718e-15,3.7718046638022717e-25,2.0377890150552245e-26,1.420843958381451e-21,2.7128116248733124e-24
3.1494967081941226e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855524615872262,0.0,0.1764705870031357,1.1063525089523126e-39,2.274948676978063e-20,9.329509134877041e-18,1.6369364478048339e-19,0.0,2.3047313372153824e-12,0.0,0.0,2.1733929585973397e-17,0.0,0.11763957171549971,1.4931197238139145e-21,0.0,5.093705705598027e-16,0.0,7.4801991482245695e-06,5.988969932455329e-09,8.085273434264933e-09,8.537060795493384e-11,7.218005973308218e-09,2.346100927952345e-10,5.450606337029947e-10,2.3749916719675057e-12,5.2325917449462174e-17,5.489246087959022e-17,5.608854636279736e-22,7.845111817896393e-15,4.098204507691959e-25,2.1086762621795188e-26,1.4702674493249418e-21,2.9027693009926827e-24
3.2021164647218406e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555234867984464,0.0,0.17647058700305698,1.1635696437118974e-39,2.429306127767563e-20,9.804949905653631e-18,1.7215911714800344e-19,0.0,2.3832956729834533e-12,0.0,0.0,2.246614919875153e-17,0.0,0.11763945880863803,1.570234598385881e-21,0.0,5.349111623486752e-16,0.0,7.592970934539085e-06,5.98896756391155e-09,8.220347353609089e-09,8.537055183369196e-11,7.339978787206914e-09,2.3513366600399764e-10,5.575611120454374e-10,2.4547297473226767e-12,5.497814831382795e-17,5.767939336453566e-17,5.978898344096023e-22,8.101017425176669e-15,4.4466403189964185e-25,2.18077549704046e-26,1.5205358239790876e-21,3.1024636694374823e-24
3.2547362212495587e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855522361465597,0.0,0.176470587002977,1.222726481108757e-39,2.591336511086795e-20,1.029627402570142e-17,1.80911557711431e-19,0.0,2.463176611185769e-12,0.0,0.0,2.3210496958221546e-17,0.0,0.11763934627584596,1.6499598601837648e-21,0.0,5.61277649219402e-16,0.0,7.705368651511153e-06,5.98896520269893e-09,8.355420973931929e-09,8.5370496207544e-11,7.461950060123657e-09,2.356300466607664e-10,5.700887124191597e-10,2.5357844180008044e-12,5.771699526959216e-17,6.055911244453471e-17,6.366500140128315e-22,8.360757973871778e-15,4.818191778312653e-25,2.2540867096039375e-26,1.5716490709318923e-21,3.312216100762967e-24
3.307355977777277e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855521239861296,0.0,0.17647058700289564,1.2838553542685347e-39,2.7612858022962604e-20,1.0803742414072487e-17,1.8995574909744532e-19,0.0,2.5443741352254576e-12,0.0,0.0,2.396697273690201e-17,0.0,0.11763923411588274,1.7323389338537515e-21,0.0,5.884822939374007e-16,0.0,7.817393539945828e-06,5.988962848858126e-09,8.490494296127068e-09,8.53704410748405e-11,7.583919792783994e-09,2.3610064441270277e-10,5.826420253624545e-10,2.618155667185832e-12,6.054375203806071e-17,6.353313755925796e-17,6.772172012379134e-22,8.624321126314824e-15,5.2139718633237685e-25,2.3286098899802694e-26,1.6236071787389107e-21,3.5323528067916666e-24
3.359975734304995e-11,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855520121973159,0.0,0.17647058700281296,1.3469885960384645e-39,2.9394035953937183e-20,1.1327615987269983e-17,1.9929647385948592e-19,0.0,2.62688822844957e-12,0.0,0.0,2.4735576407392447e-17,0.0,0.11763912232751168,1.8174152424181842e-21,0.0,6.165373197492183e-16,0.0,7.929046836532408e-06,5.988960503748955e-09,8.62556732108384e-09,8.537038643393934e-11,7.705887985911104e-09,2.3654679626181767e-10,5.952197140569137e-10,2.7018434780011822e-12,6.345970788839912e-17,6.660298812748711e-17,7.196431317907358e-22,8.891694584612732e-15,5.63512725880332e-25,2.404345028245422e-26,1.6764101359252735e-21,3.7632048234986674e-24
