Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19)
1.701498417474655e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561806013,0.0,0.17647058999999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999999554,0.0,0.0,0.0,0.0,4.4562732401845764e-15,1.1648453992424019e-15,0.0
3.40373565319398e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561805957,0.0,0.17647058999999887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999999109,0.0,0.0,0.0,0.0,8.914481465939723e-15,2.330196593273663e-15,0.0
6.80821012463263e-20,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618058444,0.0,0.1764705899999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999998218,0.0,0.0,0.0,0.0,1.78308979155332e-14,4.660898981334926e-15,0.0
1.361715906750993e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618056196,0.0,0.17647058999999538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999996435,0.0,0.0,0.0,0.0,3.566373080705289e-14,9.322303757448187e-15,0.0
2.723505695326453e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559956180517,0.0,0.1764705899999907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999992868,0.0,0.0,0.0,0.0,7.132939655942319e-14,1.8645113309603757e-14,0.0
5.447085272477373e-19,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.285559956180427,0.0,0.1764705899999814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999985735,0.0,0.0,0.0,0.0,1.4266072794148744e-13,3.7290732413360015e-14,0.0
1.0894244426779213e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995618024704,0.0,0.17647058999996273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999971468,0.0,0.0,0.0,0.0,2.853233902149107e-13,7.458197061648438e-14,0.0
2.178856273538289e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561798871,0.0,0.17647058999992543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999942936,0.0,0.0,0.0,0.0,5.70648712798936e-13,1.4916444698783148e-13,0.0
4.357719935259025e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561791673,0.0,0.17647058999985085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470599988587,0.0,0.0,0.0,0.0,1.1412993501157023e-12,2.9832939945212715e-13,0.0
8.715447258700496e-18,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995617772767,0.0,0.1764705899997017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999771741,0.0,0.0,0.0,0.0,2.282600593344098e-12,5.966593021567879e-13,0.0
1.743090190558344e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561748484,0.0,0.17647058999940338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470599954348,0.0,0.0,0.0,0.0,4.565202954180352e-12,1.193319089787697e-12,0.0
3.4861811199349326e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561690899,0.0,0.17647058999880672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705999086959,0.0,0.0,0.0,0.0,9.130407173370755e-12,2.3866385228743627e-12,0.0
6.97236297868811e-17,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995615757285,0.0,0.1764705899976134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705998173919,0.0,0.0,0.0,0.0,1.826081360182359e-11,4.773276251855734e-12,0.0
1.0458544837441288e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561460558,0.0,0.17647058999642007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705997260878,0.0,0.0,0.0,0.0,2.7391218020348902e-11,7.1599120856576514e-12,0.0
1.3944726696194465e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561345387,0.0,0.17647058999522675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705996347838,0.0,0.0,0.0,0.0,3.6521620428947126e-11,9.546545266295501e-12,0.0
2.091709041370082e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599561115047,0.0,0.1764705899928401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705994521757,0.0,0.0,0.0,0.0,5.478242052896916e-11,1.43198024307181e-11,0.0
2.7889454131207177e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599560884706,0.0,0.1764705899904535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705992695679,0.0,0.0,0.0,0.0,7.304321323777612e-11,1.9093042307357843e-11,0.0
3.4861817848713534e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995606543666,0.0,0.1764705899880669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647059908696,0.0,0.0,0.0,0.0,9.130399802742703e-11,2.3866258463909282e-11,0.0
4.183418156621989e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599560424027,0.0,0.17647058998568027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705989043524,0.0,0.0,0.0,0.0,1.0956477475362184e-10,2.8639444477800437e-11,0.0
5.577890900123261e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599559963349,0.0,0.17647058998090717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470598539137,0.0,0.0,0.0,0.0,1.4608630413308601e-10,3.8185702152372246e-11,0.0
6.972363643624532e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599559502674,0.0,0.17647058997613416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705981739218,0.0,0.0,0.0,0.0,1.8260780128038395e-10,4.773176605917962e-11,0.0
8.366836387125803e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995590420014,0.0,0.1764705899713612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705978087073,0.0,0.0,0.0,0.0,2.1912926621816966e-10,5.727758741043333e-11,0.0
9.761309130627075e-16,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599558581332,0.0,0.17647058996658846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705974434929,0.0,0.0,0.0,0.0,2.5565069897829004e-10,6.682311766686952e-11,0.0
1.2550254617629616e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995576600035,0.0,0.17647058995704346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705967130652,0.0,0.0,0.0,0.0,3.28693467995475e-10,8.591311109775921e-11,0.0
1.5339200104632159e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995567386955,0.0,0.17647058994749934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705959826388,0.0,0.0,0.0,0.0,4.017361083858578e-10,1.0500135856403016e-10,0.0
2.091709107863724e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599554896149,0.0,0.17647058992841447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705945217899,0.0,0.0,0.0,0.0,5.478210032518338e-10,1.4317106538558864e-10,0.0
2.6494982052642326e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855599553053724,0.0,0.17647058990933548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470593060946,0.0,0.0,0.0,0.0,6.939053836124162e-10,1.8132913896068455e-10,0.0
3.207287302664741e-15,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555995512114524,0.0,0.1764705898902638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705916001074,0.0,0.0,0.0,0.0,8.399892494595374e-10,2.1947248376690966e-10,0.0
