Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OHX(46),OX(20),HX(19),CH3OX(45),CH2OH(57),CH3OX(44),CH3O(58),HO2(52),CH2OX(40),HO2X(136),H2X(36),HOX(23),H2OX(35),OCX(21),CXHO(27),COX(37),HOOH(147),HOOHX(163),CH4O3(153),SX(168),SX(167),SX(137)
1.1134949146100628e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555965919360443,0.0,0.17647058700543575,1.770737462049557e-44,3.5938795921408854e-26,4.1236275279168835e-22,2.620373432299847e-24,0.0,1.6126370572967516e-15,0.0,0.0,2.717201375012561e-20,0.0,0.11764676910942064,2.689834815016485e-26,0.0,2.323994735712737e-20,0.0,2.9060470470488116e-07,5.989120954051664e-09,2.8587212675119484e-10,8.123130306845333e-11,1.7707278295359804e-10,2.6073050031699933e-11,1.495872663083641e-12,4.0968319499154755e-15,1.1504833712051852e-21,4.132640312768775e-21,1.013128642809609e-27,1.0370143928752786e-17,2.3398493937719276e-32,1.2102013143422658e-29,8.438912708004149e-25,1.3991384999904677e-30,9.162688470480167e-24,6.647211162462624e-30,1.3709318127194211e-33,5.226995242469302e-40,1.579268633576631e-42,1.541283135890709e-20
1.1570866348496587e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855596478457409,0.0,0.1764705870054356,2.0527844435561666e-44,4.1977753043042924e-26,4.627135671408817e-22,3.0377219250433827e-24,0.0,1.7752307903223521e-15,0.0,0.0,2.9341139553996885e-20,0.0,0.11764675776298172,3.1030810569496206e-26,0.0,2.6101871174535985e-20,0.0,3.0193995206318823e-07,5.989120715994099e-09,2.970635799635723e-10,8.169411497307816e-11,1.8672207928546716e-10,2.7035243316513008e-11,1.6129598482414968e-12,4.3566780877409335e-15,1.3198730891475293e-21,4.5367074285752636e-21,1.1810822384572284e-27,1.1201210973152595e-17,2.8423426738540077e-32,1.3432755835489884e-29,9.366856843142037e-25,1.6919411149845086e-30,1.0058567399537931e-23,7.55007609637122e-30,1.5729235865317512e-33,6.235108506164997e-40,1.8839233598273008e-42,1.6261142470525586e-20
1.1963191830652951e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555963763537895,0.0,0.17647058700543547,2.332464983428382e-44,4.803403110730996e-26,5.1139408328230415e-22,3.45156859691925e-24,0.0,1.928958922775463e-15,0.0,0.0,3.136456304373468e-20,0.0,0.117646747553854,3.511464738698386e-26,0.0,2.8869559863202087e-20,0.0,3.121390074007004e-07,5.9891205017811095e-09,3.0713588601756673e-10,8.206627475305814e-11,1.9545080793200654e-10,2.7897597093361437e-11,1.7219582772026375e-12,4.5979333691502686e-15,1.4865625495019708e-21,4.921939798670526e-21,1.3493337934005642e-27,1.1976356177780409e-17,3.364946739924349e-32,1.4697436985850957e-29,1.0248735192388341e-24,1.994255725881515e-30,1.091268693379431e-23,8.436674968653646e-30,1.772300472369766e-33,7.2663568609409926e-40,2.1955822343597206e-42,1.7028523179356046e-20
1.2355517312809315e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555962742758434,0.0,0.17647058700543533,2.6379377291325294e-44,5.472112352430504e-26,5.6337451396629e-22,3.9035801421262986e-24,0.0,2.0897249197044776e-15,0.0,0.0,3.34554488355871e-20,0.0,0.1176467373472525,3.9561692515874037e-26,0.0,3.1825481665881563e-20,0.0,3.2233553648574906e-07,5.989120287627343e-09,3.1720819033020723e-10,8.240080247487729e-11,2.042171600908353e-10,2.875653531090228e-11,1.834372058109024e-12,4.846226500509328e-15,1.6673945913126614e-21,5.328235337597341e-21,1.5349328343955966e-27,1.2777249048656156e-17,3.961541978481503e-32,1.6026012350354998e-29,1.1175167584015541e-24,2.3369115069578475e-30,1.1813506893504971e-23,9.397423600954435e-30,1.9892964062241718e-33,8.425979260822032e-40,2.5460511828282887e-42,1.779921216340904e-20
1.274784279496568e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555961722235246,0.0,0.1764705870054352,2.9704772437346375e-44,6.208120670053782e-26,6.187630762128409e-22,4.395642525523369e-24,0.0,2.2575575055212063e-15,0.0,0.0,3.561379687613756e-20,0.0,0.11764672714317666,4.4389181460887426e-26,0.0,3.4975786119077914e-20,0.0,3.325295399440751e-07,5.98912007352262e-09,3.272804929006277e-10,8.270150369040728e-11,2.130173301820513e-10,2.961207149526069e-11,1.9501876632757977e-12,5.1015862062577125e-15,1.8630018062236846e-21,5.756200922847191e-21,1.739029549746323e-27,1.3603883400385948e-17,4.639694624605046e-32,1.741883494363336e-29,1.2146400163417698e-24,2.7235503988657122e-30,1.2762372835140855e-23,1.0436319378032246e-29,2.224862257280038e-33,9.725129447375132e-40,2.938704256803831e-42,1.857287486331177e-20
1.3140168277122043e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555960701967953,0.0,0.17647058700543505,3.3313647555931e-44,7.015781261481255e-26,6.776679869371384e-22,4.929651573760543e-24,0.0,2.4324824986874585e-15,0.0,0.0,3.7839607111963684e-20,0.0,0.11764671694162582,4.961443028484807e-26,0.0,3.8326621279876197e-20,0.0,3.42721018401264e-07,5.989119859456283e-09,3.37352793727963e-10,8.29717988969852e-11,2.218478976831836e-10,3.046421911899976e-11,2.0693916185897833e-12,5.364038304884967e-15,2.0740190836027765e-21,6.2064457780385984e-21,1.9628106556007922e-27,1.4456253049061114e-17,5.407467489194168e-32,1.887622207250641e-29,1.3162654176409544e-24,3.157989990289514e-30,1.3760635517588797e-23,1.1557472991345551e-29,2.4799734260441605e-33,1.117555415720113e-39,3.3770951199662655e-42,1.934921057119902e-20
1.3532493759278407e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595968195616,0.0,0.17647058700543486,3.7218874824155305e-44,7.899582849135712e-26,7.401974629495196e-22,5.507511975087941e-24,0.0,2.614523106492373e-15,0.0,0.0,4.0132879489637347e-20,0.0,0.11764670674259936,5.525482743520336e-26,0.0,4.188413372629901e-20,0.0,3.52909972482746e-07,5.989119645435203e-09,3.4742509281134697e-10,8.321476259768871e-11,2.307057880686211e-10,3.131299160133261e-11,2.19197050329733e-12,5.633606003707908e-15,2.3010833604910583e-21,6.679581234956119e-21,2.2074993598681013e-27,1.533435181225377e-17,6.273435580043189e-32,2.0398458956285142e-29,1.4224128493714362e-24,3.6442243479371055e-30,1.4809650374558064e-23,1.276510883142072e-29,2.7556301101398523e-33,1.278960825032506e-39,3.864961646614146e-42,2.012794899678235e-20
1.3924819241434771e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595866219953,0.0,0.1764705870054347,4.1433380243536163e-44,8.864149647303217e-26,8.064597209554563e-22,6.131136381314717e-24,0.0,2.8037001897107316e-15,0.0,0.0,4.24936139557247e-20,0.0,0.11764669654609664,6.132782640542516e-26,0.0,4.565446855766108e-20,0.0,3.6309640281379663e-07,5.989119431469951e-09,3.574973901499107e-10,8.343315837060807e-11,2.3958823774007506e-10,3.2158402308333684e-11,2.317910949793009e-12,5.910310163528923e-15,2.544833397105725e-21,7.176220519902708e-21,2.4743553261715294e-27,1.623817350901807e-17,7.246701713816565e-32,2.1985801977794496e-29,1.5331001877949347e-24,4.1864247567659455e-30,1.5910777040893213e-23,1.4063565337263553e-29,3.0528575608515644e-33,1.4580270000688093e-39,4.4062305699233195e-42,2.0908847184286938e-20
1.4317144723591135e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595764269777,0.0,0.17647058700543453,4.597013818242998e-44,9.914241329461876e-26,8.765629775555346e-22,6.802444600246297e-24,0.0,3.0000325005853418e-15,0.0,0.0,4.492181045678602e-20,0.0,0.11764668635211706,6.785093913588148e-26,0.0,4.9643769394923345e-20,0.0,3.732803100195363e-07,5.9891192175621485e-09,3.6756968574278306e-10,8.36294704033468e-11,2.484927624918395e-10,3.300046455314914e-11,2.4471996434091458e-12,6.1941695366183406e-15,2.805909574974604e-21,7.6969785615861e-21,2.764674637836974e-27,1.7167711959890896e-17,8.336912119127702e-32,2.3638481607255638e-29,1.648343502249127e-24,4.788940380705605e-30,1.7065378926631018e-23,1.5457295307725337e-29,3.372706324096433e-33,1.6561156535167136e-39,5.0050221758469935e-42,2.1691686740142928e-20
1.47094702057475e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555956623450574,0.0,0.17647058700543436,5.084216649058785e-44,1.1054752995618563e-25,9.506154492454356e-22,7.523362872781382e-24,0.0,3.2035368958527272e-15,0.0,0.0,4.741746893937585e-20,0.0,0.11764667616065995,7.484173010658928e-26,0.0,5.3858178381047454e-20,0.0,3.8346169472493047e-07,5.989119003707e-09,3.7764197958908865e-10,8.380593172056783e-11,2.574171292830316e-10,3.383919159620645e-11,2.5798233222061907e-12,6.4852009797401125e-15,3.0849537162439487e-21,8.242471819151297e-21,3.0797897619174597e-27,1.812296098689238e-17,9.554272030519735e-32,2.5356705019927476e-29,1.7681572376795243e-24,5.4562988489988176e-30,1.827482283572433e-23,1.6950866177276083e-29,3.716252469257676e-33,1.8746539419011722e-39,5.665655042045554e-42,2.2476271351401032e-20
1.5101795687903863e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595560445768,0.0,0.17647058700543414,5.606252210967543e-44,1.229071513965352e-25,1.0287253524159186e-21,8.295823223398467e-24,0.0,3.414228528139768e-15,0.0,0.0,4.9980589350042886e-20,0.0,0.11764666597172475,8.231781102969385e-26,0.0,5.83038361813504e-20,0.0,3.9364055755478994e-07,5.9891187899020336e-09,3.8771427168794904e-10,8.396454954552081e-11,2.663593308758726e-10,3.46745966454231e-11,2.715768776763926e-12,6.783419645548451e-15,3.3826089213363205e-21,8.813318127672965e-21,3.421069513253153e-27,1.9103914413524885e-17,1.0909561273491087e-31,2.714065844808025e-29,1.892554378645978e-24,6.1932067780762706e-30,1.9540478623477238e-23,1.8548960260931394e-29,4.084597803488175e-33,2.115136037499815e-39,6.392650818008041e-42,2.326242455610923e-20
1.5494121170060227e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595458571884,0.0,0.17647058700543394,6.164429712425335e-44,1.3627293616672846e-25,1.1110009033528044e-21,9.12176287581832e-24,0.0,3.6321210181539e-15,0.0,0.0,5.261117163532991e-20,0.0,0.11764665578531079,9.029683607453624e-26,0.0,6.298688198385931e-20,0.0,4.0381689913377027e-07,5.989118576149243e-09,3.9778656203848106e-10,8.410712811656555e-11,2.7531756301899244e-10,3.550669285641457e-11,2.855022849973496e-12,7.088839154778019e-15,3.699519422903219e-21,9.410136559152146e-21,3.789919018566798e-27,2.011056606477205e-17,1.2414149840576778e-31,2.8990509296962e-29,2.0215465968721543e-24,7.004550236185679e-30,2.0863718888355472e-23,2.0256374971788734e-29,4.478870073220962e-33,2.3791247128508246e-39,7.19073904401969e-42,2.4049987737430744e-20
1.5886446652216591e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595356723385,0.0,0.17647058700543375,6.760061520670448e-44,1.50697896103688e-25,1.197550318236961e-21,1.0003123726959585e-23,0.0,3.8572266096945834e-15,0.0,0.0,5.530921574177387e-20,0.0,0.11764664560141745,9.87964975690708e-26,0.0,6.791345349966576e-20,0.0,4.139907200863726e-07,5.989118362450993e-09,4.078588506397984e-10,8.423528922738085e-11,2.842902039070655e-10,3.633549333270142e-11,2.997572436830261e-12,7.401471751255383e-15,4.036330454352119e-21,1.0033547297380373e-20,4.1877796805944656e-27,2.1142909767098062e-17,1.4080013458513788e-31,3.090640804970463e-29,2.1551443840773328e-24,7.895395156820497e-30,2.224591869454307e-23,2.2078023014065464e-29,4.9002231520760786e-33,2.668252936903271e-39,8.064862006112046e-42,2.4838818317881773e-20
1.6278772134372955e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595254900248,0.0,0.17647058700543355,7.394462842153585e-44,1.6623639600387999e-25,1.288481813144286e-21,1.0941851874069905e-23,0.0,4.089556308993357e-15,0.0,0.0,5.807472161590578e-20,0.0,0.11764663542004414,1.078345221358219e-25,0.0,7.308968696327975e-20,0.0,4.241620210369434e-07,5.989118148807116e-09,4.1793113749101043e-10,8.435049069058732e-11,2.93275795717049e-10,3.7161011125915526e-11,3.143404484227462e-12,7.721328441239083e-15,4.393688131669163e-21,1.068417152545443e-20,4.616129142251668e-27,2.2200939348447656e-17,1.5919749146463295e-31,3.288848997972624e-29,2.2933571713846984e-24,8.870987705442359e-30,2.3688455322547285e-23,2.401893255378873e-29,5.349837215949551e-33,2.984225482113458e-39,9.020179624901685e-42,2.5628788136129325e-20
1.667109761652932e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555951531024526,0.0,0.1764705870054333,8.068951435503822e-44,1.8294415329707502e-25,1.383903604045698e-21,1.193989718999959e-23,0.0,4.329120009866148e-15,0.0,0.0,6.090768920425074e-20,0.0,0.11764662524119018,1.1742866722124685e-25,0.0,7.85217171329838e-20,0.0,4.34330802609674e-07,5.989117935216153e-09,4.280034225912232e-10,8.445404292138305e-11,3.0227302802442235e-10,3.798325923600559e-11,3.2925059907507182e-12,8.048419118571908e-15,4.772239347278703e-21,1.136263132474412e-20,5.0764812508348996e-27,2.3284648638246067e-17,1.7946590765284216e-31,3.4936876688835467e-29,2.436193436575677e-24,9.936754603920004e-30,2.51927080451967e-23,2.608424736925363e-29,5.8289189053975324e-33,3.328820541691918e-39,1.0062074375922922e-41,2.641978198906494e-20
1.7063423098685683e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855595051329983,0.0,0.17647058700543308,8.78484735368432e-44,2.008782377201872e-25,1.4839239068071205e-21,1.2999212941667705e-23,0.0,4.5759266061375556e-15,0.0,0.0,6.380811845332786e-20,0.0,0.117646615064855,1.2759671797804634e-25,0.0,8.421567729118714e-20,0.0,4.444970654286013e-07,5.989117721677562e-09,4.3807570593953955e-10,8.454712383461807e-11,3.112807229060007e-10,3.88022506114418e-11,3.444864006473328e-12,8.382752677105207e-15,5.172631674701319e-21,1.2069549584134616e-20,5.5703860222585e-27,2.4394031467398795e-17,2.0174424557862026e-31,3.7051677488928285e-29,2.583660800437606e-24,1.1098303417035569e-29,2.676005792641949e-23,2.8279226983331726e-29,6.338701476039442e-33,3.703891356255598e-39,1.1196156239209323e-41,2.7211696322149775e-20
1.7455748580842047e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555949495828203,0.0,0.17647058700543286,9.543472712191022e-44,2.2009707099119233e-25,1.5886509371894708e-21,1.412175544706507e-23,0.0,4.829984092709547e-15,0.0,0.0,6.677600930965027e-20,0.0,0.11764660489103794,1.3835648446237462e-25,0.0,9.01776992447797e-20,0.0,4.546608101176078e-07,5.989117508191932e-09,4.481479875350591e-10,8.463079223716256e-11,3.20297821547466e-10,3.961799814941958e-11,3.600465632752379e-12,8.724337111767548e-15,5.595513282845902e-21,1.280554991843558e-20,6.099429605326825e-27,2.5529081668290988e-17,2.261780468050663e-31,3.923299064411574e-29,2.735766113379068e-24,1.2361422805149267e-29,2.839188764034589e-23,3.060924677958786e-29,6.880444937351766e-33,4.111367849118197e-39,1.2428267675812592e-41,2.800443805204421e-20
1.7848074062998411e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594847860951,0.0,0.17647058700543264,1.0346151480590844e-43,2.406604264831245e-25,1.6981929108486497e-21,1.5309483766792977e-23,0.0,5.091299656453408e-15,0.0,0.0,6.981136171972513e-20,0.0,0.11764659471973841,1.4972579911325612e-25,0.0,9.641391332548609e-20,0.0,4.6482203730042107e-07,5.9891172947597745e-09,4.582202673768798e-10,8.470599987177916e-11,3.2932337219940415e-10,4.043051469606274e-11,3.75929802202568e-12,9.073179609456699e-15,6.041532858935686e-21,1.357125659500537e-20,6.665234246041638e-27,2.6689793074786846e-17,2.5291968725427017e-31,4.1480904487775927e-29,2.892515533323685e-24,1.3732082746537055e-29,3.008958130862473e-23,3.3079798103886437e-29,7.455436180320398e-33,4.553258269513739e-39,1.3764488629134943e-41,2.879792350778852e-20
1.8240399545154775e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594746164358,0.0,0.17647058700543236,1.1194209295090442e-43,2.62629428898151e-25,1.812658043335531e-21,1.6564359426720338e-23,0.0,5.359879757931735e-15,0.0,0.0,7.291417563005357e-20,0.0,0.11764658455095574,1.617225144862854e-25,0.0,1.0293044839021926e-19,0.0,4.7498074760061454e-07,5.989117081380923e-09,4.682925454640966e-10,8.477360224590007e-11,3.383565193484469e-10,4.1239813046625644e-11,3.921348377609473e-12,9.429286630761583e-15,6.5113395392140934e-21,1.4367294467777693e-20,7.269458251944703e-27,2.787615952222931e-17,2.821285323428479e-31,4.379549842692141e-29,3.053914595746071e-24,1.521643473240269e-29,3.18545243541523e-23,3.569648835292359e-29,8.064989094373188e-33,5.031650843077127e-39,1.5211141549037713e-41,2.959207747880702e-20
1.863272502731114e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555946444930286,0.0,0.1764705870054321,1.2088973290080032e-43,2.860665539417265e-25,1.93215455009595e-21,1.7888346168717776e-23,0.0,5.635730204846609e-15,0.0,0.0,7.608445098713068e-20,0.0,0.11764657438468934,1.743645012167596e-25,0.0,1.0973343182143435e-19,0.0,4.851369416416068e-07,5.989116868054966e-09,4.78364821795804e-10,8.483436836406472e-11,3.4739649398476123e-10,4.204590594569457e-11,4.0866039534969705e-12,9.792663983410478e-15,7.005582846670053e-21,1.519428891796718e-20,7.913795956495587e-27,2.908817484743991e-17,3.13971092028273e-31,4.6176843844894057e-29,3.2199682766179613e-24,1.682081193723605e-29,3.368810336960948e-23,3.846504105096347e-29,8.71044467417251e-33,5.5487154289458344e-39,1.6774796436810753e-41,3.038683235929507e-20
1.9025050509467503e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594542846949,0.0,0.17647058700543186,1.3031771946747778e-43,3.1103562799682486e-25,2.0567906464706996e-21,1.9283409726651428e-23,0.0,5.918856218044446e-15,0.0,0.0,7.932218773744554e-20,0.0,0.11764656422093855,1.876696461892178e-25,0.0,1.1682898952748208e-19,0.0,4.95290620046662e-07,5.9891166547817995e-09,4.884370963710946e-10,8.48889894740531e-11,3.5644260485585017e-10,4.284880608738851e-11,4.255052054157675e-12,1.0163316888275842e-14,7.524912635078253e-21,1.6052865800783643e-20,8.599977683484579e-27,3.0325832888718455e-17,3.486211757660287e-31,4.8625004912578766e-29,3.390681048975524e-24,1.8551729366993103e-29,3.5591705999320826e-23,4.1391295915963165e-29,9.393171116872972e-33,6.106705182872981e-39,1.8462275909165244e-41,3.1182127379315646e-20
1.9417375991623867e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594441226106,0.0,0.17647058700543156,1.4023934957011202e-43,3.376018277982501e-25,2.186674547695515e-21,2.075151762504179e-23,0.0,6.209262490842132e-15,0.0,0.0,8.262738582748122e-20,0.0,0.1176465540597028,2.0165585089218613e-25,0.0,1.2422324594296256e-19,0.0,5.054417834388903e-07,5.989116441561585e-09,4.985093691890605e-10,8.49380869280395e-11,3.6549423060534067e-10,4.364852611555882e-11,4.426680034337497e-12,1.054125003870046e-14,8.06997903870562e-21,1.6943651397537578e-20,9.329769711480754e-27,3.158912748584258e-17,3.862600473776326e-31,5.114003931753509e-29,3.566056933762727e-24,2.0415883987377118e-29,3.7566720833067176e-23,4.448120891617713e-29,1.0114563910427728e-32,6.707958225778018e-39,2.0280660279520954e-41,3.197790791369769e-20
1.980970147378023e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594339630488,0.0,0.17647058700543128,1.506679310119273e-43,3.6583168010702628e-25,2.3219144689010718e-21,2.2294638998059804e-23,0.0,6.506953242360377e-15,0.0,0.0,8.600004520371463e-20,0.0,0.11764654390098143,2.163410299391069e-25,0.0,1.3192232402907862e-19,0.0,5.15590432441247e-07,5.989116228394416e-09,5.085816402487936e-10,8.498221924965753e-11,3.7455081270586537e-10,4.444507862398836e-11,4.601475298859667e-12,1.0926467653830793e-14,8.641432427102057e-21,1.7867272372583412e-20,1.0104974238315095e-26,3.2878052480067306e-17,4.270765798295824e-31,5.372199891947596e-29,3.7460995455386655e-24,2.2420154834265952e-29,3.9614537310624004e-23,4.774085231821929e-29,1.0876045913458232e-32,7.354899317195273e-39,2.2237292654961235e-41,3.277412486074554e-20
2.0202026955936595e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555942380600846,0.0,0.176470587005431,1.616167813804962e-43,3.957930613848644e-25,2.4626186251129766e-21,2.3914744426803618e-23,0.0,6.8119322654702935e-15,0.0,0.0,8.944016581261677e-20,0.0,0.11764653374477384,2.3174310973864643e-25,0.0,1.3993234527398926e-19,0.0,5.257365676765336e-07,5.989116015280206e-09,5.186539095493868e-10,8.502188848727162e-11,3.836118491057442e-10,4.523847615658974e-11,4.779425302426429e-12,1.1318973526563546e-14,9.239923364461337e-21,1.882435573461117e-20,1.0927429345598676e-26,3.4192601714124693e-17,4.712674099232637e-31,5.637093033953727e-29,3.930812133568433e-24,2.4571603108091995e-29,4.1736545635940946e-23,5.117641472744755e-29,1.1679067427187811e-32,8.050041533114944e-39,2.4339784047332335e-41,3.3570734083700654e-20
2.059435243809296e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594136514884,0.0,0.17647058700543072,1.7309922705921593e-43,4.2755519746870935e-25,2.6088952312517603e-21,2.5613805793025993e-23,0.0,7.124202969892358e-15,0.0,0.0,9.294774760065253e-20,0.0,0.11764652359107938,2.478800272994288e-25,0.0,1.4825942969316293e-19,0.0,5.358801897673966e-07,5.989115802218839e-09,5.287261770899327e-10,8.505754592490398e-11,3.9267688851801446e-10,4.602873120760281e-11,4.9605175494215355e-12,1.1718771066644642e-14,9.866102573094715e-21,1.9815528801851298e-20,1.1799008963275833e-26,3.553276903222356e-17,5.190370928958543e-31,5.908687548997525e-29,4.120197618759689e-24,2.6877472253782315e-29,4.393413669999752e-23,5.479420112143965e-29,1.2525106259958181e-32,8.795987947742217e-39,2.6596018497057695e-41,3.43676959086739e-20
2.0986677920249323e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855594034994876,0.0,0.1764705870054304,1.851286023387942e-43,4.611886632453646e-25,2.7608525021328715e-21,2.739379614766033e-23,0.0,7.443768420934623e-15,0.0,0.0,9.652279051428081e-20,0.0,0.11764651343989747,2.647697291556956e-25,0.0,1.5690969582973057e-19,0.0,5.460212993363291e-07,5.989115589210287e-09,5.387984428695259e-10,8.508959721532901e-11,4.017455252872977e-10,4.6815856221791264e-11,5.144739593713501e-12,1.2125863339407418e-14,1.0520620900604187e-20,2.0841419170799772e-20,1.2721622834212314e-26,3.689854828004916e-17,5.705982569322578e-31,6.186987205027368e-29,4.3142586268620486e-24,2.9345188027710253e-29,4.620870201146365e-23,5.860063287725465e-29,1.3415667784864244e-32,9.595433318731997e-39,2.9014158208333184e-41,3.516497467337727e-20
2.1379003402405687e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593933500051,0.0,0.17647058700543009,1.977182486186131e-43,4.9676538232619545e-25,2.9185986524666738e-21,2.92566895926461e-23,0.0,7.770631374312027e-15,0.0,0.0,1.0016529449995443e-19,0.0,0.11764650329122744,2.8243017040164113e-25,0.0,1.6588926075483907e-19,0.0,5.561598970056692e-07,5.989115376254581e-09,5.488707068872621e-10,8.511840699387852e-11,4.1081739477596135e-10,4.759986359463868e-11,5.332079038459653e-12,1.254025310059195e-14,1.1204129290380559e-20,2.1902654688106706e-20,1.369721647881839e-26,3.828993330476281e-17,6.261717575881082e-31,6.471995389507803e-29,4.512997518307853e-24,3.198235855297576e-29,4.8561633634374277e-23,6.260224779311083e-29,1.435228499102311e-32,1.0451165775488936e-38,3.1602648694466384e-41,3.5962538321508115e-20
2.177132888456205e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555938320303986,0.0,0.17647058700542978,2.10881513688832e-43,5.343586267219102e-25,3.0822418968584384e-21,3.120446117470139e-23,0.0,8.104794307445247e-15,0.0,0.0,1.0387525950412028e-19,0.0,0.11764649314506873,3.008793138233707e-25,0.0,1.7520424006800394e-19,0.0,5.662959833976016e-07,5.989115163351725e-09,5.589429691422394e-10,8.514430302576287e-11,4.1989216921676525e-10,4.83807656725435e-11,5.522523535910952e-12,1.2961942827643877e-14,1.1917278755088286e-20,2.2999863425306785e-20,1.4727771159706852e-26,3.9706917955001463e-17,6.859868321238824e-31,6.763715147886501e-29,4.7164164150358006e-24,3.479677436420223e-29,5.099432413210467e-23,6.680570010504773e-29,1.5336518528954905e-32,1.1366068510153868e-38,3.437022393221796e-41,3.676035803814366e-20
2.2163654366718415e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555937305859097,0.0,0.17647058700542947,2.2463175108504613e-43,5.740430165174206e-25,3.2518904498083412e-21,3.323908678983124e-23,0.0,8.446259447595993e-15,0.0,0.0,1.0765268547321918e-19,0.0,0.11764648300142062,3.2013512911858736e-25,0.0,1.848607478974625e-19,0.0,5.76429559134156e-07,5.989114950501673e-09,5.690152296335577e-10,8.51675799341945e-11,4.2896955398471174e-10,4.915857475301352e-11,5.716060787217583e-12,1.3390934747849733e-14,1.2660720352834242e-20,2.413367365610352e-20,1.5815303846385878e-26,4.1149496080877404e-17,7.502812537501637e-31,7.062149218173766e-29,4.924517224603353e-24,3.779640844291403e-29,5.350816651700805e-23,7.121776049908193e-29,1.6369956750520762e-32,1.2343121470926936e-38,3.732591152409024e-41,3.7558407921988644e-20
2.255597984887478e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.2855593629166575,0.0,0.1764705870054291,2.3898231950817783e-43,6.158945195467805e-25,3.4276525257114594e-21,3.5362543097488566e-23,0.0,8.795028797157979e-15,0.0,0.0,1.1149757235368598e-19,0.0,0.11764647286028257,3.4021559219515364e-25,0.0,1.9486489690052678e-19,0.0,5.865606248372088e-07,5.989114737704389e-09,5.790874883603203e-10,8.518850255161711e-11,4.3804928424579075e-10,4.99333030848594e-11,5.912678542235321e-12,1.3827230863627886e-14,1.3435105165749636e-20,2.5304713835949578e-20,1.6961867179986752e-26,4.2617661533977925e-17,8.193014857840914e-31,7.367300062025306e-29,5.1373016618615466e-24,4.0989416244446235e-29,5.61045542051437e-23,7.584531611931164e-29,1.7454215743848074e-32,1.3385403057404291e-38,4.0479037867589347e-41,3.835666469075708e-20
2.2948305331031143e-12,0.09846895040710585,0.70588235,0.0,0.0,0.0,0.28555935277723876,0.0,0.17647058700542878,2.539465823030238e-43,6.599904510682022e-25,3.609636338857766e-21,3.7576807443414504e-23,0.0,9.151104156390358e-15,0.0,0.0,1.1540992009194964e-19,0.0,0.11764646272165392,3.611386845405758e-25,0.0,2.0522279826393606e-19,0.0,5.966891811284822e-07,5.989114524959853e-09,5.891597453216327e-10,8.5207308932038e-11,4.471311219446253e-10,5.070496286838756e-11,6.11236459933266e-12,1.4270832975261982e-14,1.4241084280741763e-20,2.6513612583691673e-20,1.81695494380264e-26,4.411140816736494e-17,8.933028357170372e-31,7.679169892681962e-29,5.354771268437945e-24,4.4384135717241515e-29,5.878488097558281e-23,8.069537057237938e-29,1.8590939363662553e-32,1.4496091817631242e-38,4.38392333305644e-41,3.9155107416347564e-20
