Time (s),Volume (m^3),Ar,Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),HeX(44),C2H4X(59),C2H3X(53)
1.4612772907634419e-08,0.0009467769729032257,0.0,0.0,0.0,7.8062238359652639e-05,0.4973327596837025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964933323826,0.0026672403162979435,3.5066676176744606e-07,0.0
1.465613400482618e-08,0.0009467769729032257,0.0,0.0,0.0,7.8055465375260352e-05,0.49733275287992085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964936403557,0.0026672471200796608,3.5063596444252002e-07,0.0
1.4699495102017942e-08,0.0009467769729032257,0.0,0.0,0.0,7.804887609023658e-05,0.49733274626067375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964939399755,0.0026672537393267132,3.5060600241394976e-07,0.0
1.4742856199209704e-08,0.0009467769729032257,0.0,0.0,0.0,7.8042465522215024e-05,0.49733273982095638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964942314695,0.0026672601790441223,3.5057685302650003e-07,0.0
1.4786217296401466e-08,0.0009467769729032257,0.0,0.0,0.0,7.8036228823963422e-05,0.49733273355589935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964945150582,0.0026672664441011614,3.505484942394008e-07,0.0
1.4829578393593227e-08,0.0009467769729032257,0.0,0.0,0.0,7.8030161279718133e-05,0.49733272746076546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964947909536,0.0026672725392350356,3.5052090460968123e-07,0.0
1.4872939490784989e-08,0.0009467769729032257,0.0,0.0,0.0,7.8024258301618684e-05,0.49733272153094599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964950593673,0.0026672784690544697,3.5049406327595632e-07,0.0
1.491630058797675e-08,0.0009467769729032257,0.0,0.0,0.0,7.8018515426238363e-05,0.49733271576195731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964953205006,0.0026672842380431826,3.5046794994265271e-07,0.0
1.4959661685168512e-08,0.0009467769729032257,0.0,0.0,0.0,7.8012928311209571e-05,0.49733271014943714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964955745518,0.0026672898505632888,3.5044254486466195e-07,0.0
1.5003022782360274e-08,0.0009467769729032257,0.0,0.0,0.0,7.8007492731940224e-05,0.49733270468914187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964958217114,0.0026672953108585911,3.5041782883241125e-07,0.0
1.5046383879552035e-08,0.0009467769729032257,0.0,0.0,0.0,7.8002204578419407e-05,0.49733269937694258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964960621673,0.002667300623057786,3.5039378315733792e-07,0.0
1.5089744976743797e-08,0.0009467769729032257,0.0,0.0,0.0,7.7997059852109643e-05,0.49733269420882281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999996496296103,0.0026673057911775952,3.5037038965775842e-07,0.0
1.513310607393556e-08,0.0009467769729032257,0.0,0.0,0.0,7.7992054662923501e-05,0.49733268918087459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964965236932,0.002667310819125795,3.503476306451204e-07,0.0
1.517646717112732e-08,0.0009467769729032257,0.0,0.0,0.0,7.7987185226282185e-05,0.49733268428929617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999964967451105,0.0026673157107041704,3.5032548891062784e-07,0.0
