Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(40),HX(39),CH3X(38),CH2X(175),CHX(176),CX(177),H2X(44)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5599389854574704e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.3572256917634488e-84,6.6790289492331492e-42,0.0,7.5012845662004102e-55,0.0,6.6705189891797418e-25,-1.2136455824271805e-115,6.6705189891777122e-25,2.2147054336698279e-77,2.6846140251624398e-106,0.0,0.0,1.1843166325834017e-67,1.3016993550663526e-92,2.6454317779320117e-18,2.9074969772207847e-20,2.9074969772169846e-20,1.8996795725168897e-32,7.3358009753736635e-40,7.9967865161143619e-56,4.2002216892972815e-58
1.8367829159280918e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,5.2730195834663335e-83,4.0341334853535842e-41,0.0,1.1335941166290834e-53,0.0,1.8677453169709994e-24,2.3429605187511836e-114,1.8677453169697739e-24,6.2458236385372503e-76,1.6331817206779996e-104,0.0,0.0,1.4060207062083645e-66,6.7379707117960194e-91,7.4072089782096315e-18,8.1409915362243511e-20,8.1409915362014025e-20,1.1474064190170895e-31,8.7090626205834072e-39,1.7888490981571511e-54,4.9865031895526901e-57
4.198360950692781e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,1.0418598117213399e-81,1.9422616184616648e-40,0.0,1.2194688213230192e-52,0.0,4.2691321530797352e-24,2.4739188921470449e-112,4.2691321530738365e-24,1.3586030664321162e-74,7.372962964370472e-103,0.0,0.0,1.3804394669554929e-65,2.9420617079506778e-89,1.6930763378764859e-17,1.8607980654256103e-19,1.860798065414562e-19,5.524267555132481e-31,8.5506086950169541e-38,3.5344641187818621e-53,4.8957784011025939e-56
8.921517020222159e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,1.8539338686306088e-80,8.4823667657787315e-40,0.0,1.1209019427253305e-51,0.0,9.0719058253079488e-24,1.9554267030367606e-110,9.0719058252821893e-24,2.5186211163481559e-73,2.7838905278589758e-101,0.0,0.0,1.2209830755620653e-64,1.0952558075000805e-87,3.5977872179875249e-17,3.9541958890418081e-19,3.9541958889935558e-19,2.4125923939583583e-30,7.562915437626468e-37,6.2893891515940204e-52,4.3302605529179713e-55
1.8367829159280917e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,3.1269304462129027e-79,3.5412211491098265e-39,0.0,9.5895521102762724e-51,0.0,1.867745316980735e-23,1.3859371968792192e-108,1.8677453169699804e-23,4.3288661884470344e-72,9.6586094888466283e-100,0.0,0.0,1.0263098447918538e-63,3.7733223212128494e-86,7.4072089782095769e-17,8.1409915363135932e-19,8.1409915361121496e-19,1.0072095125243492e-29,6.3570842400872884e-36,1.0607971036283013e-50,3.6398449126148315e-54
3.7260453437398434e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996517,0.022821567693054285,0.0,5.1359926478057702e-78,1.4467043867109961e-38,0.0,7.9288271283424395e-50,0.0,3.7888547858978032e-23,9.3267219784452983e-107,3.7888547858538697e-23,7.1747782431574601e-71,3.2167202232138002e-98,0.0,0.0,8.4143081784307121e-63,1.2522281046191401e-84,1.5026052498653585e-16,1.6514582831014718e-18,1.651458283019176e-18,4.114776888146718e-29,5.2119186475158039e-35,1.7423614279550821e-49,2.9841647697186352e-53
7.504570199363346e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996502,0.022821567693054285,0.0,8.3256654080679756e-77,5.847810440015162e-38,0.0,6.4475905418371556e-49,0.0,7.6310737238006964e-23,6.1196034318693886e-105,7.6310737236231074e-23,1.1682266428578508e-69,1.0499910565239632e-96,0.0,0.0,6.8141249194333716e-62,4.0802029645238518e-83,3.0263739539541189e-16,3.3261765421047205e-18,3.3261765417720669e-18,1.6632564937743022e-28,4.2207418418355707e-34,2.8244397156252585e-48,2.416654000522337e-52
1.5061619910610352e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996471,0.022821567693054285,0.0,1.3408227477037133e-75,2.3513788589677267e-37,0.0,5.2002153515126117e-48,0.0,1.5315511599881504e-22,3.9654119508745307e-103,1.5315511599167429e-22,1.8855225113368313e-68,3.393389659788196e-95,0.0,0.0,5.4846005520283509e-61,1.3174728123165738e-81,6.0739113621314796e-16,6.6756130603633129e-18,6.6756130590257214e-18,6.6878642077962324e-28,3.3972121703335872e-33,4.5486626453695445e-47,1.9451333842622344e-51
3.0175719333104363e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.1186699660299641,0.022821567693054285,0.0,2.1523174585720286e-74,9.4300809095114284e-37,0.0,4.1770957693948189e-47,0.0,3.0684387353143205e-22,2.5536142903423042e-101,3.0684387350279443e-22,3.0299840569517554e-67,1.0912632604866322e-93,0.0,0.0,4.4010465371690287e-60,4.2348986296901327e-80,1.2168986178485558e-15,1.3374486097888887e-17,1.3374486092524534e-17,2.6821190331145427e-27,2.7260358821824528e-32,7.301577392910641e-46,1.5608470414438866e-50
