Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.895292112840976e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,5.4551286015124484e-75,8.9859171441067476e-42,4.3006625524453079e-90,3.9798339146002121e-62,1.8950802801348649e-139,7.0115228147943994e-25,-7.4803327107750114e-123,7.0115228147944003e-25,1.2350889983939004e-84,1.2170274546112181e-79,8.8849146029738551e-118,5.3686764290572232e-119,6.4985490863941891e-60,7.6303764423257849e-100,2.780669898587693e-18,1.3369707978709934e-19,5.1534078272583038e-23,5.1534078286961879e-23,7.1894258453464613e-33,1.4485561543952162e-38,1.6065622856378888e-42,5.8844015156670751e-38,4.7077027980916093e-73,5.9398320664921838e-58
1.9306817915954733e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.7028413072747999e-73,6.3644324615040567e-41,4.7523475246819968e-88,6.0143250099622643e-61,6.8379934295142386e-137,1.9632263881424322e-24,1.443595561096223e-121,1.9632263881424319e-24,3.4831485887153398e-83,3.8265192296177966e-78,1.7761373444316234e-115,1.0732243495763321e-116,7.7150587946923867e-59,3.9497026002826605e-98,7.785875716045541e-18,3.7435182340387818e-19,1.442954191399389e-22,1.4429541922678722e-22,4.3424047611185333e-32,1.7197228011747608e-37,1.9073167426685239e-41,3.5541691022881822e-37,2.8639227170455296e-71,8.1665644962936386e-57
4.412986952218225e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.7911659348943447e-72,4.0185070274447827e-40,4.2995569770059195e-86,6.4699363923919879e-60,2.4758687492860122e-134,4.4873746014684181e-24,1.5243098937492982e-119,4.4873746014684151e-24,7.576608990757618e-82,8.5367075284931293e-77,3.2155083712542427e-113,1.9429589108723019e-114,7.5746509053044746e-58,1.7245947298240886e-96,1.7796287350961222e-17,8.5566131063743596e-19,3.2981810078147634e-22,3.2981810119961416e-22,2.0906723616696917e-31,1.688427551096597e-36,1.8726275912634639e-40,1.7111698410682493e-36,1.2929086681222188e-69,1.0379322504268059e-55
9.377597273463728e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,7.0947418433967078e-71,2.5934493054001587e-39,3.2539548970394098e-84,5.9469862091608152e-59,7.5072186151002742e-132,9.5356710281203883e-24,1.2048401204296589e-117,9.5356710281203766e-24,1.4045756147935541e-80,1.5988133959583938e-75,4.8723395765172993e-111,2.9440929719293243e-112,6.6996225567762252e-57,6.4202337641439866e-95,3.7817110620792512e-17,1.8182802851045512e-18,7.0086346369185344e-22,7.0086346551797883e-22,9.1304398583137739e-31,1.493383497905138e-35,1.6563404950689933e-39,7.4730440229939998e-36,4.8817549832297122e-68,1.3380968839786992e-54
1.9306817915954735e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.2249793168567732e-69,1.7834271444954873e-38,2.2605812617393481e-82,5.0877718949649138e-58,2.088029940285947e-129,1.9632263881424338e-23,8.5394800838011816e-116,1.9632263881424282e-23,2.4141066054479763e-79,2.761492235043409e-74,6.7738506418448383e-109,4.0930739235968918e-110,5.6313180319084767e-56,2.211867871171024e-93,7.7858757160454815e-17,3.7435182340387825e-18,1.4429541880218172e-21,1.4429541956455943e-21,3.8117157162781298e-30,1.2552593829164807e-34,1.3922920023273187e-38,3.1197783746599004e-35,1.6936922311319457e-66,1.8313872314120552e-53
3.9165259200936747e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,2.0348897907505205e-68,1.3011924077127593e-37,1.5066407385392156e-80,4.2066681698677648e-57,5.5691338189551177e-127,3.9825449588032251e-23,5.7466785932276965e-114,3.9825449588032028e-23,4.0012046372277643e-78,4.5880602250835043e-73,9.0321149279144676e-107,5.4576216750329922e-108,4.6167005829393782e-55,7.3403829921067293e-92,1.5794205023977832e-16,7.5939941319072389e-18,2.9271356307185821e-21,2.9271356618647144e-21,1.557158604897877e-29,1.0291056193285885e-33,1.1415474394450003e-37,1.2744737356748932e-34,5.6406000173994856e-65,2.6602514185392124e-52
7.888214177090077e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,3.3168216889255963e-67,9.8884945296589141e-37,9.8385871239671954e-79,3.4207926594096956e-56,1.4550334261156016e-124,8.0211821001248148e-23,3.7706059846560868e-112,8.0211821001247243e-23,6.5149244449143499e-77,7.4790427097366183e-72,1.1798062242285598e-104,7.128934998142754e-106,3.7384093719959579e-54,2.3917569055169962e-90,3.1810863639842088e-16,1.5294945927644146e-17,5.8954984922594635e-21,5.8954986181612836e-21,6.2938666101579001e-29,8.333448093562116e-33,9.2455567098706662e-37,5.1511615905317375e-34,1.8411190319894378e-63,4.0310202636508419e-51
1.5831590691082882e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,5.3555235090464328e-66,7.6979568245894892e-36,6.3598703549133553e-77,2.7589931520970631e-55,3.7627047895227698e-122,1.6098456382768027e-22,2.44329651714931e-110,1.6098456382767663e-22,1.0515114119494714e-75,1.2076563903201242e-70,1.5254242478374371e-102,9.2173189834836189e-104,3.0084910146641895e-53,7.7228379694603651e-89,6.3844180871568824e-16,3.0696849519117916e-17,1.1832224119930633e-20,1.1832224626209865e-20,2.5304004409474232e-28,6.7066534797363985e-32,7.4432532961958073e-36,2.0708855461186205e-33,5.9497470158288912e-62,6.2650195923699251e-50
3.171834371906849e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996405,0.022821567693054257,0.0,8.605670223129685e-65,6.0713691472866139e-35,4.0902135197520888e-75,2.2161732527876372e-54,9.6801937573543495e-120,3.2253004948054565e-22,1.5734145010751756e-108,3.2253004948053112e-22,1.6897505458829958e-74,1.9405943438587516e-69,1.9621663468738257e-100,1.1856316787542923e-101,2.4133127692192901e-52,2.4824371634101272e-87,1.2791081533501516e-15,6.1500656702065314e-17,2.3705674993630599e-20,2.3705677024305801e-20,1.0145346365385565e-27,5.3803346129638703e-31,5.9753488536449318e-35,8.3021799723861236e-33,1.9130718561279827e-60,9.87307641142836e-49
