Time (s),Volume (m^3),N2,Ne,X(1),H2(2),H(3),NH3(4),H2X(49),HX(5)
8.143273603444938e-09,0.03101298056,0.33333333333333331,0.0,0.066798402051500574,0.65219471552441244,1.786238071038328e-31,0.0,0.0058046607120105309,0.017334580860488939
8.171732485296058e-09,0.03101298056,0.33333333333333331,0.0,0.066754195712760978,0.65217363287022423,1.7975172302134656e-31,0.0,0.0058026196816471729,0.017380828229591885
8.200191367147179e-09,0.03101298056,0.33333333333333331,0.0,0.066710076693940065,0.65215260510712891,1.8088256319917956e-31,0.0,0.0058005561890171311,0.017427010741042841
8.2286502489983e-09,0.03101298056,0.33333333333333331,0.0,0.06666604446025913,0.65213163178418609,1.8201632308384064e-31,0.0,0.0057984706012217235,0.017473128562519168
8.25710913084942e-09,0.03101298056,0.33333333333333331,0.0,0.066622098482991457,0.65211071245599284,1.8315299813404269e-31,0.0,0.0057963632803407616,0.017519181860667827
8.285568012700541e-09,0.03101298056,0.33333333333333331,0.0,0.066578238239383317,0.65208984668260916,1.8429258382063074e-31,0.0,0.0057942345834998453,0.017565170801116862
8.314026894551662e-09,0.03101298056,0.33333333333333331,0.0,0.066534463212576542,0.65206903402948746,1.8543507562651041e-31,0.0,0.0057920848629367909,0.017611095548486718
8.342485776402783e-09,0.03101298056,0.33333333333333331,0.0,0.066490772891531449,0.65204827406739985,1.8658046904657737e-31,0.0,0.005789914466067126,0.017656956266401447
8.370944658253903e-09,0.03101298056,0.33333333333333331,0.0,0.066447166770951485,0.65202756637236903,1.8772875958764729e-31,0.0,0.0057877237355487537,0.017702753117499779
8.399403540105024e-09,0.03101298056,0.33333333333333331,0.0,0.06640364435120838,0.65200691052559878,1.8887994276838691e-31,0.0,0.0057855130093457177,0.017748486263445939
8.427862421956145e-09,0.03101298056,0.33333333333333331,0.0,0.066360205138268472,0.65198630611340636,1.9003401411924552e-31,0.0,0.0057832826207911267,0.017794155864940438
8.456321303807265e-09,0.03101298056,0.33333333333333331,0.0,0.066316848643620141,0.65196575272715307,1.9119096918238731e-31,0.0,0.0057810328986492472,0.017839762081730642
8.484780185658386e-09,0.03101298056,0.33333333333333331,0.0,0.066273574384202061,0.65194524996318037,1.923508035116244e-31,0.0,0.0057787641671767417,0.017885305072621229
8.513239067509507e-09,0.03101298056,0.33333333333333331,0.0,0.066230381882332434,0.65192479742274223,1.9351351267235054e-31,0.0,0.0057764767461831136,0.017930784995484492
8.541697949360628e-09,0.03101298056,0.33333333333333331,0.0,0.066187270665639189,0.65190439471194195,1.9467909224147571e-31,0.0,0.0057741709510903344,0.017976202007270504
8.570156831211748e-09,0.03101298056,0.33333333333333331,0.0,0.066144240266991228,0.65188404144166745,1.9584753780736095e-31,0.0,0.0057718470929916535,0.018021556264017149
8.598615713062869e-09,0.03101298056,0.33333333333333331,0.0,0.06610129022443037,0.65186373722752811,1.9701884496975452e-31,0.0,0.0057695054787096538,0.018066847920860035
8.62707459491399e-09,0.03101298056,0.33333333333333331,0.0,0.066058420081104352,0.651843481689793,1.9819300933972806e-31,0.0,0.0057671464108535178,0.018112077132042183
8.65553347676511e-09,0.03101298056,0.33333333333333331,0.0,0.066015629385200766,0.6518232744533301,1.9937002653961386e-31,0.0,0.0057647701878755118,0.018157244050923775
8.683992358616231e-09,0.03101298056,0.33333333333333331,0.0,0.065972917689881769,0.65180311514754508,2.0054989220294265e-31,0.0,0.0057623771041267454,0.018202348829991548
8.712451240467352e-09,0.03101298056,0.33333333333333331,0.0,0.065930284553219726,0.65178300340632123,2.0173260197438197e-31,0.0,0.0057599674499121513,0.018247391620868188
8.769369004169593e-09,0.03101298056,0.33333333333333331,0.0,0.065845252212328842,0.65174292117513333,2.0410653647558305e-31,0.0,0.0057550995713974229,0.01833729184027379
8.820594991501611e-09,0.03101298056,0.33333333333333331,0.0,0.06576898744102265,0.65170700625460898,2.0625276090958557e-31,0.0,0.0057506646411397576,0.018417991541837646
8.871820978833628e-09,0.03101298056,0.33333333333333331,0.0,0.065692970544706075,0.65167123994795928,2.0840813302237348e-31,0.0,0.005746180358122503,0.018498492721171454
8.923046966165646e-09,0.03101298056,0.33333333333333331,0.0,0.065617199115427779,0.65163562027433863,2.1057262780844865e-31,0.0,0.0057416482760857578,0.018578796232486521
8.974272953497664e-09,0.03101298056,0.33333333333333331,0.0,0.065541670791937234,0.65160014529541921,2.127462203745237e-31,0.0,0.0057370699104338646,0.018658902921628945
9.025498940829681e-09,0.03101298056,0.33333333333333331,0.0,0.065466383258606889,0.65156481311439263,2.1492888593846012e-31,0.0,0.0057324467391566053,0.018738813626236549
9.076724928161699e-09,0.03101298056,0.33333333333333331,0.0,0.065391334244380026,0.65152962187499341,2.1712059982822546e-31,0.0,0.005727780203728011,0.018818529175892003
9.127950915493717e-09,0.03101298056,0.33333333333333331,0.0,0.065316521521743873,0.65149456976054765,2.1932133748086948e-31,0.0,0.0057230717099838275,0.018898050392272322
9.179176902825734e-09,0.03101298056,0.33333333333333331,0.0,0.065241942905727657,0.65145965499304248,2.2153107444151787e-31,0.0,0.0057183226289776101,0.018977378089294766
9.230402890157752e-09,0.03101298056,0.33333333333333331,0.0,0.065167596252924467,0.65142487583222142,2.2374978636238417e-31,0.0,0.0057135342978163056,0.01905651307325926
9.28162887748977e-09,0.03101298056,0.33333333333333331,0.0,0.06509347946053673,0.6513902305746978,2.2597744900179946e-31,0.0,0.0057087080204758509,0.019135456142987433
9.332854864821787e-09,0.03101298056,0.33333333333333331,0.0,0.065019590465444269,0.65135571755309096,2.2821403822325759e-31,0.0,0.0057038450685973499,0.019214208089958412
9.384080852153805e-09,0.03101298056,0.33333333333333331,0.0,0.064945927243294441,0.65132133513518264,2.3045952999447809e-31,0.0,0.0056989466822641825,0.019292769698441421
9.435306839485822e-09,0.03101298056,0.33333333333333331,0.0,0.064872487807614343,0.65128708172309435,2.3271390038648448e-31,0.0,0.0056940140707604815,0.019371141745625219
9.48653282681784e-09,0.03101298056,0.33333333333333331,0.0,0.064799270208944076,0.65125295575248376,2.3497712557269922e-31,0.0,0.0056890484133114436,0.019449325001744511
9.537758814149857e-09,0.03101298056,0.33333333333333331,0.0,0.064726272533990742,0.65121895569176003,2.3724918182805238e-31,0.0,0.0056840508598059074,0.019527320230203416
9.588984801481875e-09,0.03101298056,0.33333333333333331,0.0,0.064653492904802393,0.65118508004131803,2.3953004552810749e-31,0.0,0.0056790225315016714,0.019605128187695994
9.640210788813893e-09,0.03101298056,0.33333333333333331,0.0,0.064580929477962137,0.65115132733279146,2.4181969314819988e-31,0.0,0.0056739645217139135,0.019682749624324029
9.69143677614591e-09,0.03101298056,0.33333333333333331,0.0,0.064508580443800909,0.65111769612832437,2.4411810126259152e-31,0.0,0.0056688778964871477,0.019760185283712015
9.742662763477928e-09,0.03101298056,0.33333333333333331,0.0,0.064436444025629466,0.65108418501985676,2.4642524654363798e-31,0.0,0.0056637636952510959,0.019837435903119507
9.793888750809945e-09,0.03101298056,0.33333333333333331,0.0,0.064364518478988372,0.65105079262843124,2.4874110576096995e-31,0.0,0.0056586229314608515,0.019914502213550834
9.845114738141963e-09,0.03101298056,0.33333333333333331,0.0,0.064292802090916062,0.65101751760351467,2.5106565578068844e-31,0.0,0.0056534565932217298,0.019991384939862269
9.89634072547398e-09,0.03101298056,0.33333333333333331,0.0,0.064221293179234126,0.65098435862233506,2.5339887356457243e-31,0.0,0.0056482656438991748,0.020068084800866769
9.947566712805998e-09,0.03101298056,0.33333333333333331,0.0,0.064149990091849754,0.65095131438923537,2.5574073616929966e-31,0.0,0.0056430510227140395,0.020144602509436258
9.998792700138016e-09,0.03101298056,0.33333333333333331,0.0,0.064078891206074809,0.65091838363504306,2.5809122074567989e-31,0.0,0.0056378136453236706,0.020220938772601567
9.999999999999999e-09,0.03101298056,0.33333333333333331,0.0,0.064077217989506385,0.65091760887789651,2.5814672104300412e-31,0.0,0.0056376899430482909,0.020222735691445375
1.0050018687470034e-08,0.03101298056,0.33333333333333331,0.0,0.064007994927960901,0.65088556511645346,2.6045030453790005e-31,0.0,0.0056325544043890419,0.020297094291650108
1.0101244674802051e-08,0.03101298056,0.33333333333333331,0.0,0.063937299691650462,0.65085285761542866,2.6281796488278193e-31,0.0,0.005627274170128334,0.020373069762221259
1.0152470662134069e-08,0.03101298056,0.33333333333333331,0.0,0.063866803958743168,0.65082025993861037,2.6519417920905104e-31,0.0,0.0056219737908572718,0.020448865874399629
1.0203696649466086e-08,0.03101298056,0.33333333333333331,0.0,0.063796506217677351,0.65078777091674789,2.6757892503661714e-31,0.0,0.005616654093516517,0.020524483312806163
1.0254922636798104e-08,0.03101298056,0.33333333333333331,0.0,0.063726404983126386,0.65075538940413757,2.6997217997586577e-31,0.0,0.0056113158841864606,0.020599922756687195
1.0306148624130122e-08,0.03101298056,0.33333333333333331,0.0,0.063656498795408911,0.65072311427807727,2.7237392172696092e-31,0.0,0.0056059599485896727,0.020675184880001463
1.035737461146214e-08,0.03101298056,0.33333333333333331,0.0,0.063586786219913538,0.65069094443833375,2.747841280791582e-31,0.0,0.0056005870525813488,0.020750270351505149
1.0408600598794157e-08,0.03101298056,0.33333333333333331,0.0,0.063517265846536955,0.65065887880662199,2.7720277691012814e-31,0.0,0.0055951979426280126,0.020825179834835068
1.0459826586126174e-08,0.03101298056,0.33333333333333331,0.0,0.063447936289135393,0.65062691632609793,2.7962984618529076e-31,0.0,0.0055897933462747615,0.020899913988589883
1.0511052573458192e-08,0.03101298056,0.33333333333333331,0.0,0.063378796184989122,0.65059505596086153,2.8206531395715896e-31,0.0,0.0055843739726013277,0.020974473466409578
1.056227856079021e-08,0.03101298056,0.33333333333333331,0.0,0.063309844194279707,0.65056329669547386,2.8450915836469212e-31,0.0,0.0055789405126672404,0.021048858917053111
1.0613504548122227e-08,0.03101298056,0.33333333333333331,0.0,0.063241078999579384,0.65053163753448429,2.8696135763265933e-31,0.0,0.0055734936399463178,0.021123070984474347
1.0664730535454245e-08,0.03101298056,0.33333333333333331,0.0,0.063172499305352986,0.6505000775019687,2.8942189007101229e-31,0.0,0.0055680340107507834,0.021197110307896297
1.0715956522786262e-08,0.03101298056,0.33333333333333331,0.0,0.063104103837471143,0.65046861564108061,2.9189073407426623e-31,0.0,0.0055625622646451999,0.02127097752188371
1.076718251011828e-08,0.03101298056,0.33333333333333331,0.0,0.063035891342735476,0.65043725101361005,2.9436786812089138e-31,0.0,0.0055570790248505395,0.021344673256414051
1.0818408497450298e-08,0.03101298056,0.33333333333333331,0.0,0.062967860588414581,0.65040598269955552,2.9685327077271199e-31,0.0,0.0055515848986385499,0.021418198136946918
1.0869634484782315e-08,0.03101298056,0.33333333333333331,0.0,0.062900010361791409,0.65037480979670492,2.9934692067431393e-31,0.0,0.0055460804777167014,0.021491552784491923
1.0920860472114333e-08,0.03101298056,0.33333333333333331,0.0,0.062832339469721041,0.65034373142022606,3.0184879655246185e-31,0.0,0.0055405663386039177,0.021564737815675097
1.097208645944635e-08,0.03101298056,0.33333333333333331,0.0,0.062764846738198959,0.65031274670226846,3.0435887721552322e-31,0.0,0.0055350430429973174,0.021637753842803805
1.1023312446778368e-08,0.03101298056,0.33333333333333331,0.0,0.062697531011939631,0.6502818547915723,3.068771415529009e-31,0.0,0.0055295111381301635,0.021710601473930276
1.1074538434110386e-08,0.03101298056,0.33333333333333331,0.0,0.062630391153965001,0.65025105485308954,3.0940356853447389e-31,0.0,0.0055239711571212812,0.021783281312913766
1.1125764421442403e-08,0.03101298056,0.33333333333333331,0.0,0.06256342604520268,0.65022034606761081,3.1193813721004536e-31,0.0,0.005518423619316073,0.021855793959481305
1.1176990408774421e-08,0.03101298056,0.33333333333333331,0.0,0.062496634584093456,0.65018972763140448,3.1448082670879844e-31,0.0,0.0055128690306194056,0.021928140009287202
1.1228216396106439e-08,0.03101298056,0.33333333333333331,0.0,0.062430015686208359,0.65015919875586159,3.1703161623875919e-31,0.0,0.0055073078838205128,0.022000320053971182
1.1279442383438456e-08,0.03101298056,0.33333333333333331,0.0,0.06236356828387455,0.65012875866714981,3.1959048508626727e-31,0.0,0.0055017406589101146,0.022072334681215403
1.1330668370770474e-08,0.03101298056,0.33333333333333331,0.0,0.062297291325809995,0.6500984066058777,3.2215741261545283e-31,0.0,0.0054961678233899792,0.022144184474800079
1.1381894358102491e-08,0.03101298056,0.33333333333333331,0.0,0.062231183776766938,0.65006814182676353,3.2473237826772146e-31,0.0,0.0054905898325750425,0.022215870014658079
1.1433120345434509e-08,0.03101298056,0.33333333333333331,0.0,0.062165244617183542,0.65003796359831512,3.2731536156124486e-31,0.0,0.0054850071298883059,0.022287391876928214
1.1484346332766527e-08,0.03101298056,0.33333333333333331,0.0,0.062099472842843825,0.65000787120251524,3.2990634209045886e-31,0.0,0.005479420147148693,0.022358750634007548
1.1535572320098544e-08,0.03101298056,0.33333333333333331,0.0,0.062033867464545644,0.6499778639345144,3.3250529952556785e-31,0.0,0.0054738293048519938,0.022429946854602423
1.1586798307430562e-08,0.03101298056,0.33333333333333331,0.0,0.061968427507776383,0.64994794110233323,3.3511221361205504e-31,0.0,0.0054682350124450911,0.022500981103778586
1.163802429476258e-08,0.03101298056,0.33333333333333331,0.0,0.061903152012396309,0.64991810202656908,3.3772706417019984e-31,0.0,0.0054626376685936338,0.022571853943010117
1.1689250282094597e-08,0.03101298056,0.33333333333333331,0.0,0.061838040032329358,0.6498883460401107,3.4034983109460091e-31,0.0,0.0054570376614432852,0.022642565930227419
1.1740476269426615e-08,0.03101298056,0.33333333333333331,0.0,0.061773090635261173,0.649858672487861,3.4298049435370498e-31,0.0,0.0054514353688747373,0.022713117619864154
1.1791702256758632e-08,0.03101298056,0.33333333333333331,0.0,0.061708302902344206,0.6498290807264635,3.4561903398934198e-31,0.0,0.0054458311587525952,0.022783509562903259
1.184292824409065e-08,0.03101298056,0.33333333333333331,0.0,0.061643675927909793,0.64979957012403855,3.482654301162661e-31,0.0,0.0054402253891683338,0.022853742306921936
1.1894154231422667e-08,0.03101298056,0.33333333333333331,0.0,0.061579208819186902,0.64977014005992251,3.5091966292170118e-31,0.0,0.0054346184086774109,0.022923816396135752
1.1945380218754685e-08,0.03101298056,0.33333333333333331,0.0,0.061514900696027497,0.6497407899244162,3.5358171266489404e-31,0.0,0.0054290105565307197,0.022993732371441842
1.1996606206086703e-08,0.03101298056,0.33333333333333331,0.0,0.061450750690638344,0.64971151911853675,3.5625155967667064e-31,0.0,0.0054234021629004968,0.023063490770461218
1.204783219341872e-08,0.03101298056,0.33333333333333331,0.0,0.061386757947319091,0.64968232705377704,3.589291843589994e-31,0.0,0.005417793549100814,0.023133092127580159
1.2099058180750738e-08,0.03101298056,0.33333333333333331,0.0,0.061322921622206442,0.64965321315186941,3.6161456718455907e-31,0.0,0.005412185027802799,0.023202536973990832
1.2150284168082756e-08,0.03101298056,0.33333333333333331,0.0,0.061259240883024278,0.64962417684455764,3.6430768869631141e-31,0.0,0.0054065769032447045,0.023271825837731075
1.2201510155414773e-08,0.03101298056,0.33333333333333331,0.0,0.061195714908839814,0.64959521757336947,3.6700852950707978e-31,0.0,0.0054009694714369332,0.023340959243723324
1.225273614274679e-08,0.03101298056,0.33333333333333331,0.0,0.061132342889825102,0.64956633478939929,3.6971707029913134e-31,0.0,0.0053953630203621714,0.023409937713812803
1.2303962130078808e-08,0.03101298056,0.33333333333333331,0.0,0.06106912402702442,0.64953752795309483,3.7243329182376599e-31,0.0,0.0053897578301707171,0.023478761766804926
1.2355188117410826e-08,0.03101298056,0.33333333333333331,0.0,0.061006057532126928,0.64950879653404592,3.7515717490090756e-31,0.0,0.0053841541733711295,0.023547431918502004
1.2406414104742844e-08,0.03101298056,0.33333333333333331,0.0,0.060943142627244623,0.64948014001078214,3.7788870041870213e-31,0.0,0.005378552315016329,0.023615948681739114
1.2457640092074861e-08,0.03101298056,0.33333333333333331,0.0,0.060880378544695482,0.64945155787057307,3.8062784933311908e-31,0.0,0.0053729525128852077,0.023684312566419376
1.2508866079406879e-08,0.03101298056,0.33333333333333331,0.0,0.06081776452679169,0.6494230496092338,3.8337460266755771e-31,0.0,0.0053673550176599341,0.023752524079548431
1.2560092066738896e-08,0.03101298056,0.33333333333333331,0.0,0.060755299825632769,0.64939461473093485,3.8612894151245746e-31,0.0,0.0053617600730989602,0.02382058372526832
1.2611318054070914e-08,0.03101298056,0.33333333333333331,0.0,0.060692983702903436,0.64936625274801674,3.8889084702491319e-31,0.0,0.0053561679162059317,0.023888492004890682
1.2662544041402932e-08,0.03101298056,0.33333333333333331,0.0,0.060630815429676306,0.64933796318080883,3.9166030042829409e-31,0.0,0.0053505787773945185,0.023956249416929233
1.271377002873495e-08,0.03101298056,0.33333333333333331,0.0,0.060568794286219044,0.6493097455574528,3.9443728301186708e-31,0.0,0.0053449928806493024,0.024023856457131714
1.2764996016066967e-08,0.03101298056,0.33333333333333331,0.0,0.060506919561806032,0.64928159941372965,3.9722177613042419e-31,0.0,0.005339410443682832,0.024091313618511183
1.2816222003398984e-08,0.03101298056,0.33333333333333331,0.0,0.060445190554534491,0.64925352429289085,4.0001376120391352e-31,0.0,0.0053338316780888791,0.024158621391376686
1.2867447990731002e-08,0.03101298056,0.33333333333333331,0.0,0.060383606571144638,0.64922551974549425,4.0281321971707515e-31,0.0,0.0053282567894920481,0.024225780263363361
1.291867397806302e-08,0.03101298056,0.33333333333333331,0.0,0.060322166926844306,0.64919758532924332,4.0562013321907991e-31,0.0,0.0053226859776937981,0.024292790719461946
1.2969899965395037e-08,0.03101298056,0.33333333333333331,0.0,0.060260870945137324,0.64916972060882916,4.084344833231722e-31,0.0,0.0053171194368149457,0.024359653242047787
1.3021125952727055e-08,0.03101298056,0.33333333333333331,0.0,0.060199717957656086,0.64914192515577862,4.112562517063168e-31,0.0,0.0053115573554347812,0.024426368310909188
1.3072351940059072e-08,0.03101298056,0.33333333333333331,0.0,0.060138707303997875,0.64911419854830343,4.1408542010884948e-31,0.0,0.0053059999167268182,0.024492936403275357
1.312357792739109e-08,0.03101298056,0.33333333333333331,0.0,0.060077838331565013,0.64908654037115499,4.169219703341296e-31,0.0,0.0053004472985913242,0.024559357993843723
1.3174803914723108e-08,0.03101298056,0.33333333333333331,0.0,0.060017110395408614,0.64905895021547999,4.1976588424819923e-31,0.0,0.0052948996737846414,0.024625633554806809
1.3226029902055125e-08,0.03101298056,0.33333333333333331,0.0,0.059956522858076074,0.64903142767868316,4.2261714377944296e-31,0.0,0.0052893572100454244,0.024691763555878557
1.3277255889387143e-08,0.03101298056,0.33333333333333331,0.0,0.05989607508946198,0.64900397236429008,4.2547573091825191e-31,0.0,0.0052838200702178522,0.024757748464320235
1.332848187671916e-08,0.03101298056,0.33333333333333331,0.0,0.059835766466662395,0.64897658388181334,4.2834162771669225e-31,0.0,0.0052782884123718735,0.024823588744965788
1.3379707864051178e-08,0.03101298056,0.33333333333333331,0.0,0.059775596373832694,0.64894926184662394,4.3121481628817499e-31,0.0,0.0052727623899205822,0.024889284860246781
1.3430933851383196e-08,0.03101298056,0.33333333333333331,0.0,0.059715564202048432,0.64892200587982485,4.340952788071312e-31,0.0,0.005267242151734762,0.024954837270216867
1.3482159838715213e-08,0.03101298056,0.33333333333333331,0.0,0.059655669349169528,0.64889481560812556,4.3698299750868806e-31,0.0,0.005261727842254699,0.025020246432575822
1.3533385826047231e-08,0.03101298056,0.33333333333333331,0.0,0.059595911219707615,0.64886769066372219,4.3987795468835022e-31,0.0,0.0052562196015993072,0.025085512802693135
1.3584611813379249e-08,0.03101298056,0.33333333333333331,0.0,0.05953628922469624,0.64884063068417974,4.4278013270168235e-31,0.0,0.0052507175656726244,0.025150636833631199
1.3635837800711266e-08,0.03101298056,0.33333333333333331,0.0,0.059476802781564253,0.64881363531231628,4.4568951396399707e-31,0.0,0.0052452218662677706,0.025215618976168034
1.3687063788043284e-08,0.03101298056,0.33333333333333331,0.0,0.059417451314011958,0.64878670419608975,4.4860608095004208e-31,0.0,0.0052397326311684018,0.0252804596788197
1.3738289775375301e-08,0.03101298056,0.33333333333333331,0.0,0.05935823425189013,0.64875983698848927,4.5152981619369449e-31,0.0,0.0052342499842477266,0.0253451593878622
1.3789515762707319e-08,0.03101298056,0.33333333333333331,0.0,0.059299151031081784,0.64873303334742627,4.5446070228765527e-31,0.0,0.0052287740455651509,0.025409718547353119
1.3840741750039337e-08,0.03101298056,0.33333333333333331,0.0,0.059240201093386666,0.64870629293563109,4.5739872188314667e-31,0.0,0.0052233049314606081,0.02547413759915278
1.3891967737371354e-08,0.03101298056,0.33333333333333331,0.0,0.059181383886408347,0.64867961542054897,4.6034385768961412e-31,0.0,0.0052178427546466094,0.025538416982945098
1.3943193724703372e-08,0.03101298056,0.33333333333333331,0.0,0.059122698863443901,0.64865300047424124,4.6329609247442825e-31,0.0,0.0052123876242980982,0.025602557136258041
1.399441971203539e-08,0.03101298056,0.33333333333333331,0.0,0.059064145483376129,0.64862644777328615,4.6625540906259328e-31,0.0,0.0052069396461401395,0.02566655849448379
1.4045645699367407e-08,0.03101298056,0.33333333333333331,0.0,0.059005723210568087,0.64859995699868567,4.6922179033645294e-31,0.0,0.0052014989225335059,0.025730421490898464
1.4096871686699425e-08,0.03101298056,0.33333333333333331,0.0,0.058947431514760236,0.64857352783576916,4.7219521923540444e-31,0.0,0.005196065552558209,0.025794146556681604
1.4148097674031442e-08,0.03101298056,0.33333333333333331,0.0,0.058889269870969749,0.64854715997410561,4.751756787556106e-31,0.0,0.0051906396320950147,0.025857734120935272
1.419932366136346e-08,0.03101298056,0.33333333333333331,0.0,0.058831237759392162,0.6485208531074117,4.7816315194971787e-31,0.0,0.0051852212539050171,0.02592118461070287
1.4250549648695478e-08,0.03101298056,0.33333333333333331,0.0,0.058773334665305203,0.64849460693346717,4.8115762192657334e-31,0.0,0.0051798105077072842,0.025984498450987565
1.4301775636027495e-08,0.03101298056,0.33333333333333331,0.0,0.058715560078974861,0.64846842115402803,4.8415907185094821e-31,0.0,0.0051744074802546509,0.026047676064770538
1.4353001623359513e-08,0.03101298056,0.33333333333333331,0.0,0.058657913495563561,0.64844229547474619,4.8716748494326006e-31,0.0,0.0051690122554076748,0.026110717873028811
1.440422761069153e-08,0.03101298056,0.33333333333333331,0.0,0.058600394415040377,0.64841622960508483,4.9018284447929927e-31,0.0,0.0051636249142068252,0.026173624294752829
1.4455453598023548e-08,0.03101298056,0.33333333333333331,0.0,0.058543002342093316,0.64839022325824347,4.9320513378995822e-31,0.0,0.0051582455349429377,0.026236395746963792
1.4506679585355566e-08,0.03101298056,0.33333333333333331,0.0,0.058485736786043449,0.64836427615107695,4.9623433626096098e-31,0.0,0.0051528741932259708,0.02629903264473063
1.4557905572687583e-08,0.03101298056,0.33333333333333331,0.0,0.058428597260761168,0.64833838800402277,4.9927043533259711e-31,0.0,0.0051475109620521013,0.02636153540118678
1.46091315600196e-08,0.03101298056,0.33333333333333331,0.0,0.058371583284584215,0.64831255854102576,5.0231341449945607e-31,0.0,0.0051421559118692214,0.026423904427546614
1.4660357547351618e-08,0.03101298056,0.33333333333333331,0.0,0.058314694380237501,0.64828678748946666,5.0536325731016566e-31,0.0,0.005136809110640848,0.026486140133121703
1.4711583534683636e-08,0.03101298056,0.33333333333333331,0.0,0.058257930074754806,0.64826107458009141,5.0841994736713036e-31,0.0,0.0051314706239085012,0.026548242925336751
1.4762809522015654e-08,0.03101298056,0.33333333333333331,0.0,0.058201289899402195,0.64823541954694308,5.1148346832627419e-31,0.0,0.0051261405148525707,0.026610213209745281
1.4814035509347671e-08,0.03101298056,0.33333333333333331,0.0,0.058144773389603201,0.64820982212729394,5.1455380389678371e-31,0.0,0.005120818844351731,0.026672051390045123
1.4865261496679689e-08,0.03101298056,0.33333333333333331,0.0,0.058088380084865512,0.64818428206158063,5.1763093784085373e-31,0.0,0.0051155056710409192,0.026733757868093618
1.4916487484011708e-08,0.03101298056,0.33333333333333331,0.0,0.058032109528709519,0.64815879909333918,5.2071485397343584e-31,0.0,0.0051102010513679177,0.02679533304392261
1.4967713471343726e-08,0.03101298056,0.33333333333333331,0.0,0.057975961268598268,0.6481333729691432,5.2380553616198749e-31,0.0,0.0051049050396485716,0.026856777315753207
1.5018939458675743e-08,0.03101298056,0.33333333333333331,0.0,0.057919934855869076,0.64810800343854258,5.2690296832622467e-31,0.0,0.0050996176881206723,0.026918091080010306
1.507016544600776e-08,0.03101298056,0.33333333333333331,0.0,0.057864029845666604,0.64808269025400345,5.3000713443787468e-31,0.0,0.0050943390469965644,0.026979274731336888
1.512139143333978e-08,0.03101298056,0.33333333333333331,0.0,0.057808245796877461,0.64805743317084996,5.3311801852043278e-31,0.0,0.0050890691645144506,0.027040328662608144
1.5172617420671796e-08,0.03101298056,0.33333333333333331,0.0,0.05775258227206622,0.64803223194720727,5.3623560464891913e-31,0.0,0.0050838080869884889,0.027101253264945356
1.5223843408003814e-08,0.03101298056,0.33333333333333331,0.0,0.05769703883741284,0.64800708634394599,5.3935987694963834e-31,0.0,0.0050785558588576684,0.027162048927729547
1.527506939533583e-08,0.03101298056,0.33333333333333331,0.0,0.057641615062651537,0.64798199612462748,5.4249081959994089e-31,0.0,0.0050733125227335136,0.027222716038615008
1.532629538266785e-08,0.03101298056,0.33333333333333331,0.0,0.057586310521010896,0.64795696105545042,5.4562841682798635e-31,0.0,0.005068078119446622,0.027283254983542529
1.5377521369999867e-08,0.03101298056,0.33333333333333331,0.0,0.057531124789155411,0.6479319809052001,5.4877265291250741e-31,0.0,0.0050628526880921029,0.027343666146752536
1.5428747357331884e-08,0.03101298056,0.33333333333333331,0.0,0.057476057447128213,0.64790705544519578,5.5192351218257787e-31,0.0,0.0050576362660739015,0.027403949910797951
1.5479973344663902e-08,0.03101298056,0.33333333333333331,0.0,0.05742110807829507,0.64788218444924184,5.5508097901737996e-31,0.0,0.0050524288891480619,0.027464106656556922
1.553119933199592e-08,0.03101298056,0.33333333333333331,0.0,0.057366276269289765,0.64785736769358071,5.5824503784597478e-31,0.0,0.0050472305914649393,0.02752413676324536
1.5582425319327937e-08,0.03101298056,0.33333333333333331,0.0,0.057311561609960357,0.64783260495684336,5.6141567314707405e-31,0.0,0.0050420414056103983,0.027584040608429304
1.5633651306659955e-08,0.03101298056,0.33333333333333331,0.0,0.057256963693316967,0.64780789602000377,5.6459286944881391e-31,0.0,0.0050368613626460149,0.027643818568037076
1.5684877293991972e-08,0.03101298056,0.33333333333333331,0.0,0.057202482115480437,0.64778324066633464,5.6777661132852895e-31,0.0,0.0050316904921483057,0.027703471016371314
1.573610328132399e-08,0.03101298056,0.33333333333333331,0.0,0.057148116475632234,0.64775863868136119,5.7096688341253062e-31,0.0,0.0050265288222470098,0.027762998326120818
1.5787329268656007e-08,0.03101298056,0.33333333333333331,0.0,0.057093866375965412,0.64773408985281999,5.7416367037588384e-31,0.0,0.0050213763796624422,0.027822400868372222
1.5838555255988025e-08,0.03101298056,0.33333333333333331,0.0,0.05703973142163659,0.64770959397061589,5.7736695694218827e-31,0.0,0.0050162331897419549,0.027881679012621518
1.5889781243320043e-08,0.03101298056,0.33333333333333331,0.0,0.056985711220719132,0.64768515082678024,5.8057672788335949e-31,0.0,0.0050110992764954973,0.027940833126785438
1.594100723065206e-08,0.03101298056,0.33333333333333331,0.0,0.056931805384157062,0.64766076021543173,5.8379296801941095e-31,0.0,0.0050059746626303376,0.027999863577212659
1.5992233217984078e-08,0.03101298056,0.33333333333333331,0.0,0.056878013525720278,0.64763642193273607,5.8701566221823955e-31,0.0,0.0050008593695849259,0.028058770728694865
1.6043459205316096e-08,0.03101298056,0.33333333333333331,0.0,0.056824335261960478,0.64761213577686783,5.9024479539541242e-31,0.0,0.004995753417561948,0.028117554944477641
