Time (s),Volume (m^3),N2,Ne,X(1),H2(2),H(3),NH3(4),H2X(49),HX(5)
1.162792106335517e-21,0.03101298056,0.33333333333333331,0.0,0.089937643623992647,0.66666666666666108,6.3937610373771777e-57,0.0,3.8358383893005264e-15,3.5289713181574544e-15
2.3258366094816126e-21,0.03101298056,0.33333333333333331,0.0,0.089937643623985278,0.66666666666665553,2.557920751666325e-56,0.0,7.6725093894922006e-15,7.0587086383367098e-15
4.651925615773804e-21,0.03101298056,0.33333333333333331,0.0,0.08993764362397054,0.66666666666664431,1.0232515739395813e-55,0.0,1.5345851389866578e-14,1.4118183278692784e-14
9.304103628358186e-21,0.03101298056,0.33333333333333331,0.0,0.089937643623941077,0.66666666666662189,4.0931728482332812e-55,0.0,3.0692535390579427e-14,2.8237132559395206e-14
1.8608459653526952e-20,0.03101298056,0.33333333333333331,0.0,0.089937643623882152,0.66666666666657703,1.6373024503803032e-54,0.0,6.1385903391861508e-14,5.6475031120761145e-14
3.721717170386448e-20,0.03101298056,0.33333333333333331,0.0,0.089937643623764288,0.66666666666648744,6.5492764242801054e-54,0.0,1.2277263939385122e-13,1.129508282433374e-13
7.443459580453954e-20,0.03101298056,0.33333333333333331,0.0,0.08993764362352856,0.66666666666630814,2.6197238943166426e-53,0.0,2.4554611139553296e-13,2.2590242248786751e-13
1.4886944400588965e-19,0.03101298056,0.33333333333333331,0.0,0.089937643623057104,0.66666666666594965,1.0478922226483233e-52,0.0,4.9109305538970543e-13,4.5180561097443779e-13
2.977391404085899e-19,0.03101298056,0.33333333333333331,0.0,0.089937643622114205,0.66666666666523267,4.191574220401086e-52,0.0,9.8218694334128668e-13,9.036119879376192e-13
5.954785332139903e-19,0.03101298056,0.33333333333333331,0.0,0.089937643620228408,0.6666666666637987,1.6766307540894104e-51,0.0,1.9643747190973938e-12,1.8072247418241444e-12
1.1909573188247913e-18,0.03101298056,0.33333333333333331,0.0,0.089937643616456814,0.66666666666093066,6.7065251479507795e-51,0.0,3.9287502700213877e-12,3.6144502494378463e-12
2.381914890046393e-18,0.03101298056,0.33333333333333331,0.0,0.089937643608913612,0.6666666666551947,2.6826104852866726e-50,0.0,7.8575013695164941e-12,7.2289012640278518e-12
4.763830032489597e-18,0.03101298056,0.33333333333333331,0.0,0.089937643593827207,0.66666666664372276,1.0730442791660863e-49,0.0,1.5715003559095172e-11,1.4457803290658274e-11
9.527660317376005e-18,0.03101298056,0.33333333333333331,0.0,0.089937643563654399,0.66666666662077889,4.2921772854082989e-49,0.0,3.1430007900606417e-11,2.8915607333720767e-11
1.905532088714882e-17,0.03101298056,0.33333333333333331,0.0,0.089937643503308781,0.66666666657489104,1.7168709468250018e-48,0.0,6.2860016433044431e-11,5.7831215379052335e-11
3.811064202669445e-17,0.03101298056,0.33333333333333331,0.0,0.089937643382617546,0.66666666648311546,6.8674838439265001e-48,0.0,1.257200328955825e-10,1.1566243130654177e-10
5.716596316624008e-17,0.03101298056,0.33333333333333331,0.0,0.089937643261926312,0.66666666639133987,1.4593403193951387e-47,0.0,1.8858004875578266e-10,1.7349364707085751e-10
9.527660544533134e-17,0.03101298056,0.33333333333333331,0.0,0.089937643020543842,0.66666666620778858,4.0346467644816601e-47,0.0,3.1430007806683143e-10,2.8915607794679428e-10
1.2957618349651348e-16,0.03101298056,0.33333333333333331,0.0,0.089937642803299647,0.6666666660425925,7.1845104911421266e-47,0.0,4.2744810250060651e-10,3.9325226520791911e-10
1.638757615476956e-16,0.03101298056,0.33333333333333331,0.0,0.089937642586055438,0.66666666587739642,1.1215122251227094e-46,0.0,5.4059612487440181e-10,4.9734845191099429e-10
1.9817533959887774e-16,0.03101298056,0.33333333333333331,0.0,0.08993764236881123,0.66666666571220035,1.6077693875126743e-46,0.0,6.5374414530232812e-10,6.0144463808693239e-10
2.66774495701242e-16,0.03101298056,0.33333333333333331,0.0,0.089937641934322826,0.66666666538180808,2.770010631030535e-46,0.0,8.8004018172066168e-10,8.096370092366822e-10
3.3537365180360626e-16,0.03101298056,0.33333333333333331,0.0,0.089937641499834436,0.66666666505141581,4.239778103024642e-46,0.0,1.1063362109462708e-09,1.0178293784379188e-09
4.039728079059705e-16,0.03101298056,0.33333333333333331,0.0,0.089937641065346033,0.66666666472102354,6.0379306047963304e-46,0.0,1.3326322324912897e-09,1.2260217455584789e-09
5.41171120110699e-16,0.03101298056,0.33333333333333331,0.0,0.089937640196369281,0.66666666406023922,1.0637894897944369e-45,0.0,1.7852242521067637e-09,1.6424064734403262e-09
6.783694323154276e-16,0.03101298056,0.33333333333333331,0.0,0.089937639327392571,0.6666666633994548,1.6571899798074971e-45,0.0,2.2378162405203932e-09,2.0587911928695758e-09
9.527660567248846e-16,0.03101298056,0.33333333333333331,0.0,0.089937637589439276,0.66666666207788627,3.244469302248061e-45,0.0,3.1430001236798748e-09,2.8915606063534189e-09
1.501559305543799e-15,0.03101298056,0.33333333333333331,0.0,0.089937634113533158,0.66666665943474956,8.021000372638366e-45,0.0,4.9533675153139614e-09,4.5570993318187489e-09
2.599145803181627e-15,0.03101298056,0.33333333333333331,0.0,0.089937627161722822,0.6666666541484777,2.3982201198810537e-44,0.0,8.5741007997847629e-09,7.8881763767242915e-09
4.794318798457284e-15,0.03101298056,0.33333333333333331,0.0,0.089937613258109783,0.66666664357594096,8.1537259599476662e-44,0.0,1.5815561373515996e-08,1.4550328842429088e-08
9.184664789008597e-15,0.03101298056,0.33333333333333331,0.0,0.089937585450914181,0.66666662243089458,2.9917820084499635e-43,0.0,3.0298458540114554e-08,2.7874627277406169e-08
1.7965356770111223e-14,0.03101298056,0.33333333333333331,0.0,0.089937529836644881,0.66666658014091074,1.1445831433777923e-42,0.0,5.9264156950101713e-08,5.4523198161686574e-08
2.6746048751213848e-14,0.03101298056,0.33333333333333331,0.0,0.08993747422253813,0.66666653785107211,2.5368183801312325e-42,0.0,8.8229727462829594e-08,8.1171734398484488e-08
4.4307432713419106e-14,0.03101298056,0.33333333333333331,0.0,0.089937362994812267,0.66666645327183049,6.96177604904454e-42,0.0,1.461604847992426e-07,1.3446870293027264e-07
6.011267827940384e-14,0.03101298056,0.33333333333333331,0.0,0.089937262890414885,0.66666637715100963,1.2814390343383151e-41,0.0,1.9829772899868187e-07,1.8243585611573142e-07
7.591792384538857e-14,0.03101298056,0.33333333333333331,0.0,0.089937162786544136,0.66666630103065949,2.0438723280746491e-41,0.0,2.504345588194054e-07,2.3040289704531536e-07
9.17231694113733e-14,0.03101298056,0.33333333333333331,0.0,0.089937062683200023,0.66666622491077976,2.9834770729859365e-41,0.0,3.0257097426440247e-07,2.7836982571972498e-07
1.0752841497735802e-13,0.03101298056,0.33333333333333331,0.0,0.089936962580382543,0.66666614879137054,4.1002528382760003e-41,0.0,3.5470697533678921e-07,3.2633664213969092e-07
1.3913890610932747e-13,0.03101298056,0.33333333333333331,0.0,0.089936762376327403,0.66666599655396341,6.8653158836950562e-41,0.0,4.5897773437491492e-07,4.2226993821891209e-07
1.7074939724129693e-13,0.03101298056,0.33333333333333331,0.0,0.089936562174378773,0.66666584431843812,1.0339058020226981e-40,0.0,5.6324683595869087e-07,5.1820278528881707e-07
2.023598883732664e-13,0.03101298056,0.33333333333333331,0.0,0.089936361974536541,0.66666569208479509,1.4521475611786365e-40,0.0,6.6751428011441286e-07,6.1413518335556931e-07
2.3397037950523585e-13,0.03101298056,0.33333333333333331,0.0,0.089936161776800722,0.66666553985303389,1.9412565086416443e-40,0.0,7.7178006686791238e-07,7.100671324252229e-07
2.9719136176917477e-13,0.03101298056,0.33333333333333331,0.0,0.089935761387648139,0.66666523539515676,3.1320745971778217e-40,0.0,9.8030666826741169e-07,9.0192968359647826e-07
3.540902458067198e-13,0.03101298056,0.33333333333333331,0.0,0.089935401044614421,0.66666496138950337,4.4461731904431656e-40,0.0,1.1679749414623298e-06,1.0746044441393544e-06
4.1098912984426486e-13,0.03101298056,0.33333333333333331,0.0,0.08993504070840494,0.66666468738994666,5.9898760865205605e-40,0.0,1.3556378450636392e-06,1.2472777500229447e-06
5.24786897919355e-13,0.03101298056,0.33333333333333331,0.0,0.089934320056458017,0.66666413940912383,9.7660866887392259e-40,0.0,1.7309475440710759e-06,1.5926199979495305e-06
