Time (s),Volume (m^3),Ar,Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),HeX(44),C2H4X(59)
2.5842538520144016e-19,0.0009467769729032257,0.0,0.0,0.0,0.0027456532208112016,0.49999999999955863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999998333,4.414166899269452e-13,1.6673587177778482e-13
5.168516466855053e-19,0.0009467769729032257,0.0,0.0,0.0,0.002745653220203047,0.49999999999911721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999966654,8.8283487649959482e-13,3.3347230587767135e-13
1.0337041696536355e-18,0.0009467769729032257,0.0,0.0,0.0,0.0027456532189867378,0.49999999999823436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999933309,1.7656712492440072e-12,6.6694516491298544e-13
2.0674092155898958e-18,0.0009467769729032257,0.0,0.0,0.0,0.0027456532165541195,0.49999999999646866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999866612,3.5313439931292844e-12,1.3338908463257796e-12
4.134819307462416e-18,0.0009467769729032257,0.0,0.0,0.0,0.0027456532116888828,0.49999999999293732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999733225,7.0626894744856489e-12,2.6677820625200484e-12
8.269639491207458e-18,0.0009467769729032257,0.0,0.0,0.0,0.0027456532019584099,0.49999999998587463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999466449,1.4125380411541622e-11,5.3355639083834353e-12
1.653927985869754e-17,0.0009467769729032257,0.0,0.0,0.0,0.002745653182497467,0.49999999997174926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999998932892,2.8250762183026561e-11,1.0671125254010621e-11
2.4808920226187622e-17,0.0009467769729032257,0.0,0.0,0.0,0.0027456531630365259,0.4999999999576239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999998399336,4.23761438518845e-11,1.6006684253539227e-11
3.3078560593677705e-17,0.0009467769729032257,0.0,0.0,0.0,0.0027456531435755879,0.49999999994349853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999997865779,5.6501525418115443e-11,2.1342240906970285e-11
4.9617841328657875e-17,0.0009467769729032257,0.0,0.0,0.0,0.0027456531046537174,0.49999999991524774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999996798666,8.4752288309718142e-11,3.2013348707688281e-11
6.615712206363804e-17,0.0009467769729032257,0.0,0.0,0.0,0.002745653065731856,0.49999999988699695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999995731553,1.1300305082392491e-10,4.2684447880977295e-11
8.26964027986182e-17,0.0009467769729032257,0.0,0.0,0.0,0.0027456530268100032,0.49999999985874627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999994664451,1.4125381293377897e-10,5.3355537810599253e-11
1.1577496426857855e-16,0.0009467769729032257,0.0,0.0,0.0,0.002745652948966329,0.49999999980224474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999992530231,1.9775533591503053e-10,7.4697689358254691e-11
1.4885352573853888e-16,0.0009467769729032257,0.0,0.0,0.0,0.0027456528711226938,0.49999999974574322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999990396027,2.5425685725399268e-10,9.6039803362581614e-11
2.1501064867845953e-16,0.0009467769729032257,0.0,0.0,0.0,0.0027456527154355406,0.49999999963274017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999986127613,3.6725989500574563e-10,1.3872391875741376e-10
3.473248945583009e-16,0.0009467769729032257,0.0,0.0,0.0,0.0027456524040617046,0.49999999940673406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999977590837,5.9326595080474624e-10,2.2409169909747145e-10
6.119533863179836e-16,0.0009467769729032257,0.0,0.0,0.0,0.0027456517813159126,0.49999999895472208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999960517461,1.0452779835855916e-09,3.9482545801149752e-10
1.141210369837349e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456505358318516,0.49999999805069834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999992637143,1.9493017338806686e-09,7.3628576892108095e-10
2.1997243368760794e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456480448938168,0.49999999624265212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999985808225,3.7573479734188151e-09,1.4191775641967179e-09
3.25823830391481e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456455539958975,0.49999999443460758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999789796912,5.5653925315723738e-09,2.1020309255389242e-09
4.3167522709535405e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456430631380914,0.49999999262656469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999721515415,7.3734354083666257e-09,2.7848458549847201e-09
5.375266237992271e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456405723203965,0.49999999081852348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999965323777,9.1814766038276403e-09,3.467622354638481e-09
7.492294172069733e-15,0.0009467769729032257,0.0,0.0,0.0,0.002745635590805331,0.49999998720244615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999516693999,1.2797553950846509e-08,4.8330600723701032e-09
9.609322106147194e-15,0.0009467769729032257,0.0,0.0,0.0,0.0027456306094506867,0.49999998358637554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999993801656,1.641362457283785e-08,6.1983440956057204e-09
1.1726350040224655e-14,0.0009467769729032257,0.0,0.0,0.0,0.0027456256282564428,0.49999997997031165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999243652571,2.0029688470021499e-08,7.5634744421059237e-09
1.3843377974302116e-14,0.0009467769729032257,0.0,0.0,0.0,0.0027456206472225831,0.49999997635425447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999107154897,2.3645745642615413e-08,8.9284511294789126e-09
1.8077433842457038e-14,0.0009467769729032257,0.0,0.0,0.0,0.0027456106856359459,0.49999996912216027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999883420565,3.0877839814870046e-08,1.1657943594388201e-08
