Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),H2OX(23),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CO2X(24),HOCO(73),CHO2(74)
1.9496129022951892e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464857761271887,0.11298071425523758,0.022684535305355573,4.399236569918621e-12,1.772947993952194e-08,1.704763717774077e-05,2.1257464084719244e-06,1.695553714987126e-08,6.795333888059469e-19,0.00017172850019775995,3.748047731790301e-17,0.00013531229494534715,5.712922425571099e-13,1.3467106953250641e-10,4.7334763607419564e-14,3.552957137521488e-16,4.328003393067906e-07,7.904060178614683e-12,0.0055091178519500565,0.00027108005735743037,3.4778339121658616e-05,2.5354030717321245e-09,9.688586547526238e-10,3.285703212255605e-09,1.7728507424195615e-12,2.18785294839382e-08,6.218559710872899e-06,2.6420881177595826e-10,2.7731393336533173e-07,1.2430124063803421e-11,5.364772170686057e-10,8.583255250776612e-13,6.634403048452992e-12,4.0355341360934987e-07,5.96225946186974e-15,9.133578312831678e-16,1.2773870712047149e-13,4.099139252789892e-11,2.2487789533206233e-18,2.6312909891549785e-14,4.549129827719202e-20,2.5346483947273622e-21
1.9520366556307506e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44648181622524397,0.11297690936457566,0.02268436679782541,4.423971777353398e-12,1.779396299264358e-08,1.7099853669657963e-05,2.134849469771175e-06,1.701790866978733e-08,6.84394680851236e-19,0.00017194092216815616,3.7715333516298307e-17,0.0001354450459625926,5.734695119218313e-13,1.3531929880040348e-10,4.759077988604808e-14,3.572753926939361e-16,4.337951797466372e-07,7.944026046975094e-12,0.0055126908271522215,0.00027140600498339875,3.482813811537557e-05,2.5421048896631772e-09,9.700502632082327e-10,3.2894788883400556e-09,1.7757892031525067e-12,2.1945938016858275e-08,6.228750330804478e-06,2.650077169043637e-10,2.7822389953765207e-07,1.2493072485955968e-11,5.371361824812028e-10,8.6143467410102e-13,6.662762875193576e-12,4.044478495472899e-07,5.9889044148161165e-15,9.184039356774217e-16,1.2852550507811591e-13,4.1148879416514946e-11,2.2601296258919344e-18,2.6424418037967483e-14,4.579198149109413e-20,2.5514007035871334e-21
1.954460408966312e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44647786167183817,0.11297310972062417,0.022684198293541413,4.448811709884725e-12,1.7858598607823582e-08,1.7152169264914162e-05,2.143978391013349e-06,1.708043047847187e-08,6.892834850267745e-19,0.00017215334001296188,3.7951363531062225e-17,0.00013557772555531869,5.75652338899485e-13,1.359698124204527e-10,4.7847801720730855e-14,3.5926343426774876e-16,4.347909793460678e-07,7.984143721248892e-12,0.005516258537394638,0.0002717319183873957,3.487788961503597e-05,2.54881172901564e-09,9.712418307177921e-10,3.2932544788597027e-09,1.778730362999764e-12,2.2013406572288752e-08,6.238937100018884e-06,2.6580776294851697e-10,2.7913578675821234e-07,1.25562603808691e-11,5.377951296741259e-10,8.645510209459817e-13,6.6912030377196126e-12,4.0534303481899965e-07,6.015619029440135e-15,9.234708345604937e-16,1.293161357121931e-13,4.130676344363088e-11,2.2715233138333395e-18,2.653622946071108e-14,4.6094227594780374e-20,2.568240082708946e-21
1.9568841623018733e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446473912459373,0.1129693153156713,0.022684029792499994,4.473756651961615e-12,1.792338694261495e-08,1.7204583974941056e-05,2.1531332011965013e-06,1.7143102744065623e-08,6.941999111549745e-19,0.0001723657537265589,3.8188571734109907e-17,0.0001357103337616534,5.778407306075717e-13,1.3662261544060184e-10,4.8105831367176996e-14,3.6125986170308946e-16,4.357877375241189e-07,8.024413586537642e-12,0.005519820990395107,0.0002720577975487074,3.492759355061502e-05,2.5555235706075996e-09,9.724333572504796e-10,3.297029983711066e-09,1.7816742172957935e-12,2.208093479719247e-08,6.24911998921741e-06,2.666089485875502e-10,2.8004959591501347e-07,1.2619688356989384e-11,5.384540586448567e-10,8.676745721421687e-13,6.719723625420455e-12,4.0623896871045395e-07,6.042403302875862e-15,9.28558581363162e-16,1.3011061270724518e-13,4.14650450763694e-11,2.2829601259325127e-18,2.6648344408991102e-14,4.639804233153051e-20,2.5851668519882227e-21
1.9593079156374347e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44646996858026033,0.11296552614201641,0.02268386129469761,4.498806888265597e-12,1.798832815444687e-08,1.725709781073614e-05,2.1623139292490044e-06,1.7205925634660242e-08,6.99144069272092e-19,0.00017257816330332702,3.842696250799537e-17,0.00013584287061966523,5.800346941629714e-13,1.3727771291292777e-10,4.8364871080651134e-14,3.632646982536722e-16,4.3678545370005876e-07,8.06483602842648e-12,0.005523378193860111,0.0002723836424466775,3.49772498530372e-05,2.562240395118388e-09,9.736248427754631e-10,3.300805402790657e-09,1.7846207665064064e-12,2.214852233270631e-08,6.2592989691767016e-06,2.674112724990006e-10,2.8096532788685244e-07,1.2683357023528709e-11,5.391129693908368e-10,8.708053342464813e-13,6.748324727468702e-12,4.071356505080902e-07,6.0692572276591515e-15,9.336672295482191e-16,1.3090894977844847e-13,4.1623724781720497e-11,2.294440171112247e-18,2.6760763130890363e-14,4.6703431455356604e-20,2.6021813320787745e-21
1.961731668972996e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44646603002692253,0.11296174219197032,0.022683692800130693,4.523962703709712e-12,1.8053422400624857e-08,1.7309710782863956e-05,2.1715206040294527e-06,1.7268899318298373e-08,7.041160696278076e-19,0.00017279056873764365,3.866654024592295e-17,0.0001359753361673636,5.822342366819413e-13,1.3793510989363222e-10,4.8624923115959697e-14,3.652779671973568e-16,4.377841272933864e-07,8.105411432984054e-12,0.005526930155484813,0.0002727094530607078,3.5026858454152897e-05,2.568962183530569e-09,9.74816287261896e-10,3.304580735995157e-09,1.7875699963911875e-12,2.221616883422353e-08,6.269474010728784e-06,2.6821473335784206e-10,2.818829835433293e-07,1.2747266990464209e-11,5.397718619094686e-10,8.739433136793774e-13,6.777006432819843e-12,4.080330794988085e-07,6.096180798346277e-15,9.38796832606998e-16,1.3171116067163773e-13,4.178280302654143e-11,2.3059635584324333e-18,2.68734858733903e-14,4.701040073137323e-20,2.619283844101576e-21
1.963913046975001e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464624898762012,0.11295834109676833,0.022683541157783864,4.546693443440581e-12,1.811213819646401e-08,1.7357147227727192e-05,2.179828819579569e-06,1.7325704700472597e-08,7.08614766355048e-19,0.0001729817300820837,3.8883178703888736e-17,0.00013609449422134168,5.842186008439466e-13,1.3852873743820071e-10,4.8859837346123486e-14,3.6709713820133207e-16,4.386837516396497e-07,8.142060399642953e-12,0.005530122445524545,0.00027300265328358863,3.507146535498e-05,2.5750160214744293e-09,9.758885521862206e-10,3.307978462370456e-09,1.7902265952165704e-12,2.2277100806614362e-08,6.278628156746434e-06,2.689388191189716e-10,2.827105190958429e-07,1.2804992777307557e-11,5.403648495896751e-10,8.767736713825679e-13,6.802888956806387e-12,4.0884140385153504e-07,6.120471556607427e-15,9.434314360086381e-16,1.3243647397896425e-13,4.192631458387754e-11,2.3163717547982713e-18,2.6975196482494024e-14,4.72880288831648e-20,2.6347516380766383e-21
1.9658762871768054e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464593074191225,0.11295528371875951,0.02268340468190786,4.567224597437945e-12,1.816508860014847e-08,1.7399908697858242e-05,2.1873242202261353e-06,1.7376934193687976e-08,7.1268301872541095e-19,0.0001731537724159393,3.907898105716088e-17,0.00013620168713308103,5.860084015158534e-13,1.3906460130855804e-10,4.9071964156009916e-14,3.687402621495201e-16,4.394940758593351e-07,8.175150904808454e-12,0.005532991886268771,0.0002732665097142697,3.511157844366698e-05,2.5804678886386388e-09,9.768535621568949e-10,3.3110363565013487e-09,1.7926193880170046e-12,2.2331979958024364e-08,6.286864122986778e-06,2.695912819705498e-10,2.8345663445016094e-07,1.2857113889428125e-11,5.408985258750718e-10,8.793260001392241e-13,6.826239165014383e-12,4.0956941231489526e-07,6.142381464791637e-15,9.476171606945703e-16,1.3309195662933272e-13,4.205575159835735e-11,2.3257692896170726e-18,2.706694689795894e-14,4.753899603978102e-20,2.648734036188389e-21
1.9678395273786098e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44645612844284455,0.11295222975432573,0.02268326820814835,4.5878255292472046e-12,1.8218139688954837e-08,1.7442735228707966e-05,2.1948366956030353e-06,1.7428262920843282e-08,7.167697351142495e-19,0.00017332581202192797,3.927557002378051e-17,0.00013630883332551354,5.878018751966198e-13,1.3960198288994902e-10,4.928475915779603e-14,3.703889600584273e-16,4.4030502720917586e-07,8.208342456808236e-12,0.005535857901486819,0.00027353034361482384,3.5151660117440733e-05,2.585922978731052e-09,9.77818545147291e-10,3.3140941941055843e-09,1.7950139326924744e-12,2.2386897167638707e-08,6.295097453622088e-06,2.702444884016802e-10,2.8420401345002296e-07,1.2909394405805858e-11,5.414321901967543e-10,8.818830757515143e-13,6.8496424145015865e-12,4.1029790974523595e-07,6.164337056769242e-15,9.518167290755494e-16,1.3375000543549694e-13,4.218545092423464e-11,2.3351954555715318e-18,2.7158897216828553e-14,4.779101021960086e-20,2.662774765031873e-21
1.9698027675804143e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464529529433601,0.11294917919940231,0.022683131736503447,4.608496390722958e-12,1.827129154624345e-08,1.748562682506465e-05,2.2023662609124123e-06,1.7479690971148978e-08,7.208749745214461e-19,0.0001734978488970574,3.947294795898817e-17,0.00013641593281872694,5.895990256669026e-13,1.4014088487735034e-10,4.9498223548838465e-14,3.7204324434496e-16,4.4111660538111256e-07,8.2416352617436e-12,0.005538720495246562,0.00027379415497441595,3.519171034188279e-05,2.5913812817015876e-09,9.787835011409923e-10,3.3171519751281965e-09,1.7974102278806351e-12,2.2441852247182507e-08,6.303328133290641e-06,2.708984376991181e-10,2.84952656539935e-07,1.2961834652077271e-11,5.41965842553266e-10,8.844449016568067e-13,6.87309875212421e-12,4.1102689576447244e-07,6.1863383303410796e-15,9.560301696328078e-16,1.3441062776156644e-13,4.2315412809361414e-11,2.3446503108819084e-18,2.7251047568231708e-14,4.804407450696453e-20,2.676873996382112e-21
1.9717660077822187e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44644978091666593,0.1129461320499293,0.022682995266971283,4.629237333817424e-12,1.8324544255321188e-08,1.752858349153272e-05,2.209912931326178e-06,1.7531218433794385e-08,7.249987960381349e-19,0.00017366988303833431,3.9671117222631355e-17,0.00013652298563278405,5.913998567070839e-13,1.406813099675055e-10,4.9712358526270367e-14,3.737031274362903e-16,4.419288100671841e-07,8.275029525923861e-12,0.005541579671611038,0.0002740579437822365,3.523172908297326e-05,2.5968427874501187e-09,9.797484301215783e-10,3.3202096995141463e-09,1.7998082705141177e-12,2.249684500905736e-08,6.311556146660197e-06,2.715531291496355e-10,2.857025641604584e-07,1.3014434954208086e-11,5.424994829431313e-10,8.870114813211771e-13,6.8966082246444345e-12,4.1175636999471784e-07,6.208385280122282e-15,9.602575108611085e-16,1.350738309848965e-13,4.244563750153248e-11,2.3541339138264972e-18,2.7343398080812133e-14,4.829819199076496e-20,2.6910319023673492e-21
1.973729247984023e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44644661235876326,0.11294308830185172,0.022682858799549985,4.650048510580092e-12,1.8377897899441554e-08,1.7571605232533153e-05,2.2174767219859782e-06,1.7582845397947662e-08,7.29141258846576e-19,0.0001738419144427643,3.987008017916851e-17,0.00013662999178772306,5.932043720972702e-13,1.4122326085892276e-10,4.992716528699659e-14,3.753686217698326e-16,4.427416409595287e-07,8.308525455866308e-12,0.005544435434638451,0.00027432171002750045,3.5271716307088265e-05,2.6023074859542216e-09,9.807133320726207e-10,3.3232673672084213e-09,1.8022080557197305e-12,2.255187526774186e-08,6.31978147842664e-06,2.7220856203905623e-10,2.864537367482139e-07,1.306719563849318e-11,5.430331113648588e-10,8.895828181699454e-13,6.920170878730307e-12,4.124863320582828e-07,6.230477901560546e-15,9.644987812674916e-16,1.357396224960966e-13,4.25761252484855e-11,2.363646322742399e-18,2.7435948882733152e-14,4.8553365764614656e-20,2.7052486553319936e-21
1.9756924881858275e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464434472656579,0.11294004795111932,0.02268272233423768,4.6709300731573354e-12,1.8431352561804523e-08,1.7614692052303977e-05,2.22505764800316e-06,1.7634571952755825e-08,7.333024222200754e-19,0.00017401394310735224,4.006983919767295e-17,0.00013673695130355753,5.950125756172896e-13,1.41766740251874e-10,5.0142645027689054e-14,3.7703973979322117e-16,4.4355509775038256e-07,8.342123258296197e-12,0.005547287788382185,0.00027458545369944866,3.5311671981003985e-05,2.607775367238437e-09,9.81678206977689e-10,3.326324978156049e-09,1.8046095828068059e-12,2.2606942834681205e-08,6.32800411331912e-06,2.728647356493339e-10,2.8720617473588405e-07,1.3120117031556579e-11,5.435667278169403e-10,8.921589156233115e-13,6.943786760955628e-12,4.132167815776758e-07,6.252616192596535e-15,9.687540093691204e-16,1.3640800969903895e-13,4.270687629790089e-11,2.373187596025573e-18,2.7528700101685554e-14,4.8809598926705695e-20,2.719524427799661e-21
1.977655728387632e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44644028563335963,0.11293701099368672,0.022682585871032505,4.691882173792065e-12,1.8484908325556564e-08,1.7657843954900675e-05,2.232655724458742e-06,1.7686398187344754e-08,7.374823455228683e-19,0.0001741859690291017,4.027039665183694e-17,0.0001368438642002766,5.968244710466925e-13,1.4231175084839295e-10,5.0358798944782003e-14,3.7871649396428584e-16,4.4436918013208086e-07,8.375823140146709e-12,0.005550136736890798,0.00027484917478734684,3.535159607189244e-05,2.6132464212502504e-09,9.82643054820345e-10,3.3293825323020083e-09,1.8070128493800966e-12,2.266204752170258e-08,6.336224036096659e-06,2.7352164926224714e-10,2.879598785522165e-07,1.3173199460351372e-11,5.441003322978496e-10,8.947397771393803e-13,6.9674559177998624e-12,4.1394771817560264e-07,6.2748001471796575e-15,9.730232236962833e-16,1.3707900001086708e-13,4.2837890897401895e-11,2.3827577921298327e-18,2.7621651864876788e-14,4.906689457973348e-20,2.7338593926735295e-21
1.9796189685894364e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446437127457883,0.11293397742551328,0.022682449409932588,4.712904964823349e-12,1.853856527379064e-08,1.7701060944196716e-05,2.2402709664033697e-06,1.7738324190819143e-08,7.416810882099648e-19,0.0001743579922050157,4.047175491997563e-17,0.00013695073049784504,5.986400621647497e-13,1.4285829535227334e-10,5.057562823446739e-14,3.8039889675103034e-16,4.4518388779705704e-07,8.409625308558932e-12,0.005552982284208044,0.0002751128732804862,3.5391488547317124e-05,2.618720638019552e-09,9.836078755841457e-10,3.332440029591259e-09,1.8094178495948386e-12,2.2717189144098008e-08,6.344441231545124e-06,2.74179302159532e-10,2.8871484862202675e-07,1.3226443252159713e-11,5.446339248060437e-10,8.973254061469058e-13,6.991178395648032e-12,4.1467914147496596e-07,6.297029759494599e-15,9.773064527920152e-16,1.3775260086200452e-13,4.296916929455455e-11,2.392356969567733e-18,2.7714804299038116e-14,4.9325255831087584e-20,2.7482537230877262e-21
1.9815822087912408e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44643397273524654,0.11293094724256332,0.022682312950936062,4.733998598686065e-12,1.859232348954622e-08,1.774434302388394e-05,2.247903388857299e-06,1.7790350052262546e-08,7.458987098270851e-19,0.00017453001263209594,4.0673916385031004e-17,0.00013705755021620338,6.004593527504509e-13,1.4340637646906779e-10,5.079313409269011e-14,3.8208696063160786e-16,4.459992204378426e-07,8.443529970881847e-12,0.005555824434372861,0.0002753765491681833,3.5431349375239134e-05,2.6241980076553525e-09,9.84572669252644e-10,3.3354974699687905e-09,1.8118245829958789e-12,2.2772367513503657e-08,6.35265568448435e-06,2.748376936186317e-10,2.89471085366202e-07,1.3279848734592775e-11,5.451675053399628e-10,8.999158060501195e-13,7.014954240790626e-12,4.154110510988657e-07,6.3193050277149956e-15,9.81603725208841e-16,1.3842881969616317e-13,4.310071173686762e-11,2.4019851869109068e-18,2.780815753042993e-14,4.958468579277701e-20,2.762707592307994e-21
1.9835454489930452e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44643082146147356,0.11292792044080577,0.022682176494041074,4.75516322791053e-12,1.8646183055809164e-08,1.7787690197473065e-05,2.2555530068103484e-06,1.7842475860737333e-08,7.501352700105472e-19,0.0001747020303073434,4.087688343457594e-17,0.00013716432337526792,6.022823465825041e-13,1.439559969060858e-10,5.101131771514338e-14,3.837806980942984e-16,4.4681517774706734e-07,8.477537334672296e-12,0.005558663191419387,0.00027564020243977996,3.547117852401307e-05,2.6296785201557478e-09,9.855374358093864e-10,3.3385548533796033e-09,1.8142330479660513e-12,2.282758244112068e-08,6.360867379764985e-06,2.7549682291627905e-10,2.902285892017038e-07,1.3333416235590701e-11,5.457010738980302e-10,9.025109802927193e-13,7.0387834994234854e-12,4.1614344667059813e-07,6.341625945270955e-15,9.859150695117187e-16,1.3910766397035182e-13,4.32325184717927e-11,2.411642502788652e-18,2.790171168482468e-14,4.9845187581276954e-20,2.777221174005561e-21
1.9855086891948496e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464276736325914,0.11292489701621451,0.02268204003924576,4.77639900512214e-12,1.8700144055511765e-08,1.7831102468294144e-05,2.2632198352218733e-06,1.7894701705284703e-08,7.543908284870702e-19,0.00017487404522775792,4.1080658460818123e-17,0.00013727104999493114,6.04109047439334e-13,1.4450715937239234e-10,5.1230180297264094e-14,3.85480121637486e-16,4.476317594174593e-07,8.511647607694955e-12,0.005561498559376971,0.00027590383308464373,3.5510975962380326e-05,2.6351621655964376e-09,9.865021752379153e-10,3.341612179768641e-09,1.8166432373893796e-12,2.2882833743238748e-08,6.3690763022629685e-06,2.761566893301625e-10,2.9098736054157147e-07,1.338714608342258e-11,5.462346304786523e-10,9.051109323073995e-13,7.062666217647714e-12,4.1687632781365654e-07,6.363992504759911e-15,9.902405142789127e-16,1.3978914115488485e-13,4.3364589746724127e-11,2.42132897588887e-18,2.7995466887517497e-14,5.0106764317707147e-20,2.791794642112321e-21
1.987471929396654e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446424529244632,0.11292187696476812,0.022681903586548265,4.797706083040998e-12,1.8754206571532774e-08,1.7874579839497023e-05,2.270903889020734e-06,1.7947027674924697e-08,7.586654450737517e-19,0.00017504605739033846,4.1285243860604025e-17,0.0001373777300950613,6.059394590990817e-13,1.450598665788062e-10,5.144972303422806e-14,3.871852437696344e-16,4.4844896514184416e-07,8.545860997922327e-12,0.005564330542270162,0.00027616744109216715,3.555074165947727e-05,2.6406489341785107e-09,9.874668875217658e-10,3.3446694490808555e-09,1.819055150953969e-12,2.2938121231868882e-08,6.377282436888951e-06,2.7681729213345065e-10,2.9174739979492575e-07,1.3441038606686401e-11,5.46768175080218e-10,9.077156654880594e-13,7.086602441469582e-12,4.1760969415173017e-07,6.386404704736062e-15,9.945800880977288e-16,1.4047325873339067e-13,4.349692580899894e-11,2.431044664958844e-18,2.8089423263337307e-14,5.0369419127844423e-20,2.806428170629124e-21
1.9894351695984585e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464213882936313,0.11291886028245003,0.022681767135946728,4.81908461448156e-12,1.8808370686697307e-08,1.791812231405182e-05,2.2786051831052637e-06,1.7999453858656145e-08,7.629591796779728e-19,0.00017521806679208308,4.149064203542293e-17,0.00013748436369550327,6.077735853396029e-13,1.4561412123789854e-10,5.166994712094544e-14,3.8889607700926505e-16,4.492667946131456e-07,8.58017771353468e-12,0.00556715914411873,0.00027643102645176867,3.5590475584832065e-05,2.6461388159534286e-09,9.884315726444698e-10,3.3477266612612527e-09,1.821468788347647e-12,2.2993444717195557e-08,6.385485768585863e-06,2.7747863059773524e-10,2.925087073669722e-07,1.349509413430902e-11,5.473017077010996e-10,9.10325183259998e-13,7.110592216800422e-12,4.183435453087047e-07,6.40886253841497e-15,9.989338195669281e-16,1.4116002420282e-13,4.362952690589698e-11,2.4407896288033303e-18,2.818358093662322e-14,5.063315514191765e-20,2.8211219339842666e-21
1.991398409800263e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44641825077562985,0.11291584696524842,0.022681630687439308,4.84053475235227e-12,1.8862636483776817e-08,1.7961729894749383e-05,2.286323732343232e-06,1.805198034545671e-08,7.672720922971328e-19,0.00017539007342998872,4.169685539141087e-17,0.00013759095081607785,6.096114299384663e-13,1.46169926063991e-10,5.1890853752056106e-14,3.906126338849327e-16,4.5008524752438507e-07,8.614597962920075e-12,0.005569984368937663,0.00027669458915289223,3.563017770835438e-05,2.6516318010321837e-09,9.893962305895532e-10,3.3507838162547747e-09,1.8238841408959763e-12,2.3048804016632472e-08,6.393686282319898e-06,2.781407039966284e-10,2.932712836590045e-07,1.3549312995546116e-11,5.478352283396529e-10,9.129394890575e-13,7.1346355894565405e-12,4.190778809086616e-07,6.431365996380171e-15,1.0033017372991797e-15,1.4184944507345485e-13,4.376239328464082e-11,2.450563926285443e-18,2.8277940031235013e-14,5.0897975494734983e-20,2.8358761069187952e-21
1.9933616500020673e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464151166866726,0.1129128370091562,0.022681494241024145,4.8620566496551906e-12,1.8917004045489194e-08,1.8005402584201782e-05,2.2940595515718193e-06,1.810460722428285e-08,7.716042430186644e-19,0.00017556207730105156,4.190388633935455e-17,0.0001376974914765824,6.114529966729535e-13,1.4672728377315438e-10,5.2112444121924865e-14,3.9233492693520296e-16,4.5090432356868183e-07,8.649121954674303e-12,0.0055728062207371755,0.00027695812918500693,3.5669848000346037e-05,2.6571278797163705e-09,9.903608613405365e-10,3.3538409140063382e-09,1.8263012081210443e-12,2.3104198942941118e-08,6.401883963092419e-06,2.788035115993256e-10,2.9403512906840814e-07,1.3603695519982167e-11,5.483687369942159e-10,9.15558586270076e-13,7.158732605159117e-12,4.1981270057587827e-07,6.453915077636606e-15,1.0076838699160395e-15,1.4254152886891652e-13,4.3895525192395696e-11,2.460367616328087e-18,2.837250067057102e-14,5.1163883325787865e-20,2.8506908641637637e-21
1.9953248902038717e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44641198602280857,0.11290983041017118,0.0226813577966994,4.883650459485615e-12,1.8971473454498626e-08,1.804914038484277e-05,2.3018126555975805e-06,1.815733458406983e-08,7.759556920199303e-19,0.00017573407840226654,4.2111737294695785e-17,0.00013780398569679088,6.13298289320057e-13,1.4728619708320688e-10,5.233471942463653e-14,3.940629687086264e-16,4.517240224392522e-07,8.683749897600872e-12,0.00557562470352272,0.00027722164653760836,3.5709486431498915e-05,2.6626270420889114e-09,9.913254648809347e-10,3.356897954460942e-09,1.8287199904151467e-12,2.3159629305524266e-08,6.4100787959386956e-06,2.794670526726305e-10,2.948002439886645e-07,1.3658242037530389e-11,5.489022336631109e-10,9.18182478308162e-13,7.182883309534097e-12,4.205480039348274e-07,6.476509774274524e-15,1.0120802460495601e-15,1.4323628312617516e-13,4.402892287626964e-11,2.470200757911268e-18,2.846726297753852e-14,5.143088177901357e-20,2.865566380930813e-21
1.997288130405676e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464088587800911,0.11290682716429579,0.022681221354463228,4.905316335031759e-12,1.902604479341563e-08,1.809294329892828e-05,2.3095830591964193e-06,1.8210162513731737e-08,7.803264995680322e-19,0.000175906076730628,4.232041067753462e-17,0.00013791043349645378,6.151473116564798e-13,1.4784666871371253e-10,5.255768085399211e-14,3.9579677176371966e-16,4.5254434382941025e-07,8.718482000710993e-12,0.00557843982129498,0.00027748514120021683,3.574909297288266e-05,2.668129278396159e-09,9.922900411942588e-10,3.3599549375635307e-09,1.831140480635851e-12,2.3215094921575387e-08,6.418270765916798e-06,2.8013132648503586e-10,2.9556662880935395e-07,1.3712952878432722e-11,5.494357183446419e-10,9.208111685869788e-13,7.207087748112129e-12,4.212837906101775e-07,6.4991500791562256e-15,1.0164908943451805e-15,1.4393371539555656e-13,4.416258658331333e-11,2.4800634100739576e-18,2.856222707455968e-14,5.169897400292867e-20,2.8805028326336127e-21
1.9992513706074806e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44640573495457825,0.11290382726753723,0.022681084914313775,4.927054429574397e-12,1.9080718144797063e-08,1.8136811328536795e-05,2.317370777113551e-06,1.826309110216142e-08,7.847167260197547e-19,0.000176078072283129,4.252990891263351e-17,0.00013801683489529846,6.17000067458634e-13,1.4840870138597992e-10,5.278132960350396e-14,3.9753634866894115e-16,4.533652874325676e-07,8.753318473223542e-12,0.005581251578049886,0.0002777486131623789,3.5788667595955985e-05,2.673634578879289e-09,9.932545902640133e-10,3.3630118632590134e-09,1.833562676933257e-12,2.3270595603759665e-08,6.426459858119924e-06,2.8079633230188006e-10,2.9633428391615934e-07,1.376782837325978e-11,5.499691910370979e-10,9.234446605083246e-13,7.231345966328455e-12,4.22020060226792e-07,6.5218359864581915e-15,1.020915843458068e-15,1.4463383324075085e-13,4.429651656052017e-11,2.489955631913639e-18,2.865739308359844e-14,5.196816315062642e-20,2.895500394903733e-21
2.001214610809285e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44640261454233193,0.11290083071590758,0.022680948476249213,4.948864896486466e-12,1.913549359114607e-08,1.8180744475569946e-05,2.3251758240634798e-06,1.8316120438230523e-08,7.891264318214165e-19,0.00017625006505676176,4.274023442942153e-17,0.00013812318991302897,6.188565605026395e-13,1.4897229782306022e-10,5.300566686639086e-14,3.9928171200266643e-16,4.541868529422327e-07,8.788259524565042e-12,0.005584059977778619,0.0002780120624136666,3.582821027256061e-05,2.679142933781331e-09,9.942191120736978e-10,3.366068731492351e-09,1.8359865767922764e-12,2.3326131165117802e-08,6.4346460576715394e-06,2.814620693868841e-10,2.971032096908709e-07,1.3822868852910825e-11,5.505026517387492e-10,9.26082957470982e-13,7.255658009522804e-12,4.227568124097295e-07,6.544567489355499e-15,1.0253551220540467e-15,1.453366442388218e-13,4.4430713054826235e-11,2.4998774825861e-18,2.875276112613089e-14,5.223845237973331e-20,2.9105592436511867e-21
2.0031778510110894e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463994975394186,0.11289783750542351,0.022680812040267704,4.970747889232694e-12,1.919037121491209e-08,1.8224742741752962e-05,2.332998214729961e-06,1.83692506107895e-08,7.9355567750873105e-19,0.00017642205504851764,4.2951389661998416e-17,0.00013822949856932633,6.207167945643225e-13,1.4953746074974574e-10,5.323069383557334e-14,4.0103287435316355e-16,4.5500904005201143e-07,8.82330536436964e-12,0.005586865024467613,0.0002782754889436779,3.586772097491949e-05,2.6846543333848684e-09,9.951836066068071e-10,3.369125542208476e-09,1.838412176777624e-12,2.3381701419736666e-08,6.442829349724742e-06,2.821285370028207e-10,2.9787340651138934e-07,1.3878074648613702e-11,5.510361004478508e-10,9.287260628745977e-13,7.280023922939323e-12,4.234940467842433e-07,6.5673445809633734e-15,1.0298087588101647e-15,1.4604215598021523e-13,4.4565176313110326e-11,2.5098290213056212e-18,2.884833132315508e-14,5.250984485241551e-20,2.925679555033146e-21
