Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CH3X(55),C2H4X(215)
2.0834793586532897e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522969381375208,0.11865974490591732,0.022821419027569886,0.0,1.7513485147971562e-19,1.6225960688515466e-11,3.6131936239529744e-16,2.1652640432600446e-17,6.650032295857882e-36,1.8388996658379826e-07,1.6528341918621035e-33,1.838288972096587e-07,2.5070497873484835e-23,1.5606742736160462e-25,6.942376135918113e-28,6.875870043654115e-29,1.4055802166306757e-18,1.0187220180362969e-22,1.003604137506578e-05,2.9732945701705826e-07,4.099690126105884e-09,3.50018614863603e-15,7.539399650737698e-13,2.3171882011365327e-10,1.0619653702444014e-13,6.788764468397731e-13,9.589690719035015e-10,3.656001337225531e-17,1.287876758150671e-15,4.776413421539934e-22,5.799533289742486e-22,2.9879234736306283e-20,9.443631871218833e-26,4.790461642812668e-13,1.2339606725637912e-26
2.1023264878461926e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522968446655154,0.11865965250356887,0.02282141768277679,0.0,1.7868836942252085e-19,1.6520679973579938e-11,3.726291729340152e-16,2.224491933788702e-17,7.00076888662745e-36,1.855534478232462e-07,1.7441048345315022e-33,1.8549131271610854e-07,2.5981879056894553e-23,1.592398876374792e-25,7.23840236348418e-28,7.161186846281943e-29,1.4321475541249595e-18,1.0389922043730418e-22,1.0126769388461384e-05,3.000190248286512e-07,4.143269622164104e-09,3.5354039792467304e-15,7.631005757579549e-13,2.3180829539663947e-10,1.0623818274134729e-13,6.791469212458346e-13,9.697186920045142e-10,3.7328713682376524e-17,1.3230960257502644e-15,4.830019689921508e-22,6.012514256528618e-22,3.0202449261000407e-20,9.746321680838038e-26,4.842929740594889e-13,1.2617556885184332e-26
2.1211736170390955e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522967511945302,0.11865956010225659,0.02282141633798433,0.0,1.8228019818927601e-19,1.6818050243191315e-11,3.8417553152435195e-16,2.2847903403657182e-17,7.366399274772801e-36,1.8721692912519555e-07,1.839529698209013e-33,1.8715371929243862e-07,2.6917757047319914e-23,1.6244566963348596e-25,7.544047070499055e-28,7.45538877126865e-29,1.458981160713519e-18,1.059409388749512e-22,1.0217496364238513e-05,3.0270859136979813e-07,4.1868664313113034e-09,3.570685307873053e-15,7.722700053234013e-13,2.3189503844062447e-10,1.0627919260170899e-13,6.794086968667649e-13,9.804724052673686e-10,3.8105509650912896e-17,1.3589508318609495e-15,4.883548738132386e-22,6.230941613893842e-22,3.05262571244937e-20,1.005548024455667e-25,4.895406965955756e-13,1.2898605709514646e-26
2.1400207462319983e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229665772456557,0.1186594677019805,0.02282141499319249,0.0,1.8591040889016098e-19,1.7118071469369104e-11,3.959609156437022e-16,2.346168857680212e-17,7.747404696183738e-36,1.8888041048901686e-07,1.939258215042026e-33,1.8881611693874696e-07,2.7878561313685836e-23,1.6568482678864083e-25,7.859526529684474e-28,7.75866068237828e-29,1.4860815168766342e-18,1.079971983736021e-22,1.0308222302409032e-05,3.0539815664050927e-07,4.2304801846318425e-09,3.606030133316333e-15,7.814479797600689e-13,2.3197917400438386e-10,1.0631576685080807e-13,6.796667847148878e-13,9.91230086663069e-10,3.8890400443920077e-17,1.395446833499076e-15,4.937000882306984e-22,6.45489149927789e-22,3.085065836906715e-20,1.037117681579991e-25,4.947892864680807e-13,1.3182748713356415e-26
2.1588678754249012e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229656425562187,0.1186593753027406,0.022821413648401283,0.0,1.8957907264314644e-19,1.742074362408445e-11,4.0798780251463293e-16,2.408637080465759e-17,8.144277115743404e-36,1.9054389191411334e-07,2.0434437878895e-33,1.9047850565513078e-07,2.886472486256016e-23,1.6895741332186578e-25,8.185059760118647e-28,8.071189368906856e-29,1.513449103146082e-18,1.1006784252006068e-22,1.0398947202984812e-05,3.080877206407947e-07,4.274110523288314e-09,3.641438458856363e-15,7.906342335711623e-13,2.3206082114945148e-10,1.063526741517303e-13,6.799159439849885e-13,1.0019916185001428e-09,3.9683385287617785e-17,1.4325896870198937e-15,4.990376470649354e-22,6.684440132602218e-22,3.1175653039932743e-20,1.0693480660063147e-25,5.000387005111179e-13,1.3469981426299084e-26
2.174669446621852e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522964858913618,0.11865929783533942,0.02282141252091896,0.0,1.9268459357492303e-19,1.7676549139138948e-11,4.1825915691420547e-16,2.4618576923400127e-17,8.4896123505403e-36,1.919385669750547e-07,2.134343321350566e-33,1.9187225765234424e-07,2.9711393372450875e-23,1.7172697683816952e-25,8.46589894346675e-28,8.340487147168611e-29,1.5366005838267429e-18,1.1181485915645823e-22,1.047501082468307e-05,3.103426698243898e-07,4.310703052585038e-09,3.671174010635392e-15,7.983422488954897e-13,2.3212743998052501e-10,1.0638469412175502e-13,6.801171938111196e-13,1.0110170506073706e-09,4.0354466893189674e-17,1.4642331588917703e-15,5.035068206595156e-22,6.881265790908536e-22,3.144858831932164e-20,1.0968845105392822e-25,5.044404528907927e-13,1.3713177331666162e-26
2.1904710178188028e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522964075278197,0.1186592203686666,0.022821411393437085,0.0,1.958172361071805e-19,1.7934218027117425e-11,4.2870347088484113e-16,2.5158566864641558e-17,8.84675648801127e-36,1.9333324207835148e-07,2.228581455417644e-33,1.9326600337259832e-07,3.057645357695214e-23,1.7452011020941394e-25,8.754093236296776e-28,8.616536640211768e-29,1.5599405287786116e-18,1.1357178938127553e-22,1.055107371704347e-05,3.1259761811498146e-07,4.347306812379917e-09,3.7009542162557005e-15,8.060557557511522e-13,2.3219245376904195e-10,1.0641462633322617e-13,6.803153859933509e-13,1.020045045349594e-09,4.1031237140813446e-17,1.4963386286312049e-15,5.079706612852288e-22,7.082125597728003e-22,3.1721940795557946e-20,1.1248943558251342e-25,5.088427326491333e-13,1.3958539342574172e-26
2.2062725890157536e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229632916499574,0.1186591429027221,0.022821410265955647,0.0,1.9897704216583336e-19,1.8193750271696355e-11,4.3932220398436767e-16,2.5706397174537842e-17,9.21601729742713e-36,1.9472791722369985e-07,2.3262552539340634e-33,1.9465974281594905e-07,3.146016639841443e-23,1.7733684661460918e-25,9.04977620775993e-28,8.89945105899013e-29,1.5834692212955257e-18,1.1533854490644535e-22,1.0627135880073008e-05,3.1485256551257593e-07,4.383921618824953e-09,3.730779072883349e-15,8.137746107350287e-13,2.3225592417573623e-10,1.0644239696735929e-13,6.805108996907496e-13,1.0290755412255503e-09,4.1713695662288134e-17,1.5289094286754366e-15,5.124292000949619e-22,7.287064596888885e-22,3.199571050148852e-20,1.1533816889506018e-25,5.132455176894048e-13,1.4206064863510282e-26
2.2220741602127043e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522962508028902,0.11865906543750594,0.02282140913847465,0.0,2.0216405368143429e-19,1.8455145856529952e-11,4.501168156775933e-16,2.626212439941867e-17,9.597708102284076e-36,1.9612259241080914e-07,2.4274638728656663e-33,1.960534759824523e-07,3.236279449794248e-23,1.8017721958870306e-25,9.353082802602e-28,9.189344565530885e-29,1.6071869446949054e-18,1.1711503861802325e-22,1.0703197313778683e-05,3.171075120171789e-07,4.420547292231448e-09,3.760648587464876e-15,8.214986741747665e-13,2.3231791050482094e-10,1.064716256353314e-13,6.806995842980726e-13,1.0381084799089929e-09,4.2401842126840914e-17,1.5619488911355476e-15,5.168824647482681e-22,7.496127867116013e-22,3.226989747036802e-20,1.1823505984244454e-25,5.176487868330529e-13,1.4455751311664622e-26
2.237875731409655e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229617244150333,0.11865898797301808,0.022821408010994092,0.0,2.053783125890793e-19,1.871840476541579e-11,4.610887653380771e-16,2.682580508578187e-17,9.992147814778321e-36,1.9751726763940153e-07,2.5323085783194913e-33,1.9744720287216346e-07,3.3284602274153976e-23,1.8304126302015964e-25,9.664149343679073e-28,9.48633227289323e-29,1.6310939823111023e-18,1.189011846075049e-22,1.0779258018167487e-05,3.193624576287966e-07,4.457183664718647e-09,3.7905627692214725e-15,8.292278100681513e-13,2.3237846976087934e-10,1.0649983473483185e-13,6.808845224220217e-13,1.0471438042199082e-09,4.309567622818423e-17,1.5954603477965183e-15,5.213304868762857e-22,7.709360521298924e-22,3.2544501734992706e-20,1.2118051750321658e-25,5.220525197955235e-13,1.4707596120278177e-26
2.252097145486911e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229610191686953,0.11865891825560171,0.02282140699626197,0.0,2.0829447678932167e-19,1.895693091209092e-11,4.711163501020226e-16,2.7339964648882382e-17,1.0358312017286248e-35,1.9877247538038286e-07,2.629863095646194e-33,1.9870155170629193e-07,3.4130847819733096e-23,1.8563916863741352e-25,9.950857770491287e-28,9.759782658476178e-29,1.6527724140323702e-18,1.205168986536751e-22,1.0847712028557273e-05,3.213919079157548e-07,4.4901654128231604e-09,3.817523725992348e-15,8.361882597675451e-13,2.3243179830156775e-10,1.0652380790524198e-13,6.810486270969646e-13,1.0552775904749817e-09,4.3724989615530044e-17,1.6260269672907405e-15,5.253292535553618e-22,7.904872045438587e-22,3.2792002390787285e-20,1.2387329216064158e-25,5.260162599412133e-13,1.4936099737589664e-26
2.2663185595641666e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522960313928181,0.11865884853877527,0.022821405981530207,0.0,2.112327759258563e-19,1.919696632631417e-11,4.812898244240806e-16,2.7860653541181336e-17,1.0735306266755213e-35,2.0002768315456433e-07,2.7305234911252503e-33,1.999558954563036e-07,3.499303965983768e-23,1.8825630024007479e-25,1.024406462878538e-27,1.00391586155645e-28,1.674604626412868e-18,1.22140301487325e-22,1.091616544821116e-05,3.2342135747940404e-07,4.523155578973917e-09,3.844520868293273e-15,8.43152616608027e-13,2.324840538921856e-10,1.0654785357963019e-13,6.81209004862494e-13,1.063413226528297e-09,4.435890957408195e-17,1.656981028981621e-15,5.293238291353927e-22,8.103830270598026e-22,3.303984111298224e-20,1.2660603574824036e-25,5.299803463973234e-13,1.5166347713403676e-26
2.2805399736414223e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452295960869349,0.11865877882253874,0.0228214049667988,0.0,2.1419324057952036e-19,1.9438510996314965e-11,4.916102520327688e-16,2.838791298538528e-17,1.1123374919547463e-35,2.0128289096176762e-07,2.8343681065554717e-33,2.0121023412223825e-07,3.587137414174797e-23,1.9089268324060695e-25,1.0543872179976122e-27,1.0324546037228709e-28,1.696590826079341e-18,1.237713329678225e-22,1.0984618277134245e-05,3.254508063197486e-07,4.556154052241289e-09,3.87155420151495e-15,8.501207886386314e-13,2.3253527370510937e-10,1.0657218682502122e-13,6.813654579098333e-13,1.0715506754702045e-09,4.499743593753775e-17,1.6883249610633404e-15,5.333142399372786e-22,8.306268149980085e-22,3.328801792976776e-20,1.2937904679620707e-25,5.339447660676494e-13,1.53983382115794e-26
2.294761387718678e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229589034646234,0.11865870910689214,0.02282140395206775,0.0,2.1717590133453914e-19,1.9681564910382308e-11,5.020786966173242e-16,2.892178420428663e-17,1.1522766164489601e-35,2.0253809880182155e-07,2.941476754882486e-33,2.024645677041356e-07,3.676604874681063e-23,1.935483432642296e-25,1.0850383601709313e-27,1.061603144035919e-28,1.718731219677008e-18,1.2540993375260596e-22,1.1053070515331635e-05,3.274802544367928e-07,4.5891607272214714e-09,3.898623729637244e-15,8.570926860491854e-13,2.3258549364473173e-10,1.0659480610409142e-13,6.815204710486942e-13,1.0796899011834314e-09,4.5640568553742435e-17,1.7200611915164007e-15,5.373005157158175e-22,8.51221865609346e-22,3.353653286970359e-20,1.321926239733829e-25,5.379095063413489e-13,1.563206940931716e-26
2.3089828017959337e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522958198241583,0.11865863939183545,0.02282140293733706,0.0,2.201807887786022e-19,1.992612805678786e-11,5.12696221827734e-16,2.946230842076459e-17,1.193373201910939e-35,2.037933066745617e-07,3.0519307186852133e-33,2.0371889620203503e-07,3.7677262090573674e-23,1.9622330615327774e-25,1.1163702987590589e-27,1.091370196567079e-28,1.7410260138789417e-18,1.2705604527786445e-22,1.1121522162808425e-05,3.295097018305409e-07,4.622175500317589e-09,3.9257294548803204e-15,8.640682211767539e-13,2.3263474834155112e-10,1.0661601208744848e-13,6.81673910725101e-13,1.0878308691311164e-09,4.6288307285310166e-17,1.752192148107623e-15,5.412826875197463e-22,8.721714780829639e-22,3.378538596300543e-20,1.3504706603886819e-25,5.418745550954334e-13,1.5867539495307932e-26
2.3232042158731894e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229574930243693,0.11865856967736864,0.022821401922606725,0.0,2.232079335029252e-19,2.0172200423773652e-11,5.234638912834021e-16,3.000952685777455e-17,1.2356528406695505e-35,2.0504851457983035e-07,3.1658127904455404e-33,2.0497321961597604e-07,3.86052139200591e-23,1.9891759795499689e-25,1.1483935352764285e-27,1.1217645377645997e-28,1.763475415382565e-18,1.287096097825496e-22,1.1189973219569714e-05,3.3153914850099754e-07,4.655198269141882e-09,3.952871383483628e-15,8.710473083896394e-13,2.326830712536513e-10,1.0663903920930628e-13,6.818220575667888e-13,1.0959735465919919e-09,4.694065201807155e-17,1.784720258390265e-15,5.452607846576523e-22,8.934789534147747e-22,3.403457724097655e-20,1.3794267186796948e-25,5.45839900652472e-13,1.6104746672974564e-26
2.337425629950445e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522956787812982,0.11865849996349175,0.022821400907876748,0.0,2.2625736610238355e-19,2.0419781999700592e-11,5.343827685722416e-16,3.056348073834935e-17,1.279141514988565e-35,2.0630372251747603e-07,3.283207269668612e-33,2.0622753794599768e-07,3.9550105113996283e-23,2.0163124492593608e-25,1.181118663344163e-27,1.15279500645424e-28,1.7860796309068204e-18,1.3037057028997002e-22,1.1258423685620607e-05,3.335685944481668e-07,4.688228939681962e-09,3.980049521279632e-15,8.780298640983949e-13,2.3273049465663292e-10,1.0666134361387317e-13,6.81967893949761e-13,1.1041179010948685e-09,4.759760265313347e-17,1.8176479497040086e-15,5.4923483784176665e-22,9.151475944205338e-22,3.4284106735467807e-20,1.4087974048650707e-25,5.498055317848351e-13,1.634368915866053e-26
2.351647044027701e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229560826074244,0.11865843025020475,0.02282139989314713,0.0,2.2932911717611114e-19,2.066887277291813e-11,5.454539172559247e-16,3.1124211285599796e-17,1.3238656488037554e-35,2.0755893048735398e-07,3.404200172683905e-33,2.0748185119213894e-07,4.051213781115052e-23,2.0436427354646845e-25,1.2145563798066338e-27,1.184470511038497e-28,1.808838867203963e-18,1.3203887069253115e-22,1.1326873560966198e-05,3.355980396720531e-07,4.721267419804142e-09,4.0072638705108194e-15,8.850158068961122e-13,2.327770495886552e-10,1.0668230269578247e-13,6.821123654844995e-13,1.1122639015121516e-09,4.8259159108166934e-17,1.850977649150396e-15,5.532048802651881e-22,9.371807058401595e-22,3.4533974480118763e-20,1.4385857105427585e-25,5.537714377328558e-13,1.658436518344558e-26
2.3658684581049566e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229553774076964,0.11865836053750763,0.022821398878417873,0.0,2.3242321732699487e-19,2.0919472731764204e-11,5.566784008768747e-16,3.169175972269932e-17,1.3698520596681936e-35,2.088141384893251e-07,3.528879046512425e-33,2.0873615935443865e-07,4.1491515255918656e-23,2.0711671049418473e-25,1.2487174725448538e-27,1.216800021073862e-28,1.8317533310450305e-18,1.3371445566700377e-22,1.1395322845611588e-05,3.3762748417266075e-07,4.7543136191113105e-09,4.034514435199227e-15,8.9200505722078e-13,2.328227660613075e-10,1.0670301277393733e-13,6.82254299926711e-13,1.1204115181339777e-09,4.892532131158233e-17,1.88471178362173e-15,5.571709465813919e-22,9.595815940253432e-22,3.478418050860072e-20,1.4687946276620837e-25,5.5773760812308e-13,1.6826772993967893e-26
2.3800898721822123e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229546722137975,0.1186582908254004,0.02282139786368897,0.0,2.355396971610097e-19,2.1171581864601644e-11,5.6805728296434335e-16,3.226616727287133e-17,1.4171278791093473e-35,2.1006934652325461e-07,3.65733267269653e-33,2.099904624329357e-07,4.2488441575240034e-23,2.09888582592025e-25,1.283612802241358e-27,1.2497925549250772e-28,1.8548232292248714e-18,1.3539727050011643e-22,1.1463771539561876e-05,3.396569279499943e-07,4.7873674502347685e-09,4.061801221495919e-15,8.989975369889953e-13,2.3286767326108275e-10,1.0672395064509707e-13,6.823931922701422e-13,1.1285607220216195e-09,4.9596089215218845e-17,1.918852779843307e-15,5.611330696617422e-22,9.823535666217768e-22,3.5034724855806625e-20,1.4994271503761134e-25,5.617040328927454e-13,1.7070910847743365e-26
2.394311286259468e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522953967025729,0.11865822111388306,0.022821396848960427,0.0,2.3867858728840944e-19,2.1425200159834344e-11,5.795916270305108e-16,3.2847475159404573e-17,1.4657206788942481e-35,2.1132455458901376e-07,3.789651554408809e-33,2.1124476042766854e-07,4.35031221200945e-23,2.126799168787798e-25,1.3192533308159153e-27,1.2834571987340814e-28,1.878048768564408e-18,1.3708726134052338e-22,1.153221964282216e-05,3.4168637100405787e-07,4.820428830099879e-09,4.089124234033277e-15,9.059931701129853e-13,2.329117992763053e-10,1.0674429676401134e-13,6.825301057935589e-13,1.136711485054266e-09,5.027146278116734e-17,1.953403064308564e-15,5.650912848036884e-22,1.0054999330100072e-21,3.528560755731719e-20,1.5304862739647643e-25,5.656707023910014e-13,1.7316777019339477e-26
2.4085327003367237e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229532618434926,0.11865815140295558,0.022821395834232247,0.0,2.4183991832347735e-19,2.168032760587186e-11,5.912824965775592e-16,3.343572460564383e-17,1.515658433329805e-35,2.125797626864789e-07,3.9259277811548226e-33,2.1249905333867568e-07,4.453576335166218e-23,2.154907405774756e-25,1.355650112380178e-27,1.3178031001695775e-28,1.901430155912346e-18,1.387843751084934e-22,1.1600667155397546e-05,3.437158133348558e-07,4.8534976779557834e-09,4.116483476486002e-15,9.129918822813099e-13,2.3295517122690156e-10,1.0676388265960664e-13,6.826653611760414e-13,1.1448637801637034e-09,5.095144198734646e-17,1.9883650633005026e-15,5.690456286159348e-22,1.0290240041086409e-21,3.5536828649790166e-20,1.5619749946550298e-25,5.696376073293027e-13,1.756436979814891e-26
2.4227541144139794e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522952556667089,0.11865808169261798,0.02282139481950442,0.0,2.450237208847899e-19,2.1936964191126368e-11,6.031309550989827e-16,3.403095683498931e-17,1.5669695461028612e-35,2.1383497081553167e-07,4.06625513400226e-33,2.137533411659954e-07,4.558657290306058e-23,2.183210811095065e-25,1.3928142986940455e-27,1.3528394719242818e-28,1.9249675981450697e-18,1.4048855954532001e-22,1.1669114077293127e-05,3.457452549423927e-07,4.886573915316981e-09,4.143878954056195e-15,9.199936010097555e-13,2.329978152497506e-10,1.067833889803301e-13,6.827982424551112e-13,1.1530175814448457e-09,5.163602682729401e-17,2.023741202879769e-15,5.729961375263363e-22,1.0529290924090679e-21,3.578838817074321e-20,1.5938963098637622e-25,5.736047387855376e-13,1.781368749026012e-26
2.4419596608909932e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522951604359079,0.11865798755206292,0.022821393449148828,0.0,2.493590594418251e-19,2.228593851443426e-11,6.193839007195082e-16,3.484595369287055e-17,1.6384941910704064e-35,2.1553008767521813e-07,4.262361051516256e-33,2.1544720707056303e-07,4.703486127356455e-23,2.221743861437276e-25,1.4442411730168369e-27,1.4012672115523036e-28,1.957002174203674e-18,1.4280113451033486e-22,1.1761548430194206e-05,3.484859471534191e-07,4.931253867627082e-09,4.180933153870762e-15,9.294538351971536e-13,2.33054294140336e-10,1.0680941770786515e-13,6.829742765398117e-13,1.164031364526915e-09,5.256784555329365e-17,2.0721770902406687e-15,5.783251473940636e-22,1.0858227100870066e-21,3.612864812511078e-20,1.6376968764588923e-25,5.789625620463089e-13,1.8153117393900844e-26
2.461165207368007e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229506520617097,0.1186578934125836,0.02282139207879389,0.0,2.537355119604313e-19,2.2637665096539524e-11,6.359288097158016e-16,3.567386218606681e-17,1.7126482249201727e-35,2.1722520459203904e-07,4.4662689825899125e-33,2.1714106370386647e-07,4.851718231673227e-23,2.26063404047511e-25,1.4971160803878086e-27,1.4509941374468259e-28,1.9893222439884025e-18,1.4512638620973085e-22,1.1853981705858722e-05,3.5122663804540894e-07,4.975946982006057e-09,4.21805345973152e-15,9.389192539008743e-13,2.331095511648598e-10,1.0683465972106777e-13,6.83147084918202e-13,1.175047789137304e-09,5.3508063927819013e-17,2.1213786690477167e-15,5.836473243845103e-22,1.119425421704038e-21,3.6469525458863345e-20,1.6822992504120744e-25,5.843207625277067e-13,1.849568597957852e-26
2.4803707538450207e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229496997749813,0.11865779927418005,0.02282139070843961,0.0,2.5815315389007826e-19,2.299214390905774e-11,6.527683013997975e-16,3.6514783845233337e-17,1.7895053032288248e-35,2.1892032156574337e-07,4.678224607949189e-33,2.18834911065999e-07,5.003405729984762e-23,2.299882039392881e-25,1.5514673173959693e-27,1.5020434894109966e-28,2.0219283172718148e-18,1.4746419281723436e-22,1.1946413904299244e-05,3.5396732761837315e-07,5.02065308904681e-09,4.255239884550326e-15,9.483896932218252e-13,2.331636430324347e-10,1.0685948098040108e-13,6.833164472123124e-13,1.1860667988472393e-09,5.445668206975323e-17,2.1713519126342903e-15,5.88962763519064e-22,1.1537453981438188e-21,3.681102027235348e-20,1.7277108267184838e-25,5.896793210914196e-13,1.8841389219901157e-26
2.4995763003220344e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522948747498896,0.11865770513685223,0.022821389338085977,0.0,2.626120606953961e-19,2.334937492365667e-11,6.699049951136687e-16,3.736882020115088e-17,1.869140514589936e-35,2.2061543859609385e-07,4.898479339186392e-33,2.2052874915705364e-07,5.158601122583779e-23,2.3394885552312564e-25,1.6073234975574009e-27,1.554438715595978e-28,2.054820903925244e-18,1.4981443509635208e-22,1.2038845025528325e-05,3.567080158723224e-07,5.065372027536848e-09,4.292492441860512e-15,9.578649944611356e-13,2.332166238110244e-10,1.0688388937132566e-13,6.834825283405396e-13,1.197088339821887e-09,5.541370013991308e-17,2.2221027936219853e-15,5.942715608103885e-22,1.1887908146691283e-21,3.715313266878139e-20,1.7739390044998165e-25,5.950382195680316e-13,1.9190223144294504e-26
2.5187818467990482e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522947795233454,0.11865761100060013,0.022821387967733003,0.0,2.6711230785602373e-19,2.3709358112050845e-11,6.873415102458347e-16,3.82360727847076e-17,1.9516303490504149e-35,2.2231055568286593e-07,5.127290225486026e-33,2.2222257797712293e-07,5.31735727015075e-23,2.3794542904024975e-25,1.6647135418551213e-27,1.608203465469537e-28,2.088000513915184e-18,1.5217699630474877e-22,1.2131275069558522e-05,3.594487028072673e-07,5.110103643686144e-09,4.329811143824743e-15,9.673450037687056e-13,2.33268545148036e-10,1.0690762435443632e-13,6.836458145746959e-13,1.2081123605757295e-09,5.637911834466381e-17,2.273637283944836e-15,5.995738155612543e-22,1.224569850603806e-21,3.749586275370493e-20,1.820991187035558e-25,6.003974406718701e-13,1.9542183838375655e-26
2.537987393276062e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229468429786585,0.11865751686542374,0.02282138659738068,0.0,2.7165397086713516e-19,2.4072093445987627e-11,7.050804662433406e-16,3.9116643126890766e-17,2.0370527371183006e-35,2.2400567282584717e-07,5.364920130464161e-33,2.2391639752629925e-07,5.479727399708257e-23,2.41977995273437e-25,1.723666685213876e-27,1.6633615934076281e-28,2.1214676573067557e-18,1.545517622304664e-22,1.2223704036402397e-05,3.6218938842321873e-07,5.154847790328925e-09,4.367196003684842e-15,9.768295720905503e-13,2.3331945632854143e-10,1.06930921858533e-13,6.838062086355264e-13,1.2191388120547885e-09,5.735293693453473e-17,2.3259613548372037e-15,6.048696284392783e-22,1.2610906892740479e-21,3.783921063507907e-20,1.8688747825910273e-25,6.057569679765938e-13,1.9897267445886607e-26
2.5571929397530757e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522945890734508,0.11865742273132301,0.022821385227029013,0.0,2.762371252398145e-19,2.4437580897257115e-11,7.231244826238936e-16,4.001063275877846e-17,2.125487074523785e-35,2.2570079002483707e-07,5.611637853099203e-33,2.2561020780467463e-07,5.645765107291206e-23,2.460466255409575e-25,1.7842124800525615e-27,1.71993716042647e-28,2.1552228442678366e-18,1.5693862120528654e-22,1.2316131926072507e-05,3.6493007272018724e-07,5.199604327274099e-09,4.404647036136691e-15,9.863185550876987e-13,2.333694043429305e-10,1.0695387140368526e-13,6.839637635592892e-13,1.2301676474784973e-09,5.833515620638437e-17,2.379080976828015e-15,6.101591005988888e-22,1.2983615179291623e-21,3.818317642352472e-20,1.9175972042430238e-25,6.111167858878473e-13,2.0255470169959362e-26
2.5763984862300894e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522944938501008,0.11865732859829799,0.022821383856678003,0.0,2.808618465015927e-19,2.48058204376925e-11,7.414761789932506e-16,4.091814321152736e-17,2.217014253857688e-35,2.2739590727964611e-07,5.8677182845633555e-33,2.2730400881234066e-07,5.815524360480822e-23,2.5015139168757253e-25,1.846380800348094e-27,1.7779544359627568e-28,2.1892665850744753e-18,1.5933746410918467e-22,1.2408558738581412e-05,3.6767075569818374e-07,5.244373121077453e-09,4.4421642550257275e-15,9.958118129972155e-13,2.3341843399519844e-10,1.06976283001967e-13,6.841188542852906e-13,1.2411988221937435e-09,5.932577650022567e-17,2.4330021197348965e-15,6.154423344900101e-22,1.3363905276104218e-21,3.852776023261761e-20,1.9671658697508562e-25,6.164768795999859e-13,2.061678827429284e-26
2.5956040327071032e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522943986278156,0.11865723446634865,0.02282138248632765,0.0,2.8552821019673643e-19,2.5176812039157656e-11,7.601381750571327e-16,4.183927601636307e-17,2.3117166772468474e-35,2.2909102459009557e-07,6.1334424809383316e-33,2.2899780054938886e-07,5.989059497490626e-23,2.5429236607475515e-25,1.9102018422571855e-27,1.8374378976348297e-28,2.2235993901120966e-18,1.6174818435279967e-22,1.2500984473941672e-05,3.704114373572189e-07,5.289154044219305e-09,4.479747673757686e-15,1.0053092104951638e-12,2.3346658799818025e-10,1.0699832379080942e-13,6.842714432137706e-13,1.252232293678166e-09,6.032479819668518e-17,2.487730752665153e-15,6.207194335838248e-22,1.3751859130275559e-21,3.887296217876985e-20,2.0175882012946342e-25,6.218372350587759e-13,2.0981218083444652e-26
