Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
2.203865903623588e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755825461207339,0.11866108514995179,0.022821354039358036,6.9842343174006908e-28,1.4885667602434371e-27,6.767537964054789e-17,2.3967605582083623e-17,1.4139852676436744e-20,9.974375158408438e-41,2.288646428169277e-12,7.0670417338407572e-46,2.2406474615706031e-12,4.2354163107161069e-31,2.8215003218778545e-30,4.8495479445172954e-33,1.7509091250199747e-34,3.8846028964174994e-25,1.8953514813401633e-34,8.8807127700931456e-06,4.2730739246458804e-07,8.5660431599743324e-11,4.0280916828456348e-10,1.2509800728357042e-17,5.93110954999201e-15,6.4821660331306623e-14,7.9223575251131273e-11,4.0371334014942119e-17,4.9647671017760708e-21,1.1789411434692481e-23,3.6454917242402433e-27,1.3828460338211519e-27
2.241370089621201e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755809631955475,0.11866093413820854,0.022821350403635397,7.6472685039882138e-28,1.5762799674023579e-27,6.9815383464722541e-17,2.5804595155815501e-17,1.4661900123517821e-20,1.1243894193756697e-40,2.3280948346270139e-12,7.7417881331419876e-46,2.2787717700949234e-12,4.4783469777067875e-31,2.9472128625466276e-30,5.3287562884687607e-33,1.9198121275661511e-34,4.0193898019667555e-25,2.0417300194377532e-34,9.0317216622792992e-06,4.3457883773177768e-07,8.6286320481164385e-11,4.1217875676705999e-10,1.2733570249963032e-17,5.9747010090502679e-15,6.5297110156116305e-14,8.1408787747355342e-11,4.2656612392987535e-17,5.2107442269743899e-21,1.2794582874660289e-23,3.942899529279457e-27,1.4863262318648482e-27
2.278874275618814e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755793803095102,0.11866078313041949,0.02282134676791675,8.3594252976160952e-28,1.6675665082968314e-27,7.1984654138472582e-17,2.7744510046536332e-17,1.5191480495806219e-20,1.2647516502502668e-40,2.3675526279678447e-12,8.4670335859272715e-46,2.3168958972627794e-12,4.7301454307743537e-31,3.0760318836731367e-30,5.8454034351301777e-33,2.1015342224074857e-34,4.1565333355442727e-25,2.1964203316728307e-34,9.182726600073609e-06,4.4185027502081207e-07,8.6896655392494519e-11,4.2159566505899943e-10,1.2952575299416457e-17,6.0163208986707896e-15,6.5761826911142185e-14,8.3609725161463651e-11,4.502293454306197e-17,5.4644102456974506e-21,1.3863568021547614e-23,4.2582233374371575e-27,1.5953783031469336e-27
2.316378461616427e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755777974626316,0.11866063212658458,0.022821343132202094,9.1233222357352112e-28,1.7624720739612221e-27,7.4183090827639671e-17,2.9790959011748578e-17,1.5728458577180384e-20,1.4196522712855741e-40,2.4070195729880057e-12,9.2455211971905697e-46,2.3550198434887554e-12,4.9909373955530504e-31,3.2079393857618517e-30,6.401642541903178e-33,2.2967863877451813e-34,4.2960364906015952e-25,2.3597225187965152e-34,9.3337275835797025e-06,4.4912170433191868e-07,8.7491827018722976e-11,4.3105871997537198e-10,1.3178495649210561e-17,6.0576318322595929e-15,6.6214306626885772e-14,8.5825996879778835e-11,4.7471310725521361e-17,5.7258684091075828e-21,1.4998995554902507e-23,4.5921477832361582e-27,1.7101822442549117e-27
2.35388264761404e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375576214654924,0.11866048112670369,0.022821339496491427,9.9416604623490091e-28,1.8611208531000056e-27,7.6410597434958415e-17,3.1947594932577891e-17,1.6272700025302858e-20,1.590289740275638e-40,2.4464954403862443e-12,1.0080085746503655e-45,2.3931436091772398e-12,5.2608463157715898e-31,3.3429779969568741e-30,6.999705237657023e-33,2.5063042645227886e-34,4.4379025861249176e-25,2.5319408671989198e-34,9.4847246129012023e-06,4.5639312566520889e-07,8.8072216240340441e-11,4.4056677958920741e-10,1.3398426732110718e-17,6.0982620366449937e-15,6.6655276419312282e-14,8.805722189050091e-11,5.0002726487906201e-17,5.9952215919318675e-21,1.6203538300733016e-23,4.9453667549822541e-27,1.8309195287899286e-27
2.391386833611653e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755746318863955,0.11866033013077669,0.022821335860784744,1.0817225363220776e-27,1.9636488599093919e-27,7.8667082042442592e-17,3.4218113745117344e-17,1.6824071468850503e-20,1.7779356418261277e-40,2.4859800066200067e-12,1.0973654610292889e-45,2.4312671947226786e-12,5.5399933702594722e-31,3.4811989077555581e-30,7.6419026213634423e-33,2.7308484411744003e-34,4.5821347557527734e-25,2.7133837736492523e-34,9.635717688141738e-06,4.6366453902075597e-07,8.8638194372215877e-11,4.5011873135692369e-10,1.3614807951532556e-17,6.13704880417946e-15,6.7086326123652786e-14,9.0303028669889406e-11,5.2618142962116864e-17,6.272572306225901e-21,1.7479912346615338e-23,5.318583079288081e-27,1.9577730496958307e-27
2.428891019609266e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755730491570579,0.11866017913880351,0.022821332225082053,1.1752887173280499e-27,2.0702245812198712e-27,8.0952455404551664e-17,3.6606253373315505e-17,1.7382440590975734e-20,1.9839374683288251e-40,2.5254730537646911e-12,1.1929248658735206e-45,2.4693906005098096e-12,5.8284974925107653e-31,3.6226755919408475e-30,8.3306262381814024e-33,2.9712047316266877e-34,4.728736126004802e-25,2.9043636697123556e-34,9.7867068094049303e-06,4.7093594439858312e-07,8.9190123397393894e-11,4.5971348801822812e-10,1.3831443121876357e-17,6.1758339153887113e-15,6.7505730553289539e-14,9.2563055330926529e-11,5.5318497188596188e-17,6.5580227148658872e-21,1.8830876143487461e-23,5.7125083242975656e-27,2.0909270588774122e-27
2.466395205606879e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755714664669195,0.11866002815078405,0.022821328589383353,1.2751601588505749e-27,2.1808291201395679e-27,8.3266633229932858e-17,3.911579266081716e-17,1.7947676209970925e-20,2.2097215279271053e-40,2.5649743693723735e-12,1.2949983165881184e-45,2.5075138269139161e-12,6.1264753903221037e-31,3.7673378798994762e-30,9.0683490699409246e-33,3.2281844572424434e-34,4.877709709298488e-25,3.1051969458343301e-34,9.9376919767944003e-06,4.7820734179902903e-07,8.972835620177284e-11,4.6934999263415397e-10,1.4061272501733155e-17,6.2130698073156718e-15,6.7915487821260206e-14,9.4836948744291288e-11,5.8104702448626963e-17,6.8516746450924334e-21,2.0259229603742714e-23,6.1278624742277973e-27,2.2305671067758023e-27
2.5001489730047305e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755700420793172,0.11865989226494686,0.022821325317257928,1.3706866781421925e-27,2.2837755821595705e-27,8.5373953821971871e-17,4.1481330084378873e-17,1.8462151686803479e-20,2.4310856424688486e-40,2.6005324516683391e-12,1.3926990888975901e-45,2.5418245776078666e-12,6.4028502557923839e-31,3.9001795493147518e-30,9.7763042784185512e-33,3.4743705840636966e-34,5.0138170154142266e-25,3.2946361621553676e-34,1.0073575246968527e-05,4.8475159263912146e-07,9.0201339972201995e-11,4.7805768798037313e-10,1.4263110127669225e-17,6.2453175910240416e-15,6.8276192356953051e-14,9.6895024309783255e-11,6.0686425728583115e-17,7.1230575837419818e-21,2.1613262722417194e-23,6.5206045417841657e-27,2.3619430680887281e-27
2.533902740402582e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755686177234817,0.11865975638231199,0.022821322045135737,1.4717944768165125e-27,2.3898794137813103e-27,8.7504483070483793e-17,4.395110465781492e-17,1.8981989910310457e-20,2.6708516367100593e-40,2.6360969162111982e-12,1.4961768849260207e-45,2.5761351835588338e-12,6.6870736062431827e-31,4.0354401259090403e-30,1.0527938278327661e-32,3.7353277174205329e-34,5.1518507623085642e-25,3.4925521115741128e-34,1.0209455314664401e-05,4.9129583701818664e-07,9.0663753378899956e-11,4.8679762831457525e-10,1.4472260283112818e-17,6.2770197718199002e-15,6.8628738970339953e-14,9.8963808310985131e-11,6.3339042023428133e-17,7.4012397608861687e-21,2.3034380003328661e-23,6.9318299876793785e-27,2.4988609951725621e-27
2.5676565078004337e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755671933994175,0.11865962050287941,0.022821318773016776,1.5787170160333779e-27,2.4995912757573856e-27,8.9658166166619716e-17,4.6527952036038306e-17,1.9507097936844047e-20,2.9302346093536914e-40,2.6716676189570962e-12,1.6056787747308802e-45,2.6104456450216906e-12,6.9792259741099e-31,4.1734095541412039e-30,1.1325226909513704e-32,4.0117014025176371e-34,5.2918137943858076e-25,3.6991833730809773e-34,1.0345332179957564e-05,4.9784007493577068e-07,9.1115835685169028e-11,4.9556909556128731e-10,1.4649794336812462e-17,6.3087934065415863e-15,6.8972648057756696e-14,1.0104306148727317e-10,6.6063168978700037e-17,7.686294763771894e-21,2.4524705219447492e-23,7.362080159012298e-27,2.6414586239146851e-27
2.6014102751982853e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755657691071322,0.11865948462664903,0.022821315500901045,1.6916935011869892e-27,2.612670963690287e-27,9.1834951242619369e-17,4.9214732168209991e-17,2.0037383741010113e-20,3.2105086778261411e-40,2.7072444191248126e-12,1.7214582328514077e-45,2.6447559622456781e-12,7.2793864856591008e-31,4.313882703791015e-30,1.2170201752361187e-32,4.304154578439221e-34,5.4337071845104104e-25,3.9147709400569454e-34,1.0481205842923542e-05,5.0438430639233224e-07,9.1557820734855353e-11,5.0437138956984093e-10,1.4894497445878624e-17,6.3392433426771922e-15,6.9309650747488417e-14,1.0313254979568485e-10,6.8859409487970139e-17,7.9782959910592395e-21,2.6086387145705128e-23,7.8119012119243414e-27,2.7898744039685135e-27
2.635164042596137e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755643448466305,0.11865934875362075,0.022821312228788544,1.8109689121087292e-27,2.7301892545959638e-27,9.4034787398718737e-17,5.2014328707017549e-17,2.057275624911947e-20,3.5130087648852936e-40,2.742827179120334e-12,1.8437751861464166e-45,2.6790661354745287e-12,7.5876328747852176e-31,4.4575640912430402e-30,1.306495065379623e-32,4.613367728447449e-34,5.5775360142311233e-25,4.1395581775389199e-34,1.0617076303637869e-05,5.1092853138677208e-07,9.1989937077634525e-11,5.132038235399823e-10,1.4994057340384252e-17,6.3701306423636986e-15,6.9637998938707408e-14,1.0523204480724595e-10,7.172835190215206e-17,8.2773166600437006e-21,2.7721599041337185e-23,8.2818440575345766e-27,2.9442474684463151e-27
2.6689178099939885e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337556292061792,0.11865921288379452,0.022821308956679272,1.93679403310035e-27,2.8517131538167803e-27,9.6257627477739386e-17,5.4929648430741164e-17,2.1113125377061434e-20,3.8391323808851113e-40,2.7784157644621869e-12,1.9728960612213679e-45,2.7133761649466041e-12,7.9040414959739632e-31,4.6041082217408619e-30,1.4011618248239977e-32,4.9400390292067591e-34,5.7232988379277387e-25,4.3737907803520073e-34,1.0752943562176073e-05,5.1747274991964639e-07,9.2412408093051422e-11,5.2206572962985461e-10,1.5245353725544726e-17,6.3988098164203665e-15,6.996079157127319e-14,1.0734132281950444e-10,7.467057024596541e-17,8.5834298137935439e-21,2.9432538145029083e-23,8.7724641189037077e-27,3.1047176015332797e-27
2.70267157739184e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755614964210046,0.11865907701717024,0.022821305684573231,2.069425480200451e-27,2.9764187354876231e-27,9.8503424773968854e-17,5.7963620645307312e-17,2.1658402056009454e-20,4.1903415247145858e-40,2.8140100437077935e-12,2.1090938300073255e-45,2.747686050895012e-12,8.2286873409615938e-31,4.7529033746975882e-30,1.5012406467545171e-32,5.2848844960021588e-34,5.8709998715283737e-25,4.6177167293009285e-34,1.0888807618613683e-05,5.2401696199251148e-07,9.2825452112840182e-11,5.3095645173776554e-10,1.5499677156817923e-17,6.4269108734638125e-15,7.027641646569614e-14,1.0946016561039327e-10,7.7686624433435885e-17,8.8967083282227083e-21,3.1221425135150015e-23,9.2843212711802764e-27,3.2714252116083244e-27
2.7330499680499067e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755602146709718,0.11865895473994603,0.022821302739680558,2.1948299998584202e-27,3.0913511149933949e-27,1.0054423399662882e-16,6.0798082374628466e-17,2.2153274237154395e-20,4.529139402372082e-40,2.8460496570836817e-12,2.2379534791526974e-45,2.7785648257243584e-12,8.5279723215442051e-31,4.8886970370503062e-30,1.5961255375775956e-32,5.6113905769501129e-34,6.0055910080843858e-25,4.845744665358572e-34,1.1011082531673947e-05,5.2990674733507482e-07,9.3189308106664079e-11,5.3898220955836316e-10,1.5645462219092202e-17,6.4524367836581912e-15,7.0553694862573536e-14,1.1137512557995284e-10,8.0464654393947766e-17,9.184845476056257e-21,3.2899922810430805e-23,9.7636166780645806e-27,3.4269116366772942e-27
2.7634283587079733e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755589329467028,0.11865883246531528,0.022821299794790501,2.3261555747031936e-27,3.2088454201631258e-27,1.0260357223101867e-16,6.3733209421893853e-17,2.2651986754278313e-20,4.8906542247569751e-40,2.878093686806256e-12,2.3729801414011278e-45,2.8094434846469359e-12,8.8340418836504069e-31,5.0262549245808601e-30,1.6957459051452437e-32,5.9537595884701812e-34,6.1417549583796876e-25,5.0820108240743526e-34,1.1133354851148965e-05,5.3579652744527592e-07,9.3545853325445261e-11,5.470303338490164e-10,1.585376268165857e-17,6.4769195034122135e-15,7.0826071611025335e-14,1.1329750778910514e-10,8.3303322353121321e-17,9.4788983671304893e-21,3.4645026637760278e-23,1.0260985227269908e-26,3.587667810883216e-27
2.79380674936604e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755576512482,0.11865871019327794,0.022821296849903059,2.4636014851491929e-27,3.3306072221810208e-27,1.0468140941324997e-16,6.6771181964954359e-17,2.315447685601275e-20,5.2760927058060427e-40,2.9101420431129511e-12,2.5143865688310002e-45,2.8403220278222188e-12,9.146947926632406e-31,5.1666911922973635e-30,1.8002743508141836e-32,6.3125510692721326e-34,6.2794955912094745e-25,5.326700578692533e-34,1.1255624577093791e-05,5.4168630232114217e-07,9.3895236868505273e-11,5.5510037638269494e-10,1.5960503476189535e-17,6.5017337446009028e-15,7.1092157770988359e-14,1.1522716323962438e-10,8.6203008027373337e-17,9.7789198049026726e-21,3.6458402283538087e-23,1.0776843714361666e-26,3.7537972850267486e-27
2.8241851400241065e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755563695754698,0.11865858792383398,0.022821293905018233,2.6073709001428857e-27,3.4558305431558116e-27,1.0677771789539456e-16,6.991419353093559e-17,2.3660682507223901e-20,5.6867086886738353e-40,2.942194638060233e-12,2.6623899155732226e-45,2.8712004554065369e-12,9.4667414979712875e-31,5.3094420965538726e-30,1.9098873558874271e-32,6.6883366059047929e-34,6.4188117832996716e-25,5.5800006964913138e-34,1.1377891709563486e-05,5.4757607196366851e-07,9.4237604813640379e-11,5.6319190048045409e-10,1.6187361088696361e-17,6.5250606361209479e-15,7.1354077612763307e-14,1.171639456333607e-10,8.9164082479834504e-17,1.0084962499776095e-20,3.8341729485894848e-23,1.1311611437741743e-26,3.9254039518901362e-27
2.854563530682173e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375555087928514,0.11865846565698333,0.022821290960136024,2.7576708826679741e-27,3.5837885231405358e-27,1.0889247011342546e-16,7.3164450842813212e-17,2.4170542390782175e-20,6.1238037261347464e-40,2.9742513855055514e-12,2.8172117483998049e-45,2.9020787675531108e-12,9.7934727986829203e-31,5.4539949656000995e-30,2.0247652939379845e-32,7.0816998676976395e-34,6.5597070414696075e-25,5.842099327174131e-34,1.1500156248613103e-05,5.5346583637412506e-07,9.457310024709946e-11,5.7130447608423646e-10,1.6392578965951983e-17,6.5481000602073363e-15,7.1610629669092197e-14,1.1910771196889011e-10,9.218690817902699e-17,1.0397079070850773e-20,4.029670190925405e-23,1.1865710184611353e-26,4.1025920200320867e-27
2.8849419213402397e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375553806307337,0.11865834339272592,0.02282128801525643,2.9147124004888595e-27,3.7132116715860445e-27,1.110256402784042e-16,7.652417353967977e-17,2.4683995913680009e-20,6.5887280871771656e-40,3.0063122010737745e-12,2.9790780667874771e-45,2.9329569644121095e-12,1.0127191192411872e-30,5.5995038601173628e-30,2.1450924536884595e-32,7.4932366722372211e-34,6.7021824401017739e-25,6.1131859819022265e-34,1.1622418194297696e-05,5.593555955542098e-07,9.4901863319338154e-11,5.7943768317958117e-10,1.6624296411619757e-17,6.5704628507967481e-15,7.1862359298448176e-14,1.2105832202103269e-10,9.5271839128214216e-17,1.0715322049109245e-20,4.232502688360653e-23,1.2439564144423829e-26,4.2854660139144525e-27
2.915320311998306e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755525247119428,0.11865822113106173,0.022821285070379452,3.078710342173719e-27,3.846506586523227e-27,1.1317720303861089e-16,7.9995593766661874e-17,2.5200983216606081e-20,7.0828822484512923e-40,3.0383770021080162e-12,3.1482193325483772e-45,2.9638350461307318e-12,1.0467945218795292e-30,5.7474924751655853e-30,2.2710570726885861e-32,7.9235550812218899e-34,6.8462421007464333e-25,6.3934515025432166e-34,1.1744677546672315e-05,5.6524534950123193e-07,9.5224031326701887e-11,5.8759110884710515e-10,1.6701120256535934e-17,6.5936425911657833e-15,7.2107736932578865e-14,1.2301563860917187e-10,9.8419221026841699e-17,1.1039743882091531e-20,4.4428425022298048e-23,1.3033599888872462e-26,4.4741307654724962e-27
2.945698702656373e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755512431423329,0.11865809887199068,0.022821282125505091,3.2498835318106909e-27,3.9841030804347746e-27,1.1534713561827606e-16,8.3580955792533738e-17,2.5721445182163126e-20,7.6077183232685584e-40,3.0704457076240753e-12,3.3248704973963389e-45,2.9947130128532893e-12,1.0815782606359474e-30,5.8982195589690192e-30,2.4028513683871963e-32,8.3732754888865436e-34,6.9918840103505111e-25,6.6830880328388458e-34,1.1866934305792011e-05,5.711350982144631e-07,9.5539738787106379e-11,5.9576435153372444e-10,1.6918641442581464e-17,6.6152291708114856e-15,7.2349527937013709e-14,1.2497952693820507e-10,1.0162939146771288e-16,1.137039693817722e-20,4.6608629863140666e-23,1.3648246115739804e-26,4.6686913945638776e-27
2.9760770933144395e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755499615985124,0.11865797661551272,0.022821279180633345,3.4284547335386405e-27,4.1253763635079562e-27,1.1753541500521289e-16,8.7282515869097749e-17,2.6245323435243861e-20,8.1647406450379455e-40,3.1025182382940003e-12,3.5092710123559231e-45,3.0255908647212339e-12,1.1170750277830206e-30,6.0512593845952407e-30,2.5406715490562957e-32,8.8430306534112663e-34,7.1391117803074945e-25,6.9822890075737956e-34,1.1989188471711843e-05,5.7702484169497661e-07,9.5849117467333172e-11,6.0395701512216867e-10,1.7127847511250269e-17,6.6364377873651003e-15,7.258650459786985e-14,1.269498553302756e-10,1.0490268000428213e-16,1.1707333508182226e-20,4.8867387732816378e-23,1.428393369640645e-26,4.869253279078311e-27
3.006455483972506e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375548680080484,0.11865785436162778,0.022821276235764215,3.6146510449859157e-27,4.2699690580691663e-27,1.1974201971133736e-16,9.110254308055691e-17,2.6772560419567077e-20,8.7555120490875244e-40,3.1345945165698401e-12,3.7016652860620305e-45,3.0564686018729407e-12,1.1532894283269925e-30,6.2063502342004185e-30,2.6847182255180801e-32,9.3334669658383684e-34,7.2879275895841574e-25,7.2912492539001613e-34,1.2111440044486851e-05,5.8291457994342065e-07,9.615229617747878e-11,6.121687130620358e-10,1.7293153606437082e-17,6.6575793200478552e-15,7.281843218624403e-14,1.2892649497376076e-10,1.0823940750498367e-16,1.2050605801333986e-20,5.1206458689213207e-23,1.4941095786223526e-26,5.0759220656892277e-27
3.036833874630573e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755473985882523,0.11865773211033583,0.022821273290897708,3.8087024887261258e-27,4.4175589968942528e-27,1.219669293952062e-16,9.5043314862159087e-17,2.7303099133198304e-20,9.381635878411376e-40,3.1666744660679107e-12,3.9023010838879747e-45,3.087346224444776e-12,1.1902260095659294e-30,6.3632635754413167e-30,2.8351949939601214e-32,9.8452400572619022e-34,7.4383320829745226e-25,7.6101645142545438e-34,1.223368902417209e-05,5.8880431296023885e-07,9.6449401793725561e-11,6.203990653768815e-10,1.7499738729892134e-17,6.6779694336918967e-15,7.3046169910566824e-14,1.3090931889106242e-10,1.1163988912709779e-16,1.2400265975138618e-20,5.3627611759475581e-23,1.5620167528791259e-26,5.2888037764261932e-27
3.0672122652886393e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755461171218187,0.1186576098616368,0.022821270346033814,4.010843419965923e-27,4.5691269764694189e-27,1.2421012424901672e-16,9.910712082359048e-17,2.7836883394343271e-20,1.0044776168089972e-39,3.1987580121057358e-12,4.1114311441250135e-45,3.1182237325701669e-12,1.2278892341379235e-30,6.5225728917150487e-30,2.9923098779991795e-32,1.0379019252817467e-33,7.5903284789727601e-25,7.9392318709871449e-34,1.2355935410822605e-05,5.9469404074456417e-07,9.6740558366449845e-11,6.2864769931877539e-10,1.763411505669834e-17,6.6985301955028637e-15,7.3268806297926662e-14,1.3289820309296172e-10,1.1510443166312274e-16,1.2756366112516274e-20,5.6132629066440448e-23,1.6321585709147941e-26,5.5080044039696929e-27
3.097590655946706e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755448356811874,0.11865748761553065,0.022821267401172535,4.2213135133816789e-27,4.7243737083854284e-27,1.2647158660189768e-16,1.0329626514160146e-16,2.8373858016469456e-20,1.0746672769168197e-39,3.2308450820448914e-12,4.3293143227509695e-45,3.1491011263790113e-12,1.2662834621957461e-30,6.6840757861704797e-30,3.1562763611252399e-32,1.0935490770135603e-33,7.7439166827890891e-25,8.2786500219833712e-34,1.2478179204493441e-05,6.0058376329671362e-07,9.7025886550735537e-11,6.3691425392479193e-10,1.7839989976713315e-17,6.7181159685041654e-15,7.3487703158404685e-14,1.348930267779053e-10,1.1863333195222486e-16,1.3118958208992414e-20,5.8723308443205143e-23,1.7045788412744399e-26,5.7336299955044386e-27
3.124931207538966e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755436824066815,0.11865737759625197,0.022821264750799621,4.4180583988364378e-27,4.8671439134612139e-27,1.2852250682684259e-16,1.071755696314703e-16,2.885981775542656e-20,1.141298787882786e-39,3.2597263987258012e-12,4.5331096767480804e-45,3.1768906831722397e-12,1.3014668365808936e-30,6.8312233258985984e-30,3.3098831064983712e-32,1.1456291495901479e-33,7.883509362321562e-25,8.5931411757199862e-34,1.258819640184507e-05,6.0588450912043551e-07,9.7277796977777199e-11,6.4436917990785682e-10,1.8018722216834773e-17,6.7354570915923312e-15,7.3680992369090744e-14,1.3669334804895587e-10,1.2186460927722794e-16,1.3450884661270578e-20,6.1129653262211604e-23,1.7717416293293286e-26,5.9422747026106848e-27
3.152271759131226e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337554252915308,0.11865726757907341,0.022821262100428827,4.6219254140131514e-27,5.0126805389538117e-27,1.3058819728992631e-16,1.111599615131693e-16,2.9348278020171869e-20,1.2113471400148561e-39,3.2886104604101043e-12,4.7444011212930791e-45,3.2046801475647731e-12,1.3372489102137857e-30,6.9799789719801172e-30,3.4693750557416108e-32,1.1996550288225776e-33,8.0243949372674896e-25,8.9163242057651967e-34,1.269821149896787e-05,6.1118525070662224e-07,9.7525168055599941e-11,6.5183807643932343e-10,1.8188446751035863e-17,6.7525584764332393e-15,7.3870798713551056e-14,1.384982986645378e-10,1.2514846107327869e-16,1.3788149523028957e-20,6.3608169862330374e-23,1.8408180145593004e-26,6.1562882250663388e-27
3.179612310723486e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755413759203845,0.11865715756399496,0.022821259450060145,4.8330967182411634e-27,5.1612343272422207e-27,1.3266864659124342e-16,1.1525113959594351e-16,2.9839199989109307e-20,1.2849502225598333e-39,3.3174972168469916e-12,4.9633859545924506e-45,3.2324695196466373e-12,1.3736327238933576e-30,7.1304708187617596e-30,3.6349155125961996e-32,1.2556791105585769e-33,8.1665747052758983e-25,9.2483461154948267e-34,1.2808224495901976e-05,6.1648598805510991e-07,9.7768083252587562e-11,6.5932069318450776e-10,1.8347973578133481e-17,6.7694320412347768e-15,7.4057178735820478e-14,1.4030779513591054e-10,1.2848509026386373e-16,1.4130790590472289e-20,6.6160189548162366e-23,1.9118403172570011e-26,6.3757482992447069e-27
3.206952862315746e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755402227085973,0.11865704755101657,0.022821256799693587,5.0517573617754237e-27,5.3129071973925689e-27,1.3476384406949317e-16,1.1945080985236611e-16,3.0332545379225528e-20,1.3622503258339541e-39,3.3463866188077578e-12,5.19026482486863e-45,3.2602587995060966e-12,1.4106212658737156e-30,7.2827401156054668e-30,3.8066707813112701e-32,1.313754717614924e-33,8.3100496983375693e-25,9.58935472578413e-34,1.2918235392687509e-05,6.2178672116587057e-07,9.8006624339352199e-11,6.6681678501950919e-10,1.8516688283552687e-17,6.785934403905249e-15,7.4240358507277743e-14,1.4212175565685418e-10,1.318746947333754e-16,1.4478845620303527e-20,6.8787051423804719e-23,1.9848409751521328e-26,6.6007329354875415e-27
3.234293413908006e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755390695177206,0.11865693754013822,0.022821254149329149,5.2780949965358735e-27,5.4678725439735263e-27,1.3687377955239742e-16,1.2376068448332669e-16,3.0828276391033065e-20,1.4433937812882732e-39,3.3752786179576894e-12,5.4252414007332041e-45,3.2880479872298673e-12,1.4482174780721764e-30,7.4368673837372777e-30,3.9848098740484728e-32,1.3739360091188381e-33,8.4548214283018224e-25,9.9394985753425543e-34,1.3028244189364599e-05,6.270874500388461e-07,9.824087160153676e-11,6.7432611105633955e-10,1.8676526012855028e-17,6.8022057414946261e-15,7.4420250729587745e-14,1.4394009993503277e-10,1.3531746793810338e-16,1.4832352335978593e-20,7.1490101395341902e-23,2.0598525605149032e-26,6.8313203176330832e-27
3.2616339655002664e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755379163477567,0.11865682753135982,0.022821251498966823,5.5122998403906846e-27,5.6260174310553642e-27,1.3899844354480315e-16,1.2818248164847427e-16,3.1326355698689616e-20,1.5285309815144402e-39,3.4041731668221058e-12,5.6685223342890822e-45,3.3158370829031817e-12,1.4864242575128677e-30,7.5927678951153466e-30,4.1695044820947361e-32,1.4362779711957216e-33,8.6008909160054539e-25,1.0298926895799929e-33,1.3138250885973365e-05,6.3238817467423871e-07,9.8470903896227247e-11,6.8184843490640507e-10,1.8847333641955617e-17,6.8181049365139471e-15,7.459707654682172e-14,1.4576274907865782e-10,1.3881359907647038e-16,1.5191348430113437e-20,7.4270691893768139e-23,2.1369077221474908e-26,7.0675886546418594e-27
