Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),HOCO(73),CHO2(74),S(216)
3.0018184723985577e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44421675438575303,0.0837731546952008,0.009147249951318673,1.5407158980296423e-05,0.00039720864948405055,0.05249449202352522,0.026542261080064626,4.599488530064218e-05,1.703044071597109e-10,0.001995284053895274,5.328234190283317e-11,0.0005237599127080921,2.8165660081933376e-09,5.867170249538247e-06,2.528172647823707e-09,1.4381547194432888e-10,1.2554833410583077e-05,1.7768349416735197e-05,0.0060363792495146664,0.0003495072990357438,0.0005346276549839528,2.4431545026280336e-08,4.540628950963809e-09,1.1566187486254158e-08,1.3079944498874635e-10,1.977454353319293e-06,0.00010801147317500431,3.691687076094374e-06,0.0010541576302605202,2.8118762053193373e-05,6.202724095721772e-09,8.24899566773329e-08,4.3368414686020735e-10,6.5930476394245904e-06,1.7882508476225932e-08,1.3252631293694238e-10,2.026771672462427e-06,5.1740009885663916e-11,5.02967224408738e-12,6.152829234848785e-13,3.43585587960226e-14,1.0512328228969622e-19
3.002703024522683e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442182070556024,0.08376643779805629,0.009144753458836263,1.5407285860497376e-05,0.0003972683882894951,0.05250870176336537,0.026549073263074353,4.598713834416076e-05,1.7044132434233958e-10,0.0019951169364536823,5.327588854885369e-11,0.0005237880942150264,2.8164637965464754e-09,5.8654238890234174e-06,2.528957713917046e-09,1.438467752192342e-10,1.2551481809068044e-05,1.777329645682428e-05,0.006035916381375989,0.0003476338508472372,0.0005346966955666655,2.4303657839841128e-08,4.539009507897688e-09,1.1564955547931615e-08,1.3142838635965494e-10,1.9871232304772126e-06,0.00010852596911389987,3.6926065351295813e-06,0.0010544466780528976,2.8126590971718598e-05,6.202224861673071e-09,8.251139802188141e-08,4.33846761226824e-10,6.5915900352348925e-06,1.7885231079167562e-08,1.3254922365007328e-10,2.027350407540692e-06,5.149409611582847e-11,5.031089051311099e-12,6.153210939661274e-13,3.4360690466753725e-14,1.0515341700745992e-19
3.003587576646808e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442196522478937,0.08375972168417761,0.009142257628739136,1.540740430512146e-05,0.00039732805165218954,0.05252291006298072,0.026555880658649347,4.597939283846187e-05,1.705782981108235e-10,0.001994949842842479,5.32694365260682e-11,0.000523816270907771,2.8163616204904256e-09,5.86367762175539e-06,2.5297423721229073e-09,1.438780584386999e-10,1.2548130941829022e-05,1.7778242627120497e-05,0.006035453480392893,0.00034576395732650547,0.0005347657129377016,2.4175985547047904e-08,4.5373906553670456e-09,1.1563724534818098e-08,1.320622173704307e-10,1.996866748079547e-06,0.00010904441470928775,3.6935250708934118e-06,0.0010547356813404721,2.8134418513760867e-05,6.2017255939172315e-09,8.25328232374509e-08,4.3400928240856117e-10,6.5901326405693404e-06,1.7887950048628398e-08,1.3257210634947357e-10,2.027929018835206e-06,5.124853148600179e-11,5.0325055367682555e-12,6.153589224398114e-13,3.436280303848038e-14,1.0518348947304268e-19
3.0044721287709333e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442210898946302,0.08375300635388887,0.009139762460939792,1.5407514327142497e-05,0.0003973876396652282,0.05253711692286297,0.026562683232484657,4.597164878548228e-05,1.707153284328805e-10,0.001994782773155357,5.32629858372211e-11,0.0005238444428007496,2.8162594801597266e-09,5.861931448508552e-06,2.5305266191628707e-09,1.4390932151539464e-10,1.2544780811743777e-05,1.778318792788252e-05,0.006034990545807195,0.0003438976528350259,0.0005348347070255449,2.4048530655748193e-08,4.5357723934145135e-09,1.1562494454498194e-08,1.327009809690092e-10,2.0066855551008312e-06,0.00010956684394592672,3.6944426766315964e-06,0.001055024639959235,2.814224467972947e-05,6.201226291823337e-09,8.255423220357896e-08,4.3417170957290243e-10,6.588675455567594e-06,1.78906653863574e-08,1.325949608773567e-10,2.028507506091955e-06,5.100332119202473e-11,5.033921699688393e-12,6.153964093864786e-13,3.4364896538041546e-14,1.0521349972838052e-19
3.0052658947908124e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44422237350842936,0.08374698091961032,0.00913752394871332,1.5407605897567866e-05,0.00039744104778722454,0.052549864434865146,0.026568783490203328,4.5964700782554174e-05,1.7083834275090982e-10,0.0019946328711284334,5.325719835340399e-11,0.0005238697191942318,2.8161678535380115e-09,5.860364574623254e-06,2.5312300221773117e-09,1.4393735868254517e-10,1.2541775152561034e-05,1.7787624927125213e-05,0.006034575095329155,0.0003422259805349638,0.0005348966000171021,2.3934344263773003e-08,4.5343207247590335e-09,1.156139142398893e-08,1.332784197341109e-10,2.0155612398972467e-06,0.00011003907305565543,3.6952653064879394e-06,0.0010552839031154858,2.8149266435162738e-05,6.200778205900316e-09,8.257342992504655e-08,4.343173852764798e-10,6.587368007513393e-06,1.789309894482123e-08,1.3261544561488722e-10,2.0290265144399724e-06,5.078358406682103e-11,5.035192239353699e-12,6.15429758510399e-13,3.436675895703326e-14,1.0524037695295443e-19
3.005980284208704e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44422352347747984,0.08374155856868272,0.009135509743590627,1.5407682528990303e-05,0.00039748906334051887,0.05256133620504866,0.026574270357853473,4.5958448582633864e-05,1.7094909453228304e-10,0.0019944979758977736,5.32519905399502e-11,0.0005238924646624487,2.816085414350254e-09,5.858954453857198e-06,2.531862797546888e-09,1.4396257815099886e-10,1.2539070570569075e-05,1.7791617628103608e-05,0.006034201165778296,0.00034072399110715633,0.0005349522875861517,2.3831729447406867e-08,4.533014629640581e-09,1.1560399348611213e-08,1.33801566483448e-10,2.0236020355644313e-06,0.00011046686610438932,3.696005024320229e-06,0.0010555172089885786,2.8155585068155087e-05,6.200374904109803e-09,8.259069653025621e-08,4.344484276030527e-10,6.58619144879895e-06,1.7895286649301637e-08,1.3263386227779336e-10,2.0294935362225724e-06,5.058607137109634e-11,5.036335501984782e-12,6.154595382117014e-13,3.436842203818899e-14,1.0526452367965765e-19
3.0066946736265956e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442246684034055,0.0837361367294418,0.00913349597030859,1.5407753690124685e-05,0.00039753702991392756,0.052572807037025465,0.026579754019187607,4.595219733373455e-05,1.7105988314362926e-10,0.001994363096439661,5.324678360148181e-11,0.0005239152070257203,2.816002998705571e-09,5.857544395786582e-06,2.5324952988720328e-09,1.4398778432449939e-10,1.2536366474547401e-05,1.7795609762376745e-05,0.006033827212953502,0.00033922440403342857,0.000535007959840605,2.3729260913908846e-08,4.5317089198159515e-09,1.1559407895219861e-08,1.3432800733859998e-10,2.031693099276248e-06,0.0001108973182363417,3.6967441235431287e-06,0.001055750485432622,2.8161902804313072e-05,6.199971578796698e-09,8.260795232138057e-08,4.345794071267417e-10,6.585015027089017e-06,1.789747198813448e-08,1.3265226028369352e-10,2.0299604766446368e-06,5.038879908849846e-11,5.037478552859203e-12,6.154890960191458e-13,3.4370072727955406e-14,1.0528862990723459e-19
3.007409063044487e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442258082495346,0.08373071540206278,0.009131482628822447,1.540781938814592e-05,0.00039758494755866785,0.05258427693106118,0.026585234455701,4.594594703690465e-05,1.7117070856740869e-10,0.0019942282328048806,5.3241577539482085e-11,0.000523937946291831,2.8159206066768035e-09,5.856134400820848e-06,2.533127524384045e-09,1.440129771555911e-10,1.2533662866055558e-05,1.779960133008311e-05,0.006033453236444573,0.0003377272378427377,0.0005350636167418301,2.362694001651507e-08,4.53040359531113e-09,1.1558417067914578e-08,1.3485776549906984e-10,2.0398347813420143e-06,0.00011133044778370063,3.6974826005504826e-06,0.0010559837323589794,2.8168219643856046e-05,6.199568229621719e-09,8.262519723343182e-08,4.3471032339968225e-10,6.583838742458359e-06,1.789965496230793e-08,1.3267063954751719e-10,2.0304273355682323e-06,5.019177004242417e-11,5.038621391560554e-12,6.155184321999465e-13,3.4371711041256874e-14,1.0531269566034372e-19
3.0081234524623788e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442269429790077,0.0837252945867218,0.009129469719087756,1.5407879630306257e-05,0.0003976328163264514,0.052595745887422954,0.026590711648793258,4.593969769319905e-05,1.7128157078596038e-10,0.001994093385044541,5.3236372355442884e-11,0.000523960682468608,2.8158382383372368e-09,5.854724469369789e-06,2.5337594723050166e-09,1.4403815659649064e-10,1.2530959746662957e-05,1.78035923313618e-05,0.0060330792358389024,0.00033623251115839334,0.0005351192582509923,2.3524768115446355e-08,4.5290986561528775e-09,1.15574268708165e-08,1.3539086428817328e-10,2.0480274339290816e-06,0.00011176627317344427,3.698220451737396e-06,0.001056216949678518,2.817453558700413e-05,6.1991648562440955e-09,8.264243120108478e-08,4.3484117597854627e-10,6.582662594982008e-06,1.790183557282551e-08,1.326889999837614e-10,2.0308941128544984e-06,4.999498705006697e-11,5.039764017670036e-12,6.155475470245218e-13,3.437333699319646e-14,1.0533672096422606e-19
3.0088378418802704e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442280725547786,0.08371987428359598,0.009127457241060365,1.540793442393572e-05,0.00039768063626948667,0.05260721390637953,0.026596185579768974,4.5933449303679096e-05,1.7139246978150182e-10,0.0019939585532100755,5.3231168050864643e-11,0.0005239834155639196,2.8157558937606124e-09,5.853314601843553e-06,2.5343911408478863e-09,1.4406332259908546e-10,1.2528257117948885e-05,1.780758276635255e-05,0.006032705210721468,0.0003347402426975061,0.0005351748843290182,2.3422746578091287e-08,4.527794102368806e-09,1.1556437308068197e-08,1.35927327158437e-10,2.056271411092894e-06,0.00011220481292677142,3.6989576734713723e-06,0.0010564501373016102,2.8180850633978164e-05,6.1987614583218214e-09,8.265965415867871e-08,4.349719644202243e-10,6.581486584735278e-06,1.7904013820706336e-08,1.3270734150650534e-10,2.031360808363651e-06,4.979845292050186e-11,5.040906430766429e-12,6.155764407664997e-13,3.437495059905617e-14,1.0536070584469971e-19
3.009552231298162e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44422919693961554,0.08371445449286344,0.00912544519469643,1.5407983776442528e-05,0.0003977284074404817,0.05261868098820108,0.02660165622983825,4.5927201869412655e-05,1.715034055361279e-10,0.001993823737353243,5.322596462725658e-11,0.0005240061455856777,2.8156735730211196e-09,5.851904798652659e-06,2.5350225282164895e-09,1.440884751149335e-10,1.2525554981502553e-05,1.78115726351954e-05,0.006032331160674846,0.0003332504512703747,0.0005352304949366482,2.3320876778901502e-08,4.5264899339872956e-09,1.1555448383839035e-08,1.3646717769066514e-10,2.064567068713825e-06,0.0001126460856585632,3.699694262116039e-06,0.0010566832951381386,2.8187164785000044e-05,6.19835803551116e-09,8.267686604021844e-08,4.3510268826971545e-10,6.580310711793755e-06,1.7906189706985128e-08,1.3272566402940055e-10,2.0318274219549776e-06,4.960217053983062e-11,5.042048630426383e-12,6.156051137027369e-13,3.4376551874299025e-14,1.0538465032818624e-19
3.010195181774264e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423020441679945,0.08370957711944826,0.009123634722005164,1.5408023547724984e-05,0.0003977713598382507,0.05262900056081463,0.026606576994120106,4.59215799962025e-05,1.7160327912941147e-10,0.001993702416786016,5.322128230049319e-11,0.0005240265999839442,2.8155995047980065e-09,5.8506360311271535e-06,2.5355905349524176e-09,1.441111008077239e-10,1.2523123480911272e-05,1.7815163033213697e-05,0.006031994493971491,0.0003319117724711169,0.0005352805312237196,2.322932483726701e-08,4.525316511987225e-09,1.1554558901429353e-08,1.3695595920811273e-10,2.072077642972865e-06,0.00011304558327395198,3.7003566476018492e-06,0.001056893111648624,2.8192846755064662e-05,6.197994933416773e-09,8.2692347208766e-08,4.352202841368511e-10,6.579252543605036e-06,1.790814598633425e-08,1.3274213798342827e-10,2.0322473040303825e-06,4.942573401744749e-11,5.0430764272803575e-12,6.156307307878875e-13,3.4377982492266735e-14,1.0540616584621431e-19
3.0108381322503663e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423120763161905,0.0837047001613478,0.009121824598894514,1.5408058923273964e-05,0.00039781427281290044,0.052639319374768165,0.02661149507174234,4.591595889840574e-05,1.7170318246972495e-10,0.001993581109241057,5.321660068965772e-11,0.0005240470519049011,2.8155254559981558e-09,5.849367316345874e-06,2.5361583111528687e-09,1.4413371550096178e-10,1.2520692381524761e-05,1.781875297286914e-05,0.006031657806427748,0.0003305751292231571,0.0005353305549188732,2.3137897934163146e-08,4.5241434022087285e-09,1.1553669942681593e-08,1.3744752129594972e-10,2.079630630192146e-06,0.00011344732345619056,3.701018514671329e-06,0.0010571029038922146,2.819852799975112e-05,6.197631810630961e-09,8.270781930340997e-08,4.353378269975831e-10,6.578194486750482e-06,1.791010035441345e-08,1.327585964137636e-10,2.0326671195337352e-06,4.924950580366853e-11,5.044104050593908e-12,6.156561694536986e-13,3.437940314663514e-14,1.0542764868464931e-19
3.0114810827264685e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423220655655177,0.08369982361869374,0.009120014825333162,1.540808990865414e-05,0.0003978571464039034,0.05264963743026187,0.02661641044881344,4.591033857681455e-05,1.7180311554375934e-10,0.0019934598147567837,5.321191979586866e-11,0.0005240675013544045,2.8154514266766027e-09,5.848098654608859e-06,2.536725855489767e-09,1.441563191586431e-10,1.251826168452228e-05,1.782234245426491e-05,0.0060313210977343285,0.00032924053543020783,0.0005353805659930579,2.3046597086026236e-08,4.522970604674187e-09,1.1552781510682509e-08,1.3794188140538058e-10,2.087226293609945e-06,0.00011385131996759211,3.7016798606510976e-06,0.0010573126718022008,2.8204208519222915e-05,6.197268666900246e-09,8.272328227535543e-08,4.3545531651611787e-10,6.5771365412857775e-06,1.7912052812010264e-08,1.327750392565958e-10,2.033086868360528e-06,4.907348803859733e-11,5.045131500053657e-12,6.156814299087803e-13,3.4380813849055574e-14,1.0544909886399212e-19
3.0120597381549606e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442331018982952,0.08369543508562122,0.009118386327966873,1.5408114046543313e-05,0.0003978956989956808,0.0526589230318894,0.026620831967676253,4.5905280951696554e-05,1.7189308072165585e-10,0.0019933506609197496,5.320770760546235e-11,0.000524085903750726,2.815384816986877e-09,5.846956904646576e-06,2.5372364460472892e-09,1.4417665298522191e-10,1.2516074402238368e-05,1.7825572595794634e-05,0.006031018041570393,0.000328041164839925,0.0005354255651447924,2.2964534943277395e-08,4.521915353880579e-09,1.1551982374815316e-08,1.3838921229726773e-10,2.0940990973434206e-06,0.00011421685741206537,3.7022746243008995e-06,0.0010575014420605676,2.820932036682456e-05,6.196941819424464e-09,8.273719110969843e-08,4.355610112027878e-10,6.576184485652043e-06,1.7913808391044383e-08,1.3278982443486944e-10,2.033464585209318e-06,4.891525374349789e-11,5.046056055662164e-12,6.157040121223452e-13,3.438207498204588e-14,1.0546837611914019e-19
3.012638393583453e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444233993722611,0.08369104688926438,0.009116758113687768,1.5408134637076006e-05,0.00039793421974819427,0.05266820801947494,0.02662525127758009,4.590022395653402e-05,1.7198306996320208e-10,0.001993241517721477,5.320349599759801e-11,0.0005241043041542436,2.815318223159939e-09,5.8458151981124685e-06,2.5377468467385336e-09,1.4419697781710399e-10,1.251388744771504e-05,1.7828802366293743e-05,0.006030714967795752,0.00032684347583763915,0.0005354705540285326,2.2882576479178186e-08,4.520860356040216e-09,1.1551183670393835e-08,1.3883883661932557e-10,2.1010068765523966e-06,0.00011458424379579449,3.7028689617494045e-06,0.0010576901925053487,2.821443162725502e-05,6.19661495459143e-09,8.275109247908886e-08,4.3566666217623637e-10,6.575232520330202e-06,1.7915562423823525e-08,1.3280459688846734e-10,2.03384224788791e-06,4.8757193169607856e-11,5.046980469963314e-12,6.157264503110831e-13,3.438332807215792e-14,1.0548762695284416e-19
3.013217049011945e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423488200919103,0.0836866590297205,0.009115130182473447,1.5408151684418012e-05,0.00039797270869091624,0.05267749239316662,0.026629668368273594,4.589516759191363e-05,1.7207308325852556e-10,0.0019931323851904207,5.31992849731033e-11,0.0005241227025692839,2.815251645236539e-09,5.844673535225792e-06,2.5382570565833197e-09,1.4421729362758656e-10,1.2511700821825688e-05,1.7832031765838208e-05,0.006030411876181689,0.00032564747868181454,0.0005355155326228293,2.2800722443945592e-08,4.519805611170511e-09,1.15503853996978e-08,1.392907672595682e-10,2.107949825582889e-06,0.00011495348927494878,3.7034628710405075e-06,0.0010578789230872594,2.82195423006346e-05,6.196288072214562e-09,8.27649863475153e-08,4.3577226919354757e-10,6.57428064536124e-06,1.7917314910944152e-08,1.3281935657031725e-10,2.0342198563188537e-06,4.859930788353453e-11,5.047904742725535e-12,6.157487446315871e-13,3.438457312813761e-14,1.0550685138087348e-19
3.013737838897588e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444235678425503,0.08368271024418683,0.009113665286382534,1.5408164001068828e-05,0.00039800732156653184,0.052685847804732865,0.026633641843968967,4.5890617403356063e-05,1.7215411578209275e-10,0.0019930341750565785,5.319549555052625e-11,0.0005241392594462626,2.8151917387368476e-09,5.843646076127694e-06,2.5387160814567705e-09,1.4423557012153809e-10,1.2509733140232703e-05,1.7834937908324992e-05,0.006030139078286461,0.00032457253627966854,0.0005355560045424211,2.272714372131351e-08,4.518856557092385e-09,1.1549667328798146e-08,1.3969948743215305e-10,2.1142287111543617e-06,0.00011528740815780916,3.703997021708003e-06,0.001058048763587326,2.822414140484743e-05,6.195993862920789e-09,8.277748438590123e-08,4.3586727772650334e-10,6.573424035174859e-06,1.7918890828313457e-08,1.3283262932509597e-10,2.0345596574606322e-06,4.845736229127315e-11,5.048736467003551e-12,6.157686866432819e-13,3.4385686816629194e-14,1.055241308024918e-19
3.014258628783231e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423647194482613,0.08367876173162223,0.00911220061953991,1.540817345422357e-05,0.0003980419087220671,0.052694202719274615,0.026637613506241425,4.588606772644705e-05,1.7223516777390514e-10,0.0019929359736072984,5.3191706601761e-11,0.0005241558147192745,2.8151318451821835e-09,5.842618652721832e-06,2.539174950227805e-09,1.4425383926673976e-10,1.2507765726187057e-05,1.783784375045599e-05,0.006029866265587036,0.0003234989801453967,0.0005355964680943546,2.265365074707976e-08,4.517907707948112e-09,1.1548949612744888e-08,1.4011009567358116e-10,2.1205363850803563e-06,0.00011562284862335411,3.704530822547667e-06,0.001058218587922166,2.8228740033734953e-05,6.195699639128233e-09,8.278997629278183e-08,4.359622502821885e-10,6.5725674982376605e-06,1.7920465494633307e-08,1.328458916619384e-10,2.034899414541737e-06,4.831556109370028e-11,5.049568076276463e-12,6.157885123658958e-13,3.438679401111164e-14,1.0554138886036357e-19
3.014779418668874e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423726255219925,0.08367481349209838,0.009110736181929525,1.5408180046991593e-05,0.0003980764701794702,0.05270255713690128,0.026641583347537846,4.588151856162035e-05,1.7231623922665264e-10,0.0019928377808636276,5.318791812741905e-11,0.0005241723683915117,2.8150719646026723e-09,5.841591265168403e-06,2.53963366217415e-09,1.4427210104342437e-10,1.2505798580334521e-05,1.7840749292287073e-05,0.006029593437914557,0.00032242681783612473,0.0005356369232628174,2.258024407413233e-08,4.5169590637511285e-09,1.1548232253219593e-08,1.4052260148758933e-10,2.1268729906162046e-06,0.00011595981815470156,3.7050642721266063e-06,0.001058388396055427,2.823333818738561e-05,6.195405400699756e-09,8.280246204162224e-08,4.3605718668277014e-10,6.571711034579783e-06,1.792203891035359e-08,1.3285914354617575e-10,2.035239127504879e-06,4.8173905444792863e-11,5.050399570373464e-12,6.158082219165815e-13,3.4387894718128045e-14,1.0555862556653323e-19
3.015300208554517e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442380502326118,0.08367086552568721,0.009109271973535414,1.5408183782505313e-05,0.0003981110059608363,0.052710911057722756,0.02664555136028026,4.587696990931173e-05,1.7239733013298923e-10,0.001992739596846705,5.3184130128114525e-11,0.000524188920466179,2.815012097028574e-09,5.840563913627723e-06,2.5400922165711263e-09,1.4429035543172945e-10,1.2503831703323727e-05,1.7843654533874266e-05,0.006029320595099502,0.0003213560569334537,0.0005356773700319368,2.2506924257233566e-08,4.516010624515117e-09,1.1547515251909572e-08,1.4093701441194861e-10,2.133238671514104e-06,0.00011629832425962913,3.705597369009198e-06,0.0010585581879506277,2.82379358658881e-05,6.195111147497926e-09,8.281494160579973e-08,4.361520867512548e-10,6.570854644231445e-06,1.7923611075928964e-08,1.3287238494303166e-10,2.0355787962925095e-06,4.8032396496260677e-11,5.051230949123102e-12,6.158278154134461e-13,3.438898894427468e-14,1.0557584093321829e-19
3.01582099844016e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442388349710053,0.08366691783246093,0.009107807994341705,1.540818466392029e-05,0.00039814551608840837,0.052719264481849416,0.026649517536866042,4.587242176995893e-05,1.7247844048553298e-10,0.0019926414215777673,5.318034260446414e-11,0.000524205470946493,2.8149522424902832e-09,5.839536598260218e-06,2.540550612691668e-09,1.4430860241169691e-10,1.2501865095806186e-05,1.784655947527377e-05,0.006029047736971689,0.0003202867050432693,0.0005357178083857846,2.243369185300079e-08,4.515062390253998e-09,1.154679861050817e-08,1.41353344018177e-10,2.1396335720159814e-06,0.00011663837447039246,3.7061301117563005e-06,0.0010587279635711532,2.8242533069331286e-05,6.1948168793849714e-09,8.28274149586044e-08,4.362469503104563e-10,6.569998327222955e-06,1.7925181991818974e-08,1.328856158176211e-10,2.0359184208468163e-06,4.789103540148595e-11,5.0520622123533086e-12,6.158472929755539e-13,3.439007669620131e-14,1.0559303497281087e-19
3.016341788325803e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423961675227286,0.08366297041249189,0.009106344244332619,1.5408182694415306e-05,0.0003981800005845779,0.05272761740939206,0.02665348186966809,4.586787414400157e-05,1.7255957027686577e-10,0.001992543255078147,5.3176555557087265e-11,0.0005242220198356827,2.8148924010183254e-09,5.83850931922644e-06,2.5410088498063427e-09,1.4432684196327316e-10,1.2499898758436284e-05,1.7849464116541905e-05,0.00602877486336027,0.000319218769795545,0.0005357582383083878,2.2360547419870118e-08,4.51411436098191e-09,1.1546082330715462e-08,1.4177159991091894e-10,2.1460578368403274e-06,0.00011697997634354409,3.7066624989295904e-06,0.0010588977228802605,2.824712979780436e-05,6.19452259622273e-09,8.283988207323937e-08,4.363417771814492e-10,6.5691420835846965e-06,1.7926751658488087e-08,1.3289883613494912e-10,2.0362580011097305e-06,4.774982332826219e-11,5.052893359891437e-12,6.158666547229291e-13,3.439115798061145e-14,1.0561020769788241e-19
3.016862578211446e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44424039556126016,0.08365902326585276,0.009104880723492458,1.5408177877192436e-05,0.00039821445947188456,0.05273596984046202,0.026657444351035044,4.586332703188131e-05,1.7264071949953328e-10,0.001992445097369269,5.317276898660591e-11,0.000524238567136989,2.8148325726433652e-09,5.83748207668705e-06,2.5414669271833632e-09,1.443450740663088e-10,1.249793269187129e-05,1.785236845773515e-05,0.006028501974093738,0.00031815225884414077,0.000535798659783714,2.2287491518113402e-08,4.513166536713235e-09,1.1545366414237154e-08,1.4219179172825452e-10,2.152511611193097e-06,0.00011732313745972285,3.7071945290887257e-06,0.0010590674658410748,2.825172605139671e-05,6.194228297872762e-09,8.285234292282208e-08,4.3643656718640033e-10,6.568285913347143e-06,1.792832007640561e-08,1.3291204585991643e-10,2.0365975370229164e-06,4.7608761441634643e-11,5.053724391564199e-12,6.158859007765583e-13,3.4392232804262235e-14,1.0562735912117899e-19
