Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),HOCO(73),CHO2(74),S(216)
4.426455160941622e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442480903764739,0.11085168634026733,0.022513592286682975,1.2338059043486625e-10,1.7413693939662814e-07,0.00011622266961699895,2.7185172874693162e-05,1.8682472902788946e-07,4.6911564326258524e-17,0.0003853497672467768,2.2398739437397548e-15,0.00023938163271412316,6.9138157327425e-12,3.023312928040348e-09,1.1436258165733557e-12,1.1439075309511408e-14,1.8515806268233766e-06,2.1682126160210485e-10,0.00739275258659394,0.0005851146130894785,6.655820877518267e-05,5.093928500879943e-09,2.1580598665783677e-09,2.4014533050273035e-09,1.3271123009682176e-12,2.8660660480878083e-08,1.256712026737428e-05,1.2595358710400317e-08,2.1438443037709347e-06,3.4217220042001605e-10,1.1979211503716933e-09,8.446854297712847e-11,1.8419451382664056e-13,1.599939336165107e-06,8.011694334109333e-12,2.6213232637840384e-14,6.907661058438816e-12,2.745891217124138e-13,6.137922835888064e-17,2.2582849717916546e-18,1.2577091618725534e-19,1.0244050685268848e-29
4.4448828666400294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423977409931187,0.11084388465764201,0.022512327685280796,1.253476523975684e-10,1.7613821308393074e-07,0.00011724563891255893,2.7486907123041363e-05,1.890725936037924e-07,4.78053544367069e-17,0.00038690704900352083,2.2861447263583436e-15,0.00023995712418772679,7.000431694457398e-12,3.070196676916587e-09,1.1593409627492335e-12,1.162458035456711e-14,1.864534597904371e-06,2.2046568873607391e-10,0.007398674245101241,0.0005873166203900608,6.671455065391328e-05,5.125198495306164e-09,2.166660593536785e-09,2.4108206877639576e-09,1.3327732096156834e-12,2.8765626165657795e-08,1.2583349609609535e-05,1.2681583429887215e-08,2.1636466140306353e-06,3.4792764459712526e-10,1.2027401192991425e-09,8.540463366084717e-11,1.858945766281487e-13,1.6102587815177346e-06,8.10302253747398e-12,2.6611297102595415e-14,7.046086932848863e-12,2.7751447539725324e-13,6.240975135939457e-17,2.299804822432621e-18,1.2808331198079743e-19,1.0582427293605117e-29
4.4633105723384365e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423152768559965,0.11083614968928086,0.02251106316973459,1.2733559780328795e-10,1.7815341034464606e-07,0.00011827215699925117,2.779016132175565e-05,1.913375188998894e-07,4.871126525278544e-17,0.0003884637388042184,2.333164385136424e-15,0.00024053020450447195,7.0877475241863985e-12,3.117593306470619e-09,1.1751738050687549e-12,1.1812092330190511e-14,1.8775154652559436e-06,2.2415547368929262e-10,0.007404528513953244,0.000589516882345099,6.687037848059791e-05,5.156503980922628e-09,2.175257034142132e-09,2.4201843895852712e-09,1.338428978332699e-12,2.8869886386203934e-08,1.2599292100441427e-05,1.276787181453888e-08,2.1835219832091737e-06,3.53754771913296e-10,1.2075572567542753e-09,8.634542720832022e-11,1.8760009102442795e-13,1.620590439527682e-06,8.194979686778937e-12,2.7013149594062794e-14,7.186661093800707e-12,2.8045461170985957e-13,6.345308548699019e-17,2.3418583672244372e-18,1.304254330360094e-19,1.0930305237432958e-29
4.4817382780368436e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442233503727016,0.11082848069135705,0.022509798739779013,1.2934453169182517e-10,1.8018256029146408e-07,0.00011930221383988374,2.8094930577963346e-05,1.9361955373970218e-07,4.962939152990343e-17,0.00039001983439523197,2.380941607812823e-15,0.00024110088391944448,7.1757655422750585e-12,3.1655059591155185e-09,1.1911242651578199e-12,1.2001620588305799e-14,1.890523064052838e-06,2.2789097925854265e-10,0.007410316139611835,0.0005917154046689597,6.702569852648023e-05,5.187844939017746e-09,2.183849176405147e-09,2.4295443981625254e-09,1.3440796230160267e-12,2.897344848017024e-08,1.2614952141012148e-05,1.2854224035646939e-08,2.20347019062224e-06,3.596541561821068e-10,1.2123725560353695e-09,8.729090844212288e-11,1.89311054363712e-13,1.6309341516431731e-06,8.287567088004147e-12,2.7418801594624417e-14,7.329406930635215e-12,2.8340953598338145e-13,6.45093331065915e-17,2.3844492885963106e-18,1.327974845160378e-19,1.1287904016715604e-29
4.500165983735251e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442152414064567,0.11082087692831065,0.0225085343951525,1.3137455914120483e-10,1.8222569187224252e-07,0.00012033579948345541,2.840121002791036e-05,1.9591874674973406e-07,5.0559828181934645e-17,0.0003915753335308996,2.429485140331346e-15,0.0002416691726470474,7.264488060781087e-12,3.2139377784122436e-09,1.207192261715664e-12,1.2193174441213274e-14,1.9035572300580761e-06,2.3167256941028033e-10,0.007416037860266035,0.0005939121930379977,6.718051692795167e-05,5.219221347904651e-09,2.192437008383727e-09,2.4389007012025934e-09,1.3497251595465978e-12,2.907631979219891e-08,1.2630334101740525e-05,1.2940640296549953e-08,2.223491017696878e-06,3.6562637306933423e-10,1.217186010453884e-09,8.824106227595286e-11,1.9102746444466567e-13,1.6412897601836427e-06,8.380786039253343e-12,2.782826451835188e-14,7.474347971628237e-12,2.8637925413431596e-13,6.557859691279672e-17,2.4275812707197414e-18,1.3519967167905962e-19,1.1655447105599097e-29
4.518593689433658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44420720004108466,0.1108133376727567,0.022507270135597234,1.3342578527331714e-10,1.8428283387051197e-07,0.00012137290406347778,2.8708994837895745e-05,1.9823514635943258e-07,5.150267028093313e-17,0.0003931302339735635,2.4788037868729073e-15,0.00024223508086102332,7.353917383458317e-12,3.262891909003048e-09,1.223377710613767e-12,1.2386763161822236e-14,1.916617799621158e-06,2.3550060927621706e-10,0.007421694405923778,0.0005961072530897177,6.733483969000174e-05,5.250633184063509e-09,2.2010205181835045e-09,2.4482532864524193e-09,1.355365605159055e-12,2.917850767650367e-08,1.2645442321388342e-05,1.3027120831799035e-08,2.243584247931137e-06,3.7167200008596075e-10,1.2219976133349577e-09,8.919587371750328e-11,1.9274931983587355e-13,1.6516571083358742e-06,8.474637831163585e-12,2.82415497124363e-14,7.621507883950599e-12,2.893637731230493e-13,6.666097992853831e-17,2.471257999591964e-18,1.376321998888529e-19,1.2033162011006192e-29
4.537021395132065e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441992255390938,0.11080586220539455,0.02250600596085907,1.354983152595446e-10,1.863540149059874e-07,0.00012241351779633368,2.9018280205166164e-05,2.0056880080115528e-07,5.2458013056831996e-17,0.00039468453349359844,2.5289064098857727e-15,0.0002427986186944823,7.444055805740972e-12,3.3123714965452486e-09,1.2396805249930808e-12,1.2582395983890002e-14,1.9297046096762656e-06,2.393754651488934e-10,0.007427286498502646,0.0005983005904219812,6.74886726896006e-05,5.28208042201736e-09,2.2095996939578412e-09,2.4576021417018223e-09,1.3610009781112665e-12,2.9280019489346624e-08,1.2660281106177367e-05,1.3113665905945272e-08,2.2637496668544097e-06,3.777916165811721e-10,1.2268073580185786e-09,9.015532787122317e-11,1.9447661953052318e-13,1.6620360401501461e-06,8.569123747395543e-12,2.865866846138249e-14,7.770910473624474e-12,2.9236310071148443e-13,6.77565855038104e-17,2.515483163201101e-18,1.4009527462281945e-19,1.2421280337451622e-29
4.555449100830472e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44419131717118937,0.11079844981491799,0.02250474187068752,1.375922543262342e-10,1.884392634350669e-07,0.0001234576309796719,2.932906135877048e-05,2.0291975811013796e-07,5.342595189665101e-17,0.00039623822986943933,2.57980193011391e-15,0.00024335979623993397,7.534905614728234e-12,3.362379687645326e-09,1.2561006153595483e-12,1.2780082102266766e-14,1.9428174977404645e-06,2.432975044772451e-10,0.007432814851919641,0.0006004922105922493,6.764202167900126e-05,5.313563033185984e-09,2.2181745239076317e-09,2.4669472547755354e-09,1.3666312961191296e-12,2.9380862583219052e-08,1.2674854728944505e-05,1.3200275812358061e-08,2.2839870619884244e-06,3.839858037353438e-10,1.2316152378588796e-09,9.111940994091807e-11,1.9620936284166655e-13,1.6724264005363892e-06,8.664245063684605e-12,2.907963198595098e-14,7.922579685476245e-12,2.9537724508403944e-13,6.88655173145261e-17,2.5602604514409426e-18,1.4258910146096108e-19,1.2820037822854165e-29
4.573876806528879e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441834742161834,0.1107910997979266,0.02250347786483569,1.397077077600588e-10,1.9053860775133007e-07,0.00012450523399083708,2.964133356037448e-05,2.0528806612446665e-07,5.4406582344309344e-17,0.00039779132088760727,2.6314993266234607e-15,0.00024391862354932551,7.626469089169144e-12,3.4129196297933786e-09,1.2726378896779269e-12,1.2979830673146119e-14,1.955956301911899e-06,2.4726709586216363e-10,0.0074382801721799025,0.0006026821191168634,6.779489228895032e-05,5.345080987312523e-09,2.2267449962819047e-09,2.476288613537599e-09,1.3722565782672159e-12,2.948104431211171e-08,1.2689167428325432e-05,1.3286950872461421e-08,2.304296222808929e-06,3.9025514455301785e-10,1.2364212462243502e-09,9.208810523224669e-11,1.9794754989553884e-13,1.6828280352603506e-06,8.760003048227812e-12,2.950445144378257e-14,8.07653960308575e-12,2.984062154662815e-13,6.998787936115871e-17,2.6055935561656438e-18,1.451138860965978e-19,1.3229674396731311e-29
4.5923045122272864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441756959609053,0.11078381145883774,0.022502213943060262,1.418447809133897e-10,1.9265207598604932e-07,0.0001255563172853346,2.9955092105037017e-05,2.0767377248505226e-07,5.540000010056794e-17,0.00039934380434273546,2.6840076368273348e-15,0.0002444751106340844,7.7187484994478e-12,3.46399447129791e-09,1.2892922534638985e-12,1.3181650814320787e-14,1.9691208608679955e-06,2.5128460905205014e-10,0.0074436831574644854,0.0006048703214703636,6.794729003183596e-05,5.3766342526348945e-09,2.2353110993779438e-09,2.48562620589714e-09,1.3778768450431496e-12,2.9580572024055476e-08,1.270322340798987e-05,1.3373691434605012e-08,2.324676940708048e-06,3.9660022385586753e-10,1.2412253764993666e-09,9.306139915512333e-11,1.9969118124217857e-13,1.6932407909397685e-06,8.856398962602101e-12,2.993313793469485e-14,8.23281444873209e-12,3.014500219694366e-13,7.11237759674299e-17,2.6514861714144473e-18,1.4766983434919978e-19,1.3650434253430778e-29
4.6107322179256935e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44416798170011307,0.11077658410979999,0.022500950105121403,1.4400357920951474e-10,1.94779696108684e-07,0.00012661087139533077,3.0270332321948504e-05,2.1007692463560783e-07,5.640630102215949e-17,0.0004008956780375939,2.7373359565079277e-15,0.00024502926746516516,7.811746107568858e-12,3.515607361220968e-09,1.306063609874442e-12,1.3385551605443503e-14,1.9823110138636607e-06,2.553504149383627e-10,0.0074490244982171406,0.0006070568230848478,6.809922030476214e-05,5.408222794100209e-09,2.2438728215408995e-09,2.4949600197976608e-09,1.3834921157057197e-12,2.9679453052722533e-08,1.2717026835915724e-05,1.3460497872842824e-08,2.345129008957341e-06,4.03021628275654e-10,1.2460276220834403e-09,9.403927722595954e-11,2.0144025757760572e-13,1.7036645150405555e-06,8.953434060418718e-12,3.0365702499351476e-14,8.391428583335869e-12,3.045086749334993e-13,7.227331177921005e-17,2.6979419933082478e-18,1.5025715214869805e-19,1.4082565884706726e-29
4.6291599236241006e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441603307364062,0.11076941707060717,0.022499686350782765,1.4618420814769628e-10,1.9692149592737152e-07,0.0001276688869281867,3.058704957513102e-05,2.1249756982262956e-07,5.742558112164401e-17,0.0004024469397831132,2.791493439837977e-15,0.0002455811039731015,7.905464167143328e-12,3.5677614493136144e-09,1.3229518597964892e-12,1.3591542088292588e-14,1.9955266007294755e-06,2.5946488555115716e-10,0.007454304877230143,0.0006092416293493619,6.825068839252784e-05,5.4398465750543885e-09,2.2524301511643778e-09,2.504290043220438e-09,1.3891024107937984e-12,2.9777694725951783e-08,1.2730581843684093e-05,1.3547370586221535e-08,2.365652222671532e-06,4.0951994624717233e-10,1.2508279763909957e-09,9.502172506979859e-11,2.0319478046058411e-13,1.7140990558729914e-06,9.051109587553051e-12,3.080215611863081e-14,8.552406506397992e-12,3.0758218569757985e-13,7.343659176314671e-17,2.7449647200523886e-18,1.528760455450285e-19,1.452632213534666e-29
4.647587629322508e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441527423801391,0.11076230966861336,0.022498422679811426,1.483867733082684e-10,1.990775030894394e-07,0.00012873035456502583,3.090523926410177e-05,2.1493575509538017e-07,5.845793656767866e-17,0.0004039975873984083,2.846489299399547e-15,0.0002461306300480625,7.999904923374709e-12,3.620459885951738e-09,1.3399569019338557e-12,1.3799631267042076e-14,2.008767461869896e-06,2.6362839405462286e-10,0.00745952496972914,0.0006114247456093282,6.840169947054893e-05,5.471505557950884e-09,2.2609830766907397e-09,2.5136162641946516e-09,1.394707752958034e-12,2.987530435907302e-08,1.2743892525826597e-05,1.3634309997759908e-08,2.3862463787729388e-06,4.1609576800118765e-10,1.2556264328532956e-09,9.600872842237681e-11,2.0495475192184305e-13,1.7245442625879256e-06,9.149426783731621e-12,3.124250972028037e-14,8.715772855934991e-12,3.1067056663991563e-13,7.461372120529477e-17,2.792558052233874e-18,1.5552672072787597e-19,1.4981960287458015e-29
4.666015335020915e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441452159493354,0.11075526123864914,0.022497159091977845,1.5061138035759843e-10,2.0124774508189615e-07,0.00012979526505933514,3.122489682450085e-05,2.1739152730587516e-07,5.950346368403406e-17,0.0004055476187108,2.9023328062011644e-15,0.00024667785553991316,8.095070613045368e-12,3.67370582207221e-09,1.3570786328924165e-12,1.4009828108536061e-14,2.022033438261455e-06,2.6784131474261266e-10,0.007464685443457112,0.0006136061771660119,6.855225860771566e-05,5.503199701712195e-09,2.2695315866105315e-09,2.522938670783739e-09,1.4003081627556958e-12,2.9972289242489116e-08,1.275696293921439e-05,1.3721316553198823e-08,2.4069112759565875e-06,4.227496855573622e-10,1.2604229849177828e-09,9.700027313202663e-11,2.0672017391045208e-13,1.7349999851729895e-06,9.248386880723664e-12,3.16867741775977e-14,8.881552408410909e-12,3.137738301501327e-13,7.580480571007213e-17,2.8407256927130085e-18,1.582093840057482e-19,1.5449742089931626e-29
4.684443040719322e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413775076960327,0.11074827112293849,0.0224958955870558,1.5285813505282416e-10,2.034322492319134e-07,0.00013086360923559933,3.1546017728682576e-05,2.1986493310887257e-07,6.056225894940046e-17,0.0004070970315558373,2.959033289693093e-15,0.00024722279025827826,8.19096346450326e-12,3.727502409109373e-09,1.3743169472635583e-12,1.4222141542567084e-14,2.0353243714509546e-06,2.7210402303416517e-10,0.00746978695875734,0.0006157859292760177,6.870237076914991e-05,5.534928963589023e-09,2.2780756694629894e-09,2.532257251086259e-09,1.4059036617017449e-12,3.00686566539518e-08,1.2769797102458357e-05,1.3808390720315292e-08,2.4276467146560115e-06,4.2948229271717454e-10,1.2652176260472572e-09,9.799634516146347e-11,2.084910492812613e-13,1.7454660744488212e-06,9.347991102169689e-12,3.2134960306944896e-14,9.049770078665781e-12,3.168919895066333e-13,7.700995119888771e-17,2.889471346544004e-18,1.6092424181221947e-19,1.592993380821301e-29
4.7010279758478884e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413108392617173,0.11074202933972671,0.02249475850333104,1.5489923800097474e-10,2.0541051956915142e-07,0.00013182804726490018,3.1836273989310045e-05,2.221061134543537e-07,6.152659882050365e-17,0.0004084909725445107,3.010804197802038e-15,0.0002477112809687585,8.277890589065987e-12,3.776392748988034e-09,1.3899310203364562e-12,1.441504067065255e-14,2.0473074188803034e-06,2.7598334008462316e-10,0.007474328452947513,0.0006177462745563334,6.88370935723857e-05,5.563515289995343e-09,2.285761549455004e-09,2.540640692089507e-09,1.4109354325895867e-12,3.015486538677971e-08,1.2781149145619166e-05,1.3886815682382439e-08,2.4463687589142124e-06,4.356094109792931e-10,1.269531163825723e-09,9.889666933812034e-11,2.1008950257420998e-13,1.7548942956892238e-06,9.438186634934759e-12,3.2541689753893527e-14,9.20327127616123e-12,3.1971108091233363e-13,7.81066920784983e-17,2.9338397007311163e-18,1.6339531090361866e-19,1.6372940622137476e-29
4.717612910976455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441244656748083,0.11073583379491227,0.02249362148642381,1.5695844351761598e-10,2.0740038395735283e-07,0.0001327952526091889,3.212770867338587e-05,2.2436164837375435e-07,6.250183471751216e-17,0.0004098844092618515,3.06328374475755e-15,0.00024819793116064547,8.365410125353201e-12,3.825733967089716e-09,1.4056393595130677e-12,1.460966790024658e-14,2.0593104387166385e-06,2.799035653475095e-10,0.007478823190896121,0.0006197052674743466,6.897146174408146e-05,5.592129993646183e-09,2.2934438259931046e-09,2.5490210155873272e-09,1.4159632618541347e-12,3.024058511729858e-08,1.2792315924378823e-05,1.3965296175895924e-08,2.465147638429118e-06,4.418011856138806e-10,1.2738431437250517e-09,9.980063929908791e-11,2.1169237817818555e-13,1.7643306861995386e-06,9.52890577787084e-12,3.2951612292969865e-14,9.358785999798052e-12,3.225422602373843e-13,7.921498606769455e-17,2.978681953462632e-18,1.6589277558934482e-19,1.682641950678091e-29
4.734197846105021e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441178955393083,0.1107296840240126,0.022492484536175975,1.590358289070793e-10,2.0940186198792985e-07,0.00013376521872178677,3.2420318558669194e-05,2.2663157146853775e-07,6.348803729515763e-17,0.0004112773401471507,3.1164788531993606e-15,0.0002486827479018328,8.453523680255771e-12,3.8755283615928805e-09,1.4214418840862819e-12,1.4806029665319536e-14,2.071333316625243e-06,2.8386497482318743e-10,0.00748327163894407,0.0006216629117675539,6.910547869883403e-05,5.620773038456818e-09,2.301122490823712e-09,2.5573982129806084e-09,1.420987164006965e-12,3.032582109821318e-08,1.2803300286723058e-05,1.4043832583675355e-08,2.483983211196982e-06,4.4805805317594714e-10,1.2781535610144689e-09,1.0070824505538567e-10,2.1329967878754668e-13,1.7737751389437301e-06,9.620149407050877e-12,3.336473570244848e-14,9.516332699684984e-12,3.253855380571135e-13,8.033491103676245e-17,3.024000810755532e-18,1.6841678663569377e-19,1.7290574204417387e-29
4.7507827812335876e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441113730482381,0.11072357956719443,0.022491347652431496,1.611314715446771e-10,2.1141497314866267e-07,0.00013473793909938022,3.271410044827609e-05,2.2891591621073796e-07,6.448527730984371e-17,0.00041266976364514685,3.1703964841378826e-15,0.0002491657382339968,8.542232855099354e-12,3.925778230846051e-09,1.4373385122250464e-12,1.50041323762473e-14,2.0833759386410697e-06,2.878678452390624e-10,0.007487674258778789,0.0006236192111430968,6.923914778964808e-05,5.649444390681289e-09,2.3087975357261116e-09,2.5657722757144643e-09,1.4260071596776582e-12,3.041057857558304e-08,1.2814105054275049e-05,1.4122425300876762e-08,2.5028753362735058e-06,4.543804513718453e-10,1.282462410975607e-09,1.016194766969818e-10,2.1491140797730548e-13,1.7832275474229439e-06,9.711918396501346e-12,3.3781067732726686e-14,9.675929916520702e-12,3.282409265985152e-13,8.146654506048193e-17,3.0697989805151227e-18,1.70967494934714e-19,1.776561161456807e-29
4.767367716362154e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441048977348868,0.11071751996922707,0.02249021083503641,1.6324544887943236e-10,2.134397368239933e-07,0.0001357134072812968,3.300905117093966e-05,2.3121471594296077e-07,6.54936256191933e-17,0.000414061678206037,3.225043636958332e-15,0.0002496469091726438,8.631539245637379e-12,3.976485873331206e-09,1.4533291610188616e-12,1.5203982419984472e-14,2.095438191167686e-06,2.9191245404692607e-10,0.007492031507480836,0.0006255741692775578,6.937247230942352e-05,5.678144013710472e-09,2.3164689525116703e-09,2.5741431952598383e-09,1.4310232664821016e-12,3.049486276261055e-08,1.2824733022064395e-05,1.4201074734056579e-08,2.52182387375545e-06,4.6076881905506415e-10,1.2867696889025925e-09,1.0253432439358597e-10,2.1652756866140607e-13,1.7926878056733064e-06,9.804213615719668e-12,3.420061610615547e-14,9.837596281542662e-12,3.311084377637596e-13,8.260996641776575e-17,3.1160791724687866e-18,1.73545051469788e-19,1.8251741794146312e-29
4.782294157977864e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440991099078529,0.11071210431279853,0.022489187755983957,1.6516376871975958e-10,2.1527200296996488e-07,0.00013659367271178123,3.327550357337645e-05,2.3329602217179975e-07,6.641069533484276e-17,0.0004153139648931073,3.2748556316236833e-15,0.0002500784132132359,8.7124269309348e-12,4.022516047455383e-09,1.4678010632322575e-12,1.5385346688982658e-14,2.1063109089371173e-06,2.955885181946946e-10,0.007495914613095198,0.0006273324878513718,6.949217244322741e-05,5.7039978132459735e-09,2.323370118836435e-09,2.5816743283795704e-09,1.4355344498091487e-12,3.0570318162499655e-08,1.2834149317743895e-05,1.4271908060959174e-08,2.5389256752906124e-06,4.665751175151113e-10,1.290644891065813e-09,1.0336077098760142e-10,2.1798590512067538e-13,1.8012086625031957e-06,9.887729951483754e-12,3.458096596669929e-14,9.984880603396532e-12,3.3369957231800155e-13,8.364918867103527e-17,3.1581457148778007e-18,1.7588793243347916e-19,1.8698919414221106e-29
4.795727955432003e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440939329406237,0.11070726070782975,0.022488267030591376,1.669030547139522e-10,2.1692913736472528e-07,0.0001373878063010349,3.351611615164691e-05,2.3517925152353574e-07,6.724384308030468e-17,0.00041644066845006057,3.3202007926134217e-15,0.0002504655158662398,8.785641505756289e-12,4.064263211871086e-09,1.4808907799664698e-12,1.554979287521117e-14,2.1161098036015285e-06,2.9892624249886876e-10,0.007499378569938413,0.0006289140503959734,6.959966808799042e-05,5.7272857617697576e-09,2.3295786453307012e-09,2.5884501603589484e-09,1.4395918440551888e-12,3.063790696738641e-08,1.2842505111357451e-05,1.4335697880476789e-08,2.5543561857761086e-06,4.718470437471258e-10,1.2941314782252324e-09,1.0410706463874104e-10,2.193014819279747e-13,1.8088827337594058e-06,9.963260208679965e-12,3.4925518256787365e-14,1.011889377710017e-11,3.360400049474318e-13,8.459275376774107e-17,3.1963429396582127e-18,1.7801531473908252e-19,1.9109339463956518e-29
4.809161752886142e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440887861121204,0.11070244574019938,0.022487346348463527,1.6865450806391043e-10,2.185939511030108e-07,0.0001381837313737268,3.375749004784324e-05,2.370720236539838e-07,6.808440529683838e-17,0.00041756703535573335,3.366037163893567e-15,0.00025085143720338354,8.859250732785368e-12,4.106314808328858e-09,1.4940420329147702e-12,1.5715396766788944e-14,2.125921377069523e-06,3.0229184704189477e-10,0.007502813556610453,0.0006304947393882506,6.970694332450984e-05,5.750592189775013e-09,2.3357847769635405e-09,2.5952239150005875e-09,1.4436467183743618e-12,3.07051944547659e-08,1.2850749787890914e-05,1.4399525669591298e-08,2.569823463012071e-06,4.771630365953387e-10,1.2976170256422743e-09,1.0485571356994498e-10,2.2061997287822494e-13,1.8165617685866564e-06,1.0039137253465791e-11,3.527219441467728e-14,1.0254297942485065e-11,3.3838841361117526e-13,8.554419238166022e-17,3.234861242627393e-18,1.8016058093037518e-19,1.952742145849022e-29
4.8225955503402805e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408366918318254,0.1106976591766207,0.022486425709522456,1.704181700816036e-10,2.2026645428924158e-07,0.00013898144457527708,3.3999623626813395e-05,2.389743560341425e-07,6.893241983557614e-17,0.0004186930647970273,3.412368538957071e-15,0.0002512361809029468,8.933255449335973e-12,4.148672058432957e-09,1.5072547761294465e-12,1.5882161713787026e-14,2.1357455696747974e-06,3.0568548065294523e-10,0.007506219807373034,0.0006320745567226218,6.981399979334945e-05,5.773917074740215e-09,2.341988509445081e-09,2.6019955878117416e-09,1.4476990807620911e-12,3.077218335456957e-08,1.28588847806608e-05,1.4463391664321938e-08,2.5853274345706192e-06,4.825233314697399e-10,1.3011015308376918e-09,1.0560671271310001e-10,2.2194138016817393e-13,1.8242457116895299e-06,1.0115361537093421e-11,3.562099848316597e-14,1.0391103174650954e-11,3.407448050416109e-13,8.650354650216653e-17,3.273702067066119e-18,1.8232381142098418e-19,1.9953283220406162e-29
4.836029347794419e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407858191659294,0.11069290078570028,0.02248550511369105,1.7219408211537693e-10,2.219466569839087e-07,0.00013978094256814609,3.4242515264837865e-05,2.408862660793076e-07,6.978792459120909e-17,0.00041981875596321257,3.459198727818262e-15,0.000251619750632047,9.007656490310509e-12,4.191336183774906e-09,1.5205289632796468e-12,1.6050091056539076e-14,2.1455823219076627e-06,3.091072924678317e-10,0.007509597554592703,0.0006336535042800391,6.992083911181979e-05,5.797260394783051e-09,2.3481898384994667e-09,2.6087651743132445e-09,1.4517489413001915e-12,3.083887639184501e-08,1.2866911511126395e-05,1.4527296104739639e-08,2.600868028438313e-06,4.879281642659209e-10,1.3045849913371453e-09,1.0636005703563495e-10,2.2326570644863494e-13,1.8319345079986507e-06,1.0191933509072784e-11,3.597193449264887e-14,1.0529319587561594e-11,3.431091864792514e-13,8.747085820491162e-17,3.312866857039111e-18,1.8450508667555634e-19,2.03870440053788e-29
4.849463145248558e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407352407706197,0.11068817033792273,0.022484584560893035,1.7398228555075978e-10,2.236345692036792e-07,0.00014058222203160978,3.4486163349690465e-05,2.4280777114907627e-07,7.065095750181355e-17,0.00042094410804593085,3.5065315570125375e-15,0.0002520021500466595,9.082454688197693e-12,4.234308405921056e-09,1.5338645476652856e-12,1.6219188125704004e-14,2.1554315744146863e-06,3.125574319280734e-10,0.007512947028756254,0.0006352315839279424,7.002746287443995e-05,5.820622129668265e-09,2.354388759865474e-09,2.6155326700653283e-09,1.455796313175177e-12,3.09052762711454e-08,1.2874831388845346e-05,1.4591239234825323e-08,2.616445173010368e-06,4.933777713636018e-10,1.308067404674571e-09,1.0711574154076198e-10,2.2459295359030848e-13,1.8396281026699294e-06,1.0268853621730716e-11,3.632500647412574e-14,1.0668957334023783e-11,3.4548156591991943e-13,8.844616965137837e-17,3.3523570579599393e-18,1.8670448724560815e-19,2.082882457927477e-29
4.862896942702697e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444068495431212,0.11068346760563527,0.022483664051052968,1.7578282181136963e-10,2.2533020092150337e-07,0.00014138527966154468,3.4730566280689097e-05,2.447388885473508e-07,7.152155654898196e-17,0.0004220691202391981,3.5543708695954335e-15,0.00025238338279163786,9.157650873070432e-12,4.277589946400244e-09,1.5472614822304393e-12,1.638945624232917e-14,2.1652932679983152e-06,3.160360487799661e-10,0.007516268458485865,0.0006368087975202334,7.013387265335718e-05,5.844002254432161e-09,2.3605852692950567e-09,2.6222980706003567e-09,1.4598412025350402e-12,3.097138569014181e-08,1.2882645811410642e-05,1.4655221302086416e-08,2.6320587970850867e-06,4.988723896251558e-10,1.311548768385889e-09,1.0787376126752651e-10,2.2592312417361074e-13,1.8473264410838099e-06,1.0346122318791656e-11,3.668021843115628e-14,1.0810026605665267e-11,3.4786195023133164e-13,8.942952308932802e-17,3.392174115372375e-18,1.8892209366374148e-19,2.1278747059831164e-29
