Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),H2OX(23),COX(50)
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33447284544095635,0.11576728549485815,0.022725803103282302,1.7514025770584358e-14,4.1366703222552673e-14,4.2046559293879968e-10,7.3116598899789082e-09,5.2269799378530721e-19,5.193449310705615e-26,9.9322976572422225e-10,1.5426458986737326e-36,9.8231739192685078e-10,5.056451023385512e-27,2.7065138362458562e-23,4.1526016458748464e-21,2.8358907319145182e-23,2.9950108584200596e-16,9.3480704263285766e-28,0.0029025466768008803,0.00019151495600898492,1.6353595953996417e-11,5.3056627316772237e-07,1.1323588402204367e-15,4.3828838085682883e-12,1.1862350174865026e-07,2.6385186989683063e-12,6.9091535986877931e-09,3.9232085431353018e-12,6.4734944160394178e-17,4.8945243575623208e-17,2.679184130327122e-17,6.0194442617226717e-15
1.0125366486640149e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33444541554707491,0.11574224039620161,0.022724615017572159,1.8536467715705723e-14,4.312786894878277e-14,4.4023769789914324e-10,7.6395380646650686e-09,5.423691102795788e-19,5.6199081983972519e-26,1.0054181961127682e-09,1.6587289540503618e-36,9.9448112178527898e-10,5.3028932135720098e-27,2.8398678199822564e-23,4.4222334854301649e-21,3.0013721701767682e-23,3.1201002839863229e-16,9.9297972879329259e-28,0.0029275893753266218,0.000193890579767589,1.6475875034934284e-11,5.4007752445310727e-07,1.1408273218988954e-15,4.5254060371823044e-12,1.2046359994731269e-07,2.7180460011296127e-12,7.1288534815856594e-09,4.1263165041985961e-12,6.7627473989812039e-17,5.1411184286912355e-17,2.7618720666294574e-17,6.288951408648938e-15
1.0293881233708698e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3344088891083043,0.11570891880825178,0.022723018423427228,1.9982540601703937e-14,4.5581275120188359e-14,4.6792626346714444e-10,8.0961995800283107e-09,5.6957166515323888e-19,6.2396388100616968e-26,1.021792645230993e-09,1.8260180301813793e-36,1.0108359035690115e-09,5.6477806241343339e-27,3.0271043727854812e-23,4.8062132180689385e-21,3.2354016585284727e-23,3.2941188972907427e-16,1.0756290484485891e-27,0.0029609077093769053,0.00019708300986268545,1.6640165666481542e-11,5.5297089262530906e-07,1.1522054479169998e-15,4.7217576127673204e-12,1.2294268278923129e-07,2.8272900319320068e-12,7.4302717353624716e-09,4.4119754907677538e-12,7.1655244253765966e-17,5.4870191078898351e-17,2.8756019388369892e-17,6.6642793275972618e-15
1.0462395980777248e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33437275317978238,0.11567598689260498,0.022721422288296,2.1513948769814787e-14,4.8135871859111584e-14,4.9692827687017919e-10,8.5715023166432833e-09,5.9765953042503818e-19,6.9163613780048706e-26,1.0381568787863734e-09,2.0069662177831902e-36,1.0271964294452895e-09,6.0087026041834337e-27,3.2238043719476788e-23,5.2159989391029826e-21,3.4832224711771531e-23,3.4750282900195814e-16,1.1636061249169788e-27,0.002993836339376351,0.00020027449627436504,1.680437260226253e-11,5.6598861187342717e-07,1.1635779190380343e-15,4.9236432477910849e-12,1.2542786510213083e-07,2.939250206538749e-12,7.7387017766914019e-09,4.7126298362994013e-12,7.5846347426987516e-17,5.8499546303945597e-17,2.9923302074708339e-17,7.0548862263967946e-15
1.0630910727845797e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33433700319994258,0.11564344009436478,0.022719826608354414,2.3134119160024627e-14,5.0794390608004321e-14,5.2728708237189198e-10,9.0658463147391315e-09,6.2664632085557005e-19,7.65430663961168e-26,1.054510960051272e-09,2.2024328162344087e-36,1.0435632393871434e-09,6.3861097449265443e-27,3.4303093756070732e-23,5.6528199330889408e-21,3.7453877654485944e-23,3.662995921305776e-16,1.257156452077404e-27,0.0030263798202406723,0.00020346504623835684,1.6968497218340577e-11,5.7913051636139067e-07,1.1749448357076254e-15,5.1311233739790152e-12,1.2791871510286166e-07,3.0539554868551803e-12,8.0541559149130827e-09,5.0288294375394964e-12,8.0204192496434076e-17,6.2304562334251746e-17,3.1120970130171564e-17,7.4610979748903302e-15
1.0799425474914346e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33430163466063056,0.11561127391195941,0.022718231379823959,2.4846549297932805e-14,5.3559604079411569e-14,5.5904687795440551e-10,9.5796309408611492e-09,6.5654562828825489e-19,8.4579460610607986e-26,1.0708549517455707e-09,2.4133153564856912e-36,1.059936870580467e-09,6.7804567471056143e-27,3.6469686786498665e-23,6.1179391899187561e-21,4.0224622382223345e-23,3.8581909278534449e-16,1.3565323581577779e-27,0.0030585426535606414,0.00020665466690203741,1.7132540867092351e-11,5.9239643987868925e-07,1.1863062968665966e-15,5.3442572018000602e-12,1.3041480409099889e-07,3.1714347690968598e-12,8.3766443899065257e-09,5.3611362560400629e-12,8.4732176682011121e-17,6.629061698661291e-17,3.234942683630081e-17,7.8832398363768493e-15
1.0967940221982896e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3342666431064773,0.11557948389651536,0.022716636598971114,2.6654806980663058e-14,5.6434326609429573e-14,5.9225272159667284e-10,1.0113254753563064e-08,6.8737102185239078e-19,9.3320015255532828e-26,1.0871889160437752e-09,2.6405505984729132e-36,1.0763178574397871e-09,7.192202352387746e-27,3.8741393920954988e-23,6.6126535294340496e-21,4.3150220997140721e-23,4.0607841180098687e-16,1.4619930672631849e-27,0.0030903292882283624,0.00020984336532565298,1.7296504877490444e-11,6.0578621580358816e-07,1.1976623999654282e-15,5.5631027156468676e-12,1.3291570655636294e-07,3.2917168836050386e-12,8.7061753928763752e-09,5.7101244200472323e-12,8.9433672332325443e-17,7.0463147622598589e-17,3.3609077371821337e-17,8.3216363595965986e-15
1.1136454969051445e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3342320241342786,0.11554806565123867,0.022715042262106827,2.8562529935061405e-14,5.942141451426308e-14,6.2695053750131176e-10,1.0667115370977347e-08,7.1913604816390501e-19,1.0281454838957303e-25,1.1035129145820408e-09,2.8851155352268999e-36,1.092706731623698e-09,7.6218092759750876e-27,4.1121865222687815e-23,7.1382937118907595e-21,4.6236550435259376e-23,4.2709479658231513e-16,1.5738047598774118e-27,0.0031217441210561474,0.0002130311484835242,1.7460390555949495e-11,6.1929967706686376e-07,1.2090132409306359e-15,5.7877166570621445e-12,1.354210002841182e-07,3.4148305933508494e-12,9.0427550877963827e-09,6.0763803257224447e-12,9.431204063865628e-17,7.4827642177491542e-17,3.4900328838998751e-17,8.7766112711524258e-15
1.1304969716119994e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33419777339238232,0.11551701483080319,0.022713448365585913,3.0573425452285958e-14,6.2523766449991364e-14,6.6318712226938237e-10,1.1241609340300245e-08,7.5185423152384272e-19,1.1311557636871393e-25,1.1198270084651078e-09,3.1480284035145293e-36,1.1091040220499828e-09,8.0697441404155032e-27,4.3614830498392035e-23,7.696224534813272e-21,4.948960213020687e-23,4.488856605085857e-16,1.6922406323560705e-27,0.0031527914973880698,0.0002162180232652355,1.7624199186364364e-11,6.3293665611605653e-07,1.2203589142616486e-15,6.0181544869048932e-12,1.3793026645742493e-07,3.5408045946597598e-12,9.3863876335051872e-09,6.4605027376861134e-12,9.9370630269219798e-17,7.9389649920616923e-17,3.6223590286069191e-17,9.2484873704328237e-15
1.1473484463188544e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33416388658008289,0.11548632714074648,0.022711854905806579,3.2691269987558751e-14,6.5744323775733127e-14,7.0101015102256387e-10,1.1837132009227833e-08,7.8553907411462808e-19,1.2427841798926976e-25,1.136131258273157e-09,3.4303497008499897e-36,1.1255102549104136e-09,8.5364774105955974e-27,4.6224100088376523e-23,8.2878449165103545e-21,5.2915481640767449e-23,4.7146858233653925e-16,1.8175809554293064e-27,0.0031834757117043047,0.00021940399647680782,1.7787932030201708e-11,6.4669698488018672e-07,1.2316995130595005e-15,6.2544703862166724e-12,1.4044308975755396e-07,3.6696675173772801e-12,9.7370752064466608e-09,6.8631028888733445e-12,1.0461275696310579e-16,8.4154776763441731e-17,3.7579272725424319e-17,9.737586426596591e-15
1.1641999210257093e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33413035944702257,0.11545599833687241,0.022710261879209888,3.4919908732874186e-14,6.9086070919687958e-14,7.4046818347216309e-10,1.2454077399378589e-08,8.2020405619413858e-19,1.3636129461519491e-25,1.1524257240685837e-09,3.7331832087189074e-36,1.1419259536852405e-09,9.0224833298980156e-27,4.8953565654228308e-23,8.9145879658753263e-21,5.6520408242818889e-23,4.9486130560170748e-16,1.9501131317318165e-27,0.003213801008218325,0.00022258907484185535,1.7951590327530171e-11,6.605804947349626e-07,1.243035128956642e-15,6.4967172489215579e-12,1.4295905846148354e-07,3.8014479227279365e-12,1.0094818024044912e-08,7.284804579691384e-12,1.1004172086522696e-16,8.9128670648709607e-17,3.8967789161045101e-17,1.024422907569768e-14
1.1810513957325643e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33409718779260017,0.11542602422466115,0.022708669282279215,3.7263255171822429e-14,7.2552035748148422e-14,7.81610669934404e-10,1.3092838081737209e-08,8.5586263628763086e-19,1.4942543401488142e-25,1.1687104654026861e-09,4.0576770218619539e-36,1.158351639157375e-09,9.5282398575051786e-27,5.1807200964718483e-23,9.5779210391210003e-21,6.0310714486242297e-23,5.1908173801800643e-16,2.0901317523776219e-27,0.0032437715814670411,0.00022577326500272668,1.811517529706645e-11,6.7458701646851498e-07,1.2543658522269875e-15,6.7449466365691265e-12,1.4547776453698262e-07,3.9361743040923515e-12,1.0459614368703843e-08,7.7262442764686411e-12,1.1566081119112674e-16,9.4317036069490642e-17,4.0389554611864209e-17,1.076873472030752e-14
1.1979028704394192e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33406436746538726,0.11539640065868592,0.022707077111539752,3.9725290598973244e-14,7.614528993792514e-14,8.2448795729142854e-10,1.3753805054153562e-08,8.9252825137754272e-19,1.6353518238679399e-25,1.1849855413222778e-09,4.4050245834683813e-36,1.174787829426267e-09,1.0054228606831858e-26,5.4789062682171972e-23,1.0279345783947832e-20,6.4292845717399512e-23,5.4414795087585683e-16,2.2379386525967625e-27,0.0032733915768939741,0.00022895657352163017,1.8278688135972885e-11,6.8871638024756114e-07,1.2656917718436464e-15,6.9992087835206782e-12,1.4799880373507009e-07,4.0738750878128253e-12,1.083146061241829e-08,8.1880712091852584e-12,1.2147327557845315e-16,9.9725632671287161e-17,4.1844986126549636e-17,1.1311421431799926e-14
1.2147543451462741e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33403189436254976,0.11536712354203678,0.022705485363557997,4.2310063611317743e-14,7.9868949351429618e-14,8.6915129489740678e-10,1.4437367620929605e-08,9.3021431709121853e-19,1.7875810948578052e-25,1.2012510103762178e-09,4.776465726133654e-36,1.1912350399214879e-09,1.0600934785069399e-26,5.7903291145970838e-23,1.1020398170442574e-20,6.8473359567780369e-23,5.7007817843829514e-16,2.3938429664508327e-27,0.0033026650914255453,0.00023213900688174343,1.844213002110704e-11,7.0296841558404083e-07,1.277012975359711e-15,7.2595526040042412e-12,1.505217756798777e-07,4.2145786302275375e-12,1.1210351241980947e-08,8.6709474684751938e-12,1.2748234005564746e-16,1.0536025243111153e-16,4.3334502812071337e-17,1.1872605852477068e-14
1.231605819853129e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33399976442927776,0.11533818882575113,0.02270389403494125,4.5021689589733593e-14,8.3726174414399786e-14,9.1565284042919856e-10,1.5143913274525951e-08,9.689342278865923e-19,1.9516511595126815e-25,1.2175069306218614e-09,5.1732877184389603e-36,1.2076937834160192e-09,1.1168847133824517e-26,6.1154111153487098e-23,1.1802648509427179e-20,7.28589254094307e-23,5.9689081733501563e-16,2.5581611806440143e-27,0.0033315961740405567,0.0002353205714883083,1.8605502109174485e-11,7.1734295130228451e-07,1.2883295490249715e-15,7.526025636376523e-12,1.5304628395596464e-07,4.3583132183110311e-12,1.1596278884771618e-08,9.1755481018899636e-12,1.3369122449978797e-16,1.1122673782954847e-16,4.4858525859416838e-17,1.2452603100005748e-14
1.248457294559984e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33396797365822167,0.11530959250825087,0.022702303122337113,4.7864350144662932e-14,8.7720170497138109e-14,9.6404566568096757e-10,1.5873827579418679e-08,1.0087013572358506e-18,2.1283055404069208e-25,1.2337533596314334e-09,5.5968263170140096e-36,1.2241645700392486e-09,1.1758457870835946e-26,6.4545832742517313e-23,1.2627701459162738e-20,7.7456323777779152e-23,6.2460442595485876e-16,2.731217187445996e-27,0.0033601888263329553,0.00023850127366970949,1.8768805536094655e-11,7.3183981550658821e-07,1.2996415778949198e-15,7.7986740493275347e-12,1.5557193619294242e-07,4.5051070715431608e-12,1.1989234335112225e-08,9.7025612094141325e-12,1.4010309835150236e-16,1.1733098719864231e-16,4.6417478553568207e-17,1.3051726675269998e-14
1.265308769266839e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33393651808893482,0.11528133063478649,0.022700712622433013,5.0842292530121059e-14,9.1854188298223966e-14,1.014383762302123e-09,1.6627494058135656e-08,1.0495290578071172e-18,2.3183233807075716e-25,1.2499903544983261e-09,6.0484668239479548e-36,1.2406479072896878e-09,1.2370262632752446e-26,6.8082851970627731e-23,1.3497196019252603e-20,8.2272445762488345e-23,6.5323772383604309e-16,2.9133423367429453e-27,0.0033884470030679462,0.00024168111967853915,1.8932041418479621e-11,7.4645883554922541e-07,1.3109491456495012e-15,8.0775426704131174e-12,1.5809834414743675e-07,4.654988337952038e-12,1.2389206581167762e-08,1.0252688038222754e-11,1.4672110044199642e-16,1.2367892048912383e-16,4.8011786302781008e-17,1.3670288369818174e-14
1.2821602439736939e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33390539380732287,0.11525339929688729,0.022699122531955721,5.3959829058399042e-14,9.6131524230389585e-14,1.0667220474780155e-09,1.7405294079500498e-08,1.0914306616442042e-18,2.5225205318939804e-25,1.2662179718433175e-09,6.5296451494167813e-36,1.2571443000474018e-09,1.300476041895596e-26,7.1769651690490113e-23,1.441280551241579e-20,8.7314292366962059e-23,6.8280959105390685e-16,3.1048754872324202e-27,0.0034163746127315537,0.0002448601156926459,1.9095210854061447e-11,7.6119983799901062e-07,1.3222523347010654e-15,8.3626749170139666e-12,1.6062512378249514e-07,4.8079850942423924e-12,1.2796182832377361e-08,1.0826643076670932e-11,1.5354837234924957e-16,1.3027649984582114e-16,4.9641876668938905e-17,1.4308598175184059e-14
1.2990117186805488e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33387459694509952,0.11522579463181842,0.022697532847670874,5.7221336479926801e-14,1.0055552081010854e-13,1.121116369552776e-09,1.8207606749110751e-08,1.1344194803444339e-18,2.7417508577842515e-25,1.282436267820715e-09,7.0418488793988473e-36,1.2736542505861699e-09,1.3662453536413919e-26,7.5610802328174901e-23,1.5376237555722659e-20,9.2588973837148695e-23,7.1333906760707331e-16,3.3061630567778874e-27,0.0034439755180736861,0.00024803826781616927,1.9258314920454454e-11,7.7606264861024976e-07,1.3335512263861569e-15,8.6541127970658173e-12,1.6315189534426399e-07,4.9641253493177787e-12,1.3210148547397444e-08,1.1425154147505674e-11,1.6058799708798596e-16,1.3712974709288056e-16,5.1308179371089157e-17,1.4966964196520043e-14
1.3158631933874038e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33384412367924871,0.11519851282204428,0.022695943566382475,6.0631255323055653e-14,1.051295670495802e-13,1.1776235135936411e-09,1.9034808802075836e-08,1.1785088052345852e-18,2.9769074032603083e-25,1.2986452981244275e-09,7.5866183483535708e-36,1.2901782585853703e-09,1.434384754554496e-26,7.9610962658531069e-23,1.6389234019556001e-20,9.8103708960285015e-23,7.4484535280119519e-16,3.5175590719382681e-27,0.0034712535366448042,0.00025121558208055948,1.9421354676817303e-11,7.9104709229207704e-07,1.3448459007116633e-15,8.9518969689678235e-12,1.6567828343593753e-07,5.1234370392431738e-12,1.363108746253335e-08,1.2048962500290284e-11,1.6784301297869175e-16,1.442446944608894e-16,5.3011126314113553e-17,1.5645692565712944e-14
1.3327146680942587e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33381397023149334,0.11517155009469809,0.022694354684932472,6.4194089248361173e-14,1.0985709885015307e-13,1.2363012068961749e-09,1.9887274498038428e-08,1.2237119075449979e-18,3.2289234650988888e-25,1.3148451179939586e-09,8.1655477167414841e-36,1.306716821141597e-09,1.504945120708261e-26,8.377488057414247e-23,1.7453570974669027e-20,1.0386582433423208e-22,7.773478046296655e-16,3.7394252166876849e-27,0.0034982124413262526,0.00025439206444558313,1.9584331164820501e-11,8.0615299307837814e-07,1.3561364364244389e-15,9.2560666577620446e-12,1.6820391708917728e-07,5.2859480261936287e-12,1.4058981620642431e-08,1.2698822903031406e-11,1.7531647498691023e-16,1.5162740422378242e-16,5.4751151627156049e-17,1.6345087355620956e-14
1.3495661428011137e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33378413286777037,0.11514490272105783,0.022692766200200287,6.7914404372359324e-14,1.1474159939976355e-13,1.2972081244297865e-09,2.0765375518502071e-08,1.2700420385818517e-18,3.4987740012752107e-25,1.3310357822203279e-09,8.7802860532670322e-36,1.3232704327800159e-09,1.5779776429921679e-26,8.8107393859118436e-23,1.8571058630030546e-20,1.0988275360806055e-22,8.1086593915278897e-16,3.9721308803403781e-27,0.0035248559608543279,0.00025756772080031358,1.9747245406609544e-11,8.2138017409808785e-07,1.3674229113277974e-15,9.566659638919119e-12,1.7072842983278653e-07,5.4516861044064319e-12,1.4493811400490705e-08,1.3375503732998967e-11,1.8301137400917906e-16,1.5928400631816228e-16,5.6528691659123127e-17,1.7065450499622879e-14
1.3664176175079686e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33375460789771122,0.11511856701602842,0.022691178109102341,7.1796828535482592e-14,1.1978659957291734e-13,1.3604038942228395e-09,2.166948086648591e-08,1.3175124298976447e-18,3.7874768898418578e-25,1.347217345151924e-09,9.4325384217286857e-36,1.3398395854654584e-09,1.6535338219932274e-26,9.2613430961010355e-23,1.9743541259060549e-20,1.1616203669454712e-22,8.4541942987450923e-16,4.2160532046954942e-27,0.0035511877803381859,0.00026074255696410917,1.9910098406502548e-11,8.3672845754580227e-07,1.3787054019524886e-15,9.8837123426140104e-12,1.7325145975858594e-07,5.6206789941695489e-12,1.4935555546535859e-08,1.407978706672906e-11,1.9093063411014753e-16,1.6722063055462702e-16,5.8344185003913084e-17,1.7807081710782448e-14
1.3832690922148235e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33372539167412957,0.1150925393376299,0.022689590408591632,7.5846050601363793e-14,1.2499567833101967e-13,1.4259491026867434e-09,2.2599956768526224e-08,1.3661362934599423e-18,4.0960939373791862e-25,1.3633898607002799e-09,1.0124066972363848e-35,1.356424768613261e-09,1.7316654629726793e-26,9.7298011752449842e-23,2.0972897113855352e-20,1.227113189552482e-22,8.8102810711538336e-16,4.4715771304162754e-27,0.0035772115417716222,0.00026391657868757404,2.0072891152891573e-11,8.5219766465302309e-07,1.3899839835376264e-15,1.0207259757011701e-11,1.7577264958481126e-07,5.7929543384879759e-12,1.5384191199118608e-08,1.4812468769200026e-11,1.9907721538946391e-16,1.7544341844652573e-16,6.0198072551732844e-17,1.8570278401005151e-14
1.4001205669216785e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33369648059251444,0.11506681608649165,0.022688003095657269,8.0066819736627842e-14,1.3037246312707862e-13,1.4939052998784708e-09,2.3557166579042933e-08,1.4159268218183781e-18,4.4257323954942577e-25,1.3795533823457808e-09,1.0856692037579158e-35,1.3730264690998527e-09,1.8124246709365262e-26,1.0216624829976351e-22,2.226103833175697e-20,1.2953835035882474e-22,9.1771195738408391e-16,4.7390954426578813e-27,0.0036029308445388306,0.00026708979165350916,2.0235624615218469e-11,8.6778761565978419e-07,1.4012587305234104e-15,1.0537335376265677e-11,1.7829164671678978e-07,5.968539712416528e-12,1.5839693925046769e-08,1.5574358582171666e-11,2.0745401438895494e-16,1.8395859222155726e-16,6.2090797475568454e-17,1.9355335606535841e-14
1.4169720416285334e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3336678710905292,0.11504139370535267,0.022686416167324062,8.4463944608745707e-14,1.359206303135355e-13,1.5643350047007169e-09,2.4541470687087658e-08,1.4668971882699421e-18,4.7775463605420198e-25,1.3957079631433028e-09,1.1632293231959653e-35,1.3896451712730961e-09,1.8958638457984653e-26,1.0722334563239735e-22,2.3609910831271087e-20,1.3665098461329153e-22,9.5549112274667588e-16,5.0190088159579628e-27,0.0036283492459141856,0.00027026220147784673,2.0398299745388321e-11,8.8349812978649199e-07,1.4125297161616416e-15,1.0873971364975635e-11,1.8080810330472682e-07,6.1474626165746873e-12,1.6302037748540788e-08,1.6366280211677747e-11,2.1606382667645609e-16,1.9277236641965644e-16,6.4022805247807862e-17,2.0162545913585064e-14
1.4338235163353883e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33363955964751685,0.11501626867856755,0.022684829620652082,8.9042292633441331e-14,1.4164390554883968e-13,1.6373017100390875e-09,2.5553226425488578e-08,1.5190605470226322e-18,5.1527376576539188e-25,1.4118536557277776e-09,1.2452810556453113e-35,1.4062813569623815e-09,1.9820356776338211e-26,1.1247460249619601e-22,2.5021494195345598e-20,1.4405717827287056e-22,9.9438590019118726e-16,5.3117258584037746e-27,0.0036534702615561502,0.00027343381371057148,2.0560917481155011e-11,8.9932902520644443e-07,1.4237970123290043e-15,1.1217198457221934e-11,1.8332167629909066e-07,6.3297504698140287e-12,1.6771195182521486e-08,1.7189071414661803e-11,2.2490950822051255e-16,2.0189093945696395e-16,6.5994543710707661e-17,2.0992199382405482e-14
1.4506749910422433e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33361154278401106,0.1149914375316186,0.022683243452736222,9.3806789226333531e-14,1.4754606420866756e-13,1.7128698878358108e-09,2.659278798240576e-08,1.5724300333574456e-18,5.552557448400983e-25,1.4279905123196952e-09,1.3320245506628813e-35,1.4229355054884853e-09,2.0709931420230783e-26,1.179254121155952e-22,2.6497801548745051e-20,1.5176498982013242e-22,1.0344167409907191e-15,5.6176631550894958e-27,0.0036782973659953491,0.00027660463383662995,2.0723478741990976e-11,9.1528011901878596e-07,1.4350606902526887e-15,1.1567045839579249e-11,1.8583202750335069e-07,6.5154306229721403e-12,1.7247137260228995e-08,1.8043584084746151e-11,2.3399386362200606e-16,2.1132060897242694e-16,6.8006463054407293e-17,2.1844583478639795e-14
1.4675264657490982e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33358381706125256,0.11496689683063335,0.022681657660705779,9.8762416932135231e-14,1.5363093180163456e-13,1.7911049940991205e-09,2.7660506315309077e-08,1.6270187637887287e-18,5.9783078614056191e-25,1.4441185847305331e-09,1.4236662184912512e-35,1.4396080936731873e-09,2.1627894954836525e-26,1.2358126296218335e-22,2.8040879426294873e-20,1.5978257872411149e-22,1.0756042500649619e-15,5.9372453108771789e-27,0.003702833993116893,0.00027977466727682483,2.0885984429628414e-11,9.3135122722152346e-07,1.4463208201065071e-15,1.192354139289732e-11,1.8833882362370548e-07,6.7045303531258401e-12,1.7729833567137448e-08,1.8930684337124112e-11,2.4331954549038622e-16,2.2106766436378475e-16,7.0059015816473604e-17,2.2719983005851035e-14
1.4843779404559532e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33355637908071201,0.11494264318190803,0.022680072241724063,1.0391421461908118e-13,1.5990238438147787e-13,1.8720734738476547e-09,2.8756729067389574e-08,1.6828398362229831e-18,6.4313426743126373e-25,1.4602379243681207e-09,1.5204188416702408e-35,1.4562995958486612e-09,2.2574782709885559e-26,1.2944773949864878e-22,2.9652807627102167e-20,1.6811820447507976e-22,1.1179691853357521e-15,6.270904992474521e-27,0.0037270835366370208,0.0002829439193886973,2.1048435433648715e-11,9.4754216468527114e-07,1.4575774705415147e-15,1.2286711607854348e-11,1.9084173631649397e-07,6.8970768497271e-12,1.8219252273143165e-08,1.9851252592565424e-11,2.5288929359500681e-16,2.3113833726186034e-16,7.2152656978911151e-17,2.3618680034547793e-14
1.5012294151628083e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33352922548361774,0.11491867323143648,0.02267848719298797,1.0926727672286837e-13,1.6636434896375988e-13,1.9558427659894639e-09,2.988180048641332e-08,1.7399063301161064e-18,6.9130689581710047e-25,1.4763485822419379e-09,1.6225016870273291e-35,1.4730104838666292e-09,2.355113273570625e-26,1.3553052293230831e-22,3.1335699064674689e-20,1.7678022559667397e-22,1.161532457080972e-15,6.6190829698425328e-27,0.0037510493505741242,0.00028611239546739563,2.1210832626309519e-11,9.6385274512754304e-07,1.4688307096954103e-15,1.2656581360115681e-11,1.9334044223311408e-07,7.0930972336921796e-12,1.8715360165023235e-08,2.0806183660524457e-11,2.6270582909261939e-16,2.415389816014546e-16,7.4287843941366884e-17,2.4540953839126833e-14
1.5180808898696634e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33350235295048958,0.11489498366444467,0.022676902511727555,1.1482675230984965e-13,1.7302080394972233e-13,2.0424813081347139e-09,3.1036061346025695e-08,1.7982313066290368e-18,7.4249490874453155e-25,1.4924506089683453e-09,1.7301406180378766e-35,1.4897412271073001e-09,2.4557485760110107e-26,1.4183539198529345e-22,3.3091699610428099e-20,1.8577709863606771e-22,1.2063151272881277e-15,6.9822281569458529e-27,0.0037747347497142226,0.00028928010074653177,2.1373176861232169e-11,9.8028278108690099e-07,1.4800806048714303e-15,1.3033174244145025e-11,1.9583462306176455e-07,7.2926185547936482e-12,1.9218122679125205e-08,2.1796386821341376e-11,2.7277164791426073e-16,2.5227595616330899e-16,7.6465036490828937e-17,2.5487080837762032e-14
1.5349323645765185e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33347575820067776,0.11487157120493079,0.022675318195205671,1.2059784421010619e-13,1.7987577954358345e-13,2.13205854134132e-09,3.221984886951222e-08,1.8578278087819578e-18,7.9685011355452239e-25,1.508544054775754e-09,1.8435682075464047e-35,1.506492292488075e-09,2.5594385146106486e-26,1.4836822362862933e-22,3.4922987920778735e-20,1.951173771328772e-22,1.2523384090003981e-15,7.360797651858406e-27,0.003798143010070954,0.00029244704039902379,2.1535468982058994e-11,9.9683208389785741e-07,1.4913272216307232e-15,1.3416512546211919e-11,1.9832396556694576e-07,7.4956677677305276e-12,1.9727503934258666e-08,2.2822785907525806e-11,2.8308935595649488e-16,2.6335550128456909e-16,7.8684696932738488e-17,2.6457334526481958e-14
