Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),H2OX(23),COX(50)
1.0426795900921028e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32989124400505643,0.11290956851181745,0.021866563159760068,2.0015073505713863e-10,3.83708821707696e-10,4.5967759271741366e-06,5.557814485390203e-06,5.0585471200734154e-16,6.4136948716334638e-20,9.524356748844907e-09,7.5332435456508509e-31,1.763376961958363e-08,2.3065763442758013e-23,6.3224532257163574e-19,1.1597555565331784e-16,3.1328930597596592e-19,9.0917122604345245e-13,4.8241714479349011e-23,0.0057536671559576891,0.0019038759325124732,1.0469570673789301e-10,1.7545797277142451e-05,7.4448659938887409e-15,6.9469019996787186e-10,5.8834568461844116e-07,8.5646990082614179e-10,5.7367341019860732e-07,6.6629501948877911e-08,5.41736072739335e-14,1.36266387182574e-13,2.859461401590414e-14,4.5175859246800314e-12
1.0472346885314448e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32988314057910861,0.11290952288298156,0.021862522600875907,2.0320003689937908e-10,3.9056313456630895e-10,4.6653436966346853e-06,5.6077993927051679e-06,5.1236949397144191e-16,6.5523261153213945e-20,9.5653291050257813e-09,7.7140231098527188e-31,1.774770818934467e-08,2.3418970569797258e-23,6.4410329741621377e-19,1.1782216737831294e-16,3.1766887522299075e-19,9.2150543974004808e-13,4.9190279321550009e-23,0.0057536580545664,0.001911903244277586,1.0511194958555182e-10,1.7625288984461589e-05,7.4757739764796629e-15,6.9891460562051828e-10,5.8924173834256808e-07,8.6399572629254601e-10,5.7747397136562527e-07,6.764454419278198e-08,5.476377285215694e-14,1.3779398107379365e-13,2.9026587519832136e-14,4.558104798990084e-12
1.0517897869707869e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32987504346490343,0.1129094809697925,0.0218584829869879,2.0628245003531068e-10,3.9750215541741975e-10,4.7344807869661873e-06,5.6579894634855238e-06,5.1894032598532035e-16,6.6931395293632134e-20,9.6063136391166126e-09,7.8983531415471906e-31,1.7861735843590674e-08,2.3776094373679244e-23,6.5612313116521519e-19,1.1968831576234982e-16,3.220877314370489e-19,9.3393559976201295e-13,5.0153339243940248e-23,0.0057536450218944671,0.0019199284502289878,1.0552808658329883e-10,1.7704486926791177e-05,7.5066816408552755e-15,7.0313705414435447e-10,5.901377299253577e-07,8.7153919510252625e-10,5.8128502160191117e-07,6.8668260396191806e-08,5.5357931093371234e-14,1.3933003006125002e-13,2.9463029111715558e-14,4.598788531678275e-12
1.0563448854101289e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3298669525371522,0.11290944264868641,0.02185444431769026,2.0939819746674678e-10,4.0452638547509002e-10,4.804186679257549e-06,5.7083846367072378e-06,5.255674648568915e-16,6.8361553634364274e-20,9.6473103943751536e-09,8.0862884322860231e-31,1.7975848889112481e-08,2.4137162444906033e-23,6.683061560899888e-19,1.2157408377722184e-16,3.2654603559258166e-19,9.4646174417934812e-13,5.1131054658428304e-23,0.005753628181570521,0.001927951551242562,1.0594411769911722e-10,1.7783391899530154e-05,7.537588920452114e-15,7.0735752306015079e-10,5.9103365946670272e-07,8.7910015411242896e-10,5.8510655683495476e-07,6.9700643633148643e-08,5.5956093245793715e-14,1.4087452831813132e-13,2.9903960546946666e-14,4.6396370614431044e-12
1.0608999838494709e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32985886767438033,0.11290940779996024,0.021850406592580425,2.1254750281670191e-10,4.1163632459796836e-10,4.8744608283459463e-06,5.7589848513371696e-06,5.3225116766570458e-16,6.9813939054897088e-20,9.6883194115118359e-09,8.2778843966809657e-31,1.8090043666122706e-08,2.4502202450038161e-23,6.8065370781552088e-19,1.234795537801257e-16,3.3104394861472028e-19,9.5908390834898012e-13,5.2123587104511533e-23,0.0057536076533623763,0.0019359725481877664,1.063600429024418e-10,1.7862004751347203e-05,7.5684957504707533e-15,7.1157599224252424e-10,5.9192952706007768e-07,8.8667845357172267e-10,5.889385729841852e-07,7.0741686533817658e-08,5.6558270546206581e-14,1.4242747034270003e-13,3.0349403551117387e-14,4.6806503269898775e-12
1.065455082288813e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32985078875880885,0.1129093763076513,0.021846369811258946,2.1573059032866807e-10,4.1883247131204435e-10,4.9453026635926197e-06,5.8097900463316349e-06,5.3899169176047376e-16,7.1288754818464121e-20,9.7293407287174709e-09,8.4731970769307016e-31,1.820431654859185e-08,2.4871242131194202e-23,6.9316712532796494e-19,1.2540480751609348e-16,3.3558163137929072e-19,9.7180212498044067e-13,5.3131099252369942e-23,0.0057535835532975558,0.0019439914419278244,1.0677586216426323e-10,1.7940326382608983e-05,7.5994020678591112e-15,7.1579244382230471e-10,5.9282533279394426e-07,8.9427394709600231e-10,5.9278106596218971e-07,7.179138129666379e-08,5.7164474218762244e-14,1.4398885095496618e-13,3.079937982591539e-14,4.7218282670297873e-12
1.070010180728155e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984271567623813,0.11290934805942036,0.021842333973329402,2.1894768486589756e-10,4.2611532283376399e-10,5.0167115896521859e-06,5.8608001606352048e-06,5.4578929475657593e-16,7.2786204573205638e-20,9.7703743816910348e-09,8.6722831473573236e-31,1.8318663944565428e-08,2.5244309305552885e-23,7.058477509822709e-19,1.273499261205852e-16,3.4015924471281953e-19,9.8461642420093975e-13,5.4153754905939769e-23,0.0057535559937800596,0.0019520082333199088,1.0719157545709195e-10,1.8018357743821396e-05,7.6303078105534565e-15,7.2000686209697932e-10,5.9372107675298056e-07,9.0188649160490022e-10,5.966340316758527e-07,7.2849719700548413e-08,5.7774715474405127e-14,1.455586652931474e-13,3.1253911040325114e-14,4.7631708202831438e-12
1.074565279167497e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32983464831593751,0.1129093229464387,0.021838299078398318,2.2219901191069075e-10,4.3348537509382063e-10,5.0886869872350766e-06,5.9120151331797032e-06,5.5264423453351102e-16,7.4306492353670483e-20,9.8114204036676106e-09,8.8751999189522476e-31,1.8433082296462379e-08,2.5621431864857904e-23,7.1869693051033717e-19,1.2931499012223805e-16,3.4477694939253722e-19,9.9752683361981983e-13,5.5191719005966695e-23,0.0057535250837034832,0.0019600229232153198,1.0760718275475793e-10,1.8096099834084488e-05,7.6612129182745056e-15,7.2421923359430892e-10,5.9461675901904385e-07,9.0951594733643224e-10,6.0049746602737561e-07,7.3916693116741374e-08,5.8389005513245464e-14,1.4713690882947784e-13,3.171301883660392e-14,4.8046779254743393e-12
1.079120377606839e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982658657053521,0.11290930086327841,0.021834265126075097,2.2548479756368973e-10,4.4094312276188573e-10,5.1612282138628178e-06,5.9634349028833843e-06,5.5955676923233229e-16,7.5849822582632824e-20,9.8524788254463933e-09,9.082005343931487e-31,1.8547568081355079e-08,2.6002637774925506e-23,7.3171601303008753e-19,1.3130007944576656e-16,3.4943490614638232e-19,1.0105333783923679e-12,5.6245157633038942e-23,0.0057534909285605999,0.0019680355124596601,1.0802268403254528e-10,1.8173553699561939e-05,7.6921173327229953e-15,7.2842954697506491e-10,5.955123796721817e-07,9.1716217782558066e-10,6.0437136491520679e-07,7.4992292520841937e-08,5.9007355523245616e-14,1.487235773663645e-13,3.2176724840849601e-14,4.8463495213302536e-12
1.083675476046181e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981853033591496,0.11290928170780619,0.021830232115971883,2.2880526854317584e-10,4.4848905927150169e-10,5.2343346046158393e-06,6.015059408650287e-06,5.665271572530451e-16,7.7416400072950253e-20,9.8935496754188354e-09,9.2927580203000764e-31,1.8662117811231217e-08,2.6387955075155047e-23,7.4490635105445188e-19,1.333052734150081e-16,3.5413327565300466e-19,1.0236360812829624e-12,5.7314238010600402e-23,0.0057534536305495453,0.0019760460018929992,1.0843807926720428e-10,1.8250720431965725e-05,7.7230209963076194e-15,7.3263779290435225e-10,5.9640793879152891e-07,9.2482504981949769e-10,6.0825572423491778e-07,7.6076508504603469e-08,5.962977667885878e-14,1.5031866702702441e-13,3.2645050649180712e-14,4.8881855465857553e-12
1.0882305744855231e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981047951111409,0.11290926538108063,0.021826200047703529,2.321606521843724e-10,4.5612367684546689e-10,5.3080054728734953e-06,6.0668885893697387e-06,5.7355565725197236e-16,7.9006430029749452e-20,9.9346329795968339e-09,9.5075171964256025e-31,1.8776728033237837e-08,2.6777411878042606e-23,7.5826930050069657e-19,1.3533065075610962e-16,3.5887221854176774e-19,1.0368349627275425e-12,5.8399128507943736e-23,0.0057534132886766518,0.0019840543923500373,1.088533684366724e-10,1.8327601167056137e-05,7.7539238531697777e-15,7.3684396415218298e-10,5.9730343645589828e-07,9.3250443329544591e-10,6.1215053987998463e-07,7.7169331287656337e-08,6.0256280144262781e-14,1.5192217427497846e-13,3.3118017832587565e-14,4.9301859399787021e-12
1.0927856729248651e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32980243399822468,0.11290925178725246,0.021822168920887512,2.3555117643875188e-10,4.6384746652227354e-10,5.3822401110460407e-06,6.1189223839159954e-06,5.8064252813909373e-16,8.0620118052982179e-20,9.9757287616409986e-09,9.7263427756207345e-31,1.8891395329907776e-08,2.7171036368697729e-23,7.718062207009004e-19,1.3737628960085002e-16,3.6365189539275114e-19,1.0501300408953837e-12,5.9499998643183745e-23,0.0057533699988561041,0.0019920606846602568,1.0926855152023175e-10,1.840419708315825e-05,7.7848258498180333e-15,7.4104805550763491e-10,5.9819887274448773e-07,9.402002014527138e-10,6.1605580774247669e-07,7.8270750729123797e-08,6.0886877072114932e-14,1.5353409591118393e-13,3.3595647955236887e-14,4.972350640246832e-12
1.0973407713642071e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979439370229929,0.112909240833468,0.021818138735143808,2.389770698733461e-10,4.7166091818251066e-10,5.4570377912982869e-06,6.1711607311480176e-06,5.8778802907535404e-16,8.2257670139919165e-20,1.0016837042889013e-08,9.9492953207345748e-31,1.9006116319368908e-08,2.756885680436346e-23,7.8551847441214647e-19,1.3944226749009301e-16,3.684724667367536e-19,1.0635213317501586e-12,6.0617019086211101e-23,0.0057533238540064648,0.0020000648796480846,1.0968362849860177e-10,1.8480509399695402e-05,7.8157269330999704e-15,7.4525006359295633e-10,5.9909424773755203e-07,9.4791223059948477e-10,6.199715237137335e-07,7.938075633912628e-08,6.152157860100391e-14,1.5515442905659127e-13,3.4077962554298554e-14,5.0146795861358374e-12
1.1018958698035492e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978635853125748,0.11290923242977575,0.021814109490094907,2.4243856167006007e-10,4.7956452057549232e-10,5.5323977662647108e-06,6.2236035699093446e-06,5.9499241946994482e-16,8.3919292687936889e-20,1.0057957842384005e-08,1.0176436058752764e-30,1.9120887655536357e-08,2.7970901513939717e-23,7.9940742782676772e-19,1.4152866137736581e-16,3.7333409305529447e-19,1.0770088491102671e-12,6.1750361661626582e-23,0.0057532749441441891,0.0020080669781330301,1.1009859935355896e-10,1.8556539375739446e-05,7.846627051402616e-15,7.4944998700632189e-10,5.9998956151669752e-07,9.5564040017182728e-10,6.2389768368495471e-07,8.0499337290169364e-08,6.2160395859718836e-14,1.567831711758835e-13,3.4564983140958859e-14,5.057172716394737e-12
1.1064509682428912e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977832839579779,0.11290922648903576,0.021810081185365655,2.459358816249918e-10,4.8755876134714798e-10,5.6083192697557428e-06,6.2762508390280762e-06,6.0225595897755964e-16,8.5605192497774925e-20,1.0099091176902968e-08,1.040782688540625e-30,1.9235706028288095e-08,2.837719889751017e-23,8.1347445058408867e-19,1.4363554763255927e-16,3.782369347806162e-19,1.090592604708438e-12,6.2900199351655792e-23,0.0057532233564742347,0.0020160669809298286,1.1051346406809932e-10,1.8632288308579004e-05,7.8775261560999371e-15,7.5364782626577908e-10,6.0088481416534794e-07,9.6338459274999029e-10,6.2783428354769659e-07,8.1626482428410836e-08,6.2803339966412688e-14,1.5842032007803249e-13,3.5056731230897422e-14,5.0998299697702686e-12
1.1110060666822332e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977030320931039,0.11290922292683168,0.021806053820583225,2.494692601477516e-10,4.9564412706770206e-10,5.6848015174550656e-06,6.3291024773169535e-06,6.0957890749562294e-16,8.7315576776608694e-20,1.0140237060985244e-08,1.0643530369788564e-30,1.9350568163624154e-08,2.8787777425872555e-23,8.2772091578172002e-19,1.4576300204574328e-16,3.8318115229568667e-19,1.1042726082505656e-12,6.4066706299044829e-23,0.0057531691754778161,0.0020240648888485827,1.1092822262665621e-10,1.8707757532306322e-05,7.9084241984627792e-15,7.5784358354262996e-10,6.0178000576928284e-07,9.7114469391074494e-10,6.317813191943907e-07,8.2762180284803024e-08,6.34504220243228e-14,1.6006587388786312e-13,3.555322831683568e-14,5.1426512850177348e-12
1.1155611651215753e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976228288779352,0.11290922166138603,0.021802027395377066,2.5303892826078615e-10,5.0382110325918701e-10,5.7618437076076808e-06,6.3821584235735092e-06,6.1696152516149648e-16,8.9050653141342574e-20,1.0181395506960985e-08,1.0883609758981532e-30,1.9465470823809796e-08,2.9202665640072774e-23,8.4214819998643496e-19,1.4791109983109381e-16,3.8816690593420133e-19,1.1180488674737779e-12,6.5250057809936645e-23,0.0057531124829974488,0.0020320607026948915,1.1134287501459728e-10,1.8782948416422092e-05,7.9393211308516412e-15,7.6203726284770045e-10,6.026751364166971e-07,9.7892059224128155e-10,6.3573878651879105e-07,8.3906419086106267e-08,6.4101653127198506e-14,1.6171983107405784e-13,3.6054495860812063e-14,5.1856366008974887e-12
1.1201162635609173e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32975426734977248,0.11290922261347761,0.021798001909378792,2.5664511759870747e-10,5.1209017442453468e-10,5.8394450216985744e-06,6.4354186165803023e-06,6.244040723496585e-16,9.0810629622535315e-20,1.0222566524979662e-08,1.1128128982689299e-30,1.9580410807502951e-08,2.9621892150942586e-23,8.5675768324703611e-19,1.5007991563092684e-16,3.9319435598058587e-19,1.1319213882037414e-12,6.6450430356728714e-23,0.005753053358319318,0.0020400544232699836,1.1175742121835736e-10,1.8857862364459453e-05,7.9702169095641639e-15,7.6622887003385948e-10,6.0357020619845818e-07,9.8671217939510245e-10,6.3970668141630958e-07,8.505918676576999e-08,6.4757044359437462e-14,1.633821904569303e-13,3.656055534292193e-14,5.2287858561656036e-12
1.1246713620002593e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32974625651622069,0.11290922570636172,0.021793977362222178,2.6028806040762063e-10,5.204518240763552e-10,5.9176046251217924e-06,6.4888829951052033e-06,6.3190680966886413e-16,9.2595714668006192e-20,1.0263750123038558e-08,1.137715265788056e-30,1.9695384949866213e-08,3.0045485638641071e-23,8.7155074910670517e-19,1.5226952351983385e-16,3.9826366266999879e-19,1.1458901744111675e-12,6.7668001580911644e-23,0.0057529918782530786,0.0020480460513708403,1.1217186122584256e-10,1.8932500812627996e-05,8.0011114903348061e-15,7.7041841241964636e-10,6.0446521520860094e-07,9.9451934990397983e-10,6.4368499978441326e-07,8.6220470974677634e-08,6.54166067893728e-14,1.6505295116543427e-13,3.7071428226860432e-14,5.2720989895875417e-12
1.1292264604396013e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297382503104842,0.11290923086569295,0.021789953753543024,2.6396798954445552e-10,5.2890653476495917e-10,5.9963216678397692e-06,6.5425514979017483e-06,6.3946999795928213e-16,9.4406117146522798e-20,1.0304946307011229e-08,1.1630746093438936e-30,1.9810390122663717e-08,3.0473474852199978e-23,8.8652878461419316e-19,1.5447999700891389e-16,4.0337498618833427e-19,1.1599552282675176e-12,6.8902950295889487e-23,0.0057529281172091799,0.002056035587790315,1.1258619502578695e-10,1.9006865228476689e-05,8.032004829100874e-15,7.7460589901275292e-10,6.0536016354419334e-07,1.0023420011750046e-09,6.4767373752296987e-07,8.7390259091752571e-08,6.6080351475856979e-14,1.6673211266841468e-13,3.7587135935214052e-14,5.3155759399369499e-12
1.1337815588789434e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32973024865820749,0.11290923801945016,0.021785931082979184,2.6768513847630373e-10,5.3745478810839766e-10,6.0755952850327646e-06,6.5964240637095508e-06,6.4709389828961024e-16,9.624204635236529e-20,1.0346155080676049e-08,1.188897529482132e-30,1.9925423234343186e-08,3.0905888609072962e-23,9.0169318033765195e-19,1.567114090501002e-16,4.0852848667222547e-19,1.174116550199913e-12,7.0155456489781071e-23,0.0057528621472737497,0.0020640230333172542,1.1300042260779708e-10,1.9080957109576849e-05,8.062896887128502e-15,7.7879134061416654e-10,6.0625505130540188e-07,1.0101800336063452e-09,6.5167289053444493e-07,8.8568538234421631e-08,6.6748289470254089e-14,1.6841967479522569e-13,3.8107699924340356e-14,5.3592166459812068e-12
1.1383366573182854e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32972225148726197,0.112909247097864,0.021781909350170423,2.7143974127975359e-10,5.4609706482222933e-10,6.1554245977382601e-06,6.6505006312547345e-06,6.5477877195417312e-16,9.8103712009440083e-20,1.0387376445744577e-08,1.2151906968724165e-30,2.0040481230103565e-08,3.1342755794688793e-23,9.1704533037807809e-19,1.5896383204057352e-16,4.1372432420904757e-19,1.1883741389452324e-12,7.1425701328203673e-23,0.0057527940382811702,0.0020720083887366086,1.1341454396302099e-10,1.9154777982226326e-05,8.0937876247700034e-15,7.8297474929833743e-10,6.0714987859601554e-07,1.0180333503549003e-09,6.5568245472420334e-07,8.9755295268933937e-08,6.7420431806432292e-14,1.70115637674105e-13,3.8633141645743505e-14,5.4030210464976304e-12
1.1428917557576274e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32971425872767735,0.11290925803334656,0.021777888554758429,2.7523203264022743e-10,5.5483384474766856e-10,6.2358087134802019e-06,6.7047811392504219e-06,6.6252488046999867e-16,9.9991324275229113e-20,1.0428610401890048e-08,1.2419608527757594e-30,2.0155561091948392e-08,3.1784105362008476e-23,9.3258663238046161e-19,1.6123733782725938e-16,4.1896265883692193e-19,1.2027279916033638e-12,7.271386715703789e-23,0.0057527238578843638,0.0020799916548295437,1.1382855908336065e-10,1.9228329400173339e-05,8.124677000986857e-15,7.8715613865433324e-10,6.0804464552316662e-07,1.0259018572964863e-09,6.5970242600079295e-07,9.0950516820531506e-08,6.8096789508259218e-14,1.7182000176387735e-13,3.9163482491261852e-14,5.446989080276379e-12
1.1474468541969695e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970627031157418,0.11290927076042331,0.021773868696386717,2.7906224785132547e-10,5.6366560688228799e-10,6.3167467268879712e-06,6.7592655263972554e-06,6.7033248557387731e-16,1.0190509374596328e-19,1.0469856946775702e-08,1.26921480951272e-30,2.0270659838725374e-08,3.222996633108662e-23,9.4831848754837874e-19,1.6353199771140592e-16,4.2424365054471993e-19,1.2171781036896569e-12,7.4020137505174947e-23,0.0057526516716228989,0.0020879728323735464,1.1424246796133455e-10,1.9301612943360795e-05,8.155564982008855e-15,7.9133552405337616e-10,6.0893935219718517e-07,1.0337854632273571e-09,6.6373280027602122e-07,9.2154189283470326e-08,6.877737359477204e-14,1.7353276789543185e-13,3.9698743903500276e-14,5.4911206860993099e-12
1.1520019526363115e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32969828617309954,0.11290928521566707,0.02176984977470061,2.8293062281416724e-10,5.7259282941076872e-10,6.3982377203049772e-06,6.8139537313839425e-06,6.7820184921940628e-16,1.0384523146124933e-19,1.0511116076083141e-08,1.2969594509323483e-30,2.0385774526152368e-08,3.2680367788636712e-23,9.642423006586804e-19,1.6584788245323653e-16,4.2956745927206753e-19,1.2317244691865428e-12,7.534469708724605e-23,0.0057525775429889594,0.0020959519221425294,1.1465627059110718e-10,1.9374630216693086e-05,8.1864515331592136e-15,7.9551292194979184e-10,6.0983399873222626e-07,1.0416840795883269e-09,6.677735734651736e-07,9.3366298830888909e-08,6.9462195065880189e-14,1.7525393718724168e-13,4.0238947340670813e-14,5.5354158027579682e-12
1.1565570510756535e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32969030624836337,0.11290930133763417,0.021765831789347146,2.8683739403673235e-10,5.8161598973277189e-10,6.4802807643868117e-06,6.8688456928878315e-06,6.861332335740131e-16,1.0581194890812123e-19,1.0552387783540595e-08,1.3252017328818847e-30,2.0500902246830183e-08,3.3135338887600587e-23,9.80359480072226e-19,1.6818506227667195e-16,4.3493424490934984e-19,1.2463670805942774e-12,7.6687731806334067e-23,0.0057525015334912747,0.0021039289249069281,1.1506996696758046e-10,1.9447382848822884e-05,8.217336615685114e-15,7.9968835009893044e-10,6.107285852459003e-07,1.0495976203563477e-09,6.7182474148727766e-07,9.4586831424522664e-08,7.0151264910112129e-14,1.7698351107188085e-13,4.0784114171786158e-14,5.5798743690630463e-12
1.1611121495149955e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296823304753787,0.11290931906680249,0.021761814739975079,2.9078279863321149e-10,5.9073556449396726e-10,6.5628749186888395e-06,6.9239413495754952e-06,6.941269010159684e-16,1.0780545802678372e-19,1.0593672060951106e-08,1.3539486836771974e-30,2.061604013024247e-08,3.3594908846722149e-23,9.9667143774892437e-19,1.7054360687412207e-16,4.4034416729771574e-19,1.2611059289808803e-12,7.8049428756667735e-23,0.0057524237027170282,0.0021119038414338007,1.1548355708593207e-10,1.9519872490958676e-05,8.2482202006524114e-15,8.0386182807332703e-10,6.1162311185886142e-07,1.0575260023632977e-09,6.7588630026506702e-07,9.5815772824262117e-08,7.0844594114859811e-14,1.7872149136935193e-13,4.133426583259846e-14,5.6244963238150291e-12
1.1656672479543376e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32967435879400198,0.11290933834551142,0.021757798626234781,2.9476707432335225e-10,5.9995202961787846e-10,6.6460192322432127e-06,6.9792406401033466e-06,7.0218311413138076e-16,1.0982597121580614e-19,1.0634968898220704e-08,1.383207404573962e-30,2.0731185342742953e-08,3.4059106950125157e-23,1.0131795892639903e-18,1.7292358541133932e-16,4.4579738622908533e-19,1.27594100403124e-12,7.9429976226298508e-23,0.0057523441083918436,0.0021198766724869209,1.1589704094311656e-10,1.9592100815695698e-05,8.2791022590263401e-15,8.0803337635209143e-10,6.1251757869561669e-07,1.0654691449863979e-09,6.7995824572512383e-07,9.7053108597553445e-08,7.1542193646748276e-14,1.8046788017614316e-13,4.1889423809769981e-14,5.6692816058223349e-12
1.1702223463936796e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296663911458762,0.11290935911790383,0.021753783447778251,2.9879045943180322e-10,6.0926586033308833e-10,6.7297127441252107e-06,7.0347435031182616e-06,7.1030213571117954e-16,1.1187370133608648e-19,1.0676278283386437e-08,1.4129850702395611e-30,2.0846335087530473e-08,3.4527962546895284e-23,1.0298853538178721e-18,1.7532506653232889e-16,4.5129406144615316e-19,1.2908722940953063e-12,8.082956369976048e-23,0.0057522628064379131,0.0021278474188268686,1.1631041853690242e-10,1.966406951586738e-05,8.309982753399053e-15,8.1220301644204003e-10,6.1341198588412599e-07,1.0734269699234391e-09,6.8404057379816268e-07,9.8298824128639842e-08,7.224407445830119e-14,1.8222267987659906e-13,4.244960945727753e-14,5.7142301539206435e-12
1.1747774448330216e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32965842747437557,0.11290938132986975,0.021749769204259025,3.0285319288747021e-10,6.1867753120414454e-10,6.8139544840088896e-06,7.0904498772582124e-06,7.1848422874808378e-16,1.1394886171710054e-19,1.0717600202644328e-08,1.4432889292257044e-30,2.0961486604612016e-08,3.5001505050666492e-23,1.0467901542512689e-18,1.7774811836431735e-16,4.5683435264239612e-19,1.305899786235483e-12,8.2248381860712881e-23,0.0057521798510302849,0.002135816081211119,1.1672368986488401e-10,1.9735780303417017e-05,8.3408616592906958e-15,8.1637077175546396e-10,6.1430633355504924e-07,1.0813994016646929e-09,6.8813328041889373e-07,9.9552904627642296e-08,7.2950247505881486e-14,1.839858932625751e-13,4.3014844206035761e-14,5.7593419069340178e-12
1.1793325432723637e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32965046772455225,0.11290940492899169,0.021745755895332137,3.0695551422286776e-10,6.2818751616476747e-10,6.8987434727119793e-06,7.1463597011529091e-06,7.2672965643356068e-16,1.1605166616278678e-19,1.0758934640377289e-08,1.4741263044417549e-30,2.1076637170754048e-08,3.5479763939211539e-23,1.063895417063477e-18,1.8019280852277164e-16,4.6241841946208006e-19,1.3210234662731952e-12,8.368662259456638e-23,0.0057520952946514201,0.002143782660394123,1.1713685492656735e-10,1.9807234908294038e-05,8.3717389544572479e-15,8.205366664688738e-10,6.1520062184278982e-07,1.0893863671750625e-09,6.9223636152607426e-07,1.0081533513947903e-07,7.3660723723806627e-14,1.8575752339437722e-13,4.3585149596555937e-14,5.804616803690403e-12
1.1838876417117057e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296425118430843,0.11290942986449205,0.021741743520654125,3.1109766357346337e-10,6.3779628854404531e-10,6.9840787227300377e-06,7.2024729134244427e-06,7.3503868215476986e-16,1.1818232895520278e-19,1.0800281579182851e-08,1.5055045936287569e-30,2.1191784099422579e-08,3.596276875403682e-23,1.0812025724211612e-18,1.826592041164618e-16,4.680464215002663e-19,1.3362433188345132e-12,8.5144478991092211e-23,0.0057520091881440192,0.0021517471571274008,1.1754991372249472e-10,1.987843507737099e-05,8.4026146017117069e-15,8.2470072542611214e-10,6.1609485088517672e-07,1.0973877954843284e-09,6.9634981306286485e-07,1.0208610055262221e-07,7.4375514027572299e-14,1.8753757358074734e-13,4.4160546976818913e-14,5.8500547830550198e-12
1.1884427401510477e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32963455977822526,0.11290945608718171,0.021737732079882919,3.1527988167703973e-10,6.4750432109657741e-10,7.0699592387598222e-06,7.2587894526879442e-06,7.4341156949150016e-16,1.203410648611646e-19,1.0841640999900858e-08,1.5374312698341536e-30,2.1306924740712173e-08,3.6450549099981423e-23,1.0987130541726093e-18,1.8514737175257164e-16,4.7371851830281922e-19,1.3515593273949772e-12,8.6622145347015198e-23,0.0057519215807622292,0.002159709572159608,1.1796286625244974e-10,1.994938257337998e-05,8.4334885801732764e-15,8.2886297552098687e-10,6.1698902082223496e-07,1.1054036183489921e-09,7.0047363097659676e-07,1.0336518560769149e-07,7.5094629342973275e-14,1.8932604756306066e-13,4.4741057767485305e-14,5.8956557838812104e-12
1.1929978385903897e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32962661147975575,0.11290948354941056,0.021733721572677868,3.1950240987305126e-10,6.5731208603750313e-10,7.1563840182118498e-06,7.31530925755223e-06,7.5184858221309458e-16,1.2252808913904289e-19,1.0883012881641014e-08,1.5699138818871912e-30,2.1422056481264178e-08,3.6943134644820656e-23,1.1164282998689337e-18,1.8765737754185028e-16,4.794348693664146e-19,1.3669714743236288e-12,8.8119817168590379e-23,0.0057518325202212221,0.002167669906236624,1.1837571251822634e-10,2.002007917387451e-05,8.4643608762159273e-15,8.3302344433582321e-10,6.1788313179751747e-07,1.1134337699766902e-09,7.0460781121870587e-07,1.0465257490588355e-07,7.5818080573476702e-14,1.9112294935064654e-13,4.5326703592604601e-14,5.9414197450189136e-12
