Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994019416676306e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,2.4462887200565177e-177,1.0178590171442327e-58,1.5422828902950818e-109,4.4938682968019486e-130,4.4160116602243449e-193,1.0298292972209082e-43,1.6351284374358153e-58,0.0,0.5,3.1912083455291504e-19,2.2110709545077879e-18,9.6371131861238659e-20,3.1961289799706267e-35,4.4570449820803463e-21,4.4570449820802839e-21,3.0345385830755823e-35
6.718325436669366e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,3.6484471339872613e-175,1.538188547831728e-57,1.2662033166204233e-98,6.6409863398625969e-119,6.5861339072271027e-191,6.2201689552143176e-43,1.9412244809238092e-57,0.0,0.5,8.9353833674581882e-19,6.1909986726217915e-18,2.6983916921133779e-19,1.9304619039022548e-34,1.2479725949825069e-20,1.2479725949824697e-20,1.83286130417764e-34
1.5356172426672837e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,1.755512015507241e-172,1.65471304827722e-56,2.4419635391683631e-97,2.6279331658701751e-117,7.3853024035244044e-188,2.9947435963184475e-42,1.9059057066752137e-56,0.0,0.5,2.0423733411222526e-18,1.415085410884975e-17,6.1677524391101428e-19,9.2943430737545265e-34,2.8525087885314896e-20,2.8525087885313127e-20,8.8244381995836127e-34
3.263186640667978e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,5.6232792080619195e-170,1.5209663733271215e-55,4.1802798066777294e-96,9.0326901343773075e-116,4.9195281425148844e-185,1.3078832074706013e-41,1.6857520138588846e-55,0.0,0.5,4.3400433498376253e-18,3.0070564981305467e-17,1.3106473933082798e-18,4.0590838045626379e-33,6.0615811756296119e-20,6.0615811756288403e-20,3.8538640005058011e-33
6.718325436669367e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,1.5944823525560945e-167,1.3012187542268146e-54,6.9009889616864116e-95,2.9858728424561942e-114,2.8424590039409904e-182,5.4601549338656855e-41,1.4169761418269816e-54,0.0,0.49999999999999994,8.9353833671183918e-18,6.1909986726216082e-17,2.6983916920944599e-18,1.6945875851803746e-32,1.2479725949826475e-19,1.2479725949823256e-19,1.6089123567465028e-32
1.3628603028672145e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,4.2885336106184639e-165,1.0758728290985448e-53,1.1211018431082433e-93,9.7065197107668321e-113,1.5434205925841527e-179,2.230651450952739e-40,1.1617226511624227e-53,0.0,0.49999999999999989,1.8126063401080004e-17,1.2558883021603409e-16,5.4738802896334225e-18,6.9229432157751434e-32,2.5316015498222684e-19,2.5316015498209539e-19,6.5729319524835839e-32
2.74491582126777e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.12488967639522e-162,8.7488191697959111e-53,1.8073118671214492e-92,3.13034322158895e-111,8.1350022308988401e-177,9.0166498152347092e-40,9.4079312260518312e-53,0.0,0.49999999999999972,3.6507423466603559e-17,2.5294651719565715e-16,1.1024857484577747e-17,2.7983643361549658e-31,5.0988594595025039e-19,5.0988594594971922e-19,2.6568841873334652e-31
5.50902685806888e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,2.9146842678287882e-160,7.056239608187519e-52,2.9025375249988402e-91,1.0055905433644428e-109,4.2256346700071614e-174,3.6255552340405252e-39,7.5723215222476563e-52,0.0,0.49999999999999944,7.3270143588052e-17,5.0766189115485174e-16,2.2126811873932005e-17,1.1252099919142904e-30,1.0233375278866956e-18,1.0233375278845588e-18,1.0683214463251218e-30
1.10372489316711e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,7.5065906443960584e-158,5.6679553880786284e-51,4.652730810453071e-90,3.2240987992842725e-108,2.1791385568070756e-171,1.4540098057723741e-38,6.0763111334555197e-51,0.0,0.49999999999999883,1.4679558379255421e-16,1.017092639073034e-15,4.4330720650502946e-17,4.5125953300443275e-30,2.0502406917611775e-18,2.0502406917526083e-18,4.2844468182051104e-30
