Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CO2X(24),CH4OX(63),HOCO(73)
1.3612488329695263e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44279215991687915,0.109402547810847,0.021892320182464065,1.8294568596129662e-08,1.1087161841847899e-05,0.0009363582156699458,0.0003237984984750794,3.957825131123394e-06,4.318490739004635e-15,0.0010625100300766328,4.231669042750919e-13,0.0003610416401603929,1.6358451622343853e-10,1.644295926030842e-07,2.111227089956203e-11,4.902801139512128e-13,1.079126837889445e-05,1.6967268266938134e-08,0.007858982449289858,0.0015059008761946757,0.00011775812463839611,2.0490564752912926e-07,5.7866906391104905e-09,1.3321934470921042e-08,9.436871473524597e-12,1.1503864786764182e-07,1.3762494780326864e-05,1.6266865333265073e-08,5.202165527853567e-10,1.8346718337935854e-05,3.2923524434409057e-09,2.6828560925375826e-08,1.0030265634522457e-09,6.481880044356609e-06,8.721155358592844e-13,8.609163694183564e-13,1.117313341646522e-09,1.0730132172677844e-08,4.787496064048887e-15,1.1607885218779087e-11,1.821824070524295e-12,5.040364140215621e-16
1.3625954880104605e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44279104745540504,0.10940117649637003,0.021891422563655737,1.8354871530560663e-08,1.1116981847267794e-05,0.0009379024071071843,0.0003244196430174064,3.967465512372476e-06,4.334439766108441e-15,0.0010633397402373694,4.249484882011472e-13,0.0003610980664982487,1.639940329461023e-10,1.6494828106188993e-07,2.115627535953894e-11,4.917063419807588e-13,1.080454267663058e-05,1.7028882455666498e-08,0.007858882244242197,0.0015070253883626046,0.00011781489704919071,2.0515797678861595e-07,5.79097226733061e-09,1.333219503906215e-08,9.444880514300339e-12,1.1509710727375777e-07,1.3762816942245244e-05,1.629131319924222e-08,5.216006136506448e-10,1.837739574842067e-05,3.294915246751267e-09,2.692601054600195e-08,1.004948233080035e-09,6.48743859949537e-06,8.738495448958565e-13,8.632414616599851e-13,1.1219352275098605e-09,1.0756473565697461e-08,4.804869108022133e-15,1.1634091714601157e-11,1.827566578224054e-12,5.057767402910554e-16
1.3639421430513947e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278993573920344,0.10939980528875938,0.021890524983877238,1.841531022748742e-08,1.1146849580719672e-05,0.0009394473564419903,0.0003250412655352537,3.9771171636418275e-06,4.3504308621592675e-15,0.001064168974909664,4.267353445829171e-13,0.00036115434110440604,1.6440405021297512e-10,1.6546796462527063e-07,2.120031510793367e-11,4.931350255581299e-13,1.0817813812706233e-05,1.709064970262501e-08,0.00785878190651364,0.0015081493043689654,0.00011787163893059982,2.0541032001705433e-07,5.7952509457620945e-09,1.3342449734934248e-08,9.452886579592274e-12,1.1515552957443852e-07,1.3763137913099477e-05,1.6315773716742434e-08,5.229868579494354e-10,1.8408088418802137e-05,3.29747656926952e-09,2.7023702316944544e-08,1.0068713754800115e-09,6.492991423541951e-06,8.755852787094041e-13,8.655700193317052e-13,1.1265707092718532e-09,1.0782846076891333e-08,4.822285259643475e-15,1.1660329041210566e-11,1.8333200863715873e-12,5.075211133311633e-16
1.3652887980923289e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278882476682907,0.10939843418701733,0.021889627443129757,1.8475884845479786e-08,1.117676506313828e-05,0.0009409930629220401,0.0003256633657505503,3.986780077112461e-06,4.3664640951838665e-15,0.0010649977342351404,4.285274813138214e-13,0.00036121046445961806,1.6481456770827467e-10,1.6598864369997754e-07,2.124439011801382e-11,4.945661656494913e-13,1.0831081777183148e-05,1.715257019157386e-08,0.007858681437249755,0.0015092726244762445,0.0001179283503325384,2.056626771009858e-07,5.799526675524552e-09,1.335269856032808e-08,9.460889626108974e-12,1.1521391483215592e-07,1.3763457695533837e-05,1.6340246877280562e-08,5.243752862099833e-10,1.843879633366523e-05,3.300036411466234e-09,2.7121636529055035e-08,1.0087959897911226e-09,6.498538518074933e-06,8.773227326222838e-13,8.679020425618536e-13,1.131219808768773e-09,1.0809249684894469e-08,4.8397445704684114e-15,1.1686597194859109e-11,1.839084599428483e-12,5.092695378134098e-16
1.366635453133263e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278771453684646,0.10939706319015498,0.021888729941414494,1.853659554308573e-08,1.1206728315429192e-05,0.000942539525796188,0.0003262859433853151,3.996454244948423e-06,4.382539533254882e-15,0.0010658260183558585,4.303249062804155e-13,0.0003612664370431344,1.6522558511545654e-10,1.665103186909087e-07,2.1288500363091196e-11,4.959997632182642e-13,1.0844346560156811e-05,1.721464410614982e-08,0.007858580837586835,0.0015103953489468416,0.00011798503130479176,2.0591504792941216e-07,5.8037994577386584e-09,1.3362941517028866e-08,9.46888968894341e-12,1.1527226309807332e-07,1.3763776292198745e-05,1.6364732672927434e-08,5.2576589943608e-10,1.8469519477619658e-05,3.302594773799152e-09,2.7219813472990002e-08,1.0107220751502336e-09,6.50407988469029e-06,8.790619098266807e-13,8.702375314767694e-13,1.135882547831958e-09,1.0835684368294358e-08,4.857247092080672e-15,1.1712896171683563e-11,1.8448601218257452e-12,5.110220184431866e-16
1.3678474426701037e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278671596342767,0.10939582938184068,0.021887922223244274,1.859135165002265e-08,1.1233736102987035e-05,0.0009439319884800003,0.0003268466712205709,4.005170611993116e-06,4.397043569132796e-15,0.0010665710678821954,4.319471167045396e-13,0.0003613166838533922,1.655959279443439e-10,1.6698067802427507e-07,2.1328229687561257e-11,4.972921029674049e-13,1.0856282136488877e-05,1.727064195985556e-08,0.007858490187330798,0.0015114052919178267,0.00011803601820348266,2.061421933304563e-07,5.807642442494744e-09,1.3372155161804309e-08,9.476087208210663e-12,1.1532474494907803e-07,1.3764062017553376e-05,1.6386780685485125e-08,5.270193205007114e-10,1.8497183315351508e-05,3.304896034972609e-09,2.730838049831151e-08,1.0124568089980377e-09,6.50906221860756e-06,8.806286441853002e-13,8.723424347645584e-13,1.1400906928575563e-09,1.085950213508292e-08,4.873036349361765e-15,1.1736591601608677e-11,1.850067508597501e-12,5.126027229078658e-16
1.3690594322069443e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278571798915756,0.1093945956569762,0.021887114536691947,1.8646218225402545e-08,1.1260782616251716e-05,0.0009453250626896234,0.0003274077853379858,4.013896082976769e-06,4.411581895964492e-15,0.0010673157327122616,4.3357362272163694e-13,0.0003613668092728229,1.659666752130124e-10,1.674518446688153e-07,2.1367987511403894e-11,4.985864347498734e-13,1.086821512063486e-05,1.7326764370661827e-08,0.007858399433180034,0.0015124147528267516,0.00011808698053044478,2.0636934968784e-07,5.8114830414540456e-09,1.338136405570108e-08,9.483282296652247e-12,1.1537719691991955e-07,1.3764346786498029e-05,1.6408838919940404e-08,5.282745128282015e-10,1.8524859465016294e-05,3.307196098147405e-09,2.7397144583297056e-08,1.014192733058724e-09,6.514039915406071e-06,8.82196772868414e-13,8.74450145443714e-13,1.144309919519126e-09,1.088334503988416e-08,4.888860686649593e-15,1.1760311992614454e-11,1.8552838196949106e-12,5.141867200736773e-16
1.370271421743785e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427847206130085,0.10939336201485855,0.02188630688175835,1.870119538476069e-08,1.1287867870404078e-05,0.0009467187478799066,0.00032796928553510164,4.0226306521519976e-06,4.4261545634703785e-15,0.0010680600129505098,4.352044300665974e-13,0.00036141681364769716,1.6633782668912966e-10,1.6792381891585762e-07,2.140777381525511e-11,4.998827592623127e-13,1.0880145505444113e-05,1.7383011472182468e-08,0.007858308575944007,0.0015134237318647303,0.00011813791832168462,2.065965169207854e-07,5.815321255438594e-09,1.3390568200033658e-08,9.490474964801832e-12,1.1542961905001052e-07,1.376463060095219e-05,1.643090737040523e-08,5.295314770363627e-10,1.8552547915445577e-05,3.3094949636641256e-09,2.748610593942812e-08,1.0159298467045112e-09,6.51901297628505e-06,8.837662966645794e-13,8.765606635969766e-13,1.1485402437212201e-09,1.0907213066990398e-08,4.904720141462844e-15,1.1784057341877054e-11,1.8605090583086334e-12,5.157740133621454e-16
1.3714834112806257e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427837238339593,0.10939212845479025,0.021885499258444324,1.875628324361761e-08,1.1314991880606052e-05,0.0009481130435064651,0.00032853117160951974,4.031374313760446e-06,4.440761621401027e-15,0.0010688039087016722,4.368395444697242e-13,0.0003614666973233121,1.6670938213987048e-10,1.6839660105551873e-07,2.1447588579779756e-11,5.011810771995715e-13,1.089207328378792e-05,1.743938339794969e-08,0.007858217616426303,0.0015144322292228228,0.00011818883161312465,2.068236949467725e-07,5.819157085267002e-09,1.3399767596116648e-08,9.497665231465247e-12,1.1548201137503739e-07,1.3764913462835714e-05,1.6452986031114337e-08,5.307902139355372e-10,1.8580248655486956e-05,3.3117926318510136e-09,2.7575264778057114e-08,1.0176681493036478e-09,6.523981402454913e-06,8.853372173843552e-13,8.786739893062695e-13,1.1527816813650158e-09,1.093110620066322e-08,4.9206147513108265e-15,1.1807827646588225e-11,1.86574322760574e-12,5.173646062032526e-16
1.3726954008174663e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427827276509946,0.10939089497607939,0.021884691666750677,1.881148191747901e-08,1.1342154662000967e-05,0.0009495079490256782,0.0003290934433589026,4.040127062032802e-06,4.455403119537012e-15,0.0010695474200707593,4.3847897165672406e-13,0.0003615164606439921,1.6708134133191718e-10,1.6887019137670417e-07,2.1487431785671544e-11,5.024813892547046e-13,1.0903998448559467e-05,1.749588028141401e-08,0.007858126555424661,0.001515440245092035,0.0001182397204405961,2.0705088368118923e-07,5.822990531755799e-09,1.3408962245270795e-08,9.504853076020228e-12,1.155343739349872e-07,1.3765195374060877e-05,1.647507489608409e-08,5.320507242013537e-10,1.8607961674004068e-05,3.3140891030347075e-09,2.7664621310407226e-08,1.0194076402224398e-09,6.52894519513724e-06,8.869095329992119e-13,8.807901226506164e-13,1.1570342483482998e-09,1.0955024425133495e-08,4.936544553651685e-15,1.1831622903998022e-11,1.8709863307374118e-12,5.189585020137037e-16
1.373907390354307e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427817320631051,0.10938966157803957,0.02188388410667823,1.8866791521835713e-08,1.1369356229713742e-05,0.0009509034638946867,0.00032965610058097264,4.048888891188851e-06,4.470079107688525e-15,0.0010702905471630594,4.4012271734867875e-13,0.00036156610395309273,1.674537040314623e-10,1.6934459016711045e-07,2.1527303413652974e-11,5.037836961189754e-13,1.0915920992673774e-05,1.755250225594406e-08,0.007858035393731016,0.001516447779663314,0.00011829058483983357,2.0727808304302207e-07,5.826821595730345e-09,1.3418152148823825e-08,9.512038475889492e-12,1.15586706774203e-07,1.3765476336532292e-05,1.6497173959214624e-08,5.333130082561968e-10,1.8635686959876533e-05,3.316384377562164e-09,2.7754175747571984e-08,1.0211483188336984e-09,6.533904355564699e-06,8.884832409547317e-13,8.829090637033794e-13,1.1612979605654207e-09,1.0978967724601582e-08,4.952509585906732e-15,1.1855443111288981e-11,1.8762383708565077e-12,5.205557042001008e-16
1.3751193798911476e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427807370692874,0.1093884282599898,0.021883076578227783,1.8922212172163722e-08,1.1396596598850257e-05,0.0009522995875713927,0.0003302191430735127,4.057659795437489e-06,4.4847896356963844e-15,0.0010710332900841374,4.417707872620367e-13,0.00036161562759300277,1.6782647000420908e-10,1.698197977132249e-07,2.1567203444475263e-11,5.050879984818553e-13,1.092784090906767e-05,1.7609249454826387e-08,0.00785794413213154,0.001517454833127547,0.00011834142484649071,2.0750529295437198e-07,5.830650278020754e-09,1.342733730809997e-08,9.519221489949072e-12,1.156390099260577e-07,1.3765756352162145e-05,1.6519283214901313e-08,5.345770668932404e-10,1.8663424501999938e-05,3.318678455777943e-09,2.784392830051525e-08,1.022890184511841e-09,6.538858884981022e-06,8.900583467563934e-13,8.850308125367325e-13,1.1655728339072732e-09,1.100293608323732e-08,4.968509885537068e-15,1.1879288265560679e-11,1.8814993511010647e-12,5.221562161984151e-16
1.3763313694279883e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277974266854425,0.1093871950212551,0.02188226908140014,1.8977743983922303e-08,1.1423875784495731e-05,0.0009536963195145397,0.00033078257063437336,4.066439768975596e-06,4.4995347534349314e-15,0.0010717756489398624,4.4342318710806913e-13,0.0003616650319050423,1.6819963901531848e-10,1.7029581430019506e-07,2.1607131858921166e-11,5.063942970308308e-13,1.0939758190702107e-05,1.7666122011256214e-08,0.007857852771406085,0.0015184614056755685,0.0001183922404961269,2.077325133288866e-07,5.834476579445443e-09,1.3436517724428907e-08,9.526402089359461e-12,1.1569128342921998e-07,1.3766035422853727e-05,1.654140265718775e-08,5.358429008759785e-10,1.869117428928753e-05,3.320971338003551e-09,2.7933879180056416e-08,1.024633236621477e-09,6.543808784642124e-06,8.916348477543742e-13,8.871553692228733e-13,1.169858884260863e-09,1.1026929485176888e-08,4.98454548992846e-15,1.1903158364002589e-11,1.8867692745746903e-12,5.237600414262821e-16
1.377543358964829e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277874885988483,0.10938596186116586,0.021881461616196064,1.903338707255544e-08,1.1451193801716772e-05,0.0009550936591836336,0.00033134638306146644,4.075228805989155e-06,4.514314510808509e-15,0.0010725176238363804,4.4507992259331666e-13,0.0003617143172295634,1.6857321082945926e-10,1.7077264021195052e-07,2.1647088637797443e-11,5.077025924515838e-13,1.0951672830559912e-05,1.7723120058345414e-08,0.007857761312328791,0.0015194674974981512,0.00011844303182420739,2.0795974408500538e-07,5.838300500831211e-09,1.3445693399145941e-08,9.533580263463378e-12,1.157435273246642e-07,1.3766313550504793e-05,1.6563532280096218e-08,5.371105107726783e-10,1.871893631066853e-05,3.3232630245799785e-09,2.8024028596883004e-08,1.0263774745334403e-09,6.548754055814942e-06,8.932127426915522e-13,8.892827338285927e-13,1.1741561275096124e-09,1.1050947914525946e-08,5.000616436443085e-15,1.1927053403764508e-11,1.892048144381952e-12,5.253671832967822e-16
1.3787553485016696e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427777556423219,0.10938472877905644,0.02188065418261635,1.908914155349591e-08,1.1478550665566218e-05,0.0009564916060387412,0.00033191058015274907,4.084026900656171e-06,4.529128957743816e-15,0.0010732592148800391,4.4674099942083907e-13,0.0003617634839062073,1.689471852109453e-10,1.7125027573152777e-07,2.168707376193791e-11,5.090128854284717e-13,1.0963584821639973e-05,1.7780243729144793e-08,0.00785766975566964,0.0015204731087860228,0.00011849379886612972,2.0818698514394516e-07,5.842122043009762e-09,1.345486433358838e-08,9.540756028261896e-12,1.1579574165161784e-07,1.3766590737012252e-05,1.658567207776129e-08,5.383798971619614e-10,1.8746710555083945e-05,3.325553515855983e-09,2.81143767615859e-08,1.0281228976217108e-09,6.553694699774492e-06,8.947920327933171e-13,8.914129064162327e-13,1.1784645795343172e-09,1.1074991355367803e-08,5.0167227624409205e-15,1.1950973381951432e-11,1.8973359636233858e-12,5.269776452284976e-16
1.3799673380385102e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277676301487523,0.1093834957742671,0.021879846780661766,1.9145007542159574e-08,1.150594639107606e-05,0.0009578901595407684,0.00033247516170624615,4.092834047142682e-06,4.543978144201204e-15,0.0010740004221774886,4.4840642328845367e-13,0.0003618125322735511,1.693215619235555e-10,1.717287211406215e-07,2.1727087212206372e-11,5.103251766438633e-13,1.0975494156965246e-05,1.7837493156613e-08,0.007857578102192366,0.001521478239729852,0.00011854454165720057,2.0841423642361794e-07,5.8459412068100284e-09,1.3464030529095192e-08,9.547929388892425e-12,1.1584792644705868e-07,1.3766866984271669e-05,1.6607822044357188e-08,5.396510607758464e-10,1.8774497011492367e-05,3.3278428121684017e-09,2.820492388461031e-08,1.0298695052565778e-09,6.5586307178078786e-06,8.963727185203413e-13,8.935458870480023e-13,1.1827842562117846e-09,1.109905979175224e-08,5.032864505257982e-15,1.1974918295665544e-11,1.902632735374802e-12,5.285914306437285e-16
1.3811793275753509e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427757709765695,0.10938226284614312,0.02187903941033307,1.9200985153947497e-08,1.153338099326038e-05,0.0009592893191513477,0.0003330401275200421,4.101650239604387e-06,4.558862120169798e-15,0.0010747412458356413,4.5007619988941025e-13,0.00036186146266925105,1.6969634073060526e-10,1.72207976719764e-07,2.176712896949726e-11,5.116394667784042e-13,1.0987400829579514e-05,1.789486847362872e-08,0.007857486352655348,0.0015224828905202545,0.00011859526023264156,2.0864149784061858e-07,5.849757993060095e-09,1.3473191987008827e-08,9.555100332338023e-12,1.1590008174947298e-07,1.3767142294173857e-05,1.6629982173977793e-08,5.409240023169503e-10,1.880229566886763e-05,3.330130913851449e-09,2.8295670176274943e-08,1.0316172968069198e-09,6.563562111212648e-06,8.97954798608312e-13,8.956816757844064e-13,1.187115173415339e-09,1.112315320770006e-08,5.049041702196052e-15,1.1998888142006408e-11,1.9079384626962522e-12,5.302085429597834e-16
1.3823913171121915e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427747795264346,0.10938102999403408,0.021878232071631015,1.9257074504248248e-08,1.1560854487118301e-05,0.0009606890843327245,0.00033360547739227117,4.110475472188273e-06,4.573780935663153e-15,0.0010754816859616307,4.5175033491309226e-13,0.00036191027543018767,1.7007152139502249e-10,1.726880427485067e-07,2.1807199014730276e-11,5.129557565112862e-13,1.0999304832544131e-05,1.7952369813003047e-08,0.007857394507812455,0.001523487061347796,0.00011864595462759758,2.0886876931517704e-07,5.853572402592918e-09,1.3482348708675966e-08,9.562268858667804e-12,1.159522075991116e-07,1.3767416668605164e-05,1.6652152460699263e-08,5.421987223502341e-10,1.883010651619641e-05,3.33241782125164e-09,2.8386615846791547e-08,1.0333662716452584e-09,6.568488881295128e-06,8.995382727772757e-13,8.978202726801439e-13,1.1914573470153451e-09,1.1147271587207673e-08,5.065254390537376e-15,1.2022882918045507e-11,1.9132531486458334e-12,5.318289855908378e-16
1.3836033066490322e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427737886635076,0.10937979721729653,0.021877424764556345,1.931327570842949e-08,1.158836688762375e-05,0.0009620894545481607,0.0003341712111211508,4.119309739026879e-06,4.588734640735696e-15,0.0010762217426629533,4.534288340424244e-13,0.0003619589708919547,1.7044710367908422e-10,1.7316891950477028e-07,2.184729732886204e-11,5.142740465192822e-13,1.1011206158949599e-05,1.800999730743423e-08,0.007857302568410121,0.0015244907524029655,0.00011869662487709834,2.0909605076792508e-07,5.8573844362443786e-09,1.349150069544701e-08,9.5694349809611e-12,1.1600430403420235e-07,1.3767690109449518e-05,1.667433289867942e-08,5.43475221497356e-10,1.885792954248671e-05,3.3347035347170453e-09,2.8477761106193416e-08,1.0351164291450072e-09,6.573411029376186e-06,9.011231420482654e-13,8.999616777880592e-13,1.1958107928771908e-09,1.1171414914231012e-08,5.081502607542788e-15,1.2046902620837315e-11,1.9185767962641323e-12,5.334527619549336e-16
1.3848152961858728e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427727983868303,0.10937856451529142,0.02187661748910979,1.936958888184592e-08,1.1615918209735052e-05,0.0009634904292615422,0.00033473732850495,4.128153034243892e-06,4.603723285467072e-15,0.001076961416047331,4.551117029563365e-13,0.00036200754938935613,1.708230873446688e-10,1.7365060726547254e-07,2.1887423892876777e-11,5.155943374776795e-13,1.1023104801904325e-05,1.8067751089551003e-08,0.007857210535190241,0.0015254939638762084,0.00011874727101610656,2.0932334211567582e-07,5.861194094847699e-09,1.3500647948673076e-08,9.576598699201185e-12,1.1605637109047159e-07,1.3767962618590539e-05,1.6696523482117704e-08,5.447535005450047e-10,1.8885764736759625e-05,3.336988054583813e-09,2.8569106164403904e-08,1.0368677686761652e-09,6.578328556785602e-06,9.027094065149142e-13,9.021058911615338e-13,1.2001755268631835e-09,1.1195583172701183e-08,5.097786390455535e-15,1.2070947247435169e-11,1.923909408571067e-12,5.350798754740633e-16
1.3860272857227135e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427718086954515,0.10937733188738605,0.021875810245292077,1.942601413983246e-08,1.1643508468387109e-05,0.0009648920079377035,0.00033530382934201646,4.137005351949527e-06,4.618746919974912e-15,0.0010777007062228233,4.567989473276551e-13,0.00036205601125599617,1.7119947215303983e-10,1.7413310630600418e-07,2.192757868778532e-11,5.169166300594993e-13,1.1035000754543933e-05,1.8125631291875753e-08,0.007857118408887845,0.0015264966959578966,0.00011879789307947461,2.0955064327574895e-07,5.865001379237115e-09,1.3509790469710495e-08,9.583759995582133e-12,1.1610840880716783e-07,1.3768234197904365e-05,1.6718724205087628e-08,5.46033560152307e-10,1.8913612088056137e-05,3.3392713811912424e-09,2.866065123117817e-08,1.038620289608833e-09,6.583241464866658e-06,9.042970644068502e-13,9.042529128490736e-13,1.2045515648308705e-09,1.1219776346511587e-08,5.11410577647142e-15,1.2095016794876128e-11,1.929250988570901e-12,5.367103295614213e-16
1.387239275259554e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277081958842407,0.10937609933295114,0.021875003033103923,1.9482551597713473e-08,1.1671137678502751e-05,0.0009662941900419773,0.0003358707134307396,4.14586668624697e-06,4.633805594396885e-15,0.0010784396132976686,4.584905728259571e-13,0.0003621043568248505,1.7157625786514804e-10,1.7461641690095317e-07,2.1967761694625885e-11,5.182409249365733e-13,1.1046894010018329e-05,1.8183638046874836e-08,0.007857026190234404,0.0015274989488383588,0.00011884849110198453,2.0977795417208126e-07,5.868806290253351e-09,1.3518928259920507e-08,9.590918876796173e-12,1.1616041722694962e-07,1.3768504849261313e-05,1.6740935061624198e-08,5.473154007322557e-10,1.8941471585427684e-05,3.3415535148982758e-09,2.875239651618264e-08,1.040373991318648e-09,6.588149754969689e-06,9.058861157795505e-13,9.064027428912951e-13,1.2089389226352697e-09,1.124399441953591e-08,5.130460802769523e-15,1.2119111260158135e-11,1.9346015392734966e-12,5.383441276247339e-16
1.3884512647963948e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276983106480644,0.10937486685136322,0.02187419585254603,1.9539201370795226e-08,1.1698805854983154e-05,0.0009676969750405525,0.00033643798056957956,4.154737031227265e-06,4.648899358905705e-15,0.001079178137380409,4.601865851152495e-13,0.0003621525864278127,1.719534442413983e-10,1.7510053932352502e-07,2.200797289446233e-11,5.195672227786822e-13,1.1058784561502003e-05,1.8241771486917858e-08,0.007856933879955248,0.0015285007227078607,0.00011889906511833518,2.100052747248905e-07,5.872608828737686e-09,1.3528061320664605e-08,9.598075374819137e-12,1.1621239638333198e-07,1.3768774574537207e-05,1.6763156046044525e-08,5.485990230590314e-10,1.8969343217943657e-05,3.3438344560526106e-09,2.884434222893081e-08,1.0421288731794938e-09,6.593053428457175e-06,9.074765636742382e-13,9.085553813330844e-13,1.2133376161270238e-09,1.126823737561383e-08,5.146851506537463e-15,1.2143230640279192e-11,1.939961063664846e-12,5.399812730900192e-16
1.3896632543332354e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276884312366377,0.10937363444200439,0.021873388703619108,1.959596357436611e-08,1.1726513012708677e-05,0.0009691003624004549,0.00033700563055706774,4.1636163809696214e-06,4.664028263708013e-15,0.001079916278579886,4.618869898540417e-13,0.0003622007003957196,1.723310310416617e-10,1.7558547384557149e-07,2.2048212268388423e-11,5.208955242535983e-13,1.1070672402193472e-05,1.8300031744279316e-08,0.007856841478769751,0.001529502017756609,0.00011894961516313175,2.102326048486987e-07,5.876408995526135e-09,1.3537189653307003e-08,9.605229456159126e-12,1.1626434631425896e-07,1.3769043375599915e-05,1.678538715243775e-08,5.498844278931571e-10,1.8997226974691027e-05,3.3461142049877025e-09,2.893648857878576e-08,1.043884934559879e-09,6.5979524867034126e-06,9.090684050673066e-13,9.107108282171838e-13,1.2177476611524359e-09,1.1292505198551876e-08,5.1632779248980635e-15,1.216737493224302e-11,1.9453295647038356e-12,5.416217693709959e-16
1.390875243870076e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276785576406563,0.10937240210426129,0.021872581586323835,1.9652838323699876e-08,1.1754259166542972e-05,0.0009705043515893869,0.0003375736631917922,4.172504729543688e-06,4.679192359037635e-15,0.0010806540370051799,4.635917926963514e-13,0.0003622486990585539,1.7270901802537933e-10,1.7607122073784708e-07,2.2088479797523754e-11,5.222258300274666e-13,1.1082557525310686e-05,1.8358418951156357e-08,0.007856748987392527,0.0015305028341747525,0.0001190001412708933,2.1045994446471274e-07,5.880206791460933e-09,1.3546313259217087e-08,9.61238112203105e-12,1.1631626705947749e-07,1.3769311254312458e-05,1.6807628374906693e-08,5.511716157977219e-10,1.9025122844770948e-05,3.3483927620550365e-09,2.9028835774988128e-08,1.045642174833355e-09,6.602846931092234e-06,9.106616397655164e-13,9.128690835795646e-13,1.222169073554246e-09,1.1316797872129784e-08,5.179740094959788e-15,1.2191544133015956e-11,1.9507070453503077e-12,5.432656198789908e-16
1.3920872334069167e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4427668689850862,0.10937116983752423,0.021871774500660905,1.9709825734058147e-08,1.1782044331335701e-05,0.0009719089420756165,0.0003381420782723889,4.181402071011169e-06,4.694391695151761e-15,0.0010813914127655705,4.653009992924618e-13,0.0003622965827455881,1.7308740495163727e-10,1.765577802701932e-07,2.212877546301404e-11,5.235581407650761e-13,1.1094439924087773e-05,1.841693323968182e-08,0.007856656406534197,0.0015315031721523924,0.00011905064347607262,2.1068729349604472e-07,5.884002217387318e-09,1.3555432139767049e-08,9.619530393109382e-12,1.1636815865728997e-07,1.3769578212536732e-05,1.6829879707627838e-08,5.524605873401074e-10,1.90530308172964e-05,3.3506701276113145e-09,2.9121384026676882e-08,1.0474005933753395e-09,6.607736763015405e-06,9.122562693838155e-13,9.150301474525071e-13,1.2266018691722399e-09,1.134111538010502e-08,5.196238053824227e-15,1.2215738239543214e-11,1.956093508557701e-12,5.449128280288624e-16
1.3932992229437574e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276588278580503,0.10936993764118903,0.02187096744663098,1.976692592068498e-08,1.1809868521916206e-05,0.0009733141333282183,0.0003387108755975625,4.1903083994223704e-06,4.709626322340509e-15,0.0010821284059706249,4.670146152872715e-13,0.00036234435178507623,1.7346619157901366e-10,1.7704515271114113e-07,2.2169099246035405e-11,5.248924571292723e-13,1.1106319591782055e-05,1.8475574741895865e-08,0.007856563736899717,0.001532503031879574,0.0001191011218130372,2.109146518608762e-07,5.8877952741487294e-09,1.356454629633065e-08,9.62667726485291e-12,1.1642002114422225e-07,1.3769844252132896e-05,1.6852141144783242e-08,5.537513432412389e-10,1.9080950881397313e-05,3.3529463020018583e-09,2.9214133542844403e-08,1.0491601895581953e-09,6.6126219838760275e-06,9.138522935169046e-13,9.17194019869387e-13,1.2310460638419123e-09,1.1365457706203135e-08,5.212771838562192e-15,1.2239957248770781e-11,1.961488957255724e-12,5.4656339723730925e-16
