Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
2.7052796862511695e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44547600334171084,0.11201411462665933,0.022632924490131844,0.0,4.4017635185379212e-08,3.8149762228493949e-05,6.361593507703901e-06,4.4578778321884683e-08,4.1823391626860941e-18,0.00023760927805564755,1.9390223208513363e-16,0.00017405520800273187,1.5553649970340062e-12,1.3013349180605906e-11,1.8819895630931886e-13,1.5016403028363056e-15,2.9000843824761191e-08,3.0067547028364455e-11,0.0064026201818763485,0.00037082747369166706,4.7978627706783762e-05,2.0445547701534635e-08,1.3376107382654755e-09,3.1136652769201937e-09,1.7898249742192231e-12,3.0919624547168726e-08,9.1344653007747297e-06,2.6422095360633634e-12,1.163711547193547e-09,6.5704289216695747e-07,4.7157733821512311e-11,1.9815261902330081e-11,2.5266319980392429e-14
2.719639183061158e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546057010196627,0.11199940047255635,0.022631938836217908,0.0,4.4964778968171088e-08,3.8638394184197082e-05,6.4703575429914854e-06,4.5276564605873465e-08,4.3009488380563478e-18,0.00023885690393119684,1.9910214051271128e-16,0.00017472402192863674,1.5806475087833476e-12,1.337296505127703e-11,1.9223904729265921e-13,1.536253854119929e-15,2.9464216573949414e-08,3.071917361483211e-11,0.0064159291234991162,0.00037268838720749126,4.8185392523306454e-05,2.0637339661907541e-08,1.3445772194248127e-09,3.1291462643179097e-09,1.8019648577896706e-12,3.121398858851558e-08,9.181558087654031e-06,2.6937119566768187e-12,1.1769930985233395e-09,6.6605457389684646e-07,4.8182039207798177e-11,2.015342634368735e-11,2.566570726233924e-14
2.7339986798711462e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454452560031133,0.11198480189699261,0.022630953293258118,0.0,4.5924899797049672e-08,3.9130141430955339e-05,6.58022600069828e-06,4.5981410892947419e-08,4.4220780985378133e-18,0.00024010430802899312,2.0441240106186798e-16,0.00017539070222611898,1.6062018119083847e-12,1.3740193057895918e-11,1.9633718534084862e-13,1.5714475432882974e-15,2.9931652524070211e-08,3.1381347459772712e-11,0.0064291219249873535,0.00037454795707810598,4.839077043958301e-05,2.0829351702981353e-08,1.3515418469873559e-09,3.1446242100114715e-09,1.8141148724288979e-12,3.1507693367202115e-08,9.2283162572045714e-06,2.7458455572000506e-12,1.190320791447128e-09,6.7513105352345534e-07,4.9222961613103125e-11,2.04950145550603e-11,2.6067864327131838e-14
2.7483581766811345e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44543006002728042,0.11197031789686925,0.022629967860714518,0.0,4.6898058306138849e-08,3.9624992601610435e-05,6.6912000402205789e-06,4.6693348664086548e-08,4.5457608621685531e-18,0.00024135148905065964,2.0983473606508475e-16,0.00017605525500861483,1.6320292985092766e-12,1.4115142227772609e-11,2.0049370228306529e-13,1.6072270460820991e-15,3.040315140828241e-08,3.2054181432059768e-11,0.0064421995908381284,0.00037640618316368358,4.8594776498338281e-05,2.1021580400985192e-08,1.3585046138775093e-09,3.1600990985420813e-09,1.8262744535223978e-12,3.1800715779016817e-08,9.2747385102856412e-06,2.7986128633693494e-12,1.2036939420365861e-09,6.8427212869276354e-07,5.0280679275595297e-11,2.0840030030489228e-11,2.6472772122199384e-14
2.762717673491123e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44541498116510636,0.11195594747778506,0.022628982538053764,0.0,4.7884314669961538e-08,4.0122936315961619e-05,6.8032807400009357e-06,4.7412409333216564e-08,4.6720311955528904e-18,0.0002425984456973929,2.1537088484686418e-16,0.00017671768638139625,1.6581313586833982e-12,1.4497922327977259e-11,2.0470892589782996e-13,1.6435980408891004e-15,3.0878712877740587e-08,3.2737788975089919e-11,0.0064551631168520548,0.00037826306539646336,4.8797425778324158e-05,2.1214022492632143e-08,1.3654655130181274e-09,3.1755709144705003e-09,1.8384430446787578e-12,3.2093033333327306e-08,9.3208236275711967e-06,2.8520163877332994e-12,1.2171118705231905e-09,6.9347759495467574e-07,5.1355371343201489e-11,2.118847601390432e-11,2.6880411640976417e-14
2.7770771703011112e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44540001841567661,0.11194168965396091,0.022627997324747129,0.0,4.8883728617613718e-08,4.0623961186037264e-05,6.9164690982987707e-06,4.81386242471165e-08,4.8009233123460488e-18,0.00024384517667001609,2.2102260378464575e-16,0.00017737800244178284,1.6845093805092736e-12,1.4888643863637369e-11,2.0898317989130513e-13,1.6805662083147767e-15,3.1358336505596431e-08,3.3432284105939911e-11,0.0064680134902086782,0.00038011860378004585,4.8998733383280477e-05,2.1406674871273882e-08,1.3724245373308096e-09,3.1910396423773889e-09,1.8506200979519373e-12,3.2384624150261323e-08,9.3665704687789131e-06,2.9060586300485566e-12,1.2305739014658962e-09,7.027472459131169e-07,5.2447217872277737e-11,2.1540355501528832e-11,2.729076393570844e-14
2.7914366671110995e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44538517078646062,0.11192754344816486,0.022627012220270418,0.0,4.989635944683415e-08,4.1128055821168214e-05,7.0307660339759205e-06,4.887202468532687e-08,4.9324715717661315e-18,0.00024509168066903228,2.2679166636928521e-16,0.00017803620927933295,1.7111647500306417e-12,1.5287418076257062e-11,2.1331678387713924e-13,1.7181372307573665e-15,3.1842021790882562e-08,3.413778141451721e-11,0.0064807516895412287,0.0003819727983886711,4.9198714431320824e-05,2.1599534583305519e-08,1.3793816797361733e-09,3.2065052668638842e-09,1.862805075019304e-12,3.2675466956547739e-08,9.4119779718857793e-06,2.9607420789314575e-12,1.244079363894673e-09,7.1208087337248898e-07,5.3556399826269224e-11,2.1895671244329713e-11,2.7703810123721533e-14
2.805796163921088e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44537043729324949,0.11191350789163822,0.02262602722410394,0.0,5.0922266037851027e-08,4.1635208832865975e-05,7.1461723872966396e-06,4.9612641860058313e-08,5.0667104771152835e-18,0.00024633795639467733,2.3267986326509602e-16,0.00017869231297601662,1.7380988512406659e-12,1.5694356942058329e-11,2.1771005335784121e-13,1.7563167919874182e-15,3.2329768162280175e-08,3.4854396062703883e-11,0.0064933786850107107,0.00038382564936648562,4.9397384044746533e-05,2.179259882179612e-08,1.386336933154198e-09,3.2219677725514816e-09,1.8749974458476508e-12,3.2965541073543975e-08,9.4570451523370722e-06,3.0160692115024598e-12,1.2576275914644831e-09,7.2147826748046518e-07,5.4683099074359942e-11,2.225442575051e-11,2.8119531389123561e-14
2.8201556607310762e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453558169600938,0.11189958202402192,0.022625042335732523,0.0,5.1961506866991903e-08,4.2145408839508428e-05,7.2626889207415388e-06,5.036050691610066e-08,5.2036746743247451e-18,0.00024758400254697264,2.386890023694537e-16,0.00017934631960636946,1.7653130660662731e-12,1.6109573170344346e-11,2.2216329970767581e-13,1.7951105767318995e-15,3.2821574981771045e-08,3.55822437834941e-11,0.0065058954383793383,0.00038567715692679162,4.9594757340260532e-05,2.1985864922650102e-08,1.3932902905045296e-09,3.2374271440821944e-09,1.887196688603629e-12,3.3254826413986023e-08,9.5017711022327263e-06,3.0720424933313351e-12,1.2712179226150301e-09,7.3093921686710479e-07,5.5827498390111947e-11,2.2616621288044051e-11,2.8537908997186381e-14
2.8345151575410646e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44534130881924144,0.11188576489328374,0.022624057554645388,0.0,5.3014140020192252e-08,4.2658644470836429e-05,7.380316319834855e-06,5.1115650930732561e-08,5.3433989505317522e-18,0.00024882981782577764,2.4482090887196089e-16,0.00017999823523762884,1.7928087743526389e-12,1.6533180201884867e-11,2.2667683015706223e-13,1.8345242702629503e-15,3.3317441548176243e-08,3.6321440880125052e-11,0.0065183029030833678,0.00038752732135128161,4.9790849419583427e-05,2.2179330361867201e-08,1.4002417447067299e-09,3.2528833661193805e-09,1.8994022916596395e-12,3.3543303479234491e-08,9.5461549895000021e-06,3.1286643807132923e-12,1.2848497006971512e-09,7.4046350878027565e-07,5.6989781450094386e-11,2.2982259887255881e-11,2.8958924300413734e-14
2.848874654351053e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44532691191107576,0.11187205555564597,0.022623072880336176,0.0,5.4080223206256798e-08,4.3174904372264255e-05,7.4990551939846287e-06,5.1878104913631591e-08,5.4859182326573084e-18,0.00025007540093084191,2.5107742531317201e-16,0.00018064806592985375,1.8205873538477971e-12,1.6965292207323521e-11,2.3125094777846222e-13,1.8745635579913211e-15,3.3817367100582289e-08,3.7072104225201667e-11,0.0065306020243052574,0.00038937614298926526,4.9985675360482318e-05,2.2372992748777481e-08,1.4071912886806167e-09,3.2683364233475843e-09,1.91161375174234e-12,3.3830953344771065e-08,9.5901960570650628e-06,3.1859373201457291e-12,1.2985222741129909e-09,7.5005092921737386e-07,5.8170132832502476e-11,2.3351343343434571e-11,2.9382558735472999e-14
2.8632341511610412e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44531262528405469,0.1118584530755139,0.022622088312302887,0.0,5.515981376981908e-08,4.3694177209007585e-05,7.618906077335259e-06,5.2647899806784933e-08,5.6312675860057735e-18,0.000251320750561857,2.5746041164287829e-16,0.00018129581773602803,1.8486501801873913e-12,1.7406024085607015e-11,2.3588595147374454e-13,1.9152341250645874e-15,3.4321350821656342e-08,3.7834351259814908e-11,0.0065427937390452311,0.00039122362225687922,5.01792502081757e-05,2.2566849822013395e-08,1.414138915346578e-09,3.2837863004723073e-09,1.9238305731686373e-12,3.4117757656161987e-08,9.6338936220016942e-06,3.2438637474786933e-12,1.3122349964703631e-09,7.597012630533467e-07,5.9368738015766301e-11,2.3723873219486921e-11,2.9808793840110684e-14
2.8775936479710296e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529844799464885,0.1118449565254048,0.022621103850047831,0.0,5.6252968704216082e-08,4.421645167003215e-05,7.7398694296318097e-06,5.3425066484400492e-08,5.7794822129052894e-18,0.00025256586541850807,2.6397174527795165e-16,0.000181941496702148,1.8769986268795525e-12,1.7855491462436099e-11,2.405821359630092e-13,1.9565416559701732e-15,3.4829391840852203e-08,3.8608299992653735e-11,0.006554878976192201,0.00039306975963628282,5.0371588967114082e-05,2.2760899447953426e-08,1.4210846176258088e-09,3.2992329822212112e-09,1.9360522711386778e-12,3.4403698628793947e-08,9.6772470746646834e-06,3.3024460910660666e-12,1.3259872266904805e-09,7.6941429416501659e-07,6.0585783377149778e-11,2.4099850848628954e-11,3.0237611260174783e-14
2.891953144781018e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44528437910728141,0.11183156498587754,0.022620119493077625,0.0,5.7359744664111461e-08,4.4741716471826641e-05,7.8619456370956803e-06,5.420963575281863e-08,5.9305974513375685e-18,0.00025381074420052514,2.7061332115974432e-16,0.00018258510886729582,1.9056340652899176e-12,1.83138106887382e-11,2.4533979177485166e-13,1.9984918341432619e-15,3.5341489237508957e-08,3.9394068999111016e-11,0.0065668586565940917,0.00039491455567484864,5.0562706593157054e-05,2.2955139613577489e-08,1.4280283884406317e-09,3.3146764533440647e-09,1.9482783693980067e-12,3.4688759030614067e-08,9.7202558778288301e-06,3.3616867712763981e-12,1.3397783291325182e-09,7.7918980555172133e-07,6.1821456191339736e-11,2.4479277337110148e-11,3.0668992739446515e-14
2.9048766919100075e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527180902549923,0.11181960163085757,0.022619233661418624,0.0,5.8367535566690966e-08,4.5217002234019526e-05,7.972765975643989e-06,5.4922102716211865e-08,6.0691105038774276e-18,0.00025493093218593142,2.767036769102441e-16,0.00018316259768687515,1.9316524694737586e-12,1.8733963070974116e-11,2.4967447672383793e-13,2.0368011541177159e-15,3.5805844298293108e-08,4.0111465897389399e-11,0.0065775508725949344,0.00039657372576744668,5.07336807038916e-05,2.3130117103871938e-08,1.4342761249233763e-09,3.3285728196820317e-09,1.9592852315318607e-12,3.4944546702964383e-08,9.7586687390004807e-06,3.4155682533458801e-12,1.3522230362280843e-09,7.8804100646952265e-07,6.2949643700844846e-11,2.4823710685067378e-11,3.1059413349353042e-14
2.917800239038997e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44525932532698503,0.11180772193703177,0.022618347914290418,0.0,5.9386445975052646e-08,4.5694692878185524e-05,8.0844881606889712e-06,5.5640613038282601e-08,6.2100277340554402e-18,0.00025605092695001351,2.8290248424017501e-16,0.00018373842167663344,1.9579054426849877e-12,1.9161466120139284e-11,2.5405939124492056e-13,2.0756397617453078e-15,3.6273483505236427e-08,4.0838620959606202e-11,0.0065881589871757077,0.00039823181035869316,5.0903688585057589e-05,2.3305246090796782e-08,1.440522286030785e-09,3.3424665619909066e-09,1.9702949427641141e-12,3.5199595808966622e-08,9.7968017654260494e-06,3.4699866933255919e-12,1.3646982640334724e-09,7.9694248083188639e-07,6.4093209649925882e-11,2.5170938815944166e-11,3.1451883020240343e-14
2.9307237861679866e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44524692734598448,0.11179592525055906,0.022617462251342084,0.0,6.0416516535309108e-08,4.6174780249760928e-05,8.1971123245844426e-06,5.6365189035499779e-08,6.3533751797997347e-18,0.00025717072754516911,2.8921116119726111e-16,0.00018431258522489814,1.9843939801389505e-12,1.9596406156881128e-11,2.5849473839531654e-13,2.1150117965344911e-15,3.6744406094720093e-08,4.1575621801034945e-11,0.0065986836552042885,0.00039988880997980154,5.1072741009625007e-05,2.3480525344440721e-08,1.4467668666067112e-09,3.3563576692001742e-09,1.9813071759262082e-12,3.5453894917480684e-08,9.8346547123841228e-06,3.5249438412971459e-12,1.3772035609490476e-09,8.058940690791553e-07,6.5252292420678959e-11,2.5520962075694127e-11,3.1846388688502398e-14
2.943647333296976e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44523461442180984,0.11178421092270255,0.022616576672225438,0.0,6.1457787701277809e-08,4.6657256220636651e-05,8.3106385536904268e-06,5.7095852979587591e-08,6.4991789647499349e-18,0.0002582903330239514,2.9563113746749383e-16,0.00018488509271556128,2.0111190756087156e-12,2.0038869973987376e-11,2.6298071846632498e-13,2.154921396355613e-15,3.7218611277344715e-08,4.2322556406497741e-11,0.0066091255264445429,0.00040154472520268354,5.124084870130184e-05,2.3655953701410572e-08,1.4530098614965239e-09,3.370246130252625e-09,1.9923216047356109e-12,3.5707432936837295e-08,9.8722273804400005e-06,3.5804414390427242e-12,1.3897384792718013e-09,8.1489561135486539e-07,6.6427030980423474e-11,2.5873780668336655e-11,3.2242917377124449e-14
2.9565708804259657e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44522238589880558,0.11177257830978964,0.022615691176594954,0.0,6.2510299741285934e-08,4.7142112690947614e-05,8.4250668889164433e-06,5.7832627097474827e-08,6.6474652975167207e-18,0.00025940974243909723,3.0216385440784409e-16,0.00018545594852808795,2.0380817214165691e-12,2.0488944835539773e-11,2.6751752898138108e-13,2.1953726972227611e-15,3.769609823948727e-08,4.3079513129821e-11,0.0066194852455962417,0.00040319955663943574,5.1408022330816632e-05,2.383153006826493e-08,1.4592512655472096e-09,3.3841319341060246e-09,2.0033379112039673e-12,3.5960199127120137e-08,9.9095196148888187e-06,3.636481224945613e-12,1.4023025752273806e-09,8.2394694756732065e-07,6.761756488084328e-11,2.6229394657647421e-11,3.2641456210896204e-14
2.9682020728420562e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44521145185323063,0.11176217829649936,0.022614894301624808,0.0,6.3467204662123862e-08,4.758051217078279e-05,8.5288236889729503e-06,5.8500966336590986e-08,6.783067304685797e-18,0.00026041704249557811,3.0814089363912314e-16,0.00018596831019061574,2.0625520271613505e-12,2.0900592156832755e-11,2.7164427949647044e-13,2.2322454391481552e-15,3.812864173609266e-08,4.3769416412944375e-11,0.0066287392815917575,0.00040468797883324795,5.1557688748193069e-05,2.3989674496303107e-08,1.4648671647678065e-09,3.3966268765562203e-09,2.0132539364580069e-12,3.6187020178880228e-08,9.9428427629171891e-06,3.6873820396336336e-12,1.4136348448629949e-09,8.3213559151557326e-07,6.8702666217184122e-11,2.6551837253227003e-11,3.3001849246032735e-14
2.9798332652581466e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44520058517461431,0.11175184349282508,0.022614097493752667,0.0,6.4433276271166481e-08,4.8020827456831885e-05,8.6333111586838817e-06,5.9174288924195786e-08,6.9207206970028121e-18,0.00026142418228316741,3.1421149704875076e-16,0.00018647934072402183,2.0872162726210927e-12,2.13185397668535e-11,2.7581250051638193e-13,2.2695633195170404e-15,3.8563842172386997e-08,4.4467574405218403e-11,0.0066379277554654169,0.00040617552419000124,5.170661487027922e-05,2.414793727214375e-08,1.4704817674822414e-09,3.4091196497170155e-09,2.0231710074512954e-12,3.6413200260262031e-08,9.9759386193334803e-06,3.7387246970757173e-12,1.4249900742491337e-09,8.4036432181631624e-07,6.9800777843572705e-11,2.6876543912006579e-11,3.3363850845385759e-14
2.991464457674237e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44518978539529913,0.11174157343989488,0.022613300752732188,0.0,6.5408543564650609e-08,4.8463052709425393e-05,8.7385292356425826e-06,5.985261097045179e-08,7.0604447541133757e-18,0.00026243116111180812,3.2037673976251164e-16,0.00018698904331172477,2.1120751781512028e-12,2.1742852257020774e-11,2.8002233028262226e-13,2.3073293487804858e-15,3.9001698910685816e-08,4.517405228105213e-11,0.0066470511268383889,0.00040766219323735238,5.1854808352702167e-05,2.430631772960314e-08,1.4760950699380314e-09,3.421610245568744e-09,2.0330889021563398e-12,3.6638732238288872e-08,1.0008807162119489e-05,3.7905104540242907e-12,1.4363679482968447e-09,8.4863302150388947e-07,7.0912002703831074e-11,2.7203514395936272e-11,3.3727451832208537e-14
3.0030956500903275e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44517905205084246,0.11173136768206211,0.022612504078318746,0.0,6.6393035433165978e-08,4.8907182111349287e-05,8.8444778290057672e-06,6.0535948556007002e-08,7.2022588095780237e-18,0.00026343797829163557,3.2663770464351291e-16,0.00018749742113422204,2.1371294631344692e-12,2.2173594525930558e-11,2.8427390522029382e-13,2.3455465356458927e-15,3.9442211300953884e-08,4.5888915455580957e-11,0.0066561098521067796,0.00040914798652803115,5.2002276808267376e-05,2.4464815242088807e-08,1.4817070683840924e-09,3.4340986561053051e-09,2.043007407174847e-12,3.6863609187709274e-08,1.0041448397240788e-05,3.8427405715054254e-12,1.4477681545642152e-09,8.569415735994731e-07,7.2036444123009001e-11,2.7532748379253216e-11,3.4092643040953071e-14
3.013563723264809e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44516944846134787,0.11172223709831006,0.022611787128094869,0.0,6.7286988922264529e-08,4.9308521831561811e-05,8.9404560568248365e-06,6.1155253935956318e-08,7.3316944303754012e-18,0.00026434397497373982,3.323553167254476e-16,0.00018795383112653609,2.1598459628341628e-12,2.2566813914630701e-11,2.8813612607816213e-13,2.3803302287711812e-15,3.9840942488021468e-08,4.6539516002375663e-11,0.006664207807059272,0.00041048445219447595,5.213438477648569e-05,2.4607562596667349e-08,1.4867567489582296e-09,3.4453363505341553e-09,2.0519344074701213e-12,3.7065432837906293e-08,1.007063118801178e-05,3.8901286439682811e-12,1.4580471782567954e-09,8.6445324762482663e-07,7.3059827263093765e-11,2.7830993917104552e-11,3.4422667253840457e-14
3.02403179643929e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44515989797638528,0.11171315789943777,0.022611070231450002,0.0,6.818845855559249e-08,4.9711395012134682e-05,9.0370258009882855e-06,6.1778646585287895e-08,7.4628528225724732e-18,0.00026524983965907773,3.3815214750921975e-16,0.0001884091729473005,2.1827218248492993e-12,2.296534198326302e-11,2.9203236645609e-13,2.4154839857434427e-15,4.0241823727530261e-08,4.7197009848163226e-11,0.0066722540939697251,0.00041182020940340008,5.2265917089382342e-05,2.4750403881828051e-08,1.4918053675151789e-09,3.4565722625549983e-09,2.0608615740837285e-12,3.7266715726831717e-08,1.0099629929874877e-05,3.9378785763715549e-12,1.4683438164103784e-09,8.7199702212760813e-07,7.4094075677495307e-11,2.813107219646219e-11,3.4753965639590811e-14
3.034499869613771e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44515040026397434,0.11170412975988993,0.022610353388209336,0.0,6.9097465189075547e-08,5.0115797462107516e-05,9.1341869375227931e-06,6.2406138165358216e-08,7.595748190646853e-18,0.00026615557184520353,3.4402900255116806e-16,0.00018886344890897512,2.2057575715700733e-12,2.3369226679264561e-11,2.9596272203870355e-13,2.4510099958124005e-15,4.0644854522921101e-08,4.7861445179401242e-11,0.0066802490389400483,0.00041315525860858486,5.2396879201295315e-05,2.4893338718000701e-08,1.4968529213238408e-09,3.467806386353103e-09,2.0697887623114988e-12,3.7467453241589754e-08,1.0128444683979804e-05,3.9859912858636772e-12,1.4786578470049582e-09,8.7957281192256739e-07,7.5139265480146377e-11,2.8432982801739181e-11,3.5086531642246529e-14
3.044967942788252e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44514095499419243,0.11169515235617107,0.022609636598199166,0.0,7.0014029618107358e-08,5.0521725007170089e-05,9.2319393246339072e-06,6.303774031808772e-08,7.7303947734041449e-18,0.00026706117102983864,3.4998669253005787e-16,0.00018931666132206699,2.2289537247366337e-12,2.3778516150461782e-11,2.9992728732226377e-13,2.4869104467881741e-15,4.105003437136597e-08,4.8532870339658501e-11,0.0066881929660121357,0.00041448960027948002,5.2527276534551646e-05,2.5036366744772285e-08,1.5018994076543185e-09,3.479038716119391e-09,2.0787158224705288e-12,3.7667640897925758e-08,1.0157075529006158e-05,4.0344676838009022e-12,1.4889890499275739e-09,8.8718053188955289e-07,7.6195473033793802e-11,2.873672526239347e-11,3.5420358766849743e-14
3.0554360159627335e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44513156183916441,0.11168622536683294,0.022608919861246895,0.0,7.0938172579469147e-08,5.0929173490048424e-05,9.3302828029071167e-06,6.3673464665943808e-08,7.8668068437451822e-18,0.00026796663671088103,3.5602603325774031e-16,0.00018976881249511745,2.2523108054363257e-12,2.4193258744807647e-11,3.039261556160529e-13,2.5231875249739794e-15,4.1457362764157915e-08,4.9211333829415691e-11,0.0066960861971808502,0.00041582323490101282,5.2657114478667012e-05,2.5179487623563504e-08,1.5069448237780219e-09,3.4902692460485189e-09,2.0876426045933914e-12,3.7867274350491711e-08,1.0185522560951728e-05,4.083308675697629e-12,1.499337206989753e-09,8.9482009698929779e-07,7.7262774949683927e-11,2.9042299053549876e-11,3.5755440611042157e-14
3.065904089137215e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44512222047304972,0.1116773484724613,0.022608203177180975,0.0,7.1869914753249539e-08,5.133813877088209e-05,9.4292171955093676e-06,6.4313322811924389e-08,8.0049987084207922e-18,0.00026887196838641523,3.6214784568977936e-16,0.00019021990473468901,2.2758293341009343e-12,2.4613503010120027e-11,3.0795941904385662e-13,2.5598434150992395e-15,4.1866839187095237e-08,4.9896884305865704e-11,0.0067039290524069433,0.00041715616297339461,5.2786398389583529e-05,2.5322701040591376e-08,1.5119891669676286e-09,3.5014979703459962e-09,2.0965689721136066e-12,3.8066349383521669e-08,1.0213785892940057e-05,4.1325151754788333e-12,1.5097021017903478e-09,9.0249142227897925e-07,7.8341248087247193e-11,2.9349703596629876e-11,3.6091770750801507e-14
3.075325354994248e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44511385725539115,0.11166940183635636,0.022607558206598578,0.0,7.2714997084220673e-08,5.1707500978617353e-05,9.5187632205725191e-06,6.4892739114878807e-08,8.1309049623971233e-18,0.00026968665190501071,3.6772867285898447e-16,0.00019062498426694781,2.2971344775155157e-12,2.4996467063201459e-11,3.1161883915469351e-13,2.5931594047782155e-15,4.2237204104399506e-08,5.0519979449589644e-11,0.0067109448134980796,0.00041835519456461185,5.2902284610065871e-05,2.5451671989909478e-08,1.5165281562265731e-09,3.5116022736144688e-09,2.1046022297039393e-12,3.8245036078713601e-08,1.0239065935409972e-05,4.1771142852144101e-12,1.5190446405981076e-09,9.094226998867499e-07,7.9321489029650771e-11,2.9627932457316735e-11,3.6395529912157471e-14
3.084746620851282e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44510553548976567,0.11166149529007205,0.022606913278592541,0.0,7.356626648365892e-08,5.2078085461144053e-05,9.6087875760257939e-06,6.5475521608082934e-08,8.2582749422800799e-18,0.00027050122610713598,3.7337757700213298e-16,0.00019102920960845874,2.3185711932638488e-12,2.5383962627557025e-11,3.1530625847693748e-13,2.6267855907446857e-15,4.2609308123658922e-08,5.1148890283082659e-11,0.0067179202580190597,0.0004195536546542236,5.3017730229830391e-05,2.5580717452446098e-08,1.5210662722146149e-09,3.5217051054158124e-09,2.1126349339474379e-12,3.842326424771608e-08,1.0264197392436833e-05,4.2220108517454135e-12,1.5284004082611168e-09,9.163795727791739e-07,8.0310897498020553e-11,2.9907643219260009e-11,3.6700290462222858e-14
3.0941678867083153e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44509725494281704,0.11165362860493051,0.02260626839304004,0.0,7.4423737917133001e-08,5.2449889238115324e-05,9.6992900975716867e-06,6.6061678709605567e-08,8.3871191470662868e-18,0.00027131569062731911,3.7909516732468505e-16,0.00019143258243653819,2.3401398593678153e-12,2.5776025508763691e-11,3.1902174171257957e-13,2.6607235621337541e-15,4.2983150860087687e-08,5.1783652602232673e-11,0.0067248556150462501,0.00042075154363789254,5.3132739080710328e-05,2.57098372389733e-08,1.5256035129464758e-09,3.5318064615393558e-09,2.1206669857522239e-12,3.8601031080036172e-08,1.0289180381270382e-05,4.2672055368193691e-12,1.5377692510320895e-09,9.2336197929329104e-07,8.1309530037260081e-11,3.0188835351587285e-11,3.700604782756185e-14
3.1026470259796453e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44508983750071557,0.11164658248162777,0.022605688032239613,0.0,7.5200777289133345e-08,5.2785552680772821e-05,9.7811510543757677e-06,6.6592112338295603e-08,8.5043480885137989e-18,0.00027204861461547727,3.843002315471861e-16,0.00019179489046805109,2.35966478849851e-12,2.6132816856224405e-11,3.2238972412375552e-13,2.6915356253779081e-15,4.3321095605843633e-08,5.2359971377458446e-11,0.0067310633498452099,0.00042182915576233058,5.3235876756983998e-05,2.5826108447248071e-08,1.5296862796210711e-09,3.5408964168694492e-09,2.1278951935077364e-12,3.8760624529969667e-08,1.0311538236473098e-05,4.3081361906000513e-12,1.546212262704123e-09,9.296679255183006e-07,8.221623276811384e-11,3.0443174376455646e-11,3.7282077984093464e-14
