Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),C2H6X(52)
1.718445800970179e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32875033105985496,0.1129146455630107,0.02127722139747357,0.0,1.1886836368212069e-05,1.0432767669893458e-05,1.4643589456235891e-05,5.2106603872020056e-11,6.6954788494415765e-22,2.2789838017194508e-06,5.9603566574470859e-23,2.5832788699299839e-08,6.8746573651171852e-18,3.2822887413230866e-09,4.6427244605012069e-16,1.4730161384973799e-18,8.3709324225221239e-08,1.687511989892462e-17,0.0057381243930665149,0.0030618400232053202,4.3213943353644207e-08,2.3444832624046718e-07,1.6762484658304571e-05,7.6020006681736974e-12,5.7207546082237297e-08,1.6965947149715716e-07,1.3434057905773647e-11,6.7689604988716315e-10,1.1861969535328846e-11,1.3436135768805811e-13
1.7194828451725337e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874862008203554,0.11291465531300088,0.021276332393736053,0.0,1.1909419856709914e-05,1.0444474589899139e-05,1.4660717900450414e-05,5.2227402317937625e-11,6.7123808489212037e-22,2.2813765773827627e-06,5.9894865642284415e-23,2.5844419985049618e-08,6.8973734733976064e-18,3.2889338139440964e-09,4.6504513898849585e-16,1.4756505253343485e-18,8.3820485145244066e-08,1.693910230429595e-17,0.005738095084749895,0.0030635780364761159,4.3238348879903872e-08,2.3461155626930228e-07,1.6764562865051298e-05,7.6048468705276158e-12,5.7214532031769191e-08,1.6965826985163408e-07,1.3446870539128007e-11,6.7810492298862254e-10,1.1875782797252045e-11,1.3467379429319171e-13
1.7205198893748883e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874690923414923,0.11291466505267045,0.021275443436400455,0.0,1.1932026202924139e-05,1.0456180501667913e-05,1.4677855943053872e-05,5.2348419140246028e-11,6.7293126850823403e-22,2.2837703288512469e-06,6.0187433756024411e-23,2.5856038844895161e-08,6.9201527663014253e-18,3.295587275920725e-09,4.6581843996667983e-16,1.478288019153775e-18,8.3931690080157839e-08,1.700329607327217e-17,0.0057380657761830003,0.0030653159244695646,4.3262753313229693e-08,2.3477475018420455e-07,1.6766636713464699e-05,7.6076908893487668e-12,5.7221504021831958e-08,1.6965707106652524e-07,1.3459688625364425e-11,6.7931490429129433e-10,1.1889603694785338e-11,1.3498679687655668e-13
1.721556933577243e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874519851616707,0.11291467478200702,0.021274554525463306,0.0,1.1954655408260859e-05,1.0467885397804852e-05,1.4695003583496912e-05,5.2469654618647412e-11,6.7462743851793826e-22,2.2861650557183172e-06,6.0481275743288122e-23,2.5867645287256265e-08,6.9429953837507875e-18,3.3022491313124315e-09,4.6659234873451045e-16,1.4809286217595549e-18,8.4042938977185258e-08,1.7067701793649659e-17,0.0057380364673792067,0.0030670536871917533,4.3287156653452057e-08,2.3493790801139436e-07,1.6768706213010894e-05,7.610532462604401e-12,5.7228462083767545e-08,1.6965587513704823e-07,1.3472512268637682e-11,6.8052599422126443e-10,1.1903432227377844e-11,1.3530036616313609e-13
1.7225939777795976e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874348792806024,0.1129146845009982,0.021273665660921159,0.0,1.1977307474125195e-05,1.0479589270933295e-05,1.4712160821230509e-05,5.2591109033036795e-11,6.7632659764622577e-22,2.2885607575775082e-06,6.0776396447151066e-23,2.5879239320562593e-08,6.9659014658892193e-18,3.3089193841773104e-09,4.6736686504178824e-16,1.4835723349555788e-18,8.4154231783599912e-08,1.7132320054519236e-17,0.0057380071583517933,0.0030687913246487718,4.331155890040218e-08,2.3510102977381614e-07,1.6770771373126283e-05,7.6133720076873544e-12,5.7235406248272053e-08,1.6965468205828461e-07,1.3485341298268222e-11,6.8173819199253651e-10,1.1917268394478675e-11,1.3561450287840947e-13
1.7236310219819522e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874177746979993,0.11291469420963177,0.021272776842770545,0.0,1.1999982401918571e-05,1.0491292113694207e-05,1.4729327655705335e-05,5.2712782663496156e-11,6.7802874861765379e-22,2.290957434022469e-06,6.1072800725742305e-23,2.5890820953253359e-08,6.9888711530752772e-18,3.3155980385721233e-09,4.6814198863827973e-16,1.4862191605457332e-18,8.4265568446724425e-08,1.7197151446228644e-17,0.0057379778491139493,0.0030705288368467086,4.3335960053915691e-08,2.3526411549846767e-07,1.6772832203213234e-05,7.616209106711507e-12,5.7242336546581049e-08,1.6965349182550902e-07,1.3498175896369692e-11,6.8295149836537972e-10,1.1931112195537109e-11,1.3592920774833719e-13
1.7246680661843068e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32874006714135767,0.11291470390789553,0.021271888071008001,0.0,1.2022680193041729e-05,1.0502993918746543e-05,1.4746504086372493e-05,5.2834675790298442e-11,6.7973389415633636e-22,2.2933550846469727e-06,6.137049345260202e-23,2.590239019377737e-08,7.0119045858872439e-18,3.3222850985522807e-09,4.6891771927371564e-16,1.4888691003339002e-18,8.4376948913931515e-08,1.726219656041151e-17,0.0057379485396787683,0.0030722662237916555,4.3360360113828967e-08,2.3542716520787628e-07,1.6774888712645852e-05,7.6190442256665398e-12,5.7249253009143929e-08,1.696523044337974e-07,1.3511015864963774e-11,6.8416591259566816e-10,1.1944963630002408e-11,1.3624448149937077e-13
1.7257051103866614e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873835694270487,0.11291471359577743,0.021270999345630079,0.0,1.2045400848891463e-05,1.051469467876984e-05,1.4763690112682744e-05,5.2956788693935902e-11,6.8144203698587612e-22,2.2957537090449273e-06,6.166947951900914e-23,2.5913947050594396e-08,7.0350019051556806e-18,3.3289805681716344e-09,4.6969405669778714e-16,1.4915221561239571e-18,8.4488373132651168e-08,1.7327455990180632e-17,0.0057379192300592323,0.0030740034854897036,4.3384759079977778e-08,2.355901789285701e-07,1.6776940910759259e-05,7.6218769080851344e-12,5.7256155667000806e-08,1.6965111987844336e-07,1.3523861397736401e-11,6.8538143534207273e-10,1.1958822697323976e-11,1.3656032485852618e-13
1.726742154589016e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873664687381321,0.11291472327326547,0.021270110666633316,0.0,1.2068144370864004e-05,1.0526394386457381e-05,1.4780885734087231e-05,5.307912165504769e-11,6.8315317982953254e-22,2.2981533068103328e-06,6.1969763828161113e-23,2.5925491532171481e-08,7.0581632518803899e-18,3.3356844514829901e-09,4.7047100066015918e-16,1.4941783297197778e-18,8.4599841050351737e-08,1.7392930329641368e-17,0.0057378899202682543,0.0030757406219469471,4.3409156952197043e-08,2.3575315668365278e-07,1.6778988806866896e-05,7.6247074944747812e-12,5.7263044550490612e-08,1.6964993815456898e-07,1.3536712352088689e-11,6.8659806613647146e-10,1.1972689396951219e-11,1.3687673855319739e-13
1.7277791987913707e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873493693465444,0.11291473294034778,0.021269222034014254,0.0,1.2090910760352288e-05,1.0538093034521732e-05,1.4798090950036852e-05,5.320167495447928e-11,6.8486732541008354e-22,2.3005538775373195e-06,6.2271351300029427e-23,2.5937023646985824e-08,7.0813887672991577e-18,3.3423967525376811e-09,4.7124855091045916e-16,1.4968376229252316e-18,8.4711352614555295e-08,1.7458620174294984e-17,0.0057378606103186463,0.0030774776331694803,4.3433553730322068e-08,2.3591609849871915e-07,1.6781032410246779e-05,7.6275356452306716e-12,5.7269919690366494e-08,1.6964875925745504e-07,1.3549568872868493e-11,6.878158053810076e-10,1.1986563728333654e-11,1.3719372331130919e-13
1.7288162429937253e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873322712520042,0.11291474259701258,0.021268333447769433,0.0,1.2113700018747813e-05,1.0549790615694933e-05,1.481530575998293e-05,5.3324448873285306e-11,6.8658447644981717e-22,2.302955420820148e-06,6.2574246871633475e-23,2.5948543403524778e-08,7.1046785928911705e-18,3.3491174753855503e-09,4.7202670719827816e-16,1.4995000375441823e-18,8.4822907772838285e-08,1.7524526121060113e-17,0.0057378313002231186,0.0030792145191634013,4.3457949414187608e-08,2.3607900439605688e-07,1.6783071730145083e-05,7.6303618731382282e-12,5.7276781116602228e-08,1.6964758318220182e-07,1.3562430744995776e-11,6.8903465247741574e-10,1.2000445690920816e-11,1.3751127986132445e-13
1.72985328719608e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32873151744542334,0.11291475224324815,0.021267444907895408,0.0,1.2136512147438472e-05,1.0561487122727247e-05,1.4832530163376331e-05,5.344744369271665e-11,6.8830463567056155e-22,2.3053579362532022e-06,6.2878455496038381e-23,2.5960050810285179e-08,7.1280328703623338e-18,3.3558466240750329e-09,4.7280546927317355e-16,1.5021655753804911e-18,8.493450647282796e-08,1.7590648768187857e-17,0.0057378019899942904,0.0030809512799348051,4.3482344003629519e-08,2.3624187440195895e-07,1.6785106775773572e-05,7.6331855382398254e-12,5.7283628859961005e-08,1.6964640992417092e-07,1.3575298239985804e-11,6.9025460809798558e-10,1.2014335284162381e-11,1.378294089322109e-13
1.7308903313984346e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872980789529516,0.1129147618790429,0.021266556414388713,0.0,1.2159347147811385e-05,1.0573182548386501e-05,1.4849764159668605e-05,5.3570659694213973e-11,6.9002780579369886e-22,2.3077614234309849e-06,6.3183982141875082e-23,2.5971545875772884e-08,7.1514517416380167e-18,3.3625842026532065e-09,4.7358483688467076e-16,1.5048342382380131e-18,8.5046148662200578e-08,1.7656988715220509e-17,0.0057377726796446855,0.0030826879154897944,4.3506737498482436e-08,2.3640470853763839e-07,1.6787137556316659e-05,7.6360074453518084e-12,5.7290462949976025e-08,1.6964523947841321e-07,1.3588171019480571e-11,6.9147567144955856e-10,1.2028232507508008e-11,1.3814811125342457e-13
1.7319273756007892e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872809847478818,0.11291477150438534,0.021265667967245896,0.0,1.2182205021249655e-05,1.0584876885458099e-05,1.4867007748310548e-05,5.3694097159408558e-11,6.9175398954016298e-22,2.3101658819481184e-06,6.3490831793451627e-23,2.5983028608502736e-08,7.1749353488642814e-18,3.369330215165778e-09,4.7436480978226315e-16,1.5075060279205997e-18,8.5157834288681634e-08,1.772354656299942e-17,0.0057377433691867411,0.0030844244258344659,4.3531129898582842e-08,2.3656750683019212e-07,1.6789164080924477e-05,7.6388265680996683e-12,5.7297283417504023e-08,1.6964407184038874e-07,1.3601049517947588e-11,6.9269784345117297e-10,1.20421373604075e-11,1.3846738755491199e-13
1.7329644198031438e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872638918387487,0.11291478111926401,0.021264779566463492,0.0,1.2205085769136118e-05,1.0596570126745232e-05,1.488426092875401e-05,5.3817756370124768e-11,6.9348318963043312e-22,2.3125713113993446e-06,6.3799009450998499e-23,2.5994499016998642e-08,7.1984838344109908e-18,3.3760846656570657e-09,4.7514538771541324e-16,1.5101809462320978e-18,8.5269563300046186e-08,1.779032291368413e-17,0.0057377140586328014,0.0030861608109749267,4.3555521203764819e-08,2.3673026929921383e-07,1.6791186358720826e-05,7.6416442208170855e-12,5.7304090291470764e-08,1.6964290700505177e-07,1.3613933182102695e-11,6.9392112299349131e-10,1.2056049842310651e-11,1.3878723856711648e-13
1.7340014640054984e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872468002252758,0.1129147907236676,0.021263891212038064,0.0,1.2227989392848857e-05,1.0608262265068914e-05,1.4901523700449621e-05,5.3941637608381245e-11,6.9521540878452939e-22,2.3149777113795292e-06,6.4108520130801177e-23,2.6005957109793464e-08,7.2220973408732769e-18,3.3828475581699883e-09,4.759265704335512e-16,1.5128589949763512e-18,8.5381335644119216e-08,1.7857318370762036e-17,0.0057376847479951249,0.0030878970709172743,4.3579911413865749e-08,2.3689299597315045e-07,1.6793204398793328e-05,7.6444587417877065e-12,5.7310883603018877e-08,1.6964174496801506e-07,1.3626822714395455e-11,6.9514551134880141e-10,1.2069969952667398e-11,1.3910766502098086e-13
1.735038508207853e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872297099071918,0.11291480031758487,0.021263002903966145,0.0,1.2250915893766431e-05,1.0619953293267917e-05,1.4918796062849659e-05,5.4065741156390687e-11,6.9695064972201439e-22,2.317385081483658e-06,6.4419368865230922e-23,2.6017402895429015e-08,7.2457760110715963e-18,3.3896188967460685e-09,4.7670835768607682e-16,1.5155401759571978e-18,8.5493151268775414e-08,1.7924533539049603e-17,0.0057376554372858728,0.0030896332056676201,4.3604300528718668e-08,2.3705568686936158e-07,1.6795218210205179e-05,7.6472722563141746e-12,5.7317663380230396e-08,1.6964058572407106e-07,1.363971721946464e-11,6.9637100698848044e-10,1.2083897690927664e-11,1.3942866764794746e-13
1.7360755524102077e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32872126208842206,0.11291480990100466,0.021262114642244281,0.0,1.2273865273261701e-05,1.0631643204198696e-05,1.4936078015404415e-05,5.419006729655938e-11,6.9868891516199172e-22,2.3197934213068393e-06,6.4731560702754288e-23,2.6028836382455862e-08,7.2695199880514328e-18,3.3963986854254225e-09,4.7749074922235951e-16,1.5182244909784718e-18,8.5605010121938904e-08,1.7991969024691799e-17,0.0057376261265171249,0.0030913692152320636,4.3628688548162593e-08,2.3721834201845526e-07,1.6797227801981595e-05,7.6500820687514943e-12,5.7324429654846696e-08,1.6963942926907182e-07,1.3652617835879704e-11,6.9759761167980722e-10,1.2097833056541498e-11,1.3975024717995651e-13
1.737008892192327e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871972418706463,0.112914818517098,0.02126131524632105,0.0,1.2294539277127014e-05,1.0642163162883238e-05,1.4951639971833678e-05,5.4302151372584621e-11,7.0025594225454217e-22,2.3219617559229532e-06,6.5013685896262706e-23,2.6039116012544223e-08,7.2909455230543448e-18,3.4025077234130823e-09,4.7819541806045481e-16,1.5206430555930489e-18,8.5705720007161958e-08,1.8052849835244169e-17,0.0057375997467842867,0.0030929315168111713,4.3650636828949483e-08,2.3736470110133853e-07,1.6799032834231881e-05,7.652610250605805e-12,5.7330507779722485e-08,1.6963839083966261e-07,1.3664232555609382e-11,6.9870250259001897e-10,1.2110381406526726e-11,1.4004016261795792e-13
1.7379422319744461e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871818639056977,0.11291482712467144,0.021260515887936048,0.0,1.2315231814751007e-05,1.0652682205625879e-05,1.4967209695444347e-05,5.4414416183314325e-11,7.0182542337778748e-22,2.3241308753886401e-06,6.5296906808912828e-23,2.6049385693938271e-08,7.3124241771999935e-18,3.4086236121990083e-09,4.7890057598260736e-16,1.5230641615564626e-18,8.5806464827441204e-08,1.8113910038682274e-17,0.005737573367021645,0.0030944937169991001,4.36725842222016e-08,2.375110312628857e-07,1.6800834462406731e-05,7.6551360004268084e-12,5.7336575012434092e-08,1.6963735466190165e-07,1.3675851988287531e-11,6.9980829135649661e-10,1.2122935933822078e-11,1.4033054647661157e-13
1.7388755717565654e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871664869891787,0.11291483572371697,0.021259716567086768,0.0,1.2335942887131494e-05,1.0663200327255086e-05,1.4982787185837132e-05,5.4526861935020636e-11,7.03397360513009e-22,2.3263007794089823e-06,6.5581227154287899e-23,2.6059645432889117e-08,7.3339560552318909e-18,3.4147463547255688e-09,4.7960622280604698e-16,1.5254878101837002e-18,8.590724454491456e-08,1.8175150079624913e-17,0.0057375469872378232,0.0030960558158003087,4.3694530727795733e-08,2.376573325168624e-07,1.6802632693027634e-05,7.6576605738798927e-12,5.7342631373394203e-08,1.6963632073207861e-07,1.3687475605296555e-11,7.0091497738131624e-10,1.2135496638026731e-11,1.406213992905256e-13
1.7398089115386846e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871511111208934,0.11291484431422674,0.021258917283770683,0.0,1.2356672495263496e-05,1.0673717522611172e-05,1.499837244261171e-05,5.4639488834106803e-11,7.0497175564117735e-22,2.3284714676891445e-06,6.5866650656977306e-23,2.6069895235653616e-08,7.3555412620464447e-18,3.4208759539341684e-09,4.8031235834798423e-16,1.5279140027897443e-18,8.6008059121753072e-08,1.8236570403595953e-17,0.0057375206074413857,0.0030976178132192497,4.3716476345615507e-08,2.3780360488274081e-07,1.6804427532593011e-05,7.6601827047189504e-12,5.7348676884913977e-08,1.6963528904703636e-07,1.3699103941881402e-11,7.0202256121606567e-10,1.2148063518739937e-11,1.4091272159464533e-13
1.7407422513208039e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871357363006487,0.11291485289619294,0.021258118037985281,0.0,1.2377420640141532e-05,1.0684233786545932e-05,1.5013965465368851e-05,5.4752297087103624e-11,7.0654861074295782e-22,2.3306429399343703e-06,6.6153181052310795e-23,2.6080135108494157e-08,7.3771799026890061e-18,3.4270124127652916e-09,4.8101898242561176e-16,1.5303427406895753e-18,8.6108908520160184e-08,1.8298171457001627e-17,0.0057374942276408438,0.0030991797092603827,4.3738421075539294e-08,2.3794984837432129e-07,1.6806218987584046e-05,7.6627036442382841e-12,5.7354711567273804e-08,1.6963425960307272e-07,1.371073647084371e-11,7.031310423306792e-10,1.2160636575560977e-11,1.4120451392424426e-13
1.741675591102923e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871203625282486,0.11291486146960776,0.021257318829728047,0.0,1.2398187322757592e-05,1.0694749113922533e-05,1.502956625370836e-05,5.4865286900668436e-11,7.081279277987143e-22,2.3328151958499841e-06,6.6440822086291193e-23,2.6090365057678551e-08,7.3988720823526964e-18,3.4331557341584942e-09,4.8172609485610403e-16,1.5327740251981712e-18,8.6209792702371078e-08,1.8359953687124168e-17,0.0057374678478446448,0.0031007415039281633,4.3760364917450197e-08,2.3809606301030758e-07,1.6808007064460354e-05,7.6652222949113893e-12,5.7360735442518696e-08,1.6963323239700452e-07,1.372237365648899e-11,7.0424042111836085e-10,1.2173215808089175e-11,1.4149677681492126e-13
1.7426089308850423e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32871049898034999,0.11291487003446346,0.02125651965899646,0.0,1.2418972544102841e-05,1.0705263499615477e-05,1.5045174807230969e-05,5.4978458481585059e-11,7.0970970878850835e-22,2.3349882351413883e-06,6.6729577515628634e-23,2.6100585089480018e-08,7.420617906378645e-18,3.4393059210524122e-09,4.824336954566174e-16,1.5352078576305062e-18,8.6310711630652883e-08,1.8421917542123791e-17,0.005737441468061189,0.0031023031972270522,4.3782307871225998e-08,2.3824224880502358e-07,1.6809791769663787e-05,7.6677396944880772e-12,5.7366748530964257e-08,1.6963220742518503e-07,1.3734015061429216e-11,7.053506972178002e-10,1.2185801215923894e-11,1.4178951080260069e-13
1.7435422706671616e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870896181262116,0.11291487859075242,0.021255720525788009,0.0,1.2439776305166166e-05,1.0715776938510596e-05,1.5060791125536602e-05,5.5091812036764184e-11,7.1129395569209721e-22,2.3371620575140657e-06,6.7019451107787636e-23,2.6110795210177113e-08,7.4424174802564306e-18,3.4454629763847516e-09,4.8314178404429114e-16,1.5376442393015527e-18,8.6411665267304549e-08,1.8484063471041785e-17,0.0057374150882988171,0.0031038647891615079,4.3804249936749363e-08,2.3838840577656877e-07,1.6811573109615394e-05,7.6702548801332619e-12,5.7372750854416851e-08,1.6963118468441239e-07,1.3745661093432293e-11,7.0646187091742055e-10,1.2198392798664533e-11,1.4208271642353314e-13
1.7444756104492808e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.328707424749619,0.11291488713846697,0.021254921430100177,0.0,1.2460598606935401e-05,1.072628942550504e-05,1.5076415208225985e-05,5.5205347773243375e-11,7.1288067048893474e-22,2.3393366626735767e-06,6.7310446641020795e-23,2.6120995426053699e-08,7.4642709096242921e-18,3.4516269030922905e-09,4.8385036043624747e-16,1.5400831715262801e-18,8.6512653574656824e-08,1.8546391923802501e-17,0.005737388708565814,0.0031054262797359919,4.3826191113898465e-08,2.3853453393953851e-07,1.6813351090718045e-05,7.672768747502194e-12,5.7378742433171939e-08,1.6963016417107927e-07,1.3757311374799164e-11,7.0757394195435466e-10,1.2210990555910545e-11,1.4237639421429547e-13
1.7454089502314e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870588779132459,0.1129148956775996,0.021254122371930455,0.0,1.2481439450396289e-05,1.0736800955507248e-05,1.5092047054899152e-05,5.5319065898187094e-11,7.1446985515816976e-22,2.3415120503255633e-06,6.7602567904393221e-23,2.6131185743398893e-08,7.4861783002692457e-18,3.4577977041108758e-09,4.8455942444959127e-16,1.5425246556196536e-18,8.6613676515072185e-08,1.8608903351214513e-17,0.0057373623288704146,0.0031069876689549655,4.3848131402555977e-08,2.3868063331147507e-07,1.6815125719354422e-05,7.6752804701405852e-12,5.7384723288796851e-08,1.6962914588196431e-07,1.3768966255990519e-11,7.0868691053032539e-10,1.2223594487261414e-11,1.4267054471179105e-13
1.7463422900135193e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870435093771871,0.11291490420814278,0.021253323351276322,0.0,1.2502298836533335e-05,1.0747311523436903e-05,1.5107686665156831e-05,5.5432966618886623e-11,7.1606151167864637e-22,2.3436882201757447e-06,6.7895818697805519e-23,2.6141366168507024e-08,7.508139758127162e-18,3.4639753823754228e-09,4.8526897590141103e-16,1.5449686928966379e-18,8.6714734050944843e-08,1.8671598204971713e-17,0.0057373359492207928,0.003108548956822894,4.3870070802600376e-08,2.3882670390715093e-07,1.6816897001888748e-05,7.677790821458649e-12,5.7390693441552365e-08,1.6962812981349529e-07,1.3780625410649476e-11,7.0980077645279428e-10,1.2236204592316647e-11,1.4296516845324934e-13
1.7472756297956385e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870281418878244,0.11291491273008905,0.021252524368135264,0.0,1.2523176766329076e-05,1.0757821124224906e-05,1.512333403859916e-05,5.5547050142760079e-11,7.1765564202890345e-22,2.3458651719299209e-06,6.8190202832018052e-23,2.6151536707677567e-08,7.5301553892828554e-18,3.4701599408199152e-09,4.8597901460877926e-16,1.5474152846721931e-18,8.6815826144700483e-08,1.8734476937654513e-17,0.0057373095696250775,0.003110110143344239,4.3892009313914248e-08,2.3897274574364636e-07,1.6818664944665556e-05,7.680299089243228e-12,5.739665291278514e-08,1.6962711596243619e-07,1.3792289141236698e-11,7.1091553986306216e-10,1.2248820870675829e-11,1.4326026597622608e-13
1.7482089695777578e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32870127754449702,0.11291492124343105,0.021251725422504766,0.0,1.2544073240764682e-05,1.0768329752813357e-05,1.5138989174826882e-05,5.566131667735235e-11,7.1925224818717424e-22,2.3480429052939707e-06,6.8485724128675673e-23,2.6161697367215106e-08,7.5522252999702162e-18,3.4763513823774017e-09,4.8668954038875145e-16,1.5498644322612774e-18,8.6916952758796395e-08,1.8797540002731053e-17,0.0057372831900913352,0.0031116712285234661,4.391394693637629e-08,2.3911875883584219e-07,1.6820429554010788e-05,7.6828059401551441e-12,5.7402601722710034e-08,1.696261043252467e-07,1.3803957166239578e-11,7.1203120061976967e-10,1.226144332193855e-11,1.4355583781860296e-13
1.749142309359877e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869974100484345,0.11291492974816141,0.021250926514382321,0.0,1.2564988260819438e-05,1.0778837404155515e-05,1.5154652073440224e-05,5.5775766430335148e-11,7.2085133213138614e-22,2.3502214199738531e-06,6.8782386420333303e-23,2.6171848153429287e-08,7.5743495965722992e-18,3.4825497099799953e-09,4.8740055305836826e-16,1.5523161369788456e-18,8.70181138557213e-08,1.8860787854558473e-17,0.0057372568106275846,0.0031132322123650427,4.3935883669868988e-08,2.3926474320042339e-07,1.6822190836231101e-05,7.6853107607184906e-12,5.7408539892466494e-08,1.6962509489867936e-07,1.3815629746623641e-11,7.1314775882067403e-10,1.2274071945704462e-11,1.4385188451858785e-13
1.7500756491419962e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869820456980303,0.11291493824427283,0.021250127643765406,0.0,1.2585921827471174e-05,1.0789344073215765e-05,1.5170322734039944e-05,5.5890399609506901e-11,7.2245289583916011e-22,2.3524007156756044e-06,6.9080193550481005e-23,2.6181989072634758e-08,7.5965283856214538e-18,3.4887549265588751e-09,4.8811205243465479e-16,1.5547704001398502e-18,8.7119309397995262e-08,1.892422094838415e-17,0.00573723043124179,0.0031147930948734366,4.3957819514271264e-08,2.3941069885232186e-07,1.6823948797614468e-05,7.6878141258285414e-12,5.7414467442212596e-08,1.696240876792226e-07,1.382730663943471e-11,7.1426521436091234e-10,1.2286706741573239e-11,1.4414840661471467e-13
1.7510089889241155e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869666823935717,0.1129149467317581,0.021249328810651523,0.0,1.2606873941695876e-05,1.0799849754969611e-05,1.5186001156226358e-05,5.6005216422792846e-11,7.2405694128781042e-22,2.3545807921053426e-06,6.9379149373569175e-23,2.6192120131151146e-08,7.6187617737994201e-18,3.4949670350442791e-09,4.8882403833462005e-16,1.5572272230592407e-18,8.7220539348169789e-08,1.8987839740347002e-17,0.0057372040519418632,0.0031163538760531138,4.3979754469465544e-08,2.3955662580787837e-07,1.6825703444429892e-05,7.6903155072611232e-12,5.7420384392892054e-08,1.6962308266362031e-07,1.3838988069796897e-11,7.1538356730687285e-10,1.2299347709144613e-11,1.4444540464584317e-13
1.7519423287062347e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869513201348721,0.11291495521060999,0.021248530015038139,0.0,1.2627844604468009e-05,1.0810354444403613e-05,1.5201687339600238e-05,5.6120217078244912e-11,7.2566347045434414e-22,2.3567616489692626e-06,6.9679257755033816e-23,2.6202241335302968e-08,7.6410498679374428e-18,3.5011860383655115e-09,4.8953651057525936e-16,1.5596866070519635e-18,8.7321803668827465e-08,1.9051644687478657e-17,0.0057371776727356645,0.0031179145559085465,4.4001688535330976e-08,2.3970252408203239e-07,1.6827454782927717e-05,7.692815400736226e-12,5.7426290764597326e-08,1.6962207984838701e-07,1.3850673828037181e-11,7.1650281757983538e-10,1.2311994848018331e-11,1.4474287915115914e-13
1.752875668488354e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32869359589217456,0.11291496368082142,0.021247731256922756,0.0,1.2648833816760237e-05,1.0820858136515382e-05,1.5217381283761988e-05,5.6235401784041786e-11,7.272724853154609e-22,2.35894328597364e-06,6.9980522571321856e-23,2.6212352691419637e-08,7.6633927750163883e-18,3.5074119394509328e-09,4.9024946897355236e-16,1.5621485534329626e-18,8.7423102322582202e-08,1.9115636247704778e-17,0.005737151293631,0.0031194751344442032,4.40236217117499e-08,2.3984839369082209e-07,1.6829202819339571e-05,7.6953133515251391e-12,5.7432186578086726e-08,1.6962107923026035e-07,1.3862364108365065e-11,7.1762296522363192e-10,1.2324648157794204e-11,1.4504083067017419e-13
