Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),C2H6X(52)
1.2519555857271606e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33396156634830815,0.11530369738111963,0.022701972865574092,0.0,5.6456632038322631e-11,7.3582000405444247e-10,3.5385250685592328e-08,2.5562473608766277e-14,1.7282072080737745e-27,2.8340494161545362e-08,4.7332619333460243e-30,1.2155143700925999e-09,3.8049395437708107e-22,6.5706099390313918e-14,2.6140650992593445e-20,1.8792100545616199e-22,1.7280761407325238e-11,1.1693126996613348e-22,0.0033660831783946304,0.00023915349387251819,4.7158188669420618e-09,7.0172371553999636e-10,6.3773310191502042e-07,3.3095058463566878e-13,1.459591290758448e-09,1.1556854804828593e-07,2.708800215482455e-13,1.0424433644690147e-14,2.9096432584810372e-14,5.7412060871479963e-17
1.263684798433119e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33393968751208286,0.11528403904274742,0.022700865837287129,0.0,5.8892444828439806e-11,7.625937135490261e-10,3.6425303872668576e-08,2.6070487989454422e-14,1.8224422460012835e-27,2.8732078262028362e-08,4.964049958554657e-30,1.2267395341112328e-09,3.9035016864377818e-22,6.8191894232965453e-14,2.7298111961588157e-20,1.953281559731086e-22,1.7829949103177977e-11,1.2098154242879897e-22,0.0033857389421879103,0.0002413664911819837,4.744765968329268e-09,7.1794103888137769e-10,6.4664906866157105e-07,3.3312219595966215e-13,1.493918066135638e-09,1.1664820402337231e-07,2.7616912646673181e-13,1.0745698919046044e-14,2.9949923031049599e-14,5.8620812823795766e-17
1.2754140111390773e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33391796937479362,0.11526454101744817,0.022699759007488916,0.0,6.1413845824585838e-11,7.9011112176572672e-10,3.7484665818735492e-08,2.6584968334925668e-14,1.9208124650868272e-27,2.912589822220565e-08,5.2040498242318808e-30,1.2379679385464194e-09,4.0038021835309908e-22,7.075045398056216e-14,2.849423176877887e-20,2.0295057126626641e-22,1.8391666249699111e-11,1.2513630631447645e-22,0.0034052343776374504,0.00024357907187185643,4.7737063369291518e-09,7.3439343370216735e-10,6.5561710157591486e-07,3.3529793849733321e-13,1.5286644435442366e-09,1.1772117309540138e-07,2.8149785473253998e-13,1.1075268531201132e-14,3.0819201066643771e-14,5.9845717192193607e-17
1.2871432238450356e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33389641062819908,0.11524520199888921,0.022698652375085455,0.0,6.402318529981359e-11,8.1838678678912544e-10,3.8563450748692274e-08,2.7105958216715208e-14,2.0234545331149211e-27,2.9521952614484868e-08,5.4535519233246272e-30,1.2491997388912983e-09,4.1058588559686049e-22,7.3383310945254355e-14,2.9729857669393539e-20,2.1079218265605936e-22,1.8966090433980788e-11,1.2939739782796926e-22,0.0034245707910810336,0.00024579123801190839,4.8026400716830743e-09,7.5108238107279081e-10,6.6463715074490368e-07,3.37477892649267e-13,1.563828571720757e-09,1.187873391900524e-07,2.8686560631182136e-13,1.1413328228393474e-14,3.1704358765255749e-14,6.1086887108526337e-17
1.298872436550994e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33387500997472952,0.11522602069139641,0.022697545938991807,0.0,6.6722860680291934e-11,8.4743543852253019e-10,3.9661770122755066e-08,2.7633501297373461e-14,2.1305080724019934e-27,2.9920240019945935e-08,5.7128535177599563e-30,1.2604350900772838e-09,4.209689599466369e-22,7.6092017682324978e-14,3.1005844051259938e-20,2.1885694353882116e-22,1.9553400287109484e-11,1.337666719414881e-22,0.0034437494781977417,0.00024800299165652094,4.8315672703624959e-09,7.6800935957943755e-10,6.7370916613924153e-07,3.3966213871921874e-13,1.5994085078042236e-09,1.1984658914446705e-07,2.9227177696230474e-13,1.176006723535639e-14,3.2605485934918847e-14,6.2344435930636277e-17
1.3106016492569523e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33385376612739892,0.11520699580986701,0.022696439698131985,0.0,6.9515317149756152e-11,8.7727197941601508e-10,4.0779732626613533e-08,2.8167641331201352e-14,2.2421156839908392e-27,3.0320759028241875e-08,5.9822588510398497e-30,1.2716741464761265e-09,4.315312384630367e-22,7.8878147105324656e-14,3.2323052297616945e-20,2.2714882882401852e-22,2.015377548145508e-11,1.3824600247330462e-22,0.0034627717240951535,0.00025021433484484685,4.8604880295820403e-09,7.851758453124539e-10,6.8283309760644069e-07,3.4185075689443472e-13,1.6354022189038646e-09,1.2089881271484047e-07,2.9771575853795804e-13,1.2115678298399419e-14,3.3522670110591923e-14,6.3618477244341485e-17
1.3223308619629106e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3338326778097187,0.11518812607968337,0.022695333651438922,0.0,7.2403048257171672e-11,9.0791148518936906e-10,4.1917444162864173e-08,2.8708422164979901e-14,2.3584229713747279e-27,3.0723508237500772e-08,6.2620792619500668e-30,1.2829170619019317e-09,4.422745257056986e-22,8.1743292600933097e-14,3.3682350648590145e-20,2.3567183437001157e-22,2.0767396727952491e-11,1.4283728216650582e-22,0.0034816388033958399,0.00025242526960097015,4.8894024448123931e-09,8.0258331185431766e-10,6.9200889486377823e-07,3.4404382722614937e-13,1.6718075837046378e-09,1.2194390258270582e-07,3.031969392921642e-13,1.2480357729686576e-14,3.4455996547751149e-14,6.4909124865419998e-17
1.334060074668869e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33381174375561196,0.1151694102366269,0.022694227797854384,0.0,7.5388596527590311e-11,9.3936920554988662e-10,4.3075007843710645e-08,2.9255887738694484e-14,2.4795785637472238e-27,3.1128486254228921e-08,6.5526332993886262e-30,1.2941639896131429e-09,4.532006337439989e-22,8.4689068143543384e-14,3.508461406142762e-20,2.4442997641860349e-22,2.1394445773375315e-11,1.475424227678576e-22,0.0035003519803231313,0.00025463579793406232,4.9183106103930648e-09,8.202332302672031e-10,7.0123650749125108e-07,3.4624142961027904e-13,1.7086223941091824e-09,1.2298175435992337e-07,3.087147041792486e-13,1.2854305451708849e-14,3.5405548217010376e-14,6.6216492841590303e-17
1.3457892873748273e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33379096270932779,0.11515084702679322,0.022693122136328878,0.0,7.8474554076178352e-11,9.716605649049535e-10,4.4252523984921033e-08,2.9810082086253596e-14,2.6057341387740907e-27,3.1535691693214877e-08,6.8542468383194013e-30,1.3054150823144934e-09,4.6431138216846661e-22,8.7717108409566643e-14,3.6530724069591344e-20,2.534272910286284e-22,2.2035105397601397e-11,1.5236335510678448e-22,0.0035189125087861958,0.00025684592183853732,4.9472126195449903e-09,8.3812706908014378e-10,7.105158849245366e-07,3.4844364376832506e-13,1.7458443569147516e-09,1.2401226659238599e-07,3.1426843515419998e-13,1.3237725041950924e-14,3.6371405799761335e-14,6.7540695454486958e-17
1.3575185000807856e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33377033342535722,0.11513243520650755,0.022692016665821609,0.0,8.1663563225395719e-11,1.0048011630693582e-09,4.5450090101030942e-08,3.0371049336202283e-14,2.7370444448840003e-27,3.1945123177434829e-08,7.1672531968564842e-30,1.3166704921589162e-09,4.7560859810289808e-22,9.0829068891453673e-14,3.8021568640799549e-20,2.6266783350882638e-22,2.2689559410869808e-11,1.5730202917447285e-22,0.0035373216324644076,0.00025905564329420263,4.9761085643829694e-09,8.5626629427577951e-10,7.1984697644795456e-07,3.5065054922849746e-13,1.7834710955236606e-09,1.250353407624526e-07,3.1985751147042943e-13,1.3630823777747603e-14,3.7353647684824572e-14,6.8881847221630003e-17
1.369247712786744e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33374985466834872,0.11511417354224124,0.022690911385300366,0.0,8.4958317125303828e-11,1.0388067759672759e-09,4.6667800901781247e-08,3.09388337124304e-14,2.8736673230750691e-27,3.2356779337958862e-08,7.4919932544849457e-30,1.3279303707494225e-09,4.8709411621716905e-22,9.4026626011430891e-14,3.9558042034115173e-20,2.7215567785024852e-22,2.3357992651029029e-11,1.6236041420310525e-22,0.0035555805848910219,0.00026126496426640933,5.0049985359279732e-09,8.7465236927670312e-10,7.2922973118743294e-07,3.5286222530708322e-13,1.8215001516857906e-09,1.2605088129012304e-07,3.2548130997541432e-13,1.4033812681328892e-14,3.8352349966101759e-14,7.0240062898387302e-17
1.3809769254927023e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33372952521302596,0.11509606081052874,0.022689806293741475,0.0,8.8361560376980961e-11,1.0736933563288661e-09,4.790574828977797e-08,3.1513479534875646e-14,3.0157637282345681e-27,3.2770658813858399e-08,7.8288155714236645e-30,1.3391948691409438e-09,4.9876977874073509e-22,9.7311477234947046e-14,4.1141044656174637e-20,2.8189491615843758e-22,2.4040590980776019e-11,1.675404987452331e-22,0.0035736905895361673,0.00026347388670619785,5.0338826241192925e-09,8.9328675493139699e-10,7.3866409810348351e-07,3.5507875109006589e-13,1.8599289872716693e-09,1.2705879553296769e-07,3.311392054040767e-13,1.4446906565052429e-14,3.9367586441218992e-14,7.1615457479929096e-17
1.3927061381986606e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33370934384410483,0.11507809579788524,0.022688701390129743,0.0,9.1876089659022195e-11,1.1094770343814136e-09,4.9164021359362151e-08,3.2095031220221504e-14,3.1634977499694861e-27,3.3186760252114527e-08,8.1780765091360204e-30,1.3504641378421382e-09,5.1063743547681822e-22,1.0068534118382756e-13,4.277148291665121e-20,2.918896580856204e-22,2.4737541284885794e-11,1.7284429075329452e-22,0.0035916528598891532,0.00026568241255044345,5.0627609178265449e-09,9.1217090949977016e-10,7.481500259841793e-07,3.5730020541501249e-13,1.8987549860746562e-09,1.2805899378482586e-07,3.368305706697545e-13,1.4870324076818356e-14,4.0399428611150668e-14,7.3008146203173688e-17
1.404435350904619e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33368930935621149,0.115060277300725,0.022687596673458339,0.0,9.5504754357101403e-11,1.1461741185349613e-09,5.0442706396675974e-08,3.2683533282590134e-14,3.3170366329459337e-27,3.3605082307527556e-08,8.5401403519941972e-30,1.3617383268171628e-09,5.2269894381727149e-22,1.0414995774913352e-13,4.4450269083046424e-20,3.0214403026315285e-22,2.5449031467431288e-11,1.7827381765928518e-22,0.0036094685995400979,0.00026789054372199713,5.0916335048615357e-09,9.3130628863829474e-10,7.5768746343814686e-07,3.5952666685324449e-13,1.9379754556407433e-09,1.2905138927328739e-07,3.425547771526168e-13,1.5304287745667505e-14,4.1447945680812956e-14,7.4418244548723964e-17
1.4161645636105773e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33366942055380194,0.11504260412528054,0.022686492142728783,0.0,9.9250457196571736e-11,1.1838010960623661e-09,5.1741886880911854e-08,3.327903033423039e-14,3.4765507967356791e-27,3.4025623642627451e-08,8.915379430102948e-30,1.373017585487411e-09,5.3495616875812107e-22,1.0770708820372136e-13,4.6178321134902633e-20,3.1266217573444938e-22,2.6175250448993108e-11,1.838311264545888e-22,0.0036271390022608887,0.00027009828212982544,5.1205004719899824e-09,9.5069434538473077e-10,7.6727635888756119e-07,3.6175821369230259e-13,1.9775876291244434e-09,1.3003589815597258e-07,3.4831119498538696e-13,1.5749024027557895e-14,4.2513204560615486e-14,7.5845868242793777e-17
1.4278937763165356e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33364967625108072,0.11502507508752227,0.022685387796950826,0.0,1.0311615487808143e-10,1.2223746337737162e-09,5.3061643486729706e-08,3.3881567086200811e-14,3.6422138551684585e-27,3.4448382927585318e-08,9.3041742432887313e-30,1.384302062733214e-09,5.4741098291577346e-22,1.1135851531450029e-13,4.7956562617528805e-20,3.2344825338862937e-22,2.6916388163858917e-11,1.8951828376997441e-22,0.0036446652520854771,0.00027230562966914758,5.1493619049430848e-09,9.7033653014246845e-10,7.7691666056115796e-07,3.6399492391871869e-13,2.0175886671693457e-09,1.3101243951562706e-07,3.5409919333624219e-13,1.6204763351318498e-14,4.3595269868959095e-14,7.7291133259124264e-17
1.439622989022494e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33363007527192212,0.1150076890130788,0.02268428363514239,0.0,1.071048587161803e-10,1.2619115786850445e-09,5.4402054087828089e-08,3.4491188349047973e-14,3.8142026351889574e-27,3.4873358840125889e-08,9.7069135862601461e-30,1.3955919068955107e-09,5.600652665438935e-22,1.1510604345438405e-13,4.9785922495331428e-20,3.3450643739510868e-22,2.7672635557212144e-11,1.9533737595576763e-22,0.0036620485233895121,0.00027451258822156995,5.1782178884289775e-09,9.9023429066446125e-10,7.8660831648725454e-07,3.6623687520111336e-13,2.0579756598117453e-09,1.3198093535404632e-07,3.5991814068874701e-13,1.6671740164778603e-14,4.4694203935667974e-14,7.8754155820889079e-17
1.4513522017284523e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33361061644979034,0.11499044473715798,0.022683179656329534,0.0,1.1121963528089286e-10,1.3024289586812778e-09,5.5763193761653442e-08,3.510793903347985e-14,3.9926971952177279e-27,3.5300550065441e-08,1.0123994674945639e-29,1.4068872657774807e-09,5.7292090755093582e-22,1.1895149871393271e-13,5.1667335004841111e-20,3.4584091663936129e-22,2.8444184582309724e-11,2.0129050916220246e-22,0.0036792899809693206,0.00027671915965521839,5.2070685061440215e-09,1.0103890720367689e-09,7.9635127448678578e-07,3.6848414487361988e-13,2.0987456284059322e-09,1.3294131058484791e-07,3.6576740511870488e-13,1.7150192981067106e-14,4.5810066806342804e-14,8.0235052402588684e-17
1.4630814144344106e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33359129862766146,0.11497334110446868,0.022682075859546333,0.0,1.1546360704223278e-10,1.3439439831733483e-09,5.7145134795231803e-08,3.5731864151034736e-14,4.1778808430155649e-27,3.572995529610399e-08,1.0555823274014575e-29,1.4181882866461467e-09,5.8597980151833887e-22,1.2289672901268179e-13,5.3601739507525271e-20,3.5745589416007349e-22,2.9231228197648471e-11,2.0737980941996108e-22,0.0036963907801202344,0.0002789253458248687,5.2359138407839841e-09,1.0308023166617104e-09,8.0614548216635422e-07,3.7073680991965877e-13,2.1398955275695731e-09,1.3389349302510805e-07,3.7164635456779191e-13,1.764036442508422e-14,4.6942916247622383e-14,8.1733939731933211e-17
1.474810627140369e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33357212065794528,0.11495637696914296,0.022680972243834866,0.0,1.1983995301763349e-10,1.3864740437494109e-09,5.8547946692106881e-08,3.6363008814745417e-14,4.3699401530511883e-27,3.6161573231985088e-08,1.1002813825587718e-29,1.4294951162339396e-09,5.9924385171936295e-22,1.2694360421015464e-13,5.5590080342475808e-20,3.6935558658790934e-22,3.0033960364119972e-11,2.1360742272090831e-22,0.003713352066714283,0.0002811311485720737,5.2647539740550595e-09,1.0514754642406219e-09,8.1599088691129837e-07,3.7299494695606571e-13,2.1814222471477373e-09,1.3483741338587991e-07,3.7755435711385932e-13,1.8142501280138047e-14,4.8092807753340038e-14,8.3250934791713519e-17
1.4865398398463273e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33355308140240852,0.11493955119465912,0.022679868808245105,0.0,1.2435190942226929e-10,1.4300367148200916e-09,5.9971696180367525e-08,3.7001418239798718e-14,4.5690649833723827e-27,3.6595402580167832e-08,1.1465389579143281e-29,1.440807900740232e-09,6.1271496913858036e-22,1.3109401621655402e-13,5.7633306679060234e-20,3.8154422358610162e-22,3.0852576042153418e-11,2.1997551509902707e-22,0.0037301749772772385,0.00028333656972528894,5.2935889866847932e-09,1.0724099517562287e-09,8.2588743587877546e-07,3.7525863221758925e-13,2.2233226141940315e-09,1.357730052616125e-07,3.8349078123778284e-13,1.8656854534746923e-14,4.9259794551561248e-14,8.4786154821660583e-17
1.4982690525522858e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33353417973209804,0.11492286265376522,0.022678765551834856,0.0,1.2900277032223984e-10,1.4746497542577064e-09,6.1416447221747554e-08,3.7647137744190761e-14,4.7754484919810176e-27,3.7031442054866206e-08,1.1943982722624788e-29,1.4521267858328394e-09,6.263950724920047e-22,1.3534987910312982e-13,5.9732372369623787e-20,3.9402604729308177e-22,3.1687271188846462e-11,2.2648627271156237e-22,0.0037468606390650317,0.00028554161109999661,5.322418958432835e-09,1.0936072134546349e-09,8.3583507599086684e-07,3.7752794154176283e-13,2.2655933949673919e-09,1.3670020511848864e-07,3.8945499608675108e-13,1.9183679429603423e-14,5.0443927612488038e-14,8.6339717320292854e-17
1.5099982652582443e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33351541452726519,0.11490631022840339,0.022677662473669716,0.0,1.3379588829059302e-10,1.5203311040293742e-09,6.2882261021780169e-08,3.8300212749377519e-14,4.9892871527126865e-27,3.7469690377343005e-08,1.2439034514756933e-29,1.463451916649488e-09,6.4028608824785917e-22,1.3971312921221823e-13,6.1888235802328058e-20,4.068053117673556e-22,3.2538242755083426e-11,2.3314190192037999e-22,0.0037634101701395414,0.00028774627449882522,5.3512439681015964e-09,1.1150686808269232e-09,8.4583375392770029e-07,3.7980295035416941e-13,2.3082312969429973e-09,1.3761895228169983e-07,3.9544637173387288e-13,1.9723235504697652e-14,5.1645255657215963e-14,8.7911740046751363e-17
1.5217274779642028e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33349678467729033,0.11488989280963449,0.022676559572822986,0.0,1.3873467506615663e-10,1.5670988908239696e-09,6.436919604098964e-08,3.8960688780921268e-14,5.2107807706219766e-27,3.7910146275828749e-08,1.2950995418575792e-29,1.4747834377992469e-09,6.5438995064797918e-22,1.4418572526694931e-13,6.4101859754212794e-20,4.1988628243483008e-22,3.3405688682640807e-11,2.3994462937354717e-22,0.0037798246794437571,0.00028995056171166999,5.3800640935467593e-09,1.1367957825903844e-09,8.5588341612059633e-07,3.8208373365409782e-13,2.351232970835879e-09,1.38529188921679e-07,4.0146427943401396e-13,2.027578664659704e-14,5.2863825167328853e-14,8.9502341022622748e-17
1.5334566906701613e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33347828908060823,0.11487360929756378,0.022675456848375613,0.0,1.4382260221515383e-10,1.6149714266728271e-09,6.5877308007100764e-08,3.9628611469132471e-14,5.4401324968746966e-27,3.8352808485441872e-08,1.3480325236179764e-29,1.4861214933639331e-09,6.687086017298447e-22,1.4876964848061806e-13,6.637421124456359e-20,4.3327323553879179e-22,3.4289807901279662e-11,2.4689670208714085e-22,0.0037961052668763345,0.00029215447451580836,5.4088794116876793e-09,1.1587899446693626e-09,8.6598400874523648e-07,3.8437036600061383e-13,2.394595012635698e-09,1.3943086003930968e-07,4.0750809187574192e-13,2.0841601135880816e-14,5.4099680395315932e-14,9.1111638533750143e-17
1.5451859033761198e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33345992664463409,0.11485745860126678,0.022674354299416135,0.0,1.4906320179557239e-10,1.6639672095641502e-09,6.740664992824865e-08,4.0304026549707634e-14,5.6775488431485898e-27,3.8797675748109564e-08,1.4027493244707583e-29,1.4974662268994789e-09,6.8324399134923713e-22,1.53466902665716e-13,6.8706261388669525e-20,4.4697045759273481e-22,3.5190800325824731e-11,2.5400038752729117e-22,0.0038122530233655194,0.00029435801467601528,5.4376899985176469e-09,1.1810525901757266e-09,8.7613547771485643e-07,3.8666292149903819e-13,2.4383139656512838e-09,1.403239134501328e-07,4.1357718342930146e-13,2.1420951694724093e-14,5.53528633757966e-14,9.273975113203141e-17
1.5569151160820783e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33344169628569015,0.11484143963871613,0.022673251925040588,0.0,1.5446006702425999e-10,1.7141049240510326e-09,6.8957272107168654e-08,4.0986979864362756e-14,5.9232396955444542e-27,3.9244746812489557e-08,1.4592978333550005e-29,1.5088177814372716e-09,6.9799807720352245e-22,1.582795143426183e-13,7.1098985252052178e-20,4.6098224483622933e-22,3.6108866853229839e-11,2.6125797369246653e-22,0.0038282690309424856,0.00029656118394467545,5.466495929114037e-09,1.2035851393889743e-09,8.8633776867346254e-07,3.8896147378785515e-13,2.4823863225634045e-09,1.4120829976756977e-07,4.1967093039050759e-13,2.201411553463241e-14,5.6623413937536227e-14,9.4386797637205457e-17
1.5686443287880368e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33342359692893264,0.11482555133670867,0.02267214972435249,0.0,1.6001685294671718e-10,1.7654034418530388e-09,7.0529222156347956e-08,4.1677517361462824e-14,6.1774183280097619e-27,3.9694020433892737e-08,1.5177269142801524e-29,1.5201762994854582e-09,7.1297282485554646e-22,1.6320953284792283e-13,7.3553361705246552e-20,4.7531290269402324e-22,3.7044209359629452e-11,2.6867176919600619e-22,0.0038441543628140598,0.0002987639840618941,5.4952972776483335e-09,1.2263890097359688e-09,8.9659082698907909e-07,3.9126609602604731e-13,2.5268085274844198e-09,1.4208397238518521e-07,4.2578871122048327e-13,2.2621374404320242e-14,5.7911369716238183e-14,9.6052897138626109e-17
1.5803735414939953e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33340562750828012,0.11480979263079354,0.022671047696462717,0.0,1.6573727710955662e-10,1.817881822451267e-09,7.2122545014118299e-08,4.2375685096647034e-14,6.440301415277192e-27,4.0145495374206764e-08,1.5780864202958912e-29,1.5315419230302196e-09,7.2817020775815186e-22,1.6825903044243686e-13,7.6070373279213618e-20,4.8996674523855975e-22,3.799703069737597e-11,2.7624410334890747e-22,0.00385991008343485,0.00030096641675560469,5.5240941173960481e-09,1.249465615770301e-09,9.0689459774702106e-07,3.9357686088087537e-13,2.57157697802328e-09,1.4295088745800764e-07,4.3192990678114078e-13,2.3243014637732401e-14,5.9216766168095001e-14,9.7738168997023801e-17
1.5921027541999538e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33338778696634097,0.11479416246520036,0.022669945840489508,0.0,1.7162512023560165e-10,1.8715593136768188e-09,7.3737282961670569e-08,4.3081529233450177e-14,6.7121090453207231e-27,4.0599170401820353e-08,1.6404272075873041e-29,1.5429147935370157e-09,7.4359220727930128e-22,1.7343010241880695e-13,7.8651006021462165e-20,5.0494809465609179e-22,3.8967534692062527e-11,2.8397732624287331e-22,0.0038755372485787796,0.00030316848374167615,5.5528865207464925e-09,1.2728163691513062e-09,9.1724902574319512e-07,3.9589384051609528e-13,2.616688027354552e-09,1.4380900388293182e-07,4.3809390056634118e-13,2.3879327202206238e-14,6.0539636584082689e-14,9.9442732846254824e-17
1.6038319669059123e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3333700742543434,0.11477865979276855,0.022668844155558362,0.0,1.7768422690159106e-10,1.926455352292611e-09,7.5373475640970384e-08,4.3795096043919843e-14,6.9930647313322272e-27,4.1055044291548535e-08,1.7048011496960826e-29,1.5542950519517943e-09,7.5924081272781035e-22,1.7872486720878852e-13,8.1296249352956816e-20,5.2026128071657444e-22,3.9955926139531247e-11,2.9187380883362808e-22,0.003891036905410043,0.00030537018672401723,5.581674559212473e-09,1.2964426786227106e-09,9.2765405547743607e-07,3.9821710658063691e-13,2.6621379862899688e-09,1.4465828327822244e-07,4.4428007892863423e-13,2.4530607746769842e-14,6.1880012104981718e-14,1.0116670859503873e-16
1.6155611796118708e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33335248833206432,0.11476328357487683,0.022667742640801968,0.0,1.8391850621846109e-10,1.9825895645684548e-09,7.7031160073554324e-08,4.4516431909229854e-14,7.2833954232217254e-27,4.1513115824558638e-08,1.7712611518683947e-29,1.5656828387021755e-09,7.7511802137968546e-22,1.8414546649014945e-13,8.4007095925887364e-20,5.3591064024750198e-22,4.0962410802866183e-11,2.9993594302450599e-22,0.0039064100925534691,0.00030757152739467836,5.6104583034398396e-09,1.3203459499909269e-09,9.3810963114687103e-07,4.0054673019773117e-13,2.7079231253512036e-09,1.4549868996214267e-07,4.5048783130152672e-13,2.5197156650573579e-14,6.3237921737107496e-14,1.0291021642868347e-16
1.6272903923178293e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33333502816775934,0.11474803278137345,0.022666641295360192,0.0,1.9033193251417227e-10,2.0399817668493274e-09,7.8710370680186224e-08,4.5245583320289761e-14,7.5833315186447285e-27,4.1973383788297209e-08,1.8398611655301271e-29,1.5770782936986001e-09,7.9122583850506213e-22,1.896940652932048e-13,8.6784541482373636e-20,5.5190051661186567e-22,4.1987195409371192e-11,3.0816614175031985e-22,0.0039216578401643108,0.00030977250743395281,5.6392378232169379e-09,1.3445275861030019e-09,9.4861569663931854e-07,4.0288278195450811e-13,2.7540396768424171e-09,1.4633019093072853e-07,4.5671655041718905e-13,2.5879279071454124e-14,6.4613392368733274e-14,1.0467337681079853e-16
1.6390196050237878e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3333176927380942,0.11473290639050691,0.022665540118379957,0.0,1.9692854601905055e-10,2.0986519661167699e-09,8.041113930135216e-08,4.5982596878350539e-14,7.8931068735603255e-27,4.2435846976417634e-08,1.910656202890179e-29,1.5884815563354497e-09,8.0756627739574027e-22,1.9537285210697749e-13,8.9629584714177841e-20,5.6823525919039119e-22,4.3030487647532185e-11,3.1656683906151633e-22,0.0039367811699974678,0.00031197312851047543,5.668013187483945e-09,1.3689889868242163e-09,9.591721955267231e-07,4.0522533189205771e-13,2.8004838369212772e-09,1.47152755834732e-07,4.6296563251955301e-13,2.6577284994625051e-14,6.6006448787188996e-14,1.0645631048499625e-16
1.6507488177297463e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33330048102807558,0.11471790338885744,0.022664439109015229,0.0,2.0371245355360911e-10,2.1586203605433333e-09,8.2133495218573048e-08,4.672751929560645e-14,8.2129588123239503e-27,4.2900504188708626e-08,1.9837023516724981e-29,1.5998927654921393e-09,8.2414135939331649e-22,2.0118403898498016e-13,9.2543227123495791e-20,5.8491922286821879e-22,4.4092496163963624e-11,3.2514049020862304e-22,0.0039517810954761224,0.00031417339228131946,5.6967844643420955e-09,1.3937315490153372e-09,9.6977907105862316e-07,4.0757444949596513e-13,2.8472517676670486e-09,1.4796635695575475e-07,4.692344775727213e-13,2.729148928149183e-14,6.7417113696617873e-14,1.0825913847658113e-16
1.6624780304357048e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33328339203098273,0.11470302277126891,0.022663338266426959,0.0,2.1068782921881921e-10,2.2199073400400002e-09,8.3877465176513338e-08,4.7480397395793258e-14,8.5431281373189134e-27,4.3367354231023499e-08,2.0590567899775746e-29,1.6113120595341744e-09,8.4095311391790667e-22,2.0712986165061462e-13,9.5526472884896129e-20,6.0195676752618092e-22,4.5173430560338797e-11,3.3388957172699521e-22,0.0039666586217598394,0.00031637330039209163,5.725551721062809e-09,1.4187566665095419e-09,9.8043626615566011e-07,4.0993020368732304e-13,2.8943395991445141e-09,1.4877096918159613e-07,4.7552248946464544e-13,2.8022211718589759e-14,6.8845407736373311e-14,1.1008198209422756e-16
