Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CO2X(24),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.4798369673689384e-120,1.311141959373811e-65,2.97000724972737e-36,1.7794760232786196e-88,1.7990161858721238e-54,6.051718030546585e-132,5.564692090377849e-20,-6.55094698043465e-106,5.564692090377849e-20,2.596904190839814e-72,4.7681382758771136e-73,3.992410250858423e-112,4.629190578289518e-113,1.1017625339663204e-53,1.2191918353190008e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345602607e-22,9.008783567266774e-38,3.335798334090026e-37,3.602213534512525e-22,2.3842608966413454e-33,3.4433192637542823e-41,2.504016328420978e-45,3.160887903243227e-76,2.145630714322877e-52,5.855865278005463e-77,3.317415880590497e-54,7.03101019933538e-106,-1.015708041549052e-107,-3.2685460827434974e-108
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,4.492617496430402e-118,2.9329849566279e-64,1.793884380295663e-35,1.9663828753475233e-86,2.718673283008069e-53,2.1836490722552756e-129,1.5581137853057977e-19,1.2646700272452602e-104,1.558113785305797e-19,7.323685382387229e-71,1.4991789658105532e-71,7.981077949330704e-110,9.254041675613899e-111,1.3080124801019113e-52,6.311609777832234e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896846164e-21,5.441305273616536e-37,2.0148221937883227e-36,1.0086197896557839e-21,1.4400935614792736e-32,4.087908575783428e-40,2.972787302116223e-44,1.922934529570573e-74,2.547292785943096e-51,3.562408568275301e-75,3.9384361327520807e-53,1.4055429411655835e-103,1.0279294975614157e-105,3.3078746967728983e-106
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.896550916678209e-115,5.79509537438876e-63,8.636781104112161e-35,1.7790595184482978e-84,2.9246246592873783e-52,7.906579263650778e-127,3.5614029378418233e-19,1.3353579944211799e-102,3.561402937841821e-19,1.59306154124626e-69,3.34458580181781e-70,1.4449123608425174e-107,1.6753725862253768e-108,1.2842144089001389e-51,2.7565313175507214e-82,1.944979914233304e-17,5.758739838827048e-19,2.30541666217277e-21,2.6197542598422818e-36,9.70050155550299e-36,2.3054166620339533e-21,6.933430386051553e-32,4.013532765980459e-39,2.9187406951518373e-43,8.681164317510472e-73,2.500947166501572e-50,1.6082414691032533e-73,3.866779948292911e-52,2.54462665603879e-101,2.152671565427686e-103,6.927292015909283e-104
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,6.100420237872273e-113,1.031207185706102e-61,3.7719092297888903e-34,1.346455758541606e-82,2.6882339304757684e-51,2.3974733283233096e-124,7.567981242913874e-19,1.0554892033736055e-100,7.567981242913862e-19,2.953267615215757e-68,6.264039049365329e-69,2.189490914419816e-105,2.538709720542689e-106,1.1358731005668083e-50,1.0266598095089311e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407272971e-21,1.1441155114733534e-35,4.236463884262496e-35,4.8990104066667216e-21,3.0280110273069963e-31,3.549924075671915e-38,2.581665125705087e-42,3.2779324951216023e-71,2.212059453600647e-49,6.072413438824396e-72,3.4201230717944916e-51,3.855899565220375e-99,3.459559009513984e-101,1.1132852724619341e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.7451431843338043e-110,1.7392823955459152e-60,1.574697864177067e-33,9.354665629788918e-81,2.299840724583623e-50,6.668664490599551e-122,1.558113785305798e-18,7.48093367870285e-99,1.5581137853057924e-18,5.0759124674649604e-67,1.081956968410872e-67,3.0441685419526435e-103,3.5297064799426e-104,9.547697811019417e-50,3.5402541248254716e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897968943e-20,4.776457033239095e-35,1.7686402767058784e-34,1.008619789543797e-20,1.2641348471145116e-30,2.9839247413470032e-37,2.1701662769666083e-41,1.1373295610499224e-69,1.859369269369578e-48,2.1068020753367034e-70,2.8748195153755714e-50,5.361067305613027e-97,4.94644894260261e-99,1.5917661015046478e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.719458344914983e-108,2.8567771596448764e-59,6.433154675679105e-33,6.235524974750849e-79,1.901552785645223e-49,1.7788717880818657e-119,3.16074510733462e-18,5.034325416687343e-97,3.1607451073345965e-18,8.412952665017445e-66,1.7976876793421343e-66,4.059546190877461e-101,4.7070345475327686e-102,7.827779489906821e-49,1.1770422902705622e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572881343174e-20,1.9513385438444493e-34,7.225472623329761e-34,2.046057287100332e-20,5.1644020994841674e-30,2.4464012212341033e-36,1.7794321573081127e-40,3.788198650350622e-68,1.524423285129186e-47,7.016528946796874e-69,2.3569507208637934e-49,7.149242907904296e-95,6.687080272969754e-97,2.151900851519434e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.2417444009123916e-105,4.6309593469991696e-58,2.6003840493626437e-32,4.072924705688361e-77,1.5463111450963022e-48,4.648786978305212e-117,6.366007751392267e-18,3.303205045608307e-95,6.36600775139217e-18,1.3698312499311573e-64,2.9306846116603583e-65,5.304062242563038e-99,6.150048070354122e-100,6.339138742283934e-48,3.849304276446622e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322856020784e-20,7.887622336374258e-34,2.920651559616296e-33,4.120932281422544e-20,2.0875329074863156e-29,1.9811582245291581e-35,1.4413521728155497e-39,1.2368029495062925e-66,1.234517531613717e-46,2.2903108731735172e-67,1.908719790296724e-48,9.340952802589658e-93,8.796334462650408e-95,2.830658348646312e-95
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,3.22362268549557e-103,7.45801757097168e-57,1.0456030473745189e-31,2.6341621766158264e-75,1.2471559574867472e-47,1.2027798075018213e-114,1.2776533039507568e-17,2.1404277108449916e-93,1.2776533039507187e-17,2.2109131601237588e-63,4.7330634159751316e-64,6.861330052589401e-97,7.955696543376641e-98,5.102290291979958e-47,1.2520119659769655e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682283709266e-20,3.17157821019421e-33,1.1743811465478657e-32,8.270682266903535e-20,8.393870023811978e-29,1.5946070283967976e-34,1.1606437747366118e-38,3.998890346948003e-65,9.936471615108769e-46,7.401882275173654e-66,1.5363037235342866e-47,1.2083447977629017e-90,1.1417245667538373e-92,3.6740669473430522e-93
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,8.315712565743128e-101,1.1971769939146642e-55,4.193336342819861e-31,1.6958256497032147e-73,1.001783488301137e-46,3.0974793474016177e-112,2.5597583615738207e-17,1.3783755277715953e-91,2.5597583615736684e-17,3.5528780947253196e-62,7.608261013493891e-63,8.834718857203915e-95,1.0243836360004562e-95,4.09426653133392e-46,4.082950347775656e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182292610336e-19,1.2719446823153716e-32,4.7097936518078645e-32,1.6570182225211777e-19,3.366310900555495e-28,1.279569360176448e-33,9.321751007832013e-38,1.287113209601468e-63,7.973393520031621e-45,2.3803300984252718e-64,1.2327869553122093e-46,1.5558771385346293e-88,1.4725699111426104e-90,4.738726463031319e-91
