Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
1.444788641096116e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409461410813933,0.09689484236106422,0.014684395037501482,0.0,0.0037556404401895096,0.021224242593656635,0.012141094263259532,6.254275077890722e-05,1.626870793458149e-11,0.0023305706671170744,6.729070876587671e-11,0.00044604929446195315,3.0588335181345723e-09,1.9214937332152775e-05,9.84823340951049e-10,6.808232271999904e-11,3.3130833482515444e-05,7.630294612170698e-06,0.006980146347133029,0.00031549226814215736,0.0003536230137822171,2.6490667584500506e-07,8.514105807322626e-09,5.6834226305778315e-08,1.6915432652289022e-07,1.2229756493365338e-09,6.682970169224762e-06,0.00012935026318539747,9.44421519084331e-08,0.00042570258978003186,7.243034720135513e-09,1.2074841720266952e-05,3.772250820876613e-08,9.187929991716928e-06,3.131093948386882e-11,7.080752427365677e-11,8.573025348352885e-07,1.730247724266408e-07,2.1593072999639325e-12,2.1354122686274888e-10,4.908450224560756e-11,3.56403176594605e-11,8.841913821736457e-13,1.5152763746576886e-11,7.57317096347818e-11,6.436421035179916e-07,1.2535646817167578e-10,3.0386882012575373e-09
1.4470524741833478e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409646222168186,0.09687506506857206,0.01467418041830895,0.0,0.003758217322183274,0.02126370606972896,0.012161643220155373,6.252257798620887e-05,1.634955214747807e-11,0.0023301215280741674,6.727710211741792e-11,0.00044616686346557097,3.0585614331935762e-09,1.9196295821694405e-05,9.867507615547505e-10,6.820454909710062e-11,3.304214127250621e-05,7.64619082612012e-06,0.006978753089476473,0.00031290864764899984,0.0003539187579766232,2.629568969725494e-07,8.506543645998528e-09,5.6823433763042544e-08,1.692705539459428e-07,1.2340662965330335e-09,6.739315696486247e-06,0.00013033240428016011,9.459601655572424e-08,0.00042649694241866595,7.241669009038012e-09,1.209999824449165e-05,3.7786511624194645e-08,9.183912401012217e-06,3.138804920843841e-11,7.091369815125428e-11,8.591414734634952e-07,1.729697718433471e-07,2.163814796072218e-12,2.13334948444203e-10,4.994199048933102e-11,3.6243681360647103e-11,8.984125842080552e-13,1.5181551553864573e-11,7.594057907117632e-11,6.463014964730965e-07,1.2587441511520723e-10,3.0512740508687593e-09
1.4493163072705796e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440982832768495,0.0968552933995527,0.014663972768862247,0.0,0.0037607751428506,0.021303178175727633,0.012182178615922272,6.250234061766842e-05,1.643065355167864e-11,0.002329671889649843,6.726336727818933e-11,0.00044628437134061594,3.0582868120888154e-09,1.9177552455477937e-05,9.886778248622867e-10,6.832666969962094e-11,3.2953767275582074e-05,7.662080539363934e-06,0.006977359805763315,0.00031034348371335906,0.0003542142457861502,2.610188536016239e-07,8.498985985036056e-09,5.681267108704698e-08,1.6938591868802475e-07,1.2452635211821049e-09,6.796166200340339e-06,0.00013132275930632462,9.474976764296161e-08,0.00042729145049088575,7.240301293127303e-09,1.2125144481830376e-05,3.785047113013006e-08,9.179894136304847e-06,3.1465185045019914e-11,7.101973155521094e-11,8.609796197794538e-07,1.7291458072392713e-07,2.1683203578495736e-12,2.1312752333418639e-10,5.081500294675207e-11,3.685758629109429e-11,9.128718517511048e-13,1.5210316638268413e-11,7.614964197760432e-11,6.489662168472284e-07,1.2639339963531216e-10,3.063885048745513e-09
1.4515801403578115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410007726536155,0.09683552734398783,0.014653772085757162,0.0,0.003763313997170177,0.021342658820486093,0.012202700399318301,6.248203945124856e-05,1.6512012418606014e-11,0.0023292217604505452,6.724950575429578e-11,0.00044640181787935877,3.0580096911462344e-09,1.9158708328043482e-05,9.906045246897048e-10,6.844868424593834e-11,3.2865712831036085e-05,7.67796376588146e-06,0.006975966495278229,0.0003077967369521828,0.00035450947690617913,2.5909255533358574e-07,8.491432855304757e-09,5.680193874743558e-08,1.6950042495822543e-07,1.2565681377348984e-09,6.853525078780823e-06,0.00013232137551029695,9.490340481505214e-08,0.00042808611201822894,7.238931599252844e-09,1.2150280454403694e-05,3.791438655446926e-08,9.17587520512166e-06,3.154234665762903e-11,7.112562441844949e-11,8.628169744528312e-07,1.7285920123155897e-07,2.1728239883669934e-12,2.1291896371699145e-10,5.170380796654138e-11,3.748220704028881e-11,9.275729429055136e-13,1.5239059045482642e-11,7.63588985529833e-11,6.516362620040022e-07,1.2691342121852422e-10,3.0765211803210308e-09
1.4536175901363202e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410166870719847,0.09681774268520098,0.014644597424371006,0.0,0.003765582828633445,0.021378198625843267,0.012221158323841193,6.246371449268858e-05,1.658545575268015e-11,0.0023288162316195036,6.723692330358215e-11,0.00044650746715084536,3.057758174738222e-09,1.9141663365424314e-05,9.923382386762413e-10,6.855840642740246e-11,3.278673813776771e-05,7.692253135502919e-06,0.006974712492373709,0.0003055203783230657,0.00035477496519647995,2.5736893618090314e-07,8.484638937998853e-09,5.679230596729495e-08,1.696027501011672e-07,1.2668347850976114e-09,6.905585525973395e-06,0.00013322723211688862,9.50415805841e-08,0.00042880143695816423,7.237697205652581e-09,1.2172894072186286e-05,3.7971872605686304e-08,9.17225760343099e-06,3.1611813871699054e-11,7.122080778000726e-11,8.644699174016344e-07,1.7280920040519164e-07,2.176875607248692e-12,2.127303001100212e-10,5.25174600443614e-11,3.805367392984029e-11,9.410138273578218e-13,1.526490786146046e-11,7.654739522438781e-11,6.540438531640404e-07,1.2738232690969417e-10,3.087915176051571e-09
1.455655039914829e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410323821510095,0.09679996255788913,0.014635428400482223,0.0,0.0037678364443554475,0.02141374520670169,0.012239605144581995,6.244533904254179e-05,1.665910804619055e-11,0.002328410318362298,6.722424053249856e-11,0.0004466130664225769,3.057504688757639e-09,1.912453846594154e-05,9.940716488060568e-10,6.866804227159245e-11,3.2708024295098234e-05,7.706537273360276e-06,0.0069734584667198425,0.0003032588751221058,0.00035504024510945963,2.556548433960361e-07,8.47784873777313e-09,5.678269848154789e-08,1.697043863988783e-07,1.277189670921443e-09,6.958062951897938e-06,0.00013413985206067882,9.517966354942598e-08,0.0004295168831421057,7.236461250824154e-09,1.2195499411087731e-05,3.8029322689618014e-08,9.168639473451418e-06,3.1681301451729215e-11,7.131587720700966e-11,8.661222202707771e-07,1.727590502922624e-07,2.1809256668252676e-12,2.1254073625352296e-10,5.3344325657479756e-11,3.8634094489530545e-11,9.546564744180898e-13,1.52907383812022e-11,7.673604907980508e-11,6.564557533648311e-07,1.2785207183646857e-10,3.099329507769534e-09
1.4574887447154869e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410463201588674,0.09678396431167968,0.014627181096991218,0.0,0.0037698517468992736,0.021445742867154623,0.012256197759503361,6.242875842621088e-05,1.672557393183014e-11,0.0023280446728219475,6.721274115393223e-11,0.0004467080628940146,3.0572748888110633e-09,1.9109058366162492e-05,9.956314544619608e-10,6.876664054464464e-11,3.263740563385334e-05,7.719388533439256e-06,0.00697232982377833,0.00030123619845711725,0.0003552788186927521,2.541203092185409e-07,8.471740753718493e-09,5.677407365324212e-08,1.6979527266981264e-07,1.286585000628335e-09,7.005651172095947e-06,0.0001349670203989077,9.530385866800578e-08,0.00043016088717190713,7.235347572501082e-09,1.2215837152159374e-05,3.80809969123136e-08,9.165382709296917e-06,3.174385748772234e-11,7.140134224205589e-11,8.676087460805623e-07,1.7271378882827839e-07,2.1845693893103178e-12,2.123693663714831e-10,5.409997050082358e-11,3.91642375240876e-11,9.671097060380943e-13,1.5313970234717156e-11,7.690597206647205e-11,6.586301462056599e-07,1.2827555951128517e-10,3.109619784893533e-09
1.4593224495161448e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441060080455731,0.09676796972471732,0.0146189383560532,0.0,0.0037718548325838476,0.021477745912539193,0.012272781324731198,6.241213776395278e-05,1.6792209374050785e-11,0.0023276787253171936,6.72011621668834e-11,0.00044680301863653184,3.0570435332693253e-09,1.90935147375606e-05,9.971910071910035e-10,6.886516857143991e-11,3.2566999684778195e-05,7.732235573060192e-06,0.006971201161668911,0.0002992255074040998,0.0003555172231653752,2.5259349894755617e-07,8.465635813948117e-09,5.6765469838639367e-08,1.6988560576148504e-07,1.2960527125858857e-09,7.053580898157571e-06,0.00013579971846840424,9.542797824071193e-08,0.0004308049871741924,7.234232659055887e-09,1.223616821466682e-05,3.8132641814632186e-08,9.162125525628213e-06,3.1806429651039756e-11,7.148671492606555e-11,8.690947543741807e-07,1.7266840881426187e-07,2.1882118526774414e-12,2.1219728087324657e-10,5.486663342509574e-11,3.970183738772119e-11,9.797307486566386e-13,1.5337187322748666e-11,7.707602260521803e-11,6.608080264518742e-07,1.2869972639869856e-10,3.1199265180078705e-09
1.4611561543168027e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441073663028773,0.0967519787916729,0.014610700175858556,0.0,0.003773845752748231,0.02150975429379747,0.012289355814283724,6.239547745571895e-05,1.6859014513751442e-11,0.0023273124802675386,6.718950434633153e-11,0.0004468979335423686,3.056810640783252e-09,1.907790815651875e-05,9.98750303798002e-10,6.896362620429556e-11,3.249680710705315e-05,7.745078400694653e-06,0.006970072480052547,0.0002972267789804269,0.0003557554583767443,2.5107441555701523e-07,8.459533934090614e-09,5.675688728617426e-08,1.6997538795166315e-07,1.305593236209731e-09,7.101853895394479e-06,0.00013663797031287389,9.555202209447524e-08,0.00043144918208763266,7.233116524331172e-09,1.2256492612015547e-05,3.8184257309286165e-08,9.158867926415912e-06,3.1869017768008115e-11,7.157199523090434e-11,8.705802456371062e-07,1.7262291136384397e-07,2.1918530588702066e-12,2.1202448617808338e-10,5.564446632707923e-11,4.0246992446740725e-11,9.925217093558989e-13,1.5360389671683502e-11,7.72462008082139e-11,6.629893927290935e-07,1.2912457223103226e-10,3.1302496994935317e-09
1.4629898591174606e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441087067871045,0.09673599150721637,0.014602466554597534,0.0,0.0037758245588756113,0.021541767961771974,0.01230592120242358,6.237877789908105e-05,1.6925989491230317e-11,0.0023269459420651676,6.717776846275664e-11,0.000446992807504271,3.0565762298878957e-09,1.906223919842348e-05,1.000309341105952e-09,6.906201329594545e-11,3.242682855020342e-05,7.757917024998975e-06,0.006968943778598017,0.00029523998982628613,0.0003559935241784134,2.495630616235332e-07,8.45343512963771e-09,5.6748326243959926e-08,1.7006462152496993e-07,1.3152070000700863e-09,7.1504719207259845e-06,0.00013748179976510276,9.567599005920791e-08,0.00043209347084935786,7.231999182094608e-09,1.2276810357903445e-05,3.8235843309803e-08,9.155609915625317e-06,3.193162166612926e-11,7.165718312988837e-11,8.72065220377921e-07,1.7257729758432358e-07,2.195493009887647e-12,2.1185098869472025e-10,5.6433622742226737e-11,4.079980207309127e-11,1.005484714898782e-12,1.5383577308278688e-11,7.74165067887764e-11,6.651742436678969e-07,1.2955009674157614e-10,3.1405893217546938e-09
1.4646401934380525e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410989802683537,0.09672160606634227,0.014595060191854952,0.0,0.003777595169552962,0.02157058474238491,0.012320822248971417,6.236371506740654e-05,1.6986412297734105e-11,0.002326615810645675,6.716714005684502e-11,0.00044707815897468954,3.056363977068436e-09,1.9048084278500277e-05,1.0017122503717055e-09,6.915050124433499e-11,3.2364031365884e-05,7.769468200328347e-06,0.0069679279300599506,0.00029346206805013544,0.0003562076384337145,2.482094535734301e-07,8.447948847795044e-09,5.6740639902205966e-08,1.7014446456727338e-07,1.3239223615228861e-09,7.19452458760919e-06,0.00013824603464983074,9.578749620427159e-08,0.00043267341009554645,7.230992552977938e-09,1.2295090653759617e-05,3.828224542198382e-08,9.152677357287418e-06,3.198797852588173e-11,7.173377321110869e-11,8.73401256457177e-07,1.7253614663148099e-07,2.1987678943252186e-12,2.1169424536397778e-10,5.715367345591954e-11,4.130395836657467e-11,1.0173002922363957e-12,1.5404433624580334e-11,7.756989151568708e-11,6.671435877706854e-07,1.299336488512834e-10,3.1499090323938197e-09
1.4662905277586445e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411107487063545,0.09670722357261968,0.014587657519062991,0.0,0.0037793560474031008,0.021599405729372398,0.012335715884324807,6.234862105114258e-05,1.7046972887424495e-11,0.002326285448471756,6.715644959572349e-11,0.00044716347711660874,3.0561505226073766e-09,1.9033879716433515e-05,1.003114944757715e-09,6.923893182868518e-11,3.230140851647054e-05,7.781015984690272e-06,0.006966912064960925,0.0002916937802873109,0.00035642161524372093,2.4686210946457275e-07,8.442465080569972e-09,5.673297136513855e-08,1.702238667608278e-07,1.3326977051481435e-09,7.238859411463294e-06,0.0001390148235904448,9.589894062422174e-08,0.00043325342371987557,7.229984966800157e-09,1.2313365583659146e-05,3.8328623512698046e-08,9.149744471661998e-06,3.2044347905297846e-11,7.181028840582976e-11,8.747368749873699e-07,1.7249490314225236e-07,2.202041765269966e-12,2.1153694261399213e-10,5.7883136351310255e-11,4.18144700654007e-11,1.0292585430919295e-12,1.5425278065891156e-11,7.772337991934974e-11,6.691157523529692e-07,1.303177502820438e-10,3.159242048423632e-09
1.4679408620792365e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411223731925525,0.09669284402216138,0.01458025853490194,0.0,0.003781107230243259,0.02162823088670382,0.012350602090253108,6.233349613522293e-05,1.7107671361331073e-11,0.00232595485868899,6.714569763179744e-11,0.00044724876185293233,3.055935879778101e-09,1.9019625929554812e-05,1.0045174219878881e-09,6.9327304942582e-11,3.223896045512798e-05,7.79256038477624e-06,0.00696589618307623,0.00028993510871468695,0.00035663545450496855,2.4552103034317304e-07,8.436983838974245e-09,5.6725320813112966e-08,1.7030282978483265e-07,1.3415333413896622e-09,7.283477654192374e-06,0.00013978818349908768,9.601032320144547e-08,0.0004338335109445997,7.228976433444049e-09,1.233163515819083e-05,3.837497752068025e-08,9.146811261628786e-06,3.210072968090115e-11,7.188672869773783e-11,8.760720763870845e-07,1.7245356791084577e-07,2.205314624293891e-12,2.1137908509420846e-10,5.862212692242409e-11,4.233141173215412e-11,1.0413610590475847e-12,1.5446110652486028e-11,7.787697208472739e-11,6.71090736426947e-07,1.3070240084147105e-10,3.1685883643564297e-09
1.4694261629677693e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441132712160826,0.09667990494002672,0.014573602601845564,0.0,0.003782675036891197,0.02165417706412034,0.012363993308503811,6.231985752595318e-05,1.7162417962035404e-11,0.0023256571358645254,6.713596873358726e-11,0.00044732548949040713,3.055741696087101e-09,1.900675577851983e-05,1.0057794639563202e-09,6.940679152015983e-11,3.218290701301541e-05,7.802947456924432e-06,0.006964981874846922,0.00028836051120669767,0.0003568277921516525,2.4431941634946267e-07,8.432052889981395e-09,5.6718450842403624e-08,1.7037352240765186e-07,1.3495372201822086e-09,7.3238774335862206e-06,0.00014048812944901206,9.611051454985983e-08,0.00043435565173171453,7.22806795171552e-09,1.2348073205333813e-05,3.8416675486963296e-08,9.144171097607534e-06,3.2151483776156535e-11,7.195546090589546e-11,8.77273401358355e-07,1.7241628841615418e-07,2.2082593335514353e-12,2.112365428351099e-10,5.929546095810117e-11,4.2802219017104555e-11,1.052377995921278e-12,1.5464849861590614e-11,7.801529382065057e-11,6.728706319452306e-07,1.3104905569148877e-10,3.1770114155904177e-09
1.4709114638563022e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441142934548759,0.09666696823595264,0.014566949654548857,0.0,0.0037842350489713885,0.021680126563937502,0.012377378481254727,6.230619432308208e-05,1.721727640356564e-11,0.002325359233478798,6.712619086181667e-11,0.0004474021899514951,3.055546570079802e-09,1.8993846396128036e-05,1.0070413265553178e-09,6.948623138362203e-11,3.2126995832188646e-05,7.813331798372009e-06,0.006964067552687538,0.00028679367481914737,0.00035702001822811346,2.4312287801646567e-07,8.4271240035002e-09,5.671159571669283e-08,1.7044386189650808e-07,1.3575904121078115e-09,7.364508709980721e-06,0.00014119180356865014,9.621065562922668e-08,0.0004348778509363904,7.227158717875803e-09,1.2364506931343935e-05,3.8458353853250205e-08,9.141530675240164e-06,3.220224772377238e-11,7.202413241996215e-11,8.784743891315075e-07,1.7237893582357775e-07,2.211203225652364e-12,2.1109355835171145e-10,5.997669264428882e-11,4.327835080591369e-11,1.0635142656349138e-12,1.5483579500111853e-11,7.815369973595321e-11,6.746528097390774e-07,1.3139615504110833e-10,3.1854452313362016e-09
1.472396764744835e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441153040370384,0.09665403390710436,0.01456029969204942,0.0,0.0037857872942274645,0.021706079359772604,0.012390757595586891,6.22925067311578e-05,1.7272246758754416e-11,0.002325061153788363,6.711636441317204e-11,0.00044747886318074727,3.0553505112776113e-09,1.8980898085168405e-05,1.008303008153837e-09,6.956562445608522e-11,3.20712272293972e-05,7.823713414244361e-06,0.006963153216445731,0.00028523458602920676,0.00035721213266223887,2.4193141555081117e-07,8.422197187375972e-09,5.670475556703545e-08,1.705138494839457e-07,1.3656931418925681e-09,7.405372389601549e-06,0.00014189921786200135,9.631074635813546e-08,0.00043540010799001495,7.2262487390301875e-09,1.2380936344331823e-05,3.850001257611492e-08,9.13888999661878e-06,3.225302143524257e-11,7.20927432302171e-11,8.796750400428988e-07,1.723415107036869e-07,2.214146301817412e-12,2.1095013501811405e-10,6.066590851759467e-11,4.375986284519783e-11,1.0747710553383125e-12,1.550229958332845e-11,7.829218989409601e-11,6.764372690954573e-07,1.317436987514586e-10,3.1938898076271962e-09
1.4738820656333679e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441163029642492,0.09664110195064682,0.014553652713384728,0.0,0.003787331800455702,0.021732035425208504,0.012404130638702897,6.227879495373643e-05,1.7327329100176305e-11,0.0023247628990382984,6.710648978245295e-11,0.0004475555091229602,3.0551535291533467e-09,1.8967911147963102e-05,1.0095645071301446e-09,6.964497066089965e-11,3.201560151704055e-05,7.834092309744446e-06,0.006962238865972881,0.00028368323114508285,0.00035740413538300274,2.407450289825417e-07,8.417272449396964e-09,5.669793052433772e-08,1.7058348640503935e-07,1.373845633697026e-09,7.446469374082706e-06,0.00014261038422618181,9.641078665656152e-08,0.00043592242232351475,7.225338022252937e-09,1.239736145253082e-05,3.8541651612536203e-08,9.136249063833189e-06,3.230380482249048e-11,7.216129332764738e-11,8.808753544387068e-07,1.7230401362442263e-07,2.217088563290816e-12,2.108062762034591e-10,6.136319585455379e-11,4.42468113186068e-11,1.086149560622781e-12,1.552101012667558e-11,7.843076435901811e-11,6.782240093036108e-07,1.3209168668411053e-10,3.2023451405078063e-09
1.4753673665219007e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411729023846663,0.09662817236374474,0.014547008717592128,0.0,0.0037888685955037773,0.02175799473379475,0.012417497597928942,6.22650591933861e-05,1.738252350014798e-11,0.0023244644714622404,6.709656736257832e-11,0.00044763212772318,3.0549556331314057e-09,1.8954885886362618e-05,1.0108258218720058e-09,6.972426992165647e-11,3.196011900314258e-05,7.84446849015249e-06,0.006961324501124121,0.00028213959630526026,0.0003575960263204784,2.3956371816327984e-07,8.41234979729459e-09,5.669112071935034e-08,1.706527738973451e-07,1.3820481110997805e-09,7.487800560350875e-06,0.0001433253144493947,9.65107764458876e-08,0.0004364447933673822,7.224426574587425e-09,1.2413782264296603e-05,3.858327091990429e-08,9.133607878970915e-06,3.2354597797920256e-11,7.222978270395808e-11,8.820753326749116e-07,1.722664451511082e-07,2.2200300113402514e-12,2.1066198527187367e-10,6.206864267337768e-11,4.47392528490005e-11,1.0976509855307268e-12,1.553971114574394e-11,7.856942319513143e-11,6.800130296550657e-07,1.3244011870108077e-10,3.2108112260335576e-09
1.4768526674104336e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411826586193065,0.09661524514356246,0.014540367703708834,0.0,0.003790397707269508,0.0217839572590487,0.012430858460716858,6.22512996516908e-05,1.743783003072839e-11,0.0023241658732824173,6.708659754459282e-11,0.0004477087189267057,3.054756832587905e-09,1.89418226017408e-05,1.0120869507768728e-09,6.9803522162195e-11,3.190477999132599e-05,7.854841960825739e-06,0.006960410121758399,0.00028060366747776683,0.0003577878054058473,2.383874827629571e-07,8.407429238743661e-09,5.668432628268222e-08,1.707217132008709e-07,1.3903007970974266e-09,7.529366840518271e-06,0.00014404402020890377,9.661071564894151e-08,0.00043696722055170187,7.2235144030462735e-09,1.2430198788106715e-05,3.8624870456027605e-08,9.130966444117177e-06,3.2405400274547515e-11,7.229821135158295e-11,8.832749751172792e-07,1.7222880584646152e-07,2.2229706472567934e-12,2.1051726558241635e-10,6.278233774822347e-11,4.5237244505508725e-11,1.1092765426202584e-12,1.555840265627947e-11,7.870816646732046e-11,6.818043294436537e-07,1.3278899466483457e-10,3.2192880602712226e-09
1.4783379682989664e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411922983716634,0.09660232028726413,0.014533729670771912,0.0,0.003791919163699584,0.02180992297445663,0.012444213214646173,6.22375165292546e-05,1.749324876371892e-11,0.0023238671067096857,6.707658071767315e-11,0.0004477852826790926,3.05455713685084e-09,1.8928721594989994e-05,1.0133478922520688e-09,6.98827273066103e-11,3.184958478078654e-05,7.865212727198187e-06,0.006959495727738508,0.0002790754304594563,0.00035797947257143437,2.3721632227207138e-07,8.402510781362625e-09,5.6677547344780186e-08,1.707903055579884e-07,1.3986039140456214e-09,7.571169101739418e-06,0.000144766513069057,9.671060418997736e-08,0.00043748970330617865,7.2226015146115275e-09,1.2446611032560152e-05,3.8666450179139694e-08,9.1283247613549e-06,3.245621216583398e-11,7.236657926369431e-11,8.844742821413434e-07,1.7219109627060647e-07,2.2259104723548525e-12,2.103721204890225e-10,6.350437059896642e-11,4.57408437951048e-11,1.121027452856758e-12,1.557708467418296e-11,7.884699424094245e-11,6.835979079655283e-07,1.3313831443828913e-10,3.227775639298948e-09
1.4798232691874992e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412018216698557,0.09658939779201367,0.014527094617818278,0.0,0.003793432992788295,0.02183589185347496,0.01245756184742609,6.22237100257055e-05,1.7548779770663623e-11,0.00232356817394356,6.70665172691341e-11,0.0004478618189261564,3.054356555200241e-09,1.891558316651604e-05,1.0146086447149781e-09,6.996188527926043e-11,3.17945336662672e-05,7.875580794780288e-06,0.0069585813189311395,0.0002775548708753189,0.00035817102775071905,2.3605023600040343e-07,8.39759443271379e-09,5.667078403591481e-08,1.7085855221337554e-07,1.4069576836370808e-09,7.613208226093846e-06,0.00014549280447929904,9.681044199468998e-08,0.0004380122410601648,7.221687916234773e-09,1.2463019006376946e-05,3.870801004790558e-08,9.125682832764695e-06,3.2507033385710836e-11,7.243488643421326e-11,8.856732541323877e-07,1.7215331698108512e-07,2.2288494879721204e-12,2.102265533404481e-10,6.423483148833465e-11,4.625010866290775e-11,1.132904945599058e-12,1.5595757215509084e-11,7.89859065818213e-11,6.853937645191801e-07,1.3348807788481736e-10,3.2362739592063846e-09
1.481308570076032e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412112285449046,0.0965764776549747,0.014520462543884689,0.0,0.0037949392225762398,0.021861863869531335,0.0124709043468975,6.220988033969928e-05,1.7604423122849407e-11,0.0023232690771722462,6.705640758443496e-11,0.00044793832761397663,3.0541550968683147e-09,1.8902407616233365e-05,1.0158692065932276e-09,7.004099600477409e-11,3.173962693803226e-05,7.885946169158694e-06,0.006957666895206918,0.0002760419741778186,0.000358362470878334,2.3488922307249733e-07,8.39268020030352e-09,5.6664036486203266e-08,1.7092645441400057e-07,1.4153623269158753e-09,7.65548509048852e-06,0.00014622290577217932,9.6910228990266e-08,0.00043853483324268706,7.2207736148372615e-09,1.247942271839772e-05,3.874955002142832e-08,9.123040660424872e-06,3.2557863848780375e-11,7.250313285781949e-11,8.868718914854272e-07,1.7211546853286933e-07,2.2317876954695257e-12,2.1008056748021548e-10,6.497381144344871e-11,4.676509750299938e-11,1.1449102587040972e-12,1.5614420296466036e-11,7.912490355624617e-11,6.871918984054539e-07,1.3383828486825025e-10,3.2447830160948136e-09
1.482793870964565e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412205190307563,0.09656355987331072,0.01451383344800773,0.0,0.0037964378811490367,0.02188783899602583,0.012484240701034965,6.219602766892359e-05,1.766017889130633e-11,0.002322969818572674,6.704625204718551e-11,0.0004480148086889001,3.053952771039593e-09,1.888919524356002e-05,1.0171295763248719e-09,7.012005940805818e-11,3.168486488184135e-05,7.896308855995987e-06,0.006956752456440458,0.0002745367256462514,0.00035855380189010695,2.337332824306702e-07,8.38776809158249e-09,5.6657304825587886e-08,1.7099401340902652e-07,1.4238180642111513e-09,7.69800056651132e-06,0.00014695682816142676,9.700996510535654e-08,0.0004390574792824744,7.219858617310092e-09,1.2495822177583215e-05,3.879107005925595e-08,9.120398246411416e-06,3.260870347011292e-11,7.257131852996127e-11,8.880701946051901e-07,1.720775514783721e-07,2.2347250962311625e-12,2.099341662465587e-10,6.57214022433861e-11,4.7285869147994385e-11,1.1570446383944025e-12,1.5633073933415307e-11,7.926398523097332e-11,6.889923089275646e-07,1.3418893525288024e-10,3.2533028060772707e-09
1.4842791718530978e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412296931643114,0.09655064444418494,0.014507207329223814,0.0,0.0037979289966360167,0.021913817206332127,0.012497570897948675,6.218215221010175e-05,1.7716047146807783e-11,0.002322670400310529,6.70360510391523e-11,0.00044809126209754453,3.053749586851091e-09,1.887594634741267e-05,1.0183897523585735e-09,7.019907541430543e-11,3.1630247778923403e-05,7.906668861030362e-06,0.006955838002510396,0.0002730391103861321,0.00035874502072307587,2.3258241283462441e-07,8.38285811394591e-09,5.665058918381161e-08,1.71061230449741e-07,1.4323251151057677e-09,7.740755520310848e-06,0.0001476945827400161,9.710965027008172e-08,0.00043958017860798654,7.218942930514311e-09,1.2512217393013897e-05,3.883257012138758e-08,9.117755592797986e-06,3.265955216522301e-11,7.263944344686515e-11,8.892681639060988e-07,1.7203956636745926e-07,2.2376616916642386e-12,2.0978735297236614e-10,6.647769640828659e-11,4.78124828662505e-11,1.1693093392068608e-12,1.5651718142870524e-11,7.940315167321942e-11,6.907949953911143e-07,1.3454002890346546e-10,3.2618333252786746e-09
