Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H3(46),C2H2(288),C2H2(308),C2H2X(309)
1.7335718230966893e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468614301501218,0.1133419105655197,0.02269956873781576,0.0,3.6438353625119317e-08,1.2748794554276984e-05,1.401858676274556e-06,1.1986323310075617e-08,3.3957792252510967e-19,0.00015283142782426853,2.0774829532979515e-17,0.0001231769300595929,3.98920808698069e-13,9.061304724012028e-11,2.8023603755949822e-14,2.0782443996499213e-16,3.770700642635179e-07,5.03075720316347e-12,0.0051685187364271966,0.00024183654973854597,2.9992500043866875e-05,1.7164445967453537e-08,8.627831887915045e-10,4.204504414947845e-09,2.0733064692818415e-12,2.2725104799236398e-12,2.287466018281581e-08,5.250773086235147e-06,9.486291142378783e-11,2.032369652499786e-07,4.778333687054784e-10,7.90772268604491e-12,4.378294575456904e-12,3.2691167209075893e-07,2.650875993802364e-15,5.360360693386535e-16,7.301408489019484e-14,2.8508226809579518e-11,1.4324990069339776e-18,1.0123701853769159e-15,3.084144070238001e-16,4.1492020229899495e-16,1.2208697243226764e-16,1.2721400711941153e-17,3.119206093490021e-17,2.3905835252313816e-15,4.65438856212071e-19,7.714932757862755e-18
1.7412129080135887e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44684736581267515,0.11332835905564038,0.02269903655684082,0.0,3.710928545658369e-08,1.288546999085467e-05,1.4235600536639132e-06,1.2143450527453729e-08,3.484208419492685e-19,0.00015350261530360028,2.1240016031862815e-17,0.0001236156363775161,4.0433445857128125e-13,9.220858531843672e-11,2.857435967643571e-14,2.119841138774395e-16,3.803699351289017e-07,5.121864526916896e-12,0.005181344240715465,0.00024287245642915463,3.0160121222448687e-05,1.7334713578582157e-08,8.665532603699499e-10,4.221514206902303e-09,2.1097219705192615e-12,2.2863625493826957e-12,2.3145559503208952e-08,5.283277808499747e-06,9.591177392565225e-11,2.055757108288688e-07,4.79917205640466e-10,8.051176920248095e-12,4.44595466947698e-12,3.295141944159556e-07,2.695249857959175e-15,5.467251803447435e-16,7.462997473753987e-14,2.8900580315412427e-11,1.4583958923467314e-18,1.0301679029580319e-15,3.1397910537718244e-16,4.24819711659696e-16,1.2430153006841417e-16,1.294955216860919e-17,3.176282202121576e-17,2.4450906067594607e-15,4.760519057025195e-19,7.902316652902078e-18
1.748853992930488e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468333616230596,0.1133148668086815,0.022698504411439367,0.0,3.7789443549260845e-08,1.3023092926838888e-05,1.4454886586683055e-06,1.2301925729694943e-08,3.574480091274271e-19,0.00015417376831477968,2.171349063265361e-17,0.00012405359627957487,4.0979722898290827e-13,9.382505135013846e-11,2.913308095878345e-14,2.1620722467395518e-16,3.8368406124873246e-07,5.214208596751687e-12,0.005194110295512311,0.00024390803256827106,3.032736513047995e-05,1.750556884165875e-08,8.703229610175106e-10,4.2385229441021725e-09,2.1466059459606464e-12,2.3002749887669393e-12,2.341771896962667e-08,5.315772346580286e-06,9.696653970623178e-11,2.079322655589245e-07,4.820008675646215e-10,8.196581747886924e-12,4.514321237175197e-12,3.321247972182544e-07,2.740086518330773e-15,5.575747166427087e-16,7.627412127081974e-14,2.929647581888501e-11,1.4846434874989094e-18,1.0481985478555522e-15,3.1961423501367984e-16,4.3488299454046523e-16,1.2654068108388853e-16,1.318075546603257e-17,3.234144686474691e-17,2.500592681731226e-15,4.86858702626325e-19,8.093360164468795e-18
1.7564950778473875e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468194173138128,0.11330143355047682,0.02269797230148357,0.0,3.847889994012317e-08,1.3161664930684125e-05,1.4676455613334978e-06,1.2461754327811808e-08,3.6666220971849476e-19,0.00015484488668819857,2.2195363223820493e-17,0.0001244908111600629,4.1530934475546626e-13,9.546262611659597e-11,2.969983710804214e-14,2.2049442135907785e-16,3.8701243617322546e-07,5.307800570014392e-12,0.005206817175161927,0.0002449432773055441,3.0494226781278902e-05,1.7677005642351897e-08,8.74092289803104e-10,4.2555306218759645e-09,2.1839616252289837e-12,2.314247677502959e-12,2.369112389011017e-08,5.348255625637197e-06,9.802719480365282e-11,2.103066804524296e-07,4.840843545156271e-10,8.34395479465742e-12,4.583397582918225e-12,3.3474345678352515e-07,2.7853867973464414e-15,5.685862314057805e-16,7.794688669803377e-14,2.969592834324943e-11,1.5112449457830488e-18,1.0664641257115265e-15,3.253201865777372e-16,4.451111425951734e-16,1.2880443764273896e-16,1.3415037532269512e-17,3.292800837877407e-17,2.557103420324239e-15,4.978619090473559e-19,8.288117376907603e-18
1.764136162764287e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44680553261862016,0.11328805900812805,0.02269744022684626,0.0,3.9177726498006755e-08,1.3301187521241325e-05,1.490031826039875e-06,1.2622941728129916e-08,3.760662523056555e-19,0.0001555159702540478,2.2685744648063966e-17,0.00012492728240432808,4.2087103068195254e-13,9.712149112882615e-11,3.027469770302068e-14,2.2484635581263324e-16,3.903550533076129e-07,5.402651652311331e-12,0.005219465152740895,0.00024597818979528316,3.066070129836194e-05,1.7849017881549314e-08,8.778612457945415e-10,4.272537235551054e-09,2.221792226367586e-12,2.328280485860891e-12,2.3965759487481024e-08,5.380726576575074e-06,9.909372500727955e-11,2.1269900565649432e-07,4.86167666526739e-10,8.493313762614556e-12,4.653186993375836e-12,3.373701494493123e-07,2.831151479394175e-15,5.7976128263458425e-16,7.964863613838433e-14,3.0098952898944645e-11,1.5382034341610241e-18,1.084966650223174e-15,3.3109734527330627e-16,4.555052262188286e-16,1.3109280835054506e-16,1.365242540867226e-17,3.352257981983288e-17,2.6146366188665308e-15,5.090642115970648e-19,8.486642915702023e-18
1.7717772476811863e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467917072723092,0.11327474290999875,0.022696908187400864,0.0,3.988599491747783e-08,1.344166216785385e-05,1.5126485114501028e-06,1.2785493332283895e-08,3.856629683319544e-19,0.00015618701884231582,2.3184746706103663e-17,0.00012536301138889699,4.26482511524742e-13,9.880182862612311e-11,3.085773239181594e-14,2.292636827723857e-16,3.937119059125122e-07,5.498773097455001e-12,0.005232054500064062,0.0002470127691965212,3.082678391514102e-05,1.80215994766007e-08,8.816298280585192e-10,4.289542780453704e-09,2.2601009556254604e-12,2.3423732750495457e-12,2.4241610903304318e-08,5.413184136090618e-06,1.0016611586039681e-10,2.1510929044757474e-07,4.882508036268044e-10,8.644676430087708e-12,4.723692737360919e-12,3.400048516045725e-07,2.8773813109994666e-15,5.911014330871535e-16,8.137973763049926e-14,3.05055644835917e-11,1.5655221331491054e-18,1.10370814312783e-15,3.3694609076078416e-16,4.660662942212222e-16,1.334057982591994e-16,1.3892946249785684e-17,3.4125234787600866e-17,2.6732062004207798e-15,5.204683215882638e-19,8.68899195024422e-18
1.7794183325980857e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44677794101084445,0.11326148498570868,0.022696376183021436,0.0,4.0603776712828556e-08,1.3583090290468351e-05,1.5354966704575652e-06,1.2949414537213458e-08,3.9545521203393397e-19,0.00015685803228278686,2.3692482160458972e-17,0.00012579799948159954,4.321440120144859e-13,1.0050382157467625e-10,3.144901088734464e-14,2.3374705981655275e-16,3.970829871043296e-07,5.596176207410539e-12,0.005244585487690373,0.0002480470146730755,3.099246997459111e-05,1.819474436253754e-08,8.85398035660608e-10,4.3065472519091326e-09,2.298891007249355e-12,2.356525897314615e-12,2.4518663201830893e-08,5.445627246719831e-06,1.012443526629058e-10,2.1753758322631463e-07,4.90333765840277e-10,8.79806065159622e-12,4.794918065671908e-12,3.4264753968941794e-07,2.9240770010142524e-15,6.026082502087177e-16,8.314056214060879e-14,3.091577808198911e-11,1.593204236803041e-18,1.122690634187756e-15,3.42866797053993e-16,4.767953735109038e-16,1.3574340887285105e-16,1.4136627323245527e-17,3.473604722478229e-17,2.7328262153682006e-15,5.320769751288442e-19,8.89522019660385e-18
1.787059417514985e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44676423357132117,0.11324828496612785,0.022695844213582658,0.0,4.13311432122036e-08,1.3725473259760121e-05,1.5585773501356064e-06,1.3114710735159362e-08,4.0544586037336833e-19,0.00015752901040503968,2.4209064739222906e-17,0.00012623224804169276,4.3785575684901345e-13,1.0222765366617683e-10,3.204860296287932e-14,2.3829714734618506e-16,4.004682898556981e-07,5.6948723322422895e-12,0.005257058384928692,0.00024908092539360934,3.115775492888839e-05,1.8368446493269904e-08,8.891658676652486e-10,4.323550645241529e-09,2.3381655632827796e-12,2.370738196039829e-12,2.4796901373917366e-08,5.478054856884435e-06,1.0232842047403254e-10,2.1998393151270836e-07,4.924165531872324e-10,8.953484357765136e-12,4.866866210937668e-12,3.4529819019486004e-07,2.9712392208155357e-15,6.142833060612826e-16,8.493148357067768e-14,3.1329608666107955e-11,1.6212529527031648e-18,1.1419161611748195e-15,3.4885983242017644e-16,4.876934687899775e-16,1.3810563815502605e-16,1.4383496009676133e-17,3.5355091416991074e-17,2.793510841992134e-15,5.438929332354397e-19,9.105383920295926e-18
1.7947005024318845e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467505846919604,0.11323514258337082,0.022695312278959802,0.0,4.206816555185809e-08,1.386881239727285e-05,1.5818915916875558e-06,1.3281387313659448e-08,4.1563781296714847e-19,0.00015819995303844613,2.4734609139829307e-17,0.00012666575841998367,4.436179706922358e-13,1.0397350931641246e-10,3.2656578447589284e-14,2.4291460856741415e-16,4.0386780699595146e-07,5.7948728700604905e-12,0.005269473459843591,0.0002501145005316911,3.132263433901956e-05,1.854269984275971e-08,8.929333231357421e-10,4.340552955774106e-09,2.377927793371879e-12,2.385010005850985e-12,2.5076310340922154e-08,5.510465920937541e-06,1.0341830411504805e-10,2.2244838194158296e-07,4.944991656833856e-10,9.110965555241111e-12,4.939540387464849e-12,3.4795677966255866e-07,3.018868604513591e-15,6.261281772530102e-16,8.675287876649231e-14,3.1747071195087e-11,1.6496715019395505e-18,1.1613867698550448e-15,3.5492555928161814e-16,4.98761562259716e-16,1.404924805369004e-16,1.463357980258771e-17,3.5982441992631634e-17,2.855274387061354e-15,5.559189819470312e-19,9.319539939047691e-18
1.802341587348784e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44673699411210327,0.1132220575707909,0.022694780379028775,0.0,4.2814914670548176e-08,1.4013108975572353e-05,1.605440430397548e-06,1.344944965554458e-08,4.2603399201536682e-19,0.00015887086001216985,2.5269231032813332e-17,0.00012709853195895206,4.4943087817305305e-13,1.0574157366385023e-10,3.327300722208709e-14,2.476001094735698e-16,4.072815312116293e-07,5.896189266968057e-12,0.00528183097926111,0.0002511477392658527,3.1487103874363015e-05,1.871749840617057e-08,8.967004011342441e-10,4.357554178829144e-09,2.418180854578133e-12,2.399341152722728e-12,2.5356874958576502e-08,5.542859399208531e-06,1.0451398817199975e-10,2.249309802583986e-07,4.965816033401061e-10,9.27052232660848e-12,5.012943791087676e-12,3.506232846845738e-07,3.0669657491694563e-15,6.381444448674033e-16,8.860512752570322e-14,3.216818061522752e-11,1.6784631190971925e-18,1.1811045139730378e-15,3.610643341193345e-16,5.100006133370547e-16,1.4290392692671094e-16,1.488690630827324e-17,3.6618173922777714e-17,2.918131286413061e-15,5.681579324384933e-19,9.537745625564475e-18
1.8099826722656834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672346157220555,0.11320902966297439,0.022694248513666082,0.0,4.357146130405455e-08,1.4158364218414116e-05,1.6292248955821376e-06,1.3618903138934663e-08,4.366373422276569e-19,0.00015954173115516495,2.5813047065565092e-17,0.00012753056999287223,4.552947038842636e-13,1.075320325682083e-10,3.389795921398103e-14,2.523543188271699e-16,4.1070945504701767e-07,5.9988330170074985e-12,0.005294131208774488,0.0002521806407796482,3.165115931224223e-05,1.8892836200993993e-08,9.004671007217574e-10,4.374554309728014e-09,2.4589278911978967e-12,2.413731454087988e-12,2.5638580020828772e-08,5.575234258047193e-06,1.0561545699845445e-10,2.2743177131536536e-07,4.986638661644346e-10,9.432172830305578e-12,5.0870795990201896e-12,3.532976819031199e-07,3.1155312150215408e-15,6.5033369439231065e-16,9.048861260582326e-14,3.259295185998818e-11,1.70763105224123e-18,1.201071455236283e-15,3.6727650737890266e-16,5.214115583821191e-16,1.4533996472029232e-16,1.5143503245704916e-17,3.726236252104906e-17,2.9820961055355928e-15,5.806126211340848e-19,9.760058910294535e-18
1.8176237571825828e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670998681383267,0.11319605859573498,0.02269371668274884,0.0,4.433787597984007e-08,1.4304579300924341e-05,1.65324601054271e-06,1.3789753137234584e-08,4.474508307478389e-19,0.00016021256629617487,2.6366174866076572e-17,0.00012796187384793388,4.612096723814767e-13,1.0934507260901657e-10,3.453150439343444e-14,2.5717790814178445e-16,4.141515709047196e-07,6.102815662107986e-12,0.0053063744127498725,0.00025321320426170967,3.181479653745218e-05,1.90687072681516e-08,9.042334209581274e-10,4.3915533437912365e-09,2.5001720345887514e-12,2.42818071894997e-12,2.592141026366095e-08,5.6075894698670925e-06,1.0672269471825199e-10,2.2995079906787434e-07,5.007459541591e-10,9.595935300541222e-12,5.1619509697109845e-12,3.5597994801032444e-07,3.164565525721066e-15,6.626975156487623e-16,9.240371973218137e-14,3.3021399849979693e-11,1.7371785629022186e-18,1.2212896632993254e-15,3.735624233784047e-16,5.329953104367337e-16,1.4780057781271543e-16,1.5403398446430207e-17,3.79150834434865e-17,3.047183540150821e-15,5.932859098208778e-19,9.986538284192814e-18
1.8252648420994822e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669656957965387,0.11318314410610794,0.022693184886154766,0.0,4.511422901184165e-08,1.4451755349794214e-05,1.6775047925186904e-06,1.3962005019130177e-08,4.584774470769222e-19,0.00016088336526373127,2.6928733046681634e-17,0.0001283924448423626,4.671760081820274e-13,1.1118088108416604e-10,3.5173712768732176e-14,2.6207155166377673e-16,4.1760787104625795e-07,6.208148792032531e-12,0.005318560854332001,0.00025424542890580383,3.1978011541758995e-05,1.9245105673073485e-08,9.079993609020336e-10,4.408551276338509e-09,2.541916403002637e-12,2.4426887479965993e-12,2.620535036887577e-08,5.639924013188151e-06,1.0783568522826867e-10,2.324881065712421e-07,5.028278673225358e-10,9.761828047211475e-12,5.237561042700391e-12,3.5867005974798877e-07,3.2140691685760823e-15,6.752375027196414e-16,9.435083760583246e-14,3.345353949295935e-11,1.7671089260614315e-18,1.241761215747823e-15,3.7992242021859605e-16,5.447527589741306e-16,1.5028574661102187e-16,1.5666619854467476e-17,3.8576412688425105e-17,3.1134084167962593e-15,6.06180685762131e-19,1.0217242801483687e-17
1.8329059270163816e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466832096134376,0.11317028593234457,0.022692653123762178,0.0,4.59005904953973e-08,1.4599893443487166e-05,1.7020022526415477e-06,1.4135664148584186e-08,4.697202029945167e-19,0.000161554127886153,2.7500841207789205e-17,0.00012882228428653985,4.731939357638938e-13,1.1303964600844777e-10,3.5824654381855127e-14,2.670359263539222e-16,4.210783475927103e-07,6.3148440443253505e-12,0.005330690795449854,0.0002552773139108859,3.2140800423373964e-05,1.9422025506752454e-08,9.117649196109869e-10,4.425548102688759e-09,2.5841641014257533e-12,2.457255333717312e-12,2.6490384967853744e-08,5.672236872678505e-06,1.089544122011912e-10,2.350437359777648e-07,5.049096056488963e-10,9.929869455816607e-12,5.31391293848012e-12,3.613679939073526e-07,3.2640425948039223e-15,6.879552538782058e-16,9.63303579114231e-14,3.388938568382547e-11,1.7974254301362284e-18,1.2624881980824882e-15,3.863568296953133e-16,5.566847696597289e-16,1.5279544804802593e-16,1.5933195526201238e-17,3.9246426596365354e-17,3.1807856934068597e-15,6.192998618106021e-19,1.0452232082422588e-17
1.840547011933281e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44666990666004586,0.11315748381390647,0.02269212139544999,0.0,4.6697030302308316e-08,1.4748994612458783e-05,1.726739395889599e-06,1.431073588483219e-08,4.811821324787045e-19,0.0001622248539915451,2.8082619941609534e-17,0.00012925139348312115,4.792636795646183e-13,1.1492155611208119e-10,3.648439930406306e-14,2.7207171186891013e-16,4.245629925253713e-07,6.422913104259366e-12,0.005342764496822288,0.0002563088584811548,3.230315938640181e-05,1.9599460886774082e-08,9.155300961413235e-10,4.442543818160175e-09,2.626918221425178e-12,2.4718802605220903e-12,2.677649864527806e-08,5.7045270391955635e-06,1.1007885908829993e-10,2.3761772853408127e-07,5.069911691280744e-10,1.0100077987378347e-11,5.3910097583554006e-12,3.6407372732886136e-07,3.31448621979175e-15,7.0085237151646805e-16,9.834267532501407e-14,3.4328953304611745e-11,1.8281313769654506e-18,1.2834727037029127e-15,3.9286597721419466e-16,5.687921841232118e-16,1.5532965559717733e-16,1.6203153630276977e-17,3.9925201849842687e-17,3.2493304598965103e-15,6.326463765218015e-19,1.0691566316056572e-17
1.8481880968501804e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466566604654293,0.1131447374914601,0.02269158970109773,0.0,4.750361807603735e-08,1.4899059839389143e-05,1.7517172210436152e-06,1.4487225582378552e-08,4.928662916244225e-19,0.00016289554340779796,2.867419083587349e-17,0.00012967977372715456,4.85385463980231e-13,1.1682680083923192e-10,3.71530176314867e-14,2.7717959054272735e-16,4.2806179768644777e-07,6.532367704783897e-12,0.0053547822179636235,0.0002573400618261051,3.246508474026444e-05,1.9777405958322527e-08,9.192948895482004e-10,4.4595384180702535e-09,2.67018184100218e-12,2.4865633048626274e-12,2.7063675942827042e-08,5.736793509826313e-06,1.1120900912226082e-10,2.4021012457884175e-07,5.090725577457187e-10,1.0272472178357405e-11,5.46885458430957e-12,3.6678723690193714e-07,3.3654004233650248e-15,7.139304620734436e-16,1.0038818752185899e-13,3.477225722448145e-11,1.8592300817948896e-18,1.3047168338912773e-15,3.9945018170772483e-16,5.810758197417042e-16,1.578883392884533e-16,1.647652244749563e-17,4.061281547329515e-17,3.3190579387392286e-15,6.462231942671882e-19,1.0935306262983755e-17
1.8558291817670798e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44664347077662214,0.11313204670687102,0.02269105804058549,0.0,4.832042322704226e-08,1.505009005942723e-05,1.776936720643226e-06,1.4665138590992334e-08,5.047757585604105e-19,0.00016356619596258627,2.927567647754499e-17,0.00013010742630619823,4.915595133641756e-13,1.187555703465197e-10,3.7830579480729284e-14,2.823602473679284e-16,4.315747547797794e-07,6.64321962647251e-12,0.0053667442171892385,0.0002583709231605792,3.262657289910043e-05,1.9955854895161922e-08,9.230592988855899e-10,4.476531897735835e-09,2.7139580244521964e-12,2.501304235355564e-12,2.7351901362832436e-08,5.769035287926863e-06,1.1234484531992606e-10,2.4282096354068e-07,5.111537714832498e-10,1.0447070640571248e-11,5.547450478871166e-12,3.695084995647519e-07,3.416785550063576e-15,7.271911359632781e-16,1.0246729518413984e-13,3.5219312299721475e-11,1.8907248732627918e-18,1.3262226977959508e-15,4.0610975555470737e-16,5.935364694343864e-16,1.6047146572528254e-16,1.6753330370707663e-17,4.1309344832929584e-17,3.389983485550048e-15,6.600333053473048e-19,1.1183513258111659e-17
1.8634702666839792e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44663033734173696,0.11311941120319847,0.02269052641379397,0.0,4.914751492824618e-08,1.5202086160447215e-05,1.8023988809441244e-06,1.4844480255703227e-08,5.169136333647696e-19,0.00016423681148336857,2.988720045652625e-17,0.00013053435250043622,4.977860520262382e-13,1.207080555015165e-10,3.8517154984478465e-14,2.8761436997679315e-16,4.351018553715901e-07,6.7554806974710575e-12,0.005378650751621106,0.00025940144170481853,3.27876203811408e-05,2.0134801900593495e-08,9.268233232062781e-10,4.493524252473151e-09,2.7582498222314004e-12,2.5161028129076124e-12,2.764115937190273e-08,5.801251383161235e-06,1.1348635048514347e-10,2.4545028393648596e-07,5.132348103178782e-10,1.06238920611122e-11,5.6268004849834654e-12,3.7223749230400453e-07,3.46864190942521e-15,7.406360075032619e-16,1.0458040200865967e-13,3.567013337373643e-11,1.9226190933854287e-18,1.347992412414985e-15,4.128450045021314e-16,6.061749014681604e-16,1.6307899810245484e-16,1.7033605904706772e-17,4.20148676365859e-17,3.462122589665595e-15,6.740797261048517e-19,1.143624921341439e-17
1.8711113516008786e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466172599099601,0.11310683072468977,0.02268999482060446,0.0,4.998496211064353e-08,1.5355048983316235e-05,1.8281046818760763e-06,1.5025255916797445e-08,5.292830379791888e-19,0.00016490738979738623,3.0508887369356245e-17,0.00013096055358279447,5.040653042314803e-13,1.2268444788123446e-10,3.921281428712893e-14,2.9294264862237507e-16,4.386430908912649e-07,6.8691627934459235e-12,0.005390502077193324,0.0002604316166845133,3.2948223808062e-05,2.0314241208388164e-08,9.305869615618598e-10,4.510515477597861e-09,2.8030602708298587e-12,2.5309587908425517e-12,2.7931434404510308e-08,5.833440811539363e-06,1.1463350721157308e-10,2.480981233699764e-07,5.153156742226213e-10,1.0802955202265833e-11,5.706907625876525e-12,3.7497419215470066e-07,3.520969776276357e-15,7.542666948417424e-16,1.0672791471449201e-13,3.612473527704239e-11,1.9549160975427193e-18,1.370028102579497e-15,4.196562275895118e-16,6.189918592747746e-16,1.657108962250258e-16,1.731737766612326e-17,4.272946193359977e-17,3.5354908747243657e-15,6.883654990377044e-19,1.169357662068872e-17
1.878752436517778e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466042382315464,0.11309430501677492,0.022689463260898834,0.0,5.083283345904238e-08,1.5508979322173443e-05,1.8540550970017282e-06,1.520747090981366e-08,5.418871161218845e-19,0.0001655779307316631,3.1140862822901844e-17,0.00013138603081905571,5.103974941991723e-13,1.2468493977060491e-10,3.991762754041645e-14,2.983457761594416e-16,4.421984526321546e-07,6.984277837532449e-12,0.005402298448657607,0.00026146144733085194,3.3108379904316375e-05,2.0494167083694738e-08,9.343502130027356e-10,4.5275055684250946e-09,2.8483923926511896e-12,2.545871915029936e-12,2.8222710866541526e-08,5.8656025954543624e-06,1.1578629788551132e-10,2.507645185305605e-07,5.173963631663221e-10,1.0984278901429677e-11,5.787774904941704e-12,3.77718576199935e-07,3.573769391029756e-15,7.6808481988594715e-16,1.0891024305058814e-13,3.658313282726068e-11,1.9876192544639165e-18,1.392331900936951e-15,4.2654371707578497e-16,6.319880612790861e-16,1.6836711652817571e-16,1.7604674383316996e-17,4.345320611466394e-17,3.61010409924669e-15,7.02893692911869e-19,1.1955558554308957e-17
1.8863935214346775e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44659127205781457,0.11308183382606099,0.022688931734559537,0.0,5.169119740794267e-08,1.566387792472e-05,1.8802510934762207e-06,1.539113056553885e-08,5.54729033199306e-19,0.00016624843411300457,3.1783253438042115e-17,0.00013181078546797297,5.167828461017329e-13,1.267097241609478e-10,4.063166489906374e-14,3.038244480253092e-16,4.457679317524057e-07,7.100837800283568e-12,0.005414040119588765,0.0002624909328805687,3.3268085496440894e-05,2.067457382392364e-08,9.381130765781092e-10,4.544494520269497e-09,2.894249195898697e-12,2.5608419240154302e-12,2.8514973138808688e-08,5.8977357637190206e-06,1.1694470468872243e-10,2.53449505192497e-07,5.19476877113665e-10,1.1167882071032265e-11,5.869405305608642e-12,3.8047062157067764e-07,3.627040959988811e-15,7.820920082297191e-16,1.1112779980334167e-13,3.704534082911159e-11,2.0207319462133516e-18,1.4149059479343398e-15,4.3350775836866176e-16,6.451642007386376e-16,1.7104761209801569e-16,1.7895524896270125e-17,4.4186178911687656e-17,3.685978157214383e-15,7.176674028743767e-19,1.2222258673980707e-17
1.894034606351577e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465783611411422,0.11306941690032682,0.022688400241469616,0.0,5.256012213755027e-08,1.581974549251973e-05,1.9066936320076024e-06,1.5576240210004224e-08,5.678119762166568e-19,0.00016691889976799742,3.243618685334523e-17,0.00013223481878138276,5.232215840636683e-13,1.287589947484321e-10,4.135499651643892e-14,3.093793622205754e-16,4.493515192758166e-07,7.218854699618658e-12,0.005425727342390151,0.00026352007257599117,3.3427337512344716e-05,2.0855455759606137e-08,9.418755513359853e-10,4.5614823284452715e-09,2.9406336744679075e-12,2.5758685491526795e-12,2.8808205580523e-08,5.929839351601522e-06,1.1810870960127574e-10,2.5615311821434095e-07,5.215572160251957e-10,1.1353783698452492e-11,5.9518017912247494e-12,3.832303054455626e-07,3.6807846556584115e-15,7.962898890811839e-16,1.1338100080411103e-13,3.7511374074407856e-11,2.0542575681762397e-18,1.4377523918012632e-15,4.4054862995662905e-16,6.585209455944379e-16,1.7375233269331558e-16,1.8189958156479313e-17,4.4928459397654844e-17,3.763129078650102e-15,7.326897505661199e-19,1.2493741227493384e-17
1.9016756912684763e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465655052349611,0.1130570539885175,0.022687868781512677,0.0,5.343967556992685e-08,1.5976582681310138e-05,1.933383666818047e-06,1.5762805164481097e-08,5.811391536872782e-19,0.00016758932752300912,3.309979172873848e-17,0.0001326581320043172,5.297139321605173e-13,1.3083294593252743e-10,4.208769254022684e-14,3.150112192897502e-16,4.529492060927171e-07,7.338340600772623e-12,0.005437360368299076,0.0002645488656650866,3.358613298057623e-05,2.1036807255229225e-08,9.456376363231672e-10,4.578468988266208e-09,2.987548807845466e-12,2.5909515147366e-12,2.9102392532727602e-08,5.9619124008604336e-06,1.1927829440439023e-10,2.588753915386742e-07,5.236373798573373e-10,1.1542002845939366e-11,6.034967304937149e-12,3.8599760505067923e-07,3.735000617061924e-15,8.106800951903514e-16,1.1567026493669978e-13,3.7981247342048066e-11,2.088199529044555e-18,1.4608733885329147e-15,4.476666033435225e-16,6.72058938332953e-16,1.764812247681371e-16,1.848800322684779e-17,4.568012698648064e-17,3.841573030196372e-15,7.479638842346287e-19,1.2770071053471622e-17
1.9093167761853757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465527040937525,0.11304474484073894,0.02268733735457292,0.0,5.432992536527473e-08,1.613439010132346e-05,1.960322145605873e-06,1.5950830745476748e-08,5.947137955409493e-19,0.00016825971720418754,3.3774197749170974e-17,0.00013308072637511508,5.362601144177963e-13,1.3293177281444722e-10,4.282982310811409e-14,3.2072072230178887e-16,4.565609829608727e-07,7.459307616245165e-12,0.005448939447392211,0.0002655773114015066,3.374446902957015e-05,2.121862271004599e-08,9.493993305852555e-10,4.595454495045736e-09,3.0349975610143288e-12,2.6060905381379903e-12,2.9397518321689913e-08,5.993953959778912e-06,1.2045344068328363e-10,2.616163581921193e-07,5.25717368562409e-10,1.1732558650532061e-11,6.1189047695771275e-12,3.8877249765936714e-07,3.789688950064337e-15,8.252642627766642e-16,1.1799601414479566e-13,3.8454975398010046e-11,2.1225612508029678e-18,1.4842711018729672e-15,4.548619429857102e-16,6.857787958592481e-16,1.7923423149534891e-16,1.878968928157697e-17,4.64412614328666e-17,3.921326315694321e-15,7.634929788467821e-19,1.3051313584125395e-17
