Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),HOCO(73),CHO2(74),S(216),CHO2X(213)
5.060167288495245e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520596834630069,0.11842527205473603,0.022817958866770974,4.020557529488406e-18,3.511640107768689e-13,9.490590047228061e-09,5.1610500828252766e-12,3.091402017589784e-13,1.7187216245601223e-28,4.466097183826236e-06,2.0517086443815254e-25,4.433702089569487e-06,4.930206238698498e-18,7.030086149417518e-17,8.23717973956331e-22,2.3466104179772134e-23,3.428812663232716e-10,1.8109082762379994e-18,0.0002401939472516105,7.216907481825831e-06,1.4856440667802692e-07,7.468727346310651e-13,2.5053569029169845e-11,2.466390851050178e-11,1.130130843413638e-14,9.538182627568017e-13,3.3856732193124244e-08,3.5737538739378512e-12,2.2879422103543054e-17,1.7145334019299253e-11,2.2415779132280615e-18,1.4025569678225592e-11,9.33065035274993e-19,1.5760932582265152e-17,3.422634605730821e-10,2.6856473072495176e-20,5.730329085518655e-23,6.035934058678716e-22,1.0465606268894615e-16,5.212324230570538e-25,1.3497753999268114e-27,7.580126016982636e-29,2.1868587515088754e-45,1.5917577634896837e-26
5.37768840375559e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452044389469262,0.11841016187953363,0.02281773254332037,5.300566348398365e-18,4.2136355122299917e-13,1.07130365975912e-08,6.399029383787483e-12,3.7103337008008735e-13,2.5077523605318137e-28,4.746348946844104e-06,2.8785628461725463e-25,4.7097778027935716e-06,6.106535706657383e-18,8.965502121461868e-17,1.1306345220462038e-21,3.0995005598673195e-23,3.8714605664758735e-10,2.3738041305884025e-18,0.00025502140930973343,7.669460815357626e-06,1.6008089895434614e-07,8.421149367001884e-13,2.664421398083333e-11,2.5061275847819717e-11,1.1483386805821075e-14,9.747255874446093e-13,3.631327240770475e-08,4.157753169981255e-12,2.6965580136182693e-17,2.0482242587009845e-11,2.9795677641128513e-18,1.491166632576756e-11,1.1545901118289328e-18,1.958297799352223e-17,3.863976038280181e-10,3.3669828756511786e-20,7.553724838646931e-23,8.557857791839884e-22,1.3266151279664278e-16,6.8326176898493265e-25,1.891072775702408e-27,1.0616469496646767e-28,3.832270250139183e-45,2.0881304154034272e-26
5.695209519015935e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520291237551458,0.1183950802052968,0.022817506234739816,6.873880921793742e-18,5.003292981670438e-13,1.2008850034481805e-08,7.832108629543627e-12,4.4067710120244327e-13,3.57907564045751e-28,5.02660153634803e-06,3.957245697014855e-25,4.985603662897193e-06,7.464053071637097e-18,1.1275138103751344e-16,1.5231062057454534e-21,4.0264720656193633e-23,4.3408282986503117e-10,3.061887164772157e-18,0.000269820330353582,8.121978819364539e-06,1.7185469291567273e-07,9.442141815860371e-13,2.8234832095920523e-11,2.5458642429322664e-11,1.1665464836078957e-14,9.962111753374626e-13,3.880877223802716e-08,4.793238285173917e-12,3.1516696236624526e-17,2.42140256302244e-11,3.891522670111957e-18,1.579770658055131e-11,1.4106591649614781e-18,2.4013556811319143e-17,4.3318703582817313e-10,4.167388975771819e-20,9.794779243309843e-23,1.1877878970313676e-21,1.6583281957952615e-16,8.813253185169162e-25,2.5969696652423363e-27,1.4574951667133796e-28,6.490856162243671e-45,2.699280512747611e-26
6.01273063427628e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520138862658996,0.11838002697709325,0.02281727994100253,8.784771268551218e-18,5.885733582904017e-13,1.3377924515821884e-08,9.476884815195998e-12,5.1852774812354e-13,5.0084918087600455e-28,5.306854931676376e-06,5.342518441670024e-25,5.26118005080993e-06,9.01675725969169e-18,1.400428829330072e-16,2.01786029446411e-21,5.154012092431896e-23,4.836891881726463e-10,3.8931186793001e-18,0.0002845907653377455,8.574461534664954e-06,1.838855515786005e-07,1.0533607824848176e-12,2.982542327514986e-11,2.585600823503391e-11,1.1847542516953822e-14,1.0183010293377666e-12,4.134321128281235e-08,5.481415395584723e-12,3.655806665028254e-17,2.8360112945234792e-11,5.00395016617802e-18,1.668369054134555e-11,1.7042103084560818e-18,2.9104906523708694e-17,4.826283884927969e-10,5.099681923351353e-20,1.2516463411982646e-22,1.617708400494956e-21,2.0473853063346159e-16,1.1205918972934508e-24,3.503553469002308e-27,1.9657474007104204e-28,1.0666544801985188e-44,3.4438054727147843e-26
6.330251749536625e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45199867694687274,0.11836500214009703,0.022817053662081775,1.108116701807534e-17,6.866072597474022e-13,1.4820155352216926e-08,1.1350327612595545e-11,6.050415271570902e-13,6.886130743655967e-28,5.587109112219258e-06,7.096774008650954e-25,5.536507346833892e-06,1.0778704270130067e-17,1.7200814642320363e-16,2.6336432692709783e-21,6.510784085266533e-23,5.35962737505126e-10,4.8867464630282094e-18,0.00029933276911050106,9.026909001595913e-06,1.9617323711693698e-07,1.1697448075945804e-12,3.141598740154422e-11,2.6253373245000175e-11,1.2029619840561476e-14,1.0410216021557727e-12,4.391656878229561e-08,6.223481131236496e-12,4.2114962137830916e-17,3.2939551339963933e-11,6.345385178959293e-18,1.756961830679174e-11,2.038258553936521e-18,3.491043811587844e-17,5.347182989816292e-10,6.17736875002128e-20,1.5786922723316458e-22,2.1663106525263906e-21,2.4997066734716084e-16,1.406600189204939e-24,4.652136451653617e-27,2.6095129028013014e-28,1.7061757593718128e-44,4.342231231267452e-26
6.64777286479697e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519834957435229,0.1183500056395881,0.022816827397950906,1.3814751874301246e-17,7.949419557961834e-13,1.6335439010735446e-08,1.3469776530969293e-11,7.006745186212683e-13,9.31813664480064e-28,5.867364057418326e-06,9.29055689233683e-25,5.811585930644557e-06,1.2763997117948713e-17,2.0915143646708465e-16,3.3913263032152036e-21,8.127674605773626e-23,5.909010875292985e-10,6.063308838262803e-18,0.0003140463964140225,9.47932126001365e-06,2.0871751083867104e-07,1.2935560788862267e-12,3.3006524354066965e-11,2.6650737439291463e-11,1.221169679909222e-14,1.0643997949559218e-12,4.6528823618505284e-08,7.020625122129703e-12,4.8212628329625194e-17,3.7971011815058986e-11,7.946397937792916e-18,1.8455489975100074e-11,2.415895733283516e-18,4.1484726488374276e-17,5.89453409685025e-10,7.414662191650467e-20,1.9679603769109996e-22,2.8572067697158617e-21,3.0214393504263177e-16,1.7452598430629346e-24,6.089673449361125e-27,3.415053090635187e-28,2.663751024721305e-44,5.41712254550389e-26
6.965293980057315e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45196834260141594,0.1183350374209524,0.022816601148583294,1.7041058203828142e-17,9.140878284707995e-13,1.792367311877335e-08,1.5852938767611306e-11,8.058826675009811e-13,1.2428441672939655e-27,6.147619746766546e-06,1.2003083471584934e-24,6.086416181291623e-06,1.4986777907448854e-17,2.520026314012201e-16,4.3140093168716565e-21,1.0037839805534934e-22,6.485018516386086e-10,7.444638003236292e-18,0.00032873170188458606,9.931698349294166e-06,2.2151813316303356e-07,1.4249841708402982e-12,3.459703402236082e-11,2.7048100798000868e-11,1.2393773384813336e-14,1.0884629559859104e-12,4.9179954315560265e-08,7.87403183557799e-12,5.48762860810021e-17,4.3472796618942415e-11,9.839600453898465e-18,1.934130564423648e-11,2.8402907309179282e-18,4.888350318213594e-17,6.468303682141012e-10,8.826495988891828e-20,2.427337993244459e-22,3.717052068407844e-21,3.618949593396157e-16,2.1428523768351376e-24,7.869190396423478e-27,4.412020620087732e-28,4.0686863794773635e-44,6.693196105915565e-26
7.28281509531766e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45195321746622535,0.11832009742968139,0.022816374913952376,2.0819561818356416e-17,1.0445546922939451e-12,1.958475646799953e-08,1.8517887467067742e-11,9.211217840853783e-13,1.6360626728731942e-27,6.427876159808025e-06,1.5322762582805374e-24,6.360998477199829e-06,1.7461221454457512e-17,3.0111719093547284e-16,5.427123700683338e-21,1.227675165650121e-22,7.087626469476026e-10,9.053862863692421e-18,0.00034338874005277847,1.0384040308333786e-05,2.34574863597653e-07,1.5642184091497572e-12,3.618751629624361e-11,2.7445463301244394e-11,1.2575849590071663e-14,1.1132388791884116e-12,5.18699390399807e-08,8.784881991795593e-12,6.213113182842367e-17,4.946284618056354e-11,1.2059651958634967e-17,2.0227065411994978e-11,3.3146896268476444e-18,5.716365046999383e-17,7.068458273909013e-10,1.0428539552860007e-19,2.9652677705525388e-22,4.775739765966281e-21,4.298815475317228e-16,2.6060319348257734e-24,1.0050223936604471e-26,5.6337046592373835e-28,6.092373600504137e-44,8.197435694674712e-26
7.600336210578005e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193812028373204,0.11830518561137204,0.022816148694031656,2.5213776876563126e-17,1.1868517980301277e-12,2.1318589018380283e-08,2.148306033821082e-11,1.0468475445814043e-12,2.1279868802651204e-27,6.70813327613781e-06,1.9347716313660936e-24,6.635333196169775e-06,2.020153019509212e-17,3.570761242036473e-16,6.758533775418337e-21,1.4882243958277583e-22,7.716810942864111e-10,1.0915411439801619e-17,0.00035801756534370194,1.0836347175549757e-05,2.4788746071580417e-07,1.71144786938893e-12,3.777797106038554e-11,2.7842824929160834e-11,1.2757925407296214e-14,1.1387558027953453e-12,5.4598755601011086e-08,9.754353609298952e-12,7.000233794645285e-17,5.595874592193032e-11,1.4643263476586884e-17,2.111276937588845e-11,3.842415669678104e-18,6.638319664437561e-17,7.694964452385804e-10,1.223721251843213e-19,3.590760311820872e-22,6.0665958644214995e-21,5.067819741820094e-16,3.141825922648585e-24,1.2699271923007859e-26,7.117282201787527e-28,8.958925855753855e-44,9.959209787414868e-26
7.91785732583835e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192305099982477,0.11829030191172646,0.022815922488794674,3.029135081616519e-17,1.3414878364792898e-12,2.31250719022807e-08,2.4767258599142284e-11,1.183515491704002e-12,2.7374974887884055e-27,6.988391075401692e-06,2.4186301025093037e-24,6.9094207153787255e-06,2.3221930205791397e-17,4.204859578693687e-16,8.338637046321667e-21,1.7894558133247108e-22,8.372548181952327e-10,1.305501290604703e-17,0.0003726182320771815,1.1288618988880844e-05,2.614556821337536e-07,1.8668613756487604e-12,3.936839820104049e-11,2.8240185661911617e-11,1.2940000829000825e-14,1.1650424079046177e-12,5.73663814509551e-08,1.0783622710726262e-11,7.851505310555552e-17,6.297773295178494e-11,1.7629201651011612e-17,2.1998417633154277e-11,4.4268693374576165e-18,7.660131240163953e-17,8.347788849716097e-10,1.4269699435475899e-19,4.313406770618728e-22,7.626574166553959e-21,5.932942903259537e-16,3.757635536605726e-24,1.5890254640091313e-26,8.904075375511905e-28,1.2957805059853973e-43,1.2010391891328408e-25
8.235378441098695e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190800956049915,0.11827544627655186,0.022815696298215043,3.612415933847215e-17,1.5089709423107616e-12,2.500410742864065e-08,2.838964614819837e-11,1.331581035243697e-12,3.486050212969221e-27,7.268649537296003e-06,2.9957628561832712e-24,7.183261411381414e-06,2.6536668103822312e-17,4.919787042872561e-16,1.020046330106368e-20,2.135638884947726e-22,9.05481446918815e-10,1.5499699339998973e-17,0.0003871907944679693,1.1740855785787905e-05,2.7527928448820037e-07,2.0306474991385582e-12,4.095879760730302e-11,2.8637545479680598e-11,1.3122075847786812e-14,1.1921278170392278e-12,6.017279368552038e-08,1.187386379271766e-11,8.769440263071705e-17,7.05367026422761e-11,2.1058291976439507e-17,2.2884010280802512e-11,5.071528444819e-18,8.787830798406768e-17,9.02689814986001e-10,1.6543964532737514e-19,5.143391427157658e-22,9.496451359843611e-21,6.901356555634781e-16,4.461236209376103e-24,1.9704986996172675e-26,1.1039814872953297e-27,1.845869707039798e-43,1.4385483573680854e-25
8.55289955635904e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.451892995911858,0.1182606186517602,0.02281547012226641,4.278840148286282e-17,1.6898086979372607e-12,2.6955599087222924e-08,3.2369748853608746e-11,1.4914994526123856e-12,4.397896355883647e-27,7.548908641567426e-06,3.67920875979587e-24,7.456855660110815e-06,3.016000859264626e-17,5.722118297191918e-16,1.2379772605341844e-20,2.5312929514004813e-22,9.763586124009384e-10,1.827780725749417e-17,0.00040173530662595083,1.2193057603254557e-05,2.893580234138136e-07,2.202994556754421e-12,4.2549169167287213e-11,2.903490436267394e-11,1.3304150456345718e-14,1.220041592688684e-12,6.301796904417102e-08,1.3026250169346155e-11,9.756548886085547e-17,7.86522150910014e-11,2.4973421596458806e-17,2.3769547415597427e-11,5.779948179964904e-18,1.002756307199832e-16,9.73225908849548e-10,1.9078766318202686e-19,6.09150426633062e-22,1.1721022103380134e-20,7.980416922151962e-16,5.260777994387589e-24,2.4233661600248946e-26,1.3574909427312211e-27,2.5928909818302167e-43,1.712173989615185e-25
9.187941786879732e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518630517715746,0.1182310472174966,0.02281501781415706,5.893817020814246e-17,2.0935757505693422e-12,3.1075570690368e-08,4.148300943600339e-11,1.8487153596668474e-12,6.823857033785881e-27,8.109428696478959e-06,5.423146863214166e-24,8.00330631637752e-06,3.8389636172706093e-17,7.616561620346199e-16,1.7848110188321262e-20,3.490367991713847e-22,1.1260550998779727e-09,2.4954163575773225e-17,0.00043074039615992636,1.3097356445418397e-05,3.1827992837322883e-07,2.5741234615630365e-12,4.5729828300442207e-11,2.9829619245268967e-11,1.3668298414016262e-14,1.278474684446907e-12,6.882451431254906e-08,1.552214750297134e-11,1.1948316802793453e-16,9.661746998087969e-11,3.4443669411262294e-17,2.55404555323995e-11,7.402677001171222e-18,1.2868271979431658e-16,1.122160308195843e-09,2.5009071360510265e-19,8.38837845819872e-22,1.7434682766346928e-20,1.0500789093219022e-15,7.182160113657103e-24,3.5838470915825776e-26,2.006984742776399e-27,4.925906924562996e-43,2.3841302871617216e-25
9.822984017400422e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45183321814993055,0.11820158717831997,0.02281456556425697,7.944033023872745e-17,2.5568387583134123e-12,3.5484238412081904e-08,5.227046405531738e-11,2.2588028040068573e-12,1.0274229939420338e-26,8.669951079109471e-06,7.77929106518777e-24,8.54877567923678e-06,4.8025226894827603e-17,9.945865588112123e-16,2.5087994557952137e-20,4.708005303419465e-22,1.286325409947465e-09,3.3336911824321386e-17,0.0004596339314686145,1.4001515801719452e-05,3.482194212014758e-07,2.9817494824976414e-12,4.8910374705522066e-11,3.062433015178618e-11,1.4032444645455375e-14,1.3405869258768984e-12,7.47858240607734e-08,1.8280685825669094e-11,1.444684633058437e-16,1.1699951131487017e-10,4.6424362694188023e-17,2.7311142752627174e-11,9.325044543133369e-18,1.6233682116191147e-16,1.2815555746189627e-09,3.2227114620413754e-19,1.1302940933403782e-21,2.5213682588738062e-20,1.3556369735384297e-15,9.594486688899511e-24,5.16128052964962e-26,2.889633553687432e-27,8.948848059184867e-43,3.2527108722538383e-25
9.999999999999999e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45182492176279615,0.11819339508208532,0.022814439511395473,8.603395997677052e-17,2.697122681908106e-12,3.67644935766982e-08,5.55985752787493e-11,2.3830287799006092e-12,1.1460180780302171e-26,8.82619528654008e-06,8.564956630360157e-24,8.700649027626955e-06,5.0977203500425323e-17,1.0680911622727343e-15,2.7473912771513406e-20,5.09956734591504e-22,1.3328821975015927e-09,3.601424557259861e-17,0.0004676680882304579,1.4253522497272344e-05,3.5674604713689246e-07,3.102081352555799e-12,4.9796921592124774e-11,3.084585253514601e-11,1.4133948923041727e-14,1.3585901948718945e-12,7.64750758603791e-08,1.9097695902081896e-11,1.520068418149907e-16,1.2312817216370165e-10,5.026707729964019e-17,2.780467686424621e-11,9.918498011919581e-18,1.7272455527390707e-16,1.3278472838938913e-09,3.449267081586265e-19,1.224000058713332e-21,2.781895798745998e-20,1.4512213480168704e-15,1.0364922167047936e-23,5.6894128926234e-26,3.185110319871011e-27,1.0494021058838441e-42,3.535290333384361e-25
1.0458026247921112e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45180349461958247,0.11817223810527869,0.022814113372357326,1.0506981521547256e-16,3.083638903485227e-12,4.018087312883642e-08,6.490129292394631e-11,2.7253992902984777e-12,1.5068113523726697e-26,9.230475629225419e-06,1.089786986043425e-23,9.093266733846986e-06,5.918139296465652e-17,1.277175861481818e-15,3.4493562267706894e-20,6.229816600409903e-22,1.4571507307617236e-09,4.3699829278241224e-17,0.0004884163416767074,1.4905535950908677e-05,3.791745086341727e-07,3.427369845807418e-12,5.209080749888512e-11,3.1419036924661895e-11,1.439658909573048e-14,1.4066305027885582e-12,8.09016994173196e-08,2.1311227749287566e-11,1.7272140274207266e-16,1.3991938374077786e-10,6.133303984379654e-17,2.908160984139624e-11,1.1578277356466859e-17,2.0177024750649723e-16,1.451385281854578e-09,4.0913024049408436e-19,1.49445978086832e-21,3.558091037637077e-20,1.7212043781947948e-15,1.2576474763161062e-23,7.263154568680307e-26,4.0654917045522764e-27,1.563697125966738e-42,4.358967960887249e-25
1.1093068478441802e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45177388075488123,0.11814299957107849,0.022813661238250196,1.3667986089174815e-16,3.678008917708236e-12,4.516476504053861e-08,7.955041872192146e-11,3.252140250747727e-12,2.1593407123732533e-26,9.791002187380446e-06,1.4952164625744328e-23,9.636782455490256e-06,7.197292369972351e-17,1.616001141535771e-15,4.651170932128828e-20,8.105844690074256e-22,1.6385123091274383e-09,5.633767049474079e-17,0.0005170880542505754,1.5809417164161566e-05,4.111431792517493e-07,3.912477560013155e-12,5.527112579875405e-11,3.221373940667452e-11,1.4760731711627484e-14,1.4768644942703875e-12,8.717193584688898e-08,2.462312853480064e-11,2.0444168136659714e-16,1.6549335052423732e-10,7.962041065668504e-17,3.0851857559864274e-11,1.419483832058264e-17,2.475333333246946e-16,1.6316230854566519e-09,5.12610060052214e-19,1.9433650303516753e-21,4.9142244971046725e-20,2.1535099127532916e-15,1.6212860454627335e-23,1.0015366540428005e-25,5.6048902210114665e-27,2.6406394239397934e-42,5.749647027436045e-25
1.1728110708962492e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4517443761318665,0.11811387115007618,0.022813209161728486,1.7520504485101728e-16,4.343973215354549e-12,5.043522382150694e-08,9.639849296276936e-11,3.842659057998174e-12,3.031590771869109e-26,1.0351530594909307e-05,2.0140181635036322e-23,1.0179325809595015e-05,8.651477196319603e-17,2.0180426966898768e-15,6.164500585779556e-20,1.039070664889143e-21,1.8303914503287606e-09,7.156619468336907e-17,0.0005456494950047328,1.6713159705099132e-05,4.4412340278470264e-07,4.438561362258211e-12,5.845132872546646e-11,3.300843744093973e-11,1.5124872441747115e-14,1.5515548216837388e-12,9.359632316321186e-08,2.8225736475678728e-11,2.398286728713181e-16,1.9383307463497625e-10,1.0177040167295575e-16,3.262188666523386e-11,1.720842669407037e-17,3.001943870734724e-16,1.8222427224897175e-09,6.347980218732041e-19,2.490169346840818e-21,6.659277361778909e-20,2.659506632328454e-15,2.0594405048761902e-23,1.3564023724867863e-25,7.589441276598742e-27,4.3266150351120006e-42,7.477647791179992e-25
1.2363152939483182e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4517149803282603,0.11808485241827309,0.022812757142585946,2.2166432340097059e-16,5.085548029352747e-12,5.59915787746126e-08,1.1563188216171751e-10,4.50058703704724e-12,4.17889241400143e-26,1.0912060693921843e-05,2.668632521985032e-23,1.0720899751757927e-05,1.0292204408198791e-16,2.4906830504413345e-15,8.045456462832769e-20,1.3143736466830724e-21,2.0327695179502466e-09,8.972219182306097e-17,0.0005741010881082792,1.7616763829809185e-05,4.781131294252429e-07,5.0071056626851455e-12,6.1631415405725e-11,3.380313087090566e-11,1.5489011236603452e-14,1.6309741964890247e-12,1.0017464554219241e-07,3.212839314097905e-11,2.790814413278981e-16,2.2504579381383024e-10,1.283001990151727e-16,3.439169791077719e-11,2.0653976050519315e-17,3.6033964278195266e-16,2.023218011222269e-09,7.779313138311783e-19,3.1492014642144877e-21,8.872300042818205e-20,3.246356827040753e-15,2.58179007501373e-23,1.8077311382227706e-25,1.0113080125674906e-26,6.900861060285973e-42,9.602498578055733e-25
1.2998195170003872e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45168569292346145,0.11805594295330869,0.02281230518061718,2.771640652063039e-16,5.9067415493412694e-12,6.183317898835181e-08,1.3744265398423165e-10,5.229553476237913e-12,5.66634094355246e-26,1.1472592327297001e-05,3.4843072029519434e-23,1.126150722776522e-05,1.2130999286492988e-16,3.0417059550019633e-15,1.0356286563985731e-19,1.6429127146888766e-21,2.2456279336996434e-09,1.1116350764851576e-16,0.0006024432560913165,1.8520229786867945e-05,5.131102891454354e-07,5.619590486759609e-12,6.481138497082485e-11,3.4597819540348197e-11,1.585314804872481e-14,1.7154020668820407e-12,1.0690668153539695e-07,3.6340433296864755e-11,3.223987529418055e-16,2.592344898006272e-10,1.5976028897242488e-16,3.6161292045845345e-11,2.4567653290849416e-17,4.285732117318533e-16,2.2345228508212484e-09,9.444013701673761e-19,3.935999008934602e-21,1.164250448199586e-19,3.92141793480949e-15,3.19861761232325e-23,2.3747426735110294e-25,1.3283143783949728e-26,1.0744492644063866e-41,1.2190847482287994e-24
1.3633237400524562e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4516565134985392,0.11802714233445435,0.022811853275617636,3.4290108115412304e-16,6.811554062209784e-12,6.795939349672495e-08,1.6202856345595885e-10,6.033185637347288e-12,7.569862676739592e-26,1.2033125338676871e-05,4.489264647613248e-23,1.1801151173613344e-05,1.4179401367658187e-16,3.679295397702545e-15,1.3165653761498847e-19,2.031607223622638e-21,2.4689481772304872e-09,1.3626906751443153e-16,0.0006306764198513387,1.9423557817361943e-05,5.491127910221013e-07,6.277491415640715e-12,6.799123655544746e-11,3.53925032933664e-11,1.621728283275673e-14,1.8051245632426651e-12,1.1379220408389741e-07,4.087118441500321e-11,3.6997908784368147e-16,2.9649805172064864e-10,1.9673449634965238e-16,3.7930669815875984e-11,2.898685684522323e-17,5.055170344735708e-16,2.456131221047657e-09,1.1367582489675457e-18,4.867348083128319e-21,1.5069882961932198e-19,4.692229376833977e-15,3.920810122895153e-23,3.07925789718393e-25,1.7221486554144142e-26,1.636927801238418e-41,1.5316967522324448e-24
1.4268279631045252e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4516274416362279,0.11799845014260665,0.022811401427383592,4.201656499412467e-16,7.8039780950262e-12,7.436961144170828e-08,1.895930389702837e-10,6.915108764818978e-12,9.977335446865213e-26,1.259365957246082e-05,5.714869742579184e-23,1.2339834515529002e-05,1.6448964228819684e-16,4.412034610896198e-15,1.6548909820671442e-19,2.4878906787578324e-21,2.7027117859645162e-09,1.6543889955364663e-16,0.0006588009986595986,2.0326748154910292e-05,5.861185225686499e-07,6.982279524593278e-12,7.117096929877823e-11,3.6187181974377837e-11,1.658141554556712e-14,1.900434442384165e-12,1.2083098053246747e-07,4.572996603373381e-11,4.2202065191707413e-16,3.3693143376063816e-10,2.3984002143255017e-16,3.9699831962407455e-11,3.395021488674273e-17,5.918108322989636e-16,2.6880171819532806e-09,1.3577150058385496e-18,5.961322702212498e-21,1.9265825835922023e-19,5.5665002691839194e-15,4.7598592574298285e-23,3.945905440044328e-25,2.2065631813584628e-26,2.4452448304397914e-41,1.9063277310918367e-24
1.4903321861565942e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4515984769209208,0.1179698659602814,0.02281094963571216,5.103445392800284e-16,8.887998560293369e-12,8.106324223801337e-08,2.2034516786003258e-10,7.878946094211791e-12,1.298976253895623e-25,1.3154194873799577e-05,7.195797610194896e-23,1.2877560169988519e-05,1.8951255312525096e-16,5.24890508531642e-15,2.058836560326592e-19,3.0197247759301673e-21,2.9469003549138478e-09,1.9909415758084729e-16,0.0006868174101674457,2.122980102568718e-05,6.241253490738771e-07,7.735421319466533e-12,7.435058234451373e-11,3.698185542811398e-11,1.6945546146353435e-14,2.001631030596641e-12,1.2802277264412202e-07,5.092608921441291e-11,4.787213886586983e-16,3.8062580741178883e-10,2.8972747649006145e-16,4.1468779223090423e-11,3.9497583663591743e-17,6.88112057391768e-16,2.930154873578493e-09,1.6101520289694479e-18,7.237324099455547e-21,2.4353738151128425e-19,6.552097938112044e-15,5.727861800602327e-23,5.002334627955495e-25,2.796995988977005e-26,3.5878419620246595e-41,2.35208764251467e-24
1.5538364092086632e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4515696189386639,0.11794138937160717,0.022810497900401294,6.149240224439221e-16,1.0067592903478479e-11,8.803971573984385e-08,2.544996815613976e-10,8.928318859930503e-12,1.6722499596416077e-25,1.371473108858943e-05,8.970201517939263e-23,1.3414331043736627e-05,2.1697855755012007e-16,6.199285586844478e-15,2.5373557709964557e-19,3.635613385239519e-21,3.2014955365029175e-09,2.3767714385855897e-16,0.0007147260704126434,2.21327166484448e-05,6.63131112947775e-07,8.538378671272864e-12,7.753007484033092e-11,3.777652349961581e-11,1.730967459675186e-14,2.1090201654790093e-12,1.3536733661499671e-07,5.64688560689978e-11,5.402789910677801e-16,4.2766870854317113e-10,3.4708092205344487e-16,4.323751233169864e-11,4.567004539273432e-17,7.950958417456866e-16,3.182518515651126e-09,1.897121322209446e-18,8.71611990847988e-21,3.0469655167430883e-19,7.657037173264295e-15,6.837520158192491e-23,6.27943488768245e-25,3.5106931720591695e-26,5.178838292502157e-41,2.8790095088411282e-24
1.6173406322607322e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45154086727715087,0.11791301996231889,0.022810046221249755,7.354928895816821e-16,1.1346731252784443e-11,9.529848240941758e-08,2.922769404936062e-10,1.0066846302284724e-11,2.1306534680135804e-25,1.4275268063466449e-05,1.1079880909829673e-22,1.3950150033804606e-05,2.470036024750532e-16,7.272951176677497e-15,3.10015117103266e-19,4.344616477369956e-21,3.4664790403901704e-09,2.816513316255439e-16,0.0007425273938256574,2.3035495234536436e-05,7.03133633074453e-07,9.392608748890317e-12,8.070944593802963e-11,3.857118603422929e-11,1.7673800860948475e-14,2.222914136553321e-12,1.428644230895678e-07,6.236755923399964e-11,6.0689091356193e-16,4.781441794804253e-10,4.126179027695712e-16,4.5006032018140897e-11,5.250990601220979e-17,9.134549452628386e-16,3.445082407286372e-09,2.221850750235801e-18,1.0419883207380626e-20,3.7762856780589534e-19,8.889470172926211e-15,8.10214283906966e-23,7.811561499579922e-25,4.366834788892137e-26,7.36387986440632e-41,3.4981058258845275e-24
