Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52)
2.0207846060895725e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33281653384097171,0.11430250053953425,0.022629785195005771,0.0,6.1024890849577295e-11,4.2697148072267673e-10,0.0,1.2527130686114034e-13,0.0,3.8369063801428246e-07,3.7365338707642759e-28,1.7997904670744351e-09,1.8951381696466399e-21,5.4619399333663196e-14,0.0,0.0,2.6684988353248268e-11,6.3183447198223787e-22,0.004367079150579125,0.00038356408831504086,2.5828148909450561e-09,6.8782056046723372e-10,3.8284948781668715e-07,1.0347617946317125e-14,6.6093273857404445e-11,2.746284477179047e-16
2.043626974141887e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33278997247616976,0.11428020764035514,0.022627650928228344,0.0,6.4197617246504317e-11,4.4613485042108026e-10,0.0,1.309217164444948e-13,0.0,3.9062787191133975e-07,4.0443012941323092e-28,1.8181048004683983e-09,1.9958201105709503e-21,5.7229982360538429e-14,0.0,0.0,2.7722321140355397e-11,6.7164366395954827e-22,0.0043893650888563538,0.00038783259551147586,2.6052681492547494e-09,7.0756432654634252e-10,3.8972661866843367e-07,1.0743511263186379e-14,6.7294059943182087e-11,2.8748428050679527e-16
2.0664693421942013e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33276376513278028,0.114258267681196,0.022625517201070078,0.0,6.7506475901181633e-11,4.6596992154070925e-10,0.0,1.3677179739249375e-13,0.0,3.9762213729086355e-07,4.3741704744893729e-28,1.8363904243598795e-09,2.1008445514250027e-21,5.9938393313094552e-14,0.0,0.0,2.8788896976369474e-11,7.1355762118373628e-22,0.0044112980300618117,0.0003921000229216619,2.62773143340209e-09,7.276709734044955e-10,3.9665882210580566e-07,1.1152236530510961e-14,6.85046304109982e-11,3.0081198907930297e-16
2.0893117102465157e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273790622521299,0.11423667508570294,0.022623384008886509,0.0,7.0956120838100045e-11,4.864937569194657e-10,0.0,1.4282670187953398e-13,0.0,4.0467341778675664e-07,4.7275007674989803e-28,1.8546478026422601e-09,2.2103563703816987e-21,6.2747323039115289e-14,0.0,0.0,2.9885236407185307e-11,7.5766669461432575e-22,0.0044328835505656585,0.00039636637982634176,2.6502048738738802e-09,7.4814352224651773e-10,4.0364603445772782e-07,1.1574156088359161e-14,6.9724979560051543e-11,3.146242264458112e-16
2.11215407829883e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33271239025618771,0.11421542436568365,0.022621251347106998,0.0,7.45513254768834e-11,5.0772368873694791e-10,0.0,1.4909166761734816e-13,0.0,4.1178169740154991e-07,5.105721480179478e-28,1.8728773960819617e-09,2.3245039189304055e-21,6.5659510526419347e-14,0.0,0.0,3.1011863903544932e-11,8.0406423576284159e-22,0.0044541271385760287,0.00040063167535847567,2.6726885975772262e-09,7.6898498766563672e-10,4.1068819164673616e-07,1.2009640923355021e-14,7.0955101757877381e-11,3.2893386390029452e-16
2.1349964463511445e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33268721181533595,0.11419451011971146,0.022619119211233555,0.0,7.8296984663165477e-11,5.2967732006158021e-10,0.0,1.5557201853056398e-13,0.0,4.1894696049627916e-07,5.51033478989736e-28,1.8910796623480396e-09,2.4434390753792843e-21,6.8677743315150525e-14,0.0,0.0,3.2169307845329741e-11,8.5284666832493105e-22,0.0044750341955350804,0.00040489591850562746,2.695182727919722e-09,7.9019837758640375e-10,4.1778522917182105e-07,1.2459070812579406e-14,7.219499143849222e-11,3.4375399281183641e-16
2.157838814403459e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33266236557782508,0.11417392703175153,0.022616987596839645,0.0,8.2198116714879299e-11,5.5237252638178206e-10,0.0,1.6227316543222136e-13,0.0,4.2616919178059363e-07,5.9429187580121146e-28,1.9092550560412108e-09,2.567317298843713e-21,7.1804857909489423e-14,0.0,0.0,3.3358100505780797e-11,9.0411356091245913e-22,0.0044956100374928514,0.00040915911811231125,2.7176873848879263e-09,8.1178669320295747e-10,4.2493708209150676e-07,1.2922834468684777e-14,7.3444643100581368e-11,3.5909792641598081e-16
2.1806811824557733e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3326378463030038,0.11415366986980871,0.022614856499569052,0.0,8.6259865483808933e-11,5.7582745712095737e-10,0.0,1.692006066992477e-13,0.0,4.3344837630308744e-07,6.4051304404248272e-28,1.9274040287223213e-09,2.696297683725719e-21,7.5043740188745886e-14,0.0,0.0,3.4578778035644567e-11,9.5796770089557882e-22,0.0045158598964593188,0.00041342128288229872,2.7402026851241424e-09,8.3375292891395266e-10,4.3214368500715889e-07,1.340132968549048e-14,7.4704051305727858e-11,3.7497920160590715e-16
2.2035235505080877e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261364883306871,0.114133733484597,0.022612725915134722,0.0,9.0487502432313005e-11,6.0006053713607523e-10,0.0,1.7635992894788797e-13,0.0,4.4078449944185338e-07,6.8987090973187534e-28,1.9455270289402652e-09,2.83054301468937e-21,7.8397325817822533e-14,0.0,0.0,3.5831880447241836e-11,1.0145151693648567e-21,0.0045357889217349677,0.00041768242138088906,2.7627287420015511e-09,8.5610007226112196e-10,4.3940497204651149e-07,1.3894963484535224e-14,7.5973210676681888e-11,3.9141158072342435e-16
2.226365918560402e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33258976809175395,0.11411411280823015,0.022610595839317692,0.0,9.4886428725111205e-11,6.2509046819961481e-10,0.0,1.8375680770908982e-13,0.0,4.4817754689525091e-07,7.4254795044179989e-28,1.9636245022593645e-09,2.9702198221371457e-21,8.1868600657031881e-14,0.0,0.0,3.7117951598457454e-11,1.0738654172236453e-21,0.0045554021812202299,0.00042194254203714186,2.7852656656977255e-09,8.7883110386320715e-10,4.4672087684741466e-07,1.4404152262976218e-14,7.7252115895670551e-11,4.0840905334977545e-16
2.2492082866127164e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256619908303897,0.114094802852933,0.022608466267965907,0.0,9.9462177335954347e-11,6.5093623046465122e-10,0.0,1.9139700810384035e-13,0.0,4.5562750467288526e-07,7.9873553681290639e-28,1.9816968912862178e-09,3.1154984381923688e-21,8.5460601171214707e-14,0.0,0.0,3.8437539176648504e-11,1.1361313424210064e-21,0.0045747046627041543,0.00042620165314607262,2.8078135632665856e-09,9.0194899734473748e-10,4.5409133254180227e-07,1.4929321941638245e-14,7.8540761702746011e-11,4.2598583809624583e-16
2.272050654665031e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33254293688987946,0.11407579870977325,0.022606337196993214,0.0,1.0422041516908362e-10,6.7761708391284337e-10,0.0,1.9928638551845364e-13,0.0,4.6313435908679269e-07,8.5863428469686911e-28,1.9997446356960332e-09,3.2665530531928307e-21,8.9176414838151983e-14,0.0,0.0,3.9791194682468754e-11,1.2014293683356079e-21,0.0045937012751325924,0.0004304597628708127,2.830372538708794e-09,9.2545671927038482e-10,4.6151627173986384e-07,1.5470908114058227e-14,7.983914289417202e-11,4.4415638439456332e-16
2.2948930227173452e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33251997667295585,0.1140570955474135,0.022604208622378288,0.0,1.0916694519538237e-10,7.051525697850942e-10,0.0,2.0743088627980597e-13,0.0,4.7069809674282802e-07,9.2245441817199531e-28,2.0177681722584434e-09,3.4235617727008029e-21,9.3019180556262604e-14,0.0,0.0,4.1179473413606934e-11,1.2698795233211061e-21,0.0046123968498562673,0.00043471687924473391,2.8529426930406374e-09,9.4935722907527575e-10,4.6899562651442624e-07,1.602935619718657e-14,8.1147254320847543e-11,4.6293537428708572e-16
2.3177353907696596e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33249731366944418,0.11403868861088287,0.022602080540163539,0.0,1.143077086030039e-10,7.3356251199465528e-10,0.0,2.1583654833051705e-13,0.0,4.7831870453224884e-07,9.9041614367975535e-28,2.0357679348628232e-09,3.5867066750346685e-21,9.6992089051520034e-14,0.0,0.0,4.2602934448436912e-11,1.3416055214236379e-21,0.0046307961418590223,0.00043897301017353752,2.8755241243614365e-09,9.7365347898739758e-10,4.7652932838554689e-07,1.6605121581697738e-14,8.2465090886767095e-11,4.8233772421676336e-16
2.340577758821974e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33247494319180443,0.11402057322036838,0.02259995294645414,0.0,1.1964878696236786e-10,7.6286701852242747e-10,0.0,2.2450950190407494e-13,0.0,4.8599616962349297e-07,1.0627500355343085e-27,2.0537443545431101e-09,3.7561738693274779e-21,1.010983832835782e-13,0.0,0.0,4.4062140629577189e-11,1.4167348442821499e-21,0.0046489038309665814,0.00044322816343731017,2.8981169279195131e-09,9.98348413957726e-10,4.8411730830529709e-07,1.71986697832907e-14,8.3792647547516119e-11,5.023785868168681e-16
2.3634201268742884e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33245286062658996,0.11400274477002527,0.022597825837416975,0.0,1.251964044054604e-10,7.9308648279423083e-10,0.0,2.3345597019990039e-13,0.0,4.9373047945414535e-07,1.1396974330611123e-27,2.0716978595021483e-09,3.9321535541177661e-21,1.0534135885111813e-13,0.0,0.0,4.5557658547358098e-11,1.4953988242223997e-21,0.0046667245230361193,0.00044748234669254514,2.9207211961767317e-09,1.0234449715878536e-09,4.9175949664274472e-07,1.7810476596291595e-14,8.5129919308801922e-11,5.2307335270047916e-16
2.3862624949266028e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33243106143327339,0.11398519872680646,0.022595699209279677,0.0,1.3095692981917142e-10,8.2424158503979821e-10,0.0,2.4268227005835076e-13,0.0,5.0152162172308943e-07,1.2215108496248043e-27,2.089628875135541e-09,4.1148400764780512e-21,1.0972436439632797e-13,0.0,0.0,4.7090058523194177e-11,1.5777327285555811e-21,0.0046842627511269642,0.00045173556747413087,2.9433370188716573e-09,1.0489460820457735e-09,4.9945582316913987e-07,1.8441028246032968e-14,8.6476901225018352e-11,5.4443765224971392e-16
2.4091048629789172e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3324095411430939,0.11396793062931031,0.022593573058329618,0.0,1.3693687905253963e-10,8.5635329363325727e-10,0.0,2.5219481263565723e-13,0.0,5.0936958438283871e-07,1.3084543938106456e-27,2.1075378240550509e-09,4.3044319916864428e-21,1.142508020085008e-13,0.0,0.0,4.8659914592859731e-11,1.6638758450926362e-21,0.004701522976652708,0.00045598783319730698,2.9659644830813612e-09,1.0748546679914841e-09,5.0720621704328221e-07,1.9090821542037506e-14,8.7833588397843798e-11,5.6648735740469608e-16
2.4319472310312316e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33238829535792058,0.11395093608664682,0.022591447380912965,0.0,1.4314291713789176e-10,8.8944286641485172e-10,0.0,2.6200010407879539e-13,0.0,5.1727435563204703e-07,1.4008042030279896e-27,2.1254251261115308e-09,4.5011321234469057e-21,1.1892412762679011e-13,0.0,0.0,5.0267804489665697e-11,1.7539715688854197e-21,0.0047185095905150562,0.00046023915115958808,2.9886036732818914e-09,1.1011736445031404e-09,5.1501060679707037e-07,1.9760364034732801e-14,8.9199975974871803e-11,5.8923858345224706e-16
2.454789599083546e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33236731974913547,0.11393421077732177,0.022589322173433724,0.0,1.4958186052555761e-10,9.2353185199366294e-10,0.0,2.7210474620028369e-13,0.0,5.2523592390818898e-07,1.4988488898084402e-27,2.1432911984174082e-09,4.7051476246636936e-21,1.2374785144201428e-13,0.0,0.0,5.1914309627535923e-11,1.8481674902060064e-21,0.0047352269142196604,0.00046448952854265659,3.0112546714074551e-09,1.1279059189860233e-09,5.2286892032125506e-07,2.0450174169756039e-14,9.0576059148273823e-11,6.1270769081429168e-16
2.4776319671358604e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3323466100565326,0.11391775044813866,0.02258719743235282,0.0,1.5626067933197878e-10,9.586420910310913e-10,0.0,2.8251543715290795e-13,0.0,5.3325427788041345e-07,1.6028900010756466e-27,2.1611364553687185e-09,4.916690038775612e-21,1.2872553829747504e-13,0.0,0.0,5.3600015083980213e-11,1.9466154837755412e-21,0.0047516792009742832,0.00046873897241422337,3.033917556908322e-09,1.155054391092903e-09,5.3078108485135859e-07,2.1160781442420727e-14,9.1961833153492995e-11,6.3691128683596578e-16
2.5004743351881748e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232616208723648,0.11390155091311793,0.022585073154187171,0.0,1.6318649960128659e-10,9.9479571750483871e-10,0.0,2.9323897210436751e-13,0.0,5.4132940644255868e-07,1.71324249066799e-27,2.1789613086667113e-09,5.1359753616557334e-21,1.3386080808887421e-13,0.0,0.0,5.5325509582963082e-11,2.0494717992541412e-21,0.0047678706367695169,0.00047298748972985993,3.0565924068074789e-09,1.1826219526502408e-09,5.3874702695376761e-07,2.1892726557889056e-14,9.3357293267968516e-11,6.6186622757341508e-16
2.5233167032404892e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33230597171463599,0.11388560805243332,0.022582949335508782,0.0,1.7036660557997484e-10,1.0320151599531566e-09,0.0,3.0428224391184177e-13,0.0,5.4946129870633336e-07,1.8302352053997884e-27,2.1967661673390222e-09,5.3632241040823175e-21,1.3915733616320034e-13,0.0,0.0,5.7091385477665996e-11,2.15689715300349e-21,0.0047838053414423687,0.00047723508733479863,3.0792792957560807e-09,1.210611487560345e-09,5.4676667251202328e-07,2.2646561587407985e-14,9.4762434809889669e-11,6.875896195812726e-16
2.5461590712928036e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33228603487733605,0.11386991781136538,0.022580825972943849,0.0,1.7780844200439271e-10,1.0703231426991085e-09,0.0,3.1565224379646929e-13,0.0,5.5764994399465245e-07,1.9542113849510715e-27,2.214551437760426e-09,5.5986613547866631e-21,1.4461885371650764e-13,0.0,0.0,5.8898238733140739e-11,2.2690568211338622e-21,0.0047994873697229821,0.00048148177196570514,3.1019782960877024e-09,1.2390258717151723e-09,5.5483994671327091e-07,2.3422850123101773e-14,9.6177253136979554e-11,7.1409882169980397e-16
2.569001439345118e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33226634757812623,0.113854476199271,0.022578703063171938,0.0,1.8551961640126082e-10,1.1097426870545932e-09,0.0,3.2735606201774151e-13,0.0,5.6589533183513061e-07,2.0855291758804403e-27,2.2323175236731746e-09,5.8425168440837449e-21,1.5024914819073954e-13,0.0,0.0,6.0746668908852652e-11,2.3861207338474563e-21,0.0048149207122647475,0.00048572755025242011,3.1246894778714145e-09,1.2678679729244182e-09,5.6296677403486707e-07,2.4222167442075365e-14,9.7601743645306804e-11,7.414114468417068e-16
2.5918438073974324e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224690588296441,0.11383927928857002,0.022576580602925056,0.0,1.9350790140079851e-10,1.1502971125038759e-09,0.0,3.3940088854780222e-13,0.0,5.7419745195372788e-07,2.2245621600600715e-27,2.2500648262069263e-09,6.0950250080914825e-21,1.5605206366945128e-13,0.0,0.0,6.263727914111231e-11,2.508263571090018e-21,0.0048301092966580835,0.00048997242871967519,3.1474129089637209e-09,1.297140650811291e-09,5.7114707823118453e-07,2.5045100664916856e-14,9.9035901768125572e-11,7.6954536377855331e-16
2.6146861754497468e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33222770591997841,0.11382432321374723,0.022574458588986851,0.0,2.0178123706202266e-10,1.1920100378663932e-09,0.0,3.5179401374565222e-13,0.0,5.8255629426854004e-07,2.3716998978364795e-27,2.2677937438982841e-09,6.3564250535445743e-21,1.6203150127228401e-13,0.0,0.0,6.4570676125392276e-11,2.6356648595228615e-21,0.0048450569884281418,0.00049421641378877778,3.1701486550594099e-09,1.3268467567176055e-09,5.7938078232057145e-07,2.5892248909332817e-14,1.0047972297474304e-10,7.9851869892686453e-16
2.637528543502061e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3322087438784817,0.11380960417037074,0.022572337018191772,0.0,2.1034773321059667e-10,1.234905382438554e-09,0.0,3.6454282903125421e-13,0.0,5.9097184888373826e-07,2.5273484862253082e-27,2.2855046727099313e-09,6.6269610232088485e-21,1.6819141954842826e-13,0.0,0.0,6.6547470098529055e-11,2.7685090708275169e-21,0.0048597675920166918,0.00049845951177927112,3.1928967797412676e-09,1.3569891336358599e-09,5.8766780857244679e-07,2.6764223458710699e-14,1.0193320276941301e-10,8.2834983813380129e-16
2.6603709115543755e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219001600800574,0.11379511841412546,0.02257021588742426,0.0,2.1921567178882653e-10,1.2790073671142956e-09,0.0,3.7765482755953412e-13,0.0,5.9944410608364931e-07,2.6919311324531045e-27,2.303198006049388e-09,6.9068818619021628e-21,1.7453583486893843e-13,0.0,0.0,6.8568274820807665e-11,2.9069857213553611e-21,0.0048742448517484415,0.00050270172891056497,3.2156573445287214e-09,1.3875706160998092e-09,5.9600807849459722e-07,2.7661647923849451e-14,1.0339633669025636e-10,8.5905742846245968e-16
2.68321327960669e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217151861734734,0.11378086225986221,0.022568095193617917,0.0,2.2839350921708903e-10,1.3243405154841518e-09,0.0,3.9113760489427483e-13,0.0,6.0797305632697328e-07,2.8658887431637679e-27,2.3208741347873869e-09,7.1964414831279196e-21,1.8106882181762861e-13,0.0,0.0,7.0633707557926751e-11,3.0512894731347025e-21,0.0048884924527820232,0.00050694307130354189,3.2384304089254861e-09,1.4185940300776476e-09,6.0440151282062782e-07,2.858515839323191e-14,1.0486912030820669e-10,8.9066037997676321e-16
2.7060556476590043e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215324807363145,0.11376683208066184,0.022565974933754743,0.0,2.3788987876729717e-10,1.3709296549125552e-09,0.0,4.0499885968189828e-13,0.0,6.1655869024114003e-07,3.0496805296121786e-27,2.338533447275873e-09,7.4958988363273165e-21,1.8779451358089873e-13,0.0,0.0,7.2744389062843011e-11,3.2016202362479222e-21,0.0049025140220459312,0.00051118354498213528,3.261216030466141e-09,1.4500621929102231e-09,6.1284803149752538e-07,2.9535403606426882e-14,1.06351549225981e-10,9.2317786752593098e-16
2.7288980157113187e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213520080138798,0.113753024306914,0.022563855104864357,0.0,2.4771359294809588e-10,1.4187999175931246e-09,0.0,4.1924639432513291e-13,0.0,6.2520099861679529e-07,3.2437846291723635e-27,2.3561763293656451e-09,7.8055179747564984e-21,1.947171023363966e-13,0.0,0.0,7.4900943557494119e-11,3.3581832725913982e-21,0.0049163131291595948,0.00051542315587488395,3.2840142647616847e-09,1.4819779131988636e-09,6.2134755367342222e-07,3.0513045121097705e-14,1.0784361907707489e-10,9.56629332528515e-16
2.751740383763633e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211737328164398,0.11373943542541085,0.022561735704023204,0.0,2.5787364590065241e-10,1.4679767415817003e-09,0.0,4.3388811565655964e-13,0.0,6.3389997240241994e-07,3.4486987434924655e-27,2.3738031644236323e-09,8.1255681239948084e-21,2.0184083964006077e-13,0.0,0.0,7.7103998714396958e-11,3.5211893010310625e-21,0.0049298932873398692,0.00051966190981645908,3.3068251655441721e-09,1.5143439906821235e-09,6.2989999768552662e-07,3.1518757456796323e-14,1.0934532552478187e-10,9.9103448475599313e-16
2.7745827518159475e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33209976205103076,0.11372606197845483,0.02255961672835384,0.0,2.6837921580589402e-10,1.5184858718068483e-09,0.0,4.4893203561203593e-13,0.0,6.4265560269907471e-07,3.664940793633781e-27,2.3914143333498153e-09,8.456323751090451e-21,2.0917003681201371e-13,0.0,0.0,7.9354185638120155e-11,3.6908546039665788e-21,0.0049432579542931544,0.00052389981254916736,3.3296487847103526e-09,1.547163216181971e-09,6.3850528104813138e-07,3.2553228273009938e-14,1.1085666426123559e-10,1.0264133041159006e-15
2.797425119868262e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208236370090316,0.11371290056298068,0.022557498175024157,0.0,2.7923966730315756e-10,1.5703533610575659e-09,0.0,4.6438627190399098e-13,0.0,6.5146788075526962e-07,3.8930495925361305e-27,2.4090102145938047e-09,8.7980646343498306e-21,2.1670906532133173e-13,0.0,0.0,8.1652138846630812e-11,3.8674011353172436e-21,0.0049564105330933703,0.00052813686972443073,3.3524851723643155e-09,1.5804383714932543e-09,6.471633204408248e-07,3.3617158545256007e-14,1.1237763100647548e-10,1.0627860424344918e-15
2.8202674879205763e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206517487647524,0.11369994782969145,0.02255538004124669,0.0,2.9046455391848784e-10,1.6236055709479722e-09,0.0,4.80259048694588e-13,0.0,6.603367979619548e-07,4.1335855351569451e-27,2.4265911841710817e-09,9.1510759337769554e-21,2.2446235716896089e-13,0.0,0.0,8.3998496252511763e-11,4.0510566299428477e-21,0.0049693543730460312,0.00053237308690424004,3.3753343768593233e-09,1.6141722292380031e-09,6.5587403169688807e-07,3.4711262698280076e-14,1.1390822150753447e-10,1.1001732252389198e-15
2.8431098559728907e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33204819227596771,0.11368720048220807,0.022553262324277856,0.0,3.0206362050366519e-10,1.6782691728586937e-09,0.0,4.9655869726875161e-13,0.0,6.6926234584763178e-07,4.3871313066365871e-27,2.4441576156788901e-09,9.5156482621693238e-21,2.3243440526935948e-13,0.0,0.0,8.6393899144048405e-11,4.2420547145128785e-21,0.0049820927705386091,0.00053660846956258635,3.3981964448386864e-09,1.6483675528204317e-09,6.6463732979173244e-07,3.5836268787177872e-14,1.1544843153754875e-10,1.1385956535389152e-15
2.865952224025205e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33203141264976982,0.11367465527623247,0.022551145021417304,0.0,3.1404680568648179e-10,1.7343711488546618e-09,0.0,5.1329365670705335e-13,0.0,6.7824451607357936e-07,4.6542926088476662e-27,2.4617098803118149e-09,9.8920777568767239e-21,2.4062976383114082e-13,0.0,0.0,8.8838992166185613e-11,4.4406350198375547e-21,0.0049946289698774389,0.00054084302308686862,3.4210714212756843e-09,1.6830270963252367e-09,6.7345312883153553e-07,3.6992918689055701e-14,1.1699825689488874e-10,1.1780744056079542e-15
2.8887945920775195e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33201483279961458,0.11366230901872397,0.02254902813000717,0.0,3.2642424432962573e-10,1.79193879257913e-09,0.0,5.3047247455845173e-13,0.0,6.8728330042919546e-07,4.9356989056913353e-27,2.4792483468770251e-09,1.0280666152229486e-20,2.4905304873559575e-13,0.0,0.0,9.1334423301350825e-11,4.6470432946743308e-21,0.0050069661641113511,0.00054507675277927871,3.4439593495127385e-09,1.7181536043419664e-09,6.8232134204209524e-07,3.8181968220667279e-14,1.1855769340231119e-10,1.2186308387639095e-15
2.911636960129834e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3319984495777667,0.11365015856708868,0.022546911647431417,0.0,3.3920626999935918e-10,1.8509997101236119e-09,0.0,5.481038075128845e-13,0.0,6.9637869082744786e-07,5.2320041875089488e-27,2.4967733818092061e-09,1.0681720852642723e-20,2.5770893791373971e-13,0.0,0.0,9.3880843850141872e-11,4.8615315210236411e-21,0.0050191074958422718,0.00054930966385816331,3.4668602712997467e-09,1.7537498119275937e-09,6.9124188175768466e-07,3.9404187318310075e-14,1.2012673690613198e-10,1.2602865911491562e-15
2.9344793281821483e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33198225988622321,0.11363820082838175,0.022544795571115179,0.0,3.5240341744550474e-10,1.911581820873432e-09,0.0,5.6619642207370531e-13,0.0,7.0553067930043684e-07,5.5438877549828057e-27,2.5142853491851727e-09,1.1095555006403157e-20,2.6660217172259327e-13,0.0,0.0,9.6478908411881392e-11,5.084358030927788e-21,0.0050310560580229509,0.00055354176145936481,3.4897742268314111e-09,1.7898184445246877e-09,7.0021465941008741e-07,4.0660360255332217e-14,1.2170538327541792e-10,1.3030635835101357e-15
2.9573216962344627e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33196626067592772,0.11362643275852231,0.022542679898524057,0.0,3.6602642508895317e-10,1.9737133583287282e-09,0.0,5.8475919522996441e-13,0.0,7.1473925799506224e-07,5.8720550229052158e-27,2.5317846107381832e-09,1.152248758014522e-20,2.7573755331906675e-13,0.0,0.0,9.9129274865033204e-11,5.3157876247869929e-21,0.0050428148947420899,0.00055777305063753899,3.5127012547839354e-09,1.8263622177472479e-09,7.092395855179032e-07,4.195128573907719e-14,1.2329362840119983e-10,1.3469840209763527e-15
2.980164064286777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33195044894599562,0.11361485136152066,0.022540564627163528,0.0,3.8008623751767289e-10,2.0374228709006081e-09,0.0,6.0380111512852407e-13,0.0,7.2400441916879505e-07,6.2172383442006296e-27,2.5492715258719421e-09,1.1962843434023063e-20,2.8511994903203008e-13,0.0,0.0,1.0183260434747871e-10,5.556091691206826e-21,0.0050543870019970046,0.00056200353636745191,3.5356413923509621e-09,1.8633838373458698e-09,7.1831656967581364e-07,4.3277777080354579e-14,1.2489146819570322e-10,1.3920703948388015e-15
3.003006432339091e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33193482174295308,0.11360345368871812,0.022538449754578246,0.0,3.9459400799438584e-10,2.102739222682112e-09,0.0,6.2333128174600975e-13,0.0,7.3332615518555235e-07,6.5801978545911389e-27,2.5667464516743175e-09,1.2416953397585283e-20,2.9475428873399064e-13,0.0,0.0,1.0458956123665662e-10,5.8055483283912832e-21,0.0050657753284540537,0.00056623322354525736,3.5585946752784791e-09,1.9008859991618055e-09,7.2744552054398549e-07,4.4640662452115945e-14,1.2649889859159823e-10,1.4383454843277986e-15
3.0258488003914055e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3319193761599869,0.11359223683803829,0.022536335278351475,0.0,4.0956110097073555e-10,2.1696915941938488e-09,0.0,6.433589075605893e-13,0.0,7.4270445851167076e-07,6.9617223383013802e-27,2.584209742930752e-09,1.2885154346359097e-20,3.046455662101348e-13,0.0,0.0,1.0740081312956123e-10,6.0644424670959844e-21,0.0050769827761970344,0.00057046211698975023,3.5815611378991704e-09,1.9388713888655422e-09,7.3662634583782785e-07,4.6040784962043152e-14,1.2811591554126844e-10,1.4858323583902202e-15
3.04869116844372e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33190410933620756,0.11358119795325081,0.0225342211961044,0.0,4.2499909460811143e-10,2.238309483104035e-09,0.0,6.6389331822357477e-13,0.0,7.5213932171197808e-07,7.3626301152045397e-27,2.6016617521374062e-09,1.3367789279150859e-20,3.1479883952499354e-13,0.0,0.0,1.1026703082259537e-10,6.3330659951560763e-21,0.0050880122014637175,0.0005746902214436027,3.6045408131661506e-09,1.9773426819134372e-09,7.4585895231766625e-07,4.7479002794257345e-14,1.2974251501609677e-10,1.5345543774661212e-15
