Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C2H6(343),C4H6(54),C4H5X(365),C4H7X(141),C4H7X(140),C4H7X(142),C4H5X(366),C4H7X(143),C6H9X(424),C6H9X(546),C6H9(574),C6H9X(642),SX(952),SX(982),C5H7X(950),C3H6(75),SX(1099),C3H5X(138),C3H5X(144),C6H9X(949),SX(983),SX(1351),S(1390),S(1079),SX(1821),SX(1816),SX(1818),SX(1820),SX(1819),SX(1823),SX(1822),SX(1058),SX(1057),SX(1056),SX(2706),C4H6a(364),S(1764),SX(3150),SX(3147),SX(2708),SX(4496),S(4575),SX(4700),SX(1454)
3.949869641875768e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282448151773,0.66999999932190168,7.6224830964648367e-25,0.0,6.1811999925661978e-21,1.870129789588567e-32,3.8652876913189601e-47,0.0,4.1005394061931266e-60,1.7150667349436412e-52,0.0,6.7809822322686052e-10,6.7809825738139554e-10,1.7077990657812287e-17,6.8814840070425378e-26,7.2401802506342282e-22,2.2833668361844453e-27,6.1804990195371872e-21,7.6840280168306145e-27,2.5237359377971173e-34,3.5187329516207973e-32,2.9173099268559455e-35,8.3373658443719006e-39,5.21407876150531e-45,4.1411194734795408e-54,1.7269430300929626e-58,3.5709056015676906e-70,1.3714510342225514e-76,2.8854863141815798e-84,2.8854863125256855e-84,1.581509968381727e-93,4.6205369138082481e-95,4.6078355437521457e-95,3.4780597429047791e-70,4.5640048636003834e-96,1.3718478937212026e-102,1.0449352439077128e-111,7.8592349066846682e-115,2.2673376732242095e-121,2.2673665862587913e-121,6.747930814866944e-122,6.051761583238406e-125,6.0517642751027375e-125,8.8326664297376439e-126,8.8326772292281528e-126,4.4453375734131198e-96,4.4453373639139337e-96,4.4453336053065543e-96,1.2699484786685928e-107,3.8486342363358956e-37,6.6596894921781424e-131,1.0970429812541655e-135,1.0970429815343019e-135,6.5192571061483499e-108,1.8226527295666202e-114,6.4609864482044541e-124,1.2682725511116702e-128,3.4617723913863743e-118
4.192493139616681e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282439915317,0.66999999928071952,9.6669421879025109e-25,0.0,6.9615561321576921e-21,2.1061031958498955e-32,5.2029885986158147e-47,0.0,6.5868651557138809e-60,2.450042984177503e-52,0.0,7.1928048157886723e-10,7.1928052238980157e-10,2.0406331299976677e-17,8.7272770372907437e-26,8.6512220510164763e-22,2.8960213267485585e-27,6.9606677085197107e-21,9.1862527850319916e-27,3.3955797047734864e-34,4.4614432533817519e-32,3.9244230952113209e-35,1.1219722501704724e-38,7.4402443783344674e-45,6.2615614470244694e-54,2.7651506381478991e-58,6.0518373002844207e-70,2.45973634911106e-76,5.4786446051759789e-84,5.4786446018443224e-84,3.1820009859778625e-93,9.2971605408726248e-95,9.2699609733137984e-95,5.8944857424833674e-70,9.1834139241082179e-96,2.9313849378926028e-102,2.379712945665347e-111,1.8712524541706611e-114,5.6927325537342461e-121,5.6928140353870638e-121,1.6942475264976167e-121,1.5194033848101714e-124,1.5194041048033969e-124,2.2174882370403301e-125,2.2174911252906296e-125,8.9446389832842883e-96,8.9446385356233079e-96,8.9446305041755759e-96,2.7136445486197492e-107,4.8816413833566745e-37,1.7813750292439411e-130,3.1685999944978992e-135,3.1685999953894359e-135,1.3930445332557813e-107,4.1508827043530392e-114,1.5775210695953204e-123,3.3525269550120122e-128,8.4522807508484656e-118
4.512835149208442e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282429066179,0.66999999922647369,1.2963347298718959e-24,0.0,8.0622459772191159e-21,2.4389087693425515e-32,7.511015381785498e-47,0.0,1.1837421500226726e-59,3.806907644501568e-52,0.0,7.7352620221632524e-10,7.7352625305886992e-10,2.5422349000390455e-17,1.1703411156060585e-25,1.0777749761355672e-21,3.8839644732177434e-27,8.061055472146394e-21,1.1452603642085371e-26,4.8992821479829401e-34,5.9807470407240406e-32,5.6608935632551164e-35,1.6192538257619925e-38,1.1547999810063005e-44,1.0444320699220647e-53,4.9532062806473452e-58,1.1634469524762433e-69,5.0726817728325161e-76,1.2118129370902938e-83,1.2118129362997968e-83,7.5499087468722676e-93,2.2061476488673813e-94,2.199127521832822e-94,1.1331966370055956e-69,2.1791576995309847e-95,7.4687902976086676e-102,6.5213249611048528e-111,5.4837362686875327e-114,1.7719158488972314e-120,1.7719448226915544e-120,5.2735290423445879e-121,4.729095066414439e-124,4.7290974489806292e-124,6.9014102522889822e-125,6.9014198087314785e-125,2.1224981892686554e-95,2.1224980752104147e-95,2.1224960289013348e-95,6.9140152566422689e-107,6.5476612860266734e-37,5.8952951192709475e-130,1.121700980721296e-134,1.1217009810621934e-134,3.5492975897354091e-107,1.1375049441642113e-113,4.6634112366497062e-123,1.0742752158732728e-127,2.4986249267559233e-117
4.833177158800204e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282418248161,0.66999999917238362,1.7035786707814765e-24,0.0,9.2428100190949738e-21,2.7958236505173755e-32,1.0573269521523056e-46,0.0,2.0444662400542033e-59,5.7396362701912292e-52,0.0,8.2761629153348294e-10,8.2761635391579749e-10,3.1192478288166244e-17,1.5380256943318982e-25,1.3223980329132763e-21,5.104668028542647e-27,9.2412465075877949e-21,1.4063030921580468e-26,6.8936272602448708e-34,7.85669847863719e-32,7.9630982434771781e-35,2.2790299322691918e-38,1.7397344217383988e-44,1.683364185347495e-53,8.5368087039765978e-58,2.1432998010972548e-69,9.9856892352666202e-76,2.548898483595537e-83,2.5488984818186763e-83,1.6970551637788576e-92,4.9594681788979391e-94,4.9423135818402956e-94,2.0875727889447049e-69,4.8987973086941361e-95,1.7956623470457213e-101,1.6788664888845894e-110,1.5037271638803872e-113,5.193180503716998e-120,5.1932765587353979e-120,1.5455887597503266e-120,1.3859581217027476e-123,1.38595886587336e-123,2.0224602417764451e-124,2.0224632262321828e-124,4.7714255364271356e-95,4.7714252622058982e-95,4.7714203424265847e-95,1.6622820029106284e-106,8.6065430940313301e-37,1.8414874839798472e-129,3.7376137271468183e-134,3.7376137283633736e-134,8.5332962725526613e-107,2.9284321979570335e-113,1.288118701965279e-122,3.193472171802729e-127,6.9016314535861455e-117
5.1535191683919655e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282407463343,0.66999999911845964,2.1996026439935663e-24,0.0,1.0503010041193298e-20,3.1767702560335526e-32,1.4560221581961447e-46,0.0,3.408940330433623e-59,8.4282439074933757e-52,0.0,8.8154036074987923e-10,8.8154043628079624e-10,3.776705800124333e-17,1.985876060240223e-25,1.6011254553988606e-21,6.5917194993624988e-27,1.0500992409421938e-20,1.7041487687442491e-26,9.4892963709658005e-34,1.014027483060353e-31,1.0958256208136125e-34,3.1380631023382166e-38,2.5533221223951039e-44,2.6322171812691506e-53,1.421553064599069e-57,3.7990484746467873e-69,1.883278661583741e-75,5.1132321218488581e-83,5.1132321180585049e-83,3.6201260915544174e-92,1.0580642721067585e-93,1.0540931048886902e-93,3.7002711670025384e-69,1.0451213216120489e-94,4.0743465814941795e-101,4.0527793621573227e-110,3.8594456198809776e-113,1.4151883188362537e-119,1.415217776222029e-119,4.2118920961288404e-120,3.7766886487098876e-123,3.77669079762241e-123,5.5107248847901039e-124,5.5107335016495767e-124,1.0179475448478596e-94,1.0179474826272316e-94,1.017946366332446e-94,3.7717070758267851e-106,1.1115107095964423e-36,5.3180597917722375e-129,1.1427516861087667e-133,1.1427516865028294e-133,1.9361995620176848e-106,7.0692519445586126e-113,3.3106697170803827e-122,8.7496351132490628e-127,1.7738225092726545e-116
5.473861177983727e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282396713781,0.66999999906471175,2.7962833875635281e-24,0.0,1.1842592623236402e-20,3.5816664363997436e-32,1.9665949710389833e-46,0.0,5.5103804444407599e-59,1.2091884502495754e-51,0.0,9.3528815250615626e-10,9.3528824289390854e-10,4.5195790173311225e-17,2.5246199943022283e-25,1.916064324418108e-21,8.3808284346411055e-27,1.184002893196372e-20,2.0411831720803569e-26,1.2812219882892274e-33,1.2885537219102252e-31,1.4790967240316417e-34,4.2382189585046465e-38,3.6619498316520172e-44,4.0072454437352763e-53,2.2962794272279452e-57,6.5084823007011235e-69,3.4203469504283323e-75,9.8407027325432672e-83,9.8407027248166388e-83,7.3796475750294542e-92,2.1571265129954556e-93,2.1483643365167076e-93,6.3392584425064305e-69,2.1307406234248613e-94,8.7976327975513312e-101,9.2680224927459363e-110,9.343733230540775e-113,3.6234250900267094e-119,3.623509322853039e-119,1.0784124108505302e-119,9.6693111222208104e-123,9.6693169342448139e-123,1.410779618082711e-123,1.4107819482804978e-123,2.0753401520252605e-94,2.0753400176738409e-94,2.0753376072870465e-94,8.1441502930130406e-106,1.4133800249915693e-36,1.4384730402176355e-128,3.2613862088257061e-133,3.261386210011653e-133,4.1807863984095016e-106,1.616624022912225e-112,8.0197050229553459e-122,2.2461964004469283e-126,4.2968587251590368e-116
5.794203187575489e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322823860015,0.66999999901115037,3.5061917464660119e-24,0.0,1.326128921520497e-20,4.0104254993522382e-32,2.6109639285744781e-46,0.0,8.6655678927676658e-59,1.6994059217081377e-51,0.0,9.8884954872441368e-10,9.8884965577528347e-10,5.3527701946277082e-17,3.1656131419411964e-25,2.2692931069691602e-21,1.0509812007630409e-26,1.3258076068713432e-20,2.4197819435874395e-26,1.7004520466078503e-33,1.6149583818952546e-31,1.9624248588102662e-34,5.626791901166454e-38,5.1454655734939486e-44,5.9571776428295665e-53,3.6102154769684111e-57,1.081710023447427e-68,6.0065072276035389e-75,1.8251425498790789e-82,1.8251425483664437e-82,1.4447120340003467e-91,4.2235321776620376e-93,4.2050003272435403e-93,1.0535850426990549e-68,4.1718732541373805e-94,1.8177485013130806e-100,2.0202247888259521e-109,2.150959480538804e-112,8.7841527646023757e-119,8.7843795996343894e-119,2.6143769928347683e-119,2.3439815835896046e-122,2.3439830664003561e-122,3.4196520496459015e-123,3.4196579936947911e-123,4.0634022744468634e-94,4.0634019968527627e-94,4.0633970165621574e-94,1.682727163686887e-105,1.772667860292378e-36,3.6703071215672451e-128,8.7500956976089744e-133,8.7500957009517947e-133,8.6382534771486197e-106,3.5238958593029968e-112,1.8439640450126829e-121,5.4479444941538295e-126,9.8796922000969709e-116
6.11454519716725e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282375328498,0.66999999895778539,4.3425784594230559e-24,0.0,1.4758816384988307e-20,4.4629562855454698e-32,3.4136994008891652e-46,0.0,1.3297279629488135e-58,2.3448188868907908e-51,0.0,1.0422145778640987e-09,1.0422147034809995e-09,6.2811110411667471e-17,3.9208263377882608e-25,2.6628601657286467e-21,1.3018555739949983e-26,1.4754838312956041e-20,2.8423100120349681e-26,2.222539778785839e-33,1.999246321395382e-31,2.5640496242981973e-34,7.3568135122677843e-38,7.0988961853630756e-44,8.6697267062739102e-53,5.5404078966174909e-57,1.749774429549314e-68,1.0236624757811694e-74,3.275565801804653e-82,3.2755657989476518e-82,2.7287205684050948e-91,7.9783105826484394e-93,7.9405705616022706e-93,1.7042795037386045e-68,7.8807324580026626e-94,3.6125759313589128e-100,4.2223327654542727e-109,4.7352833536428509e-112,2.0300474237529709e-118,2.0301053569925391e-118,6.0419538910683311e-119,5.4167325447931282e-122,5.4167361400004787e-122,7.9018226550238051e-123,7.9018370645006915e-123,7.6758293121039473e-94,7.6758287604160827e-94,7.6758188626347339e-94,3.3442355282592707e-105,2.1961348266235797e-36,8.8999039951381484e-128,2.2245852857426592e-132,2.2245852866329592e-132,1.716758208276612e-105,7.3650759403696924e-112,4.0516536623968432e-121,1.2581727749631892e-125,2.1708083433038298e-115
6.434887206759012e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282364696725,0.66999999890462647,5.3193634844231557e-24,0.0,1.633487599672796e-20,4.9391632231650962e-32,4.4021388774241053e-46,0.0,1.9956433040461365e-58,3.1822467402299427e-51,0.0,1.0953734207623425e-09,1.0953735669433409e-09,7.3093594311154308e-17,4.8028361031092908e-25,3.0987825593367915e-21,1.5948984630180154e-26,1.6330004845832032e-20,3.3111211194341943e-26,2.8651853137776501e-33,2.4477107592457308e-31,3.3042265799733658e-34,9.4873068637687595e-38,9.6339275255654643e-44,1.237749491609565e-52,8.3178416824024235e-57,2.7610576604847016e-68,1.6967497420534001e-74,5.6993178855347011e-82,5.6993178803210635e-82,4.9795613309586828e-91,1.4561384390114368e-92,1.4487314297422952e-92,2.6892689931195271e-68,1.4383304464212877e-93,6.910749996428372e-100,8.4591272070069863e-109,9.9766464330124043e-112,4.4599992284341216e-118,4.4601392890369064e-118,1.3274221424089274e-118,1.1899853165122148e-121,1.1899861402284497e-121,1.7357674968853916e-122,1.7357707977446674e-122,1.4009331408802544e-93,1.4009330353440098e-93,1.4009311419280389e-93,6.3974222715795752e-105,2.6908922920197647e-36,2.0393209534852462e-127,5.3125913720050446e-132,5.3125913742184488e-132,3.2841072430572119e-105,1.4755422929082408e-111,8.4941611292883195e-121,2.758034986326833e-125,4.5510098355246982e-115
6.755229216350773e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282354108123,0.66999999885168349,6.4511172575742662e-24,0.0,1.7989155532776809e-20,5.4389464263000518e-32,5.6065653388360039e-46,0.0,2.9361499998825457e-58,4.254782826865118e-51,0.0,1.1483164195655527e-09,1.1483165884023043e-09,8.4421950758305468e-17,5.8248079457635092e-25,3.5790442076863724e-21,1.9345011652092606e-26,1.7983249875371917e-20,3.8285570887786155e-26,3.6479799214083452e-33,2.9669217050346287e-31,4.2053458727685469e-34,1.2083678702316642e-37,1.2881366586259108e-43,1.7368394621917003e-52,1.2244710190325293e-56,4.2621566900850578e-68,2.7451175843389269e-74,9.6583438704592787e-82,9.6583438612118057e-82,8.8323238635577137e-91,2.5831458822748008e-92,2.5690448817575436e-92,4.1513389355573368e-68,2.5515572615837545e-93,1.2825119679340485e-99,1.6412511611230934e-108,2.0287712848650588e-111,9.4664622206152698e-118,9.466787011372954e-118,2.8175074550524078e-118,2.525630396687125e-121,2.5256322193243915e-121,3.6836576391234124e-122,3.6836649416324254e-122,2.4852155681830489e-93,2.4852153723265933e-93,2.4852118584843264e-93,1.1872473952028638e-104,3.2643947086729595e-36,4.5129056515174339e-127,1.2249082519734474e-131,1.2249082525048162e-131,6.0947174265921498e-105,2.8628757566470223e-111,1.7219535959360713e-120,5.8386132382927455e-125,9.2258585179575051e-115
7.075571225942535e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282343564585,0.66999999879896588,7.7530488271699763e-24,0.0,1.972132829496838e-20,5.9622017564029945e-32,7.0603136195668599e-46,0.0,4.2428962362900378e-58,5.6123165231880254e-51,0.0,1.201034082899348e-09,1.2010342765754869e-09,9.6842170187547382e-17,7.0004857887191359e-25,4.1055948299269558e-21,2.3252505449637991e-26,1.9714232848576736e-20,4.396947385246433e-26,4.5924717467591463e-33,3.5637186687007308e-31,5.2920013400737719e-34,1.521795471217973e-37,1.6992741051131137e-43,2.3992895325174922e-52,1.7707228657856299e-56,6.4496058458848464e-68,4.3446769290543269e-74,1.5979225214814392e-81,1.5979225198833265e-81,1.5263746837041414e-90,4.4647890869382466e-92,4.4386634426902907e-92,6.2819137366587116e-68,4.4101944039966396e-93,2.3144230213122672e-99,3.0903523979426491e-108,4.0002392474508424e-111,1.9441505650762225e-117,1.9442233342558374e-117,5.7864284255152878e-118,5.1866319965849487e-121,5.1866358902781425e-121,7.563998508382175e-122,7.564014105704289e-122,4.2955273743283775e-93,4.2955270208855189e-93,4.2955206798007503e-93,2.1425082493390812e-104,3.9244348167641619e-36,9.6420571411622056e-127,2.720871875869631e-131,2.7208718770960265e-131,1.0998536211633203e-104,5.3905962279967585e-111,3.3809120157082771e-120,1.1946413923931348e-124,1.8114115982517237e-114
7.395913235534296e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282333067986,0.66999999874648275,9.2409889964374404e-24,0.0,2.1531053696255233e-20,6.5088209112804278e-32,8.7999158625571145e-46,0.0,6.0318313745674146e-58,7.3122731126199494e-51,0.0,1.2535170929064044e-09,1.2535173136958598e-09,1.1039940225212355e-16,8.3441769509416857e-25,4.6803484987699422e-21,2.7719243653582393e-26,2.1522598758414981e-20,5.0186085196220905e-26,5.7222543541956281e-33,4.2452001970139411e-31,6.5910830267543494e-34,1.8969098274265317e-37,2.2142620225940276e-43,3.2675125046003928e-52,2.5196284353945378e-56,9.5857111749093823e-68,6.7418858509566895e-74,2.5877094443700536e-81,2.5877094416709745e-81,2.5779309289745558e-90,7.5418767708611902e-92,7.4946731395213122e-92,9.3364794583488548e-68,7.4496631160836602e-93,4.0757708311818412e-99,5.6705184882409703e-108,7.6617927714413364e-111,3.8775767117591566e-117,3.8777342795970899e-117,1.1541028169304769e-117,1.0344003523771986e-120,1.0344011599535862e-120,1.5083773890923551e-121,1.508380623439571e-121,7.2559687205787799e-93,7.2559680981549138e-93,7.2559569313081271e-93,3.7730232560476383e-104,4.6791366941332636e-36,2.0000671681072532e-126,5.8640761543996014e-131,5.8640761571438137e-131,1.9368763906391938e-104,9.8912897442370566e-111,6.4603658848386693e-120,2.3759259737120335e-124,3.4612923184551915e-114
7.716255245126057e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282322620138,0.66999999869424354,1.0931378875464328e-23,0.0,2.3417977450715974e-20,7.0786914830576855e-32,1.0865193411554301e-45,0.0,8.4472641828588691e-58,9.4201523632880628e-51,0.0,1.3057563094342144e-09,1.305756559699488e-09,1.2513793553222414e-16,9.8707419525104181e-25,5.3051827802536237e-21,3.2794882179914285e-26,2.3407978344260201e-20,5.6958436644154944e-26,7.0630227508613055e-33,5.0187168835111775e-31,8.1318339219551948e-34,2.3423216676487697e-37,2.8530249693214157e-43,4.3921292233848391e-52,3.5324259096473168e-56,1.4012369910690585e-67,1.0272260287416413e-73,4.1078941219145386e-81,4.1078941174532105e-81,4.2611005118063713e-90,1.2468135051338146e-91,1.2384784421225426e-91,1.3648043983668069e-67,1.2315700967584518e-92,7.0134711077727655e-99,1.0151142006125488e-107,1.4298457933270665e-110,7.522943366747059e-117,7.5232744348755692e-117,2.2391102866378824e-117,2.0067226985440517e-120,2.0067243254605463e-120,2.9259153826582665e-121,2.9259218971150549e-121,1.1995487828889347e-92,1.1995486757839949e-92,1.1995467542246793e-92,6.4925110934385833e-104,5.5369512291082612e-36,4.0297891536306946e-126,1.2258475137237688e-130,1.2258475143185016e-130,3.3329220823278202e-104,1.7707058113794567e-110,1.2024917631078657e-119,4.5957015699558227e-124,6.4425981708833603e-114
8.036597254717817e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282312222839,0.66999999864225701,1.2841251573665739e-23,0.0,2.5381731889934707e-20,7.6716970546489323e-32,1.3299404309752708e-45,0.0,1.1667680708052548e-57,1.2010350530483912e-50,0.0,1.3577427769708839e-09,1.3577430591612629e-09,1.4110116392740977e-16,1.1595578204254841e-24,5.9819373090144889e-21,3.8530904547058344e-26,2.5369988424949971e-20,6.4309420459574405e-26,8.6426622625534848e-33,5.8918600253296946e-31,9.9459410934707161e-34,2.8673885802274024e-37,3.6382136770730852e-43,5.833307848346688e-52,4.8852054150218642e-56,2.0173600847226096e-67,1.5391121171752034e-73,6.4032953722878101e-81,6.4032953650571473e-81,6.906180486934609e-90,2.02111824547281e-91,2.006715761493786e-91,1.964908160793999e-67,1.9964103462184843e-92,1.1817840174061681e-98,1.7771609148803741e-107,2.6032220294056369e-110,1.4225140372579139e-116,1.4225816168214208e-116,4.2339719729702702e-117,3.794253652565269e-120,3.7942568446415831e-120,5.5316162855767315e-121,5.5316290644738162e-121,1.9445029298280974e-92,1.9445027493541115e-92,1.9444995114880706e-92,1.0940011110512162e-103,6.5066485806506408e-36,7.9076629004926962e-126,2.4939981182111844e-130,2.493998119464635e-130,5.6160408845068529e-104,3.0999852470040929e-110,2.1861805091906283e-119,8.6721422259696754e-124,1.1712852289006828e-113
8.356939264309578e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282301877847,0.66999999859053205,1.4988218386101089e-23,0.0,2.7421936193022254e-20,8.2877172698514848e-32,1.6149342873620069e-45,0.0,1.5911368736142604e-57,1.5166805087849413e-50,0.0,1.4094677289801952e-09,1.4094680456299189e-09,1.58331565650997e-16,1.353460770083773e-24,6.7124128977993392e-21,4.4980584862173425e-26,2.740823214139212e-20,7.2261785235517369e-26,1.0491308889906127e-32,6.8724533148733837e-31,1.2067595248814461e-33,3.4822376602605445e-37,4.5954004406811175e-43,7.6618473270610176e-52,6.6712457378365024e-56,2.8636343913448042e-67,2.2703861604754402e-73,9.8127901545087321e-81,9.8127901430036342e-81,1.0988849468052537e-89,3.216497378904789e-91,3.1921000563280361e-91,2.7891791832555255e-67,3.1771795756640523e-92,1.95235080135389e-98,3.0463664878153735e-107,4.634862224738033e-110,2.626827089817762e-116,2.6269614437862802e-116,7.8185601119915407e-117,7.0060030824549467e-120,7.0060091910570445e-120,1.0212812348036971e-120,1.0212836797250591e-120,3.0945717956207988e-92,3.0945714974711101e-92,3.094566148397164e-92,1.8073300455154034e-103,7.5973126976947942e-36,1.5134819272065974e-125,4.9435320577854909e-130,4.9435320603566028e-130,9.2779067582307214e-104,5.3139368712903765e-110,3.8866544655924873e-119,1.5982341046745318e-123,2.082333025046631e-113
8.677281273901339e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282291586874,0.6699999985390771,1.7390449041862033e-23,0.0,2.9538196731931094e-20,8.9266279385213371e-32,1.9465483845584363e-45,0.0,2.1443671373138961e-57,1.8983878988766539e-50,0.0,1.4609225944516022e-09,1.4609229481779685e-09,1.76870671491899e-16,1.5704259418340836e-24,7.4983701919937446e-21,5.2198932713912884e-26,2.9522299319873628e-20,8.0838129934317934e-26,1.2641434735387116e-32,7.9685406643075517e-31,1.453357627965429e-33,4.1977972966618204e-37,5.7533601545492932e-43,9.9607564325008445e-52,9.004462535533012e-56,4.0121582862775805e-67,3.3011970006450294e-73,1.4803293436179948e-80,1.4803293418181641e-80,1.7190779820868391e-89,5.0327613301651913e-91,4.9922010521848349e-91,3.9078412877629194e-67,4.9712474666292617e-92,3.1672672011422918e-98,5.1220069642798759e-107,8.0789491108170186e-110,4.7440650078270887e-116,4.7443255824213842e-116,1.4120495881301764e-116,1.2651945709032489e-119,1.2651957131533127e-119,1.8440799955136843e-120,1.8440845662256661e-120,4.8419934170973712e-92,4.8419929334139319e-92,4.8419842556979476e-92,2.9320021155344271e-103,8.8183330892427902e-36,2.8304744246127223e-125,9.5672282564259364e-130,9.567228261571282e-130,1.5051398422730945e-103,8.9346137112655478e-110,6.7699064352540471e-119,2.8827167136636419e-123,3.6270576437217243e-113
8.9976232834931e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282281351583,0.66999999848790059,2.0066657236123774e-23,0.0,3.173010731430095e-20,9.5883011104710977e-32,2.3302072212394061e-45,0.0,2.8584113379079404e-57,2.3567041231385249e-50,0.0,1.5120990014750575e-09,1.5120993949764924e-09,1.9675904749274812e-16,1.8121456419477189e-24,8.3415289353060816e-21,6.0242654254105625e-26,3.1711766728086321e-20,9.0060900041995679e-26,1.5127901203895766e-32,9.1883776145564256e-31,1.7383303068895433e-33,5.0258178830239477e-37,7.1442779368353865e-43,1.282652967781672e-51,1.202242426585771e-55,5.5533620361549832e-67,4.7359358651488112e-73,2.2006214164720051e-80,2.2006214137008287e-80,2.6468563201580913e-89,7.7503959090201244e-91,7.6841235519749009e-91,5.4089735633382472e-67,7.6556741679830574e-92,5.05120428990559e-98,8.4564158422490019e-107,1.38116142703514e-109,8.3936526243754047e-116,8.3941464456602299e-116,2.4983568324927376e-116,2.2383317516824237e-119,2.2383338418783729e-119,3.2620645571381386e-120,3.2620729190489605e-120,7.4566243419126405e-92,7.4566235705271644e-92,7.456609731178731e-92,4.6759996676264319e-103,1.0179399037921647e-35,5.1802423929655285e-125,1.8101419164285734e-129,1.8101419174343383e-129,2.4004191455170701e-103,1.4751063258736843e-109,1.1566385806991991e-118,5.0945545669932153e-123,6.1967917806525555e-113
9.31796529308486e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282271173625,0.66999999843701086,2.3036080805632041e-23,0.0,3.3997249533053624e-20,1.0272605181841058e-31,2.7717253556696783e-45,0.0,3.7715127203072052e-57,2.903376871120854e-50,0.0,1.5629887828652382e-09,1.5629892189193121e-09,2.1803626769758281e-16,2.080359818336796e-24,9.2435668144716164e-21,6.9170096521703165e-26,3.3976198442781048e-20,9.9952382157819953e-26,1.7988034315177399e-32,1.0540419156545579e-30,2.0658906185154429e-33,5.9789006045310347e-37,8.8040388029299588e-43,1.6370932157431629e-51,1.5890593716995831e-55,7.6001605095876635e-67,6.7098867921817324e-73,3.2270581447465278e-80,3.2270581405423334e-80,4.0156087300978631e-89,1.1760621923307173e-90,1.1654099336805511e-90,7.4025551084562089e-67,1.1616903031401137e-91,7.9291088069720723e-98,1.3727718381734146e-106,2.3181374020589242e-109,1.4565958812530474e-115,1.4566874727398871e-115,4.3355765897159056e-116,3.8839901134039448e-119,3.8839938614946012e-119,5.6596544433262683e-120,5.659669433993328e-120,1.1314860355169491e-91,1.1314859144290038e-91,1.1314837420026147e-91,7.3401321332303888e-103,1.1690491267766602e-35,9.2905290869107538e-125,3.3533701299939283e-129,3.3533701319174253e-129,3.7680488643413199e-103,2.3946207382065189e-109,1.9410700796113194e-118,8.8352087882054619e-123,1.0399388609920335e-112
9.638307302676621e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282261054586,0.66999999838641566,2.6318466802988473e-23,0.0,3.6339193016995811e-20,1.0979404971285088e-31,3.2773155606149805e-45,0.0,4.9290904131615776e-57,3.5514264692182217e-50,0.0,1.6135839790518675e-09,1.6135844605132852e-09,2.4074090014675774e-16,2.3768547299738026e-24,1.0206118865551076e-20,7.9041207350655538e-26,3.6315146113966967e-20,1.1053470044301848e-25,2.126167185427086e-32,1.2033310986640879e-30,2.4405269168184842e-33,7.0705165929541493e-37,1.0772447370325422e-42,2.0722479926614136e-51,2.0806131620972876e-55,1.0291950552467018e-66,9.3960599350855565e-73,4.6721042633360355e-80,4.6721042570456453e-80,6.0082583266140551e-89,1.7600124560510562e-90,1.7431499133195986e-90,1.002435847716656e-66,1.7385066539762208e-91,1.2262547358828981e-97,2.1933044137000504e-106,3.8250759451146253e-109,2.4826114601847571e-115,2.4827779202929436e-115,7.3896008445019604e-116,6.6193040939989071e-119,6.6193106887883488e-119,9.6441988054398604e-120,9.6442251748654844e-120,1.6933050458391167e-91,1.6933048585738478e-91,1.6933014988671005e-91,1.1351680528420228e-102,1.3361875972978464e-35,1.6349361675455081e-124,6.0901997327891179e-129,6.090199736392492e-129,5.827373387933674e-103,3.8259446119762304e-109,3.2029421086531786e-118,1.5051561061240788e-122,1.7159828843163487e-112
