Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C2H6(343),C4H6(54),C4H5X(365),C4H7X(141),C4H7X(140),C4H7X(142),C4H5X(366),C4H7X(143),C6H9X(424),C6H9X(546),C6H9(574),C6H9X(642),SX(952),SX(982),C5H7X(950),C3H6(75),SX(1099),C3H5X(138),C3H5X(144),C6H9X(949),SX(983),SX(1351),S(1390),S(1079),SX(1821),SX(1816),SX(1818),SX(1820),SX(1819),SX(1823),SX(1822),SX(1058),SX(1057),SX(1056),SX(2706),C4H6a(364),S(1764),SX(3150),SX(3147),SX(2708),SX(4496),S(4575),SX(4700),SX(1454)
4.353416157097878e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228065817821,0.66999998241423353,2.6395819320305593e-12,0.0,2.7782074059549237e-16,3.1709570289442612e-29,2.3848337287829305e-30,0.0,2.4673895161341288e-33,3.1459666079970657e-32,0.0,1.6949756462088697e-09,1.7560942377043219e-08,7.9420284041885895e-09,4.8932028709937442e-13,9.5145963438608224e-12,1.3180127597933286e-14,2.5903847588475552e-16,1.203351883423993e-18,2.6240834437865571e-19,3.9645580222562215e-20,1.1915892682123102e-20,4.9204485467988076e-20,6.5494344278760046e-19,5.4859720439873862e-24,4.8934214200003603e-21,2.3677650117572859e-26,1.2044736037813488e-25,5.0171114827532433e-26,5.0174583568933706e-26,1.6317274541921881e-32,7.6599702380039277e-32,1.8304081516339542e-34,1.8709001144189827e-25,1.9321077799373388e-31,1.1206590526339463e-30,1.8761139371542723e-35,2.8562979390755094e-34,9.3626949886832238e-37,1.5566059425765115e-36,1.2067145435640652e-35,2.8375290696648636e-41,2.8375816055366282e-41,1.6887416359687903e-42,1.6887423519050825e-42,1.4112588724191492e-30,7.5980902690320251e-31,7.6549895829135803e-32,2.4647322072700428e-36,8.235500663068512e-20,8.7030198204447049e-42,2.6040159082699171e-39,2.6158384026463775e-39,5.3268305137243849e-36,2.6840349485847245e-35,2.2464987401018451e-40,8.1813726202478662e-38,1.2303717233316884e-37
4.367304557593904e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280656435659,0.66999998239482306,2.6508149440128923e-12,0.0,2.7782074081478239e-16,3.1674785241348121e-29,2.3976102637388058e-30,0.0,2.4884343814152319e-33,3.1714126836994112e-32,0.0,1.6931163360370503e-09,1.7580227104354544e-08,7.952650448733787e-09,4.9040336351986849e-13,9.5655771646780777e-12,1.3265300935047696e-14,2.5960688526340934e-16,1.2093862206034083e-18,2.6381444732720995e-19,3.9901778697992575e-20,1.1979743301548392e-20,4.9528600615870357e-20,6.6134869585303224e-19,5.5396320956071692e-24,4.9570049027039144e-21,2.3997739243938069e-26,1.2232404701122665e-25,5.1123044428309371e-26,5.112658936191769e-26,1.6645136342070462e-32,7.8139630730871509e-32,1.867186333262255e-34,1.9011507075234466e-25,1.9695393173000993e-31,1.1462130452018598e-30,1.918901150589727e-35,2.9342417726633131e-34,9.6287638161130094e-37,1.6008430060176541e-36,1.2410805831658816e-35,2.9181623399049779e-41,2.9182163101311353e-41,1.7367299373530743e-42,1.7367306727953463e-42,1.4427952724050672e-30,7.7556502728498603e-31,7.8014501535670005e-32,2.520070234663179e-36,8.3050924313859925e-20,8.9504295902228147e-42,2.6869029636072289e-39,2.6991421658396623e-39,5.4483020042319944e-36,2.7543874967627203e-35,2.3053922498835773e-40,8.4237806446080195e-38,1.2598165546729786e-37
4.395081358585956e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280652960877,0.66999998235612923,2.6733178901176996e-12,0.0,2.7782074125351858e-16,3.160567255658626e-29,2.4232472698852994e-30,0.0,2.5308621187822066e-33,3.2226872955062217e-32,0.0,1.6894221642682481e-09,1.7618668931087352e-08,7.9738188395355301e-09,4.925659631975579e-13,9.6678739468742407e-12,1.3436481394994109e-14,2.6074179509397266e-16,1.2214896568734706e-18,2.6663576237789519e-19,4.0416683628864208e-20,1.2107858182268028e-20,5.0180069113306446e-20,6.7428510173188593e-19,5.648007095793336e-24,5.0860386216982261e-21,2.464777339243923e-26,1.2614590598070607e-25,5.3071502301102651e-26,5.3075203881606342e-26,1.7317327670434844e-32,8.1296879091778989e-32,1.9425899741348109e-34,1.9628290103159619e-25,2.0461944515992761e-31,1.1988114169016251e-30,2.0069714624380154e-35,3.0957385130332434e-34,1.0180959854982589e-36,1.6926521921737229e-36,1.3124093606205814e-35,3.0855073789630871e-41,3.0855643210401466e-41,1.8363240985754345e-42,1.8363248744283859e-42,1.507669390410637e-30,8.0789275974537913e-31,8.1012919951852997e-32,2.6339223118904705e-36,8.4453794362166136e-20,9.4639085889354088e-42,2.8597883564568081e-39,2.8729010743975431e-39,5.698330045254885e-36,2.8999257202878574e-35,2.427225833011128e-40,8.9277732238496484e-38,1.3205240926102854e-37
4.4228581595780085e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280649499752,0.66999998231760305,2.6958698852253691e-12,0.0,2.7782074169246075e-16,3.1537162264766223e-29,2.4489959826547508e-30,0.0,2.5737421492095922e-33,3.2744734820608007e-32,0.0,1.6857601903275251e-09,1.7656941991094522e-08,7.9948872004537915e-09,4.9472385982437298e-13,9.7706167529586711e-12,1.3608773445637186e-14,2.6187417393134353e-16,1.2336393456275147e-18,2.6946919890305041e-19,4.0934932161274224e-20,1.2236523492761898e-20,5.0835854780678936e-20,6.8739028970506287e-19,5.7577962999234573e-24,5.217588460178646e-21,2.5311101152813968e-26,1.3006039176926413e-25,5.5080627966566926e-26,5.5084492021174214e-26,1.8011961158237365e-32,8.4559597989954464e-32,2.0205110779846903e-34,2.0261022022418148e-25,2.125288436738261e-31,1.2534497189803422e-30,2.0984579706592308e-35,3.2649693077624771e-34,1.0760864003743686e-36,1.7890683452911977e-36,1.3873254482365657e-35,3.261249072998657e-41,3.2613091291765909e-41,1.9409154449370127e-42,1.9409162631319186e-42,1.5750076621940581e-30,8.4133280455528128e-31,8.4105497480777205e-32,2.7521196373798317e-36,8.5871428236322833e-20,1.000316371199708e-41,3.0425519861090004e-39,3.0565942327052776e-39,5.9580556154368302e-36,3.0521164527515182e-35,2.5546292962136483e-40,9.4583092640962556e-38,1.3837243832393874e-37
4.450634960570061e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280646052159,0.66999998227924296,2.7184707145866542e-12,0.0,2.778207421316066e-16,3.1469245541922868e-29,2.4748561534846292e-30,0.0,2.6170764094533274e-33,3.3267731921471534e-32,0.0,1.6821299425865679e-09,1.7695047945705489e-08,8.0158565969359537e-09,4.9687709426817073e-13,9.8738045925339789e-12,1.3782176934983858e-14,2.6300403868092581e-16,1.2458351715468153e-18,2.7231472820176513e-19,4.1456523837864149e-20,1.2365737929724732e-20,5.149595708317791e-20,7.0066535838222605e-19,5.8690089150527101e-24,5.3516871415590286e-21,2.5987906584570222e-26,1.3406909307198082e-25,5.7151886612019786e-26,5.7155919144154578e-26,1.8729628930780187e-32,8.7930572014502181e-32,2.1010160666312558e-34,2.09100110741297e-25,2.206881512417974e-31,1.3101926195848617e-30,2.1934689902868247e-35,3.4422495826729847e-34,1.1369669130964305e-36,1.8902898085286026e-36,1.4659836560573283e-35,3.4457488851045977e-41,3.4458122034298798e-41,2.0507190962954591e-42,2.0507199588397899e-42,1.644886548446985e-30,8.7591527646703786e-31,8.7294528154980393e-32,2.8747976954218066e-36,8.7303886886863831e-20,1.0569305211551418e-41,3.2356876155919763e-39,3.2507185930469736e-39,6.2277861692153424e-36,3.2112166395231237e-35,2.6878178047788338e-40,1.001659804876314e-37,1.4495020828278004e-37
4.478411761562113e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280642618001,0.66999998224104751,2.7411201655600998e-12,0.0,2.7782074257095396e-16,3.1401913745156182e-29,2.5008275354679733e-30,0.0,2.6608668316935774e-33,3.3795883697018208e-32,0.0,1.6785309590977351e-09,1.7732988430217715e-08,8.0367280765802723e-09,4.9902570679996907e-13,9.9774364817954486e-12,1.3956691706482075e-14,2.6413140603900555e-16,1.2580770201333276e-18,2.7517232176552707e-19,4.1981458187714091e-20,1.2495500198604732e-20,5.2160375467895213e-20,7.1411140601812322e-19,5.9816541452706269e-24,5.4883676015014852e-21,2.6678375071423665e-26,1.3817361419441069e-25,5.92867684626814e-26,5.929097565608567e-26,1.947093455626863e-32,9.1412639577127575e-32,2.184172645566667e-34,2.1575569450122559e-25,2.2910349727208658e-31,1.3691063781869444e-30,2.2921155021832811e-35,3.6279053944576872e-34,1.2008610976450996e-36,1.9965220534701478e-36,1.5485443754086853e-35,3.6393812779579415e-41,3.6394480124488096e-41,2.1659579094920146e-42,2.1659588184752267e-42,1.7173843499864507e-30,9.1167088022679156e-31,9.0582345570968064e-32,3.0020952471110413e-36,8.8751231094600392e-20,1.116348327268732e-41,3.4397101800459702e-39,3.4557924386827696e-39,6.5078367280326863e-36,3.3774913355560144e-35,2.82701331606572e-40,1.0603895414449824e-37,1.5179441200838867e-37
4.506188562554165e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280639197132,0.66999998220301482,2.7638180275783186e-12,0.0,2.778207430105003e-16,3.133515840811831e-29,2.5269098833324262e-30,0.0,2.7051153435663219e-33,3.4329209538495396e-32,0.0,1.6749627873484029e-09,1.7770765054481184e-08,8.0575026695508385e-09,5.0116973710646986e-13,1.008151144344752e-11,1.413231759935899e-14,2.6525629249737938e-16,1.2703647777190342e-18,2.7804195127934545e-19,4.2509734727143349e-20,1.2625809013630072e-20,5.2829109364194516e-20,7.2772953050780088e-19,6.095741191660988e-24,5.6276629878472918e-21,2.7382693321514106e-26,1.4237557507946636e-25,6.14867890326572e-26,6.1491177255561676e-26,2.0236493177150089e-32,9.5008693579065741e-32,2.2700498185823236e-34,2.2258013318222113e-25,2.3778111769754565e-31,1.4302588739738052e-30,2.3945112005842241e-35,3.8222737201133484e-34,1.2678969423163271e-36,2.1079778921759103e-36,1.6351737427439508e-35,3.8425340848961487e-41,3.8426043957596187e-41,2.2868626983861074e-42,2.2868636559814431e-42,1.7925812398207375e-30,9.4863091767573647e-31,9.397132328995658e-32,3.1341543877442278e-36,9.0213521471684291e-20,1.1786889189723592e-41,3.6551565612163646e-39,3.6723561652772638e-39,6.7985300153832712e-36,3.551213908488175e-35,2.972444749638156e-40,1.1221505248089505e-37,1.5891397426682828e-37
4.5339653635462176e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280635789458,0.66999998216514345,2.7865640921160597e-12,0.0,2.7782074345024342e-16,3.1268971236235635e-29,2.5531029534203379e-30,0.0,2.749823868193583e-33,3.4867728789373736e-32,0.0,1.6714249840066105e-09,1.7808379403424106e-08,8.0781813889675195e-09,5.0330922430185811e-13,1.0186028506624927e-11,1.4309054448501498e-14,2.6637871434584931e-16,1.2826983314419274e-18,2.8092358861653434e-19,4.304135295941381e-20,1.2756663097579839e-20,5.3502158184015078e-20,7.4152082938207434e-19,6.2112792522638163e-24,5.7696066605473278e-21,2.8101049367590269e-26,1.4667661133284604e-25,6.3753489368739622e-26,6.375806517810105e-26,2.1026931652564683e-32,9.8721682061586111e-32,2.3587179038002428e-34,2.2957662846736958e-25,2.4672735603116678e-31,1.4937196336971175e-30,2.5007725397671124e-35,4.0257027438620956e-34,1.3382069756990238e-36,2.2248776862145279e-36,1.7260438027647722e-35,4.0556088975025314e-41,4.0556829513305736e-41,2.4136724649212236e-42,2.4136734733877938e-42,1.8705592945939987e-30,9.8682729465859404e-31,9.7463875227172415e-32,3.2711206031097465e-36,9.1690818462626199e-20,1.2440756545586953e-41,3.8825863631937726e-39,3.9009730636396298e-39,7.1001965892864943e-36,3.7326662395285142e-35,3.1243481555438788e-40,1.1870780979514359e-37,1.6631805619510166e-37
4.589518965530322e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280629013239,0.66999998208987843,2.832200004680803e-12,0.0,2.7782074433031129e-16,3.1138269042628617e-29,2.6058202935971473e-30,0.0,2.8406286258016252e-33,3.5960424656264761e-32,0.0,1.664438753738835e-09,1.7883127493385064e-08,8.1192551765546095e-09,5.0757472301896012e-13,1.0396385085798016e-11,1.4665860334212496e-14,2.6861622837972846e-16,1.307502379830344e-18,2.8672277518744393e-19,4.4114612452680842e-20,1.3020002005751179e-20,5.4861198156320407e-20,7.696273385611847e-19,6.4467451928359568e-24,6.0615733649431314e-21,2.9580633602636489e-26,1.5558253082374414e-25,6.8493222604724535e-26,6.8498194034354659e-26,2.2685015000218391e-32,1.0651053415604008e-31,2.54471474616644e-34,2.440987970217724e-25,2.6545160450257476e-31,1.6278524535657686e-30,2.7253720322196313e-35,4.4611933701479644e-34,1.4892031818895522e-36,2.4759295942324209e-36,1.9212247100779078e-35,4.513201991390642e-41,4.5132840575240332e-41,2.6860052440773429e-42,2.6860063614249102e-42,2.0351969085674868e-30,1.0670597507949171e-30,1.0476956144669878e-31,3.560373484590415e-36,9.4690673231717768e-20,1.3845028403650601e-41,4.3757529556321947e-39,4.3967387554362467e-39,7.7378117805553305e-36,4.119931463643659e-35,3.4485517380185597e-40,1.3270000546308254e-37,1.8201763233282713e-37
4.645072567514427e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280622288441,0.66999998201524025,2.8780262747247236e-12,0.0,2.7782074521114021e-16,3.1009744078325716e-29,2.658977638297386e-30,0.0,2.9332964003372972e-33,3.7074125102564313e-32,0.0,1.6575688964429666e-09,1.7957244900501573e-08,8.15995721752259e-09,5.118225048428574e-13,1.0608498578074594e-11,1.5027107959422794e-14,2.7084407455079123e-16,1.3324882781594645e-18,2.9256966015694478e-19,4.5201232443198673e-20,1.3285506873021502e-20,5.6237490341453518e-20,7.9843970635120809e-19,6.688125489039673e-24,6.3645388337588876e-21,3.1118658536660748e-26,1.6490477170117201e-25,7.3518816470110908e-26,7.3524212121454982e-26,2.445043904999343e-32,1.1480390773858361e-31,2.7427525922632486e-34,2.5934862299795946e-25,2.8532918254170151e-31,1.7720950770202121e-30,2.9669026139741571e-35,4.9373981265050137e-34,1.6550056891051846e-36,2.7515998750669611e-36,2.1355880791470677e-35,5.0156634056802912e-41,5.0157542324683099e-41,2.9850409187338695e-42,2.9850421551092655e-42,2.2119930898358206e-30,1.152635838718441e-30,1.1251953743713424e-31,3.8710877576277642e-36,9.7751275643060648e-20,1.5387059305528061e-41,4.9241720920460064e-39,4.9480848800642633e-39,8.4234885650468515e-36,4.5417201698288874e-35,3.8016616417225763e-40,1.4813431350653491e-37,1.9897133133959861e-37
4.700626169498531e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280615614218,0.6699999819412169,2.9240413044458483e-12,0.0,2.7782074609271303e-16,3.0883335735194827e-29,2.7125730944316438e-30,0.0,3.0278424172786001e-33,3.8208983189899877e-32,0.0,1.6508121727017197e-09,1.8030743458621405e-08,8.2002950406651902e-09,5.1605286321452627e-13,1.0822361440224156e-11,1.539279585616564e-14,2.7306237626161964e-16,1.3576551516016077e-18,2.9846402509124411e-19,4.6301208514819171e-20,1.3553167780413324e-20,5.7631029433763638e-20,8.2796669944264414e-19,6.9354936119009769e-24,6.6787775751518643e-21,3.271667613282744e-26,1.7465698515841533e-25,7.8843543516784716e-26,7.884939366061854e-26,2.6328654651299905e-32,1.2362743901303732e-31,2.953442892711622e-34,2.7535318500514186e-25,3.0641481940729694e-31,1.9270659394939752e-30,3.2264001549922666e-35,5.457536537620446e-34,1.8368516527418668e-36,3.0539456177521425e-36,2.3707405725206793e-35,5.5667419748915518e-41,5.5668423696912789e-41,3.3130105567496804e-42,3.3130119230976399e-42,2.401676265268631e-30,1.2438332596448163e-30,1.2073460718958682e-31,4.204555243612162e-36,1.0087310331916567e-19,1.7078365898953067e-41,5.5332230514387147e-39,5.5604272046008858e-39,9.1601672881857799e-36,5.0006152210504518e-35,4.1858408279619803e-40,1.6513845296193064e-37,2.1726142485049293e-37
4.756179771482636e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280608989729,0.66999998186779719,2.9702435258554292e-12,0.0,2.7782074697501323e-16,3.0758985758324212e-29,2.7666047929412112e-30,0.0,3.1242818326680855e-33,3.9365151246829787e-32,0.0,1.6441654688707878e-09,1.8103634649831227e-08,8.2402759361128261e-09,5.2026608345287196e-13,1.103796622471354e-11,1.5762922493522194e-14,2.7527125399982244e-16,1.3830021372350322e-18,3.0440565435596921e-19,4.7414536062068655e-20,1.3822974936071712e-20,5.9041809873292398e-20,8.5821707828833124e-19,7.188922980309295e-24,7.0045674839644359e-21,3.4376259560837899e-26,1.8485307528287799e-25,8.4481108444745486e-26,8.4487445095626355e-26,2.832531355078535e-32,1.3300770974466782e-31,3.1774196337736253e-34,2.9214022525525211e-25,3.2876506796735452e-31,2.0934126158300056e-30,3.5049493411346162e-35,6.0250370145269688e-34,2.0360639286118149e-36,3.3851664163619081e-36,2.6284004427434288e-35,6.1704462094178313e-41,6.1705570423941519e-41,3.6722997676920908e-42,3.6723012758077402e-42,2.605008454207733e-30,1.3409400510801351e-30,1.2943625808935264e-31,4.5621276236654154e-36,1.0405663129456205e-19,1.8931263163007347e-41,6.2087312623081845e-39,6.23963117377043e-39,9.9509268644992506e-36,5.4993562545357716e-35,4.6033835663347805e-40,1.8384963508027582e-37,2.3697441911067246e-37
4.8117333734667404e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280602414166,0.66999998179496989,3.0166313998997696e-12,0.0,2.7782074785802527e-16,3.0636638130564024e-29,2.8210708882358365e-30,0.0,3.2226297339981559e-33,4.0542780878767661e-32,0.0,1.6376257909084794e-09,1.8175929618593006e-08,8.2799069654834261e-09,5.2446244306710815e-13,1.1255305577467357e-11,1.6137486280641974e-14,2.774708254409443e-16,1.4085283838149706e-18,3.1039433506529063e-19,4.8541210299199383e-20,1.4094918672950356e-20,6.0469825853804797e-20,8.8919959697504096e-19,7.4484869599410078e-24,7.3421898392705855e-21,3.6099003199604957e-26,1.9550719976380327e-25,9.0445656031622798e-26,9.0452513024636688e-26,3.044627296615046e-32,1.4297226878910927e-31,3.4153398504127653e-34,3.097381573878592e-25,3.5243833905889212e-31,2.2718127829190908e-30,3.8036852870848594e-35,6.6435474686587826e-34,2.2540558106725369e-36,3.7476122476819824e-36,2.9104037078934963e-35,6.8310586501180056e-41,6.8311808582414559e-41,4.0654572457227893e-42,4.0654589083037688e-42,2.8227863533970256e-30,1.4442548134360572e-30,1.3864667358158522e-31,4.9452183815760984e-36,1.073023320458199e-19,2.0958908563245912e-41,6.9569989765665929e-39,6.9920428746335288e-39,1.0798989357045753e-35,6.0408470024753247e-35,5.0567215672985294e-40,2.0441513559187696e-37,2.5820121361071144e-37
4.867286975450845e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280595886727,0.66999998172272401,3.0632034156131363e-12,0.0,2.7782074874173314e-16,3.0516238961815757e-29,2.8759695576473032e-30,0.0,3.3229011410769821e-33,4.1742022977673024e-32,0.0,1.6311902584572113e-09,1.8247639185150834e-08,8.3191949715426386e-09,5.2864221205526857e-13,1.147437223569412e-11,1.6516485567172936e-14,2.7966120553451191e-16,1.4342330513810546e-18,3.1642985699490293e-19,4.968122626149172e-20,1.4368989444861393e-20,6.1915071329859427e-20,9.2092300309857937e-19,7.7142588622124274e-24,7.691929301867053e-21,3.788652263916976e-26,2.0663377057562213e-25,9.6751779105618885e-26,9.6759192175468377e-26,3.269760017023903e-32,1.535496536955992e-31,3.6678841405266907e-34,3.2817607430453709e-25,3.77494936042801e-31,2.4629752024901164e-30,4.1237951830592911e-35,7.3169463364665768e-34,2.492335949931323e-36,4.1437916512990594e-36,3.2187105836852132e-35,7.5531507727917351e-41,7.5532853640320539e-41,4.4952036397675825e-42,4.4952054704715584e-42,3.0558424441337568e-30,1.5540869383453005e-30,1.4838874590725661e-31,5.3553047867224241e-36,1.1061067552100733e-19,2.3175347934462722e-41,7.7848376627962479e-39,7.8245217407836461e-39,1.1707724652797166e-35,6.6281628659647626e-35,5.5484303269126707e-40,2.2699289440272376e-37,2.8103726282759241e-37
4.9228405774349495e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280589406638,0.66999998165104935,3.1099580893027847e-12,0.0,2.7782074962612209e-16,3.0397736386980214e-29,2.9312990009004688e-30,0.0,3.4251110068757588e-33,4.296302773151829e-32,0.0,1.6248560993913102e-09,1.8318773858429111e-08,8.3581465873766133e-09,5.3280565318882664e-13,1.1695159025778243e-11,1.6899918646543767e-14,2.8184250660161828e-16,1.460115311074744e-18,3.2251201254271495e-19,5.0834578815157353e-20,1.4645177824693085e-20,6.3377540024073991e-20,9.5339603764260689e-19,7.9863119432639397e-24,8.054073911715076e-21,3.9740454681860115e-26,2.1824745463550995e-25,1.034145265427093e-25,1.034225334051812e-25,3.5085577130067283e-32,1.6476941255527497e-31,3.9357571853189867e-34,3.4748375599394916e-25,4.0399708947063147e-31,2.6676407220557234e-30,4.4665199719290613e-35,8.0493540007531379e-34,2.7525134785298951e-36,4.576380250354057e-36,3.5554121749668726e-35,8.3415985130317612e-41,8.3417465707475329e-41,4.9644407927260956e-42,4.9644428062305786e-42,3.305046119380603e-30,1.6707568381256518e-30,1.586860888787831e-31,5.7939299129386361e-36,1.1398212916852328e-19,2.5595563252288676e-41,8.6996021284873569e-39,8.7444750062457647e-39,1.2680655224481167e-35,7.2645587319191862e-35,6.0812356751558316e-40,2.5175214248936963e-37,3.0558274198163987e-37
4.978394179419054e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280582973151,0.66999998157993557,3.1568939637675337e-12,0.0,2.7782075051117764e-16,3.0281080467768262e-29,2.9870574396027748e-30,0.0,3.5292742183538012e-33,4.4205944633496024e-32,0.0,1.6186206445668638e-09,1.8389343848136195e-08,8.3967682450666357e-09,5.3695302228302347e-13,1.1917658861249283e-11,1.7287783755986083e-14,2.8401483841573318e-16,1.486174344759352e-18,3.2864059664166671e-19,5.2001262657351925e-20,1.4923474500445498e-20,6.4857225433752889e-20,9.866274348613221e-19,8.2647194029765078e-24,8.4289150853386523e-21,4.1662457342689363e-26,2.30363174433687e-25,1.1044941127380586e-25,1.1045805170965485e-25,3.7616705164683725e-32,1.766621259565955e-31,4.2196882717888373e-34,3.676916773331558e-25,4.3200899180141982e-31,2.8865832928776584e-30,4.8331560548739479e-35,8.8451446091200244e-34,3.0363033405576408e-36,5.0482296159062315e-36,3.922737432557956e-35,9.2015984175167063e-41,9.2017611050730106e-41,5.4762613536157421e-42,5.4762635656789829e-42,3.5713048295391975e-30,1.7945961759886007e-30,1.6956305067248791e-31,6.2627046910057447e-36,1.1741715796524537e-19,2.8235522348919357e-41,9.7092264297702002e-39,9.7598939686615457e-39,1.3721460973487425e-35,7.9534770309962814e-35,6.6580205261758701e-40,2.7887405654508206e-37,3.3194271648009853e-37
5.033947781403159e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280576585516,0.66999998150937279,3.2040096075482052e-12,0.0,2.7782075139688547e-16,3.016622310258305e-29,3.0432431167515498e-30,0.0,3.635405597264728e-33,4.5470922491003285e-32,0.0,1.6124813230077686e-09,1.8459359076369816e-08,8.4350661838965491e-09,5.4108456845374642e-13,1.2141864740817452e-11,1.7680079080081333e-14,2.8617830829089302e-16,1.512409344878422e-18,3.3481540673063737e-19,5.3181272326888775e-20,1.520387027391417e-20,6.6354120838026459e-20,1.0206259221659605e-18,8.5495543840201802e-24,8.8167476131803475e-21,4.3654209849017606e-26,2.4299610863731087e-25,1.1787241830480292e-25,1.178817342460892e-25,4.0297709645985741e-32,1.8925942912200587e-31,4.5204318200547487e-34,3.8883101586853713e-25,4.6159683218107178e-31,3.1206110055545508e-30,5.2250570265656624e-35,9.7089583065006275e-34,3.3455318239165025e-36,5.5623764663618051e-36,4.3230603859003468e-35,1.0138684404955288e-40,1.0138862970553153e-40,6.0339587525277897e-42,6.033961180054638e-42,3.8555652475567287e-30,1.9259480970679029e-30,1.8104472664254738e-31,6.7633099959726232e-36,1.2091622444402165e-19,3.1112230507203558e-41,1.08222616659744e-38,1.0879392160516939e-38,1.4833984156709627e-35,8.6985560458711472e-35,7.2818318383008519e-40,3.0855244270519149e-37,3.602273148665543e-37
5.089501383387263e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280570243034,0.66999998143935147,3.2513036142067314e-12,0.0,2.7782075228323153e-16,3.0053117938872222e-29,3.0998542962565556e-30,0.0,3.7435199009422658e-33,4.6758109434383938e-32,0.0,1.6064356572186095e-09,1.8528829188506926e-08,8.4730464581391428e-09,5.4520053436226266e-13,1.2367769746475741e-11,1.8076802749920483e-14,2.8833302115039496e-16,1.5388195140398251e-18,3.4103624266027981e-19,5.4374602201692738e-20,1.5486356056412093e-20,6.7868219303764554e-20,1.0554002200147316e-18,8.8408899709314187e-24,9.2178696569135168e-21,4.5717412639507939e-26,2.5616169266981099e-25,1.2570001275728296e-25,1.2571004837620375e-25,4.313554470679418e-32,2.0259403410457279e-31,4.8387679114708264e-34,4.1093365958517814e-25,4.9282883131771391e-31,3.3705671441257204e-30,5.6436354413812689e-35,1.0645713898740207e-33,3.6821423091473276e-36,6.1220522270540354e-36,4.7589076560859253e-35,1.1158745184146874e-40,1.1158940965864742e-40,6.6410375665662393e-42,6.6410402276766868e-42,4.1588144543749438e-30,2.065167460472201e-30,1.9315697216880349e-31,7.2974987711144239e-36,1.2447978872057062e-19,3.424378407449958e-41,1.2047915749160006e-38,1.211224551990689e-38,1.6022234401577577e-35,9.503638479699377e-35,7.9558877920522646e-40,3.4099445061673124e-37,3.9055190539017512e-37
5.145054985371368e-05,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280563944999,0.66999998136986183,3.2987746016318972e-12,0.0,2.7782075317020277e-16,2.9941720293774142e-29,3.1568892624774949e-30,0.0,3.8536318230705759e-33,4.8067652925487241e-32,0.0,1.6004812589465734e-09,1.8597763563777592e-08,8.5107149444600242e-09,5.4930115644885581e-13,1.2595367041654663e-11,1.8477952847476271e-14,2.9047907961524927e-16,1.5654040649630614e-18,3.4730290668183524e-19,5.5581246511953066e-20,1.5770922868261829e-20,6.9399513692196581e-20,1.0909590418060313e-18,9.1387991892178401e-24,9.6325827467114465e-21,4.7853787362402046e-26,2.6987561926674276e-25,1.3394914793099576e-25,1.3395994973125045e-25,4.6137398023027036e-32,2.1669975229348241e-31,5.1755028250659477e-34,4.3403221466679549e-25,5.2577527645760339e-31,3.6373312588267461e-30,6.0903646108731409e-35,1.1660621954883225e-33,4.0482012494816373e-36,6.7306929742330779e-36,5.2329662614298738e-35,1.2268042372465088e-40,1.2268256803561075e-40,7.3012243027286333e-42,7.3012272168280484e-42,4.4820811448750323e-30,2.2126210723781645e-30,2.059264155401888e-31,7.8670981888031317e-36,1.2810830851982544e-19,3.7649426237871685e-41,1.3396095219772212e-38,1.346843463318127e-38,1.7290393809928261e-35,1.0372780289123492e-34,8.6835851898099931e-40,3.7642131871779994e-37,4.2303727696423022e-37
