Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H6(343),C4H7X(141),H2(190),C4H6(54),C4H7X(140),C4H7X(143),C4H7X(142),C4H5X(381),C4H5X(380),SX(176),SX(175),SX(174),SX(178),SX(177),SX(172),C6H9X(524),C6H9X(720),C4H7X(479),SX(480),SX(657),C4H9X(153),C4H9X(171),C4H7X(145),C4H7X(146),SX(155),SX(150),SX(152),SX(154),SX(157),SX(156),SX(168),SX(167),SX(169),SX(688),SX(691),SX(357),SX(181),SX(185),C8H14(705),SX(1663),SX(1661),SX(1660),SX(1662),SX(1659),SX(183),C8H12(538),SX(539),SX(2184),SX(2190),SX(2189),SX(2188),SX(2186),SX(2187),SX(180),SX(786),SX(3228),S(3298),SX(3397),SX(854),SX(483),C8H14(997),SX(4081),C6H9X(752),SX(4079),SX(4077),C6H8(537),SX(4909),SX(4907),SX(4908),SX(3395),SX(756),SX(527),SX(186),SX(4076),SX(4083),SX(3400),SX(658),SX(659),SX(6491),C8H14(673),SX(526)
6.135698498769064e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13417091612538812,0.6004239853718486,1.3735276399806391e-08,2.2695661650146861e-20,1.1230501781870461e-10,3.0598885927561972e-30,5.6836643762367037e-17,1.5458046954254462e-42,1.5988887726448873e-17,8.2162848056483109e-17,1.0323096915488408e-29,0.069575941375853947,0.069575967532232663,1.4248360754391667e-08,5.1825454089437916e-15,1.1266415315164939e-09,1.940374243153063e-09,3.0501038482393556e-10,1.6902347790860516e-10,1.5135260001162148e-10,2.8129663815539774e-11,3.8453544869683321e-11,1.2723061290168343e-22,2.6713350206338402e-22,2.7685779046812704e-22,6.6958837039502416e-19,4.3735529215500795e-19,4.4031082413727858e-19,2.7925019389825367e-18,3.6226234821359559e-20,1.3694836932884991e-17,1.2473972297276722e-17,1.7959100639554747e-19,8.3543461865484689e-17,5.987303014994542e-17,6.9713848495566608e-22,2.3138268618244358e-22,5.0161509102852253e-24,1.6063414648062671e-20,2.697414198544268e-22,6.2957077579667675e-19,4.7816320695896151e-19,3.1383020340773801e-19,6.9250555130709454e-23,3.3780858020637254e-19,1.7343071775905967e-19,8.9830057571456766e-27,2.4423668231986575e-26,2.5667381945375397e-28,9.2089577891548452e-35,9.163030834354142e-32,4.28324975730581e-29,3.8174497445775554e-31,3.7714691553395341e-36,4.6769215490203738e-36,2.2186434531017181e-31,1.4428128982479949e-34,9.1617887574014231e-32,1.7739634779096324e-21,1.0750207121978039e-23,1.0745630606331214e-23,9.0689983752288227e-24,9.0689983868534465e-24,9.0689987120857396e-24,5.3723024642924342e-24,5.4021725354248794e-24,5.8542621484358493e-32,8.4814740564609692e-25,9.7270406028161125e-27,6.1208996367773519e-32,5.0587537927078985e-34,8.9516247006968774e-27,8.5011984115764936e-29,7.3430058899999485e-31,4.5822694609787192e-33,1.8069181328971268e-27,4.5805148507896015e-33,6.4644656262514179e-38,1.4208954527205431e-21,1.6754017369975463e-23,1.0297052225768127e-23,9.2509892360676036e-24,5.0537098350592663e-34,5.0638160998044466e-32,6.5491170286514007e-32,3.0390019539970651e-32,3.0464709354470384e-33,2.6860184024284094e-33,2.8583994410526722e-34,2.6667145909103343e-26,2.4155458573085722e-26,2.5439093235026595e-28,1.9458824364461918e-26,1.6560346720302259e-31
6.15953193725957e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13414891957535094,0.60041298681418598,1.3799038460874621e-08,2.3011254798399398e-20,1.1234796139166617e-10,3.061124845779592e-30,5.737305984282225e-17,1.5798261530901247e-42,1.6148737668388573e-17,8.2998062240419781e-17,1.0545792024607544e-29,0.069586939590300739,0.069586965862600922,1.4316731237332481e-08,5.1835606939012225e-15,1.1298268699697199e-09,1.9508734208657283e-09,3.0745236271714456e-10,1.7002604865253717e-10,1.5255943746292966e-10,2.830142766884501e-11,3.8809568994285723e-11,1.2823998845676094e-22,2.6841614117530692e-22,2.7953649670092549e-22,6.7806038413338675e-19,4.4334170722179549e-19,4.463503942713145e-19,2.8296324010460225e-18,3.6858358057316072e-20,1.3857221123916873e-17,1.2620555576988473e-17,1.8241251049370096e-19,8.4188988497572057e-17,6.0445689662138517e-17,7.0944991726541879e-22,2.3546456489651645e-22,5.0610143144322618e-24,1.6139021796440814e-20,2.7215523398124651e-22,6.378802975867291e-19,4.8394604790664711e-19,3.1796814417705479e-19,6.9659591275001136e-23,3.4230795481096773e-19,1.7575988349106081e-19,9.1167601684402699e-27,2.4853095169277731e-26,2.6221241115597432e-28,9.3700918627442623e-35,9.3924927032565008e-32,4.3750585089857091e-29,3.9101913111349963e-31,3.8504366683664314e-36,4.7748475829149757e-36,2.2738269047961741e-31,1.4730256531845316e-34,9.3912144387350604e-32,1.8053284121053338e-21,1.098034173856277e-23,1.0975677325073905e-23,9.2568734959283921e-24,9.2568735078422375e-24,9.2568738409513331e-24,5.4873126163316078e-24,5.5179530524611465e-24,5.9998626083889026e-32,8.6149986533702117e-25,9.9192208025477262e-27,6.2661996874583646e-32,5.1966999019943019e-34,9.1275531059298883e-27,8.7023396912063074e-29,7.5461553559295068e-31,4.7254242905033484e-33,1.8459675553414854e-27,4.7236075415384618e-33,6.6400822525785076e-38,1.4455795564273061e-21,1.7091231378641271e-23,1.0512529112846164e-23,9.4405815206307175e-24,5.1914974971303878e-34,5.1514074573227587e-32,6.6675831538266154e-32,3.1150425359397868e-32,3.1416109517123735e-33,2.7685660107521833e-33,2.9345145909742727e-34,2.7137710052278753e-26,2.4579040159439572e-26,2.5987033230181978e-28,1.9820331664387972e-26,1.6789467570215162e-31
6.183365375750075e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13412731670369848,0.60040218509571674,1.3862792815356021e-08,2.3329793950901016e-20,1.1239099190591356e-10,3.0623396209242268e-30,5.7911975530837695e-17,1.6144604568151794e-42,1.6309506192955397e-17,8.3838142919870119e-17,1.0772379407544529e-29,0.069597740965571891,0.069597767353740791,1.4385111107711927e-08,5.1845786306236156e-15,1.1329894565627785e-09,1.9613740148018158e-09,3.0990473129216434e-10,1.7103032878107239e-10,1.5377135591044949e-10,2.8473425183147671e-11,3.9167398147289637e-11,1.29253925354857e-22,2.6969912866430972e-22,2.8223136678322654e-22,6.866047336491782e-19,4.4938659655217495e-19,4.5244917276191399e-19,2.8671017857406836e-18,3.7498868960371457e-20,1.4020897691351823e-17,1.2768292107355034e-17,1.8526710661373375e-19,8.4837061373043098e-17,6.1021142677492121e-17,7.2192807381260048e-22,2.396016287819784e-22,5.1060974992088156e-24,1.6214630520278571e-20,2.7458087449896758e-22,6.462650443491235e-19,4.8977329760962922e-19,3.2214347389599835e-19,7.0069535610131691e-23,3.4684992183529596e-19,1.7811141157391267e-19,9.2519482387686556e-27,2.5288368052132233e-26,2.6784818684451289e-28,9.5334066252586377e-35,9.6268179486336782e-32,4.4684654545950222e-29,4.0048248914706867e-31,3.9307665078364902e-36,4.8744630112699311e-36,2.3301712815940111e-31,1.5037596799045789e-34,9.6255025863449175e-32,1.8371101120998893e-21,1.1214453765170776e-23,1.1209700166253386e-23,9.4478472260313398e-24,9.4478472382403768e-24,9.4478475793831431e-24,5.6043105458079669e-24,5.6357379286804636e-24,6.1485210833506314e-32,8.7500934956849533e-25,1.0114420386136557e-26,6.4143524729565681e-32,5.3378681393952889e-34,9.3062287587556824e-27,8.9074176747384647e-29,7.7540852382255013e-31,4.8724837871098552e-33,1.8856969580027003e-27,4.8706029519084749e-33,6.819790226673182e-38,1.4705888074848536e-21,1.7433876057169236e-23,1.0731670321979792e-23,9.6333045433474484e-24,5.3325029500849392e-34,5.2401613045624598e-32,6.7877300506038751e-32,3.192693016422823e-32,3.2393447886122356e-33,2.8533193181247359e-33,3.0123540648551927e-34,2.7614702667531885e-26,2.5008364430877275e-26,2.654456284540194e-28,2.0187006470735498e-26,1.7020787435284451e-31
6.207198814240581e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13410610045448262,0.60039157668846688,1.3926539294211236e-08,2.3651292457824599e-20,1.1243410818066098e-10,3.0635332808987551e-30,5.8453389095055993e-17,1.6497162016725266e-42,1.6471194626243515e-17,8.4683098241843389e-17,1.1002911016307663e-29,0.069608349029641484,0.06960837553362631,1.4453500196767057e-08,5.185599175159375e-15,1.1361293880606224e-09,1.9718759642645911e-09,3.1236749529076007e-10,1.7203631073757269e-10,1.5498835726465013e-10,2.8645654633443922e-11,3.9527033444705743e-11,1.3027242615357992e-22,2.7098246232209105e-22,2.849424326622865e-22,6.9522172972154671e-19,4.5549030396434379e-19,4.5860751056948948e-19,2.9049117650316212e-18,3.8147843932617016e-20,1.418587206591517e-17,1.2917186631116596e-17,1.8815505462241672e-19,8.5487678947141316e-17,6.1599388652364243e-17,7.3457450669424524e-22,2.4379438993783444e-22,5.1514004057619297e-24,1.6290240622008308e-20,2.7701833825383411e-22,6.5472537308018778e-19,4.9564507893901341e-19,3.263563690575983e-19,7.0480384871259049e-23,3.5143472114051024e-19,1.8048543194614984e-19,9.388579388427147e-27,2.5729543654952198e-26,2.735824668150709e-28,9.6989225609005348e-35,9.8660908525167421e-32,4.563492093361193e-29,4.1013817468930475e-31,4.0124770890111182e-36,4.9757906705012293e-36,2.3876965988640473e-31,1.5350220253868444e-34,9.8647374629504834e-32,1.8693122926085717e-21,1.1452595533599729e-23,1.1447751448781033e-23,9.6419574246722486e-24,9.641957437182556e-24,9.6419577865182976e-24,5.7233224072788377e-24,5.7555536055136121e-24,6.3002898874460811e-32,8.8867709488884929e-25,1.0312674789743431e-26,6.565402429716461e-32,5.4823212215405665e-34,9.4876836593454503e-27,9.1164935176532897e-29,7.9668884482560045e-31,5.0235390291827366e-33,1.9261153449757579e-27,5.0215921071066324e-33,7.0036689220131861e-38,1.4959261264691582e-21,1.77820167210816e-23,1.0954523805740929e-23,9.82919743832408e-24,5.4767888091384778e-34,5.3300883388647813e-32,6.9095747784802427e-32,3.2719812515065907e-32,3.3397329114751998e-33,2.9403284120656409e-33,3.0919500621036204e-34,2.8098186425832693e-26,2.5443486757761738e-26,2.7111811839445014e-28,2.0558900530646989e-26,1.7254317611240403e-31
6.231032252731087e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13408526389858244,0.60038115812787696,1.3990277731642424e-08,2.3975763656642897e-20,1.1247730905022668e-10,3.0647061826443177e-30,5.8997298804912056e-17,1.6856020684294011e-42,1.6633804286293162e-17,8.5532936356768066e-17,1.1237439274160308e-29,0.069618767247070015,0.069618793866817949,1.4521898338779094e-08,5.186622284190498e-15,1.1392467621008713e-09,1.9823792096546892e-09,3.1484065935883738e-10,1.730439869270774e-10,1.5621044338794548e-10,2.8818114293569457e-11,3.9888475986426667e-11,1.3129549335647067e-22,2.7226613999730271e-22,2.8766972615117358e-22,7.0391168281910704e-19,4.6165317389634584e-19,4.6482575931554564e-19,2.9430640114877349e-18,3.8805359752189824e-20,1.4352149680348134e-17,1.3067243891807162e-17,1.9107661545311925e-19,8.6140839673475485e-17,6.2180427042534696e-17,7.4739077531755528e-22,2.4804336285131686e-22,5.1969229723231992e-24,1.6365851907658504e-20,2.7946762193495118e-22,6.6326164060697516e-19,5.0156151399311924e-19,3.3060700606108512e-19,7.0892135773913907e-23,3.5606259287880024e-19,1.8288207474663491e-19,9.5266630587985002e-27,2.6176679082704294e-26,2.7941658415838562e-28,9.866660251731572e-35,1.0110396822733025e-31,4.6601601300998534e-29,4.1998935323829945e-31,4.0955870047979831e-36,5.0788536173207131e-36,2.4464231409826469e-31,1.5668198045971305e-34,1.0109004456733568e-31,1.901938685321326e-21,1.1694819844520258e-23,1.1689883960374597e-23,9.8392422444247004e-24,9.839242257242448e-24,9.8392426149329437e-24,5.8443745896407269e-24,5.8774267624911648e-24,6.4552220191995514e-32,9.0250434291582983e-25,1.0514019728009785e-26,6.7193945089283952e-32,5.6301228411084639e-34,9.6719500565839271e-27,9.3296290825988011e-29,8.1846593269475848e-31,5.1786828595658957e-33,1.9672318022020601e-27,5.1766677955600699e-33,7.1917989382932326e-38,1.5215944478163935e-21,1.813571918977243e-23,1.1181137951762353e-23,1.0028299664953911e-23,5.6244186635844919e-34,5.4211993106761662e-32,7.0331344953626488e-32,3.3529354684083364e-32,3.4428369560293275e-33,3.029644315200264e-33,3.1733352536248902e-34,2.8588224365896785e-26,2.5884462827547349e-26,2.7688911219757313e-28,2.0936065886301557e-26,1.7490069391203029e-31
6.254865691221593e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13406480023141137,0.60037092601165387,1.4054007965035873e-08,2.4303220872138005e-20,1.1252059336385198e-10,3.0658586774139749e-30,5.9543702930775026e-17,1.7221268240343883e-42,1.6797336483058294e-17,8.6387665418537338e-17,1.1476017077668246e-29,0.069628999020150781,0.069629025755608975,1.4590305371018141e-08,5.1876479150344008e-15,1.1423416771613501e-09,1.9928836924510494e-09,3.1732422804711939e-10,1.7405334971719214e-10,1.5743761609503509e-10,2.8990802436393348e-11,4.0251726856348763e-11,1.3232312941365559e-22,2.7355015959453227e-22,2.904132789308668e-22,7.1267490309694659e-19,4.6787555140383746e-19,4.7110427128052631e-19,2.9815601982649585e-18,3.9471493573406671e-20,1.4519735969356608e-17,1.3218468633704978e-17,1.9403205110598208e-19,8.6796542004182217e-17,6.2764257303341395e-17,7.6037844639085582e-22,2.5234906439464559e-22,5.2426651342658938e-24,1.6441464186790401e-20,2.819287220773941e-22,6.7187420358367781e-19,5.0752272409771295e-19,3.348955612101009e-19,7.1304785014561609e-23,3.6073377748911407e-19,1.8530147031248674e-19,9.6662087122666293e-27,2.6629831771477162e-26,2.8535188483454026e-28,1.0036640377539652e-34,1.0359822403160803e-31,4.7584914763824453e-29,4.3003922999330181e-31,4.1801150267356584e-36,5.1836751299571198e-36,2.5063714639060289e-31,1.5991602008652185e-34,1.0358390091588506e-31,1.934993038904496e-21,1.1941179969593316e-23,1.1936150959675587e-23,1.0039740132077563e-23,1.0039740145209028e-23,1.0039740511418546e-23,5.967493717187449e-24,6.0013843183351186e-24,6.6133711675095114e-32,9.1649234033719775e-25,1.0718491195196461e-26,6.8763741804800678e-32,5.7813376781698362e-34,9.8590604490606753e-27,9.5468869448190884e-29,8.4074936610747988e-31,5.3380099127334867e-33,2.0090554978713441e-27,5.3359245960629478e-33,7.3842621154342753e-38,1.5475967198237756e-21,1.8495049787829803e-23,1.1411561584802847e-23,1.023065100907516e-23,5.7754570881077454e-34,5.5135050235546132e-32,7.1584264576338681e-32,3.4355842688658292e-32,3.5487197464019948e-33,3.1213189988821117e-33,3.2565427867692382e-34,2.9084879894846641e-26,2.6331348645261407e-26,2.8275993249608546e-28,2.1318554875274257e-26,1.7728054065573604e-31
6.278699129712099e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13404470277066663,0.60036087699864749,1.4117729834905651e-08,2.4633677416411612e-20,1.125639599855224e-10,3.0669911108514869e-30,6.0092599744085295e-17,1.7592993221037716e-42,1.6961792518375174e-17,8.7247293584550779e-17,1.1718697798742598e-29,0.06963904769003508,0.069639074541150758,1.465872113368892e-08,5.1886760256256381e-15,1.1454142325281916e-09,2.0033893551921596e-09,3.1981820581182928e-10,1.7506439143898141e-10,1.5866987715324775e-10,2.9163717334011886e-11,4.0616787122494079e-11,1.3335533672249599e-22,2.748345190733066e-22,2.9317312255234302e-22,7.2151170039372229e-19,4.7415778215789175e-19,4.7744339940169424e-19,3.0204019990896402e-18,4.0146322926894156e-20,1.46886363695604e-17,1.3370865601783402e-17,1.9702162464807949e-19,8.7454784390083696e-17,6.3350878889812319e-17,7.735390939145202e-22,2.5671201382177906e-22,5.2886268241626621e-24,1.6517077272435761e-20,2.8440163506529011e-22,6.8056341848811476e-19,5.1352882980631779e-19,3.3922221071094816e-19,7.1718329271160751e-23,3.6544851569289719e-19,1.8774374917701659e-19,9.8072258321322012e-27,2.708905948903644e-26,2.9138972774739785e-28,1.0208883715706057e-34,1.0614455284027308e-31,4.8585082517056052e-29,4.4029105018994055e-31,4.2660801059796329e-36,5.2902787093788084e-36,2.567562397756741e-31,1.6320504662622587e-34,1.0612982037415742e-31,1.9684791190023864e-21,1.2191729653586082e-23,1.2186606178365191e-23,1.0243489829406287e-23,1.0243489842857842e-23,1.024349021775318e-23,6.0927066506675227e-24,6.1274534320499478e-24,6.7747917176449335e-32,9.3064233891127288e-25,1.0926125466322695e-26,7.0363874369232278e-32,5.9360314116184804e-34,1.0049047586061314e-26,9.7683303976035758e-29,8.6354886996714137e-31,5.5016166422702645e-33,2.0515956828237524e-27,5.4994589052325051e-33,7.5811415476961451e-38,1.5739359046502641e-21,1.8860075346348409e-23,1.1645843968811381e-23,1.0436291584124555e-23,5.9299696541837833e-34,5.6070163341756484e-32,7.2854680202184415e-32,3.5199566325150351e-32,3.6574453133243283e-33,3.2154053969563135e-33,3.3416062903098763e-34,2.9588216788870408e-26,2.678420053398316e-26,2.8873191455238657e-28,2.170642013089385e-26,1.7968282921928891e-31
6.302532568202604e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13402496495411995,0.60035100780774375,1.4181443184838238e-08,2.4967146588895993e-20,1.1260740779379118e-10,3.0681038230694086e-30,6.0643987517487254e-17,1.7971285034081843e-42,1.7127173685931889e-17,8.8111829015752221e-17,1.196553528667824e-29,0.069648916537837141,0.06964894350455747,1.472714546987751e-08,5.1897065745147988e-15,1.1484645282645055e-09,2.0138961414576151e-09,3.223225970153778e-10,1.7607710438786518e-10,1.5990722828288881e-10,2.9336857257942297e-11,4.0983657837132857e-11,1.3439211762823382e-22,2.7611921644711045e-22,2.9594928843864688e-22,7.3042238422883851e-19,4.8050021244283433e-19,4.8384349727104723e-19,3.0595910882420606e-18,4.082992571971511e-20,1.4858856319442768e-17,1.3524439541662179e-17,2.000456002135698e-19,8.8115565280840559e-17,6.3940291256793048e-17,7.8687429917186724e-22,2.6113273276515602e-22,5.3348079718417186e-24,1.6592690981035777e-20,2.8688635713486771e-22,6.8932964161829958e-19,5.1957995090059839e-19,3.4358713067087802e-19,7.2132765203716416e-23,3.7020704848985231e-19,1.9020904206767333e-19,9.949723922529162e-27,2.7554420335377708e-26,2.9753148481915936e-28,1.0383411141072258e-34,1.0874384312250066e-31,4.9602327846623389e-29,4.5074809943675971e-31,4.3535013742895562e-36,5.3986880805180349e-36,2.6300170494243211e-31,1.6654979219786509e-34,1.08728691204586e-31,2.0024007082386689e-21,1.2446523116486325e-23,1.2441303823278682e-23,1.0450530373939201e-23,1.0450530387717326e-23,1.0450530771467841e-23,6.2200404883407952e-24,6.2556615040130311e-24,6.939538757262961e-32,9.4495559546743375e-25,1.1136959098305153e-26,7.1994807974556139e-32,6.0942707306884096e-34,1.0241944468558593e-26,9.9940234577572922e-29,8.8687431705638226e-31,5.6696013486637821e-33,2.0948616909520378e-27,5.6673689652765521e-33,7.7825215978936712e-38,1.6006149783171311e-21,1.9230863204232671e-23,1.1884034808990216e-23,1.0645261832286641e-23,6.0880229415649325e-34,5.7017441523380076e-32,7.414276636648473e-32,3.6060819202817198e-32,3.7690789125417427e-33,3.3119574196650767e-33,3.4285598794514343e-34,3.009829919387841e-26,2.7243075135320461e-26,2.9480640633015321e-28,2.2099714582599001e-26,1.8210767244917765e-31
6.32636600669311e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13400558033744803,0.60034131521678169,1.4245147861438096e-08,2.5303641676365778e-20,1.1265093568160421e-10,3.069197148726505e-30,6.1197864524957494e-17,1.8356233963595783e-42,1.7293481271238763e-17,8.8981279876663973e-17,1.2216583870187763e-29,0.069658608785718584,0.069658635867990759,1.479557822549906e-08,5.1907395208531062e-15,1.1514926651795936e-09,2.0244039958499863e-09,3.2483740592705642e-10,1.7709148082451795e-10,1.6114967115758835e-10,2.9510220479316224e-11,4.1352340036906645e-11,1.3543347442463366e-22,2.7740424978242592e-22,2.9874180788694319e-22,7.3940726379971418e-19,4.8690318915411841e-19,4.9030491913326932e-19,3.0991291405400862e-18,4.1522380235491258e-20,1.5030401259300368e-17,1.3679195199559094e-17,2.0310424300383537e-19,8.87788831251001e-17,6.453249385906975e-17,8.0038565072003315e-22,2.6561174523242865e-22,5.3812085044431927e-24,1.6668305132381052e-20,2.89382884377474e-22,6.9817322908908238e-19,5.2567620639082109e-19,3.4799049709641516e-19,7.2548089454830081e-23,3.7500961715371653e-19,1.9269747990399665e-19,1.0093712508342152e-26,2.802597274327713e-26,3.0377854106504558e-28,1.0560243625806697e-34,1.1139699501821403e-31,5.0636876141149429e-29,4.6141370405305878e-31,4.4423981450177824e-36,5.5089271934968144e-36,2.6937568051801723e-31,1.6995099587024062e-34,1.1138141333683236e-31,2.0367616062176203e-21,1.2705615055615272e-23,1.2700298578518303e-23,1.066090109971885e-23,1.066090111383013e-23,1.0660901506607751e-23,6.3495225670343147e-24,6.3860361770644931e-24,7.1076680824478266e-32,9.5943337190656676e-25,1.1351028931097112e-26,7.3657013119181014e-32,6.2561233465582867e-34,1.0437784350203425e-26,1.0224030871091999e-28,9.1073572970270486e-31,5.842064207410703e-33,2.1388629396038925e-27,5.8397548920747278e-33,7.9884879117167752e-38,1.6276369307083947e-21,1.9607481209490287e-23,1.2126184253857014e-23,1.0857602525638837e-23,6.249684549853111e-34,5.7976994409689795e-32,7.5448698591293036e-32,3.693989877786949e-32,3.8836870434321208e-33,3.4110299676959782e-33,3.5174381608688215e-34,3.0615191626157361e-26,2.7708029409884251e-26,3.0098476856602052e-28,2.2498491456292976e-26,1.8455518316160536e-31
6.350199445183616e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13398654259210285,0.6003317960614879,1.4308843714274243e-08,2.5643175952950326e-20,1.1269454255612779e-10,3.070271417104471e-30,6.1754229041928352e-17,1.8747931174984921e-42,1.746071655159974e-17,8.98556543354175e-17,1.2471898359430901e-29,0.069668127597953419,0.069668154795724607,1.4864019249246455e-08,5.1917748243894243e-15,1.1544987447987182e-09,2.034912863976978e-09,3.2736263672373536e-10,1.781075129757702e-10,1.6239720740465386e-10,2.9683805269072671e-11,4.1722834742951454e-11,1.3647940935462128e-22,2.7868961719778717e-22,3.0155071207055359e-22,7.484666479791307e-19,4.9336705979623087e-19,4.9682801988371495e-19,3.139017831322968e-18,4.2223765134522434e-20,1.5203276631193553e-17,1.3835137322242078e-17,2.0619781928761169e-19,8.9444736370639995e-17,6.5127486151488524e-17,8.1407474438081891e-22,2.7014957760318923e-22,5.4278283464742487e-24,1.6743919549552632e-20,2.918912127425596e-22,7.0709453682886563e-19,5.318177145163844e-19,3.5243248589172179e-19,7.2964298650244329e-23,3.7985646322805948e-19,1.9520919379557942e-19,1.0239201135124858e-26,2.8503775478839984e-26,3.1013229466810182e-28,1.073940223927137e-34,1.1410492044236014e-31,5.1688954903696842e-29,4.7229123140804286e-31,4.5327899140991932e-36,5.621020224854403e-36,2.7588033333066558e-31,1.7340940369980114e-34,1.1408889847201602e-31,2.071565629525207e-21,1.2969060647738979e-23,1.2963645607564681e-23,1.0874641638058367e-23,1.087464165250949e-23,1.0874642054488756e-23,6.4811804631974534e-24,6.5186053375964342e-24,7.2792362037708652e-32,9.7407693520147146e-25,1.1568372088827707e-26,7.5350965648070363e-32,6.4216580040433447e-34,1.0636600738315715e-26,1.0458418117938295e-28,9.3514328145638533e-31,6.0191072974395189e-33,2.1836089299844226e-27,6.0167187035757718e-33,8.1991274321549071e-38,1.6550047655711225e-21,1.9989997720516464e-23,1.2372342897305905e-23,1.1073354767292168e-23,6.4150231101597443e-34,5.8948932161294899e-32,7.6772653386051328e-32,3.7837106387664412e-32,4.0013374678331063e-33,3.5126789463739234e-33,3.608276237776532e-34,3.1138958973022271e-26,2.8179120637760456e-26,3.0726837484137041e-28,2.2902804274696806e-26,1.8702547414150523e-31
6.374032883674122e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13396784550322141,0.60032244723443151,1.4372530595827739e-08,2.5985762680146858e-20,1.1273822733857763e-10,3.0713269521839436e-30,6.2313079345407605e-17,1.9146468719816288e-42,1.7628880796084672e-17,9.07349605637807e-17,1.2731534048039524e-29,0.069677476081973125,0.069677503395190576,1.4932468392539941e-08,5.1928124454569071e-15,1.1574828693334064e-09,2.0454226924338953e-09,3.2989829349056529e-10,1.7912519303551189e-10,1.6364983860542313e-10,2.9857609898150535e-11,4.2095142961021482e-11,1.3752992461091813e-22,2.7997531686285396e-22,3.0437603204097949e-22,7.5760084531266512e-19,4.9989217248063426e-19,5.0341315506642816e-19,3.1792588364352754e-18,4.293415945390186e-20,1.5377487878897066e-17,1.3992270656981698e-17,2.0932659640110582e-19,9.0113123464507495e-17,6.572526758907042e-17,8.2794318323151703e-22,2.7474675862568796e-22,5.4746674198642105e-24,1.6819534058864152e-20,2.9441133804063444e-22,7.1609392057639565e-19,5.3800459274642311e-19,3.5691327285699723e-19,7.3381389399383781e-23,3.8474782852209896e-19,1.977443150400382e-19,1.0386199369019256e-26,2.898788764204697e-26,3.1659415705412526e-28,1.0920908147888361e-34,1.1686854318961475e-31,5.2758793763532342e-29,4.833840902612767e-31,4.6246963610423874e-36,5.734991578776422e-36,2.8251785867404317e-31,1.7692576876858026e-34,1.1685207018737318e-31,2.1068166117300036e-21,1.3236915551178195e-23,1.3231400555386701e-23,1.1091791918292935e-23,1.1091791933090694e-23,1.109179234444878e-23,6.6150419939562777e-24,6.6533971166415664e-24,7.4543003523716017e-32,9.888875573972131e-25,1.1789025980941269e-26,7.7077146793018109e-32,6.5909444933750986e-34,1.083842739487511e-26,1.0697251418678614e-28,9.6010729878072804e-31,6.2008346298520073e-33,2.229109247558734e-27,6.1983643485131568e-33,8.4145284140262004e-38,1.6827215005156022e-21,2.0378481607368609e-23,1.2622561780667545e-23,1.1292559992527816e-23,6.5841082968531354e-34,5.9933365470188267e-32,7.8114808248246519e-32,3.8752747285037439e-32,4.1220992290800789e-33,3.6169612799976521e-33,3.7011097150284612e-34,3.1669666493466223e-26,2.8656406418980035e-26,3.1365861165422493e-28,2.3312706857700966e-26,1.8951865814158339e-31
