Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H6(343),C4H7X(141),H2(190),C4H6(54),C4H7X(140),C4H7X(143),C4H7X(142),C4H5X(381),C4H5X(380),SX(176),SX(175),SX(174),SX(178),SX(177),SX(172),C6H9X(524),C6H9X(720),C4H7X(479),SX(480),SX(657),C4H9X(153),C4H9X(171),C4H7X(145),C4H7X(146),SX(155),SX(150),SX(152),SX(154),SX(157),SX(156),SX(168),SX(167),SX(169),SX(688),SX(691),SX(357),SX(181),SX(185),C8H14(705),SX(1663),SX(1661),SX(1660),SX(1662),SX(1659),SX(183),C8H12(538),SX(539),SX(2184),SX(2190),SX(2189),SX(2188),SX(2186),SX(2187),SX(180),SX(786),SX(3228),S(3298),SX(3397),SX(854),SX(483),C8H14(997),SX(4081),C6H9X(752),SX(4079),SX(4077),C6H8(537),SX(4909),SX(4907),SX(4908),SX(3395),SX(756),SX(527),SX(186),SX(4076),SX(4083),SX(3400),SX(658),SX(659),SX(6491),C8H14(673),SX(526)
1.2962884889577212e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25885626455695698,0.66276671929164832,2.1786922943752698e-11,8.4944216093187248e-28,1.9876476445571072e-11,5.7923659093717586e-32,1.3584425427300637e-22,8.5155644422981394e-54,4.136157899386786e-23,1.6766389005144031e-22,4.5200123556914849e-40,0.0072332806184615302,0.0072332806423236673,1.9845658940242178e-12,5.4420569437456761e-15,2.7097972797297115e-13,2.2205032866246647e-13,2.7482292366038756e-14,2.7448287198944408e-14,1.3737700766014907e-14,4.2753369113967572e-16,2.1416519448812311e-16,1.1516721466914699e-25,4.1027242551945328e-25,1.7968104768850901e-26,1.0270385163307427e-25,5.1374256992251898e-26,5.1374773128060287e-26,2.6012141055854928e-25,5.4124431091578542e-29,2.0426869016446667e-23,2.0784705957139821e-23,5.1682055433559016e-27,4.1331296723777577e-20,1.3979531678387029e-22,1.5857009960428923e-30,5.2856338589140031e-31,2.3217891505242374e-26,2.2643535384830183e-23,2.0037075180863596e-26,1.0575241790752458e-25,1.0569275008241516e-25,5.287586530792257e-26,1.1465631860225768e-25,5.0836303250998714e-26,2.5395466677528697e-26,4.9349783831240831e-35,5.1677216721892794e-35,9.1701608237820189e-39,2.2052797646828655e-42,2.5846023291003924e-43,1.7221849231834634e-39,1.1442772431364978e-42,5.4037414778280011e-45,6.6935003909733613e-45,5.7229020619166257e-43,1.6065671056407414e-43,2.5846017300678032e-43,2.4960857111864858e-31,8.4451912245310686e-35,8.4412698908913045e-35,8.4389955882416926e-35,8.4389955884080968e-35,8.4389955938324001e-35,4.2206338229219927e-35,4.2206686739856814e-35,1.727497633007437e-43,2.4516396956586512e-32,5.055353545294674e-36,5.9915718891465003e-43,3.4388473614332522e-46,5.1490139990116727e-36,9.0776945391664046e-40,1.4987050527279366e-43,6.5866286879362116e-47,4.5640176952365379e-38,6.586624090435718e-47,4.6976588899384638e-49,2.1744397422815925e-30,1.9465160002500816e-33,9.7360581836405873e-34,9.7343188350246494e-34,3.4388412367043558e-46,7.7413690711273863e-40,1.4385267048035358e-40,8.615268418091969e-44,4.3910710442807433e-47,4.3900015971176195e-47,2.2918427701816222e-46,5.0816275804396043e-35,5.1671836640203555e-35,9.1693788517845076e-39,2.3264590921741373e-36,1.3847099055404815e-38
1.3025497027568535e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25879057032041292,0.66273387217271362,2.199266020568646e-11,8.6984080732148682e-28,2.0046603529977612e-11,5.8400367473070184e-32,1.3817071280739402e-22,8.8787888950374797e-54,4.2146754944522357e-23,1.708565238953518e-22,4.6720328193912306e-40,0.0072661277365262183,0.0072661277606318924,2.0211366377758919e-12,5.4418508853036449e-15,2.7474526861518366e-13,2.2518311300174579e-13,2.7866864129147614e-14,2.7832178156714204e-14,1.3929967017790822e-14,4.3551282563225751e-16,2.1816607018324482e-16,1.1624904797122654e-25,4.1415576033743556e-25,1.8239206193394892e-26,1.0513009489569237e-25,5.2588124510678857e-26,5.2588657872129197e-26,2.6628240069742559e-25,5.5679252404800381e-29,2.0815231282141705e-23,2.1178997192712246e-23,5.2921540488715977e-27,4.190257797517695e-20,1.4245481597588276e-22,1.6310045109907477e-30,5.4366441906146369e-31,2.3116343902590851e-26,2.2881011094328061e-23,2.0296212490635308e-26,1.0771755687846299e-25,1.0765634413731441e-25,5.3858426254961955e-26,1.1573127556545091e-25,5.203469520557255e-26,2.5994355623357363e-26,5.0759648927027018e-35,5.3158865008310786e-35,9.4798043719624822e-39,2.257998852133073e-42,2.6834813375398379e-43,1.780250819765856e-39,1.1881625419905603e-42,5.5581113794286914e-45,6.8847889434870201e-45,5.9424017245047292e-43,1.6561815521571993e-43,2.6834807097361904e-43,2.5794892161436784e-31,8.7663806410907742e-35,8.7623095937502241e-35,8.7599263172817807e-35,8.7599263174553661e-35,8.7599263231138068e-35,4.3811536255260234e-35,4.3811901467200607e-35,1.7935428016701573e-43,2.5104168621976766e-32,5.2019154136068975e-36,6.1953602211271128e-43,3.5715411631055185e-46,5.298096427598789e-36,9.3862013563841434e-40,1.5571936502466672e-43,6.8738962505211934e-47,4.7181389437108679e-38,6.873891406966816e-47,4.8567136244228876e-49,2.2368861403805354e-30,2.0113299894774976e-33,1.0060278147153811e-33,1.0058463776246728e-33,3.5715347416270229e-46,7.9285558165485538e-40,1.4866312798875831e-40,8.9448616138489062e-44,4.5825818578130023e-47,4.5814552826842337e-47,2.3802703181837035e-46,5.2275526625682064e-35,5.3153301453888471e-35,9.4789917543155203e-39,2.4043120775632754e-36,1.4175268117154923e-38
1.3150721303551182e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.258659296434819,0.66266823522858143,2.2406886265005484e-11,9.1180398340478199e-28,2.038819529185099e-11,5.9357617324751227e-32,1.429217979637493e-22,9.646287116421829e-54,4.3749952253240223e-23,1.7737608382689764e-22,4.9891595693521047e-40,0.0073317646789058796,0.0073317647035029201,2.0957177533560311e-12,5.4414402404913786e-15,2.8237572677811248e-13,2.3153396351357079e-13,2.864629593375109e-14,2.8610212104812304e-14,1.4319643461701119e-14,4.5179589353643624e-16,2.263310138505549e-16,1.1842687964594116e-25,4.2197447695096458e-25,1.8788891732726648e-26,1.1011762330657438e-25,5.5083444076127995e-26,5.5084013356863422e-26,2.7894937091064349e-25,5.8899777011292103e-29,2.1608268894314459e-23,2.1984079943838374e-23,5.5471199957646851e-27,4.3059729009916346e-20,1.4788562604864921e-22,1.7248160333240648e-30,5.749346356531251e-31,2.2916045177305306e-26,2.3359141961333846e-23,2.0822661466297564e-26,1.1174603747291805e-25,1.1168162681201973e-25,5.5872648902560768e-26,1.1789515151644194e-25,5.4497967928631799e-26,2.7225371188894797e-26,5.3678933851864952e-35,5.6227330184162717e-35,1.0125865576815285e-38,2.3664265280734862e-42,2.8911262292602268e-43,1.9013938125946434e-39,1.2803319252789288e-42,5.8777348917101298e-45,7.2808569232194423e-45,6.4034045253244691e-43,1.7591612844045768e-43,2.8911255401787095e-43,2.7534195063362371e-31,9.4406603468795981e-35,9.4362749272660944e-35,9.4336595925745967e-35,9.4336595927633772e-35,9.4336595989170267e-35,4.7181361888896744e-35,4.7181762666349338e-35,1.9322330979809733e-43,2.6313216017318341e-32,5.5056203654202428e-36,6.6207529403174405e-43,3.8503512564744159e-46,5.6070047157389093e-36,1.0030156791173268e-39,1.6801750722384874e-43,7.4818928140069677e-47,5.0397346108896319e-38,7.4818874422323578e-47,5.1886303461336787e-49,2.3662304732964723e-30,2.1464675434494338e-33,1.0736283191519359e-33,1.0734310154183333e-33,3.8503442025568182e-46,8.3137067590366569e-40,1.5868215807486423e-40,9.6370037994012504e-44,4.9879109665345716e-47,4.986661763996176e-47,2.5660691502358592e-46,5.5297837591788556e-35,5.6221383608561994e-35,1.0124988508579003e-38,2.5666738117779674e-36,1.4849971352191866e-38
1.327594557953383e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25852817515186649,0.6626026745857565,2.2824776606270235e-11,9.5535780315131391e-28,2.0731542700451115e-11,6.0319934539600955e-32,1.4780576024271156e-22,1.0471448524451421e-53,4.5397584953375485e-23,1.8407735449052745e-22,5.324416138625445e-40,0.0073973253199610817,0.0073973253450551578,2.1722419786670512e-12,5.4410502304648137e-15,2.9013945843678635e-13,2.3799926188594302e-13,2.9439529181017149e-14,2.9401998091164363e-14,1.4716220358055806e-14,4.6851801561896386e-16,2.3471657361179746e-16,1.2062356962132093e-25,4.2986250821968281e-25,1.9348610272586942e-26,1.1528920160748876e-25,5.7670876635386866e-26,5.767148386818959e-26,2.9208666144299395e-25,6.2272727556434307e-29,2.2423379239577224e-23,2.2811486201692937e-23,5.8117295047371574e-27,4.4236414161510891e-20,1.5346772585971432e-22,1.82303095633134e-30,6.0767263307421257e-31,2.2726026364161e-26,2.3841506638265829e-23,2.1360066371853606e-26,1.159083817140379e-25,1.1584062406283143e-25,5.7953802584298192e-26,1.2007761241665809e-25,5.7051848228219657e-26,2.8501681618584975e-26,5.6735002903040883e-35,5.9440327747289054e-35,1.0809028831832389e-38,2.4789314733833242e-42,3.1125688329182336e-43,2.0294803581028419e-39,1.3786407500053679e-42,6.2123100189038901e-45,7.695458233046367e-45,6.8951180716697123e-43,1.8673027688979558e-43,3.1125680772632443e-43,2.9372150643739508e-31,1.0159443685684795e-34,1.0154723038512499e-34,1.0151855647184407e-34,1.0151855647389543e-34,1.0151855654076283e-34,5.0773601330212307e-35,5.0774040738612984e-35,2.0801338124316946e-43,2.7567969339975185e-32,5.8238788716350644e-36,7.0708498821570316e-43,4.1479066760189939e-46,5.9306884287128155e-36,1.0711468273538959e-39,1.8115493293442429e-43,8.1369977801321319e-47,5.3798376838765378e-38,8.1369918284936145e-47,5.5396837322714272e-49,2.5016940800285189e-30,2.2892335993749516e-33,1.1450454994997086e-33,1.1448311163745683e-33,4.1478989344206739e-46,8.7135647482652308e-40,1.6925076160956939e-40,1.0375137712387739e-43,5.4246454703047865e-47,5.4232616694823899e-47,2.7643583539970844e-46,5.8462827277329707e-35,5.9433975858103439e-35,1.0808082896006577e-38,2.7382534428303337e-36,1.5549712033318845e-38
1.3401169855516476e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25839720625510043,0.66253719013601176,2.3246325987207593e-11,1.0005463095841976e-27,2.1076612381650616e-11,6.1287267481783661e-32,1.5282502647695714e-22,1.1357956243912206e-53,4.7090427662236009e-23,1.9096354198398626e-22,5.6786476245363998e-40,0.0074628097679192923,0.0074628097935160159,2.250737649536938e-12,5.4406360824098595e-15,2.9803738394796096e-13,2.4457989152617111e-13,3.0246663898832456e-14,3.0207634830355665e-14,1.5119747714920936e-14,4.8568641319717689e-16,2.4332639929937512e-16,1.2283908419778577e-25,4.3781975649725239e-25,1.9918428783156522e-26,1.2064969091083787e-25,6.0352856790762489e-26,6.0353504101833939e-26,3.057068549782734e-25,6.5803735906379677e-29,2.3260951184558554e-23,2.3661606179655565e-23,6.086248661349269e-27,4.543273101207106e-20,1.5920378146223601e-22,1.9258098485038048e-30,6.4193193306921034e-31,2.2538885127443237e-26,2.4328098660092346e-23,2.1908494439450797e-26,1.2020815343020934e-25,1.2013689359063196e-25,6.0103669182832093e-26,1.2227862159859195e-25,5.9698716118251284e-26,2.9824476989084874e-26,5.9932822117675963e-35,6.2803148575904607e-35,1.1531033238482238e-38,2.5956250719859788e-42,3.3485772772821344e-43,2.1648350673581689e-39,1.4834316498778813e-42,6.5623780993472626e-45,8.1292639676138551e-45,7.4192565581878332e-43,1.9808033909411927e-43,3.3485764493586633e-43,3.1313311089126486e-31,1.0925188244837456e-34,1.0920110355216588e-34,1.0916969405645463e-34,1.0916969405868194e-34,1.0916969413128405e-34,5.4600536712290158e-35,5.4601018047528315e-35,2.2377574355891808e-43,2.8869688621359304e-32,6.1572384558652634e-36,7.546828792227462e-43,4.4652680078179543e-46,6.2697018934154951e-36,1.1431913978685956e-39,1.9518008451918421e-43,8.8423537289262983e-47,5.7393199016580005e-38,8.8423471413026048e-47,5.9107770851714323e-49,2.6435029174097e-30,2.4399777977661021e-33,1.220454335045458e-33,1.2202215802407239e-33,4.4652595190763278e-46,9.1285409698635473e-40,1.8039202491744235e-40,1.1161823733218225e-43,5.894880403372048e-47,5.893348996753952e-47,2.975844489297552e-46,6.1775736542158961e-35,6.2796368016284474e-35,1.1530013762029064e-38,2.9194764449744481e-36,1.6275156750566475e-38
1.3526394131499123e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25826638952847336,0.66247178177132326,2.3671529091272751e-11,1.0474143151705462e-27,2.1423370964475513e-11,6.225956504292603e-32,1.5798204960090138e-22,1.2309686577320728e-53,4.8829260329237907e-23,1.980378755422332e-22,6.0527296318891131e-40,0.0075282181308042343,0.0075282181569092527,2.3312331073038442e-12,5.4402372565293764e-15,3.0607041829661649e-13,2.5127673239817258e-13,3.1067799604713279e-14,3.1027220502274974e-14,1.5530275283476667e-14,5.033083457759076e-16,2.5216416083228985e-16,1.2507338956569772e-25,4.4584612459870634e-25,2.04984138690517e-26,1.2620402892611359e-25,6.3131857585919997e-26,6.313254719817949e-26,3.1982273882101132e-25,6.9498583658398178e-29,2.4121376393317974e-23,2.4534832817167566e-23,6.3709481730942464e-27,4.6648775237175251e-20,1.6509647787631278e-22,2.0333174469747e-30,6.7776744688072265e-31,2.2354190606028565e-26,2.4818911640486809e-23,2.2468012209903163e-26,1.2464897469144384e-25,1.2457405112828703e-25,6.2324059700564619e-26,1.2449814217333581e-25,6.2440988658528404e-26,3.1194965906524658e-26,6.3277485262629949e-35,6.6321221691304612e-35,1.2293681165987977e-38,2.7166204930968453e-42,3.5999541911131972e-43,2.3077943143396669e-39,1.5950626901365686e-42,6.9284936506049648e-45,8.582961729089929e-45,7.9776114036540673e-43,2.0998657698487553e-43,3.5999532848010878e-43,3.3362390534948661e-31,1.1740460833175227e-34,1.173500247457878e-34,1.173156486550229e-34,1.1731564865743929e-34,1.1731564873620607e-34,5.8674996015253003e-35,5.8675522818463144e-35,2.405639465835324e-43,3.0219655741289751e-32,6.5062616437181835e-36,8.0499114310573754e-43,4.8035446069003734e-46,6.6246145544912459e-36,1.2193338382696549e-39,2.1014369531117488e-43,9.6012792348546919e-47,6.1190850146721135e-38,9.6012719503080712e-47,6.3028456710051611e-49,2.791888943447286e-30,2.5990620905274414e-33,1.3000359694804232e-33,1.2997834668127237e-33,4.8035353070553267e-46,9.5590539528281036e-40,1.9212969368052637e-40,1.199973723912488e-43,6.4008281280956376e-47,6.3991349931506797e-47,3.2012665960052121e-46,6.5241943889995174e-35,6.6313988000156813e-35,1.2292583207669029e-38,3.1107834208005006e-36,1.7026984010537957e-38
1.365161840748177e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25813572475634294,0.66240644938386983,2.4100380680191483e-11,1.0960074048095932e-27,2.1771785085944436e-11,6.3236776634459341e-32,1.6327930298751839e-22,1.3330716474666825e-53,5.0614868185098463e-23,2.0530360734006253e-22,6.4475689750201887e-40,0.0075935505164371796,0.0075935505430561913,2.413756693927973e-12,5.4398248309682526e-15,3.14239471143097e-13,2.5809066104232767e-13,3.1903035315227964e-14,3.1860852763866138e-14,1.594785256391007e-14,5.2139111045409454e-16,2.6123354793091262e-16,1.273264519530907e-25,4.5394151527870125e-25,2.1088631767557403e-26,1.3195723004377349e-25,6.6010390550966356e-26,6.601112478742267e-26,3.3444730530612751e-25,7.3363204135895207e-29,2.500504930344008e-23,2.5431561754923168e-23,6.666103387032413e-27,4.7884640613324201e-20,1.7114851891394262e-22,2.1457227092540275e-30,7.1523549249279689e-31,2.217246983631968e-26,2.5313939261595597e-23,2.3038685903364423e-26,1.2923452640092168e-25,1.2915577102747631e-25,6.4616814555389816e-26,1.2673613725688083e-25,6.5281119983385656e-26,3.2614375520963523e-26,6.6774215373523281e-35,7.0000116002032246e-35,1.3098839732228755e-38,2.8420328355606568e-42,3.8675378033157595e-43,2.458706509191519e-39,1.7139078616256499e-42,7.3112254096867345e-45,9.0572566201912341e-45,8.5720537247943348e-43,2.2246978217007052e-43,3.8675368120426262e-43,3.5524268698419936e-31,1.260794090444356e-34,1.2602077585012432e-34,1.2598318514083949e-34,1.2598318514345912e-34,1.2598318522884818e-34,6.3010370174945864e-35,6.301094624806078e-35,2.5843391427244278e-43,3.1619174510336778e-32,6.8715261793049898e-36,8.5813646615882897e-43,5.1638962176589677e-46,6.9960111899209114e-36,1.2997653893372124e-39,2.2609886937731593e-43,1.0417276514276701e-46,6.5200695497851806e-38,1.04172684666926e-46,6.7168592535980055e-49,2.9470901970636433e-30,2.7668610112048952e-33,1.3839778463903414e-33,1.3837041312421811e-33,5.1638860379616314e-46,1.0005529583253571e-39,2.0448818038353265e-40,1.2891672271165239e-43,6.9448234331526932e-47,6.9429532489900306e-47,3.4413972725737223e-46,6.8866967235487724e-35,6.9992403573238403e-35,1.3097658070016415e-38,3.3126304388182826e-36,1.780588364259103e-38
1.3902066959447064e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25787485021502488,0.66227601211039455,2.4969008229043153e-11,1.1985550946041845e-27,2.2473446570262489e-11,6.5205742117848133e-32,1.7430445630273967e-22,1.5598055311310475e-53,5.4329576635851601e-23,2.2042238853839153e-22,7.3033099471186807e-40,0.0077239877862204983,0.0077239878138847069,2.5850015872884382e-12,5.4390233125566461e-15,3.3098924447682272e-13,2.7207327070699052e-13,3.3616200340550908e-14,3.3570645105579326e-14,1.6804353025010264e-14,5.589685095656491e-16,2.800820553920502e-16,1.3188871327288451e-25,4.703389768720819e-25,2.2300029082361637e-26,1.4408066649646909e-25,7.2076293546474438e-26,7.2077124418290908e-26,3.6527549269783701e-25,8.1626277455930857e-29,2.6843729783972175e-23,2.7297122528404613e-23,7.2889058452266539e-27,5.0416200407278714e-20,1.8374154354602241e-22,2.3859237462422007e-30,7.9530168110707806e-31,2.1821576099602896e-26,2.6316613439014179e-23,2.4213764515113974e-26,1.388548428846638e-25,1.3876789230585749e-25,6.942692799586215e-26,1.3126740395810367e-25,7.1264962709978228e-26,3.5604959068647287e-26,7.4245432637131976e-35,7.7863363032220409e-35,1.4844495638984552e-38,3.1065782441487159e-42,4.4548664991560526e-43,2.7858462682846632e-39,1.9748208853682221e-42,8.1288845706033941e-45,1.0070547804252163e-44,9.8771072609546024e-43,2.4925298926491067e-43,4.4548653162871446e-43,4.0206804034953711e-31,1.451083713372275e-34,1.4504085071547152e-34,1.4499601312756485e-34,1.4499601313063656e-34,1.4499601323076154e-34,7.2520404500045081e-35,7.2521091646728021e-35,2.9765540733776782e-43,3.457219347997914e-32,7.6531687298617226e-36,9.7346865337539577e-43,5.9557307526340612e-46,7.7906745268019993e-36,1.4742963538965433e-39,2.6120892961579984e-43,1.2235484593051091e-46,7.3896144180252208e-38,1.2235474798342346e-46,7.6147792751610225e-49,3.2789218378506152e-30,3.1301664796336152e-33,1.5657249553053518e-33,1.5654040432185258e-33,5.9557185862396365e-46,1.0948109834216882e-39,2.3116868187770516e-40,1.48494112621246e-43,8.156955486019086e-47,8.1546799850609578e-47,3.9690527421872722e-46,7.6616250550999088e-35,7.785461151614073e-35,1.4843129712789308e-38,3.7498495656409832e-36,1.9447714177682047e-38
1.4152515511412358e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25761458091409356,0.66214587745705911,2.5852166716534236e-11,1.3085697621486472e-27,2.3181330266139423e-11,6.7193769445359012e-32,1.8592058942719533e-22,1.8196929352379213e-53,5.8240939672569817e-23,2.3634635903425741e-22,8.2537818306239604e-40,0.0078541224357957708,0.0078541224645283705,2.7646989020869326e-12,5.4382085818301036e-15,3.4829387541963835e-13,2.8653466452032756e-13,3.5386941190418934e-14,3.5337782772659955e-14,1.7689640142708532e-14,5.9847772501630253e-16,2.9990182899235342e-16,1.3652560022551395e-25,4.8701136749210002e-25,2.3553143168270474e-26,1.5706166642858831e-25,7.8571436601770059e-26,7.8572374690454874e-26,3.9829950992462597e-25,9.0643559918587319e-29,2.8780203266933356e-23,2.9261507274208134e-23,7.9569531266924811e-27,5.3028122550856881e-20,1.9700485897493761e-22,2.647851744778105e-30,8.8261008344032949e-31,2.1484796455725714e-26,2.73360717505434e-23,2.5434253813240921e-26,1.4909974215987402e-25,1.4900383978583739e-25,7.454932885093766e-26,1.3587212881239322e-25,7.7670626842703455e-26,3.8806419707240578e-26,8.2390925022772887e-35,8.6440329891953665e-35,1.6784301326077538e-38,3.3902203246762103e-42,5.1180303584863383e-43,3.1492949907701308e-39,2.2695032302626067e-42,9.0201926249359467e-45,1.117513475904629e-44,1.1351090562858343e-42,2.7860722932820842e-43,5.1180289515576876e-43,4.5403435200356359e-31,1.6657718608086087e-34,1.6649963219658748e-34,1.6644632351670785e-34,1.6644632352029921e-34,1.6644632363736126e-34,8.3249791654476753e-35,8.3250608641245159e-35,3.4193837378416769e-43,3.7739621790934515e-32,8.5071033951716531e-36,1.101788130995032e-42,6.8511295868994913e-46,8.6586877426503845e-36,1.6684575757685332e-39,3.0098605806059761e-43,1.4329005099546466e-46,8.3561375230338719e-38,1.4328993220982441e-46,8.6130091135823603e-49,3.6410278868180754e-30,3.5331547039145915e-33,1.7673275242664509e-33,1.7669523723585383e-33,6.8511150932890674e-46,1.1959837974157402e-39,2.6064256895048183e-40,1.705993016917291e-43,9.5526277704173149e-47,9.5498689412833092e-47,4.5657109362183927e-46,8.5070610041611646e-35,8.6430422049576961e-35,1.6782726540674307e-38,4.2351074197726419e-36,2.1206384721246113e-38
1.4402964063377652e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25735491514294062,0.66201604456855923,2.6749814317864475e-11,1.4264445350233932e-27,2.3895170018621319e-11,6.9200472143260956e-32,1.9814806711039448e-22,2.1168047196140991e-53,6.2355426908038629e-23,2.5310235390879671e-22,9.3074479562226031e-40,0.0079839553204672058,0.0079839553502914998,2.9530749345651245e-12,5.4374226021709959e-15,3.6616045157430523e-13,3.0148173211975324e-13,3.7216032198608556e-14,3.7163028456336622e-14,1.8604101019981485e-14,6.3997844812374352e-16,3.2072308149327864e-16,1.4123684636863169e-25,5.0395791634088679e-25,2.4848490493771442e-26,1.7094314805510027e-25,8.5517319140899066e-26,8.5518375958908814e-26,4.3363080894573768e-25,1.0046824632815582e-28,3.0817724114753118e-23,3.1327977259647603e-23,8.672618853426869e-27,5.572108878541236e-20,2.1096076427288062e-22,2.9330173076266074e-30,9.7766422224284181e-31,2.1162063121597842e-26,2.837226543809198e-23,2.6700671955389063e-26,1.6000082469028287e-25,1.5989515322856817e-25,7.9999817040669749e-26,1.4055002026784602e-25,8.4519099556096157e-26,4.2229251943710359e-26,9.1257340444325392e-35,9.5780839201158339e-35,1.8935703918751344e-38,3.6939491121914437e-42,5.8651464169683424e-43,3.5523063556584272e-39,2.601578334816105e-42,9.9902227865222248e-45,1.2377307651239914e-44,1.3012133046696065e-42,3.1071875927901506e-43,5.8651447487669047e-43,5.115960240435471e-31,1.9074479730544153e-34,1.9065594181257449e-34,1.9059275940593722e-34,1.9059275941012433e-34,1.9059275954660395e-34,9.5327942333877723e-35,9.5328910662830571e-35,3.9182431261403732e-43,4.1132697396691377e-32,9.438528395084741e-36,1.2442838559488277e-42,7.8613753453709555e-46,9.6053094097204172e-36,1.8840431854223579e-39,3.459498076395142e-43,1.6733361482518959e-46,9.4284034425576297e-38,1.6733347126436155e-46,9.7206206669427476e-49,4.0355422097698758e-30,3.9793078162615978e-33,1.9905284032599416e-33,1.9900910764053623e-33,7.8613581335097009e-46,1.304439129463572e-39,2.9313017015283013e-40,1.9550285196854732e-43,1.1155522337927666e-46,1.1152188993641246e-46,5.2388876503052793e-46,9.427944541600748e-35,9.5769647046977335e-35,1.8933892929397368e-38,4.7726504816282352e-36,2.3087808658789443e-38
1.4653412615342946e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25709585119736944,0.66188651259279696,2.766190947148452e-11,1.5525854616643541e-27,2.4614700237402246e-11,7.1225471571229987e-32,2.1100752530442878e-22,2.4556174259153445e-53,6.6679589880526377e-23,2.707175661006265e-22,1.0473351963285945e-39,0.008113487292333051,0.0081134873232725363,3.1503555529772728e-12,5.436600634994444e-15,3.845959775840371e-13,3.1692130914590043e-13,3.91042398843035e-14,3.9047136684254131e-14,1.9548118851060868e-14,6.8353093247376152e-16,3.4257632431143941e-16,1.460221867233042e-25,5.2117785500981022e-25,2.6186581575162261e-26,1.8576929190811031e-25,9.2936074444680453e-26,9.2937262497756308e-26,4.7138423465799081e-25,1.1115620567574954e-28,3.2959589954655446e-23,3.3499835753024442e-23,9.4383542300534819e-27,5.8495750514019492e-20,2.2563185045291274e-22,3.2430050324025331e-30,1.0809922842204595e-30,2.0850744325638569e-26,2.9425146267613682e-23,2.8013531787923893e-26,1.7159065942454549e-25,1.7147433690631988e-25,8.5794676707328511e-26,1.4530078809473952e-25,9.1831977216048899e-26,4.5884255003154317e-26,1.0089358860923546e-34,1.0593716929773621e-34,2.1317356850429335e-38,4.0187861460344977e-42,6.7050262342365645e-43,3.9983580610201014e-39,2.974980549980894e-42,1.1044291635187248e-44,1.3683658323446776e-44,1.4879920213446526e-42,3.4578307896037236e-43,6.7050242622115318e-43,5.7523813927948601e-31,2.1789205830630303e-34,2.1779049987049855e-34,2.1771584067217209e-34,2.177158406770405e-34,2.1771584083572665e-34,1.0889521662059371e-34,1.088963608669253e-34,4.4790103582904671e-43,4.476302487902694e-32,1.0452911875147894e-35,1.4022294347573922e-42,8.9987411317010698e-46,1.0636069797759134e-35,2.1229747310196001e-39,3.9666675180724709e-43,1.9487893110059176e-46,1.061578910503305e-37,1.9487875817527018e-46,1.0947317005370241e-48,4.4647058270848602e-30,4.4723404248367814e-33,2.2371868673008396e-33,2.2366784445599506e-33,8.9987207536647218e-46,1.420557021304854e-39,3.288634082929016e-40,2.2349847557434991e-43,1.2991865148702908e-46,1.2987850999593988e-46,5.9967582481318251e-46,1.0429460669601187e-34,1.0592455333463882e-34,2.1315279312943805e-38,5.3670117177620594e-36,2.5098077446456275e-38
