Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(40),HX(39),CH3X(38),CH2X(175),CHX(176),H2X(44),CX(177)
6.040391817809239e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999753,0.11866996602996287,0.022821567693054285,0.0,3.449318714733002e-73,3.7769498308753314e-36,0.0,9.9938665463987002e-44,0.0,6.1422118870947176e-22,4.892894944340874e-97,6.1422118668716877e-22,1.4500813084576694e-63,3.5006710879158968e-92,0.0,0.0,3.5261915266826942e-59,4.0537460874507357e-76,2.4359135811191139e-15,2.6772232166852672e-17,2.6772232165607012e-17,6.2181836183297021e-28,7.3180710898407517e-34,1.2505766085527009e-49,2.2694172260303959e-48
1.2086031586806844e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999504,0.1186699660299604,0.022821567693054285,0.0,5.5234040872104984e-72,1.5117642371868155e-35,0.0,8.0031986191880395e-43,0.0,1.2289760228175812e-21,3.1362926963999461e-95,1.2289760147230987e-21,2.3226501925115998e-62,1.1215977612913751e-90,0.0,0.0,2.8230973025114868e-58,1.2986547040036892e-74,4.8739435076592018e-15,5.3567724310767078e-17,5.35677243057812e-17,2.4888910229364711e-27,5.8589001353347091e-33,1.0012216929984753e-48,3.6340205316436054e-47
2.4177311124802054e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999004,0.11866996602995547,0.022821567693054285,0.0,8.8410436745582199e-71,6.049026139293866e-35,0.0,6.4058026322548706e-42,0.0,2.4584857031983919e-21,2.0087775074544606e-93,2.4584856708099186e-21,3.71825753661176e-61,3.5913273093086129e-89,0.0,0.0,2.2593358481284116e-57,4.1580260055412437e-73,9.7500033607352598e-15,1.0715870860232789e-16,1.0715870858237782e-16,9.9587825763623155e-27,4.6888904444616707e-32,8.0128164937635593e-48,5.8167871262059824e-46
4.835987020079247e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998005,0.11866996602994562,0.022821567693054285,0.0,1.4148548388668022e-69,2.4200043657986857e-34,0.0,5.1259399168081935e-41,0.0,4.9175051126183806e-21,1.286113895096559e-91,4.9175049830433968e-21,5.9508263005835444e-60,1.1495792003471932e-87,0.0,0.0,1.8078119653613218e-56,1.3309413879202849e-71,1.9502123066870908e-14,2.1434067720037756e-16,2.1434067712056404e-16,3.9841427477355171e-26,3.7518082738784664e-31,6.4114706742495066e-47,9.3087135964698772e-45
9.67249883527733e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319996012,0.1186699660299259,0.022821567693054285,0.0,2.2639980784539986e-68,9.6808054664047911e-34,0.0,4.1012711201600822e-40,0.0,9.8355441260918247e-21,8.2327175253113135e-90,9.8355436077497041e-21,9.5226136560740409e-59,3.679220781895524e-86,0.0,0.0,1.446386919403983e-55,4.2596094372180832e-70,3.9006362479076327e-14,4.2870461445619021e-16,4.2870461413690847e-16,1.5937717942626512e-25,3.0017052277422681e-30,5.1296636458409746e-46,1.4895330266529044e-43
1.9345522465673498e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319992026,0.11866996602988646,0.022821567693054285,0.0,3.6225812918284603e-67,3.8724798943694656e-33,0.0,3.2812245817751105e-39,0.0,1.9671622931572583e-20,5.2694477650005071e-88,1.9671620858119736e-20,1.5237215175658325e-57,1.1774414960115813e-84,0.0,0.0,1.1571645056264333e-54,1.3631705458549961e-68,7.8014841303223686e-14,8.5743248920667528e-16,8.5743248792948532e-16,6.3752265193438129e-25,2.4014359700758714e-29,4.1039258700071869e-45,2.3833335217284489e-42
3.8691569726465836e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319984055,0.11866996602980757,0.022821567693054285,0.0,5.7962778391435032e-66,1.5490235811144603e-32,0.0,2.625062739469868e-38,0.0,3.9343783656669578e-20,3.3726094943522523e-86,3.9343775362689449e-20,2.4380370946414082e-56,3.7679585500044562e-83,0.0,0.0,9.2575363844667599e-54,4.362298589707755e-67,1.5603179895046444e-13,1.7148882396631468e-15,1.7148882345541911e-15,2.5500464357278898e-24,1.9211268367872402e-28,3.2832188399850028e-44,3.8133008765346588e-41
7.738366424805051e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319968106,0.11866996602964983,0.022821567693054285,0.0,9.2741636409096292e-65,6.1961582217052367e-32,0.0,2.100083417311794e-37,0.0,7.8688117563405438e-20,2.1585224441390406e-84,7.8688084387147487e-20,3.9009254778883125e-55,1.2057703163741134e-81,0.0,0.0,7.4061179696083964e-53,1.395960001250706e-65,3.1206571424073011e-13,3.4297997443986694e-15,3.4297997239618104e-15,1.0199521139588552e-23,1.5368116545836199e-27,2.6266065868990718e-43,6.1009438591027927e-40
1.5476785329121985e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319936215,0.11866996602933433,0.022821567693054285,0.0,1.4838759916554096e-63,2.4784765881500892e-31,0.0,1.6800800172194637e-36,0.0,1.5737683520304446e-19,1.3814714170346285e-82,1.5737670249733795e-19,6.2415336408405163e-54,3.8585043913156151e-80,0.0,0.0,5.9249310808623541e-52,4.4671111105407203e-64,6.2413354480439811e-13,6.8596227691633668e-15,6.8596226874098813e-15,4.0792146405055957e-23,1.2292837656412342e-26,2.1012982866119962e-42,9.7602440922892548e-39
3.0953623137755855e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319872427,0.11866996602870333,0.022821567693054285,0.0,2.3742103337227281e-62,9.9139371112918346e-31,0.0,1.344069315902669e-35,0.0,3.1475446978698986e-19,8.8414754126462739e-81,3.1475393896281679e-19,9.9864960451601377e-53,1.234728761815444e-78,0.0,0.0,4.739961403010211e-51,1.4294818009895315e-62,1.2482692058642812e-12,1.3719268879899073e-14,1.3719268552837351e-14,1.6311985587253431e-22,9.8315347663726918e-26,1.6810444938154671e-41,1.5612191821508026e-37
6.190729875502359e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319744857,0.11866996602744134,0.022821567693054285,0.0,3.798746410849205e-61,3.9655843240202742e-30,0.0,1.0752575555911164e-34,0.0,6.2951053617353688e-19,5.6585677652625359e-79,6.2950841287416535e-19,1.5978427187868809e-51,3.9511505663674072e-77,0.0,0.0,3.7919787076708091e-50,4.5743516828359411e-61,2.4965405277142341e-12,2.7438561346443338e-14,2.7438560037817599e-14,6.5208742638262105e-22,7.8608198234171029e-25,1.3448389931414899e-40,2.4965962727661144e-36
